title
"Wall Hours: Per Job: by Node Count"
parameters
"Queue =  normal"
start,end
2015-06-01,2016-05-31
---------
"Node Count","Wall Hours: Per Job","Std Err of Wall Hours: Per Job"
518,8.47576667,5.05425285131278
1664,8.43260000,6.38190382694172
12,8.28717260,0.262272675883014
293,8.17338000,2.37355038112284
1563,8.03330000,0
1536,8.01535556,1.48064324276468
860,8.01276667,6.5329943340811
5,7.93827547,0.12175442200259
135,7.91932000,3.44126106622644
416,7.83350000,2.22060992075125
60,7.82525940,0.161843024658897
54,7.80000396,0.303930871444476
40,7.75475946,0.221976111504313
1296,7.65504286,1.4665994833492
138,7.59922308,3.04864937047637
6,7.59574121,0.101769379403956
20,7.57900412,0.139044730478335
3000,7.57345333,2.27268104395128
1000,7.56804330,0.966954924858662
210,7.52304887,1.07885932287907
236,7.48815172,1.4487703450782
1152,7.40754074,0.180703257307709
7,7.28002568,0.326062271897355
80,7.26278568,0.282278738646214
144,7.13191773,0.659716822337553
5625,7.12758333,1.64077701132387
59,7.09719615,1.05721829488056
264,7.09580000,0
15,7.01554392,0.264955267053428
50,7.00725252,0.312325221798537
768,6.74250301,0.160842295495072
57,6.57043333,3.15240747784927
207,6.39574660,1.31128489748708
4500,6.37257500,0.535522483553762
200,6.30515577,0.371003164421983
173,6.22146944,1.4258931202557
113,6.20531408,0.816218177375396
12000,6.13723333,0.0455884780163462
196,6.12456667,0.635072251198178
16,6.11955820,0.0569119223009071
71,6.09918750,1.17321550906078
46,6.07921290,1.54308505513288
125,6.02280408,1.30553725486806
391,6.01227143,1.59147435394479
266,5.91140000,3.38572716556478
18,5.80551632,0.415270653345549
66,5.72591538,2.78854527682904
3060,5.59769412,0.941504216481246
25,5.55341388,0.36429130060668
78,5.46715833,2.16541241002349
216,5.45772692,1.80506986589596
22,5.41873448,1.14035472097746
2048,5.40983133,0.29377786876652
420,5.35125000,0.229318657509804
750,5.35040833,2.79322744464285
55,5.23409070,1.12924489660572
151,5.17887541,0.351367067109716
240,5.17785611,0.254086697644558
32,5.15950647,0.0666956621951038
183,5.14215625,1.69831280252048
1025,5.08920000,0
192,5.08714152,0.319221076130141
2049,5.02030000,0.00766032346285426
3500,5.01420000,0
1744,4.99540000,1.47765258513146
128,4.96600278,0.12793190811197
375,4.94466000,4.2963913413497
272,4.92544000,4.30962398720713
354,4.87965217,1.27208271301632
500,4.85569137,0.568972122001787
43,4.84957683,0.360506488998355
37,4.81583810,1.80568789798104
2500,4.74951538,1.66527330375359
167,4.74140000,1.36382443203087
250,4.69408268,0.563078105975872
1280,4.67733333,3.00576238230123
3040,4.67260000,0.48744702826694
83,4.66357692,1.61963902122284
63,4.60094253,0.882062713908997
507,4.57069545,0.222949058380041
225,4.56791000,2.64560286113441
124,4.53647353,0.789880251695158
35,4.49409574,0.951574024585617
126,4.30527778,1.72527306509952
464,4.26667500,0.398717066347697
49,4.21876923,0.836351804171068
81,4.20197500,1.99357750704966
10,4.20134227,0.0595732578292292
17,4.14303483,0.222929993569495
1024,4.13875028,0.190014241237107
67,4.07730000,3.66446725366742
177,4.03317857,0.797353822594645
1013,3.87512642,0.263690854450141
2700,3.80100000,2.32589026372792
218,3.78055000,2.67266721433482
436,3.75246667,1.58915106032279
1046,3.72237213,0.145370561661121
224,3.71120000,2.60845236823198
1520,3.65764231,0.423215979653866
168,3.62400435,1.38430627170793
256,3.62366180,0.153420705053532
512,3.61550922,0.118089120129334
1,3.59317541,0.00325620830778664
2000,3.57982105,1.74165019129622
513,3.47656000,0.690302888432156
342,3.47305000,0.40403295802798
316,3.46670000,0
440,3.46004000,0.278159553201102
44,3.40116667,0.652085880004554
282,3.37272000,0.190878353091734
45,3.28681569,0.738220759693162
450,3.28161935,0.660273692214106
64,3.27865846,0.0858263698176599
19,3.26200241,0.129447453291457
156,3.24492143,1.54921763653752
140,3.21582500,1.13145712741633
501,3.14640794,0.560166969661159
36,3.12872723,0.391312050444479
8064,3.11945000,1.31953982111423
109,3.11460000,1.38295854898611
13,3.06335495,0.381330907096781
480,2.96896667,0.399547977047425
88,2.94340750,0.994701246617266
92,2.89035000,0.901840831445622
540,2.85000000,0
3459,2.83666667,2.07823319347161
6000,2.75906000,1.326185220198
257,2.75285714,0.523874895533483
41,2.67677912,0.370676634253298
330,2.64477368,0.422098625983568
930,2.62250000,0.672494983433694
96,2.61472808,0.088966713254721
116,2.60239091,1.23492824837551
313,2.59112353,1.63127729718524
7168,2.56566667,0.980616716636819
2916,2.52820000,1.6415680343796
1400,2.50439375,1.52621151546798
6400,2.46860000,0.980914240346005
11,2.37518333,0.695970241676912
296,2.32745250,1.10400714365159
8192,2.31435425,0.256103692054913
4,2.22582706,0.0397509859361119
208,2.19235721,0.428885411800565
350,2.05360000,0
3400,2.04530000,0
3200,2.03230333,0.810533715948722
372,2.01250000,0
104,1.90903333,0.641959415093315
696,1.89563333,0.09189602183753
370,1.85360000,0
34,1.81060513,0.424583484567405
42,1.73505231,0.399564249200971
3125,1.60085000,1.07971277116179
31,1.58408246,0.455195893376172
23,1.53855439,0.438276717112511
432,1.53706000,0.141362397649219
384,1.36767603,0.025980047582752
20250,1.35478000,0.666312949681739
301,1.35463333,0.547031306129599
344,1.33860000,0.397471512683691
26693,1.25810000,0
147,1.25560000,0
609,1.25140000,0
782,1.22772800,0.0884267746848931
338,1.22149841,0.249493427894911
132,1.21361053,0.211656971355723
864,1.17253766,0.223599721632993
21,1.17142284,0.118248912486115
82,1.15228889,0.670194666936444
4000,1.14799474,0.342720235969295
4200,1.11822000,0.940772852761934
3038,1.11455000,0.0458637315019608
4864,1.06440000,0
9728,1.05485000,0.00363374318109754
2432,1.04710000,0.0122761593955998
134,1.04517500,0.607117210460561
33,1.03792098,0.187638669328667
598,1.03390000,0.723998776514893
148,1.02320769,0.537530061588874
2560,1.00326000,0.275042930431318
238,0.95583333,0.270766397236489
672,0.93380000,0.404493052729945
1171,0.91155000,0.0226863425630684
93,0.87384167,0.369456115268274
6250,0.83907500,0.323127042806423
528,0.83808571,0.505454702097382
1044,0.82110000,0.139457170734014
648,0.81152000,0.583176221618927
253,0.80110000,0.327056671739765
164,0.79440000,0
1048,0.78735000,0.222444008248268
396,0.74780000,0
188,0.70742500,0.57374915421782
1216,0.70550000,0.200788359802302
454,0.67000000,0
640,0.66796000,0.228973859632626
831,0.63530000,0
877,0.62972500,0.161420380844092
1408,0.59500000,0
185,0.59494000,0.15133217898075
894,0.59290000,0.0497670871456523
1792,0.58970000,0.0170884138786749
118,0.58370000,0.28388955076714
69,0.57369412,0.523254465004472
22127,0.56940000,0
163,0.55678214,0.0201671060053412
992,0.53810000,0
362,0.53560000,0
228,0.53208333,0.174716662039343
274,0.52347500,0.259098660058847
22425,0.51207419,0.0762742508335518
315,0.50393889,0.147171734506958
608,0.50380000,0.289467912526278
165,0.50261429,0.130377935056912
98,0.50189630,0.114827833676652
401,0.49411818,0.294560862032647
663,0.47470000,0.0485153819314103
1241,0.46604444,0.111190487574747
893,0.45708750,0.0722496108590913
1240,0.45675000,0.0302461249877516
579,0.45500000,0
112,0.45063057,0.00635510238800105
3072,0.44185000,0.100593352475765
105,0.43143750,0.290063903153318
102,0.43045714,0.0996020426450312
605,0.42000000,0
968,0.41530000,0
880,0.41500000,0
1230,0.41341429,0.13951496886655
204,0.40588571,0.178743210395803
15813,0.40530000,0
1120,0.40280000,0
84,0.38737200,0.163542445217302
1210,0.38665000,0.011195857368787
308,0.38110000,0
248,0.38074000,0.178265200077418
473,0.38000000,0
16320,0.37990000,0.0315033832717107
1232,0.36750000,0.00294627825494395
2154,0.35882500,0.0494314778931356
129,0.35754691,0.0483432508894066
79,0.35642000,0.145025058764867
1188,0.35610000,0
807,0.34483333,0.0671660059355494
101,0.33786154,0.159885189378005
5120,0.31560000,0
290,0.30428889,0.0311951427094159
456,0.27940000,0
6144,0.27640000,0
158,0.27345000,0.10969976035908
18975,0.26943333,0.0379317283430265
896,0.26757143,0.0880405720975059
175,0.26479375,0.0913212250961798
712,0.26220000,0
22460,0.25830000,0
258,0.24990000,0.00854397698870294
260,0.24834000,0.0995417587166063
3813,0.23695000,0.0192490179323005
154,0.22547000,0.0547139876771092
1620,0.22387273,0.0735124854250402
106,0.22130000,0.158061585440505
10151,0.21280000,0
16500,0.20268333,0.0527636704127162
2475,0.20218800,0.0172451841193025
1004,0.19838333,0.0692528349376613
13865,0.19353333,0.00856328939075111
380,0.18083750,0.00799169490784026
4590,0.18020000,0.0153961927972931
26560,0.17530000,0
152,0.17265556,0.0349294941400401
111,0.16933000,0.0560585177061203
7700,0.16692353,0.00836379382949826
9950,0.16375000,0.00513935808668844
117,0.16277500,0.103104912933321
928,0.16000000,0
3108,0.15970000,0
1008,0.14960000,0.000687464926153588
9092,0.14920000,0
52,0.14786743,0.0612288860884968
1001,0.14617500,0.0427433094134532
8300,0.14535000,0.0420069079944185
136,0.14481667,0.0335524615411584
875,0.13976316,0.0535310776342559
16384,0.13885652,0.0420392475406754
261,0.13876154,0.028267422752517
832,0.13765000,0.0179722973551581
5738,0.13320000,0.000491046375823991
103,0.13206250,0.0430017847900438
1237,0.13027857,0.0661957990989017
938,0.12054211,0.0493946394526473
1425,0.11774462,0.00838390203129942
5184,0.10980000,0.0642577274540982
346,0.10797500,0.00590267565271133
934,0.10250000,0
107,0.09132500,0.0206410980479853
6045,0.08820000,0.000883883476483184
73,0.08555000,0.0221232605509994
95,0.08287083,0.0117582415473168
97,0.08214000,0.0297419729289048
189,0.07986667,0.0147864280509146
122,0.07825714,0.0205621974228621
91,0.07542500,0.00942015872648114
94,0.07520000,0.0132091931458668
2576,0.07500000,0
704,0.07470000,0
121,0.07265000,0.0185213684149677
2056,0.07110000,0
85,0.07105000,0.0136960131933339
3691,0.07000000,0
127,0.06957500,0.00612490551703392
115,0.06707500,0.0117467900133306
39,0.06645000,0.019155687022219
53,0.06628750,0.0274277397244956
119,0.06590000,0.0173922983766975
700,0.06558889,0.0260096547898863
170,0.06445000,0.0114123756854681
198,0.05860000,0
87,0.05820000,0.0140248553061351
89,0.05797500,0.018344739454775
20550,0.05632500,0.0281618200342039
1440,0.05580000,0
74,0.05547500,0.01457981935177
99,0.05418000,0.0143009971162335
201,0.05290000,9.82092751647983e-05
61,0.04752186,0.00115671962351143
4104,0.04420000,0
47,0.04332000,0.00967305025493861
86,0.04152500,0.00631715465231259
77,0.03417143,0.0115306289674057
3260,0.03006000,0.00348754397290743
379,0.02655000,9.82092751647983e-05
22380,0.02570000,0.00929939219144539
294,0.02460000,9.82092751647983e-05
4460,0.02420000,0
365,0.02330000,0
7000,0.02170000,0
232,0.02110000,0
823,0.02087692,0.00170159707488596
995,0.02060000,0
6519,0.01860000,0
26650,0.01660000,0.0106624412927335
333,0.01640000,0
666,0.01610000,0
1331,0.01360000,0
1646,0.01250000,0
5000,0.00835000,0.0054997194092287
1307,0.00710000,0.000491046375823991
5001,0.00690000,0
2162,0.00625000,0.000294627825494395
1392,0.00610000,0
237,0.00470000,0
504,0.00470000,0
262,0.00360000,0
2001,0.00280000,0
615,0.00250000,0
4066,0.00190000,0
1040,0.00080000,0
222,0.00000000,0
2100,0.00000000,0
20600,0.00000000,0
22600,0.00000000,0
---------
