title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2015-06-01,2016-05-31
---------
"Node Count","Wall Hours: Per Job","Std Dev: Wall Hours: Per Job"
20,7.69731040,0.17086648811800367
240,7.61266481,1.363311243722566
34,7.49049671,0.48872069531786516
225,7.17918222,2.1711307182465474
97,7.08105000,3.627515614696496
47,7.06341278,0.4599540896340262
16,6.99744417,0.06437368495976264
168,6.81156250,1.3442395081219622
151,6.61760870,2.4492021230759864
88,6.47178167,1.2473838567513937
23,6.43110097,0.7330227107462967
27,6.37839048,0.9138116325810848
98,6.37374667,1.5325001129915905
17,6.30621496,0.1416430109714827
32,6.28741166,0.10118208961747721
112,6.11635000,1.826825095028317
130,6.07176286,2.1582412501607946
100,6.00729409,0.39287932372793527
64,5.88363978,0.1105597293483475
44,5.86724786,1.0375659104364587
161,5.78695714,3.3072699797677254
75,5.71602414,0.5765199129609607
14,5.70504018,0.2719421035520107
4,5.68075899,0.03728136596386286
67,5.66677179,1.335892550257825
156,5.58270385,1.2225923407042183
60,5.55577988,0.4318827982370138
2,5.41155661,0.033464048171821796
125,5.33547182,0.7419845491925672
82,5.30914400,1.732085574534674
78,5.29990769,3.49052938232804
13,5.09712588,0.2908326373504198
9,4.86124698,0.0901585846311316
84,4.79062667,1.4145257878078785
73,4.76093636,1.0990473689262554
22,4.71895494,0.26352826570551074
120,4.70815031,0.7701009153803825
80,4.56843380,0.3072183690877605
115,4.55951667,1.9380035272810225
128,4.51675024,0.14736106978986863
42,4.45537968,0.4320962666761293
58,4.45273611,0.8693426874473432
86,4.45095833,1.1651332287488867
1,4.33665088,0.01657047752829941
108,4.19886870,0.6719719818853135
102,4.18953333,2.640588761578271
200,4.14250050,0.7569404439728484
8,3.99210242,0.03255748898006135
124,3.90935000,0.757919366721434
160,3.90525911,0.4757346274031845
226,3.83655000,0.11912785077490029
61,3.81270000,3.126066646266169
106,3.78765000,1.1992334590373515
233,3.75640000,2.6510611737985643
37,3.51514474,1.2073494613730469
250,3.47586301,0.6888201668969456
165,3.47188163,0.8267496481147348
203,3.19903200,0.49727812475813066
109,3.17687333,0.4746789648401076
31,3.13205926,0.9331294369402762
188,3.10595706,0.3548329437556762
144,3.10138868,0.5044998172445753
72,2.98726206,0.4089537240742462
95,2.88066364,1.0913682163017755
63,2.85239968,0.48407667990176234
81,2.82302391,1.0884404379029395
140,2.78762657,0.4613914055174493
76,2.66998358,0.3568400046115144
192,2.66342095,0.6818007006506135
256,2.58778413,0.12674097181705787
182,2.56640000,0
107,2.52115000,1.765606348912743
6,2.48399911,0.03333040876251625
142,2.29853462,0.15551836195724997
176,2.28392353,1.4810745763111006
122,2.27230000,0.6286147123824888
113,2.23633889,0.4621393643619937
217,2.23341832,0.10619552582396602
36,2.17719923,0.11953217508589217
180,2.09075769,0.7631540102047338
208,2.04474286,1.8000204897266125
150,2.02915437,0.5316386365164332
199,2.00970000,0
11,1.99696532,0.17183922982186348
201,1.99080000,0
33,1.96568504,0.3828918842142778
57,1.89395722,0.135452929574673
227,1.89073333,0.399116314971362
53,1.86614737,0.31218381371516724
68,1.79222817,0.6308513813334616
189,1.77655000,0.09398627633271195
99,1.76558182,0.8913164978245472
255,1.73331453,0.5150837288318307
105,1.67252308,0.9807968779182422
172,1.62012414,1.186410542367977
163,1.61053849,0.05107903938851683
185,1.50793939,0.7243462735332175
145,1.48555000,0.8090480088076081
71,1.41420000,0.8921287166174547
51,1.41326538,0.848291918327102
131,1.39077500,1.071299277028869
244,1.27758182,0.9688923838055867
216,1.21916695,0.44136102103709085
41,1.19674943,0.18669374171428063
91,1.18052168,0.1449052089527727
135,1.15318333,0.2244060983246205
92,1.12390000,0.04026580281756728
195,1.12125000,0.5707512571096833
186,1.12020000,0.6345616563078769
79,1.09758571,0.6214463506688553
136,1.01944333,0.6218818456964785
141,1.00652500,0.49993103787539817
59,0.94806000,0.3512203367769389
83,0.90857727,0.17254201672358024
243,0.87890000,0.39757919940413494
181,0.86431814,0.046492123145624134
229,0.86280000,0
232,0.85640000,0
175,0.85355714,0.3707190917160279
158,0.84315769,0.10582210210785252
54,0.79037777,0.044057960330522505
49,0.76709545,0.2723507119829166
190,0.72167273,0.41287200284790343
134,0.68163333,0.20744952449359833
74,0.64150000,0.24540433574316328
87,0.62640000,0.2628500996711231
206,0.61750000,0
253,0.57729000,0.2839152135000696
218,0.56210000,0.22190486236181217
239,0.54940000,0
178,0.53845000,0.0012767205771423774
89,0.50080000,0
157,0.47199412,0.21509986786730523
251,0.41780000,0.12510331806968147
248,0.41741250,0.11542834387469757
235,0.36945000,0.02376664458988118
162,0.34660000,0.1315673887320782
245,0.33780000,0
215,0.33580000,0
220,0.32872308,0.16973525539460646
101,0.32130000,0.24023887622486956
110,0.28081814,0.019869492879270638
143,0.26125000,0.17117876661224335
213,0.25795000,0.036239222535810564
133,0.22620714,0.07182189221885153
204,0.20484000,0.10039620891962056
103,0.19343243,0.02981266153173458
114,0.19165000,0.07188918942063233
214,0.17670000,0
170,0.17496000,0.06915215822846256
153,0.16870000,0.11334916777954683
93,0.14360000,0.09914473185670669
77,0.13236667,0.05808238016647105
210,0.12890000,0.0622229197629552
148,0.12790000,0.09499353213613439
230,0.11500000,0.05059747956441709
209,0.11000000,0
173,0.10690000,0
254,0.10156250,0.03281832096736361
104,0.08176667,0.055642884038567035
137,0.08110000,0
288,0.07530000,0
249,0.07218000,0.027602715021229518
129,0.05324878,0.007178389666114749
247,0.04992857,0.007937840024334885
241,0.04000000,0.013945717073401353
211,0.03625000,0.004472675097842923
166,0.03474118,0.0024310157019378172
183,0.02610000,0
223,0.02538000,0.0009609665915750822
219,0.00750000,0
236,0.00640000,0.0005892556509887896
390,0.00220000,0
---------
