title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2014-02-01,2014-07-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[16] Number of Jobs Ended","[4] Number of Jobs Ended","[5] Number of Jobs Ended","[8] Number of Jobs Ended","[64] Number of Jobs Ended","[3] Number of Jobs Ended","[9] Number of Jobs Ended","[6] Number of Jobs Ended","[32] Number of Jobs Ended","[7] Number of Jobs Ended","[10] Number of Jobs Ended","[24] Number of Jobs Ended","[48] Number of Jobs Ended","[18] Number of Jobs Ended","[30] Number of Jobs Ended","[12] Number of Jobs Ended","[17] Number of Jobs Ended","[37] Number of Jobs Ended","[256] Number of Jobs Ended","[128] Number of Jobs Ended","[100] Number of Jobs Ended","[13] Number of Jobs Ended","[20] Number of Jobs Ended","[25] Number of Jobs Ended","[15] Number of Jobs Ended","[40] Number of Jobs Ended","[74] Number of Jobs Ended","[80] Number of Jobs Ended","[11] Number of Jobs Ended","[14] Number of Jobs Ended","[36] Number of Jobs Ended","[82] Number of Jobs Ended","[27] Number of Jobs Ended","[50] Number of Jobs Ended","[181] Number of Jobs Ended","[244] Number of Jobs Ended","[60] Number of Jobs Ended","[157] Number of Jobs Ended","[1024] Number of Jobs Ended","[192] Number of Jobs Ended","[512] Number of Jobs Ended","[240] Number of Jobs Ended","[19] Number of Jobs Ended","[21] Number of Jobs Ended","[125] Number of Jobs Ended","[216] Number of Jobs Ended","[28] Number of Jobs Ended","[62] Number of Jobs Ended","[45] Number of Jobs Ended","[63] Number of Jobs Ended","[250] Number of Jobs Ended","[31] Number of Jobs Ended","[34] Number of Jobs Ended","[33] Number of Jobs Ended","[144] Number of Jobs Ended","[57] Number of Jobs Ended","[38] Number of Jobs Ended","[26] Number of Jobs Ended","[72] Number of Jobs Ended","[96] Number of Jobs Ended","[22] Number of Jobs Ended","[23] Number of Jobs Ended","[135] Number of Jobs Ended","[81] Number of Jobs Ended","[120] Number of Jobs Ended","[122] Number of Jobs Ended","[127] Number of Jobs Ended","[109] Number of Jobs Ended","[252] Number of Jobs Ended","[160] Number of Jobs Ended","[77] Number of Jobs Ended","[108] Number of Jobs Ended","[148] Number of Jobs Ended","[29] Number of Jobs Ended","[75] Number of Jobs Ended","[35] Number of Jobs Ended","[43] Number of Jobs Ended","[180] Number of Jobs Ended","[68] Number of Jobs Ended","[92] Number of Jobs Ended","[200] Number of Jobs Ended","[183] Number of Jobs Ended","[46] Number of Jobs Ended","[61] Number of Jobs Ended","[84] Number of Jobs Ended","[54] Number of Jobs Ended","[56] Number of Jobs Ended","[90] Number of Jobs Ended","[65] Number of Jobs Ended","[44] Number of Jobs Ended","[42] Number of Jobs Ended","[110] Number of Jobs Ended","[119] Number of Jobs Ended","[121] Number of Jobs Ended","[150] Number of Jobs Ended","[140] Number of Jobs Ended","[220] Number of Jobs Ended","[241] Number of Jobs Ended","[49] Number of Jobs Ended","[70] Number of Jobs Ended","[196] Number of Jobs Ended","[41] Number of Jobs Ended","[85] Number of Jobs Ended","[98] Number of Jobs Ended","[500] Number of Jobs Ended","[47] Number of Jobs Ended","[162] Number of Jobs Ended","[224] Number of Jobs Ended","[52] Number of Jobs Ended","[168] Number of Jobs Ended","[768] Number of Jobs Ended","[102] Number of Jobs Ended","[219] Number of Jobs Ended","[225] Number of Jobs Ended","[2048] Number of Jobs Ended","[55] Number of Jobs Ended","[66] Number of Jobs Ended","[111] Number of Jobs Ended","[129] Number of Jobs Ended","[182] Number of Jobs Ended","[576] Number of Jobs Ended","[39] Number of Jobs Ended","[132] Number of Jobs Ended","[185] Number of Jobs Ended","[361] Number of Jobs Ended","[625] Number of Jobs Ended","[864] Number of Jobs Ended","[138] Number of Jobs Ended","[217] Number of Jobs Ended","[729] Number of Jobs Ended","[95] Number of Jobs Ended","[480] Number of Jobs Ended","[485] Number of Jobs Ended","[126] Number of Jobs Ended","[130] Number of Jobs Ended","[169] Number of Jobs Ended","[1000] Number of Jobs Ended","[76] Number of Jobs Ended","[78] Number of Jobs Ended","[101] Number of Jobs Ended","[165] Number of Jobs Ended","[172] Number of Jobs Ended","[282] Number of Jobs Ended","[430] Number of Jobs Ended","[124] Number of Jobs Ended","[226] Number of Jobs Ended","[450] Number of Jobs Ended","[107] Number of Jobs Ended","[112] Number of Jobs Ended","[190] Number of Jobs Ended","[210] Number of Jobs Ended","[237] Number of Jobs Ended","[242] Number of Jobs Ended","[420] Number of Jobs Ended","[506] Number of Jobs Ended","[640] Number of Jobs Ended","[51] Number of Jobs Ended","[73] Number of Jobs Ended","[104] Number of Jobs Ended","[147] Number of Jobs Ended","[161] Number of Jobs Ended","[187] Number of Jobs Ended","[641] Number of Jobs Ended","[86] Number of Jobs Ended","[123] Number of Jobs Ended","[136] Number of Jobs Ended","[146] Number of Jobs Ended","[170] Number of Jobs Ended","[218] Number of Jobs Ended","[330] Number of Jobs Ended","[638] Number of Jobs Ended","[53] Number of Jobs Ended","[59] Number of Jobs Ended","[115] Number of Jobs Ended","[156] Number of Jobs Ended","[164] Number of Jobs Ended","[176] Number of Jobs Ended","[248] Number of Jobs Ended","[255] Number of Jobs Ended","[280] Number of Jobs Ended","[300] Number of Jobs Ended","[350] Number of Jobs Ended","[375] Number of Jobs Ended","[384] Number of Jobs Ended","[422] Number of Jobs Ended","[470] Number of Jobs Ended","[827] Number of Jobs Ended","[83] Number of Jobs Ended","[105] Number of Jobs Ended","[113] Number of Jobs Ended","[114] Number of Jobs Ended","[133] Number of Jobs Ended","[154] Number of Jobs Ended","[155] Number of Jobs Ended","[166] Number of Jobs Ended","[194] Number of Jobs Ended","[201] Number of Jobs Ended","[208] Number of Jobs Ended","[211] Number of Jobs Ended","[232] Number of Jobs Ended","[245] Number of Jobs Ended","[288] Number of Jobs Ended","[310] Number of Jobs Ended","[340] Number of Jobs Ended","[400] Number of Jobs Ended","[407] Number of Jobs Ended","[410] Number of Jobs Ended","[435] Number of Jobs Ended","[484] Number of Jobs Ended","[490] Number of Jobs Ended","[67] Number of Jobs Ended","[88] Number of Jobs Ended","[99] Number of Jobs Ended","[143] Number of Jobs Ended","[151] Number of Jobs Ended","[167] Number of Jobs Ended","[188] Number of Jobs Ended","[212] Number of Jobs Ended","[222] Number of Jobs Ended","[243] Number of Jobs Ended","[249] Number of Jobs Ended","[251] Number of Jobs Ended","[259] Number of Jobs Ended","[290] Number of Jobs Ended","[320] Number of Jobs Ended","[321] Number of Jobs Ended","[345] Number of Jobs Ended","[360] Number of Jobs Ended","[370] Number of Jobs Ended","[386] Number of Jobs Ended","[391] Number of Jobs Ended","[437] Number of Jobs Ended","[440] Number of Jobs Ended","[460] Number of Jobs Ended","[481] Number of Jobs Ended","[513] Number of Jobs Ended","[519] Number of Jobs Ended","[900] Number of Jobs Ended","[1001] Number of Jobs Ended"
2014-02-11,2243,604,285,275,74,131,27,62,19,331,316,7,22,0,2,2,2,17,0,0,5,6,12,3,10,13,4,7,0,0,7,6,1,0,0,1,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-12,3118,579,310,350,82,208,26,60,73,43,56,45,28,1,4,7,0,17,0,0,3,18,14,2,27,10,9,2,0,1,30,15,0,0,0,0,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-13,3997,545,280,238,83,124,602,43,18,57,63,331,58,5,0,2,2,16,8,0,8,3,82,4,23,8,3,1,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,1879,284,146,182,92,140,397,40,73,101,53,169,52,4,0,4,2,17,0,0,15,14,15,1,8,3,0,0,0,0,2,6,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,15078,958,268,367,322,81,153,64,25,39,34,46,22,2,0,7,0,33,7,0,6,4,16,6,5,9,3,0,0,0,41,2,1,0,0,5,2,0,48,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,5952,844,179,302,22,117,103,47,20,36,23,0,100,4,3,3,0,47,94,0,13,7,14,9,5,10,5,2,0,0,0,4,0,0,0,4,6,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,1558,1042,132,335,55,116,112,72,5,26,18,1,4,8,0,8,1,23,2,0,18,10,13,1,11,13,3,1,0,0,1,0,2,0,0,1,5,0,1,0,0,2,2,4,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,1797,795,430,344,100,156,205,90,4,204,34,46,7,2,1,1,1,49,0,0,25,14,13,2,9,14,1,1,0,0,0,0,2,0,55,0,6,0,21,0,0,1,3,1,4,1,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,1987,923,251,414,141,167,76,82,13,272,41,2,35,3,1,8,2,43,0,0,21,12,14,3,11,10,2,5,0,0,9,1,0,0,195,0,3,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,1756,510,229,323,100,244,30,74,17,258,60,4,49,0,1,2,9,15,0,0,14,16,22,2,4,12,5,1,0,0,3,2,0,0,0,1,13,0,0,0,3,3,6,0,0,3,0,0,0,0,6,0,3,0,0,0,5,3,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,1814,871,718,318,155,322,32,116,12,212,30,52,78,2,1,8,4,6,3,0,16,7,26,2,2,9,0,9,0,0,5,0,1,0,0,0,8,0,0,0,3,3,2,0,3,1,0,0,0,0,5,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-22,2134,688,506,218,41,305,17,47,52,106,54,562,28,2,1,6,0,9,0,0,22,25,15,1,4,12,0,37,0,0,40,1,0,0,0,1,3,0,0,0,1,2,1,0,1,3,0,0,0,6,0,0,0,0,0,0,10,1,1,0,0,0,1,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23,2099,524,1129,535,90,211,22,33,85,30,64,8,15,0,2,6,9,7,6,0,12,4,16,2,1,11,0,2,0,0,10,1,0,0,308,0,10,0,0,0,0,0,0,0,1,4,0,0,0,48,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,1949,565,672,813,313,304,32,124,83,123,42,50,101,1,4,2,3,47,0,0,29,7,16,2,5,8,23,1,0,0,12,0,0,0,0,0,13,0,1,0,0,2,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,2,0,0,0,0,2,0,0,10,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,600,159,175,133,22,37,3,12,4,9,12,2,4,0,0,0,0,14,0,0,1,3,7,0,1,4,11,3,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,1412,638,719,402,69,161,125,98,111,18,56,18,13,3,2,1,12,23,0,0,6,6,13,1,3,12,16,1,0,0,19,0,7,0,0,3,9,0,0,0,0,2,1,0,3,1,0,0,0,0,2,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,6,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,1879,754,1155,523,278,164,326,94,146,26,55,18,25,1,12,8,4,60,0,0,21,13,18,0,11,14,11,4,1,0,13,2,2,0,3,15,6,0,3,0,2,1,0,5,0,0,0,0,1,0,25,0,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-28,1883,519,562,569,658,264,101,67,156,58,62,12,24,3,4,0,24,16,3,0,24,37,14,2,14,15,27,8,1,0,8,8,1,0,0,2,2,0,1,0,0,1,1,1,3,1,0,0,0,0,23,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,24,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-03-01,1515,212,1240,200,809,100,148,108,34,77,106,10,30,6,61,7,6,17,6,0,20,8,3,6,23,22,7,11,0,0,3,10,1,0,0,1,13,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-02,1512,292,1214,235,346,114,455,55,143,95,420,10,22,3,437,8,2,12,6,0,40,10,22,16,13,13,8,1,0,0,5,13,1,0,0,0,25,5,2,0,0,0,1,0,1,2,0,0,0,0,6,1,5,0,0,0,2,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-03,1636,358,721,270,743,197,89,67,31,53,139,18,26,2,22,1,33,20,3,0,14,11,15,21,3,12,9,2,0,0,5,6,0,0,0,1,20,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,8,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
