title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2013-02-01,2013-07-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[4] Number of Jobs Ended","[8] Number of Jobs Ended","[16] Number of Jobs Ended","[3] Number of Jobs Ended","[64] Number of Jobs Ended","[6] Number of Jobs Ended","[9] Number of Jobs Ended","[5] Number of Jobs Ended","[32] Number of Jobs Ended","[10] Number of Jobs Ended","[20] Number of Jobs Ended","[12] Number of Jobs Ended","[31] Number of Jobs Ended","[256] Number of Jobs Ended","[7] Number of Jobs Ended","[40] Number of Jobs Ended","[128] Number of Jobs Ended","[36] Number of Jobs Ended","[30] Number of Jobs Ended","[15] Number of Jobs Ended","[181] Number of Jobs Ended","[66] Number of Jobs Ended","[24] Number of Jobs Ended","[48] Number of Jobs Ended","[14] Number of Jobs Ended","[13] Number of Jobs Ended","[25] Number of Jobs Ended","[11] Number of Jobs Ended","[100] Number of Jobs Ended","[50] Number of Jobs Ended","[60] Number of Jobs Ended","[18] Number of Jobs Ended","[136] Number of Jobs Ended","[45] Number of Jobs Ended","[192] Number of Jobs Ended","[96] Number of Jobs Ended","[80] Number of Jobs Ended","[200] Number of Jobs Ended","[125] Number of Jobs Ended","[17] Number of Jobs Ended","[63] Number of Jobs Ended","[150] Number of Jobs Ended","[250] Number of Jobs Ended","[144] Number of Jobs Ended","[26] Number of Jobs Ended","[1024] Number of Jobs Ended","[39] Number of Jobs Ended","[22] Number of Jobs Ended","[160] Number of Jobs Ended","[106] Number of Jobs Ended","[120] Number of Jobs Ended","[512] Number of Jobs Ended","[21] Number of Jobs Ended","[132] Number of Jobs Ended","[27] Number of Jobs Ended","[61] Number of Jobs Ended","[240] Number of Jobs Ended","[90] Number of Jobs Ended","[35] Number of Jobs Ended","[54] Number of Jobs Ended","[101] Number of Jobs Ended","[51] Number of Jobs Ended","[224] Number of Jobs Ended","[162] Number of Jobs Ended","[28] Number of Jobs Ended","[75] Number of Jobs Ended","[135] Number of Jobs Ended","[52] Number of Jobs Ended","[72] Number of Jobs Ended","[183] Number of Jobs Ended","[104] Number of Jobs Ended","[49] Number of Jobs Ended","[204] Number of Jobs Ended","[216] Number of Jobs Ended","[44] Number of Jobs Ended","[105] Number of Jobs Ended","[19] Number of Jobs Ended","[169] Number of Jobs Ended","[76] Number of Jobs Ended","[34] Number of Jobs Ended","[375] Number of Jobs Ended","[41] Number of Jobs Ended","[251] Number of Jobs Ended","[153] Number of Jobs Ended","[77] Number of Jobs Ended","[130] Number of Jobs Ended","[180] Number of Jobs Ended","[23] Number of Jobs Ended","[156] Number of Jobs Ended","[70] Number of Jobs Ended","[384] Number of Jobs Ended","[42] Number of Jobs Ended","[460] Number of Jobs Ended","[252] Number of Jobs Ended","[81] Number of Jobs Ended","[151] Number of Jobs Ended","[170] Number of Jobs Ended","[171] Number of Jobs Ended","[2048] Number of Jobs Ended","[38] Number of Jobs Ended","[108] Number of Jobs Ended","[112] Number of Jobs Ended","[208] Number of Jobs Ended","[65] Number of Jobs Ended","[29] Number of Jobs Ended","[73] Number of Jobs Ended","[225] Number of Jobs Ended","[123] Number of Jobs Ended","[202] Number of Jobs Ended","[139] Number of Jobs Ended","[211] Number of Jobs Ended","[400] Number of Jobs Ended","[69] Number of Jobs Ended","[312] Number of Jobs Ended","[345] Number of Jobs Ended","[84] Number of Jobs Ended","[94] Number of Jobs Ended","[196] Number of Jobs Ended","[88] Number of Jobs Ended","[113] Number of Jobs Ended","[127] Number of Jobs Ended","[210] Number of Jobs Ended","[220] Number of Jobs Ended","[4096] Number of Jobs Ended","[47] Number of Jobs Ended","[58] Number of Jobs Ended","[500] Number of Jobs Ended","[33] Number of Jobs Ended","[102] Number of Jobs Ended","[114] Number of Jobs Ended","[121] Number of Jobs Ended","[140] Number of Jobs Ended","[161] Number of Jobs Ended","[255] Number of Jobs Ended","[37] Number of Jobs Ended","[56] Number of Jobs Ended","[78] Number of Jobs Ended","[155] Number of Jobs Ended","[245] Number of Jobs Ended","[1000] Number of Jobs Ended","[55] Number of Jobs Ended","[99] Number of Jobs Ended","[201] Number of Jobs Ended","[165] Number of Jobs Ended","[168] Number of Jobs Ended","[67] Number of Jobs Ended","[85] Number of Jobs Ended","[93] Number of Jobs Ended","[110] Number of Jobs Ended","[116] Number of Jobs Ended","[117] Number of Jobs Ended","[142] Number of Jobs Ended","[372] Number of Jobs Ended","[768] Number of Jobs Ended","[2400] Number of Jobs Ended","[53] Number of Jobs Ended","[68] Number of Jobs Ended","[124] Number of Jobs Ended","[187] Number of Jobs Ended","[203] Number of Jobs Ended","[205] Number of Jobs Ended","[213] Number of Jobs Ended","[253] Number of Jobs Ended","[274] Number of Jobs Ended","[518] Number of Jobs Ended","[3000] Number of Jobs Ended","[43] Number of Jobs Ended","[46] Number of Jobs Ended","[57] Number of Jobs Ended","[91] Number of Jobs Ended","[111] Number of Jobs Ended","[133] Number of Jobs Ended","[149] Number of Jobs Ended","[185] Number of Jobs Ended","[190] Number of Jobs Ended","[197] Number of Jobs Ended","[236] Number of Jobs Ended","[241] Number of Jobs Ended","[243] Number of Jobs Ended","[300] Number of Jobs Ended","[450] Number of Jobs Ended","[3200] Number of Jobs Ended","[3500] Number of Jobs Ended","[5625] Number of Jobs Ended","[62] Number of Jobs Ended","[71] Number of Jobs Ended","[95] Number of Jobs Ended","[118] Number of Jobs Ended","[129] Number of Jobs Ended","[138] Number of Jobs Ended","[164] Number of Jobs Ended","[188] Number of Jobs Ended","[195] Number of Jobs Ended","[234] Number of Jobs Ended","[341] Number of Jobs Ended","[350] Number of Jobs Ended","[689] Number of Jobs Ended","[700] Number of Jobs Ended","[720] Number of Jobs Ended","[861] Number of Jobs Ended"
2013-02-11,3454,223,143,106,128,112,21,25,0,19,50,4,3,14,0,2,0,6,15,0,3,35,5,0,0,2,7,0,0,0,0,1,1,0,18,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-12,280,140,24,44,40,10,12,6,0,1,22,9,5,14,0,5,0,2,5,0,1,15,6,0,0,0,0,3,5,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-13,1082,346,393,188,254,40,65,77,10,39,65,8,13,29,0,35,3,5,81,0,4,13,2,0,2,0,3,5,19,2,0,1,0,2,4,0,0,3,0,0,0,16,0,0,0,0,8,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-14,3261,232,328,130,156,141,62,17,7,26,100,179,36,28,0,20,2,5,22,2,16,50,4,0,2,0,4,10,35,5,0,2,0,8,0,0,0,1,0,0,1,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-15,8010,549,750,136,203,162,39,45,5,36,59,10,7,21,0,19,1,3,10,0,2,16,9,0,2,0,1,11,31,0,0,2,0,3,0,0,2,0,6,0,0,1,0,1,0,0,1,2,0,9,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-16,7873,416,130,65,238,56,28,7,2,28,36,24,8,15,0,11,5,2,7,0,3,2,4,0,2,1,2,1,1,0,0,0,0,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-17,12959,1088,61,106,70,111,27,9,0,32,40,6,1,15,0,9,0,1,14,0,3,0,13,0,8,0,1,0,7,0,0,4,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-18,10608,977,230,122,162,247,14,33,4,26,35,32,2,31,0,11,5,5,5,2,4,3,15,0,9,2,2,2,1,4,7,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-19,8884,3896,202,115,134,293,29,28,23,42,29,34,15,14,0,7,0,17,3,0,2,29,23,0,3,1,0,11,17,7,5,2,0,6,0,2,1,0,4,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-20,1854,2815,640,183,129,136,34,17,3,34,19,55,10,19,0,12,1,2,3,0,1,15,16,0,2,1,0,16,0,3,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,15,0,7,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-21,982,9562,371,249,93,217,36,20,6,10,46,17,28,16,0,9,14,2,11,1,8,33,13,0,2,2,0,32,2,7,0,3,0,1,0,0,0,1,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-02-22,877,2534,243,164,92,241,32,65,6,12,51,51,13,43,0,4,16,1,3,0,23,2,15,0,2,2,1,19,0,4,0,4,0,1,14,40,0,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-23,2628,318,236,109,80,111,10,20,2,15,27,5,8,9,0,8,3,10,18,0,2,1,6,0,3,2,1,5,0,2,0,1,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-24,6878,298,279,153,117,23,4,12,4,20,42,21,0,7,0,15,11,5,5,0,2,1,2,0,2,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-25,3164,2441,215,95,178,27,17,12,9,16,27,35,4,13,0,15,14,4,10,0,4,11,3,0,1,0,14,5,4,2,3,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-26,181,455,49,48,32,4,11,4,0,0,12,2,0,3,0,1,1,1,2,0,2,0,1,0,0,1,1,8,2,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-27,998,897,190,187,154,27,30,29,9,6,93,80,13,20,0,16,15,1,13,0,7,5,2,0,0,0,0,17,3,3,1,0,0,0,12,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-28,874,1516,199,273,316,55,17,10,13,16,28,48,15,26,0,10,8,3,18,0,8,11,11,0,3,0,2,14,3,1,0,0,0,2,8,7,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,527,387,138,101,171,63,33,34,10,13,57,37,12,30,0,33,14,3,13,0,7,11,4,0,1,0,6,10,15,2,0,0,0,0,2,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-02,498,286,136,165,74,14,28,11,1,2,72,14,6,11,0,15,4,4,9,0,6,2,1,0,0,0,3,0,9,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-03,755,358,177,239,187,17,16,9,0,4,112,60,6,22,0,18,2,4,7,0,7,3,2,0,0,0,3,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-04,1072,1133,366,375,113,74,22,42,6,15,73,88,19,57,0,18,21,9,13,0,6,1,5,0,0,0,2,16,10,5,0,0,2,2,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,10,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-05,893,893,190,235,110,34,19,35,0,17,89,36,16,38,0,8,7,5,21,0,17,0,5,0,0,1,0,8,10,3,0,1,0,2,8,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-06,719,954,244,562,142,76,27,45,1,4,118,24,9,26,0,32,32,8,13,0,4,4,2,0,1,1,5,9,6,1,0,1,0,0,11,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-07,3035,904,319,881,152,89,27,47,9,28,23,9,17,37,0,5,19,14,17,1,2,8,2,0,1,1,4,8,6,3,0,0,0,1,19,0,0,5,4,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-08,4657,487,277,463,230,53,50,52,38,23,32,20,8,26,0,6,45,6,9,4,2,9,0,0,1,1,2,3,3,15,0,1,0,12,11,0,3,1,1,0,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
