title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2012-02-01,2012-07-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[4] Number of Jobs Ended","[8] Number of Jobs Ended","[3] Number of Jobs Ended","[32] Number of Jobs Ended","[16] Number of Jobs Ended","[10] Number of Jobs Ended","[5] Number of Jobs Ended","[6] Number of Jobs Ended","[12] Number of Jobs Ended","[14] Number of Jobs Ended","[9] Number of Jobs Ended","[13] Number of Jobs Ended","[7] Number of Jobs Ended","[24] Number of Jobs Ended","[18] Number of Jobs Ended","[15] Number of Jobs Ended","[20] Number of Jobs Ended","[30] Number of Jobs Ended","[11] Number of Jobs Ended","[48] Number of Jobs Ended","[17] Number of Jobs Ended","[19] Number of Jobs Ended","[64] Number of Jobs Ended"
2012-05-29,4850,137,22,37,3,13,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-30,3572,96,31,160,9,167,12,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-31,3168,85,27,109,25,4,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-06-01,5458,282,15,9,16,2,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-02,2542,168,16,5,7,14,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-03,2068,103,11,8,5,20,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-04,2269,136,16,13,13,33,15,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-05,2113,371,16,10,6,23,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-06,653,207,10,7,4,0,7,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-07,728,258,15,7,1,0,21,24,3,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-08,419,89,16,6,5,15,5,1,6,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-06-09,856,173,7,5,9,23,8,17,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-10,1669,133,7,7,3,29,7,26,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-11,1813,129,26,34,4,24,19,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-12,1518,126,40,25,5,1,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-13,1713,102,9,20,1,1,8,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-14,7140,115,23,11,10,0,11,1,107,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-15,3182,160,37,6,3,2,7,61,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-16,4714,65,8,2,2,0,5,95,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-17,5255,68,7,9,1,0,9,53,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-18,5900,129,34,5,5,3,8,86,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-19,678,104,39,10,3,2,6,44,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-20,2831,93,48,7,3,1,6,7,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-21,747,133,41,16,7,4,13,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-22,711,241,26,12,1,5,7,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-23,304,155,10,25,2,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-24,522,179,4,14,4,0,35,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-25,456,134,6,7,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-26,870,212,10,9,5,1,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-27,1030,113,25,7,14,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-28,892,93,54,8,9,4,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-29,879,78,7,10,15,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-30,1022,136,16,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,815,24,4,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-02,1557,126,27,9,4,1,7,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-03,1475,171,12,14,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-04,721,111,6,5,4,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-05,752,121,13,6,1,2,6,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-06,561,168,17,8,3,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-07,536,200,29,14,4,8,9,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-08,345,191,29,18,0,4,12,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-09,517,113,45,16,0,8,9,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-10,779,194,48,19,6,7,9,1,14,13,2,0,1,0,0,1,1,1,2,0,0,0,0,0,0
2012-07-11,1356,162,17,5,5,31,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-12,612,98,32,4,8,13,5,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,1099,85,53,9,4,27,5,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-14,307,91,30,1,6,19,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-15,208,151,16,6,11,20,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,292,111,19,4,10,18,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,421,85,38,15,6,0,9,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2012-07-18,954,101,32,11,3,3,14,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-07-19,3121,141,26,4,3,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,2604,108,26,15,2,4,6,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,568,131,8,3,2,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-22,640,85,28,4,4,3,5,0,1,5,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-07-23,473,252,21,13,6,4,9,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,409,186,17,8,1,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,375,267,80,17,1,11,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-26,467,156,27,8,2,2,4,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,603,216,27,9,4,4,8,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-28,694,89,41,5,9,4,2,0,0,2,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2012-07-29,740,84,10,1,10,3,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-30,1238,108,15,2,7,2,3,0,0,1,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2012-07-31,2454,80,17,5,2,15,3,0,0,2,8,0,0,0,2,3,0,0,0,0,0,0,0,0,0
---------
