title
"Number of Jobs Ended: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2013-02-01,2013-07-31
---------
Day,"[1] Number of Jobs Ended","[2] Number of Jobs Ended","[4] Number of Jobs Ended","[8] Number of Jobs Ended","[16] Number of Jobs Ended","[32] Number of Jobs Ended","[3] Number of Jobs Ended","[6] Number of Jobs Ended","[9] Number of Jobs Ended","[12] Number of Jobs Ended","[5] Number of Jobs Ended","[7] Number of Jobs Ended","[10] Number of Jobs Ended","[15] Number of Jobs Ended","[20] Number of Jobs Ended","[14] Number of Jobs Ended","[24] Number of Jobs Ended","[30] Number of Jobs Ended","[21] Number of Jobs Ended","[18] Number of Jobs Ended","[26] Number of Jobs Ended","[11] Number of Jobs Ended","[13] Number of Jobs Ended","[27] Number of Jobs Ended","[23] Number of Jobs Ended"
2013-04-18,1345,184,1,5,1,0,14,1,24,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2013-04-19,636,111,10,6,2,0,7,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-20,1465,129,5,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-21,449,48,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-22,1124,149,14,11,1,0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-23,897,219,21,30,5,2,8,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
2013-04-24,839,200,9,4,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-25,923,107,11,37,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-26,602,159,14,24,1,13,6,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-27,1234,269,12,7,1,3,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-28,1562,36,13,5,107,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-29,746,329,14,11,20,0,13,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,479,190,17,19,10,0,2,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-05-01,419,135,12,20,3,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-02,332,148,5,18,3,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-03,392,131,54,17,3,4,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1
2013-05-04,487,212,6,7,1,3,1,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-05,479,49,8,16,2,1,1,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,266,156,9,7,0,1,2,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,671,514,8,21,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,424,364,9,13,0,2,6,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-09,994,117,18,9,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-10,474,87,126,20,3,9,5,0,0,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
2013-05-11,635,64,37,16,2,8,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2013-05-12,176,71,15,14,2,16,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-05-13,633,109,19,11,4,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-05-14,566,97,25,23,23,10,11,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-05-15,1275,109,22,22,36,1,6,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-05-16,2754,184,12,15,3,0,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-17,662,97,10,36,4,1,8,1,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2013-05-18,205,43,11,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-19,160,30,2,44,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-20,618,136,26,53,13,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,345,135,12,33,6,3,3,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-22,592,184,14,26,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-23,385,130,12,26,3,2,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-24,369,137,27,29,3,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-25,242,72,12,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-26,366,74,12,76,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-27,251,106,56,57,45,25,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2013-05-28,465,105,21,109,42,16,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-29,510,118,16,13,101,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-30,1073,144,18,7,70,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-31,738,108,27,7,123,47,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2013-06-01,516,67,14,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-02,843,50,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-03,1583,91,28,10,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-04,940,87,9,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-05,1674,462,34,17,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-06,1017,321,10,14,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-07,2132,265,27,13,24,17,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-06-08,410,223,10,3,0,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-09,210,67,20,4,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-10,657,158,32,7,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2013-06-11,903,172,37,14,1,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-12,538,360,26,13,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-13,524,203,13,5,1,26,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-14,1072,321,17,2,1,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-15,1006,114,12,1,0,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-16,755,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-17,594,198,18,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-18,661,351,34,4,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-19,456,781,34,7,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-20,705,876,15,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-21,351,138,22,7,1,10,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-22,415,54,15,5,1,41,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-23,613,237,23,2,0,73,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-24,363,242,25,7,5,16,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-25,643,181,25,69,6,2,15,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-26,1102,152,6,14,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-27,1614,151,17,4,1,6,11,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-28,1460,165,14,1,1,10,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-29,253,48,3,3,1,12,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-30,498,48,10,1,0,15,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,434,247,19,76,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-02,637,214,17,7,6,0,8,1,0,5,2,1,0,0,0,0,4,0,0,0,2,0,0,0,0
2013-07-03,854,151,5,3,16,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-07-04,517,130,9,11,18,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-05,487,102,11,9,16,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-06,279,45,9,8,7,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-07,163,46,8,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-08,303,102,15,0,4,3,1,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0
2013-07-09,453,170,17,9,0,0,7,0,0,24,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0
2013-07-10,530,184,12,6,3,0,2,1,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-11,697,216,31,47,1,4,5,0,0,2,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0
2013-07-12,670,214,22,16,0,0,1,1,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-13,173,84,10,9,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2013-07-14,296,63,11,7,0,0,2,0,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0
2013-07-15,1047,219,23,11,0,0,0,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
2013-07-16,740,625,67,10,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-17,701,1153,17,17,2,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-18,666,169,41,7,0,1,0,0,0,2,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2013-07-19,659,107,17,13,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2013-07-20,725,64,12,3,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-07-21,905,66,7,7,1,0,3,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2013-07-22,1500,178,18,6,1,2,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2013-07-23,512,103,30,13,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-24,450,36,56,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-25,829,26,196,12,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-26,846,11,26,1,2,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2013-07-27,727,8,11,5,5,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2013-07-28,320,31,14,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2013-07-29,413,247,29,7,4,4,4,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2013-07-30,3067,154,35,5,3,4,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,1197,328,29,14,10,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
