title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-08-01,2012-01-31
---------
Day,"[64] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[704] XSEDE Utilization (%)","[496] XSEDE Utilization (%)","[992] XSEDE Utilization (%)","[720] XSEDE Utilization (%)","[624] XSEDE Utilization (%)","[448] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[400] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[336] XSEDE Utilization (%)","[528] XSEDE Utilization (%)","[736] XSEDE Utilization (%)","[672] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[1728] XSEDE Utilization (%)","[8] XSEDE Utilization (%)"
2011-08-11,8.904694722,2.003101603,1.992598877,1.537905070,0.493530273,0,0,3.519829610,0,3.185130920,1.242476807,12.411752218,0,0.363859965,0,0,1.689127604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-12,28.033962606,13.037597656,4.937314555,0,0.679836731,0,0,7.726019999,0,4.006618856,0.004919027,8.536187032,0,0,0,0,10.431884766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-13,24.141022847,7.602222595,5.549343567,0,0,0,0,7.036241252,0,2.667236328,0,22.582646077,0,0,0,0,7.368896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-14,7.054108887,1.410753072,2.188413188,0.000434062,0.207017721,0.325339966,0,5.353054504,0,2.246726786,0,16.086416728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-15,10.809045817,1.529577230,4.225667419,0.319263611,0.809041341,0,0,2.351806641,0,4.160879720,0,1.009376831,0,0,0,0,4.636067708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-16,14.935311788,6.956244507,16.901557109,3.862955831,1.127237956,0.003354696,0.193648682,2.336914063,0,3.905843099,0,0,0,0,0,0,1.120076497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-17,20.645941772,11.070104472,12.482462667,6.255461528,0.220323385,1.975396118,6.078125000,1.311414998,0,3.906250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-18,16.981770833,4.580150452,9.835539653,4.618164063,1.103854777,8.956090902,4.055410868,1.648057760,0,3.905752665,0.002314860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-19,10.292697449,2.682888489,8.668425293,3.166377360,0.607245585,29.252052612,2.920428263,3.539876302,0,3.172743022,3.829137777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-20,14.671260071,0.648383179,9.916951599,1.389142151,0.865397135,36.185465495,0,7.003282267,0,5.311550598,11.155237223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-21,10.158926392,1.279070841,45.998982646,0.210792847,0.950683594,4.725531718,0,3.648274740,0,6.377450460,9.874421285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-22,34.839934285,3.125316366,27.422806498,0.078486633,0.831407267,7.079499410,0.305121562,4.007731120,0,3.401285807,0.506799723,0,0,0.010353394,0,0,0,0,1.394531250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886320903,0,0,0,0,0,0,0
2011-08-23,31.334092916,2.463993937,13.680795186,5.129448751,0.213962199,14.492820435,0.748987223,1.077501119,0,4.643057353,0,0,0,0.131203003,0,0.029224548,0,0,7.276367188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-24,16.034306132,4.123245748,13.016135559,3.779875590,0.883639832,24.158013204,3.566044515,6.523139242,0,3.900688985,0,0,0,3.753481242,0,0,0,0,2.971788228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-25,15.563639221,11.382405599,13.393468526,1.978045451,1.283230082,19.300573324,0.012876180,6.161729635,0,2.833930155,0,0,0,0.127608643,0,0,0,0,4.687174479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-26,9.185510763,7.846155192,9.242530924,4.464011943,1.788479309,28.084499715,0.015769653,5.471869609,0,4.773265686,0,0,0,0.303050842,0,0,0,0,4.687988281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-27,12.928041890,3.377477519,8.822328695,6.472294617,3.131401978,21.875886129,0,2.379665833,0,4.359266459,0,0,0,0,0,0,0,0,6.148491720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-28,9.945565796,0.236445618,11.863308309,0.020652466,10.306165975,18.662362569,0,3.552842916,0,5.870090027,0.216724548,0,0,0,0,0,0,0,6.907172343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-29,14.019350382,1.882071126,13.961141052,4.408420105,1.898803609,0,0.192636007,7.004530233,0,3.906250000,5.418836873,0,0,0,0,0,0,0,3.532335103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-30,10.256854045,2.423303630,11.898242798,7.262767639,8.561686300,0,0.585358785,5.708224792,0,3.146204122,12.500000000,0,0,0.000248617,0,0,0,0,1.854817708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-31,9.540780538,2.903564250,8.741468506,7.286964722,6.535576681,0,0.924189860,6.194471537,0,3.737386068,8.381365662,0,0,0.210729574,0,0,0,0,2.015028178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,14.645670776,8.076813761,12.317002869,7.077944132,1.227213542,0,2.353515625,4.762668254,0,3.906250000,3.467303263,0,0,2.843763529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-02,11.706307882,23.011998901,9.186505229,8.459960938,2.368665873,0,0.891999410,2.022271016,0,3.484293620,12.500000000,0,0,0.941546427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-03,8.915020752,23.038927002,8.395372518,7.315140381,6.036214294,0,6.994140625,3.247016093,0,3.906023966,9.051215312,0,0,1.943540243,0,0,1.754801432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002088725,0,0,0,0,0
2011-09-04,22.585630086,7.603750712,5.937219747,6.289785868,17.248019816,0,0.528935140,2.343587240,0,2.457908325,0,0,0,3.560293681,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550387878,0,0,0,0,0
2011-09-05,16.600350850,5.127549947,3.572016805,7.526945903,17.384480794,0,0.369502258,2.343750000,0,0.295681458,0.220775452,0,0,3.677503764,0,0,1.794433594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354492188,0,0,0,0,0
2011-09-06,7.190574137,13.238642883,7.946835938,5.001519063,7.691487630,0.442500407,0.380280660,2.591579793,0,2.097710470,0.630642395,0,0,2.240758870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-07,9.004973246,15.866943563,4.165703939,4.442780762,3.571153361,7.962221476,0.788556112,4.561469218,0,2.000144653,2.117187500,0,0,0.241088867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-08,15.429976908,6.465259501,4.517921448,6.939995626,1.445461629,22.798864339,0.894097188,3.688964844,0,0,0,0.009209493,0,1.436767578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-09,19.242910970,10.523735860,3.652370809,9.393265381,4.733344218,11.397913106,2.711082255,4.687500000,0,0.870180461,1.818287048,0.214477539,0,0.894142456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-10,11.794469910,20.550717977,4.192848104,5.420609131,3.982218323,0,7.032407430,5.632514038,0,2.387424011,0.716001180,5.254430644,0,0.208062032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-11,10.689561666,13.618200277,3.552119548,9.581886597,1.972289937,0,13.369574687,6.234809062,0,0,0,7.983583679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-12,18.729455973,11.092448018,3.816998494,10.235604655,2.012505391,0,9.409722188,2.916585286,0,0.012568766,2.572482605,11.090644023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-13,11.172254944,15.974184367,6.597154134,9.499674479,2.814493815,13.202030843,21.514323018,3.774468384,0,1.319489644,2.029947917,4.531118774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548249410,0,0,0,0,0,0,0,0,0,0
2011-09-14,33.195095418,12.469229228,8.019594727,9.356155904,5.427069804,2.400363566,6.914351908,5.100124817,0,1.522442830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-15,17.227141215,16.928548075,7.641235250,2.760344340,6.552924296,9.217818604,17.334780070,6.703152161,0.173882345,3.906250000,0,0.685650838,0,0.713794861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-16,16.361418559,25.098470052,5.323775533,0.260199687,2.632066549,6.228361918,17.734809062,6.166205546,0,3.586516215,0,0.406833191,0,4.146412048,0,0,0,0,0,0,0,0,1.436564128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-17,13.734917501,36.247422994,2.960733846,0.585358785,1.896525065,0.890254313,8.675347290,6.097791951,2.675600382,7.756166789,0,6.299791158,0,3.004918925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-18,9.012695211,30.796667175,3.393080037,3.669234619,0.561821798,5.835422160,9.379557393,4.769097290,0,2.770001424,0,10.244063822,0,0.153695577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.573404948,0,0,0,0,0,0,0,0,0
2011-09-19,13.555157776,20.146556600,4.739795634,2.375325521,4.278130493,27.947527873,7.495153402,6.025146484,0,3.401240641,0,0.574693502,0,0,0,0,0,0,0,0,0,0,0.159098307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-20,16.071849670,18.380597026,4.125877075,16.046694031,6.791585286,4.969853210,7.433087362,2.237006226,0,5.671431885,0,10.657986145,0,0.633612773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-21,29.208080343,17.513002828,3.786593730,17.447735799,4.283189596,0,8.906467082,0.943033854,0,1.951859131,0,1.826746114,0,3.197496236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-22,13.834743856,11.389132996,5.268070882,14.337782084,5.988905233,0,3.485243022,2.348334452,0,0.455412598,0.008969930,2.646298930,0,2.097620036,0,0,0,0,0,0,0,0,17.306925456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-23,10.038176270,6.439426168,5.081099854,12.299696147,7.224718018,0,1.059317118,2.343750000,0,7.815438741,0,18.400128479,0,1.612639160,0,0,0,0,0,0,0,0,10.665486654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-24,9.929651388,25.078405355,2.654644877,19.458658854,7.751180013,0,0.259259237,2.748562317,0,4.571714071,0,11.636189779,0,1.953125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-25,6.773202311,4.744864095,3.567369283,7.422091980,5.848781840,0,0.667534790,3.745876770,0,3.906250000,0,35.313155619,0,0.144992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-26,7.507233785,6.934488932,6.217864075,3.648582153,10.929863892,33.324815572,0.068793437,3.308214010,0,0.218957926,0,15.643156840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-27,8.099862671,9.581090800,7.425980326,21.861074931,5.328396200,27.596806234,3.492766215,3.464165649,0,0,0,1.236576843,0,2.003467712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-28,11.206452535,14.029468587,6.017564189,16.184751180,5.460828959,4.506718343,23.238932292,2.861355184,0,0,0,0.370628052,0,1.512722473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-29,9.366789449,12.136266683,4.348623861,7.856372884,4.210869649,7.429208171,29.360098267,5.288058777,0,2.509856059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30,8.398437500,5.636393229,4.664849141,15.928240763,2.980292358,24.820086466,13.902777812,4.546522319,0,1.398111979,0.202256978,0,0,0,0,0.421875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,8.868326823,5.776132100,3.941813049,30.600730794,12.634901326,20.116328532,6.250000000,0.832763672,0,0,0,0,0,0.726453959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-02,2.945149740,5.620352376,4.929456991,22.149956462,9.560682373,13.762641093,4.098090312,1.965386353,0,0,0,0.565958659,0,1.656946208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-03,9.155960592,1.542724609,4.050207113,6.400065104,25.743448893,1.903302205,2.253761597,0.000434062,0,0,0,0.091082560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-04,4.271267293,0.743182170,1.405955912,3.568865763,6.370659688,0,2.696180623,0,0,1.240731710,3.973524272,0,0,0,0,21.875289408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916702881,0,0,0,0,0,0,0
2011-10-05,11.237413330,5.732684224,7.710774841,7.227322083,12.102321981,0,8.637514547,2.235026042,0,2.255045573,6.254774373,0,0,1.629683838,0,17.083912048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-06,12.142578023,3.082998657,3.209016012,7.731228333,29.976426900,0,9.635995382,2.343750000,0,0.208333333,9.839554342,0,0,1.178362834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-07,11.960124003,5.437979126,4.046069946,4.302517395,31.036838074,0,16.282190348,2.935058594,0,0.227864583,12.460214132,0,0,1.334816182,0,0.549479167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-08,21.748643697,3.236689758,2.004507548,2.608145243,4.977945964,0,31.212745972,4.099093933,0,0,12.025607605,0,0,0.619235535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-09,11.799822693,7.080249939,1.140810547,1.412109375,5.062784729,0,5.942202047,0.110812683,0,0,0.548755697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124308
2011-10-10,3.252947693,0.394205729,1.350735372,0.895833232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058797
2011-10-12,17.669777120,6.833116455,8.258286947,4.963035177,14.113064168,0,6.337673645,2.308675130,0,0.133553975,0.951388957,0,0,1.507952677,0.109375000,0,0,0,0.046983541,0,0,0,0,0,0,0,0,0.001220703,0,0,0,0,0,0,0,0,0,0,0,0.201605937,0,0.000214742
2011-10-13,14.725947673,9.352457886,12.123914490,1.242223612,17.557820638,0,4.036820068,2.343750000,0,0,1.730758057,0.224509888,0,3.403523661,0,0,0,0,0,0,0,0,0,0,0,0,0,11.198459167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-14,16.047580261,11.929144897,7.766849976,4.457537435,2.138929545,0,0.033709513,2.343750000,0,3.053521118,0.118634237,0,0,2.976096903,0,0,0,0,0,0,0,0,0,1.332302551,0,0,0,7.224392395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-15,11.224735819,10.256320496,4.569892273,3.530526632,4.877468567,0,0,2.343750000,0,1.742485860,0,0,2.946709493,0.000542501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-16,8.582555542,10.472864075,2.649757690,2.164677429,4.748942057,0,2.803168335,0.638292135,0,0.001718038,3.091579895,0,0.649075012,0.000858968,0,0.051215312,0,0,0,0,0,0,0,8.873494466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-17,3.988986511,19.247079468,5.647230326,1.420247396,4.106906433,0,3.769965210,4.028591614,0,1.324643758,5.401620483,0,0,0,0,0,0,0,0,0,0,0,0,14.294569194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000031637
2011-10-18,3.987503560,11.685827332,9.771488546,3.949110311,4.468560079,0.809172465,4.900607707,11.718750000,0,0,9.048321737,1.293732808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,6.732277120,15.026638489,12.290291850,5.323459269,5.206637878,10.376889852,1.972366943,11.721598307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307725728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-20,13.554832255,16.446496887,12.756234538,6.126735942,6.297702433,1.444724731,6.439597778,6.475884298,0,0,1.318721110,0.877278646,0,0,0,0,0,0,0.009548645,0,0,0,0,0,0,6.155544637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-21,9.515570780,5.381700439,16.906683655,7.600151978,17.935804545,4.569064636,1.209780070,2.343750000,0,0,9.052083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.984375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-22,6.086425883,5.276891683,18.003002116,6.915617879,8.906236369,0,6.187789408,2.404595235,0,0,11.733940837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.072740377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-23,10.112503662,4.721227519,9.590996704,1.036422119,14.068169454,7.878354696,7.317129618,3.881591797,0,0,12.262876180,0.012500916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-24,6.864095052,4.378671163,6.990053711,3.117838542,6.438354492,7.976652934,2.612268575,3.705403646,0,0.007414653,6.581597188,0.004209188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-25,5.942527364,5.347484436,8.458880514,5.777271322,5.043782450,0,6.924696147,9.561279297,0,0.014558004,1.662181702,0,0.194363098,0.005289714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-26,6.361834412,7.392343140,8.792358297,6.879340210,8.227878113,0,21.158998922,11.718750000,0,0.223162638,0,2.443974304,0,0.002034505,0,0,1.092447917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-27,10.736490682,9.996166280,11.537222290,14.104239095,7.008219401,0,15.225405172,7.250759481,0,4.921061198,0,1.691831258,0,0.572396749,0,0,2.175211589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-28,12.667154948,6.996591085,9.500185140,8.137116597,12.926947530,0.707013143,2.849464722,3.216335754,0,0.453649394,0,0,0,0.145195821,0,0,1.755981445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-29,37.404333089,5.421631063,12.400978597,3.222294617,17.125393372,1.531503194,2.763382467,1.002468567,0,0.964762370,0,0,0,0.572419332,0,0,0.180908203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-30,56.843406474,3.310700684,9.480712585,1.192310486,7.494005025,0,5.148220418,0,0,1.017026571,1.819299825,0,0,0.141307678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-31,33.151294759,3.984411112,4.142162069,11.306315002,10.386474609,0,0,0,0,0.625090434,12.500000000,0,0,0,0,0,1.488484701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000036214
2011-11-01,7.572482707,6.419298096,2.850165507,36.561704305,8.458821615,12.172272847,2.042462463,0.052110494,5.157425537,0.979094238,3.010561320,0,0,0,0,0,1.907430013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613199870,0,0,0,0,0,0,0,0
2011-11-02,2.052951355,2.152009176,2.774581502,8.255172119,1.773830770,2.774441121,1.249421285,0,2.278284098,0.184552205,0.154079895,0,0.553860168,0,0,0,0.085774740,0,0,0,0,0,0,0,0.081398214,0,0,0,0,0,0,0,0,0.009440104,0,0,0,0,0,0,0,0
2011-11-03,6.771538493,5.593352051,12.035278524,8.773437500,8.631673075,8.946659851,5.910662638,0.821370443,3.124095764,0.886411336,0.548466390,0,0,0,0,0,0.238810221,0,0,0,0,0,0,0,4.660716858,0,0,0,0,0,0,0,0,0.086507161,0,0,0,0,0,0,0,0
