Day,[1] XSEDE Utilization (%),[4] XSEDE Utilization (%),[32] XSEDE Utilization (%),[64] XSEDE Utilization (%),[8] XSEDE Utilization (%),[16] XSEDE Utilization (%),[2] XSEDE Utilization (%),[60] XSEDE Utilization (%),[20] XSEDE Utilization (%),[5] XSEDE Utilization (%),[38] XSEDE Utilization (%),[12] XSEDE Utilization (%),[128] XSEDE Utilization (%),[10] XSEDE Utilization (%),[18] XSEDE Utilization (%),[6] XSEDE Utilization (%),[24] XSEDE Utilization (%),[30] XSEDE Utilization (%),[3] XSEDE Utilization (%),[26] XSEDE Utilization (%),[63] XSEDE Utilization (%),[19] XSEDE Utilization (%),[50] XSEDE Utilization (%),[120] XSEDE Utilization (%),[14] XSEDE Utilization (%),[15] XSEDE Utilization (%),[75] XSEDE Utilization (%),[7] XSEDE Utilization (%),[48] XSEDE Utilization (%),[43] XSEDE Utilization (%),[40] XSEDE Utilization (%),[9] XSEDE Utilization (%),[73] XSEDE Utilization (%),[25] XSEDE Utilization (%),[23] XSEDE Utilization (%),[90] XSEDE Utilization (%),[37] XSEDE Utilization (%),[17] XSEDE Utilization (%),[22] XSEDE Utilization (%),[56] XSEDE Utilization (%),[28] XSEDE Utilization (%),[45] XSEDE Utilization (%),[33] XSEDE Utilization (%),[31] XSEDE Utilization (%),[96] XSEDE Utilization (%),[72] XSEDE Utilization (%),[102] XSEDE Utilization (%),[21] XSEDE Utilization (%),[11] XSEDE Utilization (%),[13] XSEDE Utilization (%),[27] XSEDE Utilization (%),[61] XSEDE Utilization (%),[78] XSEDE Utilization (%),[80] XSEDE Utilization (%),[81] XSEDE Utilization (%),[35] XSEDE Utilization (%),[74] XSEDE Utilization (%),[71] XSEDE Utilization (%),[58] XSEDE Utilization (%),[49] XSEDE Utilization (%),[84] XSEDE Utilization (%),[52] XSEDE Utilization (%),[44] XSEDE Utilization (%),[100] XSEDE Utilization (%),[36] XSEDE Utilization (%),[42] XSEDE Utilization (%)
2014-02-23,31.326638981,20.215241696,0.919144342,0,9.729617853,2.297300205,2.290515217,7.662617743,0,0.978131082,0,1.625536640,0,0,2.505736976,3.004062928,0,4.325259516,5.180334299,0,0,0,0,0,0,1.212524442,0,0,0,0,0,0.084702999,0,0,1.755808388,0,0,0,0,0,0,0,0,0,0,2.829560746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,24.447409012,22.351239157,0.409778278,5.709769717,6.573713686,3.318408522,4.804488959,12.375048058,2.761257689,1.207585086,0,1.989299000,0,0,0.417507689,1.591124808,0,2.873093657,2.299371073,0,0,0,0,0,0,0.160244858,0,0,0,0,0,0.182291667,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100370050,0,0,0,0,0,0,0,0,0.158953287,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,24.380175368,11.125969128,3.438581315,6.392199590,6.872503589,4.610993631,10.749795038,8.453279200,5.041530489,1.356849904,0,0.965233737,0,0,2.607080210,0.559990974,0,4.325259516,2.603560943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,24.574097215,13.651086421,0.004485467,15.924110393,8.681343151,0.475084403,12.667580453,0.071486928,3.071902108,1.651975465,0,1.246195386,0,0.039114238,0,0.407065004,0,2.713950163,8.363019444,0,0,0,0,0,0,3.938364038,0,0,0,0,0,0.295799692,0,0,0,0,0,0,0,0,0,0.073364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,16.226905404,3.509307343,0.899386992,33.077342060,7.684984929,4.557541946,4.970884621,7.525851423,0.930965404,0.259056688,0,0.226635564,0,0.009494883,1.198367215,0.482096204,2.102596770,0.253908766,5.432030349,0,0,0.327102744,0,0,0,0.391751370,0,0,0,0,0,0.186031214,3.006998172,0,0,0,0,0,0,0,0,4.648452518,0,0,0,0,0,0,0,0,0,0,0,0,0.893436419,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,17.797365947,4.993318450,1.941454158,24.639561707,7.591497936,4.653338447,3.255835796,5.461341003,5.900508331,1.542859455,0,2.551963187,0,0.011413879,2.198493368,1.244182901,3.460207612,0,1.584496723,0,0,1.440177906,0,0,0,0,0,0,0,0,0,0.343077182,9.117959101,0,0,0,0,2.166082306,0,0,0,2.687518022,0,0,0,0,0,0,0,0,0,0,0,0,0.484429066,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,17.018281806,5.772018725,0.750192234,28.014759272,7.441876021,9.984621300,3.596646798,1.871776067,9.814000512,2.162629758,0,1.782968089,0,0,2.169478085,2.393059948,1.364218878,0,2.204345497,0,0,0.781280037,0,0,0,0,0,0,0,0,0,0.382470084,10.524798155,0,0,0,0,2.450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-02,14.564660677,4.194013270,0,26.151693797,5.180139062,15.426224965,3.576148559,8.650519031,9.966986481,0.830651748,0,1.495057978,0,0,0.535010573,1.289367896,2.649902269,0,3.493658276,0,0,1.241639822,0,0,0,0,0,0,0,0.060703816,0,0.149296545,8.923177234,0,0,0,0,0.432325721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-03,16.021046705,4.168448809,0,34.212695951,2.880969947,27.803675907,4.318805042,4.900659189,6.440731968,1.914678249,0,0.892745579,0,0,0.309286092,1.828183083,3.227324414,0,2.450690014,0,0,0.845895284,0,0,0,0,0,0,0,0,0,0.061484765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,16.895020920,4.400017046,1.610598500,27.134008254,4.239982481,22.930256542,3.185777218,8.650519031,8.146305920,3.259813984,0,0.963691849,0,0,2.785437092,0.394399577,3.434095848,0,2.427957396,0,0,1.653236999,0,0,0,0.047157343,0,0,0,0,0,0.232798082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-05,20.634503181,3.984632000,1.493335871,28.895830668,8.796109369,15.178323541,4.098336915,1.215177644,6.114735506,1.738121906,0,1.416722722,0,0,1.815497645,2.268198154,3.460207612,0,3.327766589,0,0,1.573656917,0,0,0.463730559,6.924995795,0,0.534154532,0,0,0,0.263840830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06,13.399999512,3.002724651,0,35.967683365,7.334318494,19.144719954,3.798582464,8.145805287,4.861745220,1.006891017,2.385247110,0.383746636,0,0,0,1.233910448,3.437580085,0,3.191375725,0,0,2.049805927,0,0,0,0,0,0,0,0,0,0.138017830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-07,7.580144688,4.291978821,0,12.766115333,7.094736949,31.001024853,3.565911728,4.234905111,5.072031007,0.993897266,5.971143382,2.077251056,0,0,0.014190323,0.471808338,4.718083378,0,2.180141936,0,0,1.240206191,0,0,0.012109650,0.012554689,0,0,0,0,0,0.081070507,0,0,0,0,0,0.013602386,0,0,0,0,0,0,0,0,0,0,0,0.011876836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-08,3.836297121,24.761102303,0,3.047639267,4.419989324,17.126537727,1.548310092,0,3.577641190,0,0,3.908571883,0,0,0,0,5.775894554,0,1.162041550,0,0,0,0,0,0,0,0,0,0,0,0,0.383271334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-09,0.591541368,0,0,0,0.181193319,0,0,0,0.042899635,0,0,0.059081550,0,0.005458563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-11,1.047021789,0.179396348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-12,9.647042611,1.298872765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-13,15.706779161,9.318801084,0,13.448712593,4.502343326,7.899049746,3.606525758,6.685631304,2.230724635,0.822103019,10.371233862,2.440169687,0,0,0,0.409804120,5.353703741,0,1.622077656,0,0,0,0,0,0,0.011449502,0,0,0,0,0,0.366601020,0,0.092391832,0,0,0,0,2.342667549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-14,18.223183572,11.433486310,3.963270173,15.194814830,4.947309376,4.471752339,5.759544020,4.772103848,2.546300901,0.229844901,4.753307207,1.189776768,6.792399126,0,1.274794937,0.968416585,0.642445875,0,1.687958749,0,0,0,0,0,0,0,0,0,0,0,0,0.492178745,0,0.104438123,0,0,0,0,1.547287427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-15,18.018806819,23.627945321,5.660662668,0,2.049972647,2.363745284,7.149644546,5.337683264,2.100256188,0.636575225,7.338318347,2.771206476,0.003395068,0,4.322345780,0.727870722,0,0,0.763890270,0,0,0,0,0,0,0,0,0,0,1.238742963,0,0.350341828,0,0,0,0,0,0,2.480866273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-16,14.851397216,13.097812369,7.742782364,6.170441558,2.869044540,4.564409344,5.052214619,7.638902703,2.546300901,0.486250638,4.676090036,3.320676958,0,0,3.986658444,0.730417023,0.849474262,0,0.417120326,0,0,0,0,0,0,0,0,0,0,0.522743208,0,0.033539557,0,0,0,0,0,0.017961136,0.971540512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-17,14.454671633,8.152442095,5.881294966,16.296325767,5.270524611,4.023556201,1.136669883,5.221861949,1.715216568,0,12.668710471,0.321947920,0,0.215463009,4.125935799,0.420820419,1.679780547,0,0.001365984,0,0,0,0,0,0,0,0,0.030253536,0,0.090482106,0,0.265266201,0,1.749697726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,12.365323427,8.973311683,1.903312744,10.419746199,4.441774354,4.935603487,1.704282858,4.139418827,2.546300901,0.097173507,4.836235851,1.302079247,0,0.238126281,2.169527940,1.913456703,3.055561081,0,0.017138893,0,0,0,0,0,0,0,0,0.136393602,0,0,0,0.049056078,0,1.271234823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,11.410036338,7.756103264,3.045470204,13.160980591,3.843523278,7.774045336,2.195692342,3.471456895,2.152154741,0.294224472,6.353981513,1.422674876,0,0,1.135782822,0.902990809,1.447961069,0.544581253,0,0,0,0,0,0,0,0,0,0,0,0.962924665,0,0.030449515,0,3.284035589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,20.180364539,27.060577095,4.091339692,9.057098013,6.699765694,5.982439641,6.766152168,0,2.546300901,0.636575225,1.274055216,2.890210667,0,0,4.583341622,0.819351887,2.907239054,0,0.177352510,0,0,0,0,0,0,0.005614229,0,0,0,3.824515938,0,0.250784115,0,0.700085407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002210342,0,0
2014-03-21,21.550862294,21.294195793,2.574640302,4.390482902,4.745904103,8.379334049,4.869956700,7.257841712,1.880460887,0.488306246,11.334460602,2.247393490,0,0.151466610,4.219724549,0.227575643,2.960534557,0,0.373705000,0,0,0,0,0,0,0,0,0,0,2.445234273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086497610,0,0
2014-03-22,20.716987673,19.786119577,4.074081442,8.267461822,6.440278701,11.777702593,3.662700571,6.970321868,0,2.034425192,6.245631105,1.811463228,0,1.130923034,4.583341622,0.398425338,2.636199480,0,0.077688735,0,0,0,0,0,0,0.008775024,0,0,0,1.338032485,0,0.386732711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-23,21.073953232,16.711738248,2.052601471,4.939069307,5.566308096,15.788362344,3.967997374,7.646683078,2.426058903,2.465351210,4.886295431,2.005883911,0,0.454797622,4.460747843,0.002572825,3.048240466,0,0,0,0,0,0,0,0,0.004398569,0,0,0,2.395811269,0.001886152,0,0,0,0,0,0,0,0,0,0,0.002055607,0,0,0,0,0,0,0.141651250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-24,25.189054785,14.966331470,0.010090911,0.002734919,3.333473280,16.762369585,4.598531036,7.291527151,2.546300901,1.045928438,4.006221362,0.332752027,0,1.400052915,4.583341622,0.585534292,2.909325595,0,0.076857606,0,0,0,0,0,0,0,0,0,0,3.200519008,0,0.204380433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-25,35.256455801,12.582557806,0,0,7.033708283,7.412116878,9.320814021,7.638902703,2.108655434,0,2.704000643,0,0,0.820062132,3.742266606,0.763890270,2.949995690,0,0.039211244,0,0,0,0,0,0,0.015317591,0,0.214910448,0,4.394717918,0,0.477378371,0,0,0,0,0.006978754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554888765,0,0,0,0,0,0,0,0,0,0
2014-03-26,34.484352019,12.099208492,0,0,12.903415193,5.803467710,7.227421671,0.430395572,2.546300901,0.567649744,4.837971712,0,0,1.074869071,4.583341622,0.254497470,0.007886471,0,0,0,0,0,0,0,0,0,0,0.891205315,0,1.300141539,0,0.138216396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019804585,0,0,0,0,0,0,0,0,0,0
2014-03-27,30.801213869,3.501641137,0.089592061,0,4.527676633,1.992362589,0.778622876,0,0.559478903,0.836337537,2.330513703,0,0,0.597894428,3.445092071,0,0,0,0.000079572,0,0,0,0,0,0,0,0,0.426499499,0,0.008490620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-28,28.822330628,2.114803126,0,0,0.275106593,0,0.939234319,0,0,0.493242655,0,0,0,0.873787921,0,0,0,0,0.004314554,0,0,0,0,0,0,0.419587088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-29,26.019441405,18.330773041,0.021549265,5.099769175,0.214749846,8.349745038,0.677772882,0,0,0.129768512,0,0,0,0,1.904977886,0.220449548,1.912413449,0,0.003143090,0,0,0,0,0,0,1.311477584,0,0.036287705,0,0.021163175,0.016562759,0.513424443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120168295,0,0,0,0,0,0,0,0,0.003766403,0
2014-03-30,31.235771748,27.391690439,0.001273150,8.148162884,6.729484275,7.158618466,4.254559371,0.022014893,0,0.311258761,0.013550797,0,0,0,2.880794658,0.522531016,2.739430762,0.001591438,0,0,0,0.019850239,0,0,0,0,0,0.891205315,0,0,0.002121917,0.007519545,0,0,0.023622544,0,0,0,0,0,0,0,0,0,0,0,0,0.020640056,0,0,0,0,0,0,0,0.010985332,0,0,0,0,0,0,0,0,0,0
