title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[1] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[72] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[70] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[67] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[71] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[49] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[58] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[37] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[57] XSEDE Utilization (%)","[45] XSEDE Utilization (%)","[39] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[66] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[63] XSEDE Utilization (%)"
2015-08-11,7.273302091,4.172250869,2.285210447,3.100115124,3.406202635,7.955608021,3.815606664,3.942068905,1.527588318,3.629472353,1.690434201,5.111726848,0,0.250422642,0,1.221532387,0.740843972,0,5.839260040,0.230502598,0,0,0,0.122715547,0,0,0.011221872,0,0,0,0,0,0.702170412,0,0,0,0.070579384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,5.550234493,4.141416251,1.577071437,2.608883733,1.121014049,15.331681632,1.592218533,0,1.541163868,3.669238953,2.380591507,5.563352580,0,0.143421359,0,1.089399092,0.962840300,0,2.748047103,0,0,0,0.187264997,0.472193075,0,0,0,0,0,0,0,0,0.686066296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,6.053001942,3.269290945,1.668561278,3.651575434,0.578742567,10.482530796,0,1.461787338,0.392386615,3.132144835,1.589607380,4.752979134,0,0.026509852,0.007563834,0.787811279,4.266534045,0,4.319750486,0,0,0.603623180,0.367261280,0.375912688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,5.837746125,5.939098261,3.224728908,5.871883626,0.699538009,8.616989232,0,3.548006296,2.098093010,5.646492801,2.945583638,5.081334282,0,0.000189460,0.000470007,0.970725368,7.580720969,0,6.702265753,0.000160312,0.296359450,0.698154102,0.232080227,0,0,0.000197357,0,0,0,0,0,0,0,0.000524659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,5.461561425,4.890844227,4.512674394,5.143924149,0.786296199,7.458590808,0,4.221056313,2.716090270,6.446958435,3.531440681,4.386513341,0,0.015229684,0,0.786882196,3.848501078,0,2.904473200,0,0.786988458,0.156885785,0.373365305,0,0,0,0,1.565640667,0,0,0,0,0,0,0,0,0,0,0,0.000149992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,5.035642826,4.594307441,3.986344275,7.624380611,0.820318876,9.920212970,0,2.776101784,1.659565553,5.999338711,3.834212620,4.614612490,0.175352687,0.030284482,0,0.944707985,1.494476507,0,1.837491738,0,0.881691224,0,0.749863370,0,0,0,0,0.115133497,0,1.091290661,0,0,0,0,0,0,0,0,0,0.033858111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,5.218610619,5.752019691,3.390671755,13.308118123,0.563746065,8.187176952,0.885410600,3.739331934,2.440782762,6.007327008,0.518040007,4.402459585,0,1.097397109,0,1.822200125,1.154832692,0,1.678889281,0,1.573976915,0.298515170,0.385981404,0,0.098361415,0.359002756,0,0,0.636496954,2.566675411,0,0.027234901,0.994986601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049499506,0,0,0,0.017816544,0,0,0,0,0,0,0,0,0,0
2015-08-18,8.635379321,4.595497652,2.379794800,11.101623519,0.011258307,8.179753993,2.098635887,3.436035327,0.464243034,5.565336438,0,1.020060910,0.003808632,0,0.585257083,1.078826968,1.159168416,0,1.808518904,0,1.191740993,0.577124869,0.044381658,0,0.012964660,0.445535052,0,0,0.775941471,3.147953830,0,0,0.037287222,0.016832809,0,0,0,0,0.111148757,0.036621069,0,0,0,0,0,0,0,0,0,0,0,0.955942009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,12.929102077,5.756062726,6.071708229,10.372170248,0.091450974,8.731811813,3.074720182,4.725034977,4.303161799,5.073641716,0.954563558,4.730432161,0,0,0.362069342,1.855203834,1.398398333,0,1.210329952,0,1.419366474,0.444847047,0.118250481,0.011854014,0,0,0,0.862277020,1.885835665,1.908811356,0,0,0.014328537,0.275380378,0,0,0,0,0,0.679175293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,13.370919911,6.876955338,5.300216659,14.466421835,0.476630815,9.001224213,3.438410866,4.657660021,2.853827824,3.894108153,1.192299655,3.405728975,0,0,0.667191326,1.603665080,2.270589221,0.004947826,0,0.000895081,2.197246269,0.577124869,0.367261280,0.000054652,0,0,0,1.116328553,1.071663315,0,0,0,0,0,0,0,0,0,0,0.682056663,0.000796097,0,0,0.001802295,0,0,0,0,0,0,0.004508178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001713039,0
2015-08-21,12.122149316,5.730045971,2.170164384,16.861987984,1.992698496,7.396146671,4.197271773,7.380202868,3.965401656,3.765304375,2.297204734,1.348282471,0,0.068774047,0,0.478195683,2.190050426,0,0,0,1.573976915,0.195494373,0.287815524,0.088202824,0,0,0,0.001923750,1.101605311,0,0,0,0,0,0,0,0,0,0,0.681622481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-22,13.119219369,5.329172496,3.466999944,17.026065340,2.746065058,7.102036460,3.879270141,3.457152851,0.419985863,2.728066340,2.548445944,0.289746561,0,1.409131981,0.103642008,0.228299522,1.274757345,0,0,0.003620393,1.150943293,0.323604070,0.108711889,0.382088361,0,0.699287220,0,0,1.166041812,0,0,0,0,0,0,0,0,0,0,0.682056663,0,0,0,0,0,0,0,0,0.025741081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-23,15.428873677,4.880200436,2.539713769,16.658255108,3.080301970,5.485387273,1.986465739,0,2.817145418,1.621791929,2.940798547,0,0,0.006325055,0.366157310,0.437974871,1.101565233,0,0,0,1.573976915,0.577124869,0.095160631,0,0,1.311617070,0,0,0.422682028,0,0,0,0,0,0,0,0,0,0,0.391566836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,18.470236297,5.078163247,3.493305752,8.573542122,3.280911158,4.894125760,3.534549759,1.744972018,2.689460184,1.221770433,1.259885941,0.133630148,0,0.712472310,0.303930570,1.282026058,1.147017459,0,0.075842369,0,1.377521278,0.110188103,0.248777016,0.000786988,0,1.311632245,0.078306563,0,0,0,0,0,0,0.306291536,0,0.129448671,0,0,0,0.001918284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,18.742570519,4.624413402,3.322966455,8.325873940,2.768239186,1.586490997,3.953183906,8.539436866,1.071291681,0.959985645,0.488697971,0.016353083,0,2.672350472,0.070107555,0.292397181,1.093531392,0,2.377074343,0.182876443,0.353188396,0,0.466536604,0,0,1.173514559,0.758028986,0,0,0.264078349,0,0,0.673575287,1.097149353,0,0.335770811,0,0,0,0,0.003103622,0,0,0,0.040415136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,15.056788295,4.937518199,1.723805936,9.424096903,3.386090708,1.882835891,0.664130815,7.552815670,1.506518159,1.014153040,2.355961683,1.369086665,0.323811748,1.896248688,0,0.121618874,2.149316486,0,2.758384825,1.202610661,0.335781742,0,0.650630565,0.139460913,0,0.842460213,0.670413360,0.239273639,0.338020651,0.221376938,0.013058789,0.003856007,0.004180876,1.888772298,0,0,0,0,0,0.008904629,0.185848299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,13.709054967,5.250802774,3.351837263,9.633987217,3.927808383,2.166171165,1.945246007,7.467252536,1.990618077,0.901517139,7.327700545,1.830501140,0,0.842558587,0,0.754036340,2.264049201,0,3.768217325,0.004675777,0,0.016625741,0.464003175,0.695621284,0,1.311343810,0.192336090,0.655619681,0,0,0,0,0,1.888772298,0,0.281158913,0,0,0,0.083630886,0.416462624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,12.733117649,4.504491181,3.193706042,10.196513924,4.590729567,1.875412941,2.639423267,7.218870234,3.312084645,0.652391570,7.342395842,0.902765636,0,0.322242626,0,1.848672932,0.570949196,0,5.225836540,0,0,0.231224013,0,0.660862627,0,1.311541158,0.003740627,0.227935175,0,0,0,0,0,1.785064708,0,0.703781434,0,0,0,0.052875177,0.983122258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-29,10.836977700,4.430802109,1.612855110,3.684507485,2.945041973,0.509375856,2.098635887,7.554695698,0.972364317,1.087893130,7.344096129,2.136728314,0,0.281348374,0,0.962451660,1.232602454,0,2.161692134,0,0.157397692,0.121276379,0.230477704,0.049968302,0,1.311617070,0,0.123265711,0,0,0,0,0.309137082,0,0,0,0,0,0,0,0.896197680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,11.085008353,6.809625288,1.648264745,1.141019105,2.183667075,0.579485834,1.183494611,7.553165442,0.016421097,1.527211219,7.343743925,5.497745907,0,1.593928530,0.004853095,0.512064724,1.577456424,0,0.957852396,0,0.786988458,0,0,0,0,1.311647429,0,0,0,0,0,0,0.404863662,0,0,0,0,0,0.201688874,0.012299127,0.861757826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,9.214610313,5.831263836,1.431624311,8.395102236,2.833661245,1.787950323,1.573005330,7.554477090,0.176485805,0.843482205,5.576881968,2.532214307,0,0,0.736391658,0.414589882,3.622970590,0,0.205180525,0,1.353000758,0,0.036284057,0.002585038,0.085481757,1.311632245,0,0,0,0.017780110,0,0.007195844,0,0,0,0,0,0,0,0,0.727886599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003617351,0,0,0
2015-09-01,9.936131177,4.696890421,5.014646730,4.560610262,1.206548035,0.468957678,1.324132373,6.980412732,0.352807654,0.601022356,1.372080373,0.706443586,0,0,0.426514953,0.190456062,3.216906407,0,0.016108971,0,0.438882695,0,0.151465520,0.006776845,0,0.600564500,0,0.250408068,0,0,0,0,0,0,0,0,0,0,0,0.032642414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,10.007536544,5.835937181,3.810219191,1.759424433,1.569218550,0.648361898,1.133239086,3.272910108,0.638127405,0.835131383,3.243691941,1.360809924,0,0,0.883416404,0.443689045,4.156118835,0,0.124985426,0.196796911,0,0.098618881,0.102956426,0,0,0.723197459,0,2.002535852,0,0,0,0,0.001352336,0,0,0.303673096,0,0,0,0.028908463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,9.055529058,4.984201917,3.898852554,1.157217950,1.361963682,0.200856943,2.086952506,7.554739419,0.566128891,1.237619506,2.891259564,2.794944574,0,0.004532471,0.932100385,0.853111273,1.454398391,0.018567098,0.211029497,0,0,0,0.168366343,0.075419727,0,1.311617070,0,4.636149003,0.001645024,0,0,0,0,0.106177859,0,0,0,0,0,0.283432436,0,0,0,0,0,0,0,0,0,0,0,0.001317723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,7.547893567,5.534094326,4.861893226,0.729878363,1.669311822,0.001739144,2.098635887,7.583726828,0.638050892,0.387098126,2.896955530,2.188234741,0,0,0.434045995,0.328995788,1.303704675,0.627889268,0.687594739,0.001683281,0.006139239,0,0.367261280,0.258432800,0,1.319329065,0,2.570158564,0,0,0,0,0.001156190,0.285633088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010626776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-05,6.142864456,6.105873029,4.796437183,2.826318452,0.934679958,2.194842794,1.653453030,4.351302903,0.833409846,0.629667279,2.596272498,1.573102483,3.409894677,0.191194474,0.188483736,0.102490673,1.070559345,0,0.141230425,0,0,0.402424371,0.198933193,0.945233255,0,0.388681822,0,1.614929463,0,3.050236097,0,0,0,0.322665268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,5.594177579,3.028879325,2.389967345,5.396610612,0.631601959,0.326162994,0,0.344263729,0.306583013,0.481254372,1.328079475,1.453147471,2.431114217,0,1.009170602,0.092547046,0,0.057104028,0,0,0,0.451085880,0,0.944326032,0,0.046150561,0,1.140812638,0,0.633817185,0,0,0,0,0,0,0,0,0,0,0.232587270,0,0,0,0,0,0,0,0,0,0,0,0.297768860,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,3.860881527,1.125414134,1.607321917,5.260085111,0.419712603,0.126005596,0.013529397,0.477221056,0,0,0.790461891,0.423279556,3.824180949,0.005960709,0.534102833,0,0,0,0.010609770,0,0,0,0,0.638346013,0,1.242770755,0,0.017313746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637889969,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,0.951641846,1.602748138,0.879138985,1.476771699,0.117654774,0,0,0,0.000572024,0.038759182,0.770799322,0.040448538,0,0,0,0,0,0.139278740,0,0,0,0,0,0.058663431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,11.018689992,7.866584798,5.251889747,6.312602026,1.499351463,0.338745090,1.111669773,2.253016789,0.026542643,0.747314766,3.420897941,1.100678650,2.021064083,0.105208698,0.068938003,0.101695186,0.262493442,0.034864317,0,0,0.218617014,0.726455938,0,0.999617436,0,0,0,0,0,0,0,0.004098898,0,0.141657922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,14.568197450,7.075227844,3.886396759,3.766198837,1.391883817,0.974913531,1.532611444,5.492611053,0.062940859,0.789895943,1.187417421,0.717046079,0.181959510,0,0,0.535604551,1.558073190,0,0.606078274,0,2.480416375,1.731995817,0,1.424132127,0,0,0,0,0.002524921,0,0,0.339965651,0.086993185,0,0,0,0,0.512499508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,13.163100224,5.610876709,3.816087593,1.333333315,1.312929929,0.203285914,0,1.921344876,0.424358021,0.775959689,0.009691617,0.558300296,0.014224088,0.008292527,0,0.550521498,0,0.170521453,0.009638177,0,2.115760173,1.001505361,0,2.059778332,0,0,0,0.020315961,0.004182698,1.458989157,0,0,0.030762987,0,0,0,0,1.469011118,0,0.001649879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,9.978223228,6.763376363,5.877837039,2.096403645,1.739244491,0.920980529,0,7.572577824,0.278054681,0.649646220,0.001542397,3.923483590,0.616415996,0,0,0.099888628,0.625364347,0,0,0,0.400671855,1.334253909,0,1.915081759,0,0,0,0.004343010,0,6.653477323,0,0.004766864,0,0,0,0,0,1.469045121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,10.150249313,7.312591087,0.547787679,4.774668682,1.752645156,1.770636586,0.005003689,5.041273172,0.033658330,0.629590766,0.003607030,6.385561194,2.725972559,0,0,0.120865879,1.573976915,0,0,0,0.691493238,1.815097791,0,1.672995366,0,0,0,0,0,0.064161420,0,0.003947093,0,0,0,0,0,0.204153067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026492846,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,8.431285141,4.784389446,1.190480354,4.040170414,2.532805760,2.552067539,0.203329635,2.636017838,0.239310073,0.804947097,0.446385200,3.778121484,0,0,0.068533578,0.018001751,0.461900286,0,0,0,0.998045281,1.045931953,0,1.416562828,0,0.338189462,0,0,0,1.505661945,0,0,0.742699106,0,0,0,0,1.469045121,0.226522722,0,0.032743821,0,0,0,0,0,0,0,0,0,0,0,0,0.482018288,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,11.352326544,5.226265275,2.770952356,2.723477988,3.016402880,6.105883941,0,6.119097587,0.536019296,1.291577402,0.843911524,1.562093152,1.180560410,0.000976449,0,0.424396879,1.737677801,0,0,0,0.804650154,0.147554260,0,1.738408316,0,0,0,0,0,3.147953830,0,0,0.875568381,0,0,0,0,1.468722064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,17.901287646,5.848829027,2.309325330,2.138162610,2.746924915,4.394446366,0,0.607030430,2.693810482,1.832247581,2.607518655,2.077625235,3.270957211,0.066850297,0.086055002,0.382955515,1.550002915,0.071309899,0,0,0.786942914,0.670032618,0,1.888471712,0,0,0,0,0,1.296745657,0,0,0,0,0,0,0,0.605947110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,25.880769299,4.932995493,1.433586919,1.785125426,2.842733473,1.583449924,1.062677309,4.565101434,2.114812872,1.746704486,1.167681973,2.261887415,3.386110136,0.007899032,0.003967733,0.464037797,2.029646875,0,0.022676927,0,0.786979349,1.390249723,0,1.130711132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,25.548064300,5.209799209,1.999723088,5.654689404,3.191296491,3.180910183,0.630246590,8.768144456,0.798880728,1.259899295,2.448141350,2.149158606,3.464031713,0,0.003104232,0.363247402,0.835719803,0.779894631,0.467801488,0,0.610990877,1.812686427,0,1.053875918,0.135852671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073579777,0,0,0,0,0,0.064457752,0,0,0.007184913,0.004384300,0,0,0,0
2015-09-19,11.532660057,6.715486649,2.580792609,3.457772240,3.974590475,1.787309082,0,3.840591116,0.603237583,1.071264355,0.885677785,1.518122595,3.357817419,0,0,2.332385422,1.466676868,2.226189956,0,0,0.038229057,1.845737510,0,0.072288169,3.672612802,0,0,0,0.062192127,0,0,0,0,0,0,0,0,2.117550325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,10.984885814,6.133435860,2.812895908,1.052599530,3.249526350,0.980276712,0,5.405998601,0.147461962,0.652530022,0.803214019,0.620658201,2.719560061,0,0,1.825117930,0.445522910,0.162462108,0,0,0,0.829944301,0,0.247103445,3.671252578,0,0,0,0.636025125,0,0,0,0.253753379,0,0,0,0,1.472904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
