title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2013-02-01,2013-07-31
---------
Day,"[256] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[416] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[704] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[544] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[1968] XSEDE Utilization (%)","[432] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[528] XSEDE Utilization (%)","[1008] XSEDE Utilization (%)","[896] XSEDE Utilization (%)","[464] XSEDE Utilization (%)"
2013-03-25,17.616970520,21.475206095,6.522352498,3.315366516,4.934136353,0,0.005791524,0,4.691948853,4.687500000,0,0,0,0,0,0,1.547670695,5.328613281,0,0,0,0,0,0,0,0,0,0,0,0,0.030239563,0,0,0,0,0,0,0,0,0
2013-03-26,14.698350728,15.390570780,17.191116842,4.615541890,12.195891215,0,1.845893046,0,5.958116353,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-03-27,7.184172363,15.670455322,15.153754272,5.384403890,19.748553263,0,2.691446940,0,4.173312785,4.687500000,0.430817769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171470337,0,0,0,0,0,0,0,0,0
2013-03-28,12.320167847,24.319281718,11.268482361,5.506654867,15.043619588,0,3.974975586,0,3.687716980,1.076877136,0.512107544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257794393,0,0,0,0,0,0,0,0,0
2013-03-29,10.661169027,21.851833801,6.427842814,5.228687337,19.387731527,0,4.700073242,0,4.499701640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310160,0,0,0,0,0,0,0,0,0
2013-03-30,11.770399272,28.344274495,0.378472290,5.442514038,26.437319234,0,0.313869832,0,3.398654582,0,0,0,0,0,0,0,0,0.130045573,0,0,0,0,0,0,0,0,0,0,0,0,0.176913757,0,0,0,0,0,0,0,0,0
2013-03-31,6.250000000,16.202717896,3.125000000,5.504629618,30.034505208,0.001157430,2.355929972,0,4.784071248,0,0,0,0,0,0,0,8.076488342,1.871419271,0,0,0,0,0,0,0,0,0,0,0,0,0.078475444,0,0,0,0,0,0,0,0,0
2013-04-01,7.903139547,15.671974487,0.856915487,5.498539429,24.109067586,0,3.407213033,0,5.145372213,0,0,0,0,0,0,0,0.193933512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040179240,0,0,0,0,0,0,0,0,0
2013-04-02,9.002170207,17.238570658,2.920392049,4.868502808,20.487883403,0,8.814412435,0,3.588514608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044750061,0,0,0,0,0,0,0,0,0
2013-04-03,12.766203715,23.410608622,6.451208089,5.069882813,9.481300456,0,4.667412618,0,2.245442708,0,0.972222188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130746358,0,0.175537109,0,0,0,0,0,0,0
2013-04-04,9.851779582,16.688232422,6.071867778,5.346820170,16.579246318,0,2.343750000,0,2.343750000,0.265733541,0.935962830,0,0,0,0,0,0,0,0,0.693992310,0,0,0,0,0,0,0,0,0,0,0.100721537,0,1.255126953,0,0,0,0,0,0,0
2013-04-05,12.500000000,8.926378072,3.653139445,5.344749247,13.839138489,0,1.287136536,0,0.344021301,0,0,0,0,0,0,0,0,0,0,3.632541199,0,0,0,0,0,0,0,0,0,0,0.033422445,0,0,0,0,0,0,0,0,0
2013-04-06,12.501229757,8.042697347,2.214952393,5.289808655,12.846932882,0,0,0,0,0.296495260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171906637,0,0,0,0,0,0,0,0,0
2013-04-07,12.519892985,6.457998759,2.394386597,3.466475525,8.460774740,0,0.756944478,0,0.480333049,0.296386719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-08,6.390697327,5.316885478,6.445457153,3.194286296,6.638346354,0,0.109768372,0,1.407769063,0,0.275969340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086138713,0,0,0,0,0,0,0,0,0
2013-04-09,6.136067708,5.355188395,4.957609965,3.396606547,13.939633891,0,0,0,0.888915914,0.689236145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168013916,0,0,0,0,0,0,0,0,0
2013-04-10,7.898582153,12.106761882,13.855251668,4.207230123,6.533781637,0,0.260647176,0,2.418592733,0.186035156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-04-11,12.111400553,19.854438273,15.115957743,5.751274821,4.416160278,0,1.631537577,0,2.386935832,0.396592814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173256226,0,0,0,0,0,0,0,0,0
2013-04-12,14.503761597,11.441098836,7.526439311,5.354012858,2.584671529,0,1.233222148,0,1.848442891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173432515,0,0,0,0,0,0,0,0,0
2013-04-13,12.500000000,7.203459778,4.451461283,4.954793294,1.711353353,0,1.158976237,0,0.894612630,0.341362813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,1.356689453,0,0,0,0,0,0,0
2013-04-14,6.997467957,5.240785929,5.264612325,4.975151978,2.824924113,0,1.739244283,0,0.685492655,0.583550313,0.026539001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167882894,0,0,0,0,0,0,0,0,0
2013-04-15,13.922598267,7.943739115,9.760272115,5.353714600,0.277018229,0.066261597,0,6.081597290,3.157714844,1.339464010,0.142370097,0,0.143762614,0,0.026394348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068700765,0,0,0,0,0,0,0,0,0
2013-04-16,16.985098267,8.408157959,8.961227010,7.497346395,0.947482605,0.114438680,1.455457865,0,3.795979818,0,0,0,0,0.357828776,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723180745,0,0,0.099100749,0,0,0,0,0,0,0,0,0
2013-04-17,17.757161560,12.937291870,10.378327637,6.137858073,5.703070577,0.837962952,4.820787354,0.226273193,3.245985107,0,0,0,0,0,0,0,0.052083333,0,0,0,0,0,0,0,0,0,0,1.749240417,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-04-18,9.193721008,10.976860453,9.410047709,6.524934082,2.869050090,0.526041667,5.516927083,0,2.617323100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-04-19,8.589409790,10.636601359,11.869864197,8.713835653,1.200159200,0.159722188,5.507609049,0,3.617946981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195310262,0,0,0,0,0,0,0,0,0
2013-04-20,9.324363505,10.730839233,8.256908162,10.243304240,0.062246806,4.183449097,2.800292969,0,2.059787292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128655294,0,0,0,0,0,0,0,0,0
2013-04-21,12.584490763,6.033745626,2.570601807,8.216064453,0,0,4.523844299,0,0.158284505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-22,8.916015727,7.740505676,7.404875488,10.758775736,0.589861857,1.082175903,0.553670247,0,2.422743123,0,0,0,0,0,1.384878642,0,0,0,0,5.736762187,0,0,0,0,0,0,0,0,0,0,0.108947856,0,0,0,0,0,0,0,0,0
2013-04-23,17.799479065,6.185384115,10.717050069,11.204617106,1.180953471,0.096932882,3.372531433,1.100694478,4.044514974,0,0,0,0,2.908203125,1.256799723,0,0.016027425,0,0,4.604311320,0,0,0,0,0,0,0,0,0,0,0.161517029,0,0,0,0,0,0,0,0,0
2013-04-24,25.012369893,7.544994202,14.464265137,10.749814250,0.723361511,0,1.868910014,0.052372640,0,0.132432760,0,0,4.115162048,3.012858073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195307922,0,0,0,0,0,0,0,0,0
2013-04-25,27.807436218,6.064371643,16.290798543,11.138942973,0.327003784,0.376880798,2.614908854,0,0.447753906,0,0,0,5.078125000,3.987304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195176799,0,0,0,0,0,0,0,0,0
2013-04-26,20.229239095,8.254421488,5.454788818,10.957501017,1.169975993,0.080005798,3.268310445,0,0.784315287,0.170681458,0.422679749,0,4.995370382,3.855509440,0,0,0,0,0,5.193323263,0,0,0,0,0,0,0,0,0,0,0.098779704,0,0,0,0,0,0,0,0,0
2013-04-27,3.004412638,16.380651449,7.019712016,10.856178487,11.896990865,0,3.029283244,0,1.192599792,0,1.840910746,0,5.078125000,1.520100911,0,0,0,0,0,0.010308228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-28,12.463975627,9.473632914,8.315899963,10.552792867,11.812228800,0,3.741549988,0,3.065592448,0,1.943856812,0,1.049361572,0.783610026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-29,5.076244202,13.258562927,9.600839132,9.482208862,8.084942932,0,9.452921549,0,1.070610860,0.931586405,2.340720825,0,0,0.118977865,1.264585164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096492106,0,0,0.124629313,0,0,0,0,0,0
2013-04-30,15.529007670,11.019214579,1.868598124,9.018464152,8.608796387,0,1.947170715,0,0.386284688,0,6.004096171,0,0,0,0.822970886,0,0.202003784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184719543,0,0,0.550089518,0,0,0,0,0,0
2013-05-01,15.352430623,4.441171265,4.525354411,7.221892192,7.214789632,0,0,0,1.003526510,0,0,0,0,0,0,0,1.190456848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054710083,0,0,0,0,0,0,0,0,0
2013-05-02,2.765335693,3.790662944,2.320891215,6.122752991,0.342429810,4.968894653,0,0,0.725151876,0,0,0,0,0,0,0,0.996093750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195312500,0,0,0,0,0,0,0,0,0
2013-05-03,9.280381978,14.350043437,4.369610697,7.041006368,1.788809306,18.625144653,0,0,2.760959167,0,0.003119609,0,0,0,0,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075595398,0,0,0,0,0,0,0,0,0
2013-05-04,12.176721598,17.315068258,0.445529582,6.577722677,1.476526286,25.000000000,0,0,1.557915649,0,0,0,0,0,0.504403585,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-05,18.414713440,13.402587789,0,4.371139119,0.087384237,25.000000000,0.242458801,0,2.343750000,0,0,0,0,0,0,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,16.311631877,8.926351115,3.378218994,6.266348470,1.531032918,25.000000000,2.690036316,0,2.233154297,0,0,0,2.862146403,0,0,0,9.243073629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,15.049913127,9.696686808,1.171151632,8.016348470,4.594672343,24.415798645,3.844224752,0,3.320936381,0,0,0,0.818318685,0,0,0,3.077596029,0,0,0,0,0,0,0,0,8.356228333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,14.295645243,9.166684774,1.566153158,7.817830200,6.126410522,22.711516113,7.552422384,0,1.637044271,0,1.002332865,0,3.025422262,0,0,0,1.953125000,0,0,0,0,0,0,0,0,6.946216736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
