title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2011-08-01,2012-01-31
---------
Day,"[1] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[11] XSEDE Utilization (%)"
2011-10-01,32.205165390,6.704062982,10.852123349,16.781672546,6.694019832,0,0.035855115,0,1.541219664,0,0,0,0,0,0,0,3.276886758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-02,38.163620837,14.109347443,12.843384636,3.824996670,7.419165197,0,0,0,0,0,0,0,0,0,0.026700000,0,3.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-03,41.850041623,26.376804430,20.974111678,3.364401685,3.478999256,0,0,0,0.164746840,0,0,0,0,0,0,0,0.304875808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-04,45.133521297,21.379090769,20.237795323,10.535550951,0,0.002816990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-05,33.687726027,24.288163787,8.106638730,13.224696238,6.946077445,2.333900784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-06,20.160717558,12.631948521,7.081873771,10.593850068,11.597263042,3.212693533,0,0,0.083391491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-07,20.399755888,6.452250285,7.897516052,8.259724691,8.824710935,2.219772664,1.275475192,0,0,0,0,0,0,0,0.013717402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-08,23.392248069,14.109347443,12.920167537,10.144196256,31.611062139,2.193256437,2.857755204,0,2.521081349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-09,26.619799475,3.657325711,10.294005996,9.341767882,33.441113052,4.719833921,0.024434156,0.937071369,3.968253968,0,0,0,0,0,0.059646267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-10,17.171484834,0.004409171,8.398266587,3.534848756,23.250293945,1.053546914,0,0,3.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-11,13.139424936,7.288196454,12.220262610,3.624175347,39.028022808,1.153794356,0,0.004102998,3.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-12,13.008300150,20.061891615,12.160090687,1.552191496,34.870664315,0.107187753,0,0.292475015,3.968253968,0,0,0.087519979,0,0,0,0,0.074588477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-13,22.011957638,35.414298804,9.717129113,3.735384402,25.943562610,0.220805546,0,0.258916343,3.968253968,0,0,0.033017745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-14,33.100636344,27.443660611,6.123190403,5.142685713,23.362319557,0,0,0.004654144,1.781978719,0,0.265723977,1.642161091,0,0.158913874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-15,32.407315377,13.169704172,8.124938915,2.904908877,10.565843621,0,0.034293534,0.046786185,0,0,0,0,0,0,0.078262787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-16,18.362743538,28.522274466,5.788813049,0,8.038898706,0,0.305916901,1.919152968,0,0,0,0,0,0,0.193758554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-17,17.851578288,28.596250597,7.640353503,1.833153694,14.177852871,0,0,0.194922105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-18,12.780984990,39.416356417,8.098126447,0,19.775867137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,26.787842113,46.059670782,9.357485774,0.317256164,19.028757613,0.009042877,1.721444474,0.208088360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-20,35.532654218,46.773956496,5.446489714,2.536783912,9.234192318,0.000694043,0.550044092,0.366022457,0,0,0,0,0,0.317113325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-21,39.622083287,43.616500117,5.733922773,3.527336861,14.109347443,0.003960102,0,1.644620869,0,0,0,0,0,0.048888751,0,0,0,0,0,2.409397677,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-22,34.260415920,21.322261434,4.953387311,3.527336861,13.763064179,0.138562277,0.285708143,2.017318225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-23,28.878953040,43.640995531,3.743967932,3.527336861,21.164021164,0.000836939,0,2.395527160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-24,38.095956882,31.615716226,7.779216959,6.871178948,17.610392554,0.000857320,0,1.185944562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-25,47.363604532,19.036351147,10.569813942,7.137944075,4.666699334,0.000734862,0.053185626,3.467812994,0,0,0,0,0,0.370901078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-26,34.147011236,32.296198296,15.585766530,16.614485103,0.080099941,0.478145036,0,3.695436565,0,6.361454028,0,0,0,2.503633490,3.631564785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-27,38.083299059,34.914266137,20.010175712,0.273899315,3.163661885,3.117328616,0.006460641,3.744978425,0,4.958561944,0.013064236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-28,26.158494544,27.254719421,20.226715099,3.411106231,5.122313678,0.311694924,3.938094032,3.464138742,0.036758421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-29,27.864456627,10.871056261,20.541909516,4.822204310,0.687585715,0.247649763,6.647835832,2.685185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-30,21.128389091,0,10.268500090,1.623881345,0,0.119487158,0,2.475504586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-31,27.057244590,25.392252949,10.828924105,1.897535802,0,0.217654367,6.356738683,0.732044856,0.225770973,7.422553714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,32.458277243,15.545594044,16.590832943,6.605836468,6.291805487,5.305090181,9.404761905,1.249571369,1.322751323,3.901748971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-02,40.352173698,8.409269019,15.140430089,1.887737567,20.472434528,4.377469940,9.270006614,2.636133214,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-03,42.712167590,14.109347443,12.747281011,8.615724493,20.937112131,1.347042583,6.090106291,3.754409171,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-04,44.095688256,6.041870763,8.437581581,27.070024182,16.593588732,1.782448227,9.239295532,3.448400470,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-05,31.520371806,9.265301431,3.474783962,23.432376348,12.880903409,2.597797883,2.072065433,3.069334215,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-06,20.833106316,14.109347443,2.668881063,0.437820877,0.086929233,0.156006283,4.380129354,0.105820106,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-07,47.141241825,1.969429747,6.314647462,5.930661709,15.642269253,1.373293456,11.547098559,2.746239919,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-08,61.439797017,1.157325711,9.010896394,10.966874035,21.904925239,1.194313834,9.814049353,0,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-09,77.386784543,5.150075094,6.987137851,4.791544151,11.973022418,3.643894102,9.266791593,0,1.039278366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-10,59.687065857,28.745019302,5.814492222,6.800248188,4.961542268,6.871529845,5.837497589,0,0.261794533,0,0,1.665176505,0.679476744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-11,43.000512107,32.924260201,13.582767949,8.878804977,7.054673721,5.660640800,10.150401705,0,1.322751323,0,0,0,1.313871723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-12,49.909985739,19.175158455,38.526040691,1.752196433,2.379727630,0.791385008,11.055169753,0,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-13,47.369895523,16.307727474,46.102384684,1.489728239,6.712228101,0.000653223,8.703764961,0,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-14,57.779664650,6.337285225,34.475778207,1.273515579,15.847948932,1.356697864,6.315678277,0,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-15,56.493661931,17.933895101,13.547535400,0.122762748,12.682164099,2.515166745,2.694707732,0,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-16,42.172922637,14.965869743,8.552944787,3.889787085,12.373522124,0.984429081,1.411914522,0,1.322751323,0,0,0.121252205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-17,55.745878918,27.075903076,12.148062376,5.155178307,4.044271350,1.685118646,0.751273722,0,1.322751323,0,0,0.234441367,0,0,0.005021575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-18,100.232741770,14.109347443,7.318570705,3.944039294,0,3.400610165,0,0,1.401909722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-19,67.528285464,14.115879561,7.025871156,0,6.686344659,2.256793281,0,0,1.353982951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-20,46.446908758,14.112776779,6.405402899,0,30.427036371,6.331203554,0.000336831,0.008512111,1.322751323,0,0,0,0,0,0,0,0,0,0,0,0,0.001377866,0,0,0,0,0,0,0,0,0,0
2011-11-21,51.487157428,17.155268156,6.359014688,1.955263276,23.850594377,3.198312631,0,0,0.840957525,0,0.547956854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-22,51.577110546,18.983308417,5.167660797,6.541889422,0.386238793,6.597671349,0.194248443,0,0.309254379,0,2.041410498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,37.422602685,15.495460161,6.027847130,7.396919034,5.053463783,9.958094388,0.041960784,0.007838507,0.027006173,0,1.993848575,0.155198057,0,0.000692148,0.005905706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-24,46.825140083,22.484486263,6.510880146,6.463428854,16.386916531,13.766515216,0,0,0,0,0,0,0,0.004334537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-25,65.405164069,16.038604761,3.417444472,1.793214814,4.980669115,10.656354144,0,0,0,0,0,0,0,0.124518264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-26,55.016740325,14.109347443,0.665437782,3.242455438,0,9.065418952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-27,39.813825450,17.775818108,1.873479295,3.104056380,0.046949520,10.567986892,0,0,0,0,0,0,0,0,0.070791710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-28,55.412688653,23.812136645,2.022023465,7.255086851,0,8.269706526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545970775,0,0,0,0,0,0,0,0,0,0
2011-11-29,83.411019081,7.228754340,5.770441503,13.664756026,0,5.793711994,0.088703968,0,0.019734083,0,0,0,0,0,0,0,0,0,0,0,0,0.135214580,0,0,0,0,0,0,0,0,0,0
2011-11-30,66.766934834,20.292801626,8.696589782,8.007462924,0,3.191750028,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,55.392187156,14.115552949,5.949196589,6.614899783,5.419197864,2.659301686,2.652606291,0.748824221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-02,60.728224034,6.999967333,2.677489459,3.342682441,9.937536743,0.221662866,2.643971664,3.822077661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
