Day,[1] XSEDE Utilization (%),[2] XSEDE Utilization (%),[8] XSEDE Utilization (%),[32] XSEDE Utilization (%),[3] XSEDE Utilization (%),[16] XSEDE Utilization (%),[4] XSEDE Utilization (%),[6] XSEDE Utilization (%),[20] XSEDE Utilization (%),[5] XSEDE Utilization (%),[28] XSEDE Utilization (%),[7] XSEDE Utilization (%),[24] XSEDE Utilization (%),[12] XSEDE Utilization (%),[10] XSEDE Utilization (%),[18] XSEDE Utilization (%),[9] XSEDE Utilization (%),[26] XSEDE Utilization (%),[22] XSEDE Utilization (%),[25] XSEDE Utilization (%),[23] XSEDE Utilization (%),[15] XSEDE Utilization (%),[13] XSEDE Utilization (%),[14] XSEDE Utilization (%),[30] XSEDE Utilization (%),[11] XSEDE Utilization (%)
2011-04-11,26.066477440,4.119319116,10.447326768,2.258638703,0,0,3.502616912,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-12,32.547974307,7.982977787,11.863078933,11.874550873,0,1.292377071,3.324729307,2.361662315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-13,38.553036702,9.642214139,19.780358119,1.489319989,0,2.112237861,4.150183314,3.023374750,0,0,0,0,0,0,0,0.272725603,0,0,0,0,0,0,0,0,0,0
2011-04-14,28.995551158,9.136149519,14.026063081,0,0.107243901,4.064112620,2.100245318,2.213189565,0,0,0,0,0,0,0,0,0,0,0,0.592865123,0,0,0,0,0,0
2011-04-15,29.208918123,8.864444513,15.090632980,0,0.851980453,5.803449028,2.653290172,2.645502646,0,0,0,0,0,0,0,2.945785567,0,0,2.280327347,0,0,0,0,0.095021713,0,0
2011-04-16,27.041027452,8.226094542,9.501722849,5.471291359,0.977504042,0.982020399,6.562642896,1.591772016,0,0,0,0,0,0,0,4.035310112,0,0,0,0,0,0,0,0,0,0
2011-04-17,28.483257953,5.595472849,8.716196355,11.715167549,1.129926675,4.348422516,7.054673721,1.690672134,0,0,0,0,0,0,0,0.595238095,0,0,0,0,0,0,0,0,0,0
2011-04-18,26.456180934,5.978723683,11.587179072,3.398164453,1.671963815,0,6.128747795,2.645502646,0,0,0.100880227,0,0,0,0,2.530313051,0,1.948322907,0,0,0,0,0,0,0,0
2011-04-19,16.552136611,3.238770909,12.510410581,0.975896531,2.069493416,0,3.129102998,0.955167284,0,0,0,0,0,0,0,1.320179306,0,1.877337263,0,0,0,0,0,0,0,0
2011-04-20,17.360743680,5.318981022,10.311418088,12.728787065,2.010934113,0,0.331443073,1.272045855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-21,26.053081023,7.224937077,9.756842368,4.883891828,1.880848295,0,0,1.729681070,0,0,12.074902803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-22,36.812456769,2.962411874,10.040009151,0,1.288564918,0,1.034481325,2.645502646,0,0,12.345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,51.938824474,2.148909534,9.517889810,0,0.536571605,0,3.816852047,2.526975573,0,0,12.345679012,0.942108215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-24,31.031168189,0.643106135,5.496317538,0.037722927,0.864396575,0,1.423162042,2.645502646,0,0,12.345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,22.711282885,1.400646678,4.274487204,1.689529022,0.547931364,0,0,1.066988800,0,0,0.471679228,0,0,0,1.448596414,0,0,0,0,0,0,0,0,0,0,0
2011-04-26,42.506586601,5.600994532,13.469160317,2.703475093,0.509427703,0,0.274328003,2.020502646,0,0,0,0,0,0,0.314459612,0,0,0,0,0,0,0,0,0,0,0
2011-04-27,50.147787492,13.522458182,23.239026044,0.054216499,0.792533230,0,0.714285714,2.129568372,0,0.382944660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-28,36.519687753,13.036581825,37.453213700,0.295087850,0.721420017,0.100594434,0,2.639409435,0,0.367048163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-29,61.460380211,11.264411502,25.273368664,0.886406663,0.685243343,3.529623085,0.003327317,1.793767166,0,0.062157084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,70.115394954,8.011206069,5.158403547,0,0.529100529,0,0,1.586413610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,62.908311173,11.972417650,3.527336861,0,0,0,0.992961631,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-02,51.712662760,12.723479697,4.971544484,0.082794416,0.008665227,0,6.600182108,1.059854497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-03,53.748424697,16.710074554,12.307017127,2.189398412,0.147324471,0,6.017191691,3.477274397,0,0.064683114,0,0,0,2.106052793,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-04,57.822170036,19.120155997,21.025050694,0.174407231,0.031384744,0,5.431261827,2.804324662,0,0,0,0,0,5.291005291,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-05,52.430402727,16.636145673,13.376159474,0.340812619,1.011965962,0,1.201254145,2.098122428,0,0.110739604,0,0.040402073,0,3.627951676,0,0,0,0,0,0,0,0,0.085846159,0,0,0.036151127
2011-05-06,53.771404746,19.460595445,9.417499472,0.040825652,0.575703056,0,4.043413973,2.490814227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-07,34.759597640,20.521024053,6.441717303,0,0.650429263,0,1.242733078,0.336903556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,19.910810105,24.784707869,3.550321732,0,0.359087198,0,0.681421085,4.621484892,0,0.134112287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-09,20.931434979,23.257683440,7.643992103,0,0.421045238,0,1.863283030,5.291005291,0,0.688984019,0,1.782657490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-10,23.729321964,25.383444768,12.574629354,0,0.404373060,0,1.976431431,4.881227954,0,0,0,2.135595330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-11,33.852467413,32.485517021,12.212138253,0.339996119,0.818712625,3.332108583,2.327491067,4.943599353,3.946003959,0,0,4.459269249,0,0,0,0.014880952,0,0,0,0,0,0,0,0,0,0
2011-05-12,52.321668205,32.236164159,11.987719655,0,0.505355306,12.632193494,5.852378484,1.090473722,1.263962375,0,0,4.150127166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-13,46.512076364,25.759347041,7.947040975,0,0.217656893,5.633940800,15.092306743,0,1.118214756,0,0,5.424561322,0,0,0,0,0,0,0,0,0,0.055956687,0,0,0,0
2011-05-14,70.726160221,14.949304809,9.549815481,0,0.100002469,0.163710915,15.530141622,0,0,0,0,3.838948883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,37.258745487,14.921553555,14.090159396,0,0.088152821,19.658860769,13.199894708,1.999222252,0,0,0,3.693022716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-16,37.380975977,14.177495660,15.174897062,0,0,35.273368607,12.938977933,4.132158760,0,0,0,4.386931286,0,4.197224691,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-17,44.383677226,12.933956301,12.237654378,0,0,33.636259691,15.827025807,3.893451118,0,0,0,0,0,5.291005291,0.154831315,0,0,0,0,0,0,0,0,0,0,0
2011-05-18,39.162100074,10.817248011,16.335488947,0,1.231965285,21.488911738,13.798990771,3.993422986,0,0,0,0,0,1.536289947,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-19,40.477202232,8.668348639,19.361772429,0,1.322751323,10.366451088,12.349230864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-20,48.867088581,7.305210572,14.030145640,0,1.322751323,0.390129944,12.954358994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-21,26.866121147,6.033154498,12.489834449,1.518877797,0.841370885,0,6.634149087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-22,11.947226069,1.250581804,12.742096159,0.613201391,0,0,4.433176601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-23,1.295467051,0.117394180,4.137231374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-24,9.522422644,4.740165137,1.177044523,0.720981109,0,0,0.793120028,0.274532157,0,0.094868598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-25,59.809038341,23.180553431,6.358596219,0.856685578,0.007149574,0,3.302387440,1.575115109,0,0.390012596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049756290,0
2011-05-26,60.626057168,32.102317341,5.312234646,0,0.003582451,0,2.737074641,3.832335127,0,0.736367279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-27,60.137072173,34.758250834,2.427575289,0,0.087479217,0,1.501159474,5.291005291,1.463191574,1.814726000,0,0,0.014942210,0.008818342,0.076037763,0,0,0,0,0,0,0,0,0,0,0
2011-05-28,42.726488095,33.177236391,7.530578463,0,0.251981027,0,1.955773603,5.291005291,1.202111522,1.135310514,0,0,0.006858672,0,0.001735078,0,0,0,0,0,0,0,0,0,0,0
2011-05-29,26.365290580,29.224496218,6.384847149,0,0.589374472,0,2.258618322,5.291005291,0,0.697047061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-30,29.774662021,22.909022151,4.915245972,0,1.322751323,0,3.252743503,5.291005291,0,0.800208460,0,0,0,0,0.006481080,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,25.775481162,16.821426562,5.879098864,0.123456790,1.317745076,0.077242132,5.740026260,5.291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,19.817810582,10.445959006,6.751175779,0,0.410083510,0.018943131,2.994133391,5.291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-02,28.169403051,9.773550313,10.172406741,1.664217108,0.862329776,0,1.803718401,4.781960347,1.400830394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-03,28.294806134,5.041233845,8.592412953,5.122476955,1.321924603,0,1.763668430,1.542750588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-04,31.964484644,2.782411541,6.148956496,10.041478818,1.322751323,0,1.763668430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-05,18.703739356,5.590150153,6.463640701,8.969886969,2.115146708,0,1.330778655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-06,36.399486343,10.081161472,6.272617383,15.145012757,2.645502646,0,0.705651088,0,0,0,0,1.364061811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-07,58.393332162,9.749993800,2.657097101,8.761676094,2.384014286,0.012574290,0.277696082,0,0,0,0,5.060120885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-08,64.459930912,8.231024260,1.885696373,11.488013600,2.163754777,0,1.367353361,0,0,0,0,0.244805962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-09,57.423319463,8.994249591,5.481906094,11.217094551,1.944735346,0,0.195187459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-10,62.785659516,6.106161013,6.472214070,11.685609798,0.695332364,0.162077856,0.068913736,0.251230894,7.659199609,0,0,0,0,0,0.070985588,0,0,0,0,0,0,0,0,0,0,0
2011-06-11,54.113122164,5.067352098,10.015228002,13.494513051,0.417784288,6.923296728,0,0.806388418,0.274858769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-12,59.199708294,4.889178700,14.293552850,14.951989007,0.539373324,4.297227102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-13,60.222743802,8.809768783,14.548590673,14.996897218,1.112672693,6.974982030,0.063769646,0,3.053963374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-14,70.381714398,12.873105607,10.998309875,8.844960455,2.029428174,1.766199628,0.404276092,0.560454615,8.641056789,0.261564888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-15,53.997991531,19.510847365,14.154337292,24.173688616,0.879706159,0,0.422984469,2.645502646,0.236482618,0.605163840,0,0,0,0.021066020,0,0,0.010242137,0,0,0,0,0,0,0,0,0
2011-06-16,51.675303131,23.762962217,11.262492594,24.005650341,1.184046149,0,0.292526111,5.160291740,4.401720438,0.011711861,0,0.006572937,0,0,0.007603753,0,0,0,0,0,0,0,0,0,0,0
2011-06-17,72.881410177,19.052222153,6.043299725,17.263211208,1.456358450,0.086876975,1.086666736,5.383628484,9.267832628,0.942741000,0,0,0,0,0.007246542,0,0,0,0,0,0,0,0,0,0,0
2011-06-18,62.241012295,19.524850559,6.826744149,15.727186673,0.152177660,3.990463158,0.006593318,2.719846207,0,0.291316574,0,0,0,0.047949735,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-19,40.428175579,14.878594680,10.504156046,21.961591183,0.000566475,10.743353576,5.839273428,3.223777718,0,0.671428973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-20,25.867288256,8.112609368,13.133777523,16.503527394,0.281727660,8.897707231,7.137570214,5.291005291,2.551093337,1.343725485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-21,30.985212800,8.592331315,4.872828081,7.103664549,1.013160170,0.035599980,1.861323417,5.221438389,4.134618538,0.015717891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-22,31.382510058,8.088930512,4.438402215,3.202201256,0.653093194,0.499706055,1.781100961,0.926079041,0,0.329284474,0,0.014503302,2.473912404,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-23,82.585378948,14.661069144,1.520551617,0,0.959392797,0,1.788674114,5.291005291,0,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-24,75.206531429,14.723426592,0.713346699,0,0.802331292,0,1.910824515,5.296424897,0,1.204305889,0,0,3.557343739,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-25,56.989084029,11.986658181,0.282799295,0,1.308115343,0,2.370398961,2.759620547,0,1.231531487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-26,72.559009693,9.937095022,0.004449990,0,0,0,1.766607878,1.148803438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-27,22.917734742,5.983816677,0,0,0,0,1.763668430,1.417517901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-28,20.961706464,8.720932138,2.606840703,0,0.943593210,0.043438487,2.694513854,0.061483365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-29,20.755546542,10.863391364,3.958210818,7.687961355,0.000199044,6.073714853,3.575735666,0.042805703,0,0.032813591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-30,22.065741200,11.997088971,0.725798588,1.269841212,0.001729968,1.273842191,4.946926670,0.984133185,0,3.304377710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
