title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[102] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[95] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[98] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[22] XSEDE Utilization (%)"
2013-08-11,18.153752675,29.576052862,10.000061258,2.107175524,13.388366333,7.114197531,0.492893254,0,0,1.304175680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,24.452577183,34.173801084,9.321314209,5.003143601,12.247534137,8.430825043,1.355942564,0.035089653,1.471356693,3.015485147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,29.024774834,28.390372678,5.124498457,3.789070078,14.109347443,17.769449324,1.434205350,0.089096258,2.608096111,5.110300696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,33.325868687,16.984017042,7.104583069,3.787069704,12.976517088,13.847328375,8.742544252,0,0.647852137,3.519503463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,47.439759183,9.265237590,11.555927120,4.447424711,15.331177719,12.687716382,14.753469179,0,3.679667578,0.932304871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,45.064279399,7.886356256,11.712534332,2.335023516,20.055849500,1.744317049,10.553611214,0.001010435,5.010022654,1.591792397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-17,42.993674677,5.610824745,12.869941739,1.215257339,28.059311503,0.013145875,13.652156188,2.558850205,3.294069263,3.132807907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-18,31.787135153,4.803961652,19.753739586,1.735498765,7.627049461,0,10.953437316,2.668803909,1.132860955,2.092059818,0,0,0.285264183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,45.057979911,7.730297550,17.633122290,8.208488458,2.634561356,1.829887635,3.057438696,1.787061494,7.374542778,0,0,0,3.830283657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,39.782349422,19.136000824,16.339816365,15.905349852,14.115226337,5.704487595,3.188289976,4.371141975,5.648689075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,50.400151450,17.179803069,10.563067509,35.260263609,4.546998491,2.692942111,1.872183010,3.365544797,0.111402989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22,40.009466398,8.477845925,8.009295715,22.610106819,32.575445797,7.054673721,1.420579863,0.353560406,1.577860679,0.018473623,0,0,0,0,0,0,1.494831453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,30.582223175,8.184002115,12.491029863,4.410926534,59.023940191,7.054673721,0.661375661,2.222865226,0.148503351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24,25.141497821,10.849606792,14.758741928,0.832312679,58.559997394,7.064635176,0.939750514,2.645502646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25,25.145428413,11.506357014,17.790760375,3.554690083,27.376706487,6.579952969,1.331738052,5.008604027,0,0,0,0,0,0,0,0,3.258132452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-26,37.820771272,19.006058477,16.764015366,3.111935821,7.458521125,12.712130100,2.008178381,2.365122251,0.001888193,0.000280683,0,0,0,0,0,0,0.004041740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-27,52.604420653,16.336499325,29.467939528,7.820154792,0,14.139721751,0.926997619,2.329267136,0,0.105457784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,49.515146479,13.042767007,19.157399198,9.249991848,5.694036194,13.029100587,1.251132950,7.863266725,0,1.980427184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-29,43.179642317,8.832784254,17.092996307,11.675689163,14.109347443,14.256728062,1.481512082,7.936507937,1.378529404,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,38.090844196,7.983784068,14.823163649,6.681608819,37.694983305,10.369553870,1.872841343,3.129072340,0.001888193,2.286364409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,24.686732873,7.212903715,11.151365178,6.315321008,66.838624339,0.963403880,0.090357407,0,0,0.802785528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,35.893213034,4.341972094,13.983114540,3.205181637,55.319909876,7.012704958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,40.809897269,9.674884948,12.003396727,5.337791476,15.630348187,7.015481070,1.012073149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,46.335948695,9.511082061,12.961309524,7.226182266,2.323633157,1.351410935,0.508049837,0,0,0.073562714,0,0,0,0,0,0,0.006246326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,43.662806001,7.488732214,11.160938878,5.372248344,0.088673310,1.570971292,0.021035420,0,0.174988977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,31.718256552,8.701080706,6.794961259,0.899879150,0,0,0,0,0.225255594,0.044168240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-06,73.387531691,14.325266789,17.046478060,8.279892572,4.668658946,0.282595199,0.001760626,0,1.873489457,0.324155713,2.760630982,0,0,0,0,0,0,0,0,0.829245664,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-07,53.456839899,14.329285450,13.083541621,9.198837253,0,13.423558063,0.597825440,0,0.644535097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-08,33.314212286,11.468347089,8.264068700,5.614140349,0,7.054673721,1.066590712,0,2.565433362,0,0,0,0,0,0,0,0,0,0,1.126022664,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-09,40.358730561,14.307260033,12.943693220,7.674407231,13.418250696,6.921990339,0.190405804,0,1.873030111,0.024367789,0,0,0,0,0,0,0,0,0,0.560025984,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-10,43.523664848,13.760818831,14.938986201,4.391085322,5.415115304,7.054673721,0.372728014,0.651669399,3.383222300,0.145517917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,55.275318976,15.228082803,17.073384682,3.817974721,0.339832784,0.776830610,1.375860420,2.645502646,10.017953077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-12,50.152929400,18.027528786,18.172970174,4.499559140,0,1.475112698,1.093734729,1.920316461,12.247136048,0,0,0,0,7.362499196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,57.197621976,18.152465461,17.103747508,3.814259592,0,6.872509622,4.693899498,2.674009142,4.113133991,0.026970463,0,0.016105703,0.027970679,1.865018107,0.026220273,0,0,0.019749412,0,0.018601190,0.000617514,0,0,0,0,0.016360895,0.019586135,0.018391984,0.016121032,0,0,0,0
2013-09-14,46.552575174,10.152106183,12.747199373,0.000489889,0.040499040,4.627914933,9.503616094,1.950843885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-15,48.314643385,6.887599895,10.912494316,0.002898628,0,7.054673721,8.194122885,0.710703263,9.342849794,0,0,0,0,0.020106624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-16,67.772049357,10.006516789,12.434974946,2.795618616,0,2.932588654,9.441198824,2.645502646,7.412459583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-17,66.008616427,6.520270934,12.947546136,2.616393964,0,0,5.351202647,1.935871075,14.257442600,0.028986224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-18,71.122766537,22.011917794,11.250654544,0.117516638,0,0,7.994408907,1.178335641,7.656546012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-19,68.733577503,17.692386487,14.338930512,1.208990633,0,0.245219322,10.612415433,0.374756577,9.718445894,0.016279257,1.928553057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,63.164704011,13.838154142,12.259046953,0.023556398,0,0.389925848,7.190561905,0,15.983449304,9.718088567,3.633279424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-21,77.053718516,16.587959978,12.186049394,2.300076759,0.035273369,2.393036725,1.032144120,0,3.332649510,1.436323188,8.798898913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-22,74.135053082,18.640570459,11.994786213,4.480207702,0.627653655,2.362213404,0.080253057,0,0,0.853179713,9.987231775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-23,67.070775693,25.489553307,16.696653106,4.306494571,0.926211661,3.027059221,1.248116917,0,0,1.105431261,3.315451676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-24,63.764278480,26.168924070,11.519658588,3.657489046,0.857216343,3.695252792,0.597840712,1.763913403,0,0,8.274697501,0,0,0,0,0,0,0,0,0.010793283,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-25,63.693044188,24.439831120,15.906554164,6.192190887,0,0,4.007523206,2.651014109,0,0,5.518047001,0.763031569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-26,64.401576795,25.882370033,11.603203251,5.851296572,9.163400608,0,2.392358011,0.872272400,0.006379003,0.003215021,5.518965579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-27,62.130562445,26.646580366,16.523756419,3.300468704,4.949049560,2.775001608,1.248759921,0.000367431,0.921026866,0,5.514219577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-28,67.981699644,17.906143732,11.333712935,5.256058534,0,0,0.792624111,0,1.309278894,0,6.001218665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-29,39.424308828,13.531899032,9.498770484,10.475006545,0,0,1.347595968,0,0.870556153,0,16.169563228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,39.450283381,17.089528506,8.906750108,7.418144543,0.302436469,0,0.918765845,0,0,0.284580359,0.118037184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,45.848060137,10.147676516,11.839218773,6.970981167,0.265040153,0,0.900741579,0,0,0.475210641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,44.873453460,16.483982021,7.739238408,5.801815970,0.106146717,1.507038312,0.084646899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,48.725711840,21.886745159,8.353746130,6.210235822,0.096511875,0.002367863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-04,70.025933676,10.057517063,11.136887424,3.722034373,0,0.596217873,0,0,0,0,0,0.441590712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-05,51.933460786,8.572163376,10.252200509,2.214669450,0.001959612,2.078556731,0.374764213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-06,44.496077905,9.315363952,11.018653779,1.082206526,0,0.590828924,0.516852851,0,0,0.618330095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-07,49.237878569,14.094804469,9.488529840,3.616949187,0,0.078711856,0,0,0,1.357427616,0,0.442141858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-08,65.101103498,19.453927435,8.971192210,4.481677483,0,3.304755360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,49.229445685,23.262758465,9.003307912,5.181388418,0,5.068056417,0.019060537,0,0,0.013166256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-10,65.074148594,20.546249851,11.165816351,7.437128493,0,0,0.003643709,0,0,0.406546988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,71.522641553,18.472609977,7.355441422,4.564226925,0,2.691064080,0.001347266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-12,51.946751853,13.306028565,11.687222417,9.187671429,0,4.169524475,0.004347913,0.056293460,0,0.953636303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-13,54.539366090,13.827966775,6.172492456,11.910334626,0,12.891518087,0.017728542,0,2.647033627,2.196190775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-14,69.656579999,7.535947030,10.218029319,17.748240408,0,2.245656163,0.068479938,0,10.810481197,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-15,47.931573511,6.011044801,13.150801861,11.954283498,0,5.824025102,0.013304042,1.761953734,10.270000471,0.789593725,0,0,0,0.071342857,0,0,0,0,0,0,0.716622977,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-16,50.323279505,10.663682381,8.800093121,23.831283873,0,0,1.293280320,5.280717225,3.476968224,0,0,0,0,0,0,0,0,0,0,0,1.768934921,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-17,50.759733877,25.236666334,6.923072193,8.651161082,0,9.552550774,1.482629703,1.645876219,2.141356819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-18,45.958154498,26.492065616,8.191096747,13.219103136,0.086060475,4.413253635,2.616001043,0,4.409171076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-19,57.810588211,19.251359380,7.792209661,10.313541093,0,0,1.976502792,0,4.409171076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-20,62.813496656,8.768126573,1.240773408,5.647535744,0,0.631327964,0.005434935,0,2.602788801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-21,53.964671976,26.163786410,1.960407309,6.554600178,0,1.648458455,0.457987317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-22,59.275799047,21.515417918,7.226121066,12.683511308,0,1.337285283,1.573538256,0.380413463,9.152398118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-23,59.843510883,14.687234876,12.404978345,8.705132551,0,0,1.109534201,0.989124045,9.166687048,0,0,2.224549266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-24,71.890516263,17.347965179,9.508663217,3.980542466,0.554249109,2.941978581,1.751160450,0,4.732459307,0,0,4.715669723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-25,65.665484630,13.765146364,14.394575916,5.588052869,0,0,4.572448192,0,0,0,0,4.776479541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-26,46.863147884,13.480673019,13.572041033,4.532260378,0,0,6.705568416,1.333468077,0,0,0,6.993496473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-27,36.503991563,11.346624228,12.841833216,4.135434981,0,0,3.933348031,42.854142210,0.889795238,0,0,2.307098765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-28,33.685078515,9.636998801,17.881597509,7.464767451,0,0,2.304603278,38.926887389,4.398505360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-29,43.293410701,14.736735801,19.355669000,9.738470821,0,0,0.975774074,12.320479394,3.721769077,0,0,0,0,0,0,0,0,0,0,3.137018034,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-30,42.966005635,13.556813030,8.225778092,4.502784265,3.663694552,0.225929198,2.622277968,0.051226014,4.003415041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,48.882976523,8.315890641,3.462505684,3.705540858,0,0.108841192,3.445078263,0,3.801940437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,48.102705153,5.308580775,3.582288222,13.716931160,0,0,2.169587743,0,3.768310289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-02,40.695068158,9.486821458,14.166299236,11.257307742,0,0,0.523665594,0,1.922276131,0,0,0,0,0,0,0,0,0,0,0.736163183,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-03,45.686216270,4.389741402,13.524377811,8.306643188,0,0,0,0,3.595483025,0,0,0,0,0,0,0,0,0,0,1.780276290,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-04,60.657098076,5.140715997,2.112217480,8.955802136,2.400222066,2.302567194,1.195329321,0,4.102570409,1.345639226,0,1.778671841,0,20.929885970,0,0,0,0,0,0.639406335,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-05,51.765510407,7.993520987,2.179641054,3.375628709,0,8.265399432,3.046829071,0,3.614907878,4.409171076,0,5.224500294,0,6.699184361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005429825,0,0
2013-11-06,43.538213046,11.830877574,1.488845429,0,0,6.809964727,1.948113013,0.007107492,2.185805742,4.121222580,0,2.627437273,0,5.520853714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-07,51.677746833,8.261214853,4.375096910,0,0,4.302534470,0.002357701,0,4.409171076,3.622894391,0,5.291005291,0,2.959247834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-08,54.357665241,9.145110643,6.499669370,1.549211287,0,0,0.009430746,5.127651646,2.722663139,2.434561586,0,3.275462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-09,42.723520115,24.789217051,5.068035921,7.054673721,0,0,0,5.517128424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-10,32.776802651,16.469580738,7.965922791,8.214040741,0,0,0.328207672,0.265909013,0,0,0,0,0,2.209076348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-11,41.576929816,10.846295493,11.296693064,10.461003408,0,0,0.008435582,0.017789800,0.016381276,0.009925745,0.106861141,0,0.014880952,0,0.011716970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-12,36.683005344,7.122301450,16.581851438,8.325454007,12.776797943,2.059327866,0.632654792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-13,55.057896263,5.951671696,16.506201488,6.992577838,0,7.001028807,3.056428204,4.814631099,0,0,0,0,1.881705614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-14,60.159010210,9.032921811,12.836219733,3.947881933,2.655790711,7.054673721,5.252494397,7.055286125,0,0,0,0,0.257155717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-15,38.497539706,7.633050756,5.229358535,1.140097277,0.358775858,6.151242720,2.986447942,4.894302352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-16,39.403307223,7.015348508,5.838395670,0,0,2.820073153,3.304490006,0,0,0.662600412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-17,26.243095169,7.804658909,3.830161141,0,0,7.054673721,2.489421090,0,0,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-18,21.067892221,7.125955435,5.857440935,3.412004370,0,8.062536743,2.876922927,2.916911582,0,0.645938510,0,0,3.180711714,0,0.256915854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-19,22.734677269,12.305527080,6.124481463,1.690427161,0,0.012655928,3.060944562,8.325219196,0,0,0,0,4.713403880,0,1.608581981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-20,40.975722404,12.575588751,3.750632785,11.592853928,0,6.881246383,1.792389300,5.407909582,0,0,0,0,10.009231702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-21,34.696638753,18.304668612,2.761059613,11.747950539,0,6.412118733,0.095593298,16.137413022,0,0.734096384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22,33.097011351,10.519266642,1.889942210,16.306461904,0,4.031697060,0.339238235,10.572457378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-23,38.113310530,16.916529913,4.014550265,16.163122968,0.541021596,7.054673721,1.298294259,4.089996062,0,0.138934818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-24,41.575914903,10.576376660,4.353788557,7.573526946,0,5.589849089,0.529735840,0.158423985,0,3.317901235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-25,53.525634335,6.119495655,6.609694493,5.716449481,0,7.054673721,0,8.204395737,4.217137380,1.474061444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,54.756408512,12.417879131,5.663131120,4.690949717,0,2.868574035,0,15.873015873,2.780227336,0.540710313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,42.121176250,17.950725504,3.772107056,1.224116558,0,0,0.254690830,11.128655938,4.409171076,0,0,0.447347149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-28,39.027777376,17.361274388,3.276715845,2.365520282,0,5.053889888,0.019098772,15.041948383,1.967031227,0,0,0,0,0,0,0,0,0,7.314447384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
