title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2012-08-01,2013-01-31
---------
Day,"[1] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[11] XSEDE Utilization (%)"
2012-09-04,15.209099484,6.396278327,13.079622281,10.322685989,6.974247168,1.209786752,0,4.200102881,1.738193239,3.642025084,0,4.469307232,0,1.577452429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,14.286533197,5.389617034,21.592370354,34.087138310,5.363185029,5.227817449,1.855373103,6.172839506,0,8.249557188,0,8.985523279,0,4.927427283,1.930191167,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-06,21.708941432,7.777430728,13.769951614,28.904729180,20.149733211,6.698673976,2.774103469,6.065957927,1.115275309,11.293196098,0,0.008205938,0,4.409171076,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,23.115805386,12.645803824,8.741172644,6.091351480,31.230158730,1.667156555,6.006454613,0,0,8.486032458,0,0.016656849,0,4.409171076,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-08,14.943876017,13.002283181,7.898810615,10.483539095,18.004033588,3.906729670,6.611031539,0,0,1.301520705,0,0,0,2.777292999,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-09,13.438537303,1.243365862,7.521678424,29.691521359,45.850510729,5.950992867,3.846297559,6.090177768,0.010582757,0,0,0,0,2.204585538,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-10,17.967436320,10.986858259,7.245646001,14.266117989,11.511814971,5.100267823,4.835605262,6.172839506,1.763802428,0.844080688,0,0,0,2.204585538,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-11,24.019729261,15.215294083,10.781351388,22.060389339,35.623264922,2.789617206,6.626371780,6.138760288,4.142791292,0.612080555,0,0,0,3.244236444,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-12,25.888469501,19.897683118,7.718956967,42.120647953,18.547137311,0,4.215565580,6.172839506,0.000612404,2.784226937,0,0,0,4.409171076,2.392403997,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-13,27.747795127,15.934397333,11.563950606,29.487882932,26.369537508,0.021147659,3.203140329,5.765317793,0,4.689842372,0,2.722418166,0,2.264037928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-14,38.870176436,18.048946851,6.010533843,37.399242231,15.092061827,0.076099020,5.358735039,6.172839506,0,1.983992068,0,0,0,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-15,35.662498105,15.825887748,4.748988532,29.451793063,8.633095709,11.714759298,6.339867461,3.150219999,0,0.425025720,0,0,0,0.979968872,0,0.007042445,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-16,35.277570352,2.282093024,2.550664648,7.213077268,5.353652206,9.025654831,5.863983215,6.172839506,3.035469313,1.155998941,0,0,0,0,0,0,0,0,0,0.117577895,0,0,0,0,0,0,0,0
2012-09-17,41.387075847,10.366777757,6.119106465,0,11.653949423,0.422463923,4.103437948,6.167838369,3.520416931,4.153129134,0,0,0.189788291,0,0,0,0.000701678,0,0,3.968253968,0,0,0,0,0,0,0,0
2012-09-18,36.503924507,12.265783168,6.215395069,2.072473740,33.292915932,0.034048618,6.317699148,6.172839506,0,6.238747428,0,0,0,0,0,0,0,0,0,3.994387493,0,0,0,0,0,0,0,0
2012-09-19,41.207343337,12.891467106,16.834699947,2.600920989,9.841759730,0,1.700041623,6.106038498,3.175338036,4.330058605,0,0,0,0,0,2.808932877,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-20,41.950964506,14.712709895,16.359739388,2.439088105,4.188140995,0,4.477268312,6.172839506,1.900475249,3.512084631,0,0,0.017963296,0,0,5.192794048,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-21,57.585541019,13.994341621,12.893722672,2.735972291,2.922749715,0.103043936,13.342151675,6.084819362,3.982706232,4.041487544,0,0,0,0.191957167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-22,49.022119571,10.177999844,11.274251761,3.395551675,26.683405155,0,15.873015873,3.346193416,1.480073015,1.647146899,0,0,0,0.732106114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-23,50.257826508,9.216126945,7.926699598,9.296492240,35.403112484,0,10.747844386,1.883287634,2.964738860,2.979344239,0,0,0,0.656017313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-24,45.748299426,23.824323066,6.434520537,6.704879483,0,0.266591516,2.095550412,6.172839506,1.206643151,9.684510777,0,0,0,0,0,0,0,0,0,0,0,0,4.002772094,0,0,0,0,0
2012-09-25,34.354928914,18.249885637,4.890735172,14.333072056,21.573502547,0,0,5.730381256,5.291005291,6.632667824,0,0,0,0,0.000964506,0,0,0,0,0,0,0,1.164409033,0,0,0,0,0
2012-09-26,35.742489712,17.656117323,5.639676799,8.025344581,45.483130787,0.733228788,0.055727042,5.931998755,4.089322457,1.425425301,0,0,0,0,0,0,0,0,0,0,0,0,0.150320067,0,0,0,0,0
2012-09-27,43.302705038,14.883340739,3.943865741,0.335750225,8.711909699,1.432490711,0,6.221564923,1.519020636,0.384654248,0,0,0,0,0.008073261,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,41.786228861,12.791985126,7.002819975,0.323665824,7.163821144,8.034571116,0.083866108,4.259973683,5.291005291,0.002866708,0,0,0,0.328569993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-29,31.331403402,7.592960024,4.390750386,0.604546326,10.391354752,1.449065922,4.557398853,0,1.950017109,0.758515212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-30,27.298647338,5.416830001,1.185658884,0,12.176170842,0,5.208394591,0,2.556339389,6.306197813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,34.976085471,8.202941170,2.036179660,0,12.393363451,11.199539506,1.065396619,2.824717078,1.411240975,1.408278506,0,0,0,0.016126141,0.011252572,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-02,63.998927676,5.706121227,7.098434400,0,4.393902312,7.040303039,5.310724103,12.345679012,0,2.086376121,0,0,0,0.023347192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-03,68.096535012,4.488821890,10.227948231,0,0.041315483,20.776912191,4.970360553,9.985210905,0,4.666246418,0,0,0,0,2.568622834,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-04,52.635834045,9.581506455,9.645602541,0,8.008401825,15.402214460,0.072996296,3.444787361,0,7.581646194,0,0,0,0,2.238047242,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,45.872322060,9.896506938,3.659458820,0,16.263472429,7.026993944,0,2.943529943,0,4.076764702,0,0,0,0,1.310085175,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-06,44.171757480,5.509606252,3.352562257,0,19.221250597,45.814961730,0,1.391961013,0,3.926519958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-07,26.216740095,4.411253261,3.216888331,0,10.153790280,17.981742759,0,4.613411631,0,0.752865961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-08,38.528315203,4.326621633,2.452458630,0,15.211109504,12.230877230,0,6.141832412,0,1.330364032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-09,47.361515917,6.166062415,7.441875815,0,19.879564353,2.570791653,0,6.256787253,0,0.674297001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-10,36.743901565,25.121150128,8.684727734,2.020706799,12.877759751,2.639950362,0,9.358138997,2.205994004,3.117869544,0,0,0,1.243064799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-11,28.201351572,30.673010936,6.948190230,11.654745600,20.624632684,9.500375583,0.072720723,6.953089290,0,3.386982037,0,0,0,3.000175620,0,0,2.023931982,0,0,0,0,0,0,0,0,0,0,0
2012-10-12,22.952918837,21.595318586,4.926830208,0,36.571175389,11.898229844,0.073180011,6.172839506,0,3.245915374,0,0,0,0.952105379,0,0,0,0,7.855673076,0,0,0,0,0,0,0,0,0
2012-10-13,31.215953506,13.006222787,3.003002714,0,38.002441349,20.227725534,0,6.165552088,0,2.699204971,0,0,0,0.550610567,0,0,0,0,10.918669165,0,0,0,0,0,0,0,0,0
2012-10-14,29.281427802,6.301085644,5.611874564,0.527630748,40.815165884,20.240299881,0,6.689386126,0,0,0.165986919,0,0,0.000105235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,31.429276551,9.142783714,4.650624173,21.059180893,24.781133570,8.086746422,0,6.153049275,0,0.169156011,1.048647854,0,0,0.000038293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,38.889224227,15.606812169,5.887202725,33.237964628,19.192631862,5.716327023,0,6.172839506,0.009798177,0,0.042438272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,42.414328830,11.435083166,6.640528205,28.218694885,10.878404764,5.810144366,0,5.595493230,0,0.124467225,1.081349206,0,0,1.003111968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,56.624667934,6.735029199,6.280670205,13.333659945,19.005323615,8.241557299,0.775248647,6.972450833,0,0.129412271,0,0,0,0.878619195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,51.611070694,9.079748815,7.311262791,0.542001431,15.003102782,2.026748971,1.708216961,12.223579650,0,0,0.031323486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,45.429287919,5.739026101,7.031954204,0,4.902345013,2.520004547,1.150303762,11.547210797,0,0,3.567386831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-21,23.929375987,1.842176133,4.789104812,0,0.666887183,0,0,0.913637428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,14.150021701,1.929318519,2.367837221,0,0.946869489,0.831945248,0,0.727666343,0.622672957,0.155760111,0,0,0,0,0.363511641,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,71.285951566,13.508373349,12.765126844,0,5.662314677,3.620174426,0,6.172839506,6.635373781,1.324680335,0,0,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,56.367580364,8.566774485,10.218498827,0.521915188,7.621619636,10.776177386,0,6.107253086,4.668883481,1.521546723,0,0,0,0,3.086419753,0,0.032048129,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,46.539000209,5.759091906,6.908824026,0,5.518690005,8.995607191,0,6.172839506,3.705847032,0.373723178,0,0,0,0,3.086419753,3.062613272,0.008981677,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,50.594082697,5.789093617,7.855234283,0,0.847459043,2.817705233,0,6.171982186,5.291005291,0,0,0,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,34.848893918,5.291005291,8.769389617,0,0,2.918218029,0,6.172839506,3.948841387,0,0,0,0,0,2.955711312,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,31.179102596,6.225035078,2.991512920,0.470474916,0,4.613381030,0,6.163051548,10.497440270,0.115878527,1.137566138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,39.734034954,9.616555232,0.644034931,1.731987732,0.339383715,4.352586714,0,6.172839506,9.870419399,3.687708976,7.442497061,0,0.608761620,0,0,0.234849617,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,46.597701777,6.986244822,7.151471389,0.005878895,0.003388574,6.577340133,0.649066725,5.287994424,10.988940329,0.890606628,0.082580100,0,1.749328405,0.762444656,0,6.526797943,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,50.957938804,3.852416260,7.418216077,0,0.380780894,7.565974289,3.539951970,0,16.257654792,0.245156801,3.021935626,0,2.086293162,0.612231775,1.950481564,7.192996135,0.006021791,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,35.211035845,6.967000684,7.172823144,0,1.556273998,18.695701805,3.465822781,0,7.656892947,1.066827992,3.035714286,0,4.409171076,1.181137302,3.217842675,5.563210347,0,0,0,0,0,0,0,0,0,0,0,0.004827640
2012-11-02,37.019006972,9.939776981,3.725902732,0,3.286057202,18.945718224,0.990655026,0,5.300680953,0,0,0,3.446246865,0,3.141575211,6.663742548,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,38.055654762,21.804065394,4.050058330,0,0,14.125269488,0,0,2.771715168,0,0,0,4.409171076,0,3.086419753,5.057610126,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,28.424689705,30.237869819,3.556927304,0,5.859180886,8.007446594,0,0,0,0,0,0,4.246325672,0,3.086419753,6.107877701,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,35.415844196,19.711730117,2.983243083,0.006858730,8.798337547,6.155039545,0.363358583,0,0,0,0,0,4.409171076,0,1.931370047,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,57.018921315,18.028875994,4.959620490,23.525867137,3.930653556,12.340779953,1.325690770,0,1.252449501,0,0,0,2.429739055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,55.868965119,19.781613297,5.202945820,8.066333510,9.823551518,7.907113463,2.756191211,0,5.291005291,0.058237801,0,0.004164198,0.211885185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,37.394218417,20.523262454,3.596495570,33.389836057,7.386872152,4.076033744,1.582249412,0,4.265321869,0.006583099,0,0.795365490,4.409171076,0.039600901,0.432313081,0,0,0,0,0.019152337,0,0.070322202,0,0,0,0,0,0.044515290
2012-11-09,50.433084858,18.621613550,5.756213601,17.088150755,0,5.799284715,2.423206937,0,0,0.596152883,0,6.422570076,4.154572046,0,3.086419753,0.060932276,0,0.082947531,0,0,0,0,0,0,0,0.146992808,0.184608548,0
2012-11-10,33.173104860,18.070579404,9.025858927,11.919785753,0,7.631295355,0,0,1.953079071,1.472758844,0,10.011022928,0,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,32.251184505,16.280353813,7.631530051,0,0,9.320007819,0,0,5.291005291,2.294728572,0,0,0.655404909,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,39.337871737,24.681947602,5.713469214,0.069403625,4.005691103,5.432588654,2.308813462,0,3.340743209,0.736155490,0,5.278512640,4.409171076,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,48.844257858,34.193963684,5.203536293,0,2.349189987,4.658289242,5.653690212,0,3.479264667,0.615171280,0,10.582010582,3.711154399,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,43.881658997,36.103389895,3.148311368,0,5.974222654,11.840992259,2.895692504,0,2.353823693,2.256998066,0,7.029076015,3.422619048,0,3.086419753,0,0,0,0,0.011344430,0,0,0,0,0,0,0,0
2012-11-15,37.579618894,30.848586826,3.484561758,0.002122947,2.602809182,15.780504862,0.936428307,0,4.675803411,3.160346108,0,10.582010582,4.409171076,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,43.221682041,29.704662182,4.531260104,4.006466784,3.674962453,14.251012502,1.571563315,0,3.269094179,2.532452590,0,6.302052733,3.058556261,0,3.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,44.492264029,31.472586610,4.930129451,0,7.222018068,5.431853792,1.827509553,0,0,2.430907658,0,10.582010582,4.409171076,0,0.034615036,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,56.193604463,22.839342896,5.683564356,0,6.343858162,0.099941211,0.627173985,0,3.032591123,0.074699453,0,5.444346444,3.531572535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,45.335385550,38.357878408,6.436461032,0.010614677,7.256434175,1.553334665,0.536204174,0,6.278169723,1.465326003,0,0,0.348600088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,54.716528191,35.946375811,4.876145236,0.247076915,9.686663061,2.942795081,2.645502646,0,2.481567196,1.733730446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,37.355655164,30.591482090,6.380723713,8.198771977,5.397029493,4.808119420,2.957298384,0,0,3.042128998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,52.457291035,26.011439101,3.803450980,21.976778366,2.814480051,5.562495924,3.007605820,0,0,0,0,1.663604704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,43.488927641,22.477933764,3.838387575,14.075707132,0.080753164,0,3.065047559,0,0,0,0,3.280300823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,36.267578125,20.061775587,7.008356987,14.119308897,0.449776269,0,1.382581363,0,1.026846972,0.110458921,0,10.582010582,0.323900578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,54.614124217,30.445754967,13.027773702,14.111633667,0.059115559,0,1.438982010,0,5.291005291,1.614476147,0,4.840534979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,55.599538013,28.756968442,14.399690956,14.107387830,0.005225671,0.006777034,1.728885008,0,5.291005291,3.544877381,0,0,0,2.148016562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,43.796684223,19.347825498,11.833092436,14.703115814,0.190727307,0.016901822,0,0,5.291005291,3.803241602,0,3.978297061,0,1.087008676,0,0,0,0,0,0.012928976,0,0,0,0,0,0,0,0
2012-11-28,46.792075606,11.414282499,11.385877965,30.266346600,0.466861864,0.003021086,0,0,5.620514300,2.439259076,0,10.582010582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,52.882428707,10.064399962,9.829614071,17.638153970,0.018453185,0.596217930,0,0,2.097586610,2.439660953,0,3.823241212,0,0,0,0,0,0,0,0,0,1.613960768,0,0,0,0,0,0
2012-11-30,51.320628892,7.631093727,8.921651384,6.129074464,0.498032235,5.791119596,0,0,4.051599530,4.468315972,0.084784685,4.591416814,0,0.004337752,0,0,0,0,0,0.003954188,0,1.327032926,0,0,0,0,0,0
2012-12-01,40.927060541,5.058768624,13.124359522,28.708766098,0.153382029,0.037233038,0,0,0.236870487,4.551772510,1.720587155,0,0.079559014,0.603454253,0,0,0,0,0,0.005660733,0,0.038677214,0,0,0,0,0,0
2012-12-02,45.314276758,4.551713893,19.749261406,17.941080442,0.038906859,0,2.173052444,0,0,3.338718435,0,0,0,2.092774241,0,0,0,0,0,0.006794602,0.003302113,0,0,0,0,0,0,0
