title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-02-01,2015-07-31
---------
Day,"[1] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[113] XSEDE Utilization (%)","[63] XSEDE Utilization (%)","[53] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[93] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[118] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[87] XSEDE Utilization (%)","[69] XSEDE Utilization (%)","[100] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[59] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[45] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[88] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[37] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[81] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[79] XSEDE Utilization (%)","[74] XSEDE Utilization (%)","[85] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[90] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[70] XSEDE Utilization (%)","[61] XSEDE Utilization (%)","[29] XSEDE Utilization (%)"
2015-02-11,38.466084167,1.178842991,9.308869350,2.559486231,2.340321703,0.110575471,7.183444900,2.867647622,1.380775892,1.326286810,5.244928949,0.311641900,0.054875138,1.766798358,0,0,0,0.820952177,0,0,0,0,0,0,0,0,0,0.134741756,0.938801117,0,0,0,0,0,0,0.026890894,0,0,0,0,0,0,0,0,0.083241063,0,0,0,0,0,0,0,2.208054003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12,46.512692249,2.939185681,9.966015337,3.772170920,1.980373723,3.619566764,3.432413582,2.246571147,0.506811156,1.630222006,3.388039017,0.030414172,0,2.730834046,0,0,0,0.004261506,0,0.010255923,0,0,0,0,0,0,0,0.111459614,1.268435053,0,0.024331331,0,0,0,0,0.231319932,0,0,0.076182737,0,0,0,0,0,0,0,0,0,0.152866478,0,0.966726412,1.560477232,0.056562361,3.231638982,0,0,0,1.383997062,0,0,0.775241070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,39.561782145,1.157623850,9.332487517,3.303159303,1.158118920,1.136451789,3.607613274,1.553729767,0.624745536,1.363390923,3.727890615,0.019480395,0,0.748182180,0,0,14.323036895,0,0.011199016,0,0,0,0,0,0,0,0.535762034,0,0.548972428,0,0,0,0,0,0,0.032580285,0,0,0,0,0,0,0,0,0.014676607,0,0,0,3.264813072,3.058797005,0,2.493114444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,47.842920654,0.671657582,6.208606563,1.107051463,1.854449694,1.049264590,4.961137215,1.348434323,0.280897671,0.393291492,1.291531560,0,0.020382210,0.473666474,0,0,20.055608957,0,0.071872592,0,0.222543450,0.088678476,0,0,0,0,0,0.053519465,1.834795467,0,0,3.925525141,0,0,0,0,0,0,0,0,0,0,0,0,0.102515135,0,0,0,1.145621755,2.139953716,0,0.269091554,0.059745237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,48.394226462,0.415424284,6.518565716,0.651590775,0.298506634,2.796828595,6.355873567,3.201319103,0.869592724,0.725047378,2.087807595,0.488763055,1.418584316,0.011213737,0,0.267208352,16.296325767,0,0.222617120,0,0,0.142698946,0,0,0,0,0,0.130438972,4.204564642,0,0,1.334774480,0,0,0,0.024119139,0,0,0,0,0,0,0,0,0.165023275,0,0,0.206763181,0.562934380,0,0,0,0.153772703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,35.115408834,0.418819319,18.076072132,1.426473738,0.742329269,0,3.352558767,3.117229306,0.756693423,1.890363179,5.556187710,1.279781443,0.455257382,0.273830492,0,0.425842302,2.097963324,0,0.061889269,1.227529226,0,0.253303892,0,0,0,0,0,0.111695379,0.193772305,0,0,2.695038460,0,0,0,0,0,0.214611324,0,0,0,0,0,0,0.114185681,1.129526116,0,0,0.092524452,0,0,0,0.099199639,0,0,0,0.215585351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17,30.777455722,0,38.755076986,3.758799956,1.056868116,0.128163812,0.218463234,2.604061250,0.554205044,0,3.176377754,1.156489188,0,1.071752472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508526362,0,0.664432752,0,0,0,0.066015205,0,0,0,0,0,0,0,0,0,1.764229910,0,0,0,0,0.203505142,0,0,0,0.922973668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,35.917542123,0.202949631,12.499254677,5.130419145,2.348396759,4.138870676,3.165169919,1.745816408,0.415338811,0,3.453738885,0,0,0.409530062,0,18.560984868,0,0,0,0,1.570470867,0,0,0,0,0,0,0,0,0,0,5.233850750,0,3.084952588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576751875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,34.774506455,0.074880112,17.519852891,8.435647351,0.160181192,5.840601265,2.120597088,6.969614574,1.912519545,0.155813590,1.602763797,0.378482265,0,1.057709523,0,0,0,0,0.212560127,0,0,0.812429131,0,0,0,0,0,0.413302367,0.569749547,0.097396009,0,7.411972488,0,0,0,0,0,0.129204148,0,0,0,0,0,0,0.307501210,0,0,1.033913114,0.341886584,0,0,0,0.494141519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,25.290302572,0.145044859,14.158275909,28.690168394,1.225902412,5.752659591,1.930284702,4.589848847,0.778849788,0.048656760,0.686228093,0,0,0.441815632,0,0,0,0,0.108158839,0.448714814,0,0.201493730,0,0,0,0,0,0.085583991,0.129672727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080367622,0,0,1.112754116,0.062353439,0,0,0,0.102050966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,22.509846758,0.379681746,12.239708899,15.297739627,2.216319136,12.222244326,7.416455072,5.265290471,0.344497736,0.005658457,4.308685936,0,0,2.411139204,0,0,0,0,0.007478300,3.055561081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010123303,0,0,0,0.007065687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22,30.438926774,0.353464295,14.892488777,9.738162751,1.836861386,7.767207988,7.914280405,6.720289310,0,0.006513093,4.373802277,0,0.008870808,2.701952396,0,0,0.811043983,0,0,2.619400956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093841798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179780912,0,0,0,0,0,0,0,0,0,0
2015-02-23,46.906600324,2.099849510,13.984632245,6.470200687,0.845454422,0.690707693,6.894887737,6.706779758,0.223933007,0.077096322,3.582486224,0,6.529564278,1.380174660,0,0,0,0,0,1.663547879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,49.337987726,0.374306232,13.459581551,8.206648266,2.321153660,0,1.536904786,10.834589906,0.219698058,0.274640965,0.471940958,0,10.694463785,0.510608493,0,0,0,1.288216064,0,2.732180867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782510096,0.005298892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-25,51.080923896,0,7.598220872,8.713907312,3.708557627,0.632284211,1.670703482,7.748605801,0.170637504,0.569410637,3.758578846,0,8.060044361,0.222425584,0,0,0,0.168144284,0,1.766531627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937655414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,33.461443534,0.384302818,4.567044169,4.025038659,5.212160046,0.105907252,2.288794419,9.659507384,0.245298063,0,1.098569695,0,7.129642523,0.066427785,0,0,0,0,0,3.055561081,0.061239432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008169382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,33.936005159,0.441736060,7.946898983,5.031923717,6.946709669,0.155324355,0.760542349,10.300892333,0.125595397,0,3.202026431,0,6.720389504,1.050702786,0,0,0,4.436805520,0,3.049230705,0.794431160,0,0,0,0,0,0,0,0,0,0,0,1.454627438,0,0,0.418534949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122965114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,38.253801084,0,8.202330694,3.576857275,9.114802363,0,3.608603480,5.428421758,0,2.173757021,0,0,7.129642523,0.293878169,0,0,0,4.211086554,0,3.055561081,0.891205315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103540718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,32.305101587,0,6.370497092,7.847428236,8.188326039,0,6.626936714,5.499337962,0,0.036691500,0,1.164520082,2.925546493,0.585560816,0,0,0,0,0,1.181518994,0.474164561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214154515,0,0,0,0,0,0,0,0.013978131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,26.110926714,0,14.583242853,12.077308514,7.300032525,0,3.615110704,5.342979205,0,0.001473539,0,1.273150451,4.440182916,1.008227602,0,0,0,0,0,1.930202179,0.243534219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222675,0,0,0,0,0,0,0,0.406668424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,25.341171232,0,9.639057371,4.902943630,7.243707421,0.006271460,4.836509943,7.007402375,1.015072245,0,0,0.109013507,7.129642523,2.414248377,0,0,0,0,0,3.060052484,0.891205315,0,0,0,0,0,0,0,0,0,0,0,0,0.003467279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,58.943302101,0.059979543,9.496971493,5.533014548,3.862750237,0.025368683,6.232000703,7.849644479,1.189736982,0,0,0,6.842888957,1.561576485,0,0,0,0,0,2.733065010,0.638016372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,65.347845425,1.031534776,8.047053552,5.215891139,2.203646581,2.600574841,2.231549795,5.211287739,0,0,0,1.232612976,7.129642523,0.404519949,0,0,0,0,0,3.055561081,0.891669485,0,0,0,0,0,0,0,0,0,0,0,0,0.000593838,0,0,0,0,0,0,0,0,0,0.172872910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,42.833019124,0.166641237,21.166609574,6.073440457,3.732688503,1.126549530,1.299674418,1.571191457,0.016298978,0,0,1.273150451,2.784727798,0.373479580,0,0,0,0.056672867,0,1.452169528,0.476072795,0,0,0,0,0,0,0,0,0,0,0,0,0.260409364,0,0,0,0,0,0,0,0,0,0.119841188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,28.001632086,0,9.344393828,4.852044169,3.353725822,1.602754945,2.719779453,1.775487875,0.224202656,0,0,0.133666077,0,0.332043241,0,0,0,0.119322478,0,3.055561081,0.098022274,0,0,0,0,0,0,0,0,0.067384140,0,0,0,0.256386574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,14.952459317,0,3.953132149,11.173180636,1.050859627,0,4.087735496,1.898036667,0.028156933,0,0,0.487072316,0,0,0,0,0,0,0,1.665760539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,33.678601789,0.458805692,19.785925057,7.846358491,1.266372085,1.005883149,7.445548880,4.574385373,1.489678861,0,0,4.656061489,3.403661634,0,0,0.630504154,0,0,0,3.416958994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,39.288286717,1.712906032,20.651019018,7.653767995,2.481287705,1.177664167,3.077346078,7.368764945,0.236275504,0,0,5.254265386,3.564821262,0,0,0,0,0,0,3.055561081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379313361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,40.522991539,0,22.828666275,8.754321086,2.488855855,1.073831652,4.593691838,5.037325887,0.591559609,0.006630992,0,2.799752134,3.554877725,0.271988568,0,2.308927603,0,0,0,3.046472213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001903857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-12,21.145637968,0.071296425,13.560673278,9.107882525,1.047071920,17.861027671,8.656456398,2.423636403,0.110268986,0.007485660,0,0.281817157,3.564821262,0.210998163,0,11.743112422,0,0,0,3.055561081,0,0,0.049859158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006738547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,29.164760124,0.150043135,24.076418469,8.139949306,9.724087377,12.315278634,9.554616894,2.980374485,1.794107734,0,0,2.156177532,1.445609289,0,0,0.187107429,0,0,0,1.222118337,0.203832282,0,0.038966659,0,0,0,0,0,0,0,0,0,0,0.622863793,0,0,0,0,0,0,0,0,0,0.373927537,0,0,0,0,0,0,0.159610893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,25.459900502,0.161548635,20.710114385,4.984018547,9.156863475,1.770009184,10.019505461,6.452485627,4.022527701,0,0,1.894724880,2.040942695,0.485734880,0,0,0,0,0,1.552465502,0.891205315,0,0,0,0,0,0,0,0,0,0,0,0,4.518468407,0,0,0,0,0,0,0,0,0,0.445772146,0,0,0,0,0,0,2.263256281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,24.955811103,0.117035549,5.940820585,5.525505348,3.351615741,4.074081442,15.766082145,5.920812694,5.549525751,0,0,9.164561294,3.564821262,0,0,0,0,0,0,3.055561081,0.592373033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095266698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,19.356167519,1.072275591,13.281717692,7.525975452,3.644628963,3.262188692,4.217381620,4.918224419,3.343713057,0,0,3.463440755,3.282028619,0.614199275,0,13.779372178,0,0,0,2.999330270,0.006353949,0,0,0,0,0,0,1.496776973,0,0.008938577,0,0,0,0.046262209,0,0,0,0,0,0,0,0,0,0.413006193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,23.099184819,0.054226793,22.833281313,7.037922676,4.479792052,0.411793451,4.793081356,4.857873574,3.055998727,0,0,1.470975054,3.564821262,1.244961341,0,0.770183811,0,0.001556062,0,3.055561081,0.908709675,0,0.000794260,0,0,0,0.002099803,8.045721419,0,0.089359247,0,0,0,0.245237655,0,0,0,0.001856678,0,0,0,0,0,0.280589694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,36.382530784,0.037345747,26.053391388,4.869158030,4.539123250,6.824888069,3.994415246,8.158798995,0.657710418,0,0,1.954403808,1.697374790,0.087293329,0,0,0.157116182,0.005570033,0,1.446086720,1.786619089,0,0.020245148,0,0,0,0.023318977,5.490461318,0,0.005132388,0,0,0,0.005785176,0,0,0,0.006168281,0,0,0,0,0,0,0,0,0,0,0,0,0.134455894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,40.372509134,0.041495289,24.546470356,2.708403556,12.955673311,4.455507868,2.048569828,10.004663875,1.346807476,0.015767040,0.422765521,1.275242893,2.250747280,0.661353021,0,0,0,0,0,1.939467863,0.907317167,0,0.028900814,0,0,0,0.002762902,0.630327372,0,0.001312936,0.073630534,0,0,0,0,0,0,0.002372436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,31.629490242,0.059696599,14.754080812,4.067983880,23.681930414,0.045644798,0.577798146,4.833559881,2.119380002,0.379027499,0.054161942,1.351057212,3.564821262,2.117909348,0,0,0,0.346526786,0.004899574,3.055561081,1.316456696,0,0.003663258,0,0,0,0.009902292,0.701588421,0,0.001564914,0.008912053,0,0,0.279144138,0,0,0,0.002702494,0,0,0,0,0,0,0.006365752,0,0,0,0.005312154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,44.392630481,0,5.246941820,8.561842587,12.228704370,0,3.398510082,4.862241143,0.813750887,0.195363743,0,0.112284808,3.457051430,1.024075640,0,0,0,0,0,2.959226031,2.673615946,0,0,0,0,0,0,0.686970764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
