title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[23] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[72] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[21] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[86] XSEDE Utilization (%)","[63] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[108] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[100] XSEDE Utilization (%)","[90] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[27] XSEDE Utilization (%)"
2016-02-11,16.037674412,10.424791654,21.750785209,10.539501946,9.026265392,4.676555697,0,6.865628817,2.516328818,3.154082901,0,1.047254637,0,2.431257601,7.004696964,0.085245081,0,0.060835671,0,0,0,0,0.000088424,0.425179203,0,0.421518895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-12,10.131329812,1.506537760,15.132571963,4.637751099,8.216683145,3.386680459,0,3.957918233,0,0.938889508,0,0.533856751,0,2.998729038,2.140196874,0,0,0.343458858,0,0.023473711,0,1.610933179,1.065165708,0,0,0.228954889,0,0,0,0,0.002475581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-13,10.353244611,1.079301491,4.023249683,4.783252767,7.059784294,3.096210554,0,1.048109305,0,5.530600934,0,0,0,0.592333247,0.594044010,0.875016843,0,0,0,0.471596146,0,0,0.392267401,0,0,0.302810877,0,0,0,0,0.036184594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-14,17.605573249,3.408483094,6.876898586,10.694463785,9.408605436,4.921566406,0,1.777200130,0.017476344,14.651898718,0,0,0,0,0.763890270,3.310191171,0,0,0,0,0,0,0,0,0,1.106712553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-15,17.047312127,1.780807390,24.878868686,8.378311352,3.354981301,5.585467220,0,3.636836785,0.659533178,8.093184600,0,0,0,0,0.438308567,3.313256149,0,0.186099518,0,0,0,0,0,0,0,0.887850033,0,0,0,0,2.155190276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,20.373771410,1.569723786,28.571099319,6.339856008,8.752166677,10.466767358,0,1.639629129,0.411386772,5.102400916,0,0,0,1.387627895,0.229454435,3.128322226,0,0.440151982,0,0,0,0,0,0,0,0.666030091,0,0,0,0.000651296,1.964612617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,33.608065640,2.230913253,25.721977262,7.512772385,9.826564218,11.328775620,0,2.024615701,0,3.401507291,1.322096023,0,0,1.679037876,0.209747127,1.549123482,0,0.321869807,0,0,0,0,0.528873196,0,0,0.557109418,0,0,0,0.001436704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,38.091169608,1.948886789,17.403872334,7.788250346,9.118386083,10.079163732,0,3.110235831,0,8.092948835,1.023094286,0,0,1.652266374,0,3.912730245,0,0.094185151,0,0,0,0,0.636575225,0,0,1.071515248,0,0,0,0,0,0,0,0,0,0,0.016079426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,31.415673311,1.578305748,15.200567613,10.505551234,4.460853873,6.967421970,0,6.966384584,0,6.008769089,0.001320297,3.069424264,0,3.053085500,0.005088192,5.720807257,0,0.031180383,0,0,0,0,0.109838701,0,0,0.822892837,0,0,0,0.096853760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-20,36.236832408,3.624329275,6.796925839,7.734468559,2.487488379,3.678841897,0,4.657891610,0,3.476275405,0,2.728644327,0,0.208478386,0.008956249,6.620382343,0,0,0,0,0,0,0,0,0,0.862625740,0,0,0,2.315313977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-21,31.071266221,7.225647516,7.413413601,5.381156080,2.339614342,4.379611059,0,4.178609514,0,1.614057139,0.004903983,0,0,0,0.356088676,5.996273383,0,0,0,0,0,0,0,0,0,0.604918870,0,0,0,1.866963138,2.157129477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,22.481972289,6.150707659,5.632134682,7.819477876,4.931825280,6.603038586,0,3.295927212,0,1.426444263,0.015702189,0,0,0,0.381945135,3.237895688,0,0.119095566,0,0.001909726,0,0,0.603029767,0,0,0.654425856,0,0,0,1.292123940,0.470152082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,24.037158454,2.276888142,2.921172989,8.558011233,31.932151724,5.349176994,0,4.029085023,0.000913618,2.224830412,0,0,0,1.041012685,0.026338300,3.190503226,0,0,0,0,0,0,0.636575225,0,0,1.108887518,0,0,0,1.824972747,0.011470157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,19.020908280,6.544346980,4.738571684,9.111265790,7.455633923,5.922781436,0,1.914830048,0.561306106,2.784795567,8.047819763,0.246372284,0,3.595093961,0.012081667,3.310191171,0,0,0,0,0,0,0.083042100,0,0,1.138342385,0,0,0,2.803203200,0.258284529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,14.919824710,2.934682508,6.029640534,5.179909885,17.401373179,6.026106878,0.836868050,1.656863839,0.007073047,2.952147082,36.970591551,0,0,2.317593547,0.538215501,3.890585716,0.186410445,0,0,0,0,0,0.590534027,0,0,1.104842613,0,0,0,1.329804154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,24.477690823,4.713674498,9.719702070,7.115841174,15.731807310,1.651732910,0.768716174,2.314375327,0.288551294,5.516616868,3.384222549,0,0,3.006509413,0.386339261,3.353407567,0,0.353219678,0,0,0,0,0.836845936,0,0,1.950214513,0,0,0,1.855009681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000557003
2016-02-27,20.443436478,5.046414722,4.693869946,3.751417408,4.743363703,2.552507510,0.048295736,1.274435371,1.279427812,5.331626980,28.356597041,0.480490528,0,2.150810871,0.395423720,3.310191171,0,1.119274603,0,0,0,0.004553270,0.104268668,0,0,0,0,0,2.363757054,1.168930454,0,0.200233842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187087536,0,0,0,0,0,0,0,0,0.000795719
2016-02-28,14.360367224,9.798708150,4.459327319,4.202395578,3.372681606,3.021436472,0.548309362,0.286906808,2.546300901,4.088065474,1.077886902,0,0,0,1.064123913,3.313256149,0,0,0,0,0,0,1.594370420,0,0,0.025370175,0,0,2.142010782,2.047337889,0.233652549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038295437,0,0,0,0,0,0,0,0,0
2016-02-29,17.669870198,7.985977640,5.462004052,4.059095400,5.162648683,4.142298202,1.569887339,0.207594243,2.483055992,4.743561141,9.212045131,0.000919486,0,0,0.337026796,3.310191171,0,0,0,0,0,0,0.000515759,0,0,1.036782112,0,0,0,0,0.044395220,0.000972534,0,0,0,0,0,0,0,0,0,0.633078504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,27.325798371,8.089597930,7.387101826,3.412405724,5.347208286,7.249731246,0,1.621168480,2.214309250,9.524565272,10.175631403,0,0,0,0.000433236,3.315248397,0,0,0,0,0,0,0,0,0,0.777284874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243549703,0.076733839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,22.101161650,7.819949439,2.513481934,4.212492358,11.173321630,6.474453341,0,2.657925560,1.012537747,3.788315164,22.996492172,0.637866080,0,1.192835876,1.972220553,0.987425418,0,0,0,0.003766403,0,0,0.011449502,0,0,0.010569801,0,0,4.995303069,0,0,0,0.257192604,0,0,0,1.083318414,0.002619971,0,0,1.114961507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,16.510998826,10.564390247,3.906591438,2.560712268,10.686011458,1.341078365,0,0.098103304,1.536238736,3.565454886,31.300781065,0.945066641,0,1.866014177,0.512597757,0.410900456,0,0.126551752,0,0,0,1.402277978,0.027341768,0,0,0,0,0,18.268866100,0,1.261468102,0,0,0,0,0,1.732200760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,18.865863123,10.224294065,4.252605416,4.782969822,9.703422222,2.018750887,0,1.598240002,3.964714271,3.018412806,15.679555094,0,0,2.866498239,0.801209526,9.125515095,0,0.075137991,0,2.818118522,0,2.065200322,0.000729409,0,0,0,0,0,0.222748281,0.852584960,5.510784579,0,0,0,0,0,2.315176948,1.506405173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,36.897789227,9.686010729,6.369524558,8.893203432,16.209486297,3.841416148,0.009393894,3.515133018,1.667944989,3.416316484,0,0.943846539,0,0.194190820,0,3.308505441,0,0,0,1.772915050,0,0,0.085701890,0,0,1.887432281,0,0,0,0.631809763,0,0,0,0,0,0,0.488217821,2.061675585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399869,0
2016-03-06,31.170544603,11.838436578,4.182723614,7.208118091,8.429865059,3.015397893,0,1.170202113,0,0.094557945,0,0.584924208,0,0,0.273077510,3.310191171,0,0,0,0,0,0,0.188858011,0,0,0.823197862,0,0,0,0,0.028180257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,24.780555445,16.320633525,4.987920554,8.528764116,1.829546705,1.392876690,0,1.886985816,0.570265306,0.065352106,0,0.007727327,0,0,2.673615946,2.652099107,0,0,0,0,0,0,0.820216867,0,0,0.095539332,0,0,0,0,1.821442108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,32.967937132,10.336284125,17.995462876,6.960012897,1.842602399,1.608705199,0,1.956089571,2.544562089,1.238374578,0,0,0,0,1.577840120,0,0,0,0,0,0,0,0.636575225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-09,33.749182830,11.898864111,16.391670612,13.172757233,2.335299853,1.598611271,0,1.410674239,3.023496555,7.951001412,0,0,0,0,0.000057458,0,0.316811123,0,0,0,0,0,0.192070361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-10,21.136081813,12.687627962,20.939646900,16.779353710,1.751306869,1.453038917,0,2.001934791,6.092437486,7.902403602,0.772236468,0,0,0,0.366207603,0.818276207,2.553468274,0,0,0,0,0,0.342387588,0,0,0,0,0,0,0,0.002516826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,19.175184143,9.097744534,10.405600105,12.806222490,1.269372244,2.395609388,0,1.220526899,5.223276539,4.185305291,10.828333201,0,0,0,0.001564914,3.310191171,3.528461311,0,0,0,0,0,0.636575225,0,0,0,0,0,0,1.175213651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-12,14.782340674,10.819421181,4.749699948,6.176300437,3.701466842,1.035192232,0,0.956642895,3.379477677,0,0,0,0,0,0.242963987,2.500765150,0.927967535,0,0,1.172067610,0,0,0.064188002,0,0,0,0,0,0,0.070628883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-13,6.372765374,1.732788450,3.226495368,5.594979566,5.835402093,0.191310817,0,0.035205378,0,0,0,0,0,0,0.381945135,0,0.891205315,0,0,0.430131112,0,0,0,0,0,0,0,0,0,0,0.238300552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,17.855144489,8.142103682,8.413072470,8.903636204,5.480971672,1.708358597,0,0.007450284,0,4.452637411,0,0,0,0,0.439038009,0,0.605514200,0,0,2.288965366,0,0,0,0,0,0,0,0,0,0.083482730,3.688063386,0,0,0,6.245286293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,17.603894746,13.628438932,18.649107767,22.463661070,4.806195999,0.573624931,0,0.427542786,0,7.638902703,0,0,0,0,0.605674803,0,0,0,0,2.115551665,0,0,0,0,0,0,0,0,0,1.655095586,4.404163368,0,0,0,0.914475687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-16,18.702673782,10.108956083,12.323341920,17.496835856,5.120699503,2.580345906,0,0.192905866,0,7.360813623,0,0,0,0,4.327018374,0,1.105156491,0,0,2.288753175,0,0,0,0,0,0,0,0,0,0.404847122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-17,28.219936939,10.737279337,14.513915137,20.672877685,2.477733527,1.375403264,0,0.038300609,0,7.639993137,0.005092602,1.227051795,0,0,2.731327690,0,2.855044295,0,0,2.260372529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299674418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,25.671723826,9.547897511,6.363205952,12.284566797,2.887234081,1.585517416,0,1.010421698,1.065762498,7.531583746,0.058847832,3.055561081,0,0,2.943638790,0,1.925962754,0,3.691134297,2.224936508,8.496051244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305290868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-19,18.707039693,12.047233318,8.592445245,13.346056019,1.524609468,0.847815088,0,2.010705339,0,7.755902876,0,1.811887611,0,0,0.024105877,0,0,0,16.782504194,2.221249677,9.165091806,0,0,0,0,0,0,0,0,1.077919327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-20,21.684771529,14.519903652,13.127878679,6.672413515,2.710496098,1.201512198,0,2.032785083,0,4.136899050,0,1.330636741,0,0,0.628366057,0,0,0,15.885298560,2.289814133,9.117242568,0,0.650831891,1.058739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-21,24.771408323,16.374978217,5.555557003,10.918025456,6.006482192,1.492229671,0,0.117259511,0.106007480,0,0.327765521,3.685770554,0,0,0.798172499,0,0.000783949,0,16.630916768,2.038260823,9.164773518,0,2.856086123,1.145755834,0,0,0,0,0,0.187577500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-22,28.774790162,14.100989974,4.259772789,13.579661422,2.835848303,3.544981334,0,0.107427971,4.544145099,0,0.112084386,2.953921237,0.017682634,0,0.110503259,0,1.771394332,0,16.602518451,2.113694988,9.075546891,0,1.519093974,0,0,0,0,0,0,1.331911350,0.007426711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,28.454738639,10.756824517,0,5.251347749,5.762909712,3.286561300,0,12.684940222,0.117619076,0.000722049,0,1.527780541,0,0,0.042049341,0,6.560746152,0,13.610903705,2.184911841,9.076926137,0,0.640811700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-24,30.789438720,14.623759772,0,5.534915455,5.704922318,1.239279377,0,19.661604236,0,0.029367934,0,0.727746955,0,0,0.012315973,0,4.722191642,0,0,2.200348790,9.109179282,0.310241998,0.643154661,0,0.052187365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811932,0,0,0,0,0,0,0
2016-03-25,35.099926164,20.211711360,0,3.966606325,2.337627995,2.873895476,0,19.364571207,0,0.172892041,0,0,0,0,0.029998607,0,2.390792370,0,2.515391626,2.077463248,9.077881000,0.272754812,0.217187100,0,0,0.575570100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-26,33.391782576,12.291796037,0,3.594572301,3.906367410,3.671453580,0,9.577439277,0,0.130483200,0,2.786979384,0,0,0,0,6.845962787,0,3.090684716,0.068829696,1.214903817,0.087042810,0.038850252,0,0,0.774645739,0,0,0,0,0,0,0,0,0.004786117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,27.637814425,11.098382535,0,6.242990478,8.324452976,2.086864569,0,15.611924877,0,3.066170668,0,3.438726319,0,0,0,0,4.209346317,0,0,0,0,0,0,0,0,0.300105433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,28.540830233,18.170638996,0,3.394528536,4.258104730,2.105089386,0,10.160447890,0,22.748605105,0,2.445898831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673390492,0,0,0,0,0,0,0,0,0.562614600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-29,23.240805898,18.284067285,0.157210507,0.015189381,4.883144881,1.090064321,0,9.166482856,0,23.983870477,0,2.826075713,0,0,0,0,1.126590808,0,0,0.165509559,0,0,0,0,0,0.575265074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158436512,0,0,0,0,0,0,0,0,0,0
2016-03-30,24.548356442,14.428566943,0,0.405056363,4.132086342,1.496703336,0,1.048368643,0,25.370631900,0.148581366,3.053898924,1.910786635,0,0.255063293,0,0.000123767,0,0,0,0,0.149550982,0,0,0,0.276127766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,32.059814399,5.681221694,0.013391653,1.577707500,3.122354334,1.970998992,0,29.870042836,0,0.768310921,0.493888049,0.873186689,14.803262150,0,1.537205368,0,0.009726936,0,0,0,0,0,0.040375380,0,0,0,0,0,0,0.494670539,0,0,0,0,0.010562441,0,0,0,0,0,0,0,0,0,0,0.030932848,0,0,0,0,0,0,0,0,0,0
2016-04-01,26.702275193,4.721973582,0.109490939,1.498772172,3.192937529,13.968667867,0,27.192489606,0,1.273150451,0.021124881,0,15.210729243,0,1.632956925,0,0.000134079,0,0,0.112037240,0,0,0,0,0,0,3.906167055,0,0,0,0,0,0,0,6.825064818,0,0,0,0,0,0,0,0,0,0,0.016786721,0,0,0,0,0,0,0,0,0,0
2016-04-02,24.152249067,4.170322167,0,0.828166663,1.337297208,42.111920833,0,1.831709868,0.038371329,0.891043221,0.419668119,0,14.433164376,0,0.053600529,0,0,0,0,0.232615197,0,0,1.194425822,0,0,0,11.816675187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134859655,0,0,0,0
2016-04-03,31.669251228,4.314895529,0.040174959,1.528001585,1.027125929,8.513895940,0,1.084264391,0.262911470,0,0.072050899,0,9.694038672,0,0.004181935,0,0,0,0,0.163812025,2.921774188,0,0.300052385,0,0,0.129596106,7.852721260,0,0,0,0,0,0,4.740239744,0,0,0,0,0,0,0,0,0,0,0,0.321965592,0,0,0,0,0,0,0,0,0,0
2016-04-04,39.402850365,5.643451597,0.684671998,1.105748838,1.092604720,6.728452757,0,1.802050137,0,0,0.009619348,0.203686400,20.881082012,0,0.415493545,0,0,0,0,0,4.748002414,0,0.000854635,0,0,0.622676666,0,0,0,0,0,0,0,8.522822780,0,0,0,0,0,0,0,0,0,0,0,1.140554185,0,0,0,0,0,0,0,0,0,0
2016-04-05,30.193445264,5.240593739,0,2.959199507,1.226910322,7.843431936,0,2.375651628,0,0,0.001131678,0.263559815,0,0,0.889269066,0,0.863912153,0,0,0,0,0,0.001657748,0,0,1.416512496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993246003,0,0,0,0,0,0,0,0,0,0
2016-04-06,31.372372337,3.542941939,5.821315390,2.936494990,0.605913552,36.551613088,0,0.199566333,0,0,0,0.261137315,0,0,0.719002865,0,1.782410631,0,0,0,0,0,0.131021040,0,0,1.917895058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,48.768310324,4.040790945,7.398230122,5.300903406,0.659845597,18.644719575,0,0.271805884,0,0,0,0.215268522,0,0,1.702034156,0,0.970557666,0,0,0,0,0,0.043440358,0,0,1.145835406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
