title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2013-08-01,2014-01-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[16] Number of Jobs Running","[32] Number of Jobs Running","[8] Number of Jobs Running","[6] Number of Jobs Running","[3] Number of Jobs Running","[64] Number of Jobs Running","[5] Number of Jobs Running","[10] Number of Jobs Running","[7] Number of Jobs Running","[12] Number of Jobs Running","[36] Number of Jobs Running","[20] Number of Jobs Running","[128] Number of Jobs Running","[256] Number of Jobs Running","[15] Number of Jobs Running","[9] Number of Jobs Running","[11] Number of Jobs Running","[24] Number of Jobs Running","[13] Number of Jobs Running","[31] Number of Jobs Running","[48] Number of Jobs Running","[30] Number of Jobs Running","[25] Number of Jobs Running","[61] Number of Jobs Running","[100] Number of Jobs Running","[60] Number of Jobs Running","[40] Number of Jobs Running","[150] Number of Jobs Running","[18] Number of Jobs Running","[50] Number of Jobs Running","[14] Number of Jobs Running","[240] Number of Jobs Running","[90] Number of Jobs Running","[66] Number of Jobs Running","[181] Number of Jobs Running","[183] Number of Jobs Running","[512] Number of Jobs Running","[45] Number of Jobs Running","[384] Number of Jobs Running","[80] Number of Jobs Running","[120] Number of Jobs Running","[28] Number of Jobs Running","[250] Number of Jobs Running","[22] Number of Jobs Running","[19] Number of Jobs Running","[96] Number of Jobs Running","[26] Number of Jobs Running","[42] Number of Jobs Running","[54] Number of Jobs Running","[106] Number of Jobs Running","[63] Number of Jobs Running","[17] Number of Jobs Running","[35] Number of Jobs Running","[72] Number of Jobs Running","[212] Number of Jobs Running","[125] Number of Jobs Running","[1024] Number of Jobs Running","[75] Number of Jobs Running","[81] Number of Jobs Running","[62] Number of Jobs Running","[248] Number of Jobs Running","[220] Number of Jobs Running","[135] Number of Jobs Running","[38] Number of Jobs Running","[34] Number of Jobs Running","[99] Number of Jobs Running","[226] Number of Jobs Running","[375] Number of Jobs Running","[49] Number of Jobs Running","[144] Number of Jobs Running","[33] Number of Jobs Running","[160] Number of Jobs Running","[110] Number of Jobs Running","[122] Number of Jobs Running","[39] Number of Jobs Running","[192] Number of Jobs Running","[252] Number of Jobs Running","[117] Number of Jobs Running","[162] Number of Jobs Running","[51] Number of Jobs Running","[78] Number of Jobs Running","[27] Number of Jobs Running","[200] Number of Jobs Running","[56] Number of Jobs Running","[23] Number of Jobs Running","[21] Number of Jobs Running","[204] Number of Jobs Running","[52] Number of Jobs Running","[57] Number of Jobs Running","[84] Number of Jobs Running","[29] Number of Jobs Running","[43] Number of Jobs Running","[112] Number of Jobs Running","[44] Number of Jobs Running","[216] Number of Jobs Running","[148] Number of Jobs Running","[180] Number of Jobs Running","[46] Number of Jobs Running","[76] Number of Jobs Running","[70] Number of Jobs Running","[140] Number of Jobs Running","[65] Number of Jobs Running","[225] Number of Jobs Running","[174] Number of Jobs Running","[101] Number of Jobs Running","[188] Number of Jobs Running","[224] Number of Jobs Running","[2048] Number of Jobs Running","[82] Number of Jobs Running","[157] Number of Jobs Running","[108] Number of Jobs Running","[47] Number of Jobs Running","[93] Number of Jobs Running","[139] Number of Jobs Running","[98] Number of Jobs Running","[105] Number of Jobs Running","[37] Number of Jobs Running","[41] Number of Jobs Running","[121] Number of Jobs Running","[500] Number of Jobs Running","[124] Number of Jobs Running","[171] Number of Jobs Running","[210] Number of Jobs Running","[705] Number of Jobs Running","[55] Number of Jobs Running","[68] Number of Jobs Running","[147] Number of Jobs Running","[152] Number of Jobs Running","[83] Number of Jobs Running","[86] Number of Jobs Running","[129] Number of Jobs Running","[136] Number of Jobs Running","[400] Number of Jobs Running","[126] Number of Jobs Running","[138] Number of Jobs Running","[196] Number of Jobs Running","[243] Number of Jobs Running","[255] Number of Jobs Running","[2000] Number of Jobs Running","[69] Number of Jobs Running","[114] Number of Jobs Running","[169] Number of Jobs Running","[59] Number of Jobs Running","[87] Number of Jobs Running","[113] Number of Jobs Running","[153] Number of Jobs Running","[58] Number of Jobs Running","[92] Number of Jobs Running","[94] Number of Jobs Running","[161] Number of Jobs Running","[207] Number of Jobs Running","[640] Number of Jobs Running","[111] Number of Jobs Running","[119] Number of Jobs Running","[123] Number of Jobs Running","[146] Number of Jobs Running","[155] Number of Jobs Running","[170] Number of Jobs Running","[195] Number of Jobs Running","[53] Number of Jobs Running","[71] Number of Jobs Running","[102] Number of Jobs Running","[131] Number of Jobs Running","[132] Number of Jobs Running","[142] Number of Jobs Running","[175] Number of Jobs Running","[176] Number of Jobs Running","[187] Number of Jobs Running","[197] Number of Jobs Running","[211] Number of Jobs Running","[233] Number of Jobs Running","[234] Number of Jobs Running","[768] Number of Jobs Running","[800] Number of Jobs Running","[88] Number of Jobs Running","[97] Number of Jobs Running","[103] Number of Jobs Running","[107] Number of Jobs Running","[115] Number of Jobs Running","[127] Number of Jobs Running","[130] Number of Jobs Running","[133] Number of Jobs Running","[145] Number of Jobs Running","[159] Number of Jobs Running","[163] Number of Jobs Running","[168] Number of Jobs Running","[173] Number of Jobs Running","[191] Number of Jobs Running","[194] Number of Jobs Running","[203] Number of Jobs Running","[209] Number of Jobs Running","[218] Number of Jobs Running","[237] Number of Jobs Running","[241] Number of Jobs Running","[320] Number of Jobs Running","[350] Number of Jobs Running","[625] Number of Jobs Running","[864] Number of Jobs Running"
2013-08-11,1362,459,478,366,35,221,479,348,40,8,52,41,9,0,5,8,0,15,0,0,32,0,2,0,12,3,0,1,17,13,0,3,2,4,0,0,0,0,0,0,2,0,5,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,1638,396,594,919,52,228,515,280,72,18,88,7,21,0,22,6,1,11,3,12,9,0,56,0,9,6,0,3,13,2,9,4,4,4,0,0,0,2,0,25,2,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,259,121,164,212,3,42,167,92,8,0,3,1,5,0,2,0,0,2,2,2,0,0,8,0,3,0,0,2,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,9343,1362,331,239,78,313,80,187,48,55,164,6,44,0,37,19,26,21,2,26,1,0,3,0,36,4,0,9,15,7,5,11,11,2,0,0,0,0,0,28,7,0,0,2,7,4,1,0,0,0,0,8,2,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,11615,1280,281,738,79,287,72,129,31,43,138,4,40,0,46,27,23,25,6,14,2,6,30,1,20,9,0,6,5,10,4,10,5,19,0,0,0,0,0,54,1,0,4,1,13,2,1,0,0,0,0,7,2,0,0,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,8512,644,1554,576,49,194,35,93,72,28,143,6,32,5,12,51,7,37,0,73,5,0,39,0,10,6,0,11,2,6,3,7,0,1,10,0,0,0,0,12,1,0,3,0,12,0,1,0,0,0,0,9,2,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-17,14109,288,2582,579,65,122,34,67,38,48,173,3,32,0,32,11,3,11,1,119,3,0,35,0,9,6,0,6,24,3,3,14,0,0,4,1,0,0,0,0,2,0,4,0,4,9,2,0,0,0,0,16,2,13,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-18,20527,341,297,1185,33,113,30,45,16,38,87,2,25,1,41,9,33,11,0,162,2,0,112,0,8,5,0,7,27,1,0,4,0,0,1,0,0,0,0,6,4,0,4,0,2,2,9,1,0,0,0,4,2,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,15979,755,259,695,85,179,35,292,100,39,111,4,28,0,42,23,36,23,0,65,4,0,46,4,7,10,0,3,16,2,1,7,0,0,4,0,0,0,0,6,1,0,5,0,2,19,10,0,0,0,0,4,2,11,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,16935,924,405,853,50,259,65,93,42,76,101,9,19,0,67,14,6,27,10,27,3,0,58,2,17,7,0,6,20,2,3,1,3,0,2,0,0,0,0,6,2,0,4,0,2,4,4,0,1,1,0,10,4,5,5,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,11107,754,175,757,78,106,38,123,50,40,106,11,23,0,113,43,30,35,3,26,4,1,52,3,8,15,0,31,16,3,2,3,7,1,1,0,0,0,0,0,1,0,0,10,3,7,6,4,0,0,0,3,2,0,2,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
