title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2012-02-01,2012-07-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[8] Number of Jobs Running","[3] Number of Jobs Running","[32] Number of Jobs Running","[16] Number of Jobs Running","[10] Number of Jobs Running","[6] Number of Jobs Running","[5] Number of Jobs Running","[12] Number of Jobs Running","[14] Number of Jobs Running","[9] Number of Jobs Running","[7] Number of Jobs Running","[13] Number of Jobs Running","[18] Number of Jobs Running","[24] Number of Jobs Running","[15] Number of Jobs Running","[20] Number of Jobs Running","[30] Number of Jobs Running","[11] Number of Jobs Running","[48] Number of Jobs Running","[17] Number of Jobs Running","[19] Number of Jobs Running","[64] Number of Jobs Running"
2012-02-24,2114,110,257,20,3,9,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-02-25,2666,117,107,34,2,28,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-26,2561,143,154,28,13,41,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-27,3530,117,149,6,15,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-28,2868,103,177,15,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-29,2770,138,83,13,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,1290,103,47,29,39,7,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-02,1568,67,24,3,12,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-03,1752,62,29,7,13,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-04,2160,78,19,10,34,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-05,2233,107,34,18,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-06,2056,96,54,24,19,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-07,4167,79,36,23,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-08,3925,74,35,43,15,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-09,3260,111,52,63,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-10,2553,93,37,129,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-11,1807,55,3,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-12,2809,133,28,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-13,4665,114,21,72,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-14,3881,62,13,22,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-03-15,3465,115,32,65,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-16,2962,177,28,46,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-17,2854,85,19,20,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-18,4143,74,9,68,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-19,3730,177,24,56,8,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2012-03-20,2648,187,18,93,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-21,2190,100,9,53,7,6,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-22,2995,162,19,85,8,2,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-03-23,2902,101,15,39,28,4,9,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
2012-03-24,1761,48,11,12,52,2,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-25,1711,51,20,18,48,2,4,2,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2012-03-26,1892,91,21,42,54,0,7,0,1,3,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0
2012-03-27,1764,98,15,18,30,3,4,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2012-03-28,1943,84,41,35,46,5,3,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
2012-03-29,1492,110,43,22,46,3,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012-03-30,1434,94,17,19,45,3,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-31,1344,82,29,14,88,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,2300,78,57,11,76,1,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-02,2070,117,58,12,32,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-03,2024,164,34,25,39,18,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-04,1923,147,41,90,43,5,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-05,1931,141,38,85,21,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-06,2003,120,29,19,73,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-07,1291,65,18,23,53,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,2349,101,27,9,60,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-09,1851,152,59,11,45,3,3,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-10,2296,76,37,10,44,1,11,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-11,2765,180,20,22,42,2,17,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-12,2239,126,8,37,44,2,2,1,1,1,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0
2012-04-13,1456,104,63,34,35,2,3,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0
2012-04-14,1316,62,36,19,30,2,2,1,1,1,1,0,2,1,1,1,0,0,1,0,1,0,0,1,0
2012-04-15,1297,91,6,18,54,1,2,1,2,1,2,1,2,1,1,4,0,1,0,0,1,0,1,0,0
2012-04-16,1576,158,11,19,41,7,13,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-17,1116,114,38,9,2,8,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-18,1041,141,42,20,23,10,12,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-19,1116,173,7,12,16,5,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-20,1110,104,13,20,33,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-21,668,46,23,15,61,1,10,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-22,706,107,43,23,60,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-23,1116,127,28,7,23,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-24,999,77,53,22,6,8,5,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-25,1097,96,24,23,8,5,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-26,971,129,24,21,9,7,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-27,1328,129,41,22,8,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-28,1551,174,50,15,7,2,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-29,1482,142,33,18,6,4,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-30,1051,726,43,22,6,1,6,0,9,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
2012-05-01,1625,257,66,32,8,3,12,0,6,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0
2012-05-02,1708,145,81,18,10,33,17,0,7,2,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0
2012-05-03,1677,116,128,29,11,11,6,0,4,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
2012-05-04,1256,26,26,33,5,3,2,0,5,3,0,0,5,0,1,0,2,0,0,1,0,0,0,0,0
2012-05-05,2500,26,11,21,5,1,1,0,3,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0
2012-05-06,1559,24,6,11,1,1,3,40,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-07,645,275,39,28,4,5,9,48,2,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2012-05-08,1140,79,60,28,6,3,14,6,2,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2012-05-09,1933,106,66,94,14,3,11,2,4,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-10,2254,156,72,18,14,4,3,0,3,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-11,889,144,127,18,34,1,5,73,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-12,567,60,22,22,12,1,12,88,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-13,664,87,14,39,39,0,7,203,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-14,1168,126,14,24,45,3,4,10,1,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0
2012-05-15,2236,167,83,27,31,5,7,6,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-16,754,54,79,25,10,5,6,70,6,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-17,1537,161,56,37,41,1,4,66,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-18,867,109,40,27,19,3,4,1,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2012-05-19,1477,106,42,18,13,17,10,0,3,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
2012-05-20,733,88,52,36,4,16,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-21,424,113,36,35,2,15,19,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-22,688,126,49,25,2,40,10,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-23,1166,106,38,9,5,18,7,0,2,2,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
2012-05-24,1063,101,25,10,3,28,4,0,3,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2012-05-25,3138,106,35,11,2,28,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-26,1089,4,5,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-27,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-28,2230,85,12,7,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-29,5166,154,38,41,4,16,6,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-05-30,3675,106,50,163,17,168,13,0,14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-05-31,3351,99,34,111,38,5,20,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,5817,312,28,11,29,2,15,0,5,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-02,2965,182,25,7,14,17,10,0,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-03,2821,114,14,9,13,24,7,0,6,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-04,2744,155,23,13,19,36,17,0,7,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-05,2200,411,21,11,7,23,15,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-06-06,785,245,16,10,7,0,9,2,10,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-07,830,287,22,9,4,0,25,24,7,3,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-08,495,99,20,8,9,19,8,1,7,6,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-06-09,1082,183,10,7,12,27,11,19,5,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-06-10,2313,141,11,8,5,34,10,26,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-06-11,1970,136,32,34,4,24,21,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2012-06-12,1742,133,43,26,7,2,10,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-13,2047,106,14,22,9,1,10,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-14,7460,132,30,14,13,0,13,1,29,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-15,3553,171,43,6,5,2,8,67,6,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-16,4944,72,11,2,4,0,5,101,3,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-17,5571,76,10,11,5,0,11,56,7,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-18,6077,146,39,10,9,4,11,89,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-19,878,119,50,12,9,3,9,46,9,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-20,3096,109,66,10,7,2,7,9,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-21,901,168,51,26,8,4,15,18,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-22,908,286,30,25,5,5,7,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-23,612,203,10,32,6,2,18,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-24,743,201,5,22,6,1,37,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-25,599,181,10,14,4,1,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-26,1010,260,13,16,8,2,7,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-27,1226,129,35,13,24,1,8,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-28,1034,113,58,15,19,4,10,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-29,1020,93,19,16,18,3,5,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-30,1146,149,21,8,6,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,861,36,7,10,6,2,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-02,1825,146,30,15,6,2,8,0,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-03,1663,207,14,22,2,3,4,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-04,831,147,10,11,7,1,3,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-05,873,164,16,12,4,3,7,0,11,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-06,686,175,23,18,3,2,6,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-07,636,220,33,20,4,8,12,0,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-08,448,231,32,25,0,5,14,0,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-09,674,156,51,19,2,9,9,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-10,1192,222,56,23,11,8,9,1,17,22,2,0,1,0,0,1,1,1,2,0,0,0,0,0,0
2012-07-11,1509,190,21,7,13,33,9,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-12,788,106,35,6,11,17,6,0,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,1167,114,64,11,12,29,7,0,8,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-14,393,103,37,5,14,23,5,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-15,282,165,21,11,17,23,6,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,460,149,29,8,15,18,11,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,581,119,46,17,10,0,12,0,4,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0
2012-07-18,1349,121,38,14,8,4,15,0,8,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-07-19,3708,157,35,9,7,1,6,0,8,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,2866,135,32,17,4,5,7,0,11,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,846,160,13,8,5,1,4,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-22,948,102,34,8,8,3,5,0,6,2,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-07-23,730,278,31,15,6,4,12,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,616,202,22,15,1,2,8,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,564,292,94,23,1,12,15,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-26,603,168,34,14,2,4,5,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,716,259,31,12,4,6,9,0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-28,748,120,47,7,16,5,3,0,4,0,17,1,0,0,0,0,4,0,0,0,0,0,0,0,0
2012-07-29,864,92,15,3,16,4,2,0,8,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0
2012-07-30,1406,121,17,3,9,2,3,0,4,0,15,1,0,3,0,0,1,0,0,0,0,0,0,0,0
2012-07-31,2635,99,19,10,4,16,4,0,5,0,11,1,0,2,0,0,3,0,0,0,0,0,0,0,0
---------
