title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[4] Number of Jobs Running","[6] Number of Jobs Running","[8] Number of Jobs Running","[16] Number of Jobs Running","[3] Number of Jobs Running","[10] Number of Jobs Running","[5] Number of Jobs Running","[12] Number of Jobs Running","[20] Number of Jobs Running","[32] Number of Jobs Running","[64] Number of Jobs Running","[25] Number of Jobs Running","[21] Number of Jobs Running","[18] Number of Jobs Running","[19] Number of Jobs Running","[17] Number of Jobs Running","[7] Number of Jobs Running","[24] Number of Jobs Running","[9] Number of Jobs Running","[23] Number of Jobs Running","[40] Number of Jobs Running","[30] Number of Jobs Running","[13] Number of Jobs Running","[26] Number of Jobs Running","[28] Number of Jobs Running","[15] Number of Jobs Running","[44] Number of Jobs Running","[22] Number of Jobs Running","[14] Number of Jobs Running","[128] Number of Jobs Running","[11] Number of Jobs Running","[48] Number of Jobs Running","[60] Number of Jobs Running","[34] Number of Jobs Running","[72] Number of Jobs Running","[31] Number of Jobs Running","[56] Number of Jobs Running","[100] Number of Jobs Running","[36] Number of Jobs Running","[63] Number of Jobs Running","[52] Number of Jobs Running","[33] Number of Jobs Running","[35] Number of Jobs Running","[38] Number of Jobs Running","[42] Number of Jobs Running","[46] Number of Jobs Running","[90] Number of Jobs Running","[27] Number of Jobs Running","[29] Number of Jobs Running","[43] Number of Jobs Running","[50] Number of Jobs Running","[55] Number of Jobs Running","[108] Number of Jobs Running","[86] Number of Jobs Running"
2016-03-26,573,40,39,16,32,16,0,1,3,4,0,0,0,0,0,1,0,0,9,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,661,36,42,9,43,14,0,12,0,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,1098,40,48,9,34,18,0,28,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-29,1403,27,74,2,25,21,0,55,0,4,0,0,2,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-30,1033,53,37,4,17,20,11,49,0,3,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,1915,75,33,16,65,18,20,7,5,3,0,3,2,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,1052,202,33,4,66,11,7,1,0,0,0,2,7,0,0,3,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-02,845,447,18,4,20,8,3,1,4,0,1,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2016-04-03,773,169,29,3,25,17,1,0,5,0,1,5,5,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-04,1703,135,26,11,31,19,12,0,4,2,0,3,5,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-05,1507,194,40,11,15,14,6,0,5,2,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-06,972,370,15,8,16,8,4,0,9,2,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,1358,155,15,16,29,10,14,0,11,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-08,1052,143,20,10,13,21,3,5,22,1,0,4,4,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-09,483,50,20,5,8,13,1,2,0,2,1,3,2,0,0,4,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-10,545,48,35,0,8,18,0,1,6,0,3,5,3,0,0,9,0,0,1,0,3,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,1782,192,20,8,6,27,54,3,0,2,0,7,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-12,1888,39,68,4,13,25,2,3,9,7,0,9,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-13,967,111,39,6,13,18,6,4,6,6,4,2,1,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,859,81,62,14,6,37,6,4,2,6,0,4,8,0,0,0,0,14,6,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,1256,55,29,22,12,24,2,1,2,3,1,1,4,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-16,685,115,20,30,9,11,0,0,3,5,2,7,5,0,0,1,0,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-17,545,133,18,24,10,10,0,1,13,4,2,4,2,0,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-18,816,86,32,29,21,30,0,1,11,3,3,1,2,0,0,0,0,17,13,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-19,951,23,31,21,29,64,0,1,2,4,7,1,0,0,0,0,0,14,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-20,1963,107,35,32,23,7,1,5,15,4,4,8,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-21,1459,64,36,15,21,18,0,5,0,0,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-22,1233,32,24,29,13,31,0,3,0,2,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,1295,27,10,15,6,25,0,3,2,1,4,2,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,1370,14,9,25,8,18,0,3,3,1,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,1360,50,33,21,4,28,2,2,7,0,2,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,1580,76,43,21,17,19,6,6,3,1,4,2,1,0,16,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,1340,43,30,25,18,25,2,1,4,3,3,3,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,1607,28,19,23,17,29,0,3,16,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,1113,71,9,29,11,18,2,1,12,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,1276,58,18,17,10,11,2,1,11,3,2,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,1238,30,26,9,3,9,2,2,1,3,4,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,1590,35,18,10,7,2,3,3,2,4,5,6,2,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,1278,32,64,10,9,1,3,1,1,6,3,21,3,0,16,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,1327,23,12,11,5,6,3,0,1,5,5,15,1,0,8,0,0,1,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2016-05-05,1166,33,18,9,11,6,2,3,2,4,8,14,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-06,1332,43,13,5,9,4,6,1,1,2,9,7,0,0,28,0,0,2,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-07,1269,18,9,4,5,8,1,1,0,3,4,3,0,0,5,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,1334,28,13,1,1,13,1,1,0,1,2,0,0,0,12,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,1349,20,15,6,7,22,2,5,1,0,4,1,0,0,14,1,8,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-10,1319,35,14,13,6,27,2,25,0,2,4,6,0,0,13,0,33,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-11,1140,42,31,20,12,7,3,7,0,4,2,3,0,0,17,0,11,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,1507,94,33,15,8,4,6,7,1,2,2,3,0,0,25,0,16,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,1411,53,42,14,5,7,1,24,0,5,1,7,0,0,13,0,27,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
