title
"Number of Jobs Running: by Node Count"
parameters
"Resource =  TACC-STAMPEDE"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] Number of Jobs Running","[2] Number of Jobs Running","[5] Number of Jobs Running","[4] Number of Jobs Running","[16] Number of Jobs Running","[8] Number of Jobs Running","[3] Number of Jobs Running","[6] Number of Jobs Running","[24] Number of Jobs Running","[32] Number of Jobs Running","[74] Number of Jobs Running","[64] Number of Jobs Running","[10] Number of Jobs Running","[9] Number of Jobs Running","[12] Number of Jobs Running","[30] Number of Jobs Running","[7] Number of Jobs Running","[60] Number of Jobs Running","[256] Number of Jobs Running","[20] Number of Jobs Running","[128] Number of Jobs Running","[13] Number of Jobs Running","[14] Number of Jobs Running","[15] Number of Jobs Running","[18] Number of Jobs Running","[25] Number of Jobs Running","[17] Number of Jobs Running","[40] Number of Jobs Running","[48] Number of Jobs Running","[11] Number of Jobs Running","[80] Number of Jobs Running","[240] Number of Jobs Running","[23] Number of Jobs Running","[36] Number of Jobs Running","[100] Number of Jobs Running","[50] Number of Jobs Running","[1024] Number of Jobs Running","[216] Number of Jobs Running","[19] Number of Jobs Running","[512] Number of Jobs Running","[120] Number of Jobs Running","[96] Number of Jobs Running","[21] Number of Jobs Running","[63] Number of Jobs Running","[22] Number of Jobs Running","[82] Number of Jobs Running","[57] Number of Jobs Running","[250] Number of Jobs Running","[77] Number of Jobs Running","[157] Number of Jobs Running","[34] Number of Jobs Running","[90] Number of Jobs Running","[38] Number of Jobs Running","[28] Number of Jobs Running","[33] Number of Jobs Running","[160] Number of Jobs Running","[121] Number of Jobs Running","[127] Number of Jobs Running","[168] Number of Jobs Running","[27] Number of Jobs Running","[70] Number of Jobs Running","[65] Number of Jobs Running","[225] Number of Jobs Running","[68] Number of Jobs Running","[45] Number of Jobs Running","[61] Number of Jobs Running","[75] Number of Jobs Running","[93] Number of Jobs Running","[53] Number of Jobs Running","[26] Number of Jobs Running","[102] Number of Jobs Running","[150] Number of Jobs Running","[98] Number of Jobs Running","[72] Number of Jobs Running","[52] Number of Jobs Running","[62] Number of Jobs Running","[54] Number of Jobs Running","[192] Number of Jobs Running","[108] Number of Jobs Running","[43] Number of Jobs Running","[29] Number of Jobs Running","[42] Number of Jobs Running","[140] Number of Jobs Running","[31] Number of Jobs Running","[55] Number of Jobs Running","[144] Number of Jobs Running","[39] Number of Jobs Running","[41] Number of Jobs Running","[35] Number of Jobs Running","[125] Number of Jobs Running","[46] Number of Jobs Running","[76] Number of Jobs Running","[864] Number of Jobs Running","[129] Number of Jobs Running","[224] Number of Jobs Running","[252] Number of Jobs Running","[151] Number of Jobs Running","[147] Number of Jobs Running","[116] Number of Jobs Running","[44] Number of Jobs Running","[126] Number of Jobs Running","[234] Number of Jobs Running","[37] Number of Jobs Running","[78] Number of Jobs Running","[118] Number of Jobs Running","[47] Number of Jobs Running","[56] Number of Jobs Running","[153] Number of Jobs Running","[49] Number of Jobs Running","[113] Number of Jobs Running","[135] Number of Jobs Running","[680] Number of Jobs Running","[79] Number of Jobs Running","[179] Number of Jobs Running","[200] Number of Jobs Running","[81] Number of Jobs Running","[94] Number of Jobs Running","[600] Number of Jobs Running","[640] Number of Jobs Running","[85] Number of Jobs Running","[112] Number of Jobs Running","[288] Number of Jobs Running","[660] Number of Jobs Running","[51] Number of Jobs Running","[71] Number of Jobs Running","[320] Number of Jobs Running","[2048] Number of Jobs Running","[155] Number of Jobs Running","[188] Number of Jobs Running","[780] Number of Jobs Running","[790] Number of Jobs Running","[86] Number of Jobs Running","[176] Number of Jobs Running","[255] Number of Jobs Running","[101] Number of Jobs Running","[114] Number of Jobs Running","[500] Number of Jobs Running","[4096] Number of Jobs Running","[407] Number of Jobs Running","[1000] Number of Jobs Running","[138] Number of Jobs Running","[84] Number of Jobs Running","[133] Number of Jobs Running","[650] Number of Jobs Running","[59] Number of Jobs Running","[95] Number of Jobs Running","[154] Number of Jobs Running","[203] Number of Jobs Running","[760] Number of Jobs Running","[810] Number of Jobs Running","[69] Number of Jobs Running","[119] Number of Jobs Running","[122] Number of Jobs Running","[1728] Number of Jobs Running","[117] Number of Jobs Running","[123] Number of Jobs Running","[132] Number of Jobs Running","[172] Number of Jobs Running","[180] Number of Jobs Running","[207] Number of Jobs Running","[208] Number of Jobs Running","[220] Number of Jobs Running","[480] Number of Jobs Running","[529] Number of Jobs Running","[92] Number of Jobs Running","[124] Number of Jobs Running","[204] Number of Jobs Running","[210] Number of Jobs Running","[384] Number of Jobs Running","[745] Number of Jobs Running","[785] Number of Jobs Running","[800] Number of Jobs Running","[945] Number of Jobs Running","[89] Number of Jobs Running","[104] Number of Jobs Running","[105] Number of Jobs Running","[107] Number of Jobs Running","[137] Number of Jobs Running","[152] Number of Jobs Running","[162] Number of Jobs Running","[187] Number of Jobs Running","[197] Number of Jobs Running","[205] Number of Jobs Running","[211] Number of Jobs Running","[235] Number of Jobs Running","[313] Number of Jobs Running","[324] Number of Jobs Running","[473] Number of Jobs Running","[486] Number of Jobs Running","[690] Number of Jobs Running","[700] Number of Jobs Running","[58] Number of Jobs Running","[66] Number of Jobs Running","[67] Number of Jobs Running","[83] Number of Jobs Running","[99] Number of Jobs Running","[106] Number of Jobs Running","[109] Number of Jobs Running","[183] Number of Jobs Running","[251] Number of Jobs Running","[375] Number of Jobs Running","[576] Number of Jobs Running","[670] Number of Jobs Running","[720] Number of Jobs Running","[725] Number of Jobs Running","[729] Number of Jobs Running","[740] Number of Jobs Running","[88] Number of Jobs Running","[103] Number of Jobs Running","[143] Number of Jobs Running","[169] Number of Jobs Running","[171] Number of Jobs Running","[175] Number of Jobs Running","[184] Number of Jobs Running","[189] Number of Jobs Running","[236] Number of Jobs Running","[244] Number of Jobs Running","[248] Number of Jobs Running","[300] Number of Jobs Running","[358] Number of Jobs Running","[620] Number of Jobs Running","[710] Number of Jobs Running","[730] Number of Jobs Running","[750] Number of Jobs Running","[768] Number of Jobs Running","[769] Number of Jobs Running","[960] Number of Jobs Running"
2014-08-11,2006,827,1993,264,259,209,70,63,1309,47,4,35,81,42,32,121,0,3,18,9,6,17,1,9,10,31,12,17,16,2,1,8,8,2,0,0,4,0,5,2,2,0,0,8,1,0,0,0,12,0,0,0,1,6,1,1,0,0,0,6,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-12,1764,646,2837,261,206,290,69,78,4568,55,0,33,92,96,19,112,1,10,17,26,11,11,2,4,28,10,9,10,8,1,2,7,6,2,2,0,0,0,7,0,3,0,0,4,1,0,0,0,16,2,3,0,7,1,0,3,0,1,0,9,1,0,3,0,0,0,4,0,0,4,0,0,0,1,0,2,4,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13,1542,671,1896,392,141,210,82,70,1703,26,578,29,79,48,16,66,0,13,27,12,19,15,7,4,12,15,7,2,5,9,0,12,12,1,0,0,0,0,2,0,1,1,0,4,0,0,0,0,13,5,0,0,5,1,0,10,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14,1662,921,1485,404,247,343,79,59,5,31,374,54,81,48,19,88,0,19,179,20,28,13,16,7,6,12,18,5,4,10,5,4,11,0,0,0,0,0,2,6,2,1,0,3,0,0,0,0,34,3,1,0,5,1,3,5,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2014-08-15,1949,747,792,394,230,327,121,70,6,58,0,23,57,61,9,118,3,17,14,39,24,8,7,5,5,10,13,0,5,4,5,4,5,2,0,0,0,0,3,6,1,0,0,2,0,0,0,0,17,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16,3423,420,1432,151,166,81,69,37,11,46,0,31,72,29,19,108,4,15,12,16,26,9,5,7,2,11,10,0,1,4,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-17,2750,322,2330,224,180,69,54,76,10,46,0,28,78,15,31,128,17,15,32,18,24,12,0,2,2,12,8,1,0,3,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18,2423,634,2216,425,286,160,81,83,12,61,0,45,88,14,24,114,27,16,13,18,20,36,1,2,4,9,14,0,4,2,6,0,5,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,0,5,3,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-19,2346,512,1497,376,249,250,86,61,12,82,0,80,89,24,18,228,8,25,54,21,12,35,2,0,4,16,7,4,5,12,3,0,4,3,0,1,0,0,0,5,1,0,1,0,8,0,10,0,0,2,2,0,0,0,2,2,0,0,0,0,1,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-20,1960,651,792,269,227,228,51,106,20,53,0,39,66,21,26,60,5,10,46,9,30,21,4,1,3,5,12,1,3,30,0,4,5,4,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,1,3,0,0,0,0,6,0,0,0,2,0,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21,2167,790,296,248,244,177,69,36,27,102,0,44,60,9,28,73,14,14,1,11,30,21,6,4,3,6,14,3,8,2,0,8,2,2,0,0,0,0,3,0,0,0,0,2,1,0,0,0,8,13,2,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,7,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-22,1177,842,420,283,185,234,62,47,19,59,0,61,74,8,14,56,8,11,1,8,37,12,6,1,2,14,13,2,10,5,1,11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,7,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,11,0,0,0,2,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-23,3263,798,2461,154,199,99,116,69,20,60,0,41,77,23,13,81,15,47,3,12,13,12,15,0,7,19,23,1,5,2,0,15,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2014-08-24,2912,910,1895,174,166,282,87,45,15,59,0,18,68,52,12,84,11,63,1,12,53,38,11,0,1,18,14,1,1,1,0,1,2,3,0,1,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-25,1815,732,2003,416,291,654,127,46,36,61,0,59,70,26,19,82,13,85,1,12,25,17,4,9,2,8,6,2,0,1,6,22,6,0,0,1,0,0,0,4,2,0,6,1,0,0,0,0,3,0,2,0,0,4,3,0,0,0,0,3,0,0,1,0,1,0,1,8,0,0,0,0,0,0,9,0,0,7,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-26,1914,560,1564,438,378,369,107,68,41,88,1876,79,56,43,16,83,10,71,25,16,20,12,2,7,6,4,19,3,5,8,1,19,2,2,0,0,24,0,0,1,2,0,1,0,0,0,4,0,7,2,2,0,0,2,6,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-27,1554,1517,938,555,314,207,106,146,39,65,1704,36,38,32,29,104,11,69,1,20,6,15,3,2,6,2,4,2,10,0,10,6,3,0,0,1,5,0,1,0,2,0,0,0,4,0,7,0,0,0,1,0,0,4,0,0,0,0,0,0,17,0,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-28,1846,760,882,442,298,283,134,46,47,69,0,47,32,6,10,76,0,71,642,8,27,10,7,3,5,3,6,2,6,5,9,3,2,2,1,0,2,0,0,0,2,2,0,0,3,0,3,3,3,8,1,0,0,2,7,0,0,0,0,0,8,0,2,0,1,2,1,11,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-29,1444,483,845,348,233,594,108,45,18,50,0,53,50,5,21,82,4,59,18,14,8,17,4,6,6,4,7,3,3,0,6,4,1,91,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,11,0,2,0,1,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-30,2590,364,2058,142,100,102,121,15,13,45,0,17,68,23,23,94,2,58,1,7,3,7,4,17,3,4,11,2,3,0,1,0,1,0,0,0,0,0,2,0,2,0,15,0,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-31,2933,568,2295,141,142,975,107,13,15,60,0,12,73,2,12,110,6,44,5,6,5,5,5,2,4,3,3,8,3,0,1,0,1,38,0,9,2,0,12,0,2,0,10,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,2335,617,3158,216,177,215,104,25,6,29,0,36,110,6,10,174,1,16,23,18,14,5,7,3,5,2,3,6,3,3,2,1,1,6,0,0,7,1,0,1,2,2,2,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,5,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-02,2375,431,656,365,173,74,80,58,8,33,0,49,46,12,15,61,1,15,21,11,19,13,7,3,12,6,11,9,3,2,1,4,7,2,0,4,1,0,0,2,0,0,7,0,0,0,1,0,0,3,1,3,0,5,1,1,0,0,0,0,0,1,0,0,2,4,0,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
