title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-02-01,2011-07-31
---------
Day,"[16] Number of Jobs Submitted","[32] Number of Jobs Submitted","[64] Number of Jobs Submitted","[128] Number of Jobs Submitted","[48] Number of Jobs Submitted","[96] Number of Jobs Submitted","[256] Number of Jobs Submitted","[112] Number of Jobs Submitted","[160] Number of Jobs Submitted","[80] Number of Jobs Submitted","[480] Number of Jobs Submitted","[224] Number of Jobs Submitted","[144] Number of Jobs Submitted","[1024] Number of Jobs Submitted","[400] Number of Jobs Submitted","[512] Number of Jobs Submitted","[208] Number of Jobs Submitted","[1008] Number of Jobs Submitted","[288] Number of Jobs Submitted","[384] Number of Jobs Submitted","[192] Number of Jobs Submitted","[240] Number of Jobs Submitted","[320] Number of Jobs Submitted","[768] Number of Jobs Submitted","[800] Number of Jobs Submitted","[1440] Number of Jobs Submitted"
2011-03-27,28,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-28,75,208,51,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-29,12,272,37,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-30,26,82,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-31,43,64,13,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,25,6,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-02,16,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-03,12,7,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-04,16,1,5,5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-05,10,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-06,8,3,2,6,0,0,2,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0
2011-04-07,12,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-08,34,0,18,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-11,37,0,3,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-12,97,65,10,19,3,0,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-13,56,44,10,5,5,0,1,9,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-14,56,23,18,7,0,0,0,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,65,26,54,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-16,50,28,32,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-17,11,8,8,12,7,0,0,5,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2011-04-18,36,7,22,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-19,137,30,7,1,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-20,168,14,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-21,259,53,65,6,12,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
2011-04-22,94,26,14,8,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,45,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-24,26,5,10,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,40,11,21,13,0,0,0,22,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-26,81,38,25,8,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-27,124,16,4,8,0,1,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-28,51,36,22,19,0,1,7,21,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-29,30,13,13,5,0,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,7,12,2,1,0,0,0,9,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2011-05-01,32,2,10,2,0,0,2,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2011-05-02,53,16,15,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-03,31,7,50,20,0,0,0,2,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2011-05-04,51,2,15,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-05,20,10,14,7,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-06,83,17,12,4,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-07,7,9,0,4,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-09,51,8,3,8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-10,368,31,7,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-11,77,7,3,11,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-12,348,31,4,2,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-13,224,36,3,3,1,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-14,539,30,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,259,12,1,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-16,74,21,5,2,0,4,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-17,61,12,6,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-18,56,4,2,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-19,60,8,2,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-20,73,20,2,1,0,2,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-21,39,31,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-22,56,13,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-23,45,19,5,3,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-25,10,20,1,5,1,3,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-26,32,70,2,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-27,31,130,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-05-28,4,43,1,5,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-29,8,41,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-30,24,18,1,18,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,43,9,27,0,9,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-06-01,49,5,4,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-02,121,6,4,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-03,439,13,4,1,4,3,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-04,107,4,3,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-05,43,4,5,2,6,6,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-06,113,43,9,3,1,15,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-07,53,40,2,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-08,54,323,12,9,1,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-09,85,286,11,9,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-10,57,206,33,2,0,8,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-11,77,10,5,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-12,51,61,19,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-13,78,348,4,15,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-14,69,174,11,6,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-15,45,100,7,4,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2011-06-16,40,124,21,6,4,4,0,0,5,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2011-06-17,24,125,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2011-06-18,12,42,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-19,24,89,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-20,70,40,14,2,0,5,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
2011-06-21,80,28,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2011-06-22,49,23,3,1,2,3,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
2011-06-23,65,23,4,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-24,24,5,4,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-25,16,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-26,26,3,8,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-27,161,13,0,2,6,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-28,55,5,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-29,114,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-30,59,9,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,50,8,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-02,39,1,2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-03,25,0,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-04,29,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-05,76,499,30,33,14,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-06,100,47,21,6,12,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-07,79,6,22,8,13,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-08,64,6,18,4,1,27,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-09,41,5,10,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-10,33,7,9,3,0,10,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2011-07-11,116,161,1,8,1,13,1,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0
2011-07-12,96,97,1,11,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-13,35,52,4,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-07-14,96,251,7,22,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-15,99,147,13,9,2,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-16,35,85,1,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-17,64,96,9,2,22,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-18,115,152,12,4,0,6,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2011-07-19,4,7,13,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-20,61,48,28,0,9,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-07-21,49,17,2,1,2,2,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-22,39,3,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-23,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-24,8,1,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-25,104,39,36,2,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-26,134,45,19,0,22,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-07-27,74,87,18,9,2,2,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-28,81,212,4,3,1,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-29,28,4,13,0,0,3,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
