title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2014-02-01,2014-07-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[3] Number of Jobs Submitted","[32] Number of Jobs Submitted","[16] Number of Jobs Submitted","[10] Number of Jobs Submitted","[24] Number of Jobs Submitted","[5] Number of Jobs Submitted","[6] Number of Jobs Submitted","[9] Number of Jobs Submitted","[12] Number of Jobs Submitted","[7] Number of Jobs Submitted","[20] Number of Jobs Submitted","[21] Number of Jobs Submitted","[13] Number of Jobs Submitted","[11] Number of Jobs Submitted","[14] Number of Jobs Submitted","[17] Number of Jobs Submitted","[18] Number of Jobs Submitted","[19] Number of Jobs Submitted","[15] Number of Jobs Submitted","[22] Number of Jobs Submitted","[28] Number of Jobs Submitted"
2014-03-30,511,139,9,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-31,808,184,76,16,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,1607,187,63,28,3,7,25,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-02,1375,249,19,15,2,4,10,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-03,1562,230,10,4,21,0,2,0,2,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2014-04-04,601,136,14,14,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2014-04-05,26,4,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-04-06,1331,41,13,22,1,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-07,2463,154,8,21,16,2,1,1,0,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-08,1488,194,7,9,5,2,4,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-09,777,113,7,5,10,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-10,325,176,17,18,3,12,19,0,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,456,139,2,19,3,42,21,0,28,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-12,750,53,12,12,1,47,15,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-13,403,61,6,4,7,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-14,795,144,16,6,11,1,2,1,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
2014-04-15,476,126,10,5,4,1,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2014-04-16,327,159,13,9,3,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-17,453,174,20,18,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-18,287,175,9,13,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-19,215,80,2,4,0,2,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0
2014-04-20,197,84,7,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-21,496,207,47,55,7,0,0,1,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-04-22,456,235,27,36,1,1,3,6,0,3,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0
2014-04-23,481,190,27,61,2,0,2,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0
2014-04-24,786,196,24,47,4,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,266,191,54,72,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-04-26,176,86,8,9,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-27,224,83,14,4,5,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2014-04-28,1148,224,16,23,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,375,202,17,23,4,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,1102,235,17,13,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,2664,191,21,29,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,3544,173,15,12,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-03,545,82,22,8,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-04,177,74,7,13,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-05,977,158,41,13,0,4,2,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,543,201,9,26,2,1,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,2353,223,12,34,1,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,4032,164,25,22,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2014-05-09,487,169,17,12,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10,355,89,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-11,591,114,20,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,1018,288,37,15,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,658,212,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-14,901,283,26,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-15,1237,297,10,9,1,3,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16,254,218,17,54,0,1,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-17,165,55,12,10,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-18,372,128,11,5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-19,452,231,14,25,14,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,1319,180,7,14,3,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-05-21,575,186,25,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,1406,192,14,14,7,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,1812,203,80,45,3,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-24,200,129,20,4,20,0,11,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-25,213,77,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-26,892,226,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,1103,186,51,4,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,426,220,21,6,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2014-05-29,1048,201,30,18,24,0,0,1,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0
2014-05-30,1036,166,30,8,15,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-31,183,77,25,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,178,61,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-02,480,217,22,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,664,174,25,31,22,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-04,696,251,24,31,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-06-05,300,168,29,12,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014-06-06,986,132,24,15,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-07,481,98,12,9,0,10,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-08,220,93,24,6,2,4,4,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2014-06-09,3142,160,16,3,15,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-10,3900,201,25,15,6,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-11,2613,164,15,2,6,9,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-12,703,207,32,16,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,1570,189,13,17,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-14,321,97,7,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-06-15,403,55,15,15,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-16,2917,139,10,14,13,0,0,3,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-17,4219,79,26,25,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-18,8053,144,19,11,14,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-19,3854,168,23,13,12,1,0,0,9,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-20,990,142,12,14,2,10,1,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,756,53,11,9,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-06-22,180,53,22,6,1,0,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-23,422,229,21,4,12,1,1,4,5,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2014-06-24,758,187,27,14,8,2,3,3,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-25,1215,230,48,12,4,1,4,7,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-26,297,117,30,34,8,3,11,18,8,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
2014-06-27,1475,170,36,6,6,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-28,1412,69,15,6,3,0,0,0,10,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
2014-06-29,1203,59,17,3,8,18,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-30,348,129,18,7,4,5,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,356,140,8,4,4,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-02,386,131,10,5,3,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-03,473,141,7,3,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-04,288,136,22,22,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-05,136,49,4,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-06,494,73,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-07,761,214,32,37,0,0,0,25,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-07-08,468,243,8,12,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-09,480,197,6,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-10,693,199,5,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-11,568,99,4,3,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-12,126,64,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-13,380,46,6,5,8,1,0,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-14,405,180,19,6,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-15,422,160,14,10,1,5,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-16,508,127,10,6,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
2014-07-17,652,141,11,7,1,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-07-18,391,143,10,4,3,1,0,23,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-07-19,127,100,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-20,148,59,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-21,218,137,4,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-22,298,153,11,7,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-07-23,273,164,11,3,2,2,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2014-07-24,446,181,35,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-25,363,210,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-26,396,136,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-27,226,128,16,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-07-28,267,155,11,2,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-29,265,195,6,3,1,0,1,1,0,0,0,1,1,0,2,0,0,1,1,1,1,1,0,0,0
2014-07-30,343,179,18,6,2,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2014-07-31,254,199,18,3,0,1,1,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
---------
