title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2014-08-01,2015-01-31
---------
Day,"[CCT LSU SUPERMIC] CPU Hours: Per Job","[NICS DARTER] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[TACC STAMPEDE] CPU Hours: Per Job","[TACC LONESTAR4] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[GATECH KEENELAND] CPU Hours: Per Job","[SDSC GORDON] CPU Hours: Per Job","[SDSC TRESTLES] CPU Hours: Per Job","[TACC MAVERICK2] CPU Hours: Per Job","[GATECH KIDS] CPU Hours: Per Job","[OSG] CPU Hours: Per Job"
2014-08-17,0,485.02375926,167.59506429,187.84667523,290.37081410,21.28567778,228.06652131,230.36836664,154.11497347,206.14562424,43.19850000,0
2014-08-18,0,171.86073277,338.43636174,217.53420162,111.60623127,19.02136923,211.85520758,219.97252202,167.18079501,94.07708409,40.46855000,0
2014-08-19,0,125.02081013,342.73457209,265.26749611,104.48192190,35.86890000,154.66971843,218.88783975,174.50516283,131.85584737,5.16828947,0
2014-08-20,0,109.58933327,464.82261765,404.95164671,152.49627682,26.99236250,127.12459751,163.21193885,174.23026844,180.26392708,0,0
2014-08-21,0,65.99132543,726.02953291,382.14079136,439.19293778,218.39377000,211.85228949,243.32207188,222.97729598,125.02685269,3.46160000,0
2014-08-22,0,73.31427885,626.46065556,453.23170422,169.21656157,121.49236250,234.73932826,233.71313927,228.51630429,106.28311070,72.00000000,0
2014-08-23,0,53.52374313,645.90654579,219.07710620,189.38344424,269.88148333,262.84634770,230.28151266,305.37791195,109.31969385,13.58870909,0
2014-08-24,0,79.07390721,628.04254719,194.35576125,188.61120792,408.65600000,263.20815687,233.09608528,434.56972579,59.14788309,17.69125000,0
2014-08-25,0,60.12273012,351.54649079,224.64462438,176.88819038,5.27112000,237.22582829,211.49465484,345.74692153,116.74744540,31.56208750,0
2014-08-26,0,456.09696308,381.88226978,225.28779907,192.84439427,0.05156000,108.06628792,185.97254531,253.53610373,166.59052411,40.08774286,0
2014-08-27,0,136.95732536,302.34741379,258.01570231,223.76249144,0.05036667,246.57814018,215.68311091,180.59914622,175.48377483,71.06166667,0
2014-08-28,0,59.63826928,347.99610000,330.24884433,363.20081955,0.04890000,222.31370535,156.26803437,273.14117854,18.79879477,5.28750000,0
2014-08-29,0,286.06687379,373.80501667,411.47544457,509.34803381,119.04571429,175.36407028,207.67209017,362.22466284,10.35012502,0,0
2014-08-30,0,124.80463241,423.23818673,243.43740423,246.17499018,199.32378519,326.03270233,266.48124890,223.46433642,7.78594227,0,0
2014-08-31,0,2038.33581066,453.50671100,176.28118014,165.33892323,134.51194688,433.07662759,285.59460379,421.06961636,12.47946689,0,0
2014-09-01,0,174.26123645,494.91935000,207.79786756,242.02819150,23.83850000,547.58315349,199.88601165,315.21174059,234.22460826,0,0
2014-09-02,0,83.38595548,187.42611172,368.96952682,196.95599355,0.56178000,371.96545455,240.83055539,226.32773494,162.84742737,0,0
2014-09-03,0,2892.34747500,395.65419240,261.35452784,93.67542564,0.44266000,306.74526667,197.34154842,208.19041005,117.53992600,0,0
2014-09-04,0,104.60732857,408.17005965,265.17766844,125.42625962,81.90715556,170.28035273,254.67128055,218.21892194,65.07335113,0,0
2014-09-05,0,238.97858326,345.18811124,336.61553026,97.53678217,0.02667500,238.29823917,310.94274310,267.87954433,120.50137769,0,0
2014-09-06,0,4985.73494909,542.92310000,373.66048186,72.82014012,88.55073333,219.54416857,337.24633968,310.83488957,178.70875932,0,0
2014-09-07,0,2048.14671928,512.92780229,189.86870632,37.73110833,0.15110000,2183.49963750,303.10696838,171.13753467,318.84851386,0,0
2014-09-08,0,157.30574403,563.88568800,210.71745056,42.93001309,85.46370000,2205.42864444,343.19871685,164.42610784,282.88577890,0,0
2014-09-09,0,218.59093562,406.05645029,164.19211629,75.24229249,0.05512000,1442.66935758,375.05765018,202.46417149,21.26903585,0,0
2014-09-10,0,241.99843662,314.67374129,356.52603136,193.87541144,34.67295000,646.55863867,322.61151901,215.78698238,14.65035067,0,0
2014-09-11,0,219.17041594,330.99306355,299.95366665,115.73042169,0.05110000,419.04679596,429.21479029,199.03900429,17.05510551,0,0
2014-09-12,0,675.98196049,593.80646364,290.24683498,110.74009538,94.68148333,80.03440977,465.57004003,170.80584323,17.49171794,0,0
2014-09-13,0,5876.46315921,513.18843768,307.40132849,91.63234148,500.74630000,206.93677045,418.84896921,229.72413519,8.40276425,0,0
2014-09-14,0,4645.98401560,615.13602456,398.00952940,69.74850779,767.23912000,853.17726000,344.02932680,395.00218726,8.38974396,0,0
2014-09-15,0,508.39778669,383.40752253,297.36230464,92.73670635,0.05110000,578.39722545,229.33590193,335.07443724,7.95709677,0,0
2014-09-16,0,182.55108176,446.24751097,467.18265529,59.09138571,126.91593333,189.83628143,204.19801497,111.90224879,9.19843220,0,0
2014-09-17,0,806.51337969,524.57485303,432.66782592,80.11789465,0.04667500,189.89447087,317.51327288,103.72785484,70.46481667,0,0
2014-09-18,0,478.57097426,471.79161773,355.47286858,128.46361392,147.37156000,178.09022294,299.71212918,278.24368526,35.54291500,0,0
2014-09-19,0,325.55852051,247.90731577,350.62955418,83.86948914,51.88543333,177.92628052,335.93190975,218.85172524,49.05194851,0,0
2014-09-20,0,1974.76901181,430.06778645,437.10117152,156.02241832,75.78380000,312.09429822,315.18143350,405.15636533,25.30898023,0,0
2014-09-21,0,5278.09362500,428.95195506,309.80349130,270.63285986,0.04887500,276.54308881,339.35928405,242.07292908,172.44611000,0,0
2014-09-22,0,983.23555553,348.95295026,301.16100043,109.15081246,0.05156000,293.63952318,273.82320326,220.77525752,45.88109298,0,0
2014-09-23,0,327.54830203,418.99623165,364.16113322,322.41675434,0.04740000,290.38432595,333.47423692,237.83794555,98.86838966,0,0
2014-09-24,0,1679.86652412,361.70173697,532.32489194,276.73444457,0.07110000,244.35580698,328.43902421,298.10301006,35.95100909,0,0
2014-09-25,0,579.63080264,392.11638434,427.73549457,276.34587944,0.04445000,297.08370208,364.74220092,227.18956038,11.66396736,0,0
2014-09-26,0,356.07338018,452.59936735,409.17415196,573.52386509,0.04445000,529.40682441,297.02096746,204.59385467,37.89339048,0,0
2014-09-27,0,525.32214310,753.84000120,391.92001694,1121.93853600,0.04443333,889.71036944,421.84122610,311.96270629,17.06969545,0,0
2014-09-28,0,219.00050627,173.97828408,336.62414954,100.03310126,0.04890000,872.63303881,332.04821180,247.24395949,30.41589655,0,0
2014-09-29,0,323.99618557,368.66369593,163.51928974,92.25467005,0.04090000,223.26521715,283.06161477,189.07770074,9.66282374,0,0
2014-09-30,0,483.67668354,550.81843564,105.71054641,287.40902953,0.04667500,123.47721739,271.90492293,122.88539911,61.12610431,0,0
2014-10-01,0,934.33066583,633.88339000,125.30360890,527.49051917,3.25422000,88.14402988,254.04431957,154.10796968,69.41151205,0,0
2014-10-02,0,391.69206250,610.70645000,414.08577650,136.45824965,0.05481667,98.12497286,125.04706959,92.40061210,18.63149414,0,0
2014-10-03,352.45032353,543.45955583,770.97097344,482.79350101,65.31755860,162.66505455,81.95851132,131.70694361,125.07761645,127.17020879,0,0
2014-10-04,0,304.57709393,428.13931008,541.35381554,36.86168226,295.42772609,107.36159709,155.86816133,158.29794757,139.80767143,0,0
2014-10-05,0,1419.50705437,701.48095696,461.66225497,77.64270000,250.69992759,74.48252970,219.29938657,180.15855916,108.87458704,0,0
2014-10-06,934.46445000,643.10726205,403.78666786,173.61265477,152.16115769,164.62926667,91.84830256,219.81348731,224.83795573,73.25403028,0,0
2014-10-07,0,578.37276366,341.85715128,236.56823831,281.30388667,11.58818857,106.85301909,223.85393079,262.44178750,108.56610813,0,0
2014-10-08,6296.53330000,1007.31970789,290.21466814,472.73105283,423.43250000,0,101.71095514,187.68292308,192.83532267,100.75855784,0,0
2014-10-09,1765.66667500,151.34617377,374.51798182,260.44682361,182.76847027,0,123.24189199,166.00145979,244.25026644,107.06596421,0,0
2014-10-10,4654.66666250,87.70804468,515.21924505,334.78066794,146.03482154,0,109.97347700,212.79656878,299.06916880,170.08633400,0,0
2014-10-11,572.80000000,874.04274762,552.55341266,522.39300644,235.19759535,0,166.17651778,170.63146863,405.36054703,191.50486667,0,0
2014-10-12,0,212.56601795,623.73164304,367.80314548,364.38757879,0,102.04199131,114.79571346,395.72364522,91.55627500,0,0
2014-10-13,7851.09332000,47.35648376,539.47819136,281.86916357,325.68537241,0,96.96458020,145.90019990,131.07053688,288.30865310,0,0
2014-10-14,8768.62222500,25.89401242,317.93519262,155.91029283,105.32260372,0.05905000,133.85181613,157.15128617,113.73497171,112.81116618,0,0
2014-10-15,5015.20000833,54.39491201,413.06824299,261.91936007,438.36808077,7.35722500,123.35290146,152.32045097,169.20886333,126.77570977,0,0
2014-10-16,3184.71111667,17.49369850,465.58809623,411.59885357,2675.74733667,5.89059302,118.57546408,155.61343808,75.97364004,103.34508534,0,0
2014-10-17,961.65416563,134.80114257,607.63714495,327.58476817,1147.87948846,0.05332500,169.32664707,131.23337369,193.56261376,39.19560000,0,0
2014-10-18,0,83.57935229,1168.29499552,408.11462274,289.59097941,19.75554000,161.01510816,121.67576489,239.69719404,151.32074574,0,0
2014-10-19,0,20.94248084,1022.20456351,415.74136472,361.52816500,27.44221429,106.48946374,100.80423899,326.01358694,292.39289767,0,0
2014-10-20,100.50000000,41.03773354,616.24840420,261.00985563,451.30990294,27.12978000,100.12772062,120.52401161,190.37444728,109.21250093,0,0
2014-10-21,191.70000000,20.58110653,758.42815054,129.91545209,501.59157778,0.10518333,99.68741939,158.93283968,267.56056395,315.83418974,0,0
2014-10-22,2407.58520000,117.76437216,953.78476143,427.26343284,288.22581765,0.28445000,150.73189413,233.24460548,230.72309131,110.48098766,0,0
2014-10-23,0,64.55081674,974.71722754,481.78098658,189.38683854,0.05036667,132.69818017,209.22084264,141.57790135,266.72137980,0,0
2014-10-24,0,41.61998242,692.98990000,220.66022392,289.86400222,5.76000000,166.61264991,95.97066084,175.80203770,367.68635441,0,0
2014-10-25,0,108.36999913,1057.88825571,328.32448549,294.43720323,0.05630000,179.44348574,90.60806186,275.86552116,80.29081667,0,0
2014-10-26,0,118.04362393,762.08502828,295.16082034,417.25099189,33.93923333,174.04048429,96.87162891,348.19643080,93.03412130,0,0
2014-10-27,0,149.41539344,1049.23636974,236.51551087,201.91397329,5.35154000,116.27155424,149.85326799,185.48908016,87.06342864,0,0
2014-10-28,0,399.08131713,1013.71595385,219.25746511,240.93218931,35.91510000,103.30928712,194.12603852,105.88749664,201.64031912,0,0
2014-10-29,0,383.54357654,790.86721020,450.40571828,148.79156114,32.38743333,67.45491025,116.81830120,216.99752167,333.49772459,0,0
2014-10-30,0,254.88397378,569.83695512,370.96698150,312.39398319,195.18754000,185.47823126,130.50194521,126.34471020,340.99273088,0,0
2014-10-31,476.53517778,93.60542404,980.06238974,307.45474374,350.14987013,45.39036667,169.03613263,193.98523279,164.26206132,353.22172537,0,0
2014-11-01,1355.61111429,969.82191880,922.33909383,345.90066732,558.91444444,93.55330000,88.97596475,275.66145940,356.01978902,250.94986154,0,0
2014-11-02,1310.59127143,100.95774600,1364.08880727,412.11036083,420.74275217,119.07110000,162.55423222,254.25136138,49.81441388,687.67624828,0,0
2014-11-03,1004.99506667,291.92522081,441.48720541,368.89191701,164.34963016,23.55646000,66.56374150,147.01708846,131.91864606,784.81524359,0,0
2014-11-04,899.81667143,646.91624160,387.77286064,378.98880087,140.25214429,20.14445000,86.58372845,221.46056354,66.30952333,775.42891795,0,0
2014-11-05,2359.28015714,216.14240549,424.66759839,313.28620241,318.96920847,24.13780000,53.44524014,167.21086916,119.26749348,466.08062927,0,0
2014-11-06,243.98887857,168.77715452,472.17046805,458.64232640,135.74276415,0,45.06966895,220.27834796,179.06947741,518.66096923,0,0
2014-11-07,460.82407333,348.43573279,166.54065255,421.31633753,304.16992164,0.07703333,141.79128687,257.75869325,237.45578010,349.45911887,0,0
2014-11-08,1604.75278333,1206.38989010,147.45582117,302.99867842,884.83495405,0.07110000,92.86226814,271.27904421,341.67998185,268.34973333,0,0
2014-11-09,924.46445000,1081.64652714,858.27086712,305.29604124,365.62333500,0.06813333,120.75611724,197.66103370,231.63993174,350.25355200,0,0
2014-11-10,1380.78095714,864.65013793,77.74521111,503.54641837,162.86866308,21.47688000,39.37071640,151.17395522,288.39950722,334.05478966,0,0
2014-11-11,1804.70000000,643.39880501,101.51740385,624.70675301,284.42623548,10.34665000,55.42936695,156.36482037,217.35991710,783.14503158,0,0
2014-11-12,498.76537059,768.48115722,319.56380201,528.28252601,225.42788182,2.59471250,44.98350520,131.08156706,170.44762000,694.12157059,0,0
2014-11-13,1286.80080000,726.67933436,212.86404278,429.81024642,117.63458500,285.39927674,31.67235891,187.79926150,87.95798738,69.55972188,0,0
2014-11-14,564.64617500,1539.68351204,330.49521025,491.28195778,105.95678675,74.30691111,51.04676475,204.37120000,174.10452595,99.54499180,0,0
2014-11-15,802.26296667,2621.86635983,555.20721575,721.57726522,135.35636136,23.78666667,24.35240121,240.54163382,232.98982944,839.88968571,0,0
2014-11-16,505.15208750,2230.00108778,230.58702222,376.44090663,124.41663196,78.65689000,100.64705836,153.37264351,393.59894953,73.30972222,0,0
2014-11-17,802.23518333,1305.03195850,118.29354424,489.54789563,52.23680271,11.88555000,116.12783723,124.23455628,139.36913220,192.03308427,0,0
2014-11-18,760.50463333,1203.79974531,203.13475422,447.99508894,27.77737805,242.82318571,160.01856898,132.59827204,145.62175093,75.65043725,0,0
2014-11-19,601.19761429,4188.13446356,679.65664474,478.71081151,44.83686758,158.75203333,126.88055635,135.48074661,109.37178476,6.29273977,0,0
2014-11-20,416.68974615,2786.18053422,710.77209519,484.57473331,97.15215257,123.03630000,206.30485255,203.97846752,94.92443586,6.89408548,0,0
2014-11-21,637.20416250,2370.53735896,480.30442617,486.97122015,254.42209153,0.04000000,132.61724471,186.59626102,93.23391201,38.21941379,0,0
2014-11-22,324.07062857,9936.19450980,681.21721170,508.28730372,110.93622632,0.00890000,101.39661361,175.49753740,121.21940406,35.18448357,0,0
2014-11-23,263.29135556,20200.70481250,826.72432267,394.20655943,300.71853415,0.00890000,168.21246410,158.79716341,133.13518068,40.53496735,0,0
2014-11-24,301.32916250,778.25482547,462.89154123,252.30365690,133.42854364,7.05335000,109.32527135,227.95511158,59.35580615,39.66459040,0,0
2014-11-25,143.33724706,3345.31032258,641.52690777,217.93755151,108.21059861,0.00890000,147.88043080,242.55045093,46.57751353,63.12836316,0,0
2014-11-26,218.41010000,3759.54761875,761.75604176,552.62312475,319.78790185,0.00890000,146.78938414,262.24470112,123.62882418,86.87931933,0,0
2014-11-27,184.63888333,6820.87387432,694.01832547,824.10449025,224.91825942,0.00890000,187.88740154,227.10794072,143.65022017,36.85089259,0,0
2014-11-28,258.55740000,4811.17755875,810.13980843,557.06853724,107.58332857,0.01780000,144.14881656,237.90438522,118.17600905,68.16021887,0,0
2014-11-29,2.90998000,17993.90252759,1078.47644200,452.41143931,53.47888829,0.00890000,105.84981534,202.29002040,147.05127623,37.45562564,0,0
2014-11-30,224.66348571,7176.74128169,673.13087761,490.66822781,53.46237212,0.00555000,82.79229746,170.22026633,228.51920654,29.80395610,0,0
2014-12-01,360.28730000,2777.39571243,377.75881613,196.79523816,60.19956630,0.00890000,72.60196344,211.07081599,165.35825630,47.45798926,0,0
2014-12-02,449.21905714,1847.18039095,414.19334891,333.60687551,167.42469659,352.53630000,99.87454652,242.09419691,61.63044886,41.84466869,0,0
2014-12-03,529.11904286,4813.88176438,569.12285138,375.48056651,110.82115733,0,171.01419355,171.33981564,33.85573236,80.00213000,0,0
2014-12-04,22.97659750,2763.57179691,570.80843077,798.27406078,166.71611222,2.74000000,145.76553646,245.67184387,144.33100791,40.11077705,0,0
2014-12-05,303.31598125,1743.38771792,322.09421256,767.50544791,362.78522029,25.08445000,149.50690519,267.62409991,53.04762209,30.32902523,0,0
2014-12-06,460.36205000,6707.86841311,1746.72395185,665.74655241,291.92469070,41.71644000,157.87706028,284.63287416,47.48596968,22.95565449,0,0
2014-12-07,575.83681250,2962.96222153,165.77694819,590.79871779,459.24027213,0.00890000,74.93049474,151.08952346,46.11647613,28.38555833,0,0
2014-12-08,699.96975556,3026.94229664,379.81923588,462.32219706,73.41991481,130.21335000,109.91475066,197.53075066,78.78030804,43.30171667,0,0
2014-12-09,410.30139167,652.81458128,171.05989811,392.96805122,368.51347292,0.00890000,171.61066667,173.81777772,54.98203519,56.28071686,0,0
2014-12-10,291.12445000,2205.85366111,322.91766203,468.83760972,192.26877649,9.50222500,215.37636131,130.41980271,46.63184354,63.05887805,0,0
2014-12-11,185.93675385,2214.93786121,171.30688453,430.00491456,319.67708073,32.05740000,386.42928493,126.71916392,54.91859122,126.11677103,0,0
2014-12-12,248.59212500,1379.05144282,353.77490221,527.99909257,175.76673825,131.86692222,270.65757859,137.66585848,188.59513800,114.61425526,0,0
2014-12-13,196.72923043,4861.18162360,291.28725263,619.65639713,461.68476306,180.02555000,159.30400286,132.45558504,316.79057570,141.72742234,0,0
2014-12-14,510.04967059,3009.06011017,278.11628807,332.09475684,2125.77860636,0.00000000,169.74620713,66.89277469,260.35039440,325.70777455,0,0
2014-12-15,125.79496604,3388.67864609,326.46937143,397.90288795,1627.64344746,0.00890000,99.01666892,55.44791641,42.97304464,86.70358511,0,0
2014-12-16,184.91199318,6068.83523091,367.74694685,606.10935888,777.27262009,70.43288000,75.47279546,147.33446336,52.33116802,70.51794324,0,0
2014-12-17,248.59193226,1535.87321440,222.16201132,644.23814715,976.86469621,544.28445000,127.25816040,74.43524235,126.34244532,137.98123141,0,0
2014-12-18,213.42239118,9587.08442500,230.94517958,551.47847691,566.00511765,197.90220000,194.35801397,56.13703436,193.61459879,151.61328772,0,0
2014-12-19,281.18213043,10152.51740000,278.92706629,576.24338134,42.41760255,0.00890000,97.42682709,82.26412461,107.99031687,303.38554630,0,0
2014-12-20,334.44240000,21599.92107200,428.50847075,748.13528866,79.10564771,0.00000000,123.26111374,53.69908841,71.15473296,479.15377160,0,0
2014-12-21,361.90278125,4885.30710097,546.58128310,519.05101697,116.09078656,0.00000000,132.21138122,84.22774115,98.93222001,138.82918022,0,0
2014-12-22,296.68117778,8347.45272157,287.11296909,465.34937165,253.98188833,0.00890000,92.03545368,67.52425477,37.70879074,241.27042353,0,0
2014-12-23,413.50634286,8946.80028710,222.28698286,510.72767423,204.51721141,54.93445000,80.46525919,96.15154385,57.30224487,122.75659531,0,0
2014-12-24,505.70960000,10808.25824737,166.70450541,604.87325850,276.99728820,480.97142857,105.22567906,97.59071072,112.65204023,97.05000000,0,0
2014-12-25,304.30416667,9716.87572800,272.56761465,737.61397051,926.92838710,857.80635714,168.96208961,86.56840412,185.19128843,183.85039643,0,0
2014-12-26,525.45606364,15305.57407083,235.49503938,1086.19337919,445.47699032,682.99851667,158.09156627,56.52478371,340.49353179,117.66613077,0,0
2014-12-27,390.95634286,13664.58027813,245.40042655,646.44768230,388.83398261,526.69281538,187.90121243,81.59873656,319.18079733,137.24285714,0,0
2014-12-28,671.24036667,23030.54519333,639.14839701,425.37519655,365.72441471,1025.46888750,217.02227175,64.54701816,277.21298624,59.51748889,0,0
2014-12-29,715.99956923,13349.73333000,652.17862885,709.32157880,141.91505517,827.75678889,165.97358189,163.18524384,116.46474014,85.09263263,0,0
2014-12-30,343.29235625,7304.33279545,406.98147290,711.39858975,152.54910667,735.57555000,285.72393360,91.29910429,160.08198351,118.75175641,0,0
2014-12-31,525.77451176,16454.03259259,405.03348000,389.12245894,729.51082500,882.78266000,222.68460536,141.89830325,127.91634312,98.03167872,0,0
2015-01-01,426.69394091,10902.37036667,287.45719342,357.83488001,1759.25582500,882.64978000,0,172.20005455,127.81026584,120.52926707,0,0
2015-01-02,715.44259444,808.03555000,146.17011638,341.73550366,19841.92000000,882.83378000,0,116.47538372,65.33178892,109.75236322,0,0
2015-01-03,636.57666500,711.17040000,590.95295143,301.35172836,0,372.32782857,0,63.93076576,57.95238436,106.49436761,0,0
2015-01-04,379.86333000,420.88890000,553.41246623,343.95362944,0,456.32068462,0,30.72695024,147.09804333,7.39862500,0,0
2015-01-05,496.85759000,109.87753333,394.90218364,1749.86420425,0,369.36780000,0,95.85269089,32.90042196,169.75000556,0,0
2015-01-06,494.16785714,795.28104118,505.00444353,448.49430516,0,0.00890000,0,126.84898025,149.14799433,326.21736897,0,0
2015-01-07,289.86020698,24.52146667,312.05908777,359.18334163,0,0,0,33.99512994,201.84623883,197.71221226,0,0
2015-01-08,380.74462667,435.77760192,570.61534405,438.63250143,0,180.79587143,0,37.14255325,60.48932144,283.90051053,0,0
2015-01-09,439.93306667,1303.90603571,505.85363919,391.04518303,0,65.25392667,0,119.32383478,239.15568084,231.11045263,0,0
2015-01-10,329.81549474,1395.25259583,717.88518056,448.33236073,0,348.48165000,0,128.26562173,203.33696301,704.62198750,0,9.44610000
2015-01-11,131.83415556,497.01487826,416.76142330,334.98275850,0,934.00000000,0,48.08910704,213.92709916,542.99844000,0,22.93220000
2015-01-12,435.02466800,335.42383727,443.29882451,194.85938523,0,678.03780000,0,126.34612404,287.84365100,156.25402755,0,15.89985000
2015-01-13,369.16276296,1362.49946700,455.64692212,232.84213325,0,1015.40000000,0,156.96972898,163.33448786,119.74930000,0,17.15820000
2015-01-14,220.55889000,362.86913333,275.24273780,481.24675245,0,887.36665000,0,157.45996946,107.46435535,104.86489659,0,14.51930714
2015-01-15,302.06617826,319.92909843,238.47648917,490.84577365,0,502.02028125,0,71.45388002,81.77089799,148.18512769,0,19.88822778
2015-01-16,185.70236000,289.25261216,127.77155134,397.15901383,0,939.31057500,0,74.26630298,105.71087202,109.07189307,0,22.34204762
2015-01-17,272.61782791,167.72026176,327.97028286,535.19870827,0,1355.31110000,0,95.70838351,113.26395683,74.06111282,0,2.57708511
2015-01-18,488.38347250,271.34025278,282.99430625,362.54294261,0,2786.70520000,0,47.85308274,169.57984947,110.33266600,0,2.70890525
2015-01-19,635.55214318,633.93227143,315.45934320,366.81978048,0,3300.05780000,0,66.96702966,228.38641933,56.81223246,0,2.92222515
2015-01-20,453.48901087,270.98171045,349.52471947,370.73000435,151.83665000,0.00890000,0,91.18655411,117.37456977,90.53606038,0,1.73653086
2015-01-21,237.32400471,223.29696909,506.49667945,376.31281273,284.16000000,0.00890000,0,56.05177449,65.28622351,53.91274706,0,1.84890687
2015-01-22,521.11158136,1202.28810081,298.24856496,418.36276709,40.50000000,74.01481667,0,88.67018768,166.51775439,187.08272609,0,2.48139314
2015-01-23,418.81248052,202.09080308,413.49297207,394.41301900,2569.50000000,76.20832500,0,121.36178055,119.60723214,413.32528333,0,2.37259847
2015-01-24,254.27759341,288.82366197,555.19175422,523.46011061,0,74.17335000,0,62.94969497,227.99694294,765.87426316,0,2.58048251
2015-01-25,111.06850315,570.38771765,513.44270575,443.10324224,0,0.00890000,0,157.43538731,275.31714867,141.57064028,0,2.53374796
2015-01-26,209.39412984,122.65630584,214.24155422,301.59505785,0,0.00890000,0,99.71697554,236.57317122,61.61840846,0,2.35611440
2015-01-27,160.59987231,688.35938844,340.67515597,474.77521538,35.98670000,0.00890000,0,68.49432095,219.80650701,93.22260909,0,1.88614268
2015-01-28,119.18579038,1093.12081849,356.31459403,531.39393110,142.14335000,0,0,77.07563062,198.55286931,115.73635062,0,2.74076200
2015-01-29,197.68623604,514.90312625,303.52902949,472.67203857,48.96335000,7.59220000,0,52.83792179,152.51504515,167.72109459,0,2.48664645
2015-01-30,202.53111048,904.91228246,172.30879664,417.37954235,115.45330000,85.69112500,0,167.41583724,141.18482234,181.56638475,0,2.92818757
2015-01-31,189.93783048,2019.90493519,533.84199592,469.93701743,0,0.00890000,0,46.86510887,299.07571443,76.03681250,0,2.96127658
---------
