Day,[NICS KRAKEN] CPU Hours: Per Job,[TACC STAMPEDE] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[NICS DARTER] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[GATECH KEENELAND] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[TACC MAVERICK2] CPU Hours: Per Job,[GATECH KIDS] CPU Hours: Per Job
2014-02-16,1456.80538639,245.61718949,231.70595215,0,94.33828685,157.52744375,301.89477692,59.16620000,0.32602857,145.44139318,0,17.38341707
2014-02-17,1285.62758730,458.17391415,190.97919660,0,198.03121188,301.94081417,268.27493074,33.79077308,2.93556250,126.87967638,0,32.10944615
2014-02-18,1118.27983304,371.98586899,86.02019419,0,238.84249532,348.42197500,273.12218397,31.13228352,1.09904286,95.58206718,0,42.48475556
2014-02-19,1262.75357839,372.10176499,255.82474263,0,271.32567239,283.54074441,237.30898896,23.30586754,1.54370000,93.64605553,0,27.73932692
2014-02-20,761.42252266,430.99875814,210.03441323,0,276.92652071,269.81060923,161.36513835,80.36611389,0.35666250,92.01305962,0,37.89407895
2014-02-21,919.64211910,370.12670468,199.32553225,0,276.88839260,245.32187746,1160.90402128,92.02454762,0.61618125,111.74092832,0,60.51937500
2014-02-22,767.68354687,373.02855217,175.20272853,0,304.45889943,577.85710964,763.36255960,80.79051154,13.73968571,182.29620582,0,33.18677727
2014-02-23,701.53915558,275.71431917,140.14274840,0,201.28320100,342.51043764,263.78618297,291.52396087,0.89030000,62.00348827,0,65.06030000
2014-02-24,750.52061621,205.29172675,125.96544537,0,216.50045807,161.64131722,210.93017113,70.69839600,2.33777500,41.34341188,0,33.48426471
2014-02-25,544.58704209,160.35767763,197.14119005,0,211.00412949,247.20765947,105.87056316,3.03758182,2.68277500,118.66880453,0,22.57875000
2014-02-26,419.82561979,402.96591711,195.70802326,0,262.18923823,80.88691375,64.95315671,284.23015714,0,103.10510271,0,27.15288108
2014-02-27,347.32791682,301.63759471,181.90995811,0,429.28107374,174.75392894,99.96135336,206.68355600,0,114.74872679,0,30.44407660
2014-02-28,508.87041235,330.33291233,182.95851524,0,456.50601811,107.16426168,94.94724819,178.06567500,0,127.56716716,0,24.22080500
2014-03-01,585.79582520,324.50703557,316.26760455,0,478.46528992,237.93795125,35.92061511,57.04842105,0,142.67510393,0,21.62828333
2014-03-02,324.76257314,306.71632564,18.91890000,0,463.69648352,119.28981623,39.64471589,83.46013438,0,90.80020547,0,40.14963333
2014-03-03,487.20201436,407.49184981,0,0,181.45759187,307.95652755,61.16715465,398.04747273,0.32963333,115.01385460,0,40.59573200
2014-03-04,363.07184565,377.44382965,21.36218857,0,227.98559337,225.25958799,60.43442760,300.74533333,0.40994762,126.37854687,0,33.84538846
2014-03-05,223.44771070,435.60797757,81.82109848,0,346.81570000,189.20488725,44.23124281,455.29267000,0,208.45613677,0,47.99961333
2014-03-06,535.82335027,447.91922625,132.83436426,0,364.49674475,216.76371243,52.56554646,301.60500000,0,203.32765146,0,42.35240000
2014-03-07,226.48728256,242.99734349,360.40774198,0,342.31094350,326.88825911,64.10896423,4.17022444,0,144.40476799,0,26.29735652
2014-03-08,185.27886509,255.32060209,221.30124228,0,219.64856796,360.51816825,199.86341807,145.31220000,0,275.36780635,0,25.86038667
2014-03-09,451.42102266,472.98845131,92.94934959,0,14.79136977,242.17899804,560.14988448,154.91855882,0,115.16275862,0,65.74357143
2014-03-10,252.52958575,237.24045130,145.21011080,0,0,255.84127321,308.83810725,264.31670741,0,0,0,4.16669655
2014-03-11,332.48871555,239.76994931,256.38233837,0,17.53103697,204.62284789,227.10090833,501.14445000,0,83.67445218,0,41.80544615
2014-03-12,267.02431993,278.61438168,237.02970680,0,91.45266814,222.27730683,266.84594135,966.37777778,0,180.07865663,0,30.03854167
2014-03-13,570.60833607,413.79398472,291.33775138,0,348.93927507,231.30432328,387.06628067,166.81099500,0,100.92135989,0,30.30683793
2014-03-14,288.01579543,360.32049922,247.33091442,0,304.94721611,212.16466754,453.77144915,560.02423636,0,106.10431600,0,28.35026800
2014-03-15,277.61662977,449.21051002,229.92430992,0,355.80740475,255.36401029,387.10839514,815.95630000,0,135.85163836,0,35.90456316
2014-03-16,475.75939557,412.26717930,245.30723421,0,372.03268300,244.16951357,504.63596091,727.37267000,0,130.54847876,0,46.16628000
2014-03-17,482.43986332,284.20344700,295.08046183,0,276.58065706,86.99198475,129.94243606,2432.76445000,0,112.97982716,0,36.54685000
2014-03-18,335.79823641,90.88019405,160.79428864,0,304.42902656,297.63784778,261.25294892,0,0.63296667,77.67787810,0,38.24806842
2014-03-19,756.16926531,287.22506341,130.73713000,0,229.64299497,124.84581813,361.97047222,0,0,73.08235488,0,42.82176471
2014-03-20,957.30203059,378.32528223,174.98836147,0,267.89343201,149.30694143,386.24873059,0,0,95.04561737,0,45.01104375
2014-03-21,1021.71977933,357.78860123,228.41882634,0,315.86542436,378.54598984,718.61842000,0,0,86.87766012,0,28.81083103
2014-03-22,542.97096990,1478.03920178,419.56620233,0,341.09807945,314.53810809,1096.69512766,0,0,87.51170363,0,44.99945313
2014-03-23,455.31921257,477.66667611,124.54679189,0,339.03604270,280.53911747,353.58622250,0,0,126.36129488,0,45.40851071
2014-03-24,383.76661927,317.08312345,134.12933110,0,150.55672403,132.93826571,567.02576250,0,0,108.65143400,0,23.30185484
2014-03-25,379.29422983,583.53342900,107.47855492,0,178.77436669,345.01800252,229.83633302,0,0,125.92267393,0,38.92655405
2014-03-26,363.79777454,540.33007998,127.83052381,0,220.99395448,223.76726581,385.58643621,0,0,49.11502304,0,31.99931556
2014-03-27,430.45670697,504.21277337,87.45699337,0,142.10745968,269.76712310,326.05068357,0,0,57.92397121,0,27.71751538
2014-03-28,179.00135202,452.08161565,158.48200411,0,87.50004368,261.06859664,349.63883333,0,0.08222500,64.41496040,0,36.86683846
2014-03-29,279.91182183,619.73161998,156.51936622,0,67.88135090,243.24876364,784.34625294,0,0,26.59220807,0,30.70763158
2014-03-30,506.60129024,613.70473308,230.54126115,0,235.74547699,197.36109781,29.09297145,0,0,70.50667708,0,34.55413929
2014-03-31,654.46089712,449.67470896,76.03042765,0,121.30465597,126.89187249,30.77841737,0,0,59.73069309,0,5.71982609
2014-04-01,570.43598908,404.66307747,207.42359112,0,87.83605988,171.55495152,221.99742913,0,0,64.14987267,0,6.64712500
2014-04-02,285.23023191,435.88612974,222.01172091,0,162.43507998,126.49729390,302.20917500,0,0,96.12802055,0,48.00083333
2014-04-03,280.30477356,527.06137360,214.61810437,0,127.93145990,163.38412657,325.42614140,0,0,96.12292433,0,28.43427632
2014-04-04,212.93265886,433.40333870,266.96672189,0,137.74775172,212.66137931,499.12356939,0,0,92.75170091,0,51.57507619
2014-04-05,393.92722223,463.48372462,256.12411395,0,268.90664067,223.24961304,462.43221579,0,0,278.63246973,0,34.43250000
2014-04-06,431.32732951,702.78258695,425.84929600,0,549.88445541,344.23108476,589.62728000,0,0,87.49343807,0,31.17903333
2014-04-07,270.21902559,604.08646760,357.16756170,0,241.00171493,187.20286202,230.87373730,0,0,56.37237018,0,33.08101852
2014-04-08,267.13859346,376.99958922,400.20728092,0,156.38099026,171.48860522,137.96913642,0,0,83.81368121,0,46.98250000
2014-04-09,473.67701025,455.47968082,133.15289448,0,130.92675347,191.34290483,335.90107328,0,0,133.84159597,0,23.01483696
2014-04-10,236.18743896,499.31217714,323.87479350,0,122.03917030,137.70240817,300.80440529,0,0,195.74570999,0,35.01236250
2014-04-11,290.49721612,440.77869447,59.18317373,0,111.07052597,202.02847651,505.96007705,0,0,177.20292196,0,27.51092105
2014-04-12,263.74215955,511.77956992,117.21056908,0,103.37309835,198.23760379,2127.49120000,0,0,146.75632006,0,34.32872941
2014-04-13,249.11709318,403.11623288,189.51831640,0,127.34105501,140.77389814,609.77504688,0,0,252.72138612,0,23.63675926
2014-04-14,241.22172743,219.56560497,106.34348495,0,181.12057143,150.34729443,378.53646557,0,0,159.51825798,0,17.55944815
2014-04-15,189.71804817,62.60428794,290.99259074,18.34670000,232.89108490,151.56776604,796.27831392,0,0,183.33668748,0,10.85434595
2014-04-16,205.44489967,435.23823811,469.79908247,0,267.18907358,79.71333081,227.91819241,0,35.63330000,214.44444338,0,6.96780923
2014-04-17,195.88832067,543.90618249,281.66026297,25.40515200,373.20404238,107.58593838,186.95175821,0,0,192.54377472,0,19.95745789
2014-04-18,195.70196537,533.76990723,255.81770751,166.54222857,433.86947838,139.20823463,788.31864000,0,6.00890000,240.14854039,0,51.42761429
2014-04-19,297.26903976,568.97118487,118.66537178,0,416.11572051,224.46314370,606.68146606,0,0,356.74765688,0,29.21307692
2014-04-20,238.95259817,291.73575824,108.95168149,0,381.84539678,198.50941141,375.05005174,0,0,295.08439867,0,32.59222222
2014-04-21,316.76108584,516.05743328,62.70282034,31.62416563,252.22107217,167.76655564,372.26344785,0,35.02570000,171.78708613,0,2.95942057
2014-04-22,234.25964044,547.21130939,87.15239810,36.96524540,207.27871115,166.92286308,615.61562039,0,0,201.46636865,0,17.62877667
2014-04-23,224.52101308,585.02044831,122.19770737,34.33166995,260.90990051,160.80550302,375.02268000,0,22.40726364,192.50855541,0,14.90051884
2014-04-24,199.21138537,525.37933922,143.82651988,32.71183653,252.03689705,182.74745309,517.40623969,0,0,164.10934949,0,20.86573171
2014-04-25,246.54463600,457.09529935,131.65721279,40.93845586,158.04599725,180.04966886,471.35705493,0,0,213.48654520,0,31.73828654
2014-04-26,240.12052891,679.49813615,80.10009710,38.02676427,480.14170267,250.98577290,304.75979627,0,0,301.14893473,0,55.17435484
2014-04-27,248.99639285,452.68865849,62.08123818,39.15645187,327.26182778,224.07448565,417.82117414,0,0,227.26634452,0,3.72400267
2014-04-28,256.51663961,671.10440329,414.21759521,72.55590925,254.19351415,157.35725565,433.65853279,0,0,92.09346162,0,32.74918254
2014-04-29,241.69368069,323.09220753,306.15077455,18.95133341,143.94766217,192.24582708,332.57893260,0,0,188.07559202,0,6.73720755
2014-04-30,359.22983351,336.84727074,240.80444772,58.13186384,209.23032421,245.07386066,449.58273133,0,0,130.87557275,0,10.84603871
2014-05-01,0,424.40818774,334.29864138,70.70963167,149.94851173,280.18325967,734.67438333,0,0,56.22070146,0,18.05821304
2014-05-02,0,462.40132697,297.65458469,89.81896290,272.00543877,211.52958771,567.32336319,0,0,57.58522532,0,43.50111667
2014-05-03,0,373.39144473,206.26569615,0,301.85621862,302.46443633,549.47769481,0,0,164.36606643,0,36.95722381
2014-05-04,0,255.77421008,232.28308824,0,491.19195347,209.18517706,867.63480337,0,0,297.21877372,0,50.44036250
2014-05-05,0,309.23190093,205.30411045,53.50567753,325.54209361,222.55032699,551.66151133,0,0,136.59675507,0,30.02591750
2014-05-06,0,267.00744963,221.55297007,118.29172411,243.65957099,497.67827153,451.29467396,0,0,205.26596846,0,29.62208929
2014-05-07,0,243.75547117,234.88397331,51.27755335,290.38439449,370.69060042,365.71785166,0,0,67.53964121,0,19.01784839
2014-05-08,0,264.11255300,250.21241212,77.33302379,296.84596353,247.24254582,606.12581463,0,0,44.37079285,0,43.77130000
2014-05-09,0,504.59664269,488.08372742,214.61921501,319.44576677,339.24131653,536.79848963,0,0,199.38476518,0,37.54931176
2014-05-10,0,378.70186736,385.26835556,1213.56317500,467.76683828,378.03335992,242.67241316,0,0,289.77977955,0,29.99836667
2014-05-11,0,300.38655018,659.71530707,362.07068226,478.48588765,284.54791484,278.30392114,0,0,193.87857043,0,10.28343023
2014-05-12,0,192.72820715,465.52373134,49.47741346,252.00757749,278.93461957,514.02373788,0,0,125.51771086,0,3.17494828
2014-05-13,0,75.43659414,253.97986848,50.86338704,79.95259288,262.44308462,617.13796780,0,0,155.33367716,0,0
2014-05-14,0,398.17372521,190.56301040,46.58614563,113.80448392,533.08213636,405.82659370,0,0,118.05572304,0,22.38631579
2014-05-15,0,286.13202719,251.43422591,62.67559864,157.43176451,230.59565547,247.99177744,0,0,93.37838291,0,63.38888889
2014-05-16,0,208.54727636,421.05503156,330.29930315,195.13368421,162.47834112,214.92385879,0,0,169.78468182,0,32.07666667
2014-05-17,0,302.89513035,477.83079583,3060.61230385,263.26173561,391.65432455,367.35799519,0,0,278.70194880,0,18.88215938
2014-05-18,0,243.17977200,143.15470739,198.50927275,427.67407825,534.64601467,403.54060417,0,0,103.96447856,0,18.48817813
2014-05-19,0,243.26259158,287.40552043,149.81617363,376.91954936,249.47035702,439.47728155,0,0,138.32730451,0,3.01909836
2014-05-20,0,709.79934895,200.00177730,196.99561818,303.58452627,280.34373464,206.80437039,0,0,81.20039928,0,29.40612222
2014-05-21,0,461.29993368,224.67701455,191.62810598,273.72689018,243.98446260,182.64345988,0,0,135.67021617,0,14.50340882
2014-05-22,0,386.90076642,318.43003573,152.52572364,340.23366478,240.09474063,188.15749365,0,0,73.84473975,0,48.77590000
2014-05-23,0,490.85285909,270.66083742,370.29807023,418.83969430,203.21276239,327.58836809,0,0,56.43305694,0,13.58833333
2014-05-24,0,601.01098318,483.49294118,5961.77275217,331.53984511,275.30970915,120.72844000,0,0,151.86825390,0,23.49283529
2014-05-25,0,384.72183763,381.25869712,97.41236342,201.22526034,324.09394783,0,0,0,179.44521837,0,51.42815714
2014-05-26,0,269.13187395,418.84638796,48.25996679,286.33672475,304.42563577,0,0,0,64.40974484,0,59.80659000
2014-05-27,0,465.51691945,178.68821781,88.70705996,303.71528946,243.75353378,246.19218321,0,0,88.64377426,0,33.79781250
2014-05-28,0,405.28866462,337.26335925,132.05672887,312.53825545,262.93779252,360.42766143,0,0,172.75898450,0,6.81815000
2014-05-29,0,569.97299029,251.85350180,124.77842031,305.35506144,239.94373571,796.01981837,0,0,101.42506708,0,8.68934634
2014-05-30,0,456.93561794,244.15493323,462.24858463,305.21253966,289.17606818,297.79317860,0,0,72.68609420,0,11.47862162
2014-05-31,0,302.34327282,384.76960270,1868.37854737,383.56759988,269.47994855,312.13852216,0,0,279.45207645,0,20.57084576
2014-06-01,0,293.80621468,339.39306437,115.25017390,337.29762694,198.07615602,89.85008093,0,0,218.99805046,0,58.83146250
2014-06-02,0,455.48227549,134.10557560,124.60545772,189.14075284,138.87522249,176.65722035,0,0,111.57515296,0,41.84891429
2014-06-03,0,425.77553893,494.21060072,145.64223690,116.23364605,277.26837764,148.67822927,0,0,153.22445125,0,20.27730000
2014-06-04,0,561.90142366,458.38362881,84.88273736,146.36168263,137.57726192,190.47056829,0,0,53.85491390,0,30.31368000
2014-06-05,0,380.96167565,286.21791627,147.47580839,169.46153988,275.50239697,66.59727595,0,0,178.99686040,0,30.81346154
2014-06-06,0,425.12258394,297.21456776,430.37551898,137.45623296,156.57856364,41.06230127,0,0,84.46618571,0,23.97003077
2014-06-07,0,312.13202925,298.42324855,4229.66550097,315.80526747,143.91692060,44.01981274,0,0,124.25133983,0,52.72227273
2014-06-08,0,309.48951976,273.56502152,2595.75412857,240.82723010,134.92506808,44.12892280,0,0,227.73664420,0,41.14214286
2014-06-09,0,210.76150660,188.15595057,1638.89448223,211.35040509,115.08573382,349.50163943,0,0,48.63295149,0,64.43500000
2014-06-10,0,349.55208388,194.62040722,2545.44012162,201.88783827,207.93957629,581.23491443,0,0,29.52581901,103.76945000,17.72742000
2014-06-11,0,301.92929395,180.55268241,2930.59590196,188.33908551,246.19917968,137.83463397,0,0,61.34134007,123.02013750,12.35529744
2014-06-12,0,408.83574428,182.08285649,7373.80854462,183.60283933,123.03042593,57.55440210,0,0,84.23998516,150.34757083,22.66405000
2014-06-13,0,338.30258997,238.84391421,5961.73735479,202.59345199,120.36746131,66.00087765,0,0,70.89937447,117.13333220,8.52775000
2014-06-14,0,293.28550937,179.64798657,8587.25444107,335.25294118,112.83522038,24.65051727,0,0,70.66380631,112.67616974,30.88075455
2014-06-15,0,206.49883623,214.36120247,1137.23981211,151.91976933,173.36463404,61.44302074,0,0,42.99883024,171.61053506,31.88027778
2014-06-16,0,196.41381283,438.18847492,6617.04538592,189.77037937,300.24875684,192.22687240,0,0,45.83408625,124.84166719,5.01059333
2014-06-17,0,63.28856713,303.67513843,705.64413030,207.68646456,521.04779818,66.03909098,0,0,27.18190944,66.27058589,4.03906154
2014-06-18,0,357.21952330,292.81966162,227.52075525,293.77691405,196.49876278,435.22237191,0,0,16.71664247,68.94615701,24.09172143
2014-06-19,0,763.28496275,417.71719724,875.24038806,266.37904086,128.74010773,42.74701293,0,0,27.96542828,72.02339098,19.56252000
2014-06-20,0,593.63148355,309.00494283,931.80562857,210.63146085,148.32255390,32.51442896,0,0,120.50139907,266.39871071,15.89407568
2014-06-21,0,548.01505407,889.90541053,5130.46090370,274.64086039,150.76954275,46.26674401,0,0,107.69498007,309.32496087,18.09210000
2014-06-22,0,448.69356504,747.26418478,10806.82597692,220.98060956,138.85418737,254.84377727,0,0,301.63261790,324.00641282,34.75660000
2014-06-23,0,461.49924385,523.61433443,1026.12811432,188.60752019,128.46063652,645.01211909,0,0,223.61334906,86.07434559,16.30176538
2014-06-24,0,984.00090347,244.53943299,777.30976371,116.98847573,98.92398460,140.52791133,0,0,121.17290136,80.34076386,19.66296800
2014-06-25,0,566.79606189,333.04470752,799.58781195,210.62466723,188.74244142,195.12860711,0,0,95.08900718,70.15212353,25.06472500
2014-06-26,0,624.10136731,288.19968005,1382.29186606,218.24277366,292.74551815,233.36814301,0,145.06516667,226.27438641,95.93970533,25.12925263
2014-06-27,0,736.59988194,348.77222204,1736.48249390,232.73087457,537.86391655,74.38231850,0,99.78665000,105.05311545,125.12705094,22.42045455
2014-06-28,0,693.14495731,364.32231769,4662.71466941,454.36857623,316.66678052,512.54467025,0,66.57335000,108.24314395,133.03796667,30.57443200
2014-06-29,0,885.42568739,422.27937940,3971.17948462,346.39998339,175.23797634,46.94978271,0,23.15553333,94.69314573,187.61450556,23.79395217
2014-06-30,0,507.05188661,367.17682556,206.14099890,294.94182301,45.22237604,82.26525137,0,316.97776667,248.95257895,54.38703659,20.05696471
2014-07-01,0,560.74645356,396.12207475,3423.02397500,284.81076292,103.12949377,377.55164375,0,14.10333333,240.77939114,87.32361824,22.38750000
2014-07-02,0,395.34284190,332.77501300,8853.47000625,325.90213502,135.19312087,134.02817585,0,24.85480000,259.41914351,185.53668013,0.14250000
2014-07-03,0,343.07813562,322.99919301,2715.15487905,329.57829098,168.40899319,189.12605972,0,0,247.51078945,130.01418512,6.92500000
2014-07-04,0,304.28606634,183.74227309,4251.16468649,236.68236952,141.79849288,687.18071226,0,0,302.47990673,318.64417000,0
2014-07-05,0,281.82561525,350.40682983,3707.83259167,299.13202704,148.63166714,757.59260865,0,0,625.38144669,292.25183333,0
2014-07-06,0,355.03720973,956.89100872,1910.24222500,131.69526891,174.64529296,733.21176667,0,0.94400000,298.28665391,852.03426250,0.14570000
2014-07-07,0,393.71862970,228.22123193,1424.12374011,153.62420548,133.44553391,300.20106955,0,6.73036667,110.34913906,274.30643800,0.11332857
2014-07-08,0,475.66165283,507.44565380,1070.29440164,138.82120411,144.89781476,228.07671712,0,15.01947059,176.66682855,106.59394056,13.95848947
2014-07-09,0,474.70013101,620.34265993,708.80156985,122.15103091,130.11016167,413.56955032,0,0.70497059,202.89793748,344.25034000,24.07396842
2014-07-10,0,382.97776481,391.78282472,563.95038791,130.80186003,170.35938180,336.44146070,0,0.23378000,126.54416332,164.12790514,34.64270625
2014-07-11,0,281.99879602,781.19185144,697.60804741,225.78210827,165.39721985,501.34158421,0,5.09581111,103.49650388,184.23801928,4.70615147
2014-07-12,0,176.92423240,372.24044589,2610.62500896,324.92572420,148.07596594,454.62493511,0,0,262.70639516,252.68492143,49.70665714
2014-07-13,0,181.37039838,811.18299628,1190.67465217,370.08278056,200.15783165,510.35933083,0,0,233.82802651,111.76275227,44.50718750
2014-07-14,0,163.66711144,620.21629568,1265.17339586,210.73671536,184.94639508,471.73315794,0,181.66911000,143.82237173,46.75561630,37.18860000
2014-07-15,0,78.88473547,318.57743498,1091.80018061,241.48294746,168.34020324,344.74038281,0,678.64076667,157.78998875,15.93644000,17.25698462
2014-07-16,0,524.75742209,419.82227124,1583.27189706,275.97817529,212.73691886,196.24899519,0,18.18385333,165.55305011,67.66074771,37.16526667
2014-07-17,0,335.73407298,696.74139882,1655.45174525,228.58843632,176.69011711,2091.09926250,0,102.88677273,146.98077102,356.02061290,19.94305000
2014-07-18,0,237.71003010,871.35681022,1656.04362016,181.20014132,192.63886097,1717.70624194,0,14.82670000,167.36797641,237.18450367,23.05006667
2014-07-19,0,209.73306867,1328.13702330,1795.78893546,355.25545829,254.91119564,818.14458235,0,2.69780000,176.73588242,281.59270729,31.98116800
2014-07-20,0,184.76560563,742.83733945,853.16780865,259.37946417,143.16330604,3394.77432222,0,36.83560000,241.97516544,336.77884737,29.72423333
2014-07-21,0,380.64296998,391.02586810,596.80018253,259.89593734,204.41333397,2359.60845238,0,1042.75560000,199.22333042,122.67874000,45.06723333
2014-07-22,0,404.70629216,282.96958989,382.04831960,278.77018786,131.75708664,2576.13449474,0,51.45721875,173.88937595,59.42826190,6.01225000
2014-07-23,0,446.63801971,309.04931010,712.76248901,294.43375767,223.15825241,174.95345263,0,24.78730714,169.18644685,17.13943893,7.16529000
2014-07-24,0,381.54822857,230.97042101,218.18962371,258.48565106,166.04148182,352.29241379,0,153.27776667,166.09241610,12.35660847,15.16236667
2014-07-25,0,277.33728557,336.68194863,191.22072813,164.73430626,152.93061817,877.41273182,0,29.12052500,182.33673134,161.85662984,0.65263939
2014-07-26,0,191.86155172,667.76868129,290.95695608,114.40449915,108.47641790,246.89315068,0,340.06590909,163.22614867,582.88955238,1.98234146
2014-07-27,0,145.40471163,532.37880513,32.91345059,169.28632968,169.73078817,456.87642439,0,300.33868519,236.17617514,722.30114828,2.06028986
2014-07-28,0,220.34296602,570.87843842,199.66845918,188.78869073,212.42650186,431.44868864,0,1453.98844000,262.13737589,34.56359738,1.32302759
2014-07-29,0,516.05508684,555.67914555,537.12647836,104.27400213,128.34414202,387.13760000,0,696.03518333,208.55323657,24.07334571,12.28148615
2014-07-30,0,315.44192402,549.18553457,1101.07496082,239.20599076,222.90679304,100.18696538,0,90.78666250,175.60496901,3.02298717,21.74000000
2014-07-31,0,304.54713282,831.30899032,242.27414382,141.76906580,120.84868235,248.10532530,0,151.80913333,172.69863534,6.15245896,14.07036765
