Day,[LONI QUEENBEE] CPU Hours: Per Job,[TACC RANGER] CPU Hours: Per Job,[NICS KRAKEN] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[GATECH KEENELAND] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[SDSC DASH] CPU Hours: Per Job,[NCSA FORGE] CPU Hours: Per Job,[TACC SPUR] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job
2012-03-08,1376.99941053,470.44256926,1515.41395714,783.34553333,295.24370657,0,366.39703958,169.02658214,51.01827133,462.58769627,0,51.30698000,50.98220000,26.52493167,5.17158108
2012-03-09,1207.11857600,588.70428082,2341.03573372,1185.50227500,272.02263280,0,434.69571951,204.88938148,53.25601542,1084.97841429,0,77.46877013,0,7.58547417,1.59861619
2012-03-10,1362.14555000,862.04100482,3080.60868092,369.04728515,286.67332261,0,507.39187429,9.12457624,60.33348214,374.68046234,0,114.85468774,0.44972973,5.72703189,5.82528548
2012-03-11,504.83830952,922.12235728,3130.52184867,394.10439953,254.66525145,0,474.80984000,34.10748244,68.55300294,1160.79867297,0,100.61031224,0.42163000,4.84871964,3.02587273
2012-03-12,412.48591250,871.89457961,1984.66727897,624.79064769,189.95874610,0,301.37404839,44.56033362,71.72739866,858.37767816,0,81.47277706,6.78036667,4.96806188,3.46796697
2012-03-13,597.74327059,899.05251206,1920.75582732,426.49251109,149.64534321,0,340.02600426,32.69031242,45.75034954,112.93508793,0,48.57073869,31.71113333,17.50679973,4.33544626
2012-03-14,356.08740000,852.98166589,1000.94444369,204.72790268,190.34888439,0,381.09640909,74.08176250,54.36054512,262.31901684,0,73.03101667,22.62963333,19.16548871,2.58353530
2012-03-15,327.70067826,676.95239654,1305.57113290,0,205.73937198,0,417.37058158,157.66861250,62.22716812,447.05629655,0,63.18169854,5.43655556,13.57469379,5.13161281
2012-03-16,583.01951455,718.49305905,2270.70452160,163.29400000,236.93235250,0,515.68874688,22.92259799,66.89866972,461.28977714,0,52.10348881,4.43037222,18.39365959,2.17493944
2012-03-17,697.23248810,916.09764018,2718.66231205,516.68627165,256.20150743,0,806.64810000,20.98674505,76.33187724,602.65809639,0,69.03545950,17.84534000,10.81014861,4.57922992
2012-03-18,153.86409828,945.19060261,2859.29071635,156.55791246,200.69514430,0,1024.54629167,88.63547308,51.66071916,744.54389740,0,25.58218947,0.55902222,14.82962035,9.54005227
2012-03-19,563.45904286,997.77787986,1668.63967757,47.85332500,124.38498089,0,264.10183429,118.82859667,48.91729222,518.38536875,0,77.85455798,12.44376923,12.01838817,0.84213360
2012-03-20,209.06251282,788.28764155,1557.38777093,574.04187639,73.83471469,0,53.24158601,94.37385882,67.32609246,616.64326528,0,39.53574424,15.97778571,6.93167165,0.31353875
2012-03-21,133.12607200,586.43629151,1442.50789055,280.93377621,151.22054108,0,39.34056425,59.10261778,91.72368224,43.44747797,0,22.91649000,28.78266000,6.91615237,3.13188312
2012-03-22,236.12096812,706.01494526,1539.22946787,166.54561019,300.36043514,0,41.43350581,62.36399600,68.56601854,42.46380898,0,16.30831845,9.32296389,10.96689521,4.64758880
2012-03-23,266.02423378,676.24222095,1274.32820032,124.25578000,365.68705926,0,59.80559294,59.88416250,74.53352450,134.14350746,0,48.47428384,21.76296667,15.12501479,3.51399669
2012-03-24,1027.14172778,661.18500049,2574.38460755,598.59924770,254.26814758,0,69.73594386,42.04695000,126.09932908,89.51825913,0,78.23958472,1.72220000,19.61241620,18.81722000
2012-03-25,630.84591905,555.96543021,1990.30569370,243.96480466,135.10467817,0,175.47926111,46.49723333,125.24006107,72.30246588,0,102.01100625,0,6.47960151,0.06496071
2012-03-26,556.20370556,493.57964793,1278.72069939,120.79298560,233.13205539,0,87.02035200,127.83465962,104.68917829,84.46898778,0,135.72726667,47.12665000,5.33225251,0.74830897
2012-03-27,1978.56606364,462.32570708,1266.70837672,580.09833391,550.27248561,0,78.04475800,256.13205893,75.71856887,154.30529290,0,87.59728675,71.73665833,13.42074878,0.32916754
2012-03-28,4451.87556250,413.76160349,1200.00458367,315.89288592,200.95023786,0,64.42352745,295.79972807,103.62569736,257.48369477,0,13.82021000,84.57684737,16.07040254,3.25358304
2012-03-29,1924.64000000,420.09297829,1479.20067737,331.11426266,107.37953742,0,83.89067000,303.32264203,106.00593067,101.22259317,0,23.62900490,132.79185000,20.02506073,0.88748537
2012-03-30,1357.75703333,399.82788639,1010.06628638,137.88470888,81.85001295,0,148.70923684,293.61084706,98.87915457,108.39983958,0,80.41848286,92.59112857,16.84086606,3.48606281
2012-03-31,522.31555000,443.55586683,2343.55584286,60.88151818,182.21526730,0,287.24089000,0,129.75147715,95.57915015,0,80.85102564,9.96000000,6.95922862,2.19922383
2012-04-01,0,624.30460254,2952.44459208,387.37348974,143.14409449,0,186.28849286,0,72.85742216,34.43462152,0,76.83810000,0.52222500,2.61315432,12.03954286
2012-04-02,0,676.89015615,1941.80682070,259.46996197,332.70434915,0,102.08527278,0,93.57058420,21.35815779,0,67.37137143,0,14.25061259,1.79487820
2012-04-03,0,825.69537954,1041.29333730,444.92536281,233.96107370,0,74.39875238,225.71590526,105.75185173,60.42858492,0,18.73226727,29.44000000,19.41320496,1.10363616
2012-04-04,0,730.11622343,1210.30303647,492.49559179,277.15826052,0,90.49820372,44.49636731,103.46690496,29.98305580,0,8.24463143,36.97330000,23.99455467,0.05925079
2012-04-05,0,615.33749233,1184.27122466,260.42313466,339.32992524,0,85.62325939,102.13968571,99.47926656,11.53156704,0,52.94581462,13.90580000,22.44777467,23.70209184
2012-04-06,0,739.54341819,912.62319412,1469.60921373,290.55921395,0,142.09862909,99.52256842,94.21072686,16.51230247,0,107.22635857,2.38670000,20.23461480,2.31173196
2012-04-07,0,837.86460040,1499.53752501,455.59663216,407.90649171,0,137.38177339,41.89810370,145.63414705,183.32536820,0,61.75553291,6.67560000,15.80436579,0.59350397
2012-04-08,0,762.48602735,1834.71341069,883.51124555,490.70491875,0,129.89786837,220.52359231,75.05201717,61.64290860,0,52.99009783,12.24296667,6.23735484,3.02966042
2012-04-09,0,556.79423101,1251.30884548,561.19013006,455.46243368,0,96.59732137,106.40191765,85.61006870,155.72699507,0,62.65263474,7.09555000,17.42106169,2.34062063
2012-04-10,0,674.45756783,1142.33993914,502.86883773,282.45462556,0,94.85104444,144.39456634,87.40195344,263.16262877,0,39.24446087,24.55556667,13.95416318,2.53504521
2012-04-11,0,684.37394237,1302.81586460,405.72593892,333.72491574,0,118.27900556,427.10550455,68.68033330,326.88272970,0,82.59690000,28.45442500,21.13956417,6.70070270
2012-04-12,0,913.47337177,465.42303308,250.63827118,381.13092400,0,113.99061207,365.76694242,87.21698980,185.51648881,0,27.49369600,23.06000000,19.82878859,3.51090023
2012-04-13,0,727.25276886,419.59929808,256.48500000,273.93217197,0,132.97844206,297.70506667,128.55069536,287.43738189,0,20.47758254,14.44890000,12.82195176,5.40397510
2012-04-14,0,1359.06147905,537.93837487,778.70007647,242.51926824,0,153.52486667,34.78557925,136.76575619,433.11073125,0,73.47637229,0,8.44170426,2.72961622
2012-04-15,0,1026.06871163,903.65301103,564.90462323,382.92873186,0,130.95973906,364.90562941,132.42911822,210.94069932,0,119.70482813,0,24.29611382,3.66495257
2012-04-16,0,434.65915699,403.67922178,259.35816343,923.42857143,0,47.15784057,132.30320421,107.49763450,149.38483255,0,48.35837129,15.94220000,28.72730101,5.06599081
2012-04-17,0,1363.95591365,357.32125863,2220.83133563,149.10910169,0,351.69926667,173.09811167,164.20197598,120.24381268,0,34.46440278,0,13.97824357,4.64938081
2012-04-18,0,947.92694287,480.76940680,426.16254455,290.37325746,0,125.39665072,96.56010976,166.46047859,208.08433928,0,49.36300097,48.50666667,15.80413996,9.71456976
2012-04-19,0,672.32648323,649.53406818,454.02055777,278.61153059,0,90.69152269,172.81568958,160.44432650,238.75737887,0,39.13739541,38.58520000,9.91998587,10.05928141
2012-04-20,0,727.67192405,603.31658980,568.53841599,246.34098700,0,144.11871630,70.49248810,167.97097461,142.26548645,0,28.72662323,12.92000000,21.46429040,7.14914182
2012-04-21,0,687.28861867,1161.38004933,344.85764116,368.68561316,0,158.93661770,43.01505556,242.09451860,86.06260869,0,44.59258352,64.24890000,13.39653465,7.50669166
2012-04-22,0,679.59045978,1054.81100969,1527.45624466,282.60027750,0,196.34338983,83.83401538,198.50500527,92.95613798,0,92.11739868,0,21.75791222,8.31685014
2012-04-23,0,391.98823660,558.69474878,390.49516633,381.72153951,0,81.38155036,94.87295143,135.12945596,123.38769084,0,56.89429200,0,34.99879262,5.42540136
2012-04-24,0,0,385.62818995,0,240.09148836,0,0,83.11325667,170.95897165,400.08679668,0,56.26401875,0,13.74262300,5.21424601
2012-04-25,0,0,434.59734644,0,257.25802500,0,0,224.26780541,186.96455369,53.95020380,0,27.33792651,0,15.19093217,3.43306349
2012-04-26,0,0,527.54778913,0,331.43964622,0,0,148.10570541,191.81695927,41.58154690,0,47.27653200,0,19.76332049,130.37119545
2012-04-27,0,0,956.55803594,0,319.01528955,0,0,141.74994474,146.55938902,115.97822598,0,72.94625093,0,20.65364776,16.64299231
2012-04-28,0,0,1668.50453295,0,427.66734785,0,0,200.16003167,127.05375307,71.42301316,0,11.82790403,0,19.52445120,15.09250909
2012-04-29,0,0,827.08381675,0,341.97178333,0,0,233.82833500,136.64476649,56.65090948,0,100.43580370,0,30.95617060,15.20660000
2012-04-30,0,502.07110000,409.65514684,0,244.06909217,0,0,41.52071765,119.28890412,81.66883852,0,30.68517770,0,42.20322062,14.78832917
2012-05-01,0,1374.13145789,461.66245981,0,226.32616958,0,0,49.34084430,104.59259881,112.65525776,0,87.04114444,0,26.13989169,5.08858113
2012-05-02,0,1391.32914107,582.91762671,0,300.93524726,0,456.18502632,147.05486563,106.75540680,84.19278402,0,72.97399895,0,8.08536525,7.87880123
2012-05-03,0,669.75077552,382.55267463,0,343.94663974,0,238.05746846,210.24089333,110.58241642,118.15477913,0,109.04994000,26.74112500,19.67868368,14.12181565
2012-05-04,0,741.74180316,539.30030223,1733.04443333,299.44003478,0,163.01164151,338.08221429,145.97992003,87.80475633,0,33.05190690,36.67387500,29.43902483,22.55006959
2012-05-05,0,682.99366710,827.80232017,823.30354535,305.17465528,0,225.74347436,142.50603571,83.03062580,88.87328573,0,99.96603143,0,21.24040598,9.23574633
2012-05-06,0,676.00544233,715.39592031,494.45383108,317.95953755,0,307.60505484,102.57824000,82.98667087,142.24968149,0,72.02692742,38.36890000,22.41116801,8.02534895
2012-05-07,0,624.75630448,455.34741229,569.25254613,162.49982117,0,285.91563158,39.66402813,66.89156880,213.08511925,0,84.33878039,49.53110000,34.46947939,3.43489339
2012-05-08,0,417.57455399,449.39238978,737.12358845,162.13053748,0,234.43508197,117.12944500,171.19028382,374.81984242,0,37.01755783,0,24.64659428,6.35297300
2012-05-09,0,623.54241130,316.40870749,755.80826255,168.13375534,0,213.96583488,97.01903913,100.34941549,402.62209061,0,30.15335152,23.55560000,16.81359080,13.10090742
2012-05-10,0,802.53598780,462.40823553,590.14527763,113.13691513,0,418.29025385,21.49214333,79.24548027,669.04046731,0,30.07435259,38.66220000,11.76712125,3.59524179
2012-05-11,0,994.98092243,772.88101647,484.11493679,248.28951519,0,448.53880513,41.49808000,177.97583490,226.08947405,0,66.42559870,29.64555000,17.83113959,4.75860164
2012-05-12,0,781.92625629,1222.81190603,812.10148194,503.07375730,0,279.24348431,50.44518333,287.57148542,138.78808210,0,117.24809388,18.98885000,31.70168656,12.82319807
2012-05-13,0,811.12513224,639.20383836,929.25634060,412.82355025,0,157.44472907,49.78146667,209.66855803,106.43546380,0,110.71166667,0,21.25952419,7.35148199
2012-05-14,0,947.59306033,569.39727815,667.62673469,226.03922473,0,185.17338706,6.75522857,158.29509579,317.98820113,0,77.33617321,15.43560000,26.52585275,13.96620952
2012-05-15,0,760.69572752,670.04250085,649.16098311,333.87524221,0,292.66521579,65.60490000,87.32219942,155.08337869,0,68.18154921,17.94110000,3.88430313,1.39092676
2012-05-16,0,797.12700260,555.76812282,464.72431081,278.49396570,0,295.48145902,36.61079286,194.70270434,179.81314111,0,78.27619231,64.25780000,0,0
2012-05-17,0,853.75537378,457.53416200,574.71648301,315.57183483,0,256.03975846,118.68074000,123.56068639,206.42751015,0,80.90660494,34.68000000,0.22991982,0.58972250
2012-05-18,0,1018.78812941,617.11934702,478.82223082,269.58566131,0,172.84993956,107.29445000,216.19983883,238.06261574,0,33.82061558,33.76220000,5.56626852,11.94167055
2012-05-19,0,1222.15605387,2095.52139479,728.81572530,395.12985647,0,280.74678421,27.80835000,134.28062707,210.51764375,0,95.63025862,0,65.39865906,36.08564038
2012-05-20,0,848.78985832,441.69248506,705.06967494,392.22625969,0,299.17851875,46.47648947,231.95683008,248.91461142,0,128.16577674,0,60.00102119,28.31656701
2012-05-21,0,535.57582103,334.54638270,436.27023967,329.01461901,0,240.13537742,134.28735238,341.22094092,381.65027500,0,47.81165490,1.87467000,55.96299151,24.84526021
2012-05-22,0,657.94260521,479.50453327,444.40064040,431.33235756,0,402.28507188,150.80183793,186.39750095,125.24678387,0,28.98846067,21.80000000,11.49420328,25.47412030
2012-05-23,0,647.67577052,352.75003842,525.84188813,414.51090512,0,383.60693415,60.51017632,96.90271302,205.34078082,0,28.65033395,10.32634286,22.75768092,14.22721355
2012-05-24,0,733.42284119,337.60607221,493.82347676,378.55170369,0,374.07795714,34.73888529,160.53079751,70.82531457,0,12.46916136,16.44222500,11.16642691,27.14466951
2012-05-25,0,743.40753603,442.02613208,659.89595072,380.75223315,0,511.82316500,44.80941277,41.91519015,127.57377640,0,37.46109231,3.28578000,18.77391997,72.74438080
2012-05-26,0,785.51084801,342.17631548,643.60509905,436.50021206,0,130.27290000,90.76274706,3.93163792,21.54191389,0,111.10149286,0.19200000,37.63155594,12.96805839
2012-05-27,0,741.61218091,403.07030311,435.48276440,517.80591771,0,680.67617273,274.65085556,7.31042692,0,0,147.54657500,5.71058824,18.72430343,12.76893078
2012-05-28,0,664.88442364,490.82330999,491.30931365,556.16372857,0,886.60815556,1016.53605556,14.30012954,0,0,45.67370294,0.92440000,19.12152661,20.06081503
2012-05-29,0,738.49965431,261.44133264,527.11211560,230.60015092,0,171.82900513,636.07209444,32.12471648,0,0,68.96110870,0.68890000,18.57877756,0.77122581
2012-05-30,0,824.79209709,690.43993232,738.82571739,509.98115486,0,517.42313182,390.50956923,52.21722008,157.88154899,0,41.81386000,13.17780000,16.05403071,1.28374604
2012-05-31,0,842.91951466,210.90513624,740.75325165,311.05996281,0,358.21343810,102.25560476,46.61636211,171.72221078,0,58.26476569,0,11.24496838,10.85676893
2012-06-01,0,951.08692035,388.72046562,501.57477158,328.08186460,0,225.27822000,104.76221538,32.26486153,253.66830469,0,72.51161075,0,14.62226298,17.91085236
2012-06-02,0,986.80861964,622.73869421,580.50096675,526.30297882,0,336.37501379,268.92827273,71.97614916,201.45851042,0,126.37742727,0,17.42398798,10.73584044
2012-06-03,0,834.26446550,326.46324232,773.28546424,559.00125188,0,404.91516471,213.77195000,78.89718416,187.41453083,0,73.09517157,0,19.50709157,6.39405795
2012-06-04,0,877.97917503,421.48578422,508.69360897,429.66860097,0,340.91139740,118.82452692,76.26784639,218.84498650,0,15.95118277,0,22.44922863,1.34379530
2012-06-05,0,666.69730297,425.12381356,577.32259243,367.95683644,0,293.70177395,253.62980833,71.65945840,99.49225734,0,18.54712867,0,29.95512942,6.81794273
2012-06-06,0,612.59375367,266.60608460,411.42182094,339.46795357,0,279.06986517,238.25852222,179.02775910,146.98340976,0,14.51833284,0,21.25506486,4.00891342
2012-06-07,0,649.14758774,191.06846603,668.57041832,359.36493517,0,303.26919029,193.85481852,172.64154869,157.69842526,0,22.73860941,4.88465714,15.09820292,8.95940472
2012-06-08,0,769.82008668,276.09745406,503.23839256,372.21181892,0,263.71845612,173.98751860,345.48430103,153.57709205,0,28.57572685,2.81780000,19.10821079,6.91308706
2012-06-09,0,648.66850837,310.03210938,560.45307735,379.60156835,0,259.99766053,348.96567778,168.39765869,146.34486767,0,19.92247751,1.52296667,22.70227453,5.80190762
2012-06-10,0,952.17808716,436.09744195,741.24220342,296.44693619,0,110.71888750,177.35000556,91.86059918,152.90012739,0,22.57313257,0,32.31208993,7.30908336
2012-06-11,0,895.77533849,920.48373831,469.94408232,329.65358225,0,263.08365286,301.28592143,86.77644697,105.31100456,0,20.56191891,0,19.68265727,4.27675506
2012-06-12,0,833.09175480,582.24506429,533.02446674,359.70803317,0,285.01344742,351.35067500,98.33558575,116.95065138,0,20.67231581,0,21.62195487,10.21307630
2012-06-13,0,798.19811092,418.04184818,534.89860364,506.61212601,0,200.66936449,283.59972462,64.27703002,73.38858850,0,13.99633525,0,22.79760666,5.55524711
2012-06-14,0,880.97811396,488.82986324,504.39529902,190.54950194,0,291.06543016,276.83173158,21.91965779,63.23002634,0,11.03133118,31.99780000,25.85397344,6.49227879
2012-06-15,0,741.37812312,385.34154868,581.56617399,407.23044734,0,170.08530541,165.42200200,34.33880229,59.59693299,0,13.55139494,0.50666667,26.00317038,8.85049957
2012-06-16,0,765.15694085,280.20866220,444.85007059,201.63912469,0,518.30093226,240.30080800,28.80298453,53.40270331,0,23.41823266,0.45110000,25.68031702,6.48269680
2012-06-17,0,797.81816593,200.41354380,568.76933735,210.75915483,0,365.02705217,440.48889545,29.02891526,51.48890735,0,22.15996978,0.47777500,22.31258545,6.80113418
2012-06-18,0,650.66278450,215.51152789,469.69833969,279.08279309,0,40.78128025,171.33127692,29.92176607,199.81408913,0,24.98713684,0.29334286,16.33326761,6.43264702
2012-06-19,0,680.54633625,1767.85724770,356.94850469,343.63935844,0,81.26994216,371.10260909,190.72195000,75.16937430,0,21.41147130,20.27222500,12.94590320,14.75791426
2012-06-20,0,599.56113009,785.95461619,260.99080962,220.72508559,0,50.95632158,574.14280000,71.05481839,89.23072483,0,36.39576243,0,15.13287820,12.91988351
2012-06-21,0,737.63572234,568.60161300,346.91039589,527.36634065,0,88.79691712,345.91466857,162.07937765,64.82185992,0,52.04265000,96.08890000,14.53470282,6.96818076
2012-06-22,0,551.29250757,574.24476112,341.19826332,535.13973913,0,47.61644888,257.27555667,172.66816042,92.70136937,0,38.05695227,25.03036667,17.13422780,16.02434403
2012-06-23,0,681.28818763,631.67081923,331.01172626,447.89288889,0,58.30542023,412.71145000,259.94086295,39.63496182,0,32.06248036,0,20.26956828,9.13363291
2012-06-24,0,664.17154144,775.19745502,277.31007884,333.79166420,0,187.79725111,595.44250417,212.02003832,77.12449761,0,20.50836592,44.46220000,19.20375511,9.45514447
2012-06-25,0,606.26486647,613.40111157,366.19814288,286.94107821,0,95.16044184,99.85000000,230.25356285,83.72433747,0,37.86649685,8.02520000,10.75709045,12.20540802
2012-06-26,0,676.62205857,687.99609328,356.91201431,144.37468018,0,153.09138201,238.51429130,166.81211407,87.65367628,0,40.09517068,0,10.03430876,5.56360187
2012-06-27,0,604.99284290,1207.01981039,316.39418203,126.62875385,0,125.03805694,219.52898864,131.94107959,75.17508117,0,51.41004810,0,11.38743595,98.70424633
2012-06-28,0,610.68613945,1040.28709414,384.92042708,395.14937802,0,104.46040978,183.98391429,159.96859929,54.62712780,0,41.33610316,0.30602857,5.99830789,4.71809319
2012-06-29,0,753.76664580,602.41364131,216.42656971,192.74955648,0,88.41297338,141.45020100,143.67988646,78.34890364,0,61.85588750,0.26767727,6.43849498,8.40919148
2012-06-30,0,742.78981002,351.44396788,165.56758063,549.53492286,0,171.43382979,215.15573175,123.72867898,148.32630383,0,91.45217742,0.85583438,8.58615118,13.24195247
2012-07-01,0,922.12853116,879.10097262,258.29344301,476.55210938,0,156.49982745,547.21989000,136.23905462,95.12113850,0,36.42717097,2.57925000,19.37230408,10.31654850
2012-07-02,0,497.15502490,558.88853726,235.94614592,306.05410486,0,128.25114207,59.14503120,82.91364519,113.47740937,0,37.15303064,5.96000000,20.73465557,180.93423689
2012-07-03,0,682.50070066,929.13135650,227.67545210,352.37785479,0,133.14676438,292.89456667,114.67419501,58.12462338,0,88.71116034,0,20.73207159,18.64458758
2012-07-04,0,679.79250642,821.51274661,194.69433546,492.03676942,0,269.49873750,957.69541250,216.26573181,86.16459436,0,106.43802222,22.44440000,12.23047216,100.74859283
2012-07-05,0,621.97687338,1229.08071789,299.10024543,325.92379624,0,218.87871827,452.25036667,188.88605288,97.64625721,0,40.71413043,67.45258333,25.86044254,44.11366300
