title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2012-08-01,2013-01-31
---------
Day,"[NICS KRAKEN] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[GATECH KEENELAND] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[TACC LONESTAR4] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[TACC STAMPEDE] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[SDSC GORDON] CPU Hours: Per Job","[SDSC TRESTLES] CPU Hours: Per Job","[NCSA FORGE] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job"
2012-08-16,591.06584862,595.12630081,188.32000000,842.45487935,512.59769466,147.68462727,0,82.11670333,23.84918662,176.19067476,82.28334957,0.79851667,10.29580636,7.10738367
2012-08-17,991.14602601,738.50122415,80.48212754,1037.19697467,516.71190730,172.27227879,0,209.15348824,26.86047241,164.96333826,63.95958024,0.27667500,22.01329777,8.23421627
2012-08-18,1352.83849372,904.13588381,224.99094444,909.20086471,607.52065601,207.28921014,0,506.08650714,37.37377320,192.18820882,62.06636258,0,11.15528516,13.52080342
2012-08-19,1014.45377697,681.17125885,251.96707059,461.61266202,602.60451487,305.21635600,0,36.94372476,22.13635070,233.42868412,93.27789118,1.87377667,19.97888511,12.16982097
2012-08-20,857.95874595,581.53704770,171.76715424,238.21003791,586.50621629,265.30021630,0,25.56614783,21.88997893,226.08079588,36.41192611,7.18513607,34.30101382,3.86749006
2012-08-21,1021.93460185,556.94514191,320.61867000,272.39324915,496.30652629,166.10939175,0,157.69927568,62.73802119,260.30346630,38.78438466,9.16347826,35.09819713,2.63050521
2012-08-22,1094.88301638,630.55995584,229.03667500,316.30429266,340.09736753,121.59115955,0,184.65399833,90.96049947,202.78487709,109.03729204,57.39810000,26.27213459,2.52669474
2012-08-23,1032.69513388,521.83181279,48.41503617,275.53595292,458.77063557,73.03100000,0,271.03302222,299.47604501,206.22246306,119.38059815,182.71330000,26.35561415,4.74806463
2012-08-24,903.47158823,503.52882810,367.07515455,335.13591613,376.15348438,125.81613333,0,368.45207500,314.07555627,205.85845025,93.99495692,108.48445000,20.91898186,14.55705482
2012-08-25,1068.24421377,504.94285085,189.57135556,166.44292569,696.17420506,353.39369851,0,384.81555263,136.35311149,52.43175468,178.22366667,42.37115000,42.85913457,15.95546190
2012-08-26,806.10504746,289.08442013,214.87552500,263.65694058,404.42594646,806.98858636,0,633.43832500,132.02345921,204.49824470,58.23647439,4.91110000,36.60228079,12.23410303
2012-08-27,848.30789630,423.55153588,6.47507895,247.89782085,232.29513273,471.28700606,0,167.89474773,36.77865538,176.02205527,40.45158598,3.35799091,34.13995711,3.35907517
2012-08-28,1162.01333901,345.99671110,0,265.05593596,191.93753977,338.89235441,0,215.91573889,61.10591665,105.86830907,42.35570427,91.53186667,12.39419763,7.38841399
2012-08-29,889.00492804,514.00095628,452.84667500,257.08900272,419.14507326,369.99382034,0,152.79293582,70.77872053,106.68641214,92.95347609,93.72890000,10.01941966,5.75623856
2012-08-30,912.23581091,712.85436127,328.15148333,300.47345523,518.79477925,334.44842419,0,195.38397105,134.50835462,84.69585966,65.48032949,0,9.99732378,2.18742968
2012-08-31,575.94531554,540.76526810,535.52406667,300.85407051,446.01786928,311.84244744,0,815.37863077,69.89735101,60.86122859,117.46231176,32.05887500,13.56520775,5.33372148
2012-09-01,626.02140416,526.48483697,638.03048571,306.30607536,711.31548301,254.86035968,0,1153.95815000,134.74315840,55.55412037,43.56494752,1.39560000,9.14949167,7.33674892
2012-09-02,521.95196938,800.84902955,234.40332500,233.43697168,521.01433261,354.85134103,0,330.78748750,241.18859088,93.55152604,40.87885688,1.43110000,18.73600044,12.64167928
2012-09-03,347.40182317,622.74470402,734.92890000,290.02815567,552.71662222,274.27857547,0,995.33461429,132.05140415,158.43959349,28.01046769,8.32220000,10.52790747,16.11503929
2012-09-04,661.98695128,993.69347484,356.86667500,184.65946824,403.32562018,244.12444444,0,227.23300882,228.59060545,123.83289153,60.71017547,2.88593333,9.84281301,3.20298150
2012-09-05,639.51413804,979.70846346,240.39752222,250.15060492,656.14849403,142.82030316,0,424.74952381,266.20550944,121.25762506,86.52534277,12.23780000,8.33462459,1.62260211
2012-09-06,861.52846188,577.54138746,358.61079286,346.23828758,438.52315921,120.50866875,0,360.66464091,87.67566416,68.81216809,74.28178238,0.79110000,9.41667370,8.09719617
2012-09-07,698.51699384,738.16931825,435.90412143,210.26933200,374.74907178,180.57505484,0,197.78550833,82.28034633,41.66797825,145.77498929,0,42.26249436,3.08693968
2012-09-08,1138.97732374,741.64602815,121.17129714,371.97487000,288.35506386,199.15965897,0,334.62348333,365.31927010,232.28720488,139.04489114,0,27.55631721,5.53881949
2012-09-09,680.86109636,1058.47691976,330.59166875,548.53596505,251.17171672,248.13133768,0,345.94450909,99.55816093,375.29576540,111.87388409,0,20.83048338,6.26176708
2012-09-10,664.08824785,659.61882572,740.04442857,616.75980562,241.60300226,219.30966623,0,233.89999574,251.85389511,48.31340748,47.68130000,0,18.28747932,6.88966696
2012-09-11,719.30533634,757.25041985,0,392.70603254,416.69582440,182.71484725,0,81.40508061,262.07710891,60.57395022,149.35901385,134.75110000,16.02283280,8.30464578
2012-09-12,1007.49610504,760.09429394,450.65242000,354.60084055,343.74390641,197.44833882,0,210.67946984,240.72467588,62.96462096,76.73677404,100.20557500,13.27562532,6.79577589
2012-09-13,947.07342666,516.95036041,0,319.25324525,412.48097724,158.91703889,0,282.84070400,229.35279616,62.35464094,48.20954190,0,7.51227513,12.15253841
2012-09-14,873.85178179,358.66670000,616.90445000,199.83726796,0,0,0,70.87290488,153.81683439,64.89417652,56.11319892,0,12.64404005,10.15247367
2012-09-15,784.97057683,1142.63110000,658.35334000,270.01430410,533.52815446,218.20016481,0,42.69408333,97.42732245,35.66580506,43.40034490,0,13.38465361,8.85159566
2012-09-16,670.43165315,530.26473109,253.11554667,188.75941396,434.30322624,235.95842105,0,14.43258333,55.08307671,73.01122014,77.34897600,0,32.57094541,34.37622484
2012-09-17,855.64499623,890.44597379,163.66173333,178.32248720,386.10585172,157.14820909,0,198.82346667,132.97871132,41.07070177,70.75558429,74.30963333,13.22122579,5.09511655
2012-09-18,832.68967146,824.39925484,14.68225000,138.06407829,264.47602332,144.89258601,0,0.01111000,242.71478232,48.57362002,51.59269351,6.00732157,8.80050616,3.88990800
2012-09-19,593.46741959,704.13381140,355.51646000,189.21254646,365.81404252,149.88311655,0,54.54258000,159.46821908,35.28726848,51.74542206,2.99232424,8.46760731,83.54574821
2012-09-20,537.99014790,775.07667434,688.81740000,309.44798308,335.69921631,147.59887097,0,74.66104623,160.85514621,52.41263080,38.19492899,3.66475714,7.24824651,105.33040229
2012-09-21,564.50551723,837.86777036,576.23975556,228.18529042,319.69224220,115.88237466,0,142.41467229,246.73227809,90.69063101,101.65030729,10.27445000,10.44575223,10.09831512
2012-09-22,876.18606557,849.16274461,406.04111250,276.49485503,273.49285845,82.38143725,0,249.77164000,109.12393763,257.28189570,99.43838400,0,7.80366632,8.25971522
2012-09-23,1081.45060914,1151.45979139,245.94857143,312.66697568,323.81353318,77.42562500,0,268.95404839,176.51673577,224.93248928,66.38337097,0,10.15589669,8.24566316
2012-09-24,635.06377550,731.43336101,551.65056250,316.26429962,289.97594267,69.85096691,0,32.68203882,111.13302533,182.50623810,48.58136296,15.17868000,14.67232918,11.82585333
2012-09-25,810.14478343,851.02943029,104.87869412,353.96757991,262.99070313,83.55801176,0,27.50185151,213.59530821,58.84111770,106.06455147,4.49778571,12.75335399,10.62337000
2012-09-26,808.07313011,968.87966443,261.69801892,352.69561522,209.79557280,71.65372110,0,183.38261176,160.98910657,179.10363572,72.05736829,8.63111429,10.23455363,6.13843529
2012-09-27,494.92911481,1200.71924127,112.40162927,296.40313916,207.75648203,68.06198077,0,273.98874516,242.77001309,161.65603310,137.75670345,25.65066000,9.44385218,0.00605600
2012-09-28,680.57748140,745.12559188,244.15531111,247.53357613,284.30551879,83.35855600,0,248.40051765,141.84619491,114.02971805,87.67769032,0,9.92391073,0.98240382
2012-09-29,784.40929507,904.80833576,328.61500000,227.84159956,414.95473412,89.84743564,0,15.05555000,324.83069427,199.23814936,67.37675000,24.51560000,7.71279399,0.26924844
2012-09-30,1043.12005392,913.39789606,467.21110000,206.89873829,326.45651294,73.46081444,0,3.01110000,331.36343735,216.91024017,29.40440000,0.43780000,15.63183404,1.50797120
2012-10-01,833.92112962,638.42045490,277.37600500,191.07411618,307.49613926,76.59607007,0,0,298.51515488,140.13451022,0,0,10.20346175,1.06705870
2012-10-02,714.51545653,802.10786207,291.19383871,117.55532957,434.01097122,66.25497092,0,164.17273171,310.89103682,125.41575813,0,0,6.47068035,0.10592500
2012-10-03,925.24462473,722.21233457,199.72022250,84.67241589,297.84961319,67.70642200,0,205.74183509,344.20600861,177.31370000,0,1.92445000,7.16403274,4.47901906
2012-10-04,809.41249521,872.69159442,448.05148333,274.92709561,220.01831084,72.27266386,0,71.60781081,412.11370031,73.04297680,0,0,13.37698309,0.42862383
2012-10-05,896.90917521,915.76256571,142.09896000,283.97821300,258.18677040,76.41242222,0,97.57304681,341.04692742,189.93002012,0,0,13.81318768,0.08355054
2012-10-06,894.93454662,901.47475856,300.14624762,192.80532722,314.60508951,65.16881364,0,242.81447742,282.11681757,212.16313761,0,0,10.16778508,0.09633653
2012-10-07,748.55216294,744.40227056,209.95425833,329.14273349,266.63040895,98.08367121,0,207.06288667,308.22615403,98.65944912,0,0,12.18354073,14.99861000
2012-10-08,854.46634961,1062.29758256,219.18433250,148.36590215,373.97563306,88.24067191,0,137.31978000,185.40645148,29.64817972,0,0,24.70898479,0.16294919
2012-10-09,1401.34667725,846.47629200,377.30285714,106.45412519,170.39240344,74.79176632,0,112.21207500,172.38710439,30.60586470,0,0,15.88094728,0.09781512
2012-10-10,999.73553059,886.58263663,283.35111250,102.31986986,185.26458350,129.68143707,0,161.85744658,195.40576312,51.51344868,0,223.42220000,14.44607707,0.52058127
2012-10-11,914.90742748,1110.76805424,165.17699412,345.49826040,273.77149888,173.53377826,0,352.71692564,268.90802926,99.95925485,0,86.66520000,18.64447425,0.90452736
2012-10-12,813.28999462,1193.62832782,50.79003793,234.05824108,214.60523029,166.25767838,0,409.02797949,273.53893745,188.17557007,0,34.26220000,12.81116912,1.68396586
2012-10-13,623.31697260,1023.33544143,25.16667000,216.56383027,98.90708835,287.94858919,0,279.30815556,163.38845185,241.83550298,0,0,10.28914903,2.20266306
2012-10-14,766.14359598,888.73005741,82.15615676,229.95030723,134.61938553,213.13365000,0,545.56123704,298.46271809,310.50622081,0,0,9.07984471,0.81575356
2012-10-15,841.56181616,913.91174375,1427.48697143,229.60249460,205.59420520,236.07870946,0,193.11457738,213.59199423,108.50304187,0,5.25333333,10.06780035,0.45395339
2012-10-16,610.97717890,772.00099475,2.71576229,301.21375789,355.92775547,166.89806279,0,117.07762093,132.59536680,133.64186267,0,22.84890000,23.28926506,2.52662063
2012-10-17,614.88147653,640.39408772,8.08566189,311.33579209,255.27147004,96.46002568,0,248.30239688,196.14055666,109.30004096,0,144.14000000,18.43196544,5.32859711
2012-10-18,823.34768228,509.45532436,246.48582414,334.78616429,173.90697231,194.61396477,0,266.87903043,176.62743761,104.50648790,0,226.86220000,8.55386600,1.29955996
2012-10-19,1022.80885497,592.53738207,252.77068723,300.39026364,318.74310889,206.93884691,0,272.46121091,256.39006760,78.45069335,0,288.57330000,7.98113006,2.80725607
2012-10-20,989.61670412,826.21162524,183.76910833,262.96704897,325.86372195,204.18455000,0,176.45072375,147.86307552,76.15250731,0,95.62220000,9.37121920,5.84875351
2012-10-21,878.80576399,880.23345507,273.93985500,274.42261462,186.10351557,375.15293590,0,460.27311707,99.47320541,83.68352975,0,0,8.51895566,5.47541688
2012-10-22,763.49757119,785.04033289,400.44912632,226.66780667,154.24479920,240.26760563,0,571.51778000,83.47096111,45.87205244,0,3.00000000,11.84247480,2.82560825
2012-10-23,889.49685047,589.22143527,164.14461538,298.51209467,251.39438997,170.75568515,0,188.91192105,44.87162739,59.74367434,0,95.99200000,31.88411140,2.57519456
2012-10-24,846.62591568,925.16944063,212.32818158,452.96813607,194.60391667,181.74585102,0,543.44127857,45.78893811,55.86118193,0,122.26777500,34.97500343,6.22233131
2012-10-25,616.31345912,961.34144535,308.13195714,575.44420270,304.39130378,192.30815638,0,274.34876111,145.51947305,43.77954540,0,163.28000000,23.56039407,5.60841226
2012-10-26,809.28617338,925.95192897,192.60242727,566.44246575,337.53088855,176.42251100,0,513.03540000,194.55444786,71.27473107,0,29.52987222,25.50794721,4.45453246
2012-10-27,796.39991644,586.33381570,638.38255385,702.37557748,363.01082036,217.31274177,0,1251.92333000,271.54129187,108.28822883,0,4.80848955,8.76149297,6.02097115
2012-10-28,653.92709191,654.42049334,294.61422000,537.60987059,222.78997075,273.73385000,0,464.86050000,258.66307050,80.48121028,0,8.96053600,14.04553717,12.47587917
2012-10-29,562.39553681,477.42341897,417.22566667,312.03490634,181.43428907,217.05576882,0,165.19162462,225.56831844,56.60972213,0,2.13278036,15.61423245,12.47051250
2012-10-30,555.95558133,868.71776744,300.31250000,488.54768994,246.56325575,197.56903085,0,499.53015714,125.16659624,85.64629911,0,3.14670000,8.73378347,1.84944268
2012-10-31,592.17803975,835.56652510,353.22081463,426.93856080,263.25783036,193.60917442,0,191.15155949,245.78614326,63.53519177,0,0,7.77516484,11.61539104
2012-11-01,1823.04943912,1373.94209593,191.46434783,431.28623812,246.25220514,185.48368962,0,306.40764110,358.82559703,78.15305301,0,4.82134000,8.95075272,5.48619655
2012-11-02,1410.64162044,1569.65655411,87.62831316,464.87299322,294.09666199,181.41387290,0,415.77613519,416.05358331,36.22310774,0,0,10.16890390,0.85965389
2012-11-03,902.38854578,1781.97302550,187.32012941,636.56227120,372.38402779,184.62228411,0,663.08689000,475.86607389,51.29862022,0,0,10.02034350,14.97555500
2012-11-04,594.71186996,806.03178080,440.00532000,641.46395424,360.01614298,258.17720889,0,92.62888824,643.28695238,30.17037749,0,0,9.33994669,3.48787500
2012-11-05,786.43956153,756.54191172,130.68014828,179.01499271,239.70608646,266.17092959,0,291.91204889,307.15299005,60.33605193,0,0,10.93014711,3.04684472
2012-11-06,1070.05483637,678.82182214,153.49185926,206.39846584,324.22959533,186.00844588,0,93.64242973,489.58584497,40.05925526,0,0,7.71083832,3.74867124
2012-11-07,965.74283114,763.00100830,311.48520571,403.08923398,286.83352046,124.81928475,0,65.00757347,1039.55139660,55.35129909,0,0,11.59570874,4.45951421
2012-11-08,1176.89560961,627.93552261,220.05589615,1125.75228611,270.16874684,130.63117391,0,368.34384878,735.79120707,107.92114121,0,3.98665000,11.72207710,3.24127990
2012-11-09,836.90192822,891.82519596,260.17079388,959.19257727,183.02291083,90.03251096,0,335.63437143,317.34278900,59.97009721,0,2.45333333,13.00013393,5.04872185
2012-11-10,968.50174406,872.95640286,605.56657200,1103.72456053,262.83896715,88.88709922,0,2388.76805000,246.12527640,86.05852605,0,0,10.72747902,12.00585182
2012-11-11,904.98546103,729.26901838,546.06352745,839.57875000,149.14059867,170.72164691,0,567.62635714,217.80064971,85.59859693,0,0,14.80798606,4.55581410
2012-11-12,708.18055246,667.90580257,392.22125435,427.76965838,270.06947216,159.05438649,0,219.19000000,288.23615767,75.80577329,0,0,13.06296227,4.62279910
2012-11-13,1047.61958379,833.93398490,399.43444750,327.63610684,200.93944632,272.07675075,0,497.76177750,236.78927034,55.90325334,0,1.05259167,10.63518918,1.23838196
2012-11-14,1083.46496462,1068.90585858,367.71361636,277.18538223,188.68758023,163.62545823,0,244.06270455,209.76002339,52.78451341,0,0.84356000,9.38550443,3.04638609
2012-11-15,888.29060865,952.29636448,735.16592593,145.46465995,212.13148265,232.29810000,0,196.38730779,154.85630211,105.45316088,0,0,11.20120838,3.56472324
2012-11-16,745.20103714,1113.95461920,552.19785161,230.64245282,99.45201170,251.93708378,0,208.05071951,154.89640810,195.70514713,0,0,14.24775247,0.57841989
2012-11-17,1302.32063665,743.35365309,714.65348333,285.82352543,79.87933019,128.02663383,0,452.94058421,219.44107044,138.69819485,0,0,18.32895185,21.27258302
2012-11-18,961.58244321,1045.83321174,1876.28177000,160.43646740,293.01025940,178.25098173,0,168.71864634,296.81618299,178.60263455,0,0,9.28118406,22.22963831
2012-11-19,1038.58456086,850.98495968,87.77351462,168.24191503,305.51496098,126.75494331,0,591.37233448,288.17095519,92.80963536,0,64.21330000,9.84614740,22.62051106
2012-11-20,1173.21562864,761.48448269,163.08999060,160.55475064,333.79137943,105.89913636,0,201.01940667,102.98090324,83.31583954,0,1.20381429,10.55324630,0.66542564
2012-11-21,1182.41715663,774.49566185,405.44707763,246.10066175,287.68149597,159.15278315,0,455.22176591,44.55521494,55.19011226,0,1.23491429,9.75977301,9.57881875
2012-11-22,1473.92133519,1155.50628728,519.09216029,280.35267628,368.30087379,164.68817800,0,876.20528571,38.03315353,76.95328964,0,0,13.67490862,12.48509167
2012-11-23,1639.61178891,1133.26477767,997.68512424,204.90825545,50.38931557,147.44644286,0,226.95932500,442.19487825,120.53563249,0,0,17.83608163,12.48259167
2012-11-24,1448.03906299,940.43415014,2315.91111111,143.39761651,109.29827095,278.13213704,0,411.51060645,48.53192154,119.34381448,0,1.53335000,13.98603394,12.47814583
2012-11-25,1274.43370823,1194.17949798,730.03733000,442.56749728,65.87650262,164.15216339,0,502.39972250,54.86083576,133.55765630,0,0,11.01915305,0.30230075
2012-11-26,1026.98150898,868.34749051,527.34076379,395.78294789,131.83372441,142.40655256,0,512.21424359,61.79542622,101.18077743,0,0,10.15004702,8.93494913
2012-11-27,742.61243166,802.84999656,422.66131633,428.75846286,196.17686354,182.52392471,0,248.06185821,77.59332598,68.97094707,0,0,22.92038789,1.58441785
2012-11-28,882.90481421,851.13708021,289.84421962,435.19788013,125.62685468,153.11024237,0,273.96553867,206.96505884,78.19820226,0,2.71433636,7.52571149,1.15712945
2012-11-29,2848.75743005,779.17665847,796.74481667,436.52253787,151.57630933,101.79022781,0,321.52052545,81.14157125,48.69379989,0,2.99717273,9.50602440,4.60939122
2012-11-30,1841.18414446,910.51873309,437.54155667,223.84574723,102.12714048,105.28697616,0,542.54246389,180.85192080,187.90108146,0,1.16296667,5.25451472,2.66062654
2012-12-01,1150.12424849,934.71519898,223.83680175,188.82625151,98.73673304,116.95905522,0,483.01117105,264.11447909,126.16124114,0,0,5.82083028,24.00000000
2012-12-02,1175.63354150,1009.35967844,131.16386190,142.64646176,81.32717172,96.32806849,0,307.11789600,137.62920701,134.93804402,0,0,9.30786194,18.82890000
2012-12-03,1273.12263195,845.56454938,135.74878955,153.86310972,38.60156000,119.97524722,0,639.87958125,153.25806302,135.70623279,0,0,8.15806954,0.21167500
2012-12-04,1651.12310880,1005.00639047,251.90759375,146.71665244,62.00384686,112.41650580,0,272.98488444,188.98475525,97.89059749,0,1.29186667,8.07403354,0
2012-12-05,870.81979187,847.46949084,395.78247547,153.52834323,62.87348425,114.56145385,0,320.94885758,218.25977841,68.84659271,0,0.56890000,12.82780296,0
2012-12-06,1568.27738688,786.90800925,471.86068367,149.70181705,66.30174737,168.29169906,0,547.07900741,307.48065485,160.54781554,0,0,4.59649093,0.03711493
2012-12-07,1450.33340361,860.73448906,298.83923684,175.94838218,76.09013532,223.59803048,0,864.77777083,370.57299967,43.60287725,0,12.33778000,5.89055985,1.61693699
2012-12-08,1560.81356558,1424.00643066,242.10082714,193.81841202,109.99036860,211.96905052,0,694.02841071,565.36011365,43.21321828,0,14.95332500,16.08611529,1.58878070
2012-12-09,1338.44120663,1679.13864980,166.36069888,407.89597919,72.25124408,217.35595385,0,306.24860417,371.95737844,91.57892222,0,2.87110000,12.33888766,11.64652500
2012-12-10,1525.00119131,1413.90607096,161.03618857,356.33378404,34.58772044,311.04145306,0,663.10531111,372.97217251,41.50482563,0,0,10.05653887,22.33296296
2012-12-11,1150.14882717,870.00975176,177.08271017,242.26140307,58.72688674,204.13921412,0,482.68957931,147.91984036,25.58328370,0,0,15.04117255,10.48455882
2012-12-12,1316.60896492,905.62431301,206.81837479,221.71314404,121.47119989,291.29208539,0,329.35143214,89.90195910,26.56729668,0,34.07555000,13.27226942,1.48112985
2012-12-13,1212.48013423,783.65795866,223.66615449,180.84625699,68.34310615,176.12187143,0,331.18852222,82.73454423,56.93169699,0,159.74885000,21.70106473,0.88246876
2012-12-14,1185.35798212,825.36703559,250.68399832,248.74081307,49.24784679,99.68697250,0,207.51533667,99.25598711,33.30103459,0,169.33330000,19.54697706,1.33273118
2012-12-15,2489.49837521,1005.71065950,315.48081398,430.52930173,36.09464980,86.28963000,0,605.99765000,163.33820054,120.35371837,0,0,15.55188429,1.72226415
2012-12-16,1525.74811033,1182.24322806,302.29814792,382.60437222,59.72141552,126.43166875,0,872.92444500,97.31825095,22.94717437,0,0,9.35510433,24.00000000
2012-12-17,941.61365518,824.44213720,172.66189212,266.58153799,169.32908293,136.78356226,0,209.53360606,358.38073022,44.68925887,0,0,13.93777384,1.49993571
2012-12-18,990.00271154,750.41794885,285.59623130,240.79906877,346.89478974,196.83466615,0,294.78133200,695.73025861,76.94391985,0,18.30445000,16.58414342,0.86114930
2012-12-19,723.59727430,1027.76992760,293.44029344,441.88833099,286.59890115,104.88518485,0,442.41437500,388.92256973,154.63866301,0,1.74747273,12.06947222,0.69727158
2012-12-20,1925.79692092,1190.49933208,470.59662174,382.99440780,512.65590962,288.70922000,0,317.88045000,246.25978387,235.26644060,0,0,12.81113271,10.74734000
2012-12-21,1616.23454825,1106.34049446,264.16942727,178.95779109,224.97106569,454.33759592,0,1971.10590000,808.01663320,204.09885126,0,25.39560000,6.29857556,3.13117778
2012-12-22,955.10627583,1242.49676676,198.97979063,607.42940446,302.55866284,755.97651071,0,1459.14483333,807.81263991,288.03226489,0,64.18110000,16.30021503,8.99415758
2012-12-23,1140.49755704,1158.51961247,161.26101892,378.84536964,189.28353796,1201.19541333,0,790.77915238,291.80588148,110.64771588,0,23.41110000,24.71081261,12.36055833
2012-12-24,1782.71291918,1374.64618685,214.94978167,539.36873274,273.82094881,863.26924800,0,168.34370000,149.80339306,136.25063254,0,110.35703333,19.25290258,1.14430352
2012-12-25,1342.42578046,1275.52263438,225.60233846,514.75644560,183.49376452,481.44392059,0,196.39680000,252.42345435,195.15449859,0,153.05780000,22.28885188,12.27055833
2012-12-26,932.10677015,878.17292090,231.54430213,502.01697594,235.84596570,572.57409268,0,146.73190000,219.27246827,118.97764245,0,256.39110000,13.24295343,1.47552000
2012-12-27,1678.92946887,944.82254639,212.36630982,382.60026272,362.05243821,472.74638958,0,114.21234444,197.36491567,116.51395747,0,190.02890000,16.44265334,10.97321111
2012-12-28,1608.76072563,1011.50680206,221.88788435,468.60412077,387.17202169,617.94325581,0,322.13069767,364.27178431,180.54474947,0,203.41926667,19.37554097,12.31078750
2012-12-29,2026.64651566,1055.71117791,974.97778571,642.19934918,497.67924579,839.28785000,0,433.21649808,549.38546974,242.13033567,0,25.86889286,13.85456257,0.52244240
2012-12-30,1685.71293310,1116.83982936,424.43333125,311.80002233,262.30866417,429.39001558,0,527.57437941,383.29286402,337.28286424,0,43.33066800,0,0
2012-12-31,2152.83232408,1119.17885686,196.30269123,490.79831379,377.57003401,497.09355000,0,523.17077308,447.39571042,210.69183173,0,222.90158571,0,0
2013-01-01,1685.63392235,1350.75386405,382.35419369,348.58457647,292.87529412,480.05777593,0,96.96460000,383.14947083,142.56927765,0,0,0,0
2013-01-02,1461.10604530,707.77055129,301.49099298,275.71004136,278.33826029,408.84457612,0,193.09805417,344.33895994,52.95175946,0,0,0,0
2013-01-03,1132.27798689,538.66552889,252.34530690,360.39453013,256.56610258,204.60656455,0,212.67764242,418.60359575,77.39021620,0,0,0,0
2013-01-04,1126.90652867,598.89291464,249.60162410,486.01273889,246.65594550,138.43745567,0,285.67697541,343.24103262,123.38958008,0,0,11.84044973,0.91875000
2013-01-05,1159.30002583,537.55084039,307.60648194,440.20281416,225.51581504,91.60972083,0,359.05573889,416.29833490,98.43855746,0,0,20.36703402,0
2013-01-06,1170.87501821,681.88833796,316.35730000,214.42761126,110.07810676,87.49946061,0,573.90203143,203.58171469,37.93615026,0,0,38.33142065,0.59361000
