title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2010-08-01,2011-01-31
---------
Day,"[SDSC TRESTLES] CPU Hours: Per Job","[NICS KRAKEN] CPU Hours: Per Job","[NCAR FROST] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[NICS ATHENA] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[NCSA LINCOLN] CPU Hours: Per Job","[LONI QUEENBEE] CPU Hours: Per Job","[PSC POPLE] CPU Hours: Per Job","[SDSC DASH] CPU Hours: Per Job","[TACC LONESTAR] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[NCSA ABE] CPU Hours: Per Job","[IU BIGRED*] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[NCSA COBALT] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job","[NCSA EMBER*] CPU Hours: Per Job","[ORNL NSTG] CPU Hours: Per Job"
2010-08-16,0,1925.84745454,521.21217778,663.93061286,352.08035586,13.17717692,272.18452593,194.92795924,93.20102159,1.83293636,230.04407754,0,118.76253232,28.95597797,0,58.75376000,12.05883480,4.85947387,7.63894623,0,0.00400000
2010-08-17,0,1882.24839094,1259.00513077,793.14436079,578.69721818,10.38800000,486.35614667,284.67235382,137.83087829,4.87665000,209.00060974,0,110.81323723,15.99145215,0,25.56000000,13.71797511,5.27285363,38.48379813,0,0.08985167
2010-08-18,0,32852.55183167,4112.94288519,752.89913137,810.11203224,5.64313529,285.50852973,309.12097468,135.06518125,6.92860000,141.68147957,0,63.53010088,68.33563333,0,26.26666667,24.31448305,6.07125552,5.61717252,0,0.09143051
2010-08-19,0,30209.42937179,4359.04232174,640.13597041,2310.66795140,18.21111818,125.57519277,296.48035209,91.83602542,5.06000000,193.55719115,0,116.76362253,29.94347638,0,37.02984286,22.38946737,5.54826762,10.08303509,0,0.11210816
2010-08-20,0,8186.13983059,3089.96951429,528.21703375,2680.90708165,8.51278333,160.90575476,178.52888978,132.81179115,4.59443333,218.65397647,0,70.68058075,8.92878770,0,64.19110000,27.06699850,6.22014824,10.15864057,0,0.00420000
2010-08-21,0,2426.25054890,8991.98813333,514.66155086,3758.41793000,1.07714286,549.98944167,167.78348750,155.75985851,7.37301429,254.15636955,0,46.00381842,50.31079032,0,29.02666667,26.56232409,6.59889220,10.93180810,0,0.00378704
2010-08-22,0,1618.50192341,16286.03734000,719.63482965,3335.31831532,0,365.87844906,136.30681411,103.75350171,7.00150000,192.72317920,0,39.35605463,46.63501078,0,66.35555000,34.49459106,3.44549615,5.99995034,0,0.00364727
2010-08-23,0,2604.31449092,1982.10986000,574.33830011,3187.78436894,169.82528750,604.68754545,80.00773589,126.08819206,0,154.50480585,0,36.21037086,13.84459317,0,22.22044000,26.26903835,2.90279180,17.51350600,0,0.00411000
2010-08-24,0,1053.27560296,482.60427255,634.46946526,3514.90927833,33.66514634,456.80597333,61.57925760,83.44510690,0,243.85061307,0,63.59126354,29.56246606,0,4.15560000,21.06148194,4.38591551,15.48152941,0,0.00379038
2010-08-25,0,17200.42803614,704.94449651,509.21620963,2617.47563681,13.53878182,191.74063158,88.38535225,77.65733905,4.76767273,435.18437838,0,53.42281893,19.11669554,0,50.84354000,37.02137133,3.76587593,9.24085175,0,0.00382593
2010-08-26,0,548.44547827,334.87965962,416.82191641,2588.53791341,5.19292500,394.27700465,129.98287557,119.94308346,8.47434091,425.05320813,0,111.81189574,18.96848000,0,20.68761429,12.20303544,3.80355977,20.15009432,0,0.00403958
2010-08-27,0,2237.30377847,1511.24055313,360.95759987,3478.00325081,9.11760000,386.80745581,138.40008361,122.86988142,4.34222500,38.35865947,0,68.97022688,24.24596630,0,0,11.34582413,4.67685099,21.37045813,0,0.00392200
2010-08-28,0,3277.22611753,2380.01270714,633.18082224,2549.77030602,5.18223333,428.75789444,144.90172903,121.13858936,0,40.85717702,0,68.57371616,23.82155341,0,14.57115000,32.59535416,5.69932487,19.44229173,0,0.00417708
2010-08-29,0,2224.84988368,5883.49333333,510.56017110,4842.62600984,14.80890000,189.26248000,118.13156010,100.59549060,0,40.89825390,0,31.63961454,28.75113867,0,0,26.14367770,6.89327515,12.71612088,0,0.00536383
2010-08-30,0,1431.73152845,972.90032857,628.78967391,3831.41151236,38.83252727,327.29245000,142.73231600,125.18439840,13.52000000,148.83453938,0,43.27668579,32.02328406,0,20.49335000,18.47733124,5.54383978,12.72109753,0,0.58733333
2010-08-31,0,2082.18855990,150.06707273,543.62377758,2219.29852711,38.48295833,266.97289167,121.99350000,92.79267826,94.79656364,234.26865081,0,65.49742877,34.73020000,0,5.49111667,12.30174037,4.68909512,25.57807136,0,0.00434082
2010-09-01,0,3746.72238679,194.74505455,518.60002774,1742.83406860,17.66042941,257.13042895,87.65199611,340.87547059,55.30500000,251.81604187,0,92.86055314,12.05673559,0,0,26.57698413,5.28076390,17.28746592,0,0.00389821
2010-09-02,0,635.79965900,383.43872857,601.15712270,494.89326626,45.24235094,274.07485227,120.94957612,270.54049077,19.47635000,364.52188692,0,58.36492668,18.87669716,0,0,24.88739899,6.81215824,18.55948787,0,0.00366316
2010-09-03,0,1008.94246115,2699.23999583,610.09309037,2230.90676798,70.93022000,177.94566250,121.91107433,158.72634074,0,281.35426656,0,61.06152306,15.42152476,0,1.53110000,24.66971927,4.63068577,15.33800607,0,0.00388800
2010-09-04,0,1530.27855393,8445.51112000,1025.23235220,555.96652399,0,194.92860750,292.99800881,140.25621717,0,318.49898762,0,109.75404260,16.49548750,0,0,27.85124974,5.90297526,16.22587779,0,0.00365370
2010-09-05,0,2332.72507253,1725.92356000,1123.60964328,487.41364725,0.69110000,236.38868065,177.80774098,465.63307714,0,395.84647056,0,188.06450027,14.28406429,0,0,14.89899067,12.84126337,18.39346473,0,0.00376154
2010-09-06,0,1431.23943757,366.22221875,1032.15566969,455.20552460,279.12563333,223.80330400,270.00781610,487.78065938,0,374.16364019,0,233.23280425,10.62580484,0,0,19.33152732,5.47663619,27.69698506,0,0.00376226
2010-09-07,0,552.10370326,6156.21879231,829.16155030,3458.67471371,90.25166250,136.18722353,348.47231242,109.08507350,0,104.32481294,0,108.80152366,8.92819773,0,6.74666667,30.29281472,4.41234863,15.24230657,0,0.00381964
2010-09-08,0,1889.09423462,2847.57010000,783.70393433,533.45640368,22.71110000,366.65724762,170.38020165,97.29799008,61.92290000,116.52246422,0,226.77869660,36.02301183,0,16.55553333,35.64100751,4.08853559,14.61401553,0,0.00401509
2010-09-09,0,1417.65250359,2936.45414091,1097.94786833,1937.95057840,14.78794286,75.04846607,238.67499444,112.71462348,52.96435217,175.63077116,0,107.47326187,18.11467798,0,5.14312000,19.22459358,3.77717823,4.69666923,0,0.00375000
2010-09-10,0,1735.41645149,1498.02133333,1136.50415148,1645.91970772,171.56740000,222.94163611,237.32529612,114.52384296,58.41765556,133.47535415,0,100.34612450,28.23620036,0,3.91256667,43.96685072,3.38150340,15.88638333,0,0.00385000
2010-09-11,0,3330.10604620,1798.98896129,1083.00064029,3205.23127121,68.43644000,285.45222857,192.55773943,201.22074471,77.21445000,33.90164813,0,75.01606790,27.39807967,0,20.69036667,45.83061434,7.90977344,0,0,0.00401731
2010-09-12,0,2122.17619043,1604.84213704,972.87920291,4672.77387561,24.60571429,658.16466000,219.02653439,149.81749815,68.09665000,25.22702772,0,32.92847358,25.65040211,0,64.04000000,29.96797256,8.08464820,0,0,0.00388889
2010-09-13,0,1027.64656799,653.68784118,852.35512290,2533.28135917,34.59801739,241.74506667,270.81498464,110.80650464,12.29926667,39.68005383,0,39.44127425,63.07811867,0,53.44296667,23.48612558,3.28854797,13.80317686,0,0.00390909
2010-09-14,0,220.22245041,1388.66614706,850.42710303,1545.26430108,299.56522941,317.69540000,408.88968737,171.64783925,280.55703333,31.38019279,0,143.10199198,25.03736256,0,24.58635714,32.44807631,5.98698686,10.19572754,0,0.00403846
2010-09-15,0,6430.19519559,1855.02780857,931.87079660,494.56448037,220.98361053,271.90233182,443.07350723,128.62023786,297.75011111,42.13663392,0,121.13640239,23.08338900,0,34.63732000,29.56055220,5.48203821,19.10659834,0,0.00390755
2010-09-16,0,2451.23307101,1160.87047500,508.44051310,1566.68759631,169.06990000,748.93365000,94.67219536,106.44162533,402.41500000,208.17684233,0,87.43810376,27.53789730,0,13.33334000,28.01230300,10.62185132,14.19015779,0,0.00387778
2010-09-17,0,3867.30372000,1433.20734783,965.44239220,1671.68447778,24.39430000,1450.22222500,90.06729986,179.61174932,0,68.14622951,0,169.41597810,21.39064222,0,24.26000000,11.97003883,13.00948235,6.81543989,0,0.18738596
2010-09-18,0,408.34836625,1340.46857143,956.37252400,3080.70801471,99.66516667,202.80601463,421.49015106,153.74230494,0,33.86888859,0,46.76898267,29.24510395,0,0,6.23323131,5.37477241,13.66249124,0,0.00388704
2010-09-19,0,1023.41809068,847.26636667,824.37585453,2811.65719574,11.61062222,253.02771471,451.40334161,177.95820875,0,43.33504187,0,41.61606528,32.86334861,0,39.08445000,7.80314760,8.07517857,13.96220211,0,0.00401961
2010-09-20,0,980.97420026,575.33206571,840.34249324,2056.36894831,289.58425833,265.74150000,354.66224550,118.81461364,0,60.65982190,0,46.64882648,29.97317662,0,19.35112000,4.39305322,2.67276755,32.97896829,0,0.00642609
2010-09-21,0,363.49052842,2156.63075200,896.23897662,1704.03311004,64.29942000,182.60586491,422.05913871,133.22366504,0,31.08727635,0,40.02623710,51.74656190,0,12.10516667,34.53349882,3.90066076,18.44201903,0,0.00905714
2010-09-22,0,6351.09377889,3668.42470000,1052.59644352,1319.88043160,288.08422000,152.64659315,338.98157890,144.43585810,0,25.86113461,0,115.89605813,28.24012436,0,9.06666667,42.02521101,2.49844926,28.01552147,0,0.44343333
2010-09-23,0,2650.73144101,1847.41414091,925.79343319,1621.71027642,293.73221250,163.81823051,474.18538742,146.86147699,0,34.24523141,0,112.57042678,45.79624792,0,55.21244000,38.13159508,4.69510814,15.06254535,0,0.82961000
2010-09-24,0,1013.08504575,1139.62451212,836.84781460,1391.01710682,0.23055000,100.84839065,314.41451308,152.39359574,0,30.73891979,0,206.23756268,33.76240000,0,24.12690000,43.21590086,8.28993694,83.29769432,0,1.29645625
2010-09-25,0,2115.47090234,1685.72235294,995.83620595,1780.36738634,0,176.20478462,268.17495906,373.99008947,0,38.19480197,0,201.29036113,49.99510256,0,0,9.16761894,7.08114122,10.54579764,0,0.00795000
2010-09-26,0,1792.24663672,523.37184848,800.81317708,3514.82562816,0,81.37140000,401.18129147,281.02317059,0,37.09486681,0,87.18298621,37.67194118,0,65.17776667,48.74154632,10.86189829,41.18042152,0,0.01010000
2010-09-27,0,1342.63119722,852.72800000,630.31691556,1062.98906516,369.11666250,183.28100588,343.31585156,96.87081286,0,25.43897095,0,108.81467569,45.34024444,0,20.25162308,34.98878400,3.63326692,69.85206496,0,0.00800000
2010-09-28,0,2089.09890555,2292.56094681,1307.27251441,1165.30289493,0,80.39014727,194.35700672,225.08003582,0,51.57752652,0,304.72243528,37.98565000,0,0,33.17256704,5.02972642,19.44453073,0,0.41419231
2010-09-29,0,11098.91248188,3667.18954412,652.84257937,1657.15656867,209.45160000,139.09835714,330.52497956,131.05507480,1.49780000,35.06353307,0,102.10773081,40.20907797,0,35.33335000,31.34568588,5.62562229,46.72713793,0,0.00974615
2010-09-30,0,4482.26166693,5278.96794737,717.41917282,1536.20473977,28.19703333,153.84292407,302.10693702,126.72034173,0,39.17821376,0,119.93765854,48.07780455,0,6.97395714,28.03056422,6.16675564,2.49448519,0,1.21857143
2010-10-01,0,1930.61831424,3036.80561053,893.38600962,1625.91381290,410.37229333,200.64420541,333.66942614,267.79789692,0.92890000,445.10864258,0,108.73738114,41.14089268,0,17.40507143,29.36305423,5.23419082,0.03445000,0,0.00931538
2010-10-02,0,2397.76531141,2838.76503667,897.17172059,2826.89793793,427.37555714,240.80355000,268.90610647,256.33947000,0,394.72610490,0,39.34824466,34.93166667,0,128.51560000,26.75241699,3.81983622,6.52798667,0,0.00663333
2010-10-03,0,2056.42774686,3455.60156471,779.03128286,2020.37240408,648.71312727,217.01110833,371.62796496,39.40366618,0,570.02352266,0,35.15189694,34.69333214,0,4.46777500,26.29502112,4.01589511,0.00416250,0,0.01022500
2010-10-04,0,1658.38067213,2395.32486667,986.42444817,807.43166517,303.73568302,44.37173590,641.74622857,49.77590733,1.05851667,482.36607769,0,55.32006814,22.78975625,0,14.44670000,20.08676380,8.16413273,1.28672291,0,0.00788667
2010-10-05,0,1480.43269718,2409.84833750,1153.87540479,740.45948931,671.23841071,60.08954032,494.03465275,101.59387881,0.91676364,294.78825654,0,80.12579441,15.44937160,0,2.96890000,17.26624784,8.28610968,2.11947079,4.35873636,0.00865000
2010-10-06,0,8303.19586512,2730.96071892,1347.03020440,2122.90517011,341.38780857,90.34193944,305.75343464,126.38447571,0.95397143,452.50977740,0,34.28175027,78.24190984,0,18.03667500,13.91636340,5.30390606,12.37504134,2.34758500,0.00766875
2010-10-07,0,19571.25077273,1764.59294118,1241.77647611,1464.96966593,235.68301698,215.35944444,346.70270791,165.20840588,7.68642222,355.51912151,0,24.00640184,69.76756290,0,15.26091111,15.31609584,6.36633702,18.45212735,3.28770000,0.00944167
2010-10-08,0,2480.74642519,536.37334286,1509.98930943,2642.46395000,531.91854000,111.48919231,315.19207963,172.10800127,42.98670000,204.03058500,0,19.92691300,66.15819672,0,113.37036667,12.86725574,7.90646771,5.15975129,3.20574167,0.00564828
2010-10-09,0,1436.26251714,2012.81332500,1632.64956049,4080.42308022,890.90068077,381.20136923,170.28536968,495.68127143,32.04123333,272.40018171,0,12.98057360,44.13406111,0,166.72518333,7.16177253,7.35727536,12.10516014,4.90934545,0.00384510
2010-10-10,0,1291.41134585,7797.97743077,1220.32223243,2748.67352517,885.17777083,384.03110000,134.14080699,549.59851667,207.53112500,282.50993052,0,8.19072911,42.53792283,0.00220000,156.18445000,12.12319487,7.60592411,16.58387200,0.73628684,0.00387800
2010-10-11,0,787.69880263,4325.33334211,950.14943123,2389.38378012,474.49119808,153.92346400,91.84489942,71.87956437,227.10730000,535.44708864,0,13.64242957,43.54499884,0,101.96997500,3.87164793,4.38280157,10.74036622,0.12454615,0.00387600
2010-10-12,0,331.08192266,1545.11680256,791.69751680,2165.65939235,84.84087243,174.78534762,189.13214803,52.53701579,73.18223333,159.02025774,0,11.58298559,35.25276283,0,68.10670000,5.70688357,3.70836000,2.28330217,0.81122105,0.00376727
2010-10-13,0,378.61128017,8123.01587857,1429.41604669,1891.80715550,148.67240606,167.64701026,178.71233300,65.79780000,5.93845385,224.81881455,0,17.21966668,33.06699930,1.28222000,91.53576364,21.77301910,5.83760044,3.45900879,1.63364762,0.00420392
2010-10-14,0,1232.23922527,3889.21650476,1361.06034414,220.46787406,446.86939649,134.90025094,239.69215920,35.93351667,9.80607333,363.57070149,0,16.33687366,47.42314468,0,25.91888750,25.98301262,8.19406870,4.21645348,2.47002500,0.00414151
2010-10-15,0,1242.00119499,3350.98999375,1581.12922871,1142.86711361,900.02853600,80.14229306,190.57281667,174.06765833,121.67959091,282.03062857,0,36.07857835,33.44990828,0,22.81587143,30.19597624,10.08590580,40.33969955,1.39562143,0.00303019
2010-10-16,0,2316.37302685,10917.67308889,947.27237645,1731.35398683,510.93739655,144.62201778,170.47847020,169.12099817,50.01888667,344.52479440,0,33.27794643,72.55433333,0,6.17335000,38.80424468,7.83268741,14.61326991,4.85511667,0.00400566
2010-10-17,0,1391.94623826,1986.93629167,843.78895669,4560.80608636,779.18638750,248.31666333,250.74269655,127.75041284,57.69194375,218.70581007,0,22.23978069,49.39256803,0,0,32.74688554,6.46465669,1.61297581,9.35760000,0.00376379
2010-10-18,0,1678.41804639,5494.79111250,1065.88095774,1407.75429347,267.21698387,111.83432895,251.63554183,87.11161381,130.33762667,125.72547099,0,23.00390691,28.15414435,0.85406364,4.59703333,30.43013437,6.94683385,2.44008513,1.17580909,0.00355556
2010-10-19,0,1668.93127257,2606.31718049,1239.01202747,2966.83843309,324.72496471,215.70652500,153.94793333,165.24534951,170.78024444,125.09152708,0,56.76103910,26.93545942,1.18973333,0,24.34943744,8.48517545,8.21634859,2.16730392,0.00728750
2010-10-20,0,2327.66701263,1029.60969773,1197.39959729,2206.57901277,116.00036447,216.48884043,212.35020923,124.26272913,90.16174286,103.17631179,0,25.58056817,30.56124600,2.08056667,48.49222500,27.19293107,6.61303377,2.02760877,3.97143000,0.00383036
2010-10-21,0,2089.54397568,2820.96229677,1256.27079453,2227.89231129,173.58709935,203.91906316,195.20442848,182.18280800,80.92431765,108.45173126,0,35.89533615,16.41154896,0.13702857,6.47780000,30.22597907,3.78598049,1.10838387,2.08100435,0.00423400
2010-10-22,0,1660.09152080,1741.79148571,1099.25730557,1478.57569135,298.04267797,143.64872000,134.85766456,78.80205784,59.59825714,118.40035595,0,20.82774807,18.24378000,2.66360000,160.15560000,29.46305917,6.25605336,1.07188233,2.11451667,0.00407255
2010-10-23,0,1826.13458353,3820.80782400,1391.05898312,1002.87840225,605.50763913,177.59055000,190.22179803,193.33226463,126.67416667,117.88963475,0,17.00362330,14.86956790,0,160.18670000,62.22571638,9.56752721,0.61480481,2.47554154,0.00435208
2010-10-24,0,2056.80975926,3342.51753333,1268.76041333,990.56478333,391.62227045,378.48075000,154.65591221,191.37884167,71.65634643,149.69211989,0,12.02259423,57.62268968,0,80.10000000,31.54880828,6.91464969,1.56045823,3.34674561,0.00390926
2010-10-25,0,998.92572338,4819.58724783,999.78789315,1917.91738939,234.58784545,81.15466364,114.59300162,92.60682313,139.43755500,98.63469080,0,27.87624950,47.63565672,2.45343333,4.50665000,28.09548975,5.80787882,4.79631218,3.11695753,0.00401961
2010-10-26,0,2192.43986935,4412.29758696,1271.25126607,484.24779639,256.23583611,130.97549189,175.65536165,179.66272688,148.63086667,153.75736432,0,16.70392502,27.17577317,0,32.99780000,42.97344525,4.91425619,5.12330019,2.31708571,0.00410588
2010-10-27,0,831.14643170,6108.46222105,1560.33305532,867.38785436,156.47024839,73.47552900,239.67605287,96.09397714,132.18778000,90.64423891,0,20.70215458,36.67724789,0,0,30.90044032,3.64951088,0.57793198,2.11388374,0.00534483
2010-10-28,0,649.27976465,2243.68053636,988.80489028,848.04418055,18.72029333,161.70484400,330.93101856,104.46339032,54.35460000,134.68626851,0,20.70179999,36.08548413,0,64.03110000,30.44251956,4.87613571,2.05724384,2.77716446,0.00916429
2010-10-29,0,462.35408933,2823.94035484,1242.53628340,254.68950149,19.58578000,129.19834364,300.81450714,108.36754172,95.52956000,238.15696015,0,34.06025017,34.40649351,0,8.15853333,41.17469520,8.33642809,2.93308560,2.72475152,0.00837333
2010-10-30,0,1932.47265155,5373.15768800,1026.90681271,410.47135227,22.83945000,291.50914231,150.64324540,102.35037200,126.63660952,278.89912588,0,50.53589879,36.12871549,0,27.94670000,73.53243632,7.78478876,4.64729754,5.21523265,0.00739375
2010-10-31,0,756.43739834,4404.48573226,979.68148593,1952.44241955,17.32530769,72.20261918,120.07975000,186.80280938,129.38493889,219.82422990,0,25.86599438,20.24177875,0.29210000,0,55.22230484,6.46842500,15.09098302,4.87885854,0.00928571
2010-11-01,0,468.80387826,1802.50326383,846.69542579,189.27052051,10.53967959,39.45106694,190.88720134,119.93184259,47.15689000,174.19153640,0,29.55875662,12.85564219,1.32890000,6.42370000,41.63800246,6.87060688,8.45374772,2.99995455,0.00814667
2010-11-02,0,549.14267041,2392.93528537,1184.55948798,277.05191396,268.73930714,57.05626466,271.05532554,129.03373821,103.12927143,145.64396475,0,24.01938116,19.76544091,7.41330000,5.98178000,21.71401572,8.51478452,3.17386580,3.00386627,0.00592381
2010-11-03,0,4077.34023738,3898.84840000,1171.68709715,1808.61101770,225.14834416,31.44052000,136.66487098,80.23325894,219.47268750,137.57238171,0,4.49303800,61.09912424,18.00000000,36.36440000,9.41518417,6.94994653,3.20639991,2.38790694,0.00639000
2010-11-04,0,24916.98540105,1646.80734348,1234.68570682,1910.97531778,479.47346000,50.56203784,154.65052551,108.76161218,80.26347500,157.71511870,0,151.39629054,31.92390106,9.91750000,27.11036667,18.87971215,4.90279039,17.82739234,1.89710629,0.00900714
2010-11-05,0,4454.68355592,1776.52255758,1017.39013092,666.21709136,500.00076286,41.67421047,192.39918798,69.15563414,23.80485538,120.23646332,0,116.45184547,22.74468590,0,5.76890000,28.36406952,8.46806960,5.59063849,2.03241567,0.00552000
2010-11-06,0,3505.91567432,4416.74933500,777.21242153,396.06333449,677.67870000,51.50216806,255.40191387,99.56273133,108.79650000,121.14412361,0,119.74381458,49.06177155,0,9.17330000,24.19321714,15.74491143,17.14228669,3.57040792,0
2010-11-07,0,2210.33298080,4126.26370833,2032.66946735,869.34704410,665.53083750,192.47296250,247.18762529,92.43259589,119.88220000,272.91011412,0,117.83862761,59.53946190,0,0,13.40193545,23.15924545,9.38641618,4.06037100,0
2010-11-08,0,1085.74576000,3868.72634286,1081.55931706,600.21888864,149.43295493,47.10666774,166.84319119,119.33860413,26.06864444,94.53446133,0,206.29813386,16.95136295,0,23.20110000,26.13877340,22.27767500,9.53512414,2.11190872,0
2010-11-09,0,438.10440784,3979.21919600,983.37127827,791.66627524,42.96392439,64.56059014,137.80724771,133.81328780,27.81238286,83.50404890,0,124.07340000,48.86907262,0,34.13630000,6.93220975,24.00000000,55.10244658,3.07442086,0
2010-11-10,0,532.58773034,6693.38794286,1200.94553519,1301.35679783,470.04781852,110.06078000,173.29673946,97.77557610,0,106.21013341,0,129.10150759,27.34452302,3.34551111,12.92030714,6.73469554,20.03922000,11.40382087,2.13108367,0
2010-11-11,0,493.86628535,8512.00790000,1256.00533060,1855.89263733,378.91324400,149.23360000,254.88427100,128.20510556,50.09281538,106.98283163,0,151.33243881,47.63924713,0,17.03677273,10.08394463,15.75915000,12.39854317,2.67572606,0
2010-11-12,0,1018.14154405,6577.30888750,1243.82387651,2584.21402727,255.94118929,159.83208293,257.84239737,109.74272836,149.07841429,63.61845706,0,46.27586914,15.99865667,0,56.00490000,43.95170314,0,16.65513426,1.53910598,0
2010-11-13,0,941.46904332,7238.12572143,1635.34428865,1496.17188118,648.16580556,336.22975556,302.60141258,245.15988158,363.60665000,70.73204658,0,127.36363944,24.34550857,0,39.76721250,40.25336349,0,13.11310320,2.79663333,0
2010-11-14,0,1312.83123950,8140.86302727,1111.05828944,1511.72413045,558.29451667,234.59712917,244.64694375,310.94141212,7.41330000,126.37527835,0,172.48997158,33.43800455,0,2.65397143,21.07640319,0,8.04685306,7.33285263,0
2010-11-15,0,1019.65613348,6689.09431111,829.32103388,1671.78112253,480.17883333,313.28169412,204.84814049,107.85005364,20.06887500,111.89016182,0,280.86024735,12.55639512,0,10.99250000,14.30816866,0,12.25898608,8.36067143,0
2010-11-16,0,978.55896522,4717.91999500,1178.98178126,1591.09432427,467.97741622,322.26728333,184.93695696,34.25721213,0,130.19684928,0,63.37566468,12.07481745,0,1.88440000,9.88448391,0,16.98809271,1.86460115,0
