title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[NICS KRAKEN] CPU Hours: Per Job","[NCAR FROST] CPU Hours: Per Job","[TACC RANGER] CPU Hours: Per Job","[NICS ATHENA] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[PSC BIGBEN] CPU Hours: Per Job","[SDSC DASH] CPU Hours: Per Job","[TACC LONESTAR] CPU Hours: Per Job","[PSC POPLE] CPU Hours: Per Job","[NCSA LINCOLN] CPU Hours: Per Job","[LONI QUEENBEE] CPU Hours: Per Job","[NCSA ABE] CPU Hours: Per Job","[NCSA DTF] CPU Hours: Per Job","[TACC SPUR] CPU Hours: Per Job","[IU BIGRED*] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[NCSA COBALT] CPU Hours: Per Job","[ORNL NSTG] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job"
2010-02-16,756.71581505,870.33777609,1566.83535863,0,591.25486923,259.04561573,0,102.82511139,137.08115564,158.26830845,230.30539662,133.24322773,46.58784459,70.52445000,36.07863385,9.86826555,6.30137206,0.78783559,17.85312936
2010-02-17,1661.66288058,578.93102597,1713.46767371,0,347.78731042,148.53271634,0,102.22078150,121.95983462,146.60648316,230.25143571,74.06131406,38.95441597,27.05780000,41.75666389,12.25726923,6.64677817,0.67128684,4.22984918
2010-02-18,1221.83860262,298.77784227,1525.80337057,0,484.55277917,112.40487921,0,118.78840667,126.77185098,266.91478621,0,44.17872673,49.32608733,128.05780000,40.33017907,16.10877816,4.82140095,1.19804127,5.76475124
2010-02-19,1467.02945591,360.45534733,1672.58004801,0,139.82593333,115.95382925,0,71.82327085,119.92540545,272.22856857,0,128.07500390,79.68096481,3.98445000,44.28358163,9.23866578,5.13158027,0.59172414,4.30584324
2010-02-20,1869.90739442,1464.66698393,1722.79584788,0,0,158.40910909,0,135.79300902,140.04003094,307.38708667,0,115.31522453,69.22277016,0,42.62119259,18.98484504,6.95340386,0.00434464,2.84410101
2010-02-21,1571.27904925,1254.53866857,1998.28053631,0,0,90.33051917,0,161.16487339,173.72723241,252.38536489,0.00440000,93.11160969,30.89833021,111.44440000,56.26860000,14.69948803,8.18193260,0.00425345,5.02784549
2010-02-22,1190.04684579,512.84075732,1564.05558697,0,118.40160000,152.95360488,0,108.68472000,92.48537464,140.23200000,110.41853409,47.37633546,42.14988360,39.37665000,34.79814118,50.15952948,5.03496453,2.42440429,6.01905644
2010-02-23,1364.92749707,1271.90982319,1553.97799007,0,13.13271429,112.57524981,0,173.31552589,128.43624510,184.50847717,150.88215615,95.21744597,46.08643192,32.87732000,16.70670000,47.39000736,5.50211938,0.66198429,5.95532450
2010-02-24,5002.67687131,1741.40404889,1862.42093094,0,62.71665000,904.09497757,0,173.37758097,131.48622500,43.18551288,230.97198029,102.66194919,30.27010853,20.27556667,17.45616087,45.39195122,6.43029570,0.74754500,6.17302860
2010-02-25,11192.39648883,942.45457442,1552.49717470,0,11.03057317,707.82625766,0,84.82871494,101.09107196,61.16780997,300.20360248,91.07331155,25.95089719,64.12000000,20.63086644,17.48356067,6.06338632,0.78011233,5.04090645
2010-02-26,1246.83063655,545.12889043,878.02782192,0,12.32995926,232.78003235,0,154.58318455,131.55173913,473.57339459,245.37172988,102.61449183,18.29937467,0,20.39072690,12.71309618,7.59569820,0.73266129,7.68565675
2010-02-27,1493.10503471,2696.33208400,1310.67293795,0,34.59556667,83.49550335,0,173.60443643,124.90767724,527.02118125,179.19945911,245.47718329,25.18648345,47.56777500,11.89255610,33.10586523,6.06441404,0.00419831,8.07022977
2010-02-28,2576.43176654,1351.12229677,1147.99006578,0,50.50393077,170.64723840,0,157.61991399,67.73468233,617.80059118,488.26479649,143.45047924,35.64387846,43.51332500,11.57660075,12.01367256,5.96892857,0.00436429,5.22503430
2010-03-01,1923.97312172,2597.30786757,1165.21971533,0,1.08603061,804.90373162,0,178.08052882,89.22252139,328.74021190,1182.19102621,133.31494341,29.63555356,53.84332500,7.28303583,13.95551795,4.59671648,0.79252373,4.70824708
2010-03-02,1915.49517111,1013.86756835,1258.56115294,0,0.48366111,353.46886015,0,13.71317311,40.30519490,399.79117286,589.19117053,109.46534501,57.27712976,43.90932000,11.38600000,38.60841064,4.79696122,0.88664655,3.62918911
2010-03-03,90052.52883000,642.19357410,1250.52205871,0,16.08918983,100.85975530,0,20.94557250,98.96325138,382.13462029,467.85361604,67.60155876,72.67479768,59.66578000,20.21450513,31.53757591,4.71365714,0.79875263,10.62383837
2010-03-04,325635.90095714,329.05894806,1061.27475419,0,13.85825125,301.01909291,0,36.01610050,124.77930979,260.96258514,262.49972358,89.14775010,71.79393548,42.68710000,20.62891463,25.95072851,4.59967465,1.21163000,9.50851971
2010-03-05,232786.97408889,1898.58705652,1245.14800064,0,125.75943333,871.00160865,0,211.96014045,67.58955534,261.19513768,235.04254860,104.75573292,60.04440135,39.54716667,17.66414835,27.35286048,6.22054830,0.78408333,14.54164154
2010-03-06,3024.72458609,2256.88388438,1083.75392249,0,9.24111250,149.44778321,0,199.23328681,181.42963857,488.19728780,779.43656216,78.84801523,94.93467709,0,14.34415607,15.26126991,6.57089459,0.00460926,6.93611334
2010-03-07,2499.75826989,668.58732593,1202.14540031,0,6.53148333,160.94465556,0,271.18610539,212.26548481,174.98615574,136.22217116,32.26330281,81.09066516,56.58445000,25.88640779,8.51056530,5.65028231,0.00477692,4.90119089
2010-03-08,1086.53201486,689.41217391,1142.19278191,0,6.24209412,963.22822680,0,207.73779084,79.39533737,400.03247222,161.70033966,115.37351264,82.18981986,102.41333333,16.96543881,6.93008395,6.67529222,1.99957460,3.04892533
2010-03-09,682.87053793,991.86917925,1165.21070720,0,44.87822400,858.88569583,0,206.49496923,52.03269465,109.62515714,199.97162004,84.90696382,82.49247704,92.85036667,26.92145574,7.10882358,5.43174000,1.40911765,3.09640679
2010-03-10,54029.98777879,2170.94743793,1066.30696459,0,73.13964878,1429.49764000,0,201.58250465,123.81123355,112.40823966,239.24813055,104.03559241,84.68023374,78.36886667,43.68774412,8.22807698,5.87786928,1.38801014,4.70305603
2010-03-11,37194.33929839,1167.84723704,1475.08490233,0,95.91770342,486.01756154,0,243.73727282,146.73050640,228.76706286,441.12687137,56.71840408,50.95793585,15.62074444,44.47065556,8.81383492,5.03767699,1.89453333,6.12714558
2010-03-12,1314.93396028,1868.76445000,1312.53572439,0,209.98544082,327.30528699,0,280.11104570,105.79948908,96.13198333,149.03560194,29.45508052,86.49398543,29.51410000,47.35634762,16.53489337,7.29594213,0.78094918,4.70552730
2010-03-13,1172.33057231,2896.69096667,1380.63012946,0,183.27897500,48.07494333,0,408.71139375,72.39037672,335.98571429,445.99458129,110.89365814,81.71173019,0,76.36541875,47.58229522,6.78516077,0.00450545,4.28601775
2010-03-14,1419.89003560,89.56571429,1598.98477854,0,155.50098286,81.22143140,0,500.80619730,299.21493455,140.36869362,325.14010472,111.42528399,80.38826452,0,51.10871316,38.73029286,6.68986854,0.00478235,1.37988404
2010-03-15,1407.09852796,296.03778125,853.82046702,0,122.00150000,224.54990028,0,295.64729175,331.22817358,108.58332301,426.55998295,93.24934502,94.75327972,88.45330000,49.58750000,15.45482703,9.88434118,0.73404762,1.35887619
2010-03-16,816.68177611,257.89066875,1399.21015407,0,363.88333571,130.91936874,0,298.30573279,117.36705762,177.11953269,343.62631637,97.84910191,52.75972715,10.12777500,17.27030440,16.61757590,5.26551437,1.98095472,3.11468502
2010-03-17,16032.11273762,356.53377917,1105.03973739,0,4.02780000,143.18973611,0,188.94387825,87.47817018,722.26963333,507.95918898,99.74404948,62.05866881,80.43036667,21.65938354,15.51924355,6.29073670,1.19911951,5.01991653
2010-03-18,2762.86905626,2360.80296667,1025.64947937,0,6.03815000,429.77109076,0,257.91791179,115.53938425,51.32250353,421.52526558,99.24102587,17.12149301,64.01888750,38.64518571,10.55910359,6.42182736,0.81147302,1.50075583
2010-03-19,953.48499592,1850.74172778,1282.44986480,0,6.97301429,893.23071067,0,191.84691309,166.94775631,90.62714730,238.57654381,150.17384694,39.61109490,99.60762857,34.69074167,10.23862679,6.93292343,0.85415254,2.33558978
2010-03-20,1190.91063018,2627.12295833,1398.66447746,0,0,609.05401635,0,215.10240198,147.29739385,160.92857442,299.66490576,127.76976032,80.08084948,107.27423000,22.81837436,19.76426753,7.72512871,0.00489623,2.36186244
2010-03-21,1287.13680334,11198.08000000,1315.13551315,0,0,1237.60781077,0,98.89049473,210.61711452,494.05573077,373.40132480,160.46349525,66.99639957,68.81585714,36.22645660,29.29685745,7.38964083,0.00548333,2.46765680
2010-03-22,1383.12127277,2193.07760769,1042.73313157,0,11.39000000,548.09875689,0,97.37953178,155.73213962,265.70970000,442.36819252,135.67174172,57.57166532,21.52196667,36.61365909,44.04865434,4.22547852,1.48018485,1.24126560
2010-03-23,1535.60170197,6223.94020909,959.00921980,0,0,420.64557170,0,85.21073732,90.57183777,117.61201250,285.69382903,64.28065280,74.57314225,70.22031429,29.73416875,14.81389192,3.90178407,0.78270000,3.40710380
2010-03-24,16660.49422903,1717.28215455,989.27497888,0,78.25140000,584.08024969,0,159.41540516,75.86581388,77.54120694,251.84597868,51.78575420,89.16128486,38.86755000,16.28302955,11.14317955,6.43026220,0.88770714,1.03174435
2010-03-25,80943.41597931,4587.89979091,1199.70175252,0,124.60722500,719.42087744,0,303.68182642,72.47136908,44.21925514,235.55432685,50.77892834,62.00030796,0,27.84117959,8.89361520,3.80152428,0.79722241,1.60025049
2010-03-26,2684.53309811,3381.48147500,709.43422837,0,97.18154848,719.86318397,0,173.89705192,42.00974923,51.68474159,369.98850272,142.79047113,72.48162313,63.42670000,23.64205085,7.29515535,4.35733866,1.23934426,1.76860882
2010-03-27,1600.30849118,5121.47555556,857.59821770,0,5.38036667,1270.52082933,0,192.07524054,86.17662074,50.46741579,159.18041628,184.14143986,67.00599831,9.18223333,16.87367500,14.78600291,6.90834106,0.00453286,1.74211379
2010-03-28,1293.05317807,9829.32978000,1253.71096285,0,7.67492143,1170.05560132,0,193.49538774,59.71759181,78.73839388,259.87365856,124.63844089,77.12851555,0,17.13651585,9.27408639,5.77671533,0.00454928,1.09174087
2010-03-29,1251.79848757,2699.18222222,1015.02067172,0,80.91230423,397.32792752,0,217.12065224,51.74754393,66.55003250,427.70480157,100.29956901,58.64343368,75.69000000,14.68402024,5.62165950,3.87646542,0.04953514,0.92099332
2010-03-30,1575.14759452,4473.02333125,1020.10687411,0,292.45425833,233.92263587,0,216.67514143,91.83514450,55.17839286,377.34910992,72.98962801,90.42503774,58.02833750,15.42291087,44.99873635,3.43386730,0.67852059,1.76437220
2010-03-31,14858.84585581,3322.36444500,1145.85381798,0,92.53267647,129.19860101,0,120.78553245,185.45293200,111.44423837,271.98423022,126.08471573,100.72537471,59.82348571,8.22151853,43.44228619,4.23658225,0.67091806,5.04972396
2010-04-01,407482.35200000,2904.37980909,1053.29162349,8527.95695000,53.08735000,0,0,111.10547271,160.15645167,548.99554667,189.19576779,149.50248258,7.99087143,65.03926667,21.66885753,35.01273682,2.50933925,0.80847869,0.95766741
2010-04-02,3484.12723526,2176.35777500,1009.83797063,14093.96047143,3.00697241,0,0,86.26107200,214.27699451,510.96176000,275.27374849,271.95163633,0,22.06815000,25.47290185,40.34694463,2.72954531,0.00478718,0.78290401
2010-04-03,990.17846423,5916.59555000,1334.32999400,7578.63150392,248.15775000,0,0,171.14769068,280.24309063,768.00000000,148.10488658,395.55779810,0,34.49626667,26.33701026,59.71428590,2.14384336,0.00701250,1.19644628
2010-04-04,609.86466883,5852.69925556,995.86845862,6910.25440526,168.19850000,0,0,191.58987220,130.93324485,768.00000000,479.58517885,413.70483824,0,0,51.77957931,69.13953786,5.91552283,0.00657059,1.59994344
2010-04-05,875.16583795,1003.43408333,1114.76261526,4122.26239688,34.58222203,0,0,98.59916879,59.15146877,46.33996508,84.18320247,58.89215389,0,24.47480000,18.79497273,38.08912153,4.51101785,0.87478654,0.95439963
2010-04-06,5873.71236833,121.15445000,1058.66172638,5092.60950270,66.86185000,0,0,116.64042888,92.28859014,77.85138395,116.35481527,124.13460913,0,51.65458571,10.87904662,36.80568639,5.03521572,0.90232143,0.62684216
2010-04-07,139544.80705882,461.58024444,1131.88560000,2165.41871867,60.55303220,0,0,108.64823271,85.70056473,84.56077326,329.76004370,91.38140064,0,51.87630000,25.33937745,6.45349097,4.48960499,0.83495625,0.69634898
2010-04-08,12065.60159536,333.35777500,1041.40719676,1537.27966100,148.90257368,0,0,89.58174348,66.50467205,316.37110909,234.06168623,65.02578744,0,86.67552500,21.27950667,7.55938480,5.03254358,1.10850159,0.46364304
2010-04-09,1635.11277293,1.82220000,893.78375763,844.49470314,196.39555217,0,0,64.44975947,131.63771034,497.19980833,244.19707820,59.43858055,0,35.61591667,21.24077732,7.76855742,4.18807560,0.90954545,0.66517509
2010-04-10,1159.10452564,0,781.56662630,30704.95854615,439.45722500,0,0,162.41222616,122.19588634,520.59048571,251.98370248,37.36214192,0,57.97868000,19.07040000,4.80754721,4.78658316,0.00498000,0.50757053
2010-04-11,1566.47901755,1.78370000,934.24707400,195498.34445000,41.95312727,0,0,137.28652330,186.97432647,308.34945000,260.96260101,20.22826388,0,49.63853333,28.05393524,6.97721941,6.42995778,0.00510377,0.35155980
2010-04-12,2545.39325533,1.72890000,756.73087368,2389.26289747,17.30091026,0,0,125.85532404,134.29153786,120.73589000,234.16120455,29.39708266,0,15.30225000,24.96748720,16.38667627,3.62633186,0.89129219,0.43600025
2010-04-13,2053.78827887,68.45866000,829.50118427,970.19523142,268.94583725,0,0,147.16387319,140.05798092,585.55539259,194.20843941,60.48123304,0,80.53000000,26.26240796,16.69549083,5.22369968,1.18511538,0.50263577
2010-04-14,3398.97736905,2.16068462,827.98800622,958.50160027,241.04855000,0,0,94.66573113,173.58982358,434.53197258,158.88867719,41.59567863,0,91.15556667,20.06134800,7.16055923,4.93024724,1.87474545,1.35577872
2010-04-15,3018.99981622,1.66140909,1102.86272264,877.24339474,487.00050606,0,0,157.89253353,143.05727706,440.15707213,140.37000672,28.65428197,0,56.34815000,23.83694412,36.73765233,4.65926951,6.38944348,1.88725209
2010-04-16,3260.61245484,2.13630000,996.12140653,905.75435633,437.87248788,0,0,145.15677452,76.77264245,412.06392456,199.67628819,42.06435532,0,17.35086111,25.17767692,37.84239663,7.30482752,8.72731739,2.37440210
2010-04-17,3147.15557673,5.99505556,1479.28655487,4792.23758902,310.18742642,0,0,164.99176388,0,583.94855472,194.83665191,86.57337324,0,15.05402308,28.05716579,43.20847697,12.43761606,0.00666471,3.27343179
2010-04-18,2960.14879386,12.57904286,1454.88923877,3358.03749231,623.69603478,0,0,127.75145141,79.17225000,510.08740741,247.26729123,72.65393047,0,29.79364286,31.03059043,36.44417840,7.20422488,0.00657059,1.96546629
2010-04-19,1327.53467822,10.26179355,1018.28738615,530.98156635,1218.79810000,0,0,96.27140728,145.85036984,380.15566000,153.79142519,79.77681406,0,24.88685455,27.24445267,12.72038347,5.77675756,1.80310000,1.50145660
2010-04-20,723.33825774,113.27272727,1121.30480051,653.24676076,1073.72802000,0,0,174.34542189,81.96925112,441.50069054,241.81566815,104.09939044,0,102.66024444,29.16781970,7.56900101,4.64256882,2.08795217,1.27273125
2010-04-21,2468.69547324,3041.70429333,1107.37801924,705.37285967,950.10444615,0,0,160.51447701,87.98427483,486.48474848,289.32105655,122.04060215,0,68.37777368,24.01221171,41.56309286,6.02951132,1.44640588,1.46792441
2010-04-22,1570.98047330,3445.19365714,1013.78142383,520.11045043,594.70253810,0,0,168.21651678,133.83860903,357.26535227,179.25672644,92.99531340,0,86.68444615,23.27536552,26.08776520,5.82444606,1.18091538,1.88919994
2010-04-23,2617.27884043,3601.92761429,985.45728448,1110.24816382,498.54595600,0,2.49780000,230.03541162,128.61423813,231.11297387,207.41042457,66.07342918,0,22.09111667,21.96381237,37.82844951,6.25581762,0.84092203,1.94134133
2010-04-24,3173.75171949,603.58933500,1320.90638274,1238.46284632,709.36936429,0,0,240.66464298,274.52518966,212.62117687,238.53703670,50.81216362,0,28.62777500,28.98269079,22.80362593,5.03957178,0.00567959,1.78788888
2010-04-25,2980.64679763,1553.17960588,976.31093983,353.63564335,328.76698286,0,0,168.58830110,95.36324942,393.28702400,300.90705751,68.80425702,0,24.00090000,31.30239167,36.25484525,7.16134093,0.00475614,1.74956699
2010-04-26,2586.99736104,1501.21650000,904.44795911,314.93924548,308.53771231,0,0,161.00480161,106.89361258,470.12422286,192.81593939,66.62354674,0,33.68485455,29.33805342,23.91425661,3.66785262,0.00481731,2.60198847
2010-04-27,1942.21766563,425.98120571,938.36185399,251.09149939,257.98546486,0,7.53780000,103.41875879,95.59677845,238.45889843,184.42058568,95.12781839,0,55.33924444,30.35833973,30.60436190,7.60825514,2.47622308,1.89252768
2010-04-28,2375.23679505,439.05376917,952.19440761,205.27656893,245.99205256,0,296.23996667,112.46527797,143.64937803,391.91956049,196.35228276,54.09832151,0,43.71202000,26.35400385,12.06124289,5.51553152,4.01481385,1.50978725
2010-04-29,1730.71118272,4082.45530000,982.96119835,252.85462097,284.69473878,0,383.58578000,227.95406340,56.78359276,251.78784132,103.35324563,43.77787451,0,64.60556250,30.22795070,30.39268791,5.14444308,1.20703387,2.38845894
2010-04-30,1802.89747504,846.71532105,997.10658304,655.27082539,325.05841429,0,862.26665000,216.57234327,54.49958254,173.72901714,325.13768786,65.39872581,0,48.60222500,27.07493651,40.36827572,5.48685850,8.31563846,2.12298356
2010-05-01,1699.37539249,4509.51619286,1183.59565972,1747.59776301,325.72081842,0,1536.00000000,298.72842120,111.79579722,47.05795670,344.11139828,108.59271290,0,31.04890000,38.15888627,41.30580246,9.15117049,0.00694375,6.43652400
2010-05-02,1957.29829866,4862.35061667,789.77669565,492.72571988,317.47396154,0,1536.00000000,529.94226316,101.11009674,468.39728983,209.90855109,82.40430372,0,40.17336667,46.69316154,8.47884548,8.36999100,0.00479167,6.44306780
2010-05-03,1896.26595940,2424.76758824,461.93190654,389.72073340,222.57711579,0,1536.00000000,182.03313267,62.34336367,303.65493077,187.33117143,149.05471267,0,48.37778000,30.16826087,10.29204656,2.65349798,5.00450952,5.16147849
2010-05-04,1856.07106212,2709.20740556,689.70165602,260.72711696,275.95097292,0,1536.00000000,183.25394336,157.18565528,119.87643836,275.17950372,91.02863807,0,0,10.20766207,52.34899755,4.09404971,1.21656765,1.28889802
2010-05-05,1416.52979585,2885.34085769,1063.26684800,383.98514928,509.25070909,0,463.73335000,220.27011163,115.56220181,71.58841930,293.15003744,95.50919531,0,0,36.88827097,36.48149263,5.03968947,3.13490308,1.90942860
2010-05-06,2011.83646622,4326.25523571,909.15558445,346.78654702,386.06953958,0,0,313.65865957,109.90308385,126.56302639,331.87558800,124.69484143,0,5.85401538,33.22242097,44.45115976,4.57945113,0.87392586,1.81576095
2010-05-07,1879.77686888,2177.21197826,1173.11109855,4391.64746882,439.89411765,0,456.29775000,260.57399885,101.78436347,119.96588169,162.23220224,106.76386188,0,13.23556667,44.62580909,21.55663633,3.39486967,0.89259298,2.03230723
2010-05-08,9057.98740169,3334.15533810,1439.40139855,11150.85036944,455.37989524,0,465.80445000,265.19290602,113.67021120,220.10148485,237.48288762,143.63716532,0,7.98667500,48.03594500,6.19906973,5.91789956,0.00550192,0.79012064
2010-05-09,3289.05315962,2339.73880385,1397.00839700,428.25355170,520.17738444,0,960.00000000,248.08061174,168.97858163,281.02000000,414.90887130,196.94879789,0,41.63335000,42.86615122,9.94927139,6.70117482,0.00494717,0.89349739
2010-05-10,1696.91910808,3093.28935263,984.99315667,403.85133709,465.07652364,0,445.50073333,234.40330761,104.68481806,170.13770882,232.32956223,86.26489374,0,12.20888182,47.17524444,8.32602427,3.44476356,0.76196250,0.83828364
2010-05-11,1394.05352664,1869.30863889,1372.07879444,406.84348418,293.49521310,0,130.95423000,237.12240976,124.80556871,121.18354615,295.13222119,92.87271822,0,16.08611250,38.16927941,6.55391739,5.01022414,0.78310167,1.00839577
2010-05-12,1267.65842065,3125.63333125,1252.63584361,400.36456520,275.83979848,0,149.52536667,174.17911672,176.56344444,258.31750800,253.39170649,76.41326617,0,29.62778750,43.62937027,9.85633190,5.11966520,0.80901579,0.93656499
2010-05-13,652.31948656,820.74793571,1518.76302149,1010.63312760,236.49818333,0,84.56322000,283.20415729,81.08741626,113.49213729,165.25576432,124.71942745,0,7.13445000,35.84975854,13.27234839,4.57948449,1.09232273,0.85931719
2010-05-14,0,425.27745714,1654.79120416,0,239.94830110,0,53.73630000,233.53904140,86.39059292,144.66167083,241.02198367,79.18361023,0,26.15110000,32.93529535,55.60562749,5.49946264,0,0.92216064
2010-05-15,0,3957.99022500,1263.02557574,0,370.10444524,0,157.95628333,391.57140054,75.77785774,80.73318750,191.81986344,63.76072966,0,32.92445000,42.72571707,51.40459069,10.11779889,0,0.82901586
2010-05-16,4188.78888851,5575.98460000,1536.11942522,248.13920469,330.27138163,0,94.72271111,260.17576099,119.83345679,226.19198710,117.30744653,125.85826710,0,2.54670000,38.48227174,5.81677442,6.28483117,0.01322667,0.86333453
2010-05-17,3046.09496644,3066.05803529,1416.31033608,414.39495448,241.48770759,0,58.90348571,209.40086163,106.29654000,112.44742899,368.97777651,12.03034094,0,8.55260000,29.09883171,34.46944803,4.59107663,2.33662295,0.54054766
2010-05-18,2038.79634606,2710.32711000,1325.70971270,411.80764631,279.75188641,0,4.48262727,283.51762000,90.95763026,86.22497027,231.69544077,31.18049089,0,13.10857143,29.13951250,42.45650539,5.96549895,3.13662405,0.36968569
2010-05-19,2506.63311140,2751.91021500,1161.77138224,413.19976925,234.41832358,0,3.63335000,309.02073383,76.17935775,255.69577174,208.14605820,60.58499703,0,42.17258333,18.18684400,12.14635122,4.96920559,4.71702963,0.33960587
2010-05-20,2387.92028186,3933.56581538,1283.20334975,4013.91524533,363.62627206,0,362.58670000,182.60882032,105.53539264,187.52348793,214.12423780,90.25691799,0,44.63308889,17.18100429,6.99205693,6.74790369,8.56803333,0.28583690
2010-05-21,1215.26057440,3233.15810000,1171.96388010,39947.28307500,407.96315942,0,193.54667500,168.21911589,120.91186493,224.98889796,297.13945667,38.74098580,0,64.93776667,15.36205500,27.58162764,6.25347736,9.06026038,0.24413401
2010-05-22,2443.00786419,3210.62045000,1371.19597529,9296.39209778,401.20124688,0,20.99560000,166.76103122,187.77883788,123.49667333,265.05715909,205.74160890,0,36.22073333,18.12205278,25.68248764,6.29926387,8.42455088,0.18509928
2010-05-23,3267.55854269,5795.92098889,1513.10067597,425.14420636,132.27944773,0,1.95110000,243.81061984,180.78954868,159.80385172,383.73216559,61.75692754,0,128.20440000,23.41384478,5.50927940,4.31862400,3.78597333,0.23313907
2010-05-24,1767.49591427,3881.98000000,1266.06944823,298.87578377,141.48927681,0,9.09481111,238.89856503,98.69060551,21.38855164,194.90460909,49.56425560,0,106.29560000,18.56390777,6.05762067,2.31319640,0.00398939,0.27169064
2010-05-25,1972.27646265,2976.25778000,1121.88601845,401.90662756,450.83666000,0,29.93460000,211.16108119,107.66725856,13.92648940,372.91247225,75.29667941,0,67.95914000,3.80384733,10.41845918,5.50243586,5.27836000,0.24658099
