title
"CPU Hours: Per Job: by Resource"
parameters

start,end
2013-08-01,2014-01-31
---------
Day,"[NICS KRAKEN] CPU Hours: Per Job","[GATECH KEENELAND] CPU Hours: Per Job","[PSC BLACKLIGHT] CPU Hours: Per Job","[TACC STAMPEDE] CPU Hours: Per Job","[SDSC GORDON] CPU Hours: Per Job","[SDSC TRESTLES] CPU Hours: Per Job","[TACC LONESTAR4] CPU Hours: Per Job","[NICS NAUTILUS] CPU Hours: Per Job","[PURDUE STEELE] CPU Hours: Per Job","[TACC LONGHORN] CPU Hours: Per Job","[GATECH KIDS] CPU Hours: Per Job","[PURDUE CONDOR] CPU Hours: Per Job"
2013-09-14,645.50705402,237.35956413,244.27349217,405.65304853,172.70980860,109.92405221,96.42262342,153.57714286,0,3.23780988,0,0.01417500
2013-09-15,332.47634342,769.72141944,529.65199785,277.94144109,184.48257665,59.43005511,15.41811756,124.44138750,0,10.88379644,0,0.02080000
2013-09-16,312.85280280,344.02121193,386.99475625,276.64444289,159.28308723,148.83622990,224.00349221,661.66382727,0,18.40133810,10.13173333,0.07638571
2013-09-17,806.20632579,216.35423186,382.04965517,287.86085117,175.14596475,118.05898986,225.33090882,414.34621500,0,47.92380476,21.19695000,1.04444000
2013-09-18,1224.24645846,429.72031359,309.69180573,323.17959958,224.44581483,102.49235887,212.21291942,399.10924800,0,87.63752000,7.57324444,0
2013-09-19,1149.76978691,357.10201713,245.83425000,283.86294364,232.03209853,158.87566633,185.25021928,7.43555000,0,83.73358824,14.44291875,0
2013-09-20,1182.28535573,278.42326500,334.03008743,354.46239168,327.86482160,164.16693353,211.39720499,58.07510500,0,30.95171818,38.28835000,1.32234719
2013-09-21,928.71995488,269.94086880,358.10830000,258.46233410,401.76164621,116.76483760,175.67475205,6.54222500,0,78.38841429,10.31482222,0.30916667
2013-09-22,1206.34609955,573.09624636,479.60679348,346.19846670,271.83325428,72.81909209,164.16965919,201.72960000,0,50.73970870,1.85448000,0.01085000
2013-09-23,790.66024700,271.27631748,307.92784104,258.34264199,206.34022264,75.84584351,145.22627715,62.84050000,0,75.53264615,5.92490909,10.62806000
2013-09-24,1675.91969064,674.01344870,469.87412752,303.49978136,362.66095180,166.05305650,227.78572896,146.87238571,0,89.80114103,11.42166667,17.38167000
2013-09-25,3421.27109704,322.12190000,487.05547378,359.82331198,198.44213980,163.77298885,175.47291305,125.78007143,0,69.78435510,19.20102500,0
2013-09-26,1959.44884068,330.94816996,637.44052031,277.14099700,148.62003461,144.32342294,379.54415825,118.74184583,0,77.63063830,17.24420000,9.75583333
2013-09-27,1317.97135631,697.32731417,352.36079711,383.01022817,119.90746210,158.12828221,298.68729696,230.69258667,0,82.93668936,0,1.87448511
2013-09-28,1182.06436771,448.82300749,303.63987571,399.97663128,103.80528016,153.96657138,295.03532824,152.57110000,0,60.31124400,0,0.87417143
2013-09-29,1156.63400274,462.30154317,325.23279489,445.65555050,92.29923274,206.57059987,238.92023333,354.72055500,0,91.37889167,0,0
2013-09-30,1129.80454422,450.64298672,194.75260817,476.82851435,123.71820360,150.16886921,200.99493882,118.73790938,0,41.63673088,2.56048739,0.20370882
2013-10-01,796.44241795,986.45801053,203.09940203,402.42346360,72.43759688,133.82622673,184.15763077,1550.00332500,0,29.99450146,0.10305000,0
2013-10-02,604.88733477,1209.09664921,80.97878951,487.37451421,139.33349941,108.03021182,114.42529155,2449.07110000,0,35.89810172,0.14697500,0
2013-10-03,576.88235498,514.40778521,223.98265779,400.68114977,206.71156163,100.42907147,80.54338553,3452.01778000,0,74.24474333,1.66738026,0.07470000
2013-10-04,517.55718242,138.96728109,221.72212500,463.11230669,274.64883155,95.97048393,122.08729302,1830.30913333,0,50.31663103,0.48127717,0.01195000
2013-10-05,285.39243884,389.86996259,238.29333279,614.11508380,252.33897544,149.97934726,215.68620347,1072.69688000,0,86.92833333,0.06268519,0.05585000
2013-10-06,252.36990191,574.12873933,173.08571967,545.01429684,161.06489430,214.98912172,310.60055125,2463.71560000,0,97.26979259,1.28595701,2.46556000
2013-10-07,186.97146189,241.36020489,112.08553818,472.54152741,179.91294085,114.72957166,43.86168131,703.62524286,0,37.95578947,3.10607073,14.93444000
2013-10-08,653.61186511,440.28516749,121.83097831,566.66174992,243.85563449,115.71725620,129.23174539,8.23330000,0,158.02392353,6.76186591,0
2013-10-09,719.82030730,403.89909000,152.65997352,431.79079161,179.15523279,144.40804083,65.56764083,0,0,176.34411481,4.39392519,0
2013-10-10,940.63516868,225.73017916,241.36932424,369.60905555,138.64398539,128.89193826,316.40021505,0,0,112.68263750,3.20816395,0
2013-10-11,305.37682830,116.94144858,253.70479222,363.15716488,170.61583414,155.20235102,316.62282623,0,0,391.25681429,2.14868958,0
2013-10-12,1460.11783043,514.86397273,633.82444412,370.76892636,132.68337709,276.12590469,381.21661183,0,0,138.22465714,0,0
2013-10-13,1605.45271057,597.58683485,888.57851515,250.02617788,199.02106870,270.49574292,341.95644927,0,0,73.07290000,2.79136667,0
2013-10-14,811.53786187,362.43917381,440.83367219,355.89937658,171.90779348,151.20236988,221.78894366,0,0,26.98265161,6.83089000,0
2013-10-15,677.81718895,333.04965431,247.37760391,514.89190836,178.68799508,128.50948697,396.68599906,0,0,11.86481667,0.88215417,0
2013-10-16,472.02319014,418.50348289,114.42120720,321.25685365,213.56354454,158.45975513,283.42551121,0,0,9.47296481,6.35760000,0.00945000
2013-10-17,458.00474199,593.41961875,253.71753482,461.75321693,221.91880884,163.70844761,187.00521144,0,0,48.68292667,11.39556279,0.02530000
2013-10-18,466.49134346,847.82965842,207.02468459,475.74062958,168.78522756,199.09106171,315.02004673,0,0,144.26732963,15.89072400,0
2013-10-19,549.01744257,1001.90379677,245.61231835,371.40087563,174.73307443,274.67096429,273.56183710,0,0,60.58854063,17.97906765,0
2013-10-20,547.31199839,537.00479218,333.95793500,422.70545199,175.27563441,251.45501837,430.24380837,0,0,16.77920438,25.27570526,0
2013-10-21,727.33341615,351.70700510,518.45733232,329.48798893,129.82974374,138.77995970,304.95561974,0,0,20.96313782,15.73985000,0
2013-10-22,970.18185127,1213.50450882,762.18357157,432.38341330,83.31301320,135.26271688,166.68128803,3.20387500,0,63.92707273,67.07258500,0
2013-10-23,559.87535346,295.20194935,387.29240339,406.89075590,191.10153729,163.30460619,245.14260353,0,0,30.89777500,5.31960435,0.06220000
2013-10-24,500.93761868,440.27306574,301.73178065,389.36809530,184.06535347,210.42238210,143.82585508,0,0,87.87594706,26.92080000,0
2013-10-25,680.68367590,268.56538533,103.47792746,422.77559700,90.60997327,169.29811305,187.10013694,0,0,43.86417077,0,0
2013-10-26,798.18384135,455.20145738,326.38082745,349.01591457,133.04587934,205.33020038,229.48714773,0,0,10.49574426,37.81140000,0
2013-10-27,709.54699824,1047.03639333,436.25724366,434.05617128,352.90341317,315.92853760,87.54635447,0,0,18.03012200,8.07873158,0
2013-10-28,794.71261631,476.36895714,121.68655449,236.99326945,321.35285905,148.02064164,92.91525379,0,0,33.95946500,2.20997241,0
2013-10-29,1196.86038190,440.10258143,130.14890374,169.32846097,292.12933946,173.50204856,224.66148718,0,0,31.64029502,87.13118889,0
2013-10-30,1212.14497196,276.99204671,89.10191270,246.69746072,308.05865696,106.12883611,238.00098393,0,0,8.17802517,62.32781538,0
2013-10-31,568.85522553,414.24541014,301.46527619,387.46913314,257.04830108,100.26360225,134.65692927,0,0,9.08160000,55.93390000,0
2013-11-01,576.67822704,483.00121709,244.07764235,525.49777469,240.60899194,134.17892312,160.92639300,0,0,8.30051006,61.29890000,0
2013-11-02,541.75530715,258.82658457,348.22480780,535.51105895,115.55470867,156.30311526,131.22219753,0,0,8.88190778,58.48170000,0
2013-11-03,585.38873847,459.42400395,125.33220366,576.01744944,226.95316625,75.06520332,210.26400770,0,0,0.13036667,47.01500000,0
2013-11-04,772.28061952,114.52131687,609.11943784,447.25001264,99.36207770,92.09388863,212.65587629,0,0,4.05472500,0,0
2013-11-05,886.91364928,123.51110864,259.35427935,406.74204016,227.19188549,83.23843622,222.11915196,0,0,30.93066327,54.61830000,0
2013-11-06,695.75243123,266.02265226,157.58938764,549.22194314,256.20484592,145.59765104,145.60930626,0,0,65.01132941,31.76696667,0
2013-11-07,591.36386672,306.38881500,230.60318724,636.50061304,217.44436004,113.32035908,129.40283751,0,0,57.47659178,48.11750000,0
2013-11-08,578.79083865,172.13213674,242.89822899,416.56042240,313.92079711,118.61323504,192.42333594,0,0,66.84755600,44.02707500,0
2013-11-09,417.95820651,348.75530412,517.13124545,372.80163979,342.48281346,233.20880377,47.64726127,0,0,8.07216267,53.80082500,0
2013-11-10,324.38111893,487.59784545,206.07327798,685.07756597,264.87061173,137.71013928,29.94616262,0.93332000,0,9.83861129,33.92466000,0
2013-11-11,421.42685719,92.59575604,163.81241845,401.88050013,124.46844934,103.37914948,74.66805956,3.65670000,0,19.39482788,67.65750000,0
2013-11-12,567.44964603,317.97641726,216.97183657,491.09638447,124.00333896,181.69661760,178.87513252,0,0,6.54555556,25.30458333,2.53472857
2013-11-13,443.46886034,461.77301250,189.78838359,423.88045153,233.39401577,135.88661595,92.40574175,0,0,30.48020134,1.08707770,0
2013-11-14,464.18348239,386.77551225,214.61875534,350.09766581,209.35222110,78.89328301,295.92544704,0,0,13.12160516,2.33306154,0
2013-11-15,551.45661322,335.32981882,241.19061164,299.30858889,229.91573844,114.00394051,59.33609797,0.22220000,0,22.09276284,1.97685916,0
2013-11-16,336.25713692,372.22639387,372.70639945,314.97167864,166.44373745,80.09706441,42.54672532,0,0,16.61230000,48.70605000,0
2013-11-17,372.92624457,329.86689125,658.11846154,389.30472995,171.45526490,93.75357397,101.06931647,0,0,100.01681132,24.95832857,0
2013-11-18,454.81628472,200.39212828,284.72347605,453.17510797,177.15978566,102.66242149,168.98831903,0,0,96.96974231,1.41891012,0
2013-11-19,560.48565835,1545.40657800,307.72868208,502.47051165,123.66360531,133.39138900,250.51787168,2.59555000,0,122.49351351,1.88989291,0
2013-11-20,565.45334967,516.16828251,302.46628977,397.30067399,150.15690791,60.63815271,274.88718842,11.35366154,0,22.72304167,18.81010000,0
2013-11-21,1079.68684772,267.53107528,247.00740059,111.54625591,108.66683116,72.28930607,314.36378345,0,0,17.06539444,35.53970000,0.08220000
2013-11-22,559.64378739,344.70180362,162.74110681,466.93909304,198.05157902,164.24517592,373.56118316,0,0,19.23731256,32.44468000,0
2013-11-23,714.20748842,654.19413830,515.35788154,418.25708102,247.49536155,274.74298232,105.30119933,0,0,24.06532544,56.45306667,0
2013-11-24,380.40676788,921.73377556,622.72566000,296.72224599,343.86673255,173.65329378,101.91631984,0,0,39.49474773,7.02842000,0
2013-11-25,493.02181567,159.56124134,289.48965568,307.10721131,200.74835453,168.77265109,89.52725007,190.82666667,0,78.70766207,44.50375000,0
2013-11-26,615.97746537,423.05997637,362.46941206,409.83864583,204.67465515,135.31186654,125.37231111,34.00612500,0,110.86775122,28.49290000,0
2013-11-27,561.29867822,264.65083370,619.51277217,598.97335665,236.76521489,83.90059775,287.82449012,0,0,40.11822660,1.51389122,0
2013-11-28,592.70199230,598.38036810,636.46364881,737.63477832,244.50668304,178.53247567,405.46442131,0,0,20.87100915,16.30920000,0
2013-11-29,615.16204775,598.38036810,919.83206071,621.09066745,177.52234222,213.33062813,412.42936405,0,0,20.37525158,63.62420000,0
2013-11-30,460.28342734,598.38036810,1533.57688667,807.35195354,192.72052013,219.68711454,174.80379329,0,0,14.60753852,35.99915000,0
2013-12-01,643.60019812,231.03989353,213.86266351,576.78382546,162.02456684,102.45140932,207.20250848,0,0,68.40346250,1.62478261,0
2013-12-02,742.03492485,389.62814722,431.58737633,396.58433572,105.12380781,123.40670905,216.71270347,0.96000000,0,63.53005789,2.10223604,0
2013-12-03,588.37049807,1491.63581569,296.96916639,462.32325177,130.17600404,130.47998331,241.62770699,1.63036667,0,69.52305185,0.92496202,0
2013-12-04,659.76703140,406.09696696,298.33033285,394.15098177,102.98346200,151.21382419,162.37020925,1.93666667,0,35.88918556,0.95005363,0
2013-12-05,570.98200371,262.88652590,290.53368586,536.68988586,196.35525511,169.29123516,124.09531624,3.04044000,0,41.98281333,19.55102500,0
2013-12-06,897.44103830,283.08708628,323.74201916,418.66458182,59.00368209,216.68037445,241.94192155,2.17688000,0,38.64010000,1.08318428,0
2013-12-07,873.43604479,377.10678465,509.71042984,670.02650623,0,0,246.45311505,207.21776667,0,297.79623077,1.03957122,0
2013-12-08,896.18804705,326.51419502,580.07057840,108.35518523,0,0,186.64547078,561.80443333,0,12.12277078,0.92533701,0
2013-12-09,896.44352434,118.55833897,738.68065648,425.23456137,61.01789172,6.45531111,239.87130785,191.70060909,0,11.04807829,1.30121880,0
2013-12-10,717.93324780,207.43174603,475.34347018,160.67803429,224.22469840,103.31824651,229.26598801,78.91722500,0,27.89052397,0.95224752,0
2013-12-11,565.42887015,390.84330730,332.26720268,345.30945577,257.92980389,111.89565043,196.70096680,173.62604286,0,35.19345694,0.83144192,0
2013-12-12,996.95946233,286.72810000,419.39005114,356.49351355,253.52644623,251.16801838,315.66839784,185.39365714,0,28.85584940,0.11883922,0
2013-12-13,942.53145047,324.45919650,573.87491145,645.68584972,264.12001387,277.31680843,234.47579140,33.82705000,0,51.87525374,1.56294375,0
2013-12-14,1487.78236335,389.70061627,605.12932541,606.95491415,248.17570112,243.05359527,211.52650942,0.00370000,0,15.79604444,8.43825000,0
2013-12-15,927.26036910,306.32740090,951.40711500,319.46787496,168.63861251,263.47674911,205.09809796,695.89330000,0,86.75438824,4.03429600,0
2013-12-16,522.87254801,394.90795421,393.58980053,433.98979953,136.63837997,205.62514659,194.91191919,675.20890000,0,84.38293200,28.66761111,0
2013-12-17,963.83632644,975.74755500,429.81857753,713.31256335,184.52878566,247.27700252,179.73573938,0,0,48.44064792,0,0
2013-12-18,1147.90648427,1580.78807500,640.18849916,541.27918401,238.85143833,204.94973327,172.24058560,965.74670000,0,17.33879749,3.32316600,0
2013-12-19,1399.49813718,336.80446037,444.55286860,507.63849145,188.87841220,151.25124179,232.94036089,2159.17220000,0,57.07455659,3.19329545,0
2013-12-20,1444.93957727,222.24983879,386.35311451,596.20292561,179.60443633,161.92915315,184.68043478,1014.00146667,0,38.79326706,8.73663721,0
2013-12-21,1703.38037766,597.79351095,352.06511531,793.21283857,578.27369258,340.85258106,379.02549711,226.57481667,0,46.14216494,15.65875672,0
2013-12-22,976.15863849,909.05191648,253.80945464,676.48100952,524.09737600,150.53195332,316.80994825,298.41111429,0,95.49666563,6.12622123,0
2013-12-23,995.91831265,553.33492882,379.80638643,561.55218356,289.12757165,146.68876420,458.56459140,97.90888333,0,55.23679535,28.28235000,0
2013-12-24,1606.61440811,419.48442489,381.00613907,556.90757914,236.05268647,262.85051123,284.26484722,107.97967143,0,227.36974118,35.35068800,0
2013-12-25,1650.61909428,564.87154847,561.69833630,535.52960664,247.56309483,301.21594560,373.66710806,101.07666667,0,337.52635143,53.19924634,0
2013-12-26,1875.90512847,530.34797831,531.32968143,454.48984271,308.36720113,265.34044208,324.23611985,81.45000000,0,217.64751471,9.38142772,0
2013-12-27,2268.81919256,409.12230179,308.63934233,554.19810989,252.13442349,292.06466517,136.78715986,61.48044000,0,27.29250348,31.01564839,0
2013-12-28,2652.87033595,421.22344502,401.62445906,795.69828663,425.87872707,311.78293079,168.38304392,90.71890000,0,15.08080777,39.53530909,0
2013-12-29,2382.66297232,422.35022639,613.50260233,791.52317361,156.35952367,240.70826043,140.22433919,86.52445000,0,55.12292095,39.99935556,0
2013-12-30,2481.64301367,300.43465792,561.55573958,715.83277677,77.48555413,184.34982861,146.94179351,40.61956000,0,13.89427658,29.06821429,0
2013-12-31,2998.11384876,408.99748889,676.28827480,612.87799901,599.07882878,201.80155746,136.94071324,94.08370000,0,12.39002897,54.03728750,0
2014-01-01,3952.27468534,294.25710200,501.90506053,301.58987991,169.32439748,273.97435127,80.06620877,115.15390000,0,21.51249036,37.94825000,0
2014-01-02,2294.15672105,242.36320388,277.95263519,65.99017055,105.30121264,305.94504833,144.32360307,186.12366667,0,27.67931250,10.13123077,0
2014-01-03,1576.04401409,320.01338667,349.43654167,76.39622025,125.99781387,154.95299459,161.80276744,328.67780000,0,57.06000000,13.29905556,0
2014-01-04,4473.93627069,212.99197542,632.54940288,83.25435011,295.64296552,226.61829687,182.29360554,443.69776667,0,52.80222400,9.45391571,0
2014-01-05,2194.45490338,362.40505862,430.54866327,45.34016820,170.32317884,190.18068186,25.27944969,1300.91555000,0,152.77852222,17.11892049,0
2014-01-06,1947.97142005,121.70698452,276.97987299,65.65331853,251.89270627,173.91642947,37.45191733,471.11775000,0,43.79916875,27.95030526,0
2014-01-07,3936.18064117,356.26521946,202.94560116,280.87557961,173.03395430,227.80551709,288.03453738,130.64446000,0,87.53595455,65.35711000,0
2014-01-08,1598.34309764,214.82138571,417.31179615,568.26655685,263.69954138,128.20150064,141.99912243,152.82408333,0,88.08133000,7.08978346,0
2014-01-09,1349.73154646,131.09215968,326.18101822,194.44846976,87.59522389,81.80571147,130.94693597,145.27720000,0,15.04871569,2.65979941,0
2014-01-10,1635.68488925,340.51530815,388.45870347,220.38441353,101.51951676,87.35519011,133.72097950,0,0,19.90643567,13.49403469,0
2014-01-11,2240.03047924,317.39938011,656.36757500,175.93400410,245.15248006,153.09473439,234.59193985,0,0,39.96484220,4.32526769,0
2014-01-12,2412.30415694,259.74601916,497.69546061,188.87780647,153.72995960,138.81715409,183.20933397,0,0,8.08489546,3.77869859,0
2014-01-13,1273.97043359,331.38597689,554.38955390,254.60269792,100.62243569,109.73408180,182.84071238,0,0,16.95886250,8.13215224,0
2014-01-14,1095.99086290,455.12965143,430.32535323,291.49027363,122.99736948,97.40460065,246.52308622,53.96775000,0,36.86242813,5.54594655,0
2014-01-15,1710.62403609,150.19656485,459.34570703,195.97097989,102.72352448,86.87027218,183.16752625,16.38445000,0,39.38101967,8.27775949,0
2014-01-16,1582.29314991,148.69697002,466.76732458,228.51558244,97.76210430,71.99806810,217.31271732,0,0,68.23923433,6.72158049,0
2014-01-17,1075.27117388,280.46776708,640.17770866,147.83217534,268.06684546,168.37060930,227.64852582,133.55480000,0,90.44699412,16.79561500,0
2014-01-18,494.97623119,286.93881519,669.63903784,79.41500951,198.85666349,214.69066718,459.88296047,42.69483333,0,74.11322619,32.37731290,0
2014-01-19,498.22246013,206.55120281,622.18512782,99.74602183,260.98389116,158.26264815,449.31035354,637.24440000,0,79.79187045,37.00834688,0
2014-01-20,701.55029854,102.21469499,401.17932718,59.61339999,221.41046598,187.56585366,257.42657984,0,0,321.10650714,3.99095088,0
2014-01-21,1098.73919003,687.07824561,321.27638084,55.84518935,165.43464634,125.10970333,204.52692456,81.36670000,0,166.97211818,19.08830182,0
2014-01-22,510.01475443,177.98665027,141.73786619,204.58139203,283.27953340,138.37367119,205.95543383,81.47780000,0,81.02187692,13.17516905,0
2014-01-23,1732.29278743,148.15504006,390.09593736,187.57885691,156.60694571,55.66942867,171.98599255,65.34296667,0,75.31169130,21.02886327,0
2014-01-24,556.07312747,183.16893866,488.94753194,142.61817350,317.21679011,87.49210075,193.47517354,0,0,47.27051549,18.32381000,0
2014-01-25,306.75250280,162.52556083,327.49683714,199.31975543,271.05729341,196.93223826,298.94959430,0,0,76.44171026,50.00682500,0
2014-01-26,458.33889574,178.85541501,304.01752733,300.43266860,176.05744792,62.24869608,327.52319933,0,0,168.48338947,34.54439545,0
2014-01-27,509.06147206,81.73955191,267.72458466,515.97502004,119.95523910,102.60202160,254.41694500,0,0,133.16025143,36.04360667,0
2014-01-28,332.20019013,464.85728632,219.98391715,615.50668288,175.15668970,207.90784577,197.46004322,40.60000000,0,80.06661053,11.74596186,0
2014-01-29,389.84038202,244.42574282,376.57790702,548.87687044,126.68615032,199.38079231,165.29111477,0,0,78.46045227,28.42627273,0
2014-01-30,363.25296222,106.98675386,417.68079669,427.29969023,252.56738123,186.91576435,255.11977438,0,0,76.11371277,24.88981132,0
2014-01-31,765.22529101,127.02823888,384.71881467,258.49687207,258.60694202,184.05758349,196.67274444,0,0,64.92837246,37.41121795,0
---------
