Day,[NICS DARTER] CPU Hours: Per Job,[TACC STAMPEDE] CPU Hours: Per Job,[PSC BRIDGES LARGE] CPU Hours: Per Job,[CCT LSU SUPERMIC] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[PSC BRIDGES] CPU Hours: Per Job,[TACC MAVERICK2] CPU Hours: Per Job,[PSC GREENFIELD] CPU Hours: Per Job,[SDSC COMET] CPU Hours: Per Job,[Stanford XSTREAM] CPU Hours: Per Job,[OSG] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job
2016-02-16,1222.97383314,531.69245211,0,331.08838333,275.42668034,0,47.01374767,159.72900769,289.04013243,0,0.77062556,0
2016-02-17,3939.36257193,505.08283288,0,521.12358222,264.75595017,0,91.38929531,279.72306000,283.10793736,0,1.17322531,0
2016-02-18,1940.18996167,584.71249180,0,272.09374177,209.33774103,0,69.19609650,172.75246364,221.08931303,0,0.75927743,0
2016-02-19,2001.13693399,477.79425365,0,327.61280909,194.09632849,0,108.54137237,249.87672353,193.79813572,0,0.92093644,0
2016-02-20,3184.01495033,458.42598782,0,237.82618267,230.41910291,0,111.78844439,363.80923571,354.57019928,0,1.32934913,0
2016-02-21,4308.28674732,407.85076909,0,670.15809661,170.17612405,0,144.18241565,169.05416471,201.17745956,0,0.77997630,0
2016-02-22,2799.23561012,475.98587570,0,140.93393750,163.67035400,0,129.81406667,32.22089844,204.69650783,0,0.54378224,0
2016-02-23,1489.22405025,575.08148118,0,204.00227900,214.81360655,0,99.50903828,54.28541618,125.24250381,0,0.91182441,0
2016-02-24,2380.15287447,403.14626984,0,174.56559386,219.62277127,0,93.73603164,122.98933824,106.36254417,0,0.84463937,0
2016-02-25,1884.89293361,418.26682209,0,187.62585121,307.39733052,0,109.28841702,142.35934878,200.69677935,0,0.70144527,0
2016-02-26,1005.15024384,382.95191978,0,196.49534155,126.46817372,0,118.92194202,253.52675769,280.53764235,0,0.57419609,0
2016-02-27,4494.28115062,355.58510827,0,207.10267019,217.70196215,0,91.22554026,567.42083333,392.10677257,0,0.46324544,0
2016-02-28,3379.43411618,304.63548335,0,109.65983097,274.37516605,0,129.76831757,209.71093125,274.75537105,0,0.51572896,0
2016-02-29,1381.57450069,366.98691415,0,160.02044536,233.80897289,0,153.60125591,98.77768095,145.17825151,0,0.70523191,0
2016-03-01,1532.79473687,362.78991415,0,129.25984845,233.00947386,0,79.55654576,172.64044706,235.26779098,0,0.82103281,0
2016-03-02,899.98152425,445.24199065,0,188.16919027,133.92442924,0,108.72043497,87.72013333,240.47552339,0,0.87293379,0
2016-03-03,1094.31512344,422.38733411,0,148.31969636,450.65216492,0,142.36313646,69.06473333,169.38557382,0,1.21929632,0
2016-03-04,2807.33289672,339.46587862,0,229.74049444,298.31473008,0,160.84676111,155.49640000,207.45656186,0,0.60076339,0
2016-03-05,1972.17729876,427.30302690,0,183.79417255,178.24252645,0,96.26871053,138.23316800,291.87346988,0,1.47312350,0
2016-03-06,2244.63877422,444.73970341,0,378.60261736,116.83023123,0,142.30244000,185.55602222,301.78835547,0,1.31562565,0
2016-03-07,1693.19207003,376.00125464,0,447.96021981,183.63446637,0,96.63467586,148.73144091,216.80226732,0,0.79149711,0
2016-03-08,3364.61812695,383.95880127,0,180.87093813,135.36851989,0,63.80967081,124.54955714,248.76361952,0,0.64311666,0
2016-03-09,2954.02012774,362.64867032,0,291.46649219,110.11782023,0,40.92686082,138.80977308,122.68512990,0,2.17986615,0
2016-03-10,2601.42842205,354.31307393,0,260.84873272,226.14881702,0,48.04744680,116.03831290,220.30930593,0,1.69953534,0
2016-03-11,1441.14990031,366.58253314,0,530.62337760,282.89727888,0,46.46527285,168.19780526,234.40245974,0,0.93683164,0
2016-03-12,4013.29494848,596.75207760,0,1236.11286835,259.88708041,0,53.78685604,280.59478333,192.71139406,0,0.75631456,0
2016-03-13,1534.66872315,481.04782562,0,764.12344041,290.56808185,0,77.29975913,81.69023438,202.13618599,0,0.67079023,0
2016-03-14,1504.31271213,320.65498398,0,418.28911138,254.37500975,0,117.06654786,849.76250000,91.54664662,0,0.59109278,0
2016-03-15,1200.11243989,241.57350427,0,246.83818649,310.01091442,0,127.76967415,112.00119286,81.00108923,0,0.58652525,0
2016-03-16,2048.73872500,309.87494402,0,257.13785047,218.51653922,0,130.18871349,108.03768636,50.24400162,0,0.54172206,0
2016-03-17,1726.72412604,379.67396128,0,733.06105368,244.89629797,0,69.82532330,101.30115833,72.83731800,0,1.12615089,0
2016-03-18,1207.77384347,362.69805510,0,1217.19782609,238.16297125,0,70.17308144,116.70115172,200.26594789,0,1.60743391,0
2016-03-19,771.77796416,362.47627078,0,2040.09280185,346.04277237,0,100.62342651,140.37065833,206.47731489,0,0.91456256,0
2016-03-20,2641.61602921,592.68829412,0,1062.54834851,357.39818803,0,130.27777731,203.66888667,178.68599467,0,0.88356603,0
2016-03-21,1951.53390311,514.96160977,0,860.51066029,257.67774473,0,96.86069178,152.50714762,56.78229133,0,0.87483475,0
2016-03-22,1378.05489707,578.02570309,0,1184.13766000,247.00460031,0,72.38123838,159.99565833,72.44185526,0,0.90254102,0
2016-03-23,1358.58145960,432.05845582,0,410.37690394,230.85201309,0,80.02101889,243.84191176,119.20429437,0,0.62644864,0
2016-03-24,1276.65406572,515.36106593,0,335.66483647,214.48436488,0,99.32361176,99.33988000,87.47510131,0,0.43182474,0
2016-03-25,2200.47792251,557.20475848,0,641.38017652,262.18721856,0,96.55520474,143.70555417,39.69012060,0,2.05665952,0
2016-03-26,2075.20833180,532.53871647,0,1846.92644600,332.08752851,0,314.30069545,437.01018889,28.38082443,0,2.84731138,0
2016-03-27,2522.62870853,551.76763893,0,381.49527356,298.40058697,0,41.09757465,136.43892571,72.21860351,0,2.18779119,0
2016-03-28,275.31200198,418.25525949,0,197.40459785,218.94105866,0,364.01666944,97.12843509,59.60540815,0,1.90360411,0
2016-03-29,750.56193383,557.87439666,0,218.45982797,159.21188996,0,293.18248929,262.06765294,49.74448755,0,1.09897525,0
2016-03-30,931.97847445,517.67797857,0,261.08131329,188.75048776,0,203.70641220,190.57500000,30.15445186,0,0.92483788,0
2016-03-31,1478.57306394,794.15271624,0,286.52443475,129.52150446,0,259.96787661,91.56111250,62.29068978,0,1.21416367,0
2016-04-01,2586.61075025,412.40192477,0,187.99118608,228.54082970,0,59.75763875,141.64031622,45.81670984,0,1.32385065,0
2016-04-02,2453.78990291,495.86121095,0,173.38835979,229.01913231,0,49.27993889,195.57470357,30.14561998,0,1.50933168,0
2016-04-03,3460.58758077,354.53797252,0,154.06111029,214.40720619,0,47.77857143,191.29826667,57.05930136,0,1.06208422,0
2016-04-04,3938.39459360,394.40712177,0,211.87617033,142.24896643,0,28.11494444,93.16771111,65.75158441,0,1.08986876,0
2016-04-05,4469.52463739,381.41682324,0,526.06031149,90.53177987,0,89.85355278,108.68440233,87.27719990,0,0.99762182,0
2016-04-06,2300.40680306,501.51295538,0,312.21583812,183.10504837,0,43.78521039,131.10328085,81.21260835,0,0.97912016,0
2016-04-07,1655.33593571,398.60405933,0,392.64964640,166.61976233,0,41.91327315,79.90810545,35.89994401,0,0.56018051,0
2016-04-08,2307.27207826,298.61006641,0,357.09587990,151.79467570,0,13.59941713,44.44331053,30.79855266,0,0.69314627,0
2016-04-09,2131.40940385,470.64179008,0,256.22770584,245.53565133,0,36.02782679,20.47764848,52.31403082,0,0.86035788,0
2016-04-10,1117.11839889,493.60441997,0,248.83213182,169.47949526,0,13.77023256,22.48020500,44.88395320,0,0.60938936,0
2016-04-11,1815.08765714,488.44598659,0,388.68196686,95.89645891,0,18.40294808,94.20340909,35.62573576,0,0.78004411,0.00000000
2016-04-12,1768.67607721,533.38438985,0,393.43209841,120.82797647,0,15.25678195,107.29762619,69.46319269,0,1.00958650,0
2016-04-13,1696.94078740,513.67136927,0,298.62081066,160.91771279,0,31.29935175,52.51652787,108.69286960,0,1.00694105,0
2016-04-14,1424.80722039,596.88068414,0,234.20511402,209.83649080,0,47.98110476,93.61781915,88.95468749,0,0.90195839,0
2016-04-15,2017.37528519,553.53912441,0,252.34367479,221.65595053,0,86.32977031,58.52295254,136.49252999,0,0.94845991,0
2016-04-16,6306.19425067,755.44383241,0,501.34347681,344.73654759,0,63.63775714,133.11166500,131.43112613,0,0.94699207,0
2016-04-17,4551.12979592,527.43652956,0,597.51196923,353.71905654,0,51.10811731,39.14156500,37.45479563,0,0.95297357,0
2016-04-18,2981.06116835,446.76399393,0,0,212.17961101,0,124.58605882,23.87700706,60.75407436,0,1.01136071,0
2016-04-19,1276.49245469,342.67471983,0,216.37563976,162.41949008,0,61.68946207,61.36991356,94.63582058,0,0.81356779,0
2016-04-20,1111.67034845,345.21416270,0,79.92689451,92.23586014,0,38.58260654,62.36530364,75.51507714,0,0.79194207,0
2016-04-21,1014.74510264,318.36559243,0,248.33304123,155.13751606,0,55.91845030,64.79140323,50.88790152,0,0.85923887,0
2016-04-22,195.08002767,273.65618864,0,132.49242105,237.61799099,0,104.38095976,55.11514000,41.70162993,0,0.72092859,0
2016-04-23,0,898.63265410,0,146.96341172,235.25385136,0,72.54338529,53.81372353,83.75101724,0,0.53573652,0
2016-04-24,0,440.60303426,0,185.04573699,220.76939535,0,48.68865493,50.04701429,76.66701920,0,0.56759442,0
2016-04-25,8735.36270870,365.01209292,0,322.15277879,210.26902357,0,61.55374494,6.61173469,64.42758639,0,0.63483243,0
2016-04-26,338.94494591,317.99788031,0,165.23519521,180.06356929,0,81.32068736,0,54.63455378,0,0.66332402,0
2016-04-27,833.12073229,343.86258229,0,227.57584031,217.33439345,0,48.35597563,93.75365625,56.30383212,0,0.65933230,0
2016-04-28,1889.64249430,268.83816156,0,308.97853295,188.08227395,0,81.88466119,157.53853333,56.20208548,0,0.68709370,0
2016-04-29,819.18746211,326.14904368,0,54.02680843,255.56377725,0,67.42430625,112.71410000,50.69414268,0,1.19291411,0
2016-04-30,2995.94819554,528.26453604,0,152.76160484,220.30176753,0,148.69953750,118.01666000,48.34093481,0,0.88360704,0
2016-05-01,170.22788791,352.61364507,0,268.47185497,231.74432381,0,140.06956818,0,41.55991725,0,1.19672015,0
2016-05-02,73.88581653,240.00266452,0,201.11760288,189.51027721,0,102.77422778,5.20516190,57.19726319,0,0.89268309,0.00000000
2016-05-03,1204.79378537,165.05481887,0,110.44124676,219.62086321,0,132.31164615,15.12330370,80.91731728,0,0.77780729,0
2016-05-04,633.03098486,366.10493340,0,232.50295829,224.69630844,0,139.63840725,39.94870476,96.40210883,0,0.57670334,0
2016-05-05,393.62572582,365.46328288,0,823.83034231,249.53115127,0,195.01847826,116.80905172,63.15161216,0,0.58015332,0
2016-05-06,659.39882281,326.01517544,0,476.87422892,218.82430915,0,97.50320928,628.32917000,65.83575839,0,0.53593286,0
2016-05-07,1531.76859367,557.27561051,0,571.78520482,235.54308119,0,74.75630149,402.89630000,58.54456551,0,0.60215482,0
2016-05-08,382.08106025,483.92987109,0,341.94558462,224.41124271,0,81.18009890,360.00000000,48.19167037,0,0.56539316,0
2016-05-09,377.68637708,440.34216349,0,372.86628718,219.39607438,0,74.56187255,249.07500000,60.11571985,0,0.54132355,0
2016-05-10,400.48193219,398.05239859,0,534.07334607,212.85969178,0,93.31425542,162.14638667,47.14646620,0,0.67792799,0
2016-05-11,291.13099100,400.54141278,0,663.36921356,247.39347916,0,64.90084091,78.31718438,39.15974542,0,0.70966955,0
2016-05-12,619.90131149,421.70222459,0,279.32021667,183.56781757,0,66.14590789,53.09540513,39.03760724,0,0.50526290,0
2016-05-13,823.60128242,361.35853934,0,600.17767059,190.29412714,0,62.82124118,116.82478500,41.34230283,0,0.47811018,0
2016-05-14,2701.88826570,558.14205012,0,437.73812000,304.85640978,0,91.73744815,135.26224375,125.71289934,0,0.62526934,0
2016-05-15,674.91602645,373.35371830,0,488.67482097,235.43564321,0,64.56703667,121.46249231,138.97184232,0,0.70910707,0
2016-05-16,285.23493550,322.98943355,0,285.32877951,183.33687491,0,86.56617778,279.89881429,124.07160669,0,0.81180893,0
2016-05-17,788.02506926,291.01754947,0,445.08015714,179.86034323,0,42.19123974,113.53848235,117.43539297,0,0.64783874,0
2016-05-18,356.94995778,446.47924946,0,215.49480803,184.81142021,0,75.28900417,135.10510000,110.75927891,0,0.49415552,0
2016-05-19,453.24981278,394.77263000,0,146.43954966,120.70745874,0,68.78425985,147.07082857,82.20009347,0,0.53447149,0
2016-05-20,220.93694936,480.04785295,0,387.59483706,179.45740089,0,165.73606207,119.36500000,170.11900801,0,0.50787601,0
2016-05-21,12901.96810000,679.14515435,0,1102.70608413,212.88841198,0,89.51241765,365.13668000,254.41384206,0,0.53945859,0
2016-05-22,710.46673395,443.92694079,0,327.15451390,281.84865557,0,107.58772105,732.54165000,144.01014786,0,0.56319965,0
2016-05-23,375.65840511,371.50505253,0,536.75923980,300.62533606,0,76.56825357,102.18960000,139.92816141,0,0.71780813,0
2016-05-24,402.90333786,288.31962200,0,240.70570939,243.30906613,0,53.06444167,8.81875000,138.43861525,0,0.91135700,0
2016-05-25,371.05317421,403.69275338,0,517.34134186,198.23991012,0,141.96142535,13.20771852,139.91402157,0,1.10681187,0
2016-05-26,456.14664120,484.35930446,0,401.08095597,162.16081032,0,80.92005593,36.62521579,120.10967730,0,1.00713449,0
2016-05-27,1365.31540831,463.89987812,0,1556.90406607,259.52790051,0,71.96065258,23.28273810,132.58732188,0,0.66641621,0
2016-05-28,4216.23592294,754.60211755,0,1663.71393175,324.26916126,0,112.38387361,124.10000000,170.68660333,0,1.38829034,0
2016-05-29,532.36967923,552.85523744,0,2470.74279630,264.57998448,0,69.96162368,96.04272500,118.55979808,0,1.38211191,0
2016-05-30,496.03120205,407.68101514,0,607.93342080,158.89031091,0,59.66122297,61.70001667,165.92994378,0,1.28991751,0
2016-05-31,371.81880984,430.22286007,0,1109.66768171,184.37656093,0,122.72323182,85.24734545,141.07985446,0,1.31065235,0
2016-06-01,654.94538106,375.94605273,0,160.70186923,192.34525104,0,100.47257211,25.63247955,185.25638161,0,1.06984427,0
2016-06-02,409.49290089,371.29260782,0,349.19745000,192.24304700,0,95.84147328,35.95452128,77.87118484,0,0.69771916,0
2016-06-03,775.33173683,460.06191094,0,178.23034176,230.26114202,0,68.08657978,54.70444746,96.36528223,0,0.57987569,0
2016-06-04,3893.51036970,684.15154041,0,257.96987500,277.04675022,0,73.78704966,118.97028000,122.47947867,0,0.81460812,0
2016-06-05,1971.04421379,483.56049841,0,147.92198286,138.45297284,0,84.86765424,76.15125500,120.92895648,0,1.05971901,0
2016-06-06,1473.89932563,615.00014010,0,216.95023830,149.34143118,0,97.12683740,47.59926000,127.74702848,0,1.11636441,0
2016-06-07,1033.78694780,569.56865056,0,187.21076531,188.55018081,0,101.59581513,41.82306000,142.56617698,0,0.82910041,0
2016-06-08,1873.19108057,673.33261203,0,82.96818182,153.89231202,0,152.13826598,88.81711053,179.53997323,0,0.53295755,0
2016-06-09,3842.85625224,862.23383512,0,272.80359167,208.75162069,0,224.59410977,131.76041667,118.97652765,0,0.41832796,0
2016-06-10,6182.75597619,628.13386460,0,1038.33333043,282.31058801,0,256.63740349,83.03288947,175.68843473,0,0.85661970,0
2016-06-11,2394.27170580,761.94900265,0,482.65080833,364.83036647,0,199.47254581,10.38055000,459.75188142,0,0.46785404,0
2016-06-12,4115.08637661,731.48395382,3902.72000000,554.02808333,327.25649279,0,306.71917255,22.20714286,141.76925318,0,0.89044053,0
2016-06-13,2646.56095080,561.99298136,6144.00000000,287.71335000,193.05129142,0,349.67907155,52.82666000,64.05221697,0,0.52820451,0
2016-06-14,2582.93588762,718.02916457,6144.00000000,778.42729348,247.18575991,0,280.51220634,28.24553571,105.61818181,0,0.59543453,0
2016-06-15,582.14419746,753.81933582,6144.00000000,157.67668754,205.69627962,0,285.12806957,35.48881579,114.43175545,0,0.58224614,0
2016-06-16,415.17507629,892.81149593,6144.00000000,422.05836337,181.45411958,0,259.09458487,46.88595000,97.04285428,0,0.59003471,0
2016-06-17,786.01377275,902.14955306,6144.00000000,274.84464493,212.47089719,0,157.33264962,33.07058824,92.00286261,0,0.64143284,0
2016-06-18,2704.08568900,741.99219963,6144.00000000,195.18610900,401.88457018,0,236.85917658,59.96111111,85.21194147,0,0.68278663,0
2016-06-19,376.64811721,994.59454113,6144.00000000,317.17901296,397.19197023,0,674.16824151,0.47347000,339.59779116,0,0.54201272,0
2016-06-20,408.74234118,611.08723473,6144.00000000,287.97769354,109.92798574,250.60010000,577.93980149,29.28250000,75.69182296,0,0.42985314,0
2016-06-21,282.75480701,610.11001486,6144.00000000,166.33312190,253.27709818,161.69328557,393.57367961,52.29537222,107.04714532,0,0.57617171,0
2016-06-22,252.06391761,506.30383452,5743.71560000,322.66493568,308.45311372,194.06199729,365.37906211,52.36510000,75.44354336,0,0.71503549,0
2016-06-23,208.21336399,769.06724314,0,710.45221296,326.39325356,180.75123484,221.79518333,23.17764423,136.79882663,0,0.60754942,0
2016-06-24,648.62308634,615.88256331,33.82440556,1038.18213514,207.87810376,102.00010017,336.18716905,19.30053913,129.79811826,0,0.72980291,0
2016-06-25,2708.47071343,778.77647432,175.80756000,1448.16240465,467.68106865,130.27240261,277.04254474,200.34930000,144.23397146,0,0.51003752,0
2016-06-26,410.08753497,655.89705427,361.53304000,1023.18203125,348.11872338,94.28302177,437.81880843,90.63333571,320.27744238,0,0.47418940,0
2016-06-27,336.70773708,473.47889363,403.01200000,541.36115303,239.65124420,141.74300172,277.00513370,46.12790000,170.67256004,0.03890000,0.46067936,0
2016-06-28,357.05370803,647.80619975,156.23428889,476.91944531,333.36614144,172.20998706,429.57030238,40.66825172,201.82571025,0,1.23352356,0
2016-06-29,187.90268925,613.38170604,99.13568889,132.18425833,315.23783478,211.87117989,364.02061215,16.72040000,195.33723447,0,0.76457039,0
2016-06-30,1530.37185278,569.61384094,183.17244545,146.70260506,390.02678172,97.11077448,386.09004792,26.64075938,186.48150485,0,1.19462438,0
2016-07-01,0,497.77883115,261.64099000,113.92261294,317.91622497,92.36990858,385.61857576,40.96315789,51.02195752,0.96030000,1.27757110,0
2016-07-02,0,887.22178868,206.84499412,296.04065238,594.32192527,315.92922913,846.52302000,35.41500000,43.62313050,0.40951818,1.22497590,0
2016-07-03,0,751.10926909,308.06746316,309.93684412,659.79346772,237.26624448,755.89804118,51.15415000,44.65371586,0,1.22146403,0
2016-07-04,0,723.78136929,307.13309000,330.83073038,581.70337506,97.56113838,466.77264872,2.96460000,68.99093592,0,1.19292728,0
2016-07-05,0,589.65534973,762.44722500,99.33099664,320.16507599,217.62445054,504.86512771,8.02265625,36.33531490,0,1.27869150,0
2016-07-06,0,620.74457141,1536.00000000,3.08778000,288.85312241,180.14563000,379.25318376,31.64554667,97.22775495,0,1.35389743,0
2016-07-07,0,601.74662008,1536.00000000,0,250.97903026,0,308.77194895,41.81176471,94.06430987,0,1.39372690,0
2016-07-08,0,654.81164363,187.46982000,0,248.06209673,95.67001716,407.11208981,100.21980000,126.76069850,0,1.38989154,0
2016-07-09,0,740.01735428,1118.76640000,0,349.05138426,248.88507171,528.42947073,491.76250000,77.96570821,0,1.37655126,0
2016-07-10,0,773.03831609,699.95956000,0,275.84974383,584.96716577,333.38720179,36.35847097,53.97813066,0,1.24414191,0
2016-07-11,0,516.28907997,139.96026071,0,254.51781500,368.58610463,430.82513762,211.35365000,98.24726893,0,1.27141556,0
2016-07-12,0,454.25321976,340.35703448,0,297.20806161,234.99338079,344.23940678,133.04775385,92.69514895,0.00353333,1.23824376,0
2016-07-13,0,447.95136811,429.28736818,0,183.21258693,217.54620685,442.93092121,116.88229167,75.91728053,0,1.49691493,0
2016-07-14,0,420.83831384,387.65490000,0,168.53729102,194.37105028,434.92281383,55.23147778,64.22226516,0,2.11512731,0
2016-07-15,0,580.94500279,166.08627895,0,282.08173512,193.03144861,494.37330978,169.15972222,56.40529921,0,1.52696149,0
2016-07-16,0,737.01881034,368.09918182,0,398.86889218,192.27513017,450.65283723,73.99048571,78.83061303,0,1.28065619,0
2016-07-17,0,861.33371909,185.49787500,0,423.73521852,281.04376855,552.72934487,0,61.26885506,0,1.25466602,0
2016-07-18,0,427.64781066,499.19308000,0,202.22066099,145.76706998,561.87230588,433.46665000,61.64583567,0,1.26928741,0
2016-07-19,0,181.52545307,229.11822857,0,224.51149971,74.65587390,82.26784371,260.84166667,198.91645433,0,0.62713723,0
2016-07-20,0,690.85985496,156.53058333,0,164.94655664,223.98101768,397.16960094,275.48333333,106.95297108,0,0.79332994,0
2016-07-21,0,447.26096386,171.99091053,85.14944000,128.05387412,290.21745735,557.88638875,338.63250000,62.03455809,0,1.31522325,0
2016-07-22,0,153.98871155,86.42204348,135.54802222,195.80405888,271.62406569,584.46666622,121.02832000,82.63752472,0,0.91699320,0
2016-07-23,0,452.79880012,54.57314500,118.20456667,250.26119339,159.26715855,558.87046220,49.41138667,54.22853217,0,0.94659557,0
2016-07-24,0,771.02770140,6.12818182,83.91467789,303.13871831,143.29061225,447.68685222,720.00000000,70.24266029,0,1.21743474,0
2016-07-25,0,250.50652569,63.70524444,15.79663589,192.61848435,207.24269068,667.27384462,720.00000000,85.84272766,0,1.17527448,0
2016-07-26,0,184.90660502,87.19990196,40.89960494,247.97887260,94.36662987,452.27084839,271.63333333,71.09714638,0,1.17340115,0
2016-07-27,0,197.16205580,31.64391333,56.38925599,256.48157368,158.58533628,671.59560597,219.30625000,126.99683319,0,1.07978918,0
2016-07-28,0,373.74763419,57.37313469,125.01123529,234.29466402,102.75967055,487.13604390,650.63335000,54.20009589,0.00000000,1.06019480,0
2016-07-29,0,293.98292510,0,428.27866667,174.69523756,226.75930092,590.06044400,71.79208000,66.81376303,0.10580000,0.93207242,0
2016-07-30,0,606.69565859,457.63330000,72.36966000,390.53116623,1895.88751538,686.66666949,720.00000000,60.43425989,0,1.14844196,0
2016-07-31,0,577.67277629,225.46597500,20.29122324,608.94656622,173.13194043,597.36202537,503.47915000,127.00247119,4.79903333,1.29637884,0
