Day,[NICS KRAKEN] CPU Hours: Per Job,[TACC RANGER] CPU Hours: Per Job,[NCAR FROST] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[NICS ATHENA] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[LONI QUEENBEE] CPU Hours: Per Job,[SDSC DASH] CPU Hours: Per Job,[NCSA LINCOLN] CPU Hours: Per Job,[PSC POPLE] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[NCSA ABE] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[IU BIGRED*] CPU Hours: Per Job,[TACC SPUR] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[NCSA EMBER*] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job,[ORNL NSTG] CPU Hours: Per Job
2011-03-07,599.26149611,761.61020090,783.61477616,233.88581139,1058.35068883,308.91655140,291.78222264,65.34746085,155.56088000,200.82365000,202.52633500,402.85159456,67.30440247,44.98840435,59.43253130,22.57244000,0.58876410,1.62919771,9.83174182,0
2011-03-08,1306.80866398,926.16954670,429.03953761,264.23085111,2257.44557421,419.67413483,466.67782000,133.74879476,383.76670000,240.46866667,74.71848972,361.43387045,78.27301773,206.21576364,68.60690490,13.52756000,0.91290543,1.03983971,0.97119026,0
2011-03-09,2040.70107454,1302.90488429,350.19042937,224.54987922,341.51024359,394.40550667,27.52391987,157.93941433,390.30665000,229.96146892,127.51109497,291.39073451,67.56187458,145.69297162,61.08891724,10.52890000,5.48228764,0.95361765,1.24638918,0
2011-03-10,1486.18442917,1563.35598443,1277.19999750,226.70363113,1819.30905895,212.76479474,141.22958320,241.61532839,651.79560000,181.29913000,110.33302045,327.77308819,38.58239164,47.66346842,63.16339709,34.96890000,0.92927244,1.97072832,0.96888343,0
2011-03-11,1954.24147115,1279.61338873,1129.93118652,369.42465749,320.99434680,173.97856471,508.10408642,129.42685392,0,233.08372208,96.39754975,603.73527288,71.90897743,19.69994750,60.22849512,25.27703333,0.82566913,4.99104706,3.52507732,0
2011-03-12,2267.69053540,1081.83737711,1545.72228990,645.58433592,631.14987982,0,270.58696897,114.78550922,0,407.11030303,176.32167455,455.19367262,86.61712232,73.20665000,9.98481892,0,2.70637263,11.23612628,7.14620705,0
2011-03-13,1098.37883338,1994.32753763,1228.52993818,418.41069094,1550.54008197,473.30539643,77.68192741,287.93372476,17.39445000,228.28389250,126.37533077,746.05367308,193.27426311,834.84440000,74.19743103,0,2.66852412,8.05858788,3.70807095,0
2011-03-14,1197.68507830,678.48737067,1075.41757248,259.92848688,938.47762298,348.81114912,103.57851489,350.76240751,58.92000000,200.10405000,168.85243269,373.76416316,47.66487557,1143.64445000,71.74405495,4.12590000,5.25367395,5.26673426,3.04127519,0
2011-03-15,1422.12578211,404.39074123,414.67254646,348.37009774,1410.67665154,503.34530000,86.32102394,266.13921504,80.52000000,328.90048571,104.52957285,363.75896875,94.42673100,0,62.35401165,0,2.16815299,3.79873993,0.91706206,0
2011-03-16,1679.46732793,1344.15383503,213.66544637,440.60450188,1712.36479167,304.53210000,128.78216786,622.27908263,33.11167500,151.09185839,46.10995314,459.10522477,47.96414826,198.86851667,74.82564026,82.70665000,1.86090469,3.85233974,16.69302260,0
2011-03-17,1131.49078749,1183.69189517,2643.32237674,586.87145960,732.83592993,292.50407835,208.24474846,372.26709048,46.55260000,102.00017765,47.52303412,967.00139157,44.85573292,290.38376154,56.63010989,66.26000000,4.61887045,3.56988849,11.10880520,0
2011-03-18,1187.95594908,1401.04482471,685.22182045,386.28347401,768.49182326,525.66598913,193.35445134,591.54387113,74.96221667,191.91107810,92.34115641,749.01577143,38.74932180,150.34823000,71.75261216,46.64712000,2.97820336,3.15685230,8.46306413,0
2011-03-19,947.63926904,1517.76407080,890.41184912,640.03481957,1725.15897532,677.22548824,369.09286579,734.49379220,63.37535455,172.64240570,89.80079453,821.46596614,28.89841924,158.59019412,65.50185625,91.60800000,2.88688852,5.61718246,20.75367799,0
2011-03-20,453.40467449,1224.02055472,1950.10851132,509.62661008,1531.10092386,657.06514000,393.77922078,374.05470253,171.92478462,285.49457800,51.00831626,715.09442346,53.85820894,95.11047500,47.80638657,10.74815000,3.29765586,8.40430078,19.17818511,0
2011-03-21,494.44272434,1053.15715008,1246.89752817,451.72136869,1279.64246222,373.56075077,156.18933345,486.13817035,218.98095000,240.04029231,65.26884943,438.50931123,40.90737773,20.04115161,49.71289000,7.26073333,2.81219566,4.93820661,1.33512056,0
2011-03-22,627.30298885,1279.30021309,634.36076724,287.33079116,2658.51214375,209.99741250,133.95617459,387.50931151,1567.42963333,319.63228864,125.62468211,683.18610955,24.74259294,17.76055000,46.82993889,0,3.88108754,5.04082641,2.06324150,0
2011-03-23,1840.34396808,1314.04959506,607.22615857,487.81876134,1435.38128084,240.59438491,256.53961111,156.39977643,663.59200000,352.27849595,66.33803394,716.06407979,9.53134129,0,38.04092800,3.90445000,4.29030860,6.87718997,1.17054772,0
2011-03-24,911.96757842,1135.38958638,805.36313529,404.65210349,723.49136333,304.58359706,339.85561282,239.67166936,246.78324615,283.01523372,98.99644141,791.57849203,16.50990442,29.19332000,20.95254583,4.33481111,6.42274897,5.52555013,1.31756309,0
2011-03-25,955.92955712,1425.22337223,345.69333333,578.64761970,1001.69176034,632.71248511,319.54019375,247.98528625,63.97025385,393.25487333,72.65180824,777.45972486,111.11333812,70.93422766,26.76293684,9.08722500,1.35499301,6.96433360,2.34784162,0
2011-03-26,894.29525590,1505.71165864,594.84426327,496.41249380,1192.49634329,519.94777750,85.87002683,200.57756553,317.23316154,497.70190357,129.47726604,1065.56184023,40.57733320,77.25246667,48.66411000,6.05335000,3.13483016,7.00036520,9.44435177,0
2011-03-27,642.68346247,1363.34001414,695.33050455,671.69341739,71.70402891,222.54413333,317.24250769,284.52614850,163.92751538,336.97333140,137.69363379,1129.28902462,57.14248183,102.00404706,23.77393846,6.36971875,14.80747647,6.22004955,21.08580245,0
2011-03-28,631.55047091,1473.93742621,641.24153636,221.74859248,178.02920014,540.61274000,111.07755526,213.65488087,69.22971481,238.42606700,100.82407225,354.74683191,50.58772757,15.82449333,47.13045000,38.04222500,2.77609590,6.85079648,5.83534869,0
2011-03-29,750.06030599,1816.06123723,649.91057800,238.48415495,763.51147269,275.43047143,161.35970816,329.71776777,211.24860833,50.49187742,78.47114517,273.65240049,31.65386844,50.84545227,34.38470000,17.40581538,4.75826837,4.44519908,22.78980445,0
2011-03-30,862.96983830,1552.37352605,776.65887835,265.73765833,1361.33639123,393.89833929,78.16258882,276.38493289,102.95368800,89.35620267,166.44931942,292.40540000,99.69622536,71.59873095,23.31832857,45.49112500,5.01336525,6.55954523,1.83612070,0
2011-03-31,650.67739564,1291.79767308,710.57097941,294.82072101,275.60699554,429.21275263,306.52828588,249.34753038,132.45105000,383.17555476,70.97056711,563.63122103,51.29491561,155.40630000,20.81461579,6.70890000,3.14590260,4.23443248,22.07878908,0
2011-04-01,612.22672121,1493.86386979,1048.75355918,128.56471991,125.63998258,495.40283103,636.02592564,59.11223696,311.83888333,339.01250698,139.35922703,618.60773188,66.47011029,25.89616552,45.88757000,25.55222500,3.05382380,4.73282273,8.59656151,0
2011-04-02,656.54742208,1606.30981286,1029.22666526,0,2041.05824922,729.16495143,699.48027347,102.54338939,1834.13492143,357.55997558,102.73743314,1035.80054000,56.89079921,142.01890000,6.16040141,6.21861250,1.79244452,7.31385941,22.32614012,0
2011-04-03,1270.28285282,1129.22685788,832.56953133,325.09521342,2655.80138493,657.75698710,342.84679608,140.38687086,488.21460714,391.81349518,97.16379037,1256.72375111,64.92115966,15.38143529,13.63020303,6.96777500,1.09041183,5.86256145,22.32591337,0
2011-04-04,1089.63046124,996.70838071,737.77216316,256.84106267,733.07180220,410.88695806,478.52965385,201.95931744,438.88641111,346.85376452,110.45387382,1061.31215106,30.74805926,46.05252000,32.46466000,13.64159286,2.64358555,4.80017634,4.57297914,0
2011-04-05,938.78069151,1048.26818983,931.98658636,199.71212233,879.20202715,450.96463333,762.63795400,359.33880050,266.66555000,100.97078532,126.74942658,1116.46047377,87.78078456,53.75228333,7.59021410,6.66765556,2.87708886,3.57120342,2.07154205,0
2011-04-06,2354.27139823,1041.72850603,653.23213750,399.80856810,1142.35854529,380.54596333,414.35511951,458.81014020,365.70444444,205.73964258,74.62345267,718.02666748,33.04762750,83.40209216,32.70759796,21.43466000,5.92780439,5.08786856,1.07420907,0.00722500
2011-04-07,10881.07973105,1236.59936625,732.33369189,282.05152244,1344.94402524,289.49468235,639.79422429,240.49653990,308.94445000,234.52194474,61.24512138,614.48320600,29.67326041,128.03614889,12.35534592,9.83556667,8.51671947,4.51809341,1.10945177,0.00429556
2011-04-08,3688.87655235,1157.71545582,111.65497778,302.96818761,1393.93166873,446.10211538,370.59986700,249.53909486,251.19113333,191.00230364,99.46742921,781.72371418,100.63551193,75.46452759,40.29828370,36.32000000,4.88954207,3.81091962,1.10409628,0.00417692
2011-04-09,2505.70287340,900.49221505,148.31656842,128.75428095,591.37848264,382.47012222,650.14051538,403.87854947,325.30223333,23.65632500,186.97906341,888.01633830,74.66877872,262.29671429,44.82204667,0,10.70419529,6.13459843,22.07087328,0.00421633
2011-04-10,1135.05757236,1151.57267987,681.60173804,0,586.68165357,592.77060968,369.77555625,213.76483818,152.60534000,41.08559113,121.02026894,658.81024036,54.18998502,89.83312000,57.05579067,0,11.08091371,6.55997449,20.87857500,0.00395192
2011-04-11,1443.93834060,934.67658254,626.25412768,212.08769015,1052.24574201,445.68464118,327.76686883,186.74245956,117.18511000,210.23121429,133.27352090,424.96936667,37.04069078,6.31222000,44.78724173,0,8.41531890,7.80341208,1.12233423,0.00391200
2011-04-12,1347.55678660,852.40821418,461.95800479,173.27253425,899.73913834,411.55975610,259.94313824,222.78449630,182.57510000,129.74085000,125.47649433,433.91729091,56.34301310,219.49879231,50.22145545,10.24000000,2.85563715,5.55030378,1.42961480,0.00346522
2011-04-13,1284.96798118,819.40095582,168.32440724,186.33631863,421.07259310,289.36644500,380.78784840,163.34197220,125.76473333,70.78484400,105.24733333,444.01594387,36.77871846,86.09140435,47.87287664,3.60440000,2.95183146,6.53111449,53.63260833,0.00395957
2011-04-14,1685.54442255,1119.14665566,839.90200488,400.70804059,509.36164840,286.45384022,464.95525247,43.01623157,219.14400000,21.25541053,183.11334352,372.94169476,25.81167680,125.17830588,59.15203689,0.51174286,7.36822565,5.18862550,23.91127632,0.00425455
2011-04-15,2246.43940851,1135.41104076,258.03173316,220.77306539,892.60862146,280.33547051,269.48857570,203.01198611,173.30978000,4.92983819,132.26642869,451.07703971,49.44187273,127.59084118,34.01385226,57.08440000,10.54623620,3.48867077,8.61366734,0.00432000
2011-04-16,351.39767023,827.44275354,437.84968025,244.16371413,2524.81509286,363.77401795,373.26380385,88.09752739,250.42075000,6.27222908,180.08556392,630.08414213,0,38.94356000,59.15285714,0,15.30205495,4.06441605,17.59643909,0.00382500
2011-04-17,861.81597039,1294.42620512,230.99410775,958.22208990,1781.41452775,457.74222000,542.42688125,183.65399757,111.57156000,19.48304252,161.07918264,805.05976400,0,98.92722500,57.13634696,0,15.75484615,4.37264773,19.21713900,0.00394510
2011-04-18,1330.57637080,1071.25795741,546.81893826,722.69335452,875.00592078,398.08143864,375.98615056,242.74018834,77.54977000,77.43213654,118.57349888,528.00924369,0,109.84574412,62.83986292,4.25531111,12.34878528,10.99600430,20.35361100,0.00507419
2011-04-19,860.47527174,1247.93305998,779.21953736,352.96021905,531.17204549,328.61673790,180.85934392,247.88699872,97.25816667,18.79230630,115.03333220,441.97223512,0,181.55360833,35.65762975,5.90359231,10.54260514,3.44045983,21.49512573,0.00533571
2011-04-20,6481.03973744,1263.48104533,1079.97656667,998.63305865,225.31417947,321.43879120,159.01600556,223.95288750,54.15330000,98.80509928,111.28848226,361.05781471,0,80.24620769,59.35634222,2.02875882,11.07148420,3.26609766,14.80577059,0.00367636
2011-04-21,15882.02172588,1485.31471667,1219.40085965,687.14921602,339.21096367,281.37168099,166.66545616,213.78171722,41.45706667,356.83409688,56.85777371,251.21835601,0,38.48509608,24.23546393,9.22000000,4.74530920,4.65972324,9.19390764,0.00401429
2011-04-22,8981.65446633,834.82363124,735.06693088,377.00851536,225.70172789,330.32067000,428.85172447,172.45192215,182.01926667,287.01637468,177.77314810,485.17463651,0,141.07931538,23.61373636,25.86516667,4.66891900,5.87210574,13.11100952,0.00384615
2011-04-23,4961.39255874,1451.51359020,1121.76242121,634.90000000,447.94744865,43.00440000,730.00860183,232.22819026,152.26222500,366.00463000,282.46299851,392.25600349,0,105.48135000,30.12837714,0,4.90628298,8.17903095,23.79566287,0.00404118
2011-04-24,2150.53966351,1873.02201330,889.83876203,1406.30255304,564.84184178,374.35416000,603.69745138,280.03099014,146.50220000,392.72970877,370.12217500,305.16675305,0,138.30045517,23.43605714,1.28890000,3.42288932,6.81333709,19.05358792,0.00402708
2011-04-25,1785.28070359,878.81234280,527.79648762,618.11478745,858.34184024,311.81359364,499.05687516,245.13192470,42.47766316,321.56467532,94.46561132,153.25835890,0,61.52811923,44.44666207,64.08000000,1.55857178,5.98293817,24.00000000,0.00346042
2011-04-26,1611.95113568,834.87540277,898.68794098,512.53324421,330.08862585,208.91233812,340.82592619,173.23249328,19.35476613,106.85122820,51.86751199,304.92748494,0,171.47808000,30.94392927,5.72555000,1.79138038,7.23570815,18.95628640,0.00418444
2011-04-27,6280.02756117,877.30088054,772.38799474,685.96640757,95.27963615,152.02730842,351.40619107,252.77834007,48.12171364,17.62312204,66.42940512,204.74943127,0,147.58107241,21.10847292,16.87556667,3.27686238,6.50102124,18.02297250,0.00419091
2011-04-28,45865.17790847,968.29492760,1469.52028387,220.51578207,124.55426166,308.91285841,360.20893032,93.05646887,70.34220000,129.30900361,116.98895515,160.50325763,0,119.80192500,44.09316765,13.36150000,2.87909292,2.71536977,17.80632377,0.00413043
2011-04-29,2926.18472507,1120.18804683,906.91373673,1078.25592611,624.46194641,263.98330513,712.49356218,75.37627664,0,140.05642471,134.02804966,133.83569297,0,154.65390000,45.88857143,28.58370000,3.84536337,5.70456197,2.19772301,0.00410612
2011-04-30,155.27958750,942.26777926,2122.69460357,647.55095714,2.09319531,262.54952037,970.93057471,176.51728629,18.20440000,205.13336463,239.31445926,139.28152912,0,43.18133000,40.89814167,0.79110000,9.43582629,8.10682944,7.04196686,0.07596313
2011-05-01,3068.90855330,888.04399554,2070.67863673,713.34347602,137.52303318,269.73371103,829.90050000,180.10958916,71.84890000,368.33926829,199.09091939,124.92186626,0,274.56472500,25.10483929,16.79560000,37.75088766,3.77217241,8.67284054,0.00400000
2011-05-02,1944.21311741,1200.80015838,2520.81072759,712.80038918,149.66956380,250.58323182,631.27371641,267.71149008,0,62.10655725,124.10197469,148.34185110,0,19.65278125,2.72149576,17.23890000,19.30423038,6.13076353,0.89499738,0.00342857
2011-05-03,2166.86299669,1185.76898885,2461.05292955,1017.44347515,139.52353408,255.33567727,444.19463743,222.91903419,0,40.54027901,106.83298703,130.96491966,0,63.94436296,7.89168404,11.74073333,25.92431684,7.06680769,2.50281575,0.00247692
2011-05-04,1435.02445441,908.12227167,2520.48063571,1474.33148125,162.83096055,260.03476903,610.49574714,220.25987257,34.86024444,18.59351223,214.95845584,226.23409721,0,97.45271702,9.63536283,9.36610625,7.30552871,6.86761872,2.04093334,0.00257273
2011-05-05,2824.34201558,859.82958539,3484.66073750,1119.57185139,149.87470214,199.05441308,573.11498214,181.43658844,113.38587857,129.20939124,84.15674345,224.82118582,0,22.26916122,49.20663310,8.13703333,4.71594419,5.67919908,2.07906964,0
2011-05-06,4578.25668446,1210.08884119,7061.69372727,797.92587605,87.72989937,252.54253165,478.15538804,125.00377954,38.73039355,72.78072194,128.67053386,175.15816585,0,41.12828846,39.14208134,40.25445000,2.15957702,2.60338406,19.24006239,0.00487692
2011-05-07,4030.56025204,931.28134222,7418.09383333,835.30561757,150.32260993,192.39574322,883.21000000,238.82882509,31.74220000,174.61650930,174.07224556,79.68085386,0,184.85851667,58.44449459,26.52743333,3.92239548,2.39089480,21.17697843,0.00394500
2011-05-08,2102.78055388,713.77382159,8290.52642222,714.71635201,169.69573463,240.93952241,1337.52170962,166.13845223,0,107.69413470,126.80940526,127.37693789,0,130.08177600,67.74236413,8.60000000,2.73014129,1.82095724,21.17697598,0.00408261
2011-05-09,1240.36868156,957.55452345,2586.05333750,343.53320644,106.69307741,222.13970877,735.94462755,129.64427603,17.36666667,57.03608501,168.07304940,279.95900831,0,136.24096875,19.22573535,10.66000000,1.44291259,2.76378892,21.17696765,0.00423696
2011-05-10,1642.38513641,1055.90095528,1050.74600947,400.12493586,149.71110168,110.19293133,113.97775828,125.03023846,17.41541250,51.79194340,83.37064536,168.45932054,0,57.00354688,8.77432520,24.16710000,4.96002011,1.62891231,21.17696912,0.00386863
2011-05-11,1136.00069927,1047.75706456,1024.32464685,318.38538548,119.13458085,232.92164828,179.05626304,187.10615921,40.96890000,44.69438621,38.72406107,245.67726957,0,110.09052632,11.29590828,37.71956000,2.30301874,3.55821933,21.17697304,0.00475625
2011-05-12,3277.59402233,820.84407686,6560.23112000,321.21882309,151.42176619,244.07564046,174.11943128,163.36041429,32.74710000,173.89716905,92.65705810,294.01421176,0,70.75257903,66.41217019,13.83481667,1.81492110,3.89645802,9.86021584,0.00394694
2011-05-13,9739.49927788,993.45386215,2323.42881290,447.54764927,765.73271389,234.22517377,223.81924079,208.80531148,3.07560000,163.37998750,71.54989313,186.02663330,0,253.72573333,15.58447926,15.19703333,4.06157138,4.51970625,2.22209439,0.00394400
2011-05-14,2982.31086166,1093.40002223,2365.86628261,1309.19682695,1237.95461883,185.28818889,90.94727808,147.42307774,0,228.15567813,87.38775628,137.21712483,0,416.70263750,65.09235543,41.32000000,4.41709061,2.12937942,0.64570467,0.00421702
2011-05-15,904.15427669,1004.46930749,1836.63419592,1231.09148769,165.75814086,223.62153761,131.80308343,140.64225909,0,156.12900860,75.41977401,350.06528640,0,142.88307692,36.59813946,88.12000000,5.00151894,2.07665682,0.65077694,0.00409792
2011-05-16,832.27966857,873.10678441,1715.80586400,610.19831466,159.24796686,245.21331532,398.27155466,221.59436810,55.52083750,197.74453537,66.88510120,506.52571230,0,96.60381224,69.94466900,32.58271111,4.74873927,7.71183167,6.68346206,0.00396939
