Day,[TACC RANGER] CPU Hours: Per Job,[NICS KRAKEN] CPU Hours: Per Job,[GATECH KEENELAND] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[TACC STAMPEDE] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job,[NICS NAUTILUS] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[TACC LONGHORN] CPU Hours: Per Job,[SDSC TRESTLES] CPU Hours: Per Job,[PURDUE STEELE] CPU Hours: Per Job,[GATECH KIDS] CPU Hours: Per Job,[PURDUE CONDOR] CPU Hours: Per Job
2013-03-14,0,1254.61021822,433.03384487,262.38737918,373.15028025,225.02673128,22.80450513,281.01871832,151.04857907,52.65841437,14.27224431,0,1.57613947
2013-03-15,0,1040.13528877,907.12190571,400.74959246,364.44169638,224.81047442,43.21809091,521.98021551,181.14143214,64.54178339,17.09531710,0,1.51654966
2013-03-16,0,1554.56502077,1146.76962619,439.05802753,364.85055608,298.16319178,18.07814722,168.50239252,46.88906800,109.49694358,11.87595449,0,7.41218548
2013-03-17,0,2224.82110920,175.20868235,291.40895286,266.91376677,384.70852437,14.28224699,283.24876301,96.81118889,32.84962212,9.03761349,0,0.87661450
2013-03-18,0,1568.64625850,849.32054390,345.17843729,266.63882913,161.55786409,6.70834286,325.69855814,140.78236452,38.02402093,14.41481189,0,1.11332918
2013-03-19,0,839.57632268,145.06665000,287.39021724,423.84654312,151.51096183,0,121.59692779,58.00944167,87.88424809,12.33924492,0,0.68828884
2013-03-20,0,1929.67537756,0,284.12026272,476.65359819,169.00592994,0,439.63355996,98.54525000,84.99197455,8.20643471,0,2.05967079
2013-03-21,0,1441.56033070,0,253.06160067,515.83823077,172.60420865,0,247.19883379,94.41879583,114.30804537,11.01216702,0,1.67875572
2013-03-22,0,1519.13415015,0,374.61798279,322.44099035,252.47253037,0,219.09862288,135.30436296,55.37106028,11.23085728,0,2.37401467
2013-03-23,0,2411.36856511,82.24932083,394.87367020,326.60555980,252.73464135,156.61492143,162.37737908,147.35295366,76.07810371,13.51856848,0,1.89110407
2013-03-24,0,2242.84487412,147.53652394,382.07240408,339.69329364,270.35657626,361.57066750,115.67103357,224.95142738,80.96843002,11.61107084,0,1.61399828
2013-03-25,0,1244.71988595,616.35574000,299.85197217,162.71016410,106.51571153,306.52014194,188.99906410,246.57636000,98.64025397,12.51849704,0,4.91822779
2013-03-26,0,1347.79766226,1120.78832353,232.95102253,477.22489986,198.54958278,187.03604889,164.52763191,217.08284265,144.41738433,11.55991564,0,3.45697696
2013-03-27,0,1793.23804171,595.86483378,319.04684784,442.21083725,204.78723224,389.74214643,238.78887483,117.19033253,139.93004137,12.63304482,0,3.32068256
2013-03-28,0,1179.87996406,565.15391645,320.69182510,425.62315826,280.67596494,104.90713939,207.77740478,191.07158462,224.26225993,11.20143947,0,2.45911330
2013-03-29,0,1367.95717911,1085.79043529,332.01424861,633.31657968,79.17608342,181.31064386,142.64236655,498.06012857,205.45640482,11.82073346,0,0.40066317
2013-03-30,0,1249.31197788,248.07984294,426.68663011,587.92936916,171.19080129,200.52427500,130.11298673,456.65757576,81.05357728,10.77371277,0,0.28580281
2013-03-31,0,833.25353478,390.44664194,502.98490915,153.48374725,135.95345659,165.37505556,354.14134761,465.51473667,131.22839785,10.43520350,0,2.15442919
2013-04-01,0,1061.59962002,361.34169677,339.34505440,88.54569363,146.16429526,19.50666667,166.26971724,95.32265000,108.71912327,6.00982923,0,3.00476441
2013-04-02,0,1139.22775372,458.02802031,128.32254678,258.67195672,165.33997461,96.82201250,202.94536967,83.23500132,103.24890516,5.34657590,0,0.75463181
2013-04-03,0,984.85833436,441.57677861,144.40871888,224.94666362,212.58391492,65.68906000,196.11727034,79.46055455,83.15000447,7.95150234,0,0.32584178
2013-04-04,0,947.48731887,341.86465249,236.22066846,203.18373422,225.06365145,65.15178788,119.88533962,128.84415283,154.26232615,5.75521115,0,0.26557483
2013-04-05,0,1403.02190706,387.90933931,251.13391856,101.17587100,215.74460579,57.23046000,109.58362026,76.26875595,87.59967544,7.00793472,0,17.60425313
2013-04-06,0,1500.36795299,327.60006304,247.94200671,245.76766592,508.53580064,86.58213846,125.26626251,97.75391296,188.65655601,6.14273913,0,0.20013499
2013-04-07,0,1018.92045547,439.69111029,360.44654632,222.02968894,230.80561683,1210.67110500,142.41044486,109.12794118,120.25753588,10.10003860,0,18.53206140
2013-04-08,0,749.28497741,381.04087687,209.70573071,252.54535188,104.71702704,241.55274706,159.62347782,110.33002340,110.35958766,7.38526488,0,0.33709954
2013-04-09,0,1023.22570504,815.72712642,363.84023021,303.48223549,89.94995548,185.35392667,125.54155360,66.94569577,100.08034208,9.94428355,0,0.15459542
2013-04-10,0,958.70053926,581.87905000,154.12448026,254.21310866,133.94389558,306.53527273,127.21102960,60.84304138,104.20111344,5.14310265,0,0.33104007
2013-04-11,0,978.98479087,796.41494043,188.20058576,151.30614157,126.59468615,240.39056885,126.85593365,94.76394868,48.24948276,8.19501720,0,0.17445925
2013-04-12,0,835.45044286,893.30946186,340.36869690,195.25292702,102.59073331,189.12259167,95.10429749,77.54805970,61.04898247,10.15931401,0,0.50024760
2013-04-13,0,921.16556315,215.52928592,201.04913824,210.94098492,260.03373273,225.08948000,176.71014590,68.81577317,62.06232300,12.84551419,0,0.36434851
2013-04-14,0,766.77248271,284.56510347,103.02277794,492.36768414,187.12172523,337.72338421,188.72520794,109.71581765,27.42427690,12.98140978,0,0.62831723
2013-04-15,0,720.54862787,271.73884817,141.26404137,236.96873403,148.16898445,100.68498448,89.68920865,75.74197059,195.97113367,13.85974163,0,1.26093566
2013-04-16,0,803.96408679,273.80978358,105.23010757,297.80973628,165.87209571,130.80298594,120.22228149,32.67789474,161.71243822,12.64316383,0,6.00012338
2013-04-17,0,800.87726738,124.57505290,123.20002153,183.73632936,142.50202689,17.82285167,206.11008158,17.14437813,61.62951644,11.21319402,0,0.79050309
2013-04-18,0,1082.28955095,417.38672308,88.71512264,217.16683596,144.87491656,33.19024537,157.36209112,15.57670690,95.49915426,8.55504969,0,0.18435411
2013-04-19,0,1002.43106387,216.86417982,193.12895136,248.51880478,153.64058089,156.66731528,168.10313976,75.98619286,138.38360460,10.91251278,0,0.21855457
2013-04-20,0,1187.09425159,69.44974773,210.66964484,316.38350684,135.72678908,754.01848182,128.83750102,73.09885714,98.55279342,10.42214149,0,0.36910450
2013-04-21,0,1358.62759693,200.93850408,283.97385932,300.01704857,160.99902119,434.19355897,115.44254851,67.32624286,160.93203252,6.84702780,0,4.64833139
2013-04-22,0,843.99940565,197.27964878,171.29549925,241.87066989,140.83754613,197.43820385,129.26366200,108.45992581,110.78092326,14.18564186,0,1.44829394
2013-04-23,0,658.20701466,307.86114112,145.42921945,329.43576644,121.77192810,113.07232642,237.62200467,96.20947941,101.40855193,13.48303161,0,0.44994165
2013-04-24,0,606.74748603,325.49322621,164.74257259,354.04273658,102.37755779,42.22063810,252.25790651,75.25917407,120.02195045,21.72616929,0,0.53685639
2013-04-25,0,727.21391415,239.58162536,180.86160495,372.46835314,142.01192849,111.79647302,238.31031112,73.68740556,159.01036867,13.35000181,0,0.92740513
2013-04-26,0,949.38473428,415.83981795,71.32246480,391.29412594,143.55665992,352.33697660,187.75585512,74.88157647,191.97723984,14.32891224,0,0.57596018
2013-04-27,0,1594.42250539,113.06093639,112.55675722,175.12382636,139.33223079,337.61635758,380.28223213,387.71019608,99.87505369,14.89569544,0,0.29649128
2013-04-28,0,794.57336425,336.04397650,127.84071317,171.75643451,89.67237546,82.68909091,241.94496125,439.60544512,63.12284318,18.18417726,0,10.87886690
2013-04-29,0,598.88399545,182.01848895,129.30972311,152.08287527,101.75255571,446.17389375,109.96107239,154.82840522,101.38536651,17.20066271,0,8.36093718
2013-04-30,0,567.06657747,231.21363123,113.55814362,150.51283558,110.69547377,11.06272222,212.85529150,312.38925246,182.33482553,13.02114127,0,8.61240392
2013-05-01,0,648.23485459,218.80844785,135.72019562,459.67218078,120.84433580,121.05233793,183.89268961,222.18639068,195.66971727,20.59673173,0,2.72164848
2013-05-02,0,236.49151667,257.20437127,437.01093200,131.54553499,172.30229554,245.01141786,186.06184752,134.04035039,203.58096248,18.04779723,0,6.54274674
2013-05-03,0,586.16813059,304.98774554,305.09855869,171.29668686,160.63120940,79.51578125,140.32570059,59.88199487,207.81326050,22.92815254,0,8.62594327
2013-05-04,0,663.74337413,427.09902548,322.66024189,269.75477946,170.04990627,107.12889231,151.64794337,44.08853922,232.13308544,15.51006719,0,0.55260386
2013-05-05,0,801.61983478,459.42248246,387.13699615,178.64022284,223.21729807,19.04511739,152.70859200,31.40736395,309.25250275,22.19482192,0,6.55082896
2013-05-06,0,177.31941948,370.01020729,329.53682821,142.96077699,135.22719073,67.40455763,167.61964834,24.96486912,343.26143368,21.30174144,0,0.69747259
2013-05-07,0,227.65323514,396.38931273,490.69707758,247.65285536,103.17595255,55.81165714,228.34148916,38.74190476,101.09977558,31.27121885,0,3.22267256
2013-05-08,0,489.72914723,461.56959682,346.13252899,329.87267225,129.35338448,17.42411351,319.79784214,63.08339880,122.05960466,37.79154108,0,12.15657977
2013-05-09,0,652.26329257,268.42606379,329.79447522,185.46363426,164.65455290,46.14583953,148.11456644,51.85594853,137.70178795,21.02622278,0,25.76902905
2013-05-10,0,1044.81410039,387.50901644,696.31227217,662.41890467,123.29021552,21.53356739,109.52087957,28.67524923,155.47099289,14.46348969,0,6.57348919
2013-05-11,0,707.34783728,417.11570983,421.06495828,240.68568027,143.56388628,28.22962917,134.19199493,25.25126337,198.92716142,12.41905868,0,8.78717523
2013-05-12,0,448.23615344,440.61960989,257.86520108,233.13506058,257.01903778,44.15870698,78.28121872,31.83182131,295.04735371,9.48899971,0,10.07816125
2013-05-13,0,1145.75101475,347.95701286,404.17032919,161.15849508,203.47421849,103.58791563,76.08869496,36.86030769,147.86750010,14.07431890,0,95.05425100
2013-05-14,0,526.63154730,381.84656742,327.41450398,121.99118249,150.88440121,67.53639038,93.74998656,50.35699231,174.41621266,24.06493964,0,169.92123520
2013-05-15,0,243.24865847,292.98714198,167.94895758,282.22532700,144.70819078,170.64677460,108.40184637,36.43982222,105.12993604,17.43798742,0,306.40144086
2013-05-16,0,371.55295106,456.91846548,398.74494755,253.66321345,114.64494405,279.15216610,130.25334812,37.21107692,69.20247941,21.15218623,0,6.82389027
2013-05-17,0,752.60291533,484.72878547,669.46968051,293.82740566,189.23846485,382.26391034,209.87763265,43.05375769,173.67865250,14.92293966,0,360.23662593
2013-05-18,0,559.31074559,403.21502615,505.51354795,331.65892201,195.05542763,108.47931111,209.01165158,91.02150000,456.28870184,17.79546288,0,3.66491695
2013-05-19,0,387.60188170,288.66967189,1206.43111364,121.76084052,134.71816842,275.86407667,142.27066795,112.89335000,513.98984617,15.58236519,0,9.75351359
2013-05-20,0,443.09810427,424.99389701,347.87664177,182.45121257,144.29716585,196.13166667,88.66752508,150.36670000,197.42356559,14.71726511,0,9.80663348
2013-05-21,0,315.85499183,617.83752742,513.69990613,371.66972694,167.42179290,90.82881939,112.49260808,73.45926667,274.92178150,18.31600315,0,12.76480348
2013-05-22,0,436.01334216,855.30143168,292.99914200,279.22410500,279.51972635,122.52783611,95.30886825,69.79483333,209.49836004,10.41744005,0,11.03073333
2013-05-23,0,540.40402495,373.13423319,1019.31508955,181.79467159,187.53191147,106.63823793,52.29835299,63.29947500,242.42381914,1.81059003,0,7.38540000
2013-05-24,0,590.25942279,324.73952374,339.14289463,208.22445193,183.43817091,126.92833750,87.01423892,37.32138750,261.17432871,10.80420844,0,9.93100290
2013-05-25,0,873.85241252,498.38136731,571.69607881,530.20265180,211.93476714,282.62396667,116.52776342,73.85000000,374.61749308,47.66793852,0,12.19016667
2013-05-26,0,566.34326666,351.40575035,485.66574097,382.52377209,151.54315954,51.91190000,122.81076657,0,280.30351315,16.27944021,0,3.12043009
2013-05-27,0,452.29894395,428.25489000,472.84758151,227.19033093,218.50559618,101.73266500,156.76224322,62.90000000,235.88585868,33.28831184,0,6.86138095
2013-05-28,0,665.01588049,9.48890000,486.40469161,190.03140996,202.80784225,112.94308000,102.26256041,18.05655000,159.19874392,20.04014455,0,9.28223625
2013-05-29,0,437.84948838,583.29827955,436.59404654,169.44068912,171.60078953,29.24070702,76.75241252,42.07156000,125.86351938,12.56038656,0,0.32168958
2013-05-30,0,435.25619663,382.91890000,250.56196151,203.39071609,247.71748911,8.64928444,75.02616805,37.98310000,118.95255185,14.96895625,0,0.44533473
2013-05-31,0,621.12272105,417.93237266,251.02277038,119.81390556,232.46157082,17.00717273,102.29324947,32.06160000,160.33351775,12.62858567,0,9.11227286
2013-06-01,0,695.72319043,252.33799802,425.37697849,0,307.70729685,15.32611250,202.76945873,47.14444286,95.86659882,18.18061787,0,7.84661724
2013-06-02,0,534.76319638,329.67465000,686.15696667,195.81116622,230.16873217,7.69322500,205.06426490,36.52771579,76.47841913,21.36083566,0,8.98037711
2013-06-03,0,505.29058853,84.16480843,266.84996591,434.28026817,182.04884166,179.83811500,129.08153931,53.89873913,44.29129836,18.06757003,0,10.74757356
2013-06-04,0,444.18500296,266.90791805,358.91538137,293.25989020,156.00611689,137.59228627,126.38573176,56.15388500,55.16584451,27.53593605,0,1.35050470
2013-06-05,0,531.32242482,145.46671945,634.62710328,326.52590206,193.94798503,109.41409149,114.99120356,23.73952500,70.49712240,18.70538404,0,0.87216398
2013-06-06,0,536.20011667,214.18108539,463.61100647,272.76523438,164.05725465,162.90759455,162.18606289,38.73340000,88.19994082,13.28699313,0,0.48982089
2013-06-07,0,754.19879510,189.34113333,696.69311789,368.09597291,236.49483461,204.16279516,82.92897458,14.82170784,68.80751469,30.97374088,0,0.58324168
2013-06-08,0,1671.53434046,194.92624224,799.96380982,342.02774281,320.14659987,182.00241765,37.58651144,16.33738514,126.29251917,18.54440738,0,7.13830513
2013-06-09,0,1340.61899801,307.17527813,993.32624045,370.27679333,109.62292556,123.97932925,40.46747187,21.36157195,282.43309212,16.38696084,0,1.16094095
2013-06-10,0,592.45045816,9.88440000,305.47837194,284.77404225,156.89481121,56.32380571,67.98322696,53.19340193,119.27306905,17.54173147,0,2.06804922
2013-06-11,0,712.84222105,0,494.00418294,284.88464931,107.77173705,165.05505500,137.74901602,108.97565266,113.85581432,31.96507995,0,0.79413590
2013-06-12,0,494.99385737,0,381.90235808,302.29141478,316.08056287,247.85186163,102.68980526,191.29821149,122.55258833,9.64001218,0,1.12749984
2013-06-13,0,966.07457040,135.70607485,369.87771743,235.56080855,320.34037243,362.40408600,66.73734782,1342.43431111,133.72315264,20.17446965,0,4.65278439
2013-06-14,0,531.81420158,120.72833224,438.08730769,138.91978605,320.49210699,400.70926829,72.89851020,1123.58296667,113.14668568,34.92481461,0,7.60491925
2013-06-15,0,920.92378336,150.29990941,536.97975113,153.13850850,458.64147976,110.68337600,71.89273341,88.15890000,146.35925748,25.74125013,0,14.54847444
2013-06-16,0,782.76376668,186.89377942,521.25773761,168.01065700,388.87120965,113.37555789,126.87709478,104.49330000,128.19553303,18.85001431,0,5.24658451
2013-06-17,0,766.27283850,295.62745310,144.23259953,316.98556703,182.08420212,771.35122381,184.98366277,318.02195000,113.33149121,29.05919165,0,2.36000337
2013-06-18,0,559.09542712,273.43600126,160.64686782,314.56006742,85.13678902,175.51314138,145.61322056,516.30243548,107.66049628,18.48688782,0,4.22132733
2013-06-19,0,487.80159915,215.58504230,236.76984098,270.47925050,80.89688455,144.62071067,155.15602929,223.00659848,104.92402852,17.14600679,0,5.22708445
2013-06-20,0,486.16303418,85.37015023,385.45769943,273.57624096,104.02935115,358.31619429,138.15460538,559.79858636,84.95082192,13.17791934,0,5.23603818
2013-06-21,0,519.60160171,284.71902534,386.09651154,443.38006633,139.43841976,337.10541304,156.90812412,460.51087500,228.07122636,18.16727011,0,1.10419391
2013-06-22,0,779.03502123,563.63493291,295.13989688,241.04004408,200.20636648,67.49555000,170.30193562,715.21641290,195.15997371,34.09315446,0,0.83291105
2013-06-23,0,819.11233115,469.60343162,342.15954747,263.34345924,122.89926092,70.80442857,88.12970439,566.83635455,165.53389735,32.15824518,0,7.07691128
2013-06-24,0,549.77912510,560.78267794,230.52783069,168.73861002,82.94500138,219.27968596,132.98353195,130.45193333,237.59160766,20.65130234,0,4.82407135
2013-06-25,0,452.82380036,249.77549101,230.80110000,32.70331919,128.97122365,320.68612264,117.45992435,31.53454545,145.59580879,26.02747480,0.06124647,7.61760137
2013-06-26,0,299.73097180,161.75903179,219.21009612,388.89086564,100.22137894,578.35759167,210.01954884,0,125.97779237,42.48848618,0,1.25460676
2013-06-27,0,487.41700870,204.63551878,206.96200052,262.92310622,143.96820658,407.87002432,182.78022474,585.63361250,108.61042812,30.57991096,0,3.70738476
2013-06-28,0,370.82789389,110.05386270,130.63334538,349.97974112,129.83341010,207.45333256,145.14363452,927.58044000,102.82895664,36.29259368,0.04020000,1.67978904
2013-06-29,0,618.95662103,231.68873856,745.56855926,230.34004116,457.52735852,479.79000833,156.22091363,219.57013400,380.43485283,26.47317968,0,8.73209188
2013-06-30,0,770.33678785,289.65105814,746.07802500,186.11013139,327.95508052,740.31910667,90.72110943,158.34483676,248.02811421,24.82758916,0,7.56731867
2013-07-01,0,334.34429497,383.27588688,80.46946148,235.46071731,188.16351525,303.66444130,149.48664289,440.08296296,126.03144002,22.08982096,0.00375000,5.58672500
2013-07-02,0,374.81514832,873.37828846,199.34445314,411.23280420,230.30417508,301.64186800,290.51290747,514.12693200,134.53803322,21.65422616,0.14068000,6.75498262
2013-07-03,0,310.01579278,672.60695725,83.16903323,484.01606537,193.99965385,249.74709038,192.82832876,379.26051765,127.70425613,36.30806584,2.13434865,6.19062555
2013-07-04,0,482.02429492,643.25474496,521.39454922,483.68938542,114.16471614,325.86873793,199.18447054,635.73622500,153.54371360,16.32447520,7.99888889,4.21395522
2013-07-05,0,434.30120025,580.17893307,296.31211504,317.41647374,152.23771994,273.38486923,118.76569283,54.55827013,135.79062407,17.79593042,7.71321429,2.67337766
2013-07-06,0,964.58013872,1676.26221698,174.52330769,257.24534866,134.53418546,146.06159048,203.56711867,641.45633500,179.72307182,17.15773566,7.44712759,6.36231971
2013-07-07,0,799.74942107,898.09027011,300.74873927,257.79245833,157.47535777,8.66489333,390.11237818,396.06944375,239.68252695,17.46271768,8.14451250,6.62134373
2013-07-08,0,571.54355350,212.30870876,313.46960902,301.77947994,252.03047282,153.60550000,185.62723023,62.65292000,171.19480081,19.34678522,7.19886000,12.33571882
2013-07-09,0,838.74588869,551.70987093,311.30488923,403.70273374,408.54036660,434.43386970,225.83309219,55.39925833,155.40970901,19.62619214,1.81633304,2.88363126
2013-07-10,0,645.81019305,434.18379557,594.60964878,485.23082921,321.08680410,307.26990833,367.30463734,101.92104022,131.44758255,17.18374592,7.59946176,11.80445386
2013-07-11,0,559.52991902,672.93343871,152.24702118,575.07289775,284.04268063,41.20970526,470.36347958,48.39248571,122.56183641,15.45773553,6.37096939,9.07110530
2013-07-12,0,449.91453032,622.86019728,440.57327500,465.81206239,455.97258599,391.29816765,500.17920541,91.71000000,140.10159874,15.65973158,6.00190606,8.52152656
2013-07-13,0,488.36530593,464.83427984,515.21851339,293.76752201,395.40993356,210.51914615,267.03624321,66.86277500,268.63636154,26.38048700,8.31494333,6.14906495
2013-07-14,0,553.21733515,1110.60444512,469.59861894,334.25775724,345.45155311,136.64254286,237.60462036,337.81332500,154.72720238,26.47915317,0,4.62740803
2013-07-15,0,551.75774307,580.91712353,345.97395144,286.03550202,395.08685752,293.20107742,219.93738270,101.49154783,81.10603887,27.68820306,8.69758947,9.02777519
2013-07-16,0,806.28022747,785.15713226,311.57886550,215.67092439,391.07325395,202.56444500,285.43369414,123.77263750,96.05133447,44.93059145,0.75583529,10.87354106
2013-07-17,0,740.35669722,481.31431150,205.20487536,166.46473695,325.62575676,344.60470678,333.53051514,22.53873214,92.16069392,36.49078566,5.86145938,11.23143021
2013-07-18,0,744.92957856,144.33671637,898.72267534,232.46504705,315.04836477,190.24059512,306.21380363,112.80567778,136.10465373,23.56925887,10.19491053,4.90087286
2013-07-19,0,750.12531918,210.52758509,719.53295532,228.82050600,409.81462745,219.84831795,312.04969635,288.48849412,150.79804012,13.50857429,6.16915000,8.36873611
2013-07-20,0,1329.23985387,1185.90070526,1440.79516739,210.00444326,297.47174117,436.99753571,531.25731985,87.55623000,131.82725139,8.10375898,9.79111333,0.75357403
2013-07-21,0,791.62337251,376.48466374,590.00917021,169.10328913,592.80376048,172.33794444,343.75048602,80.68266000,96.03385350,33.77578569,9.28854839,1.08360234
