Day,[NICS DARTER] CPU Hours: Per Job,[PSC BLACKLIGHT] CPU Hours: Per Job,[TACC STAMPEDE] CPU Hours: Per Job,[SDSC GORDON] CPU Hours: Per Job,[CCT LSU SUPERMIC] CPU Hours: Per Job,[SDSC COMET] CPU Hours: Per Job,[TACC MAVERICK2] CPU Hours: Per Job,[PSC GREENFIELD] CPU Hours: Per Job,[OSG] CPU Hours: Per Job,[TACC LONESTAR4] CPU Hours: Per Job
2015-09-18,707.15715870,0,502.14597088,295.03453933,260.77537313,149.97318164,211.86433200,64.50902667,1.40639447,0
2015-09-19,1055.34021391,0,904.38740154,224.65698344,279.46089474,288.36591110,150.67478254,110.30312500,1.67368262,0
2015-09-20,1627.95762216,0,890.63942355,360.60081659,314.81088333,263.55046754,64.86388333,116.25000000,4.28447248,0
2015-09-21,737.34978892,0,459.56611022,235.38634545,234.98753971,207.00377106,187.95133704,8.57673333,6.79654348,0
2015-09-22,487.93597976,0,449.04012253,198.30311604,359.32572869,256.90955876,182.38314286,9.55260625,1.86969173,0
2015-09-23,972.40180356,0,571.29473621,158.68470284,149.72581992,339.95744488,382.75727182,18.81842632,3.02367748,0
2015-09-24,863.36763938,0,511.18434929,191.57020077,202.04027891,324.52159734,181.56223497,78.35322581,2.57396235,0
2015-09-25,832.37851203,0,640.88324443,209.70270259,162.53162772,266.73966400,251.37772596,86.20896061,1.16545354,0
2015-09-26,874.08804882,0,902.65488323,197.74393180,664.52777627,569.17558889,231.09794565,805.73750000,1.20098930,0
2015-09-27,582.12658636,0,733.13373237,182.08628265,362.81071429,324.39243526,247.21031429,317.71573333,1.54887602,0
2015-09-28,933.17901860,0,412.03181916,81.97487301,64.91744028,248.65877895,299.20792533,52.70277778,1.19357041,0
2015-09-29,576.29444439,0,250.46422523,209.03028950,309.83677606,346.33247703,468.72018333,98.44814815,1.17480520,0
2015-09-30,616.37212688,0,745.48284342,282.25153650,365.09133200,334.79507579,554.91040000,48.05855439,1.36521055,0
2015-10-01,490.92118070,0,541.10972020,353.73068074,101.10141061,212.77714783,153.20710853,33.91614167,2.01278635,0
2015-10-02,491.57609124,0,451.95552592,310.11926198,151.63782523,74.60303905,255.48614658,65.34177073,7.85831024,0
2015-10-03,946.13211373,0,468.43866993,374.59843873,56.55243724,148.58304127,177.33245658,96.19054231,16.20888462,0
2015-10-04,665.97337745,0,564.92381994,354.87208779,248.13735106,67.88180045,79.85035063,347.86000000,4.10941395,0
2015-10-05,444.65883823,0,444.09356324,276.73919143,174.70302955,167.07485027,92.69743516,50.27856964,2.96960236,0
2015-10-06,1172.38592562,0,494.72695112,157.18676133,191.77376474,224.91954045,124.19687714,50.45632759,2.27066199,0
2015-10-07,759.99926414,0,509.09697605,173.23065057,126.60756978,224.12648302,91.62872808,30.32704151,0.22859276,0
2015-10-08,585.58002316,0,555.03753824,194.72404525,147.89059544,104.77480896,407.21212208,72.79056471,0.45915987,0
2015-10-09,850.59687489,0,577.84316125,219.85121991,389.60362522,181.13175379,180.78223050,212.84776154,2.01821759,0
2015-10-10,754.37009844,0,603.71857310,381.78355339,541.52912419,192.12053492,91.90931238,86.26083500,2.04693819,0
2015-10-11,1008.05519938,0,703.63765641,452.87479513,284.16612903,113.74092611,132.52630333,33.56375000,2.27762719,0
2015-10-12,1275.94859418,0,441.90573584,313.36167667,287.81347902,235.08111780,78.64508125,39.63713235,0.30053303,0
2015-10-13,697.82144819,0,516.43737136,139.61340553,234.76516730,219.82269267,223.21124634,39.69348750,0.68686818,0
2015-10-14,515.42895113,0,498.98101178,391.89590264,803.33120000,142.10902231,266.64733854,111.24494286,0.74172310,0
2015-10-15,413.24174082,0,568.12055211,234.80729651,155.69559599,130.56881646,250.59579730,90.39752963,1.13360965,0
2015-10-16,770.36687087,0,497.30450227,172.52467518,537.81666575,267.83326391,132.91526311,130.33974231,0.33076647,0
2015-10-17,908.59813053,0,656.76981042,158.06329181,534.33370559,177.78233671,162.65915676,518.01991111,0.57952818,0
2015-10-18,1094.95796506,0,702.45583662,106.82772856,417.10410450,225.62423630,161.44598889,110.98783077,1.20382232,0
2015-10-19,759.84187355,0,719.96417924,105.15027813,380.47410952,88.68585571,127.03136667,111.02638611,1.14940599,0
2015-10-20,715.79763000,0,609.80223193,151.06776595,375.84654649,89.06152825,187.22391304,189.57590270,0.79964950,0
2015-10-21,780.00861807,0,469.92256369,103.35120791,368.50724639,203.80786800,86.93813000,251.90354500,0.42519531,0
2015-10-22,1117.28225399,0,384.82353916,88.74915916,782.81115476,186.46210785,98.61673140,440.40791000,0.72546224,0
2015-10-23,719.41822459,0,498.91806933,98.38836993,517.66812823,254.03232957,93.77164179,91.71021613,0.44777749,0
2015-10-24,885.90411467,0,772.08490248,101.01793157,623.30710779,206.21504508,110.06468393,220.85773571,0.61351139,0
2015-10-25,1292.91028133,0,677.93697080,104.26265657,400.98888859,180.73195215,195.50411852,720.00000000,1.58210351,0
2015-10-26,1100.47117343,0,559.96928909,123.24174831,256.39757899,265.09044927,135.88392553,35.65354250,1.06553971,0
2015-10-27,813.91783784,0,540.69877127,104.82673487,251.92043140,308.67979760,122.48653462,197.44642857,0.79782208,0
2015-10-28,994.59040861,0,449.22173808,129.89739386,145.86237356,236.16998362,76.90490777,188.42638667,1.13435657,0
2015-10-29,1280.44046354,0,528.23397844,265.09666156,264.08436978,293.82815592,93.25317589,171.19744516,1.04324835,0
2015-10-30,1134.46343421,0,509.81533813,307.19391304,205.61101024,335.03147044,91.06407627,96.41542340,0.94840163,0
2015-10-31,868.96673303,0,712.58328816,492.09646267,274.02121854,291.64090021,139.92398537,187.53440645,0.91556501,0
2015-11-01,989.21113218,0,661.17257270,577.43960026,284.02090614,203.98437703,88.15899342,182.08255926,0.76957639,0
2015-11-02,1110.43977567,0,439.42305383,438.06419098,158.46270356,168.10770629,83.81977132,109.03172581,0.54242936,0
2015-11-03,870.27019081,0,256.79175161,498.30352210,301.42392586,154.15087837,64.18998802,112.43969211,0.83171458,0
2015-11-04,707.81894007,0,475.17299327,350.85744127,416.43879170,261.39318872,120.73776429,108.41277556,0.56331184,0
2015-11-05,847.00697824,0,419.73629674,373.77762997,203.68207399,342.66829094,87.57440110,136.26598649,0.95335641,0
2015-11-06,902.24555908,0,434.75465289,429.73229661,155.79587158,406.89347840,100.57311346,179.66715294,0.94869064,0
2015-11-07,659.39668559,0,621.44325676,464.89152818,127.39025881,579.61817811,88.48333364,540.00000000,0.69163290,0
2015-11-08,815.04901000,0,556.95301438,419.42263159,143.45437251,444.07743708,117.42982299,16.71076984,1.01091262,0
2015-11-09,789.41626633,0,511.24007321,332.43468171,119.48459391,144.74852554,113.07041417,3.97356462,1.20814780,0
2015-11-10,1036.95819529,0,512.91788528,215.04001561,108.10723667,153.35263308,102.14494675,2.89633995,1.36467928,0
2015-11-11,687.85076209,0,510.76467434,216.20623992,178.88077136,331.88870373,98.56698429,6.70018822,0.93375974,0
2015-11-12,663.96521138,0,578.50168698,259.53530270,151.55122681,345.70249737,84.49533267,6.24303386,0.65410184,0
2015-11-13,712.57093444,0,516.69984773,246.72976470,491.27199933,265.32453445,95.49876587,7.24796392,0.76902896,0
2015-11-14,511.05825820,0,537.28296654,425.24644043,705.79703750,282.54568775,184.39232857,117.41953793,0.62295003,0
2015-11-15,807.63371503,0,525.41443021,276.07022271,268.97675700,368.07543304,171.01199800,291.62991818,0.70435919,0
2015-11-16,672.21502291,0,468.24511824,100.12428321,309.21165000,362.27772074,151.84810000,17.03105126,1.21047662,0
2015-11-17,827.44307500,0,452.15719615,222.01780517,587.75337055,163.52019002,114.55997021,61.49811750,1.27559290,0
2015-11-18,446.69338741,0,502.79307987,182.23631927,459.86850510,112.75437727,110.02859435,35.37073077,0.79336340,0
2015-11-19,1033.16669356,0,469.12120140,157.17574720,539.88792202,252.41250319,65.37225380,47.03112653,1.12512844,0
2015-11-20,2018.24867114,0,512.78032225,168.28923831,213.70790235,273.89336009,99.79922326,32.03106333,1.23188604,0
2015-11-21,802.59186451,0,563.12517540,220.02739123,435.18976438,431.31123016,114.02818041,100.67163462,0.96064079,0
2015-11-22,948.21380327,0,505.06676778,243.64873663,317.61591923,284.38316501,93.49568333,91.24004444,1.07308305,0
2015-11-23,693.08316104,0,319.59775252,222.15672271,397.09856293,248.48538423,79.19654098,11.85613545,1.15710730,0
2015-11-24,601.11356244,0,477.38773217,225.74232975,290.72219735,328.63518481,65.18563276,11.80215614,1.66183797,0
2015-11-25,846.40785057,0,419.26376697,324.17928036,336.77171463,201.25482352,78.91305946,34.09757222,1.08602426,0
2015-11-26,1324.69088365,0,426.47922656,358.90962894,232.44397419,279.91590672,147.23906250,69.27692308,0.86825938,0
2015-11-27,1882.20688942,0,359.84101369,423.01322775,461.04313130,368.96283576,57.99888500,19.24635000,0.65553246,0
2015-11-28,991.36449559,0,562.79976721,490.62778972,255.00862116,339.04965111,66.78308667,0.59791667,0.87925505,0
2015-11-29,1237.15339305,0,535.77989819,340.81903462,228.65715766,439.30490247,72.17348636,0.26634615,1.14490078,0
2015-11-30,793.58998175,0,445.08026631,194.53728364,179.00321511,329.56552525,118.33638171,22.62879091,1.24579142,0
2015-12-01,415.57463814,0,376.89941153,299.78353831,285.18201011,232.87539393,124.93068810,61.31252000,0.89591442,0
2015-12-02,484.62980551,0,402.60621172,282.40893709,380.89020636,84.25960397,123.66955115,58.96181667,0.92712413,0
2015-12-03,624.71328571,0,351.18716598,279.03489012,377.53680809,74.04367184,139.22275509,91.33378214,0.79668121,0
2015-12-04,980.44385822,0,448.81041347,199.94691261,550.03162564,92.18027353,134.79267947,39.45100000,0.90232984,0
2015-12-05,1646.82868432,0,473.90741872,291.63656275,1229.04805500,42.83133480,109.10511200,17.40251000,1.80273120,0
2015-12-06,2207.80774686,0,411.77731954,217.56413671,365.19862476,332.74177963,148.26240333,0.70118980,1.06249203,0
2015-12-07,838.47836554,0,285.35489507,156.58352390,389.12121575,271.98498383,117.13854125,58.51097692,1.08840015,0
2015-12-08,1425.38001027,0,111.72734699,316.96676840,125.26102719,234.93810435,102.39472416,39.21369082,0.82149451,0
2015-12-09,1055.36262250,0,372.18956614,275.75308063,204.48828922,200.07105591,133.38231040,106.59166286,0.72803216,0
2015-12-10,950.11719337,0,414.76641371,254.70248990,165.83152278,165.56411898,78.02121230,44.71512609,1.13173838,0
2015-12-11,1978.95629362,0,352.78017138,245.08971676,222.13364929,219.91519736,115.36558667,125.77762826,1.19631987,0
2015-12-12,2080.17800042,0,588.99303761,216.07551673,157.25210152,199.57634965,183.65329079,112.49727273,1.73807246,0
2015-12-13,1919.63746906,0,459.35152828,299.89285616,339.35858636,330.08895488,300.60048148,47.33866610,1.60077755,0
2015-12-14,1501.20524455,0,475.86901214,106.88345195,100.14677979,279.46001422,89.30649121,15.41507751,1.56443339,0
2015-12-15,1269.91660183,0,580.29346559,238.03688955,291.83601111,245.44038404,59.00970887,23.41303214,2.84447593,0
2015-12-16,1555.99905685,0,585.06348983,301.84794416,188.89166944,280.82976552,80.10620506,24.37241068,1.30454224,0
2015-12-17,1714.16065203,0,613.23993507,208.18373874,224.41574067,263.96180123,66.01063948,6.66287079,1.24244027,0
2015-12-18,3145.25345235,0,763.99994660,237.66455243,218.47372938,315.78948290,135.89516993,123.12475490,1.32419125,0
2015-12-19,4268.59476726,0,610.06451789,284.29000560,297.28457931,346.84221935,91.19321918,163.00434375,1.27672174,0
2015-12-20,4915.50616392,0,297.51503104,290.61079807,178.54865931,308.31248364,103.48032034,214.47474848,1.26491832,0
2015-12-21,2894.24392176,0,473.42939684,281.09748434,357.16043415,242.77792613,137.33753684,167.55499778,1.94654575,0
2015-12-22,4405.10860727,0,1015.07767907,199.07579417,316.20470118,239.90487524,145.54741783,264.92900000,1.99021764,0
2015-12-23,3623.30460970,0,695.16834458,186.14060818,471.50734266,225.22251731,124.11962613,168.18891818,1.84672863,0
2015-12-24,5331.86407191,0,818.90389126,198.28632362,327.39624261,251.10606032,112.76441159,241.74891304,0.97982657,0
2015-12-25,4745.31083673,0,956.27122984,357.36582176,316.24617230,327.13852600,116.01395700,391.51764118,0.95792397,0
2015-12-26,3948.16579167,0,730.25274199,261.87251314,218.11320686,122.56132663,104.13160920,275.12765909,0.94757255,0
2015-12-27,3250.00329198,0,613.82018231,360.41740143,220.54387898,91.99229184,58.89038208,292.47129444,1.63255948,0
2015-12-28,1859.36783597,0,679.11252412,311.27946806,229.53510066,116.80310182,100.39910036,93.67715000,1.30863252,0
2015-12-29,2077.68860457,0,738.98966150,443.12049353,304.15547333,77.42213665,146.04232526,193.10948611,0.51014141,0
2015-12-30,1717.33295900,0,711.03759032,419.39888506,427.00167907,66.95296324,151.76864394,294.18216400,1.26835786,0
2015-12-31,2261.71767461,0,522.30951928,482.82830414,482.35196324,271.39671446,122.38763390,338.44529565,1.47113299,0
2016-01-01,1769.53797715,0,208.34736939,369.47648450,127.52269390,373.01984349,118.52899589,259.65873810,1.42386461,0
2016-01-02,2836.76919034,0,401.85648093,144.37180014,324.85855833,246.72130768,107.69907500,204.91488571,1.57249517,0
2016-01-03,3396.03567273,0,614.68494774,81.32149965,273.30416607,128.43887366,59.91657333,133.21953438,1.50386979,0
2016-01-04,2939.56513533,0,492.16208613,315.56473516,44.86540825,103.45180536,133.20751230,258.62041667,1.57043669,0
2016-01-05,2651.62565784,0,487.70360308,240.71737115,30.74410748,144.36764125,62.07282470,228.40416875,1.67346121,0
2016-01-06,1851.33333193,0,459.93687562,114.00738926,32.14331348,106.03189920,100.72674619,226.22132059,1.68537871,0
2016-01-07,1359.00591201,0,421.78801956,244.47293855,26.90890522,136.58332110,131.88149239,326.32864167,1.37653775,0
2016-01-08,1738.01179600,0,392.95214819,275.65822997,34.74593461,119.51624740,116.83954488,353.33617727,1.19383011,0.03330000
2016-01-09,1552.17652189,0,211.29533596,299.29799718,46.73854373,167.00873982,193.84098919,946.11510000,0.49580571,0
2016-01-10,2029.58706970,0,428.99979367,221.62919413,26.82112459,249.68154438,159.29387126,410.89374444,0.47778532,0
2016-01-11,2807.51487423,0,215.00652006,188.94272580,15.68530490,152.10900532,191.36412571,170.48214762,0.46791289,0.00051538
2016-01-12,1442.43884326,0,330.11688708,296.33904467,59.22594488,94.71980072,110.62654691,475.97749000,0.32928846,0.01048780
2016-01-13,2820.46087515,0,219.71755202,275.14769314,261.16493907,132.38316502,119.32664346,293.93281875,0.98481707,0.00611667
2016-01-14,3498.10962868,0,230.77862844,287.68772118,472.35228393,105.99179686,107.11596012,963.76875000,1.05894427,0.00534000
2016-01-15,3598.93879918,0,392.25421699,333.38300079,152.33582653,108.55015081,159.94775294,259.33606552,0.88604881,0.00583333
2016-01-16,2914.65601080,0,633.88849784,401.96884452,26.12643020,206.70243156,82.51313989,385.64837778,0.76849935,0
2016-01-17,2759.42701571,0,492.87994863,458.01753014,54.33796805,166.46541707,66.45103733,505.22310000,0.66564886,0
2016-01-18,2408.47291244,0,410.92758918,266.37562802,204.77222128,148.30036729,108.51123667,149.73263889,0.36034169,0
2016-01-19,1944.28593908,0,288.52575409,229.65615440,138.16859579,117.15002766,120.90591286,141.41648444,0.58943947,0.00582500
2016-01-20,2759.54313216,0,341.67429258,277.96600080,135.85753154,218.67207017,106.86871982,281.52299259,0.49547689,0
2016-01-21,2226.24230987,0,351.63620239,290.93601609,176.43017007,211.65059998,150.82867581,173.54014000,1.05514518,0.00571429
2016-01-22,3249.18298609,0,373.72282769,298.80464381,320.48453667,329.17657693,108.92921325,451.89165714,0.44349478,0.00611667
2016-01-23,7255.37477042,0,434.13989851,378.10819334,129.52735570,309.53725986,97.69225556,1057.25070000,0.75304541,0
2016-01-24,2065.93996434,0,207.53982874,412.48678310,91.85660737,305.47571268,122.78343158,176.30215926,1.00137583,0
2016-01-25,1685.79967102,0,188.06990303,282.64665358,205.99686196,163.39303069,83.57673469,266.45338125,1.13310233,0
2016-01-26,2155.51387297,0,392.29918340,355.35814638,288.41039604,169.78476359,157.48214110,104.78158400,0.80853075,0.00000000
2016-01-27,1410.24074405,0,356.69991460,259.81964835,230.19286648,189.84201217,107.24908861,180.91845238,0.86760471,0.00639167
2016-01-28,1398.72461593,0,354.50165094,229.95026479,268.40268675,279.03494449,86.89586720,236.53010645,1.36478736,0.00582500
2016-01-29,3060.91443711,0,365.20680525,304.60476928,285.47020942,406.15977499,94.18618348,187.23289655,1.26840350,0.00776667
2016-01-30,4307.48817411,0,175.10969588,313.28857689,249.83222095,529.16934195,105.01040182,58.03009167,0.87700984,0
2016-01-31,5890.32159775,0,129.75279191,311.77952043,201.60570544,539.51956694,47.41854676,39.09450426,1.12686764,0
