Day,[1] Number of Jobs Started,[2] Number of Jobs Started,[4] Number of Jobs Started,[8] Number of Jobs Started,[16] Number of Jobs Started,[32] Number of Jobs Started,[3] Number of Jobs Started,[6] Number of Jobs Started,[9] Number of Jobs Started,[12] Number of Jobs Started,[5] Number of Jobs Started,[7] Number of Jobs Started,[10] Number of Jobs Started,[15] Number of Jobs Started,[20] Number of Jobs Started,[14] Number of Jobs Started,[24] Number of Jobs Started,[30] Number of Jobs Started,[21] Number of Jobs Started,[18] Number of Jobs Started,[26] Number of Jobs Started,[11] Number of Jobs Started,[13] Number of Jobs Started,[27] Number of Jobs Started,[23] Number of Jobs Started
2013-04-02,634,128,46,3,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,890,167,32,2,0,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2013-04-04,605,172,6,5,0,1,6,0,0,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0
2013-04-05,1484,170,23,3,2,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-06,263,128,24,1,1,3,2,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2013-04-07,652,87,19,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-08,837,141,17,8,12,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-09,900,161,37,13,6,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-10,711,134,12,13,6,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-11,2175,164,5,3,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-12,2395,171,10,10,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013-04-13,2295,45,10,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2013-04-14,4042,260,8,6,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-15,492,167,27,11,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-16,573,233,16,9,4,0,6,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2013-04-17,2346,187,2,6,2,0,7,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013-04-18,1285,182,1,5,2,0,17,1,25,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2013-04-19,800,110,12,5,3,0,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-20,1328,136,8,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-21,568,48,5,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-22,863,164,14,11,2,0,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-23,1149,219,21,32,3,2,4,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0
2013-04-24,860,193,9,4,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-25,661,116,11,36,2,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-26,647,154,12,24,1,12,2,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-27,1213,260,12,8,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-28,1460,43,19,5,107,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-29,767,319,10,12,21,0,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,493,184,15,21,10,0,1,1,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-05-01,453,138,12,22,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-02,303,148,5,15,3,3,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-03,398,143,54,15,3,5,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1
2013-05-04,481,212,8,12,0,4,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-05,446,45,6,11,2,1,2,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,316,156,9,16,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,1404,514,8,16,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,422,364,9,10,0,2,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-09,532,120,19,8,4,1,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-10,631,80,129,23,3,7,3,1,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2013-05-11,181,65,36,15,2,7,0,1,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0
2013-05-12,151,68,16,12,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-13,712,110,21,9,4,5,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-14,677,100,23,23,23,9,11,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-05-15,1319,107,20,23,36,1,5,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2013-05-16,2719,181,12,16,4,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-17,584,103,15,43,3,2,8,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2013-05-18,125,36,6,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-19,143,40,3,43,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-20,724,134,27,50,12,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,310,133,12,31,8,3,4,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-22,625,192,11,22,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-23,476,130,15,29,2,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-24,250,147,25,34,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-25,166,63,13,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-26,363,73,12,62,29,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-27,304,97,55,52,48,26,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2013-05-28,493,103,21,111,40,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-29,558,123,15,10,107,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-30,1017,135,18,8,63,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-31,725,104,28,8,124,41,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2013-06-01,698,74,15,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-02,603,45,13,10,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-03,2323,94,29,8,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-04,723,81,5,4,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-05,1632,474,42,21,17,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-06,1343,319,8,12,5,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2013-06-07,1508,261,24,12,24,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-08,246,223,8,4,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-09,282,68,22,3,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-10,610,159,34,13,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2013-06-11,924,173,39,7,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-12,600,358,25,14,2,0,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-13,686,200,13,5,1,26,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-14,939,327,17,1,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-15,940,108,14,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-16,672,59,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-17,654,198,22,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-06-18,647,363,36,4,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-19,416,779,30,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-20,697,871,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-21,408,139,25,4,1,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-22,679,48,15,4,0,43,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-23,259,240,17,2,0,75,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-24,410,243,32,8,4,11,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-25,691,194,18,68,7,2,15,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2013-06-26,1120,154,7,13,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-27,1559,151,17,5,0,9,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-28,1486,162,11,2,2,8,9,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-29,236,55,5,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-30,428,31,7,1,1,13,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,627,258,25,76,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-02,599,216,13,7,7,0,5,1,0,5,2,1,0,0,0,0,5,0,0,0,3,0,0,0,0
2013-07-03,898,161,4,3,16,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-04,432,110,8,11,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-05,421,94,13,9,16,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-06,254,47,9,8,7,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-07,123,45,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-08,363,103,15,1,4,3,3,0,0,0,1,0,12,0,3,0,0,0,0,0,0,0,0,0,0
2013-07-09,464,187,14,9,0,0,6,0,0,24,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
2013-07-10,629,188,15,6,3,0,2,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-11,749,209,31,48,0,4,6,0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0
2013-07-12,487,215,20,19,0,0,0,1,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-13,118,74,15,7,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2013-07-14,341,64,13,5,0,0,2,0,0,0,3,1,0,0,12,0,0,0,0,0,0,0,0,0,0
2013-07-15,1075,216,22,13,0,0,0,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
2013-07-16,779,684,68,10,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-17,775,1101,21,17,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-18,673,176,31,6,0,1,2,0,0,2,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2013-07-19,674,105,22,14,0,0,2,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2013-07-20,638,62,8,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013-07-21,992,67,5,7,1,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2013-07-22,1454,176,20,8,1,2,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2013-07-23,420,96,34,12,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-24,567,24,60,7,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-25,857,27,188,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-26,655,10,28,2,2,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
2013-07-27,802,10,9,5,5,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2013-07-28,222,32,18,1,2,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2013-07-29,521,254,36,7,5,5,4,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2013-07-30,3535,166,39,5,3,3,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,667,337,30,16,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
