Day,[1] Number of Jobs Started,[2] Number of Jobs Started,[5] Number of Jobs Started,[4] Number of Jobs Started,[16] Number of Jobs Started,[8] Number of Jobs Started,[3] Number of Jobs Started,[6] Number of Jobs Started,[24] Number of Jobs Started,[74] Number of Jobs Started,[32] Number of Jobs Started,[64] Number of Jobs Started,[10] Number of Jobs Started,[9] Number of Jobs Started,[30] Number of Jobs Started,[12] Number of Jobs Started,[7] Number of Jobs Started,[60] Number of Jobs Started,[256] Number of Jobs Started,[20] Number of Jobs Started,[128] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[25] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[40] Number of Jobs Started,[11] Number of Jobs Started,[80] Number of Jobs Started,[48] Number of Jobs Started,[240] Number of Jobs Started,[23] Number of Jobs Started,[36] Number of Jobs Started,[100] Number of Jobs Started,[1024] Number of Jobs Started,[512] Number of Jobs Started,[50] Number of Jobs Started,[21] Number of Jobs Started,[120] Number of Jobs Started,[19] Number of Jobs Started,[216] Number of Jobs Started,[63] Number of Jobs Started,[82] Number of Jobs Started,[96] Number of Jobs Started,[250] Number of Jobs Started,[57] Number of Jobs Started,[22] Number of Jobs Started,[77] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[90] Number of Jobs Started,[121] Number of Jobs Started,[38] Number of Jobs Started,[157] Number of Jobs Started,[168] Number of Jobs Started,[160] Number of Jobs Started,[28] Number of Jobs Started,[225] Number of Jobs Started,[93] Number of Jobs Started,[27] Number of Jobs Started,[65] Number of Jobs Started,[68] Number of Jobs Started,[70] Number of Jobs Started,[75] Number of Jobs Started,[98] Number of Jobs Started,[53] Number of Jobs Started,[127] Number of Jobs Started,[150] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[45] Number of Jobs Started,[72] Number of Jobs Started,[52] Number of Jobs Started,[102] Number of Jobs Started,[26] Number of Jobs Started,[108] Number of Jobs Started,[29] Number of Jobs Started,[192] Number of Jobs Started,[54] Number of Jobs Started,[43] Number of Jobs Started,[31] Number of Jobs Started,[140] Number of Jobs Started,[42] Number of Jobs Started,[41] Number of Jobs Started,[125] Number of Jobs Started,[144] Number of Jobs Started,[35] Number of Jobs Started,[55] Number of Jobs Started,[76] Number of Jobs Started,[129] Number of Jobs Started,[864] Number of Jobs Started,[147] Number of Jobs Started,[151] Number of Jobs Started,[46] Number of Jobs Started,[252] Number of Jobs Started,[126] Number of Jobs Started,[234] Number of Jobs Started,[118] Number of Jobs Started,[44] Number of Jobs Started,[49] Number of Jobs Started,[56] Number of Jobs Started,[113] Number of Jobs Started,[116] Number of Jobs Started,[37] Number of Jobs Started,[135] Number of Jobs Started,[224] Number of Jobs Started,[680] Number of Jobs Started,[39] Number of Jobs Started,[179] Number of Jobs Started,[47] Number of Jobs Started,[79] Number of Jobs Started,[600] Number of Jobs Started,[78] Number of Jobs Started,[81] Number of Jobs Started,[200] Number of Jobs Started,[640] Number of Jobs Started,[94] Number of Jobs Started,[660] Number of Jobs Started,[85] Number of Jobs Started,[51] Number of Jobs Started,[71] Number of Jobs Started,[320] Number of Jobs Started,[2048] Number of Jobs Started,[153] Number of Jobs Started,[188] Number of Jobs Started,[288] Number of Jobs Started,[780] Number of Jobs Started,[790] Number of Jobs Started,[112] Number of Jobs Started,[500] Number of Jobs Started,[4096] Number of Jobs Started,[101] Number of Jobs Started,[138] Number of Jobs Started,[155] Number of Jobs Started,[176] Number of Jobs Started,[255] Number of Jobs Started,[1000] Number of Jobs Started,[133] Number of Jobs Started,[407] Number of Jobs Started,[650] Number of Jobs Started,[59] Number of Jobs Started,[84] Number of Jobs Started,[86] Number of Jobs Started,[95] Number of Jobs Started,[69] Number of Jobs Started,[114] Number of Jobs Started,[154] Number of Jobs Started,[760] Number of Jobs Started,[810] Number of Jobs Started,[1728] Number of Jobs Started,[117] Number of Jobs Started,[119] Number of Jobs Started,[123] Number of Jobs Started,[132] Number of Jobs Started,[172] Number of Jobs Started,[203] Number of Jobs Started,[207] Number of Jobs Started,[208] Number of Jobs Started,[480] Number of Jobs Started,[529] Number of Jobs Started,[92] Number of Jobs Started,[122] Number of Jobs Started,[124] Number of Jobs Started,[180] Number of Jobs Started,[210] Number of Jobs Started,[384] Number of Jobs Started,[745] Number of Jobs Started,[785] Number of Jobs Started,[800] Number of Jobs Started,[89] Number of Jobs Started,[105] Number of Jobs Started,[107] Number of Jobs Started,[137] Number of Jobs Started,[152] Number of Jobs Started,[162] Number of Jobs Started,[187] Number of Jobs Started,[197] Number of Jobs Started,[204] Number of Jobs Started,[205] Number of Jobs Started,[220] Number of Jobs Started,[235] Number of Jobs Started,[313] Number of Jobs Started,[324] Number of Jobs Started,[473] Number of Jobs Started,[486] Number of Jobs Started,[690] Number of Jobs Started,[700] Number of Jobs Started,[945] Number of Jobs Started,[58] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[99] Number of Jobs Started,[104] Number of Jobs Started,[106] Number of Jobs Started,[109] Number of Jobs Started,[183] Number of Jobs Started,[211] Number of Jobs Started,[251] Number of Jobs Started,[375] Number of Jobs Started,[576] Number of Jobs Started,[670] Number of Jobs Started,[720] Number of Jobs Started,[725] Number of Jobs Started,[729] Number of Jobs Started,[740] Number of Jobs Started,[83] Number of Jobs Started,[88] Number of Jobs Started,[103] Number of Jobs Started,[143] Number of Jobs Started,[169] Number of Jobs Started,[171] Number of Jobs Started,[175] Number of Jobs Started,[184] Number of Jobs Started,[189] Number of Jobs Started,[236] Number of Jobs Started,[244] Number of Jobs Started,[248] Number of Jobs Started,[300] Number of Jobs Started,[358] Number of Jobs Started,[620] Number of Jobs Started,[710] Number of Jobs Started,[730] Number of Jobs Started,[750] Number of Jobs Started,[768] Number of Jobs Started,[769] Number of Jobs Started,[960] Number of Jobs Started
2014-08-11,1904,777,1977,222,239,186,49,51,1308,4,33,29,74,40,118,29,0,2,17,6,6,16,1,9,4,6,8,17,1,1,13,7,7,2,0,4,2,0,0,1,5,0,6,0,0,0,0,1,12,1,0,0,0,1,0,0,1,4,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-12,1568,565,2831,223,182,218,44,60,4566,0,41,27,79,87,100,11,1,9,17,23,10,9,1,3,9,4,20,10,0,2,6,6,5,1,2,0,0,0,0,2,6,0,3,0,0,0,0,1,16,0,3,0,0,6,2,0,3,1,3,0,5,0,0,1,4,0,0,1,0,0,2,0,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13,1190,552,1887,346,108,186,60,59,1701,578,17,21,74,46,61,7,0,12,26,3,19,12,6,4,11,2,11,2,9,0,2,11,11,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,13,0,0,0,0,4,5,0,10,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,5,1,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14,1449,870,1478,376,225,280,55,56,5,374,21,47,65,45,80,13,0,19,178,20,26,12,16,7,9,14,5,5,3,5,4,0,11,0,0,0,6,0,0,2,2,0,2,0,0,0,0,0,34,3,1,0,0,3,2,0,5,1,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2014-08-15,1745,654,786,353,184,306,107,62,2,0,50,14,42,42,116,6,3,16,13,27,22,4,7,0,8,7,4,0,2,5,3,4,3,2,0,0,6,0,0,0,2,0,0,0,0,0,0,0,16,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16,3204,314,1408,100,124,56,48,21,8,0,30,23,59,27,106,15,3,14,11,11,24,6,5,2,9,5,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-17,2456,285,2283,201,130,47,39,66,4,0,38,23,69,9,126,23,17,14,32,16,22,9,0,0,10,3,1,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18,2206,551,2211,384,253,144,73,53,10,0,53,42,84,10,111,15,27,15,13,14,17,33,1,1,7,9,3,0,1,6,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-19,2002,382,1493,342,204,224,77,50,5,0,74,74,82,16,223,11,6,24,53,12,12,31,1,0,15,0,3,4,12,3,4,0,3,3,0,0,5,1,1,0,0,0,0,0,0,0,10,7,0,2,2,0,0,0,2,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-20,1698,547,787,252,182,162,38,98,14,0,37,34,56,18,59,20,5,10,40,8,27,15,4,1,5,8,2,0,29,0,2,4,4,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,3,0,0,2,0,0,0,6,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-21,1922,613,287,215,208,143,52,29,23,0,86,39,42,5,73,16,13,12,1,9,29,17,6,4,6,6,2,2,1,0,7,6,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,8,6,2,0,0,0,13,0,0,0,0,7,0,0,0,8,0,0,0,0,2,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-22,1004,655,415,266,147,210,51,39,9,0,51,50,60,7,55,9,7,10,0,6,37,8,6,1,9,5,0,1,4,1,8,9,1,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,7,0,0,0,0,11,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-23,3031,628,2458,111,163,81,91,55,15,0,46,37,72,21,80,5,13,46,2,10,12,7,14,0,13,15,6,0,1,0,3,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2014-08-24,2723,812,1892,151,134,263,66,29,13,0,51,17,65,50,81,4,10,61,1,9,53,33,11,0,10,8,0,1,0,0,0,1,2,0,0,14,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-25,1626,635,1990,392,260,627,104,42,34,0,47,58,68,22,79,15,12,83,1,10,23,12,4,9,3,1,1,1,1,6,0,22,5,0,0,0,4,1,6,2,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,4,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-26,1658,383,1545,329,342,347,78,59,33,1876,65,78,52,36,80,10,10,66,25,14,17,8,2,7,2,17,5,1,7,1,5,18,2,2,0,24,0,0,0,1,0,0,0,0,0,0,4,0,7,6,2,0,0,0,2,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-27,1397,1376,929,456,279,184,85,112,31,1693,39,30,35,31,103,21,10,65,1,15,6,9,2,2,1,2,5,0,0,10,9,6,3,0,0,5,0,1,0,1,1,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,2,10,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-28,1664,635,870,351,264,254,100,29,36,0,54,42,29,5,73,5,0,66,642,6,27,4,6,2,3,4,3,1,5,9,5,3,1,2,1,1,0,0,0,1,0,0,0,0,2,3,2,1,3,7,1,0,0,0,8,0,0,0,2,11,0,0,0,8,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-29,1237,395,831,285,196,560,81,27,10,0,34,43,48,4,79,15,4,54,17,13,8,13,3,4,4,4,3,2,0,6,3,4,1,91,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,2,2,0,0,0,0,7,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-30,2335,243,1999,78,82,79,88,6,8,0,30,12,56,22,91,12,1,57,0,2,3,3,2,16,3,8,0,1,0,1,2,0,1,0,0,0,0,0,14,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-31,2753,451,2280,129,122,959,74,6,12,0,51,8,68,1,107,5,5,41,5,5,5,4,5,2,2,2,2,7,0,1,1,0,0,38,0,2,0,9,10,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,2157,489,3145,175,150,201,75,21,5,0,19,32,108,5,173,7,0,15,22,16,14,5,5,3,2,0,3,5,3,1,2,1,1,6,0,6,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-02,2129,402,601,331,145,53,58,49,7,0,26,42,43,11,58,8,0,14,17,10,19,13,4,2,5,9,10,6,2,1,1,4,6,2,0,0,2,4,7,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,3,0,1,2,0,3,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
