title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[55] Wall Hours: Per Job","[3] Wall Hours: Per Job","[28] Wall Hours: Per Job","[67] Wall Hours: Per Job","[37] Wall Hours: Per Job","[5] Wall Hours: Per Job","[18] Wall Hours: Per Job","[11] Wall Hours: Per Job","[6] Wall Hours: Per Job","[22] Wall Hours: Per Job","[40] Wall Hours: Per Job","[9] Wall Hours: Per Job","[20] Wall Hours: Per Job","[16] Wall Hours: Per Job","[14] Wall Hours: Per Job","[15] Wall Hours: Per Job","[12] Wall Hours: Per Job","[42] Wall Hours: Per Job","[27] Wall Hours: Per Job","[8] Wall Hours: Per Job","[26] Wall Hours: Per Job","[24] Wall Hours: Per Job","[70] Wall Hours: Per Job","[17] Wall Hours: Per Job","[7] Wall Hours: Per Job","[30] Wall Hours: Per Job","[43] Wall Hours: Per Job","[51] Wall Hours: Per Job","[2] Wall Hours: Per Job","[49] Wall Hours: Per Job","[64] Wall Hours: Per Job","[72] Wall Hours: Per Job","[1] Wall Hours: Per Job","[13] Wall Hours: Per Job","[21] Wall Hours: Per Job","[19] Wall Hours: Per Job","[4] Wall Hours: Per Job","[10] Wall Hours: Per Job","[41] Wall Hours: Per Job","[71] Wall Hours: Per Job","[65] Wall Hours: Per Job","[60] Wall Hours: Per Job","[25] Wall Hours: Per Job","[36] Wall Hours: Per Job","[57] Wall Hours: Per Job","[48] Wall Hours: Per Job","[32] Wall Hours: Per Job","[33] Wall Hours: Per Job","[50] Wall Hours: Per Job","[39] Wall Hours: Per Job","[56] Wall Hours: Per Job","[29] Wall Hours: Per Job","[35] Wall Hours: Per Job","[58] Wall Hours: Per Job","[52] Wall Hours: Per Job","[45] Wall Hours: Per Job","[54] Wall Hours: Per Job","[46] Wall Hours: Per Job","[38] Wall Hours: Per Job","[23] Wall Hours: Per Job","[68] Wall Hours: Per Job","[66] Wall Hours: Per Job","[34] Wall Hours: Per Job","[31] Wall Hours: Per Job","[44] Wall Hours: Per Job","[63] Wall Hours: Per Job"
2015-08-11,0,9.22370167,0,0,0,8.59658462,0,0,8.31881429,0.53253333,1.61611852,3.11860000,1.68102174,9.47712083,0.18335000,0,6.83391579,0,0,5.93946818,0,4.77310000,0,9.44710000,0,5.64820000,0.75080000,0,3.21305522,0,0,8.34843333,2.87337357,0,0,0,4.43161625,12.30688947,0,0,0,0,0,0,0,0,20.86807500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,0,10.75933846,0,0,0,9.06063636,0,0,7.34364375,0,4.55215000,24.00000000,6.04987778,10.19378605,0,0,5.34162500,0,0,4.09895000,0,1.36680000,0,6.15363333,6.11875000,7.34070000,0,0,3.57443321,0,0,0,0.43823981,0,0,0,7.45880750,12.11856667,0,0,0,0,0,0,0,0,19.64165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,0,6.72661268,0,0,0,6.55229091,0.01012105,6.27547500,0.71227381,0,0,19.10640000,4.03973333,8.09987568,0,0,1.16114211,0,0,4.54325238,0,0.16843333,0,0,24.00000000,9.29372857,0,0,3.47791860,0,0,4.64360000,0.84684583,0,0,0,3.72852054,12.07891111,0,0,0,0,0,0,0,0,5.14590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,0,10.76221625,0,0,0,8.07360909,0.00595000,14.51655000,7.99792500,0.00330000,0,0,7.48571111,12.31799000,0,4.51885000,2.66664000,0,0,5.42323235,0,0.00360000,0,0,7.58305000,19.26515000,0,0,10.95476371,0,0,11.27085000,2.77340454,0,0,0,6.64860099,4.64880800,0,0,0,0,0.00360000,0.00670000,0,0,13.68698571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,0,12.76665195,0,0,0,7.99892222,0,6.52420000,8.28298800,0,0,0,8.07711000,8.20157692,0,24.00000000,9.99120000,0,0,8.60116000,0,0.14515000,0,0,1.28414737,11.73638000,0,0,9.47994831,0,0,8.93926667,5.86500016,0.00530000,0,0,7.54178462,7.43173333,0,0,0,0,0,0,0,4.97350000,5.93134286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,0,11.57948101,0,0,0,5.40183750,0,0,2.48088627,0,0,0,17.53922000,12.89176818,0,8.96270000,7.81765000,0,0,5.99839737,0,0.57720000,0,0,6.12531250,22.78780000,0,0,5.55984180,0,0.41776667,17.63750000,7.61087013,0.14892500,0,0,7.45234359,7.53895357,0,0,0,2.77333333,0,0,0,0.54860000,5.25340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,0,6.99234580,0,0,0,4.50565946,0,12.41390000,2.48113867,0,0.77888462,0,11.84860000,7.80238000,0,24.00000000,2.68625000,0,0,3.52506545,0,5.22907500,0.64280000,6.69332500,12.61170000,17.60890000,0,0,2.76387059,0,0,2.15973636,4.78811263,0,13.86470000,0,6.50391667,6.71287333,0,0,0,3.91368000,6.56890000,0,0,0,11.99985000,0,0.04984000,0,0,0,0.64690000,0,0,0.04527500,0,0,0,0,0,0,0,0,0,0
2015-08-18,0,9.22393804,0,0,0,5.19472105,14.87330000,24.00000000,1.01125429,0,24.00000000,0,0,11.69296000,0,18.17165000,0.04292000,0,0,3.88790286,0,0,0.08470000,0.25082500,0.26365455,8.83750000,0,0,4.93465915,0,0.00453333,2.42560000,4.24313250,0.42956667,2.11276250,0,6.34790850,1.60902069,0,0.71610000,0,24.00000000,8.15220000,0.21390000,0,0,1.98867692,0,0,0,0,0,12.49390000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,0,9.55097284,0,0,0,6.78915600,3.06713333,9.24960000,3.18517670,0,7.03250000,0.60250000,2.72908750,9.98570000,0,5.41062500,0.19367778,0,0,7.89046364,0,0,0,0.38560000,7.72750000,10.66140000,0,0,2.81309124,0,0,4.28852857,2.17562901,11.94930000,8.21578000,0,5.56883192,7.72817500,0,0,0,14.55280000,0,3.49920000,0,1.02718750,4.32540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,0,10.60310000,0,0,0,10.47971429,5.65186667,24.00000000,3.75130690,0.01860000,7.86434000,0.00280000,2.47911818,10.29380400,0,5.15440000,2.27116250,0.02695000,0,8.65904000,0,0,0,0,24.00000000,17.31095000,0,0,4.20560722,0,0,2.95918000,8.59680738,24.00000000,7.78126667,0.01920000,6.56500079,7.78959500,0,0,0,0,0,0,0,0.50660000,0,0,0,0,0.00735000,0,0,0.03560000,0,0,0,0,0,0,0,0,0,0.02530000,0,0
2015-08-21,0,11.71701224,0,0,0,10.93730000,0,8.12970000,4.87616452,0,24.00000000,0.89662000,4.04166923,10.06932381,0,24.00000000,8.44017778,0,0,2.48179600,0,1.31080000,0,0,9.40415000,11.13130000,0,0,4.02017209,0,0,9.37778000,10.27605980,11.99235000,11.99805000,0,7.80703239,6.85286667,0,0,0,0,0,0,0,0.00457500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-22,0,11.88501714,0,0,0,6.96220000,0.65847500,13.45720000,3.55775556,0.07530000,14.78776667,1.14237059,5.29891818,12.69044375,0,8.77477500,6.15764118,0,0,5.21692105,0,5.37162000,0,0,7.10420000,2.15972222,0,0,5.20892393,0,0,21.96440000,14.08686531,24.00000000,6.34992500,0,8.04587107,3.31355000,0,0,0,0,4.26510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10905000,0,0,0,0,0,0,0,0,0
2015-08-23,0,13.01530000,0,0,0,6.67823333,2.32632500,24.00000000,5.80484324,0,7.57240000,0,11.21031667,10.45514667,0,24.00000000,5.87105500,0,0,7.26104500,0,0.12060000,0,0,6.21860000,8.39830000,0,0,5.05067511,0,0,0,14.22086037,13.77830000,9.20720000,0,8.73870642,0,0,0,0,0,11.99970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,0,8.09980870,0,0,0,3.00743590,0.96548750,4.58220000,2.66291558,0,13.47370000,0.00666667,5.76324000,6.08360870,0.51172000,5.25110000,6.94823889,0,0,3.50433860,2.27750000,4.52656667,0,0,1.80635556,1.16598667,0,0,3.06458470,0,0,2.77157500,7.35743611,0.01687500,0,0,7.31694328,1.52820000,0,0,0,0,11.99985000,1.29733333,0,0,1.08420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,0,6.09910833,0,0,0,1.33754000,0.89085000,0,4.80442353,1.26750000,9.04174000,0,3.72583333,6.47968571,12.38405000,10.77080000,3.51751333,0,0.68470000,5.27798056,5.90750000,7.27642857,0,2.58924286,2.03250000,2.08426250,0,0,1.18442956,0,0,6.02821111,12.24760740,0,0,0.03735000,7.93455750,0.74810000,0,0,0,0.67110000,10.73625000,6.97060000,0,0,11.32676667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,0.05430000,8.59100000,0,0,0,1.01150909,0,0,16.40812857,8.33520000,2.53166667,2.36276667,6.73568750,1.28167143,7.30173333,2.04800000,9.21984286,0,0,2.19038222,0,3.28568182,0,0.03750000,6.07397143,0.69729362,0,0,3.72709274,0,0.77146667,9.59710000,8.40719485,0.31330000,2.45433333,1.49146667,8.10330677,2.60947917,0,0,0,0.84390000,15.41500000,24.00000000,0,2.28030000,4.92888750,0,0.00504286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,0,5.97666957,0,0,0,1.97100571,0,0.69140000,2.19948986,0.09720000,2.47175556,8.83902500,4.92938824,2.21181429,1.04740000,0,6.50992174,0,0,2.48906364,2.47330000,1.78434444,0,0,15.16095000,17.26110000,0,0,4.48120746,0,0,9.48838000,3.10168069,1.47140000,0,3.34226667,9.03067623,10.46681250,0,0,0,0,11.99720000,24.00000000,0,6.24810000,4.89697273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,0,11.05296667,0,0,0,3.07511455,0,2.40390000,4.00814921,0,6.03688000,16.79470000,7.30153478,4.87436364,0.12220000,0,12.49990000,0,0,3.20379298,12.38220000,1.22840000,0,0,0,8.70580000,0,0,3.91736616,0,0,5.73298750,10.99523805,1.86060000,0,11.83470000,10.69792202,3.17663077,0,0,0,0,11.99905000,22.68220000,0,1.08610000,4.66896250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-29,0,3.68626222,0,0,0,3.52211200,0,5.04330000,7.41331000,0,24.00000000,2.53970000,11.19827333,0.80906111,0,4.80000000,9.35541667,0,0,1.53704833,0,0.76608571,0,8.31830000,2.15162857,6.26490000,0,0,5.14422893,0,0,7.99958333,1.41395080,0,0,10.78835000,5.93465775,2.22141818,0,0,0,0,11.99970000,0,0,1.17470000,1.47150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,0,7.27716250,0,0,0,2.34239000,0.04110000,0,0.62595000,0,4.51150000,0,10.49788125,1.65675000,0,24.00000000,5.20258750,0,0,2.61799722,0,7.59507500,0,3.63136667,0,12.02655000,0,0,6.95311205,0,0,11.99695000,5.39951283,0.14423333,0,6.91583333,2.37248727,10.93430000,0,0.64975000,0,0,24.00000000,0,0,0,6.84625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,0,9.89340000,0,0,0,1.80619048,18.71420000,0,1.22319091,0,1.49907500,0.13140000,5.54584783,1.46050000,0,6.87685000,9.81991818,0,0,2.64065484,0,0,0.27930000,0,2.37110000,11.04862000,0,0,4.38725855,0,0,11.99902500,2.74758271,0,0,8.76220000,6.53104558,6.43521111,0,0,0,0.04520000,11.99985000,0,0,0,0.08888182,0,0.06580000,0,0,0,0,0,0,0,0,0,0,0.07190000,0,0,0,0,0,0
2015-09-01,0,6.54599286,0,0,0,5.80813333,5.41960000,0,1.92128571,0,2.16325714,0.34440000,4.48318571,1.91534286,0,13.38420000,5.11040000,0,0,3.15096154,0,0,0,0,1.23726250,8.17521667,0,0,2.81223272,0,0,14.78296667,0.96438223,1.14860000,0,0,2.56921773,10.77186667,0,0,0,0,5.49440000,0,0,0.59660000,0.07676667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,0,3.97939688,0,0,0,5.79890000,11.22530000,4.10110000,8.10846667,4.09190000,1.85138571,0,5.29925714,1.09039412,0,0,9.96976667,0,0,9.47253913,2.67140000,0,0,0.03640000,3.36405000,5.28104167,0,0,4.63470590,0,0,6.93130000,1.76042217,1.01720000,0,0,2.95893824,4.78836923,0,0,0,0,13.23280000,0,0,3.18070000,0.25524286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,0,7.86300833,0,0,0,7.09540000,7.89593333,0,14.38723333,0,11.93320000,0.31945000,3.30644000,5.74250000,0,0,7.41685714,0.04046000,0,8.57447692,0,0.08640000,0,0,11.00250000,1.38605000,0,0,3.06447957,0,0,11.99945000,2.68389376,9.97330000,0.03580000,0,2.13450645,10.65434167,0,0,0,0,11.99970000,0.12265455,0,5.52281250,0.60334000,0,0,0,0,0,0.00865000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,0,6.55831111,0,0,0,6.01982000,11.03060000,0,12.16125000,0.03500000,24.00000000,6.56765000,2.65036800,0.04970000,0,0.06240000,12.72684000,6.83860000,0,6.78055854,0,0,0,0.03110000,24.00000000,1.98789000,0,0,3.70104708,0,0,9.63638000,0.91914616,0,0,0,4.39309474,6.25616875,0,0,0,0,8.04686667,0.60491667,0,8.16453333,2.45730000,0,0,0,0,0,0.06945000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-05,0,16.00195000,0,0,0,4.68835000,4.79000000,1.67351000,15.88480000,0,9.45445000,6.86328571,4.56784615,10.45843333,0,0,11.87666667,0,0,8.31091515,0,3.64420000,0,0,13.00000000,8.16195000,0,0,6.58743019,0,4.87446000,9.21506667,1.55037096,0,0,0,0.11865558,10.28001429,0,0,0,23.25500000,7.11190000,1.36666667,0,3.84755000,0.67296667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,0,14.67632000,0,0,3.68140000,8.46690000,12.82320000,3.75170000,11.68695000,0,0,7.99950000,2.53131667,3.10833333,0,0,12.03835000,0.31095000,0,4.55527333,0,0,0,0,0,0,0,0,3.13468462,0,3.47528000,2.18720000,2.64393795,0,0,5.59970000,0.41419893,4.74805000,0,0,0,4.83220000,0.84440000,0,0,10.87190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,0,0,0,0,7.88640000,0,1.69666250,0,0,0,0.15470000,8.11125000,9.03970000,1.20083333,0,0,7.99975000,0,0,2.41859737,0,0.05680000,0,0,0,0,0,0,0.75707265,0,3.90475714,0.60640000,1.21844501,0,0,0,15.83008684,2.15138889,0,0,0,0,22.73970000,0,0,0.08250000,0.15170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,0,1.47750000,0,0,0,0,0,0,0.04360000,0,0,1.49085000,2.51852857,0,0,0,1.49500000,0.30340000,0,1.62158710,0,0,0,0,0,0,0,0,0.98278874,0,0,0,0.32566638,0,0,0,2.22215132,0.92515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,0,11.39507000,0,0,0,4.65195000,0.87595000,6.04202000,1.01180000,0,12.71310000,10.16144000,3.12971200,3.22823333,0,1.66675000,5.19592727,0.12656667,0,4.35221884,0,2.00530000,0,0,0,1.33416667,0,0,4.83668199,0,2.06367143,1.78927500,5.41249912,0,0,0,11.64369516,5.59438889,0,0,0,0,0,0.60000000,0,0,0,0,0.03750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,0,10.03694167,4.18640000,0,0,7.00020000,0,18.00645000,0.59981250,0,17.52690000,10.34055714,5.43172000,4.64545000,0,18.91070000,3.53724000,0,0,4.72817447,0,0,0,0.26010000,0,5.93940000,0,0,5.05702031,0,0.65025000,17.44820000,9.78343531,0,0.01375000,0,3.36486484,4.10006250,0,0,0,0,0,0,0,0,8.66390000,0,0.77757500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,0,14.78978750,11.99970000,0,0,4.19716667,0,6.94135000,8.08825000,0,0,11.63240000,0.11080000,0.83027143,0,6.45223000,12.51222500,0.26532857,0,4.74356304,0,0.05270000,0,0.41390000,0,0,0,0,4.02294608,0,0.05085000,3.05175000,2.68934395,0.00726250,0.09110000,0,0.56895560,1.70259333,0,0,0,5.56170000,0,0,0,0.09680000,0.06890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,0,11.00645556,24.00000000,0,0,9.13860000,0,11.09710000,1.92717273,0,0,10.81524444,0.00882500,8.77696667,0,4.07293333,4.42000000,0,0,12.92672308,0,0,0,0,0,9.53560000,0,0,6.55474195,0,0.88116000,6.87301429,7.45576047,0,0,0,0.83534739,9.97087778,0,0,0,5.07261000,0,0,0,0.04140000,0,0,0.04360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,0,24.00000000,1.66765000,0,0,3.68593333,0,18.87042500,1.28305000,0,0.05720000,10.62910000,0.08250000,3.16390625,0,10.54390000,13.36218000,0,0,5.22043333,0,0,0,0,0,24.00000000,0,0,7.20920560,0,6.49463333,8.00725000,1.94222396,0,0,0,4.29945906,20.86436429,0,0,0,0.48920000,0,0,0,0,0,0,0.01810000,0,0,0,0,0,0.07766667,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,0,5.57901364,24.00000000,0,0,0.82345000,1.74170000,10.87390000,2.02722222,0,1.16265000,11.99986667,5.10490000,4.05353889,0,7.60910000,4.19784783,0,0,3.09416818,0,0,0,4.99620000,0,2.34770000,0,0,2.68207279,0,0,5.58250000,0.69765023,0,0,0.78830000,6.69614203,5.95952759,0,1.45940000,0,11.47920000,2.06270000,0,0,0,0,0,0,0,0,0,0,0,2.12015000,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,0,16.41164167,11.99735000,0,0,2.77337857,0,6.13610000,4.54067778,0,0,12.62250000,1.48476154,6.01956552,0,8.17953333,8.84502308,0,0,4.40119722,0,0.01860000,0,11.78000000,0,2.64962000,0,0,2.53790127,0,2.81270000,9.71917500,1.13296979,0,0,0,1.92257284,6.49604545,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,0,9.31270000,9.89940000,0,0,1.75180000,2.18690000,9.28786667,9.77981429,0,0,11.99808750,2.98196000,5.23488750,0,7.99953333,1.00685481,0.15534000,0,6.60236000,0,1.27420000,0,0,0,11.81720000,0,0,3.96956825,0,4.67582000,0.55095714,1.35382718,0,0,0,1.53786352,3.27720000,0,0,0,9.88640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,0,13.31687500,0,0,0,6.06485714,0.05040000,14.45355000,10.74889333,0,0.63962105,9.57838333,1.90765714,4.52708000,0,11.99985000,9.85137273,0,0,2.10185641,0,0.07530000,0,0,0,10.31603333,0,0,4.01521388,0,8.06740000,14.50180000,1.73183519,0,0,0,1.59489844,5.44567368,0,0,0,0,0,0,0,0,0.06482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,0,11.30055294,0,0,0,1.27818846,0.07890000,12.56356667,4.06044667,0,2.40250000,8.92750000,7.99912857,1.85596327,0,9.31640000,10.13768333,1.69884000,0,1.93803559,0,0,0.22195000,0,0,4.24770000,0,0,2.64796778,0,6.18977500,9.28448333,3.31656998,0,0,0,3.28258883,6.14444375,0,0,0,0,0,0,0,0,0.18073784,0,0,0,0,0,0.09617000,0,0,0,0,0,0.05280000,0,0.43360000,0,0.09670000,0,0,0
2015-09-19,0,18.14960000,17.29735000,0,0,19.39865455,0,19.18895000,15.33030000,0,0,1.83710000,5.06432500,6.38738750,0,1.16580000,16.83460000,4.84928000,0,7.02711905,0,0,24.00000000,0,0,22.36390000,0,0,6.39985750,0,24.00000000,8.13353333,6.03327854,0,0.67735000,0,6.93738070,11.57416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,0,8.29148333,8.02103333,0,0,11.13176000,0,8.62840000,2.81062500,0,0,6.27970000,9.18555000,14.01305000,0,0,9.52860769,0.44235000,0,2.82177544,0,0,11.99555000,3.41405000,0,6.79330000,0,0,7.19404872,0,3.23968333,6.86920000,11.90965574,0,13.85440000,0,0.44583370,4.05591429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
