title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[43] Wall Hours: Per Job","[7] Wall Hours: Per Job","[25] Wall Hours: Per Job","[26] Wall Hours: Per Job","[38] Wall Hours: Per Job","[40] Wall Hours: Per Job","[44] Wall Hours: Per Job","[72] Wall Hours: Per Job","[24] Wall Hours: Per Job","[20] Wall Hours: Per Job","[52] Wall Hours: Per Job","[6] Wall Hours: Per Job","[15] Wall Hours: Per Job","[10] Wall Hours: Per Job","[64] Wall Hours: Per Job","[34] Wall Hours: Per Job","[12] Wall Hours: Per Job","[48] Wall Hours: Per Job","[86] Wall Hours: Per Job","[1] Wall Hours: Per Job","[30] Wall Hours: Per Job","[23] Wall Hours: Per Job","[9] Wall Hours: Per Job","[2] Wall Hours: Per Job","[13] Wall Hours: Per Job","[3] Wall Hours: Per Job","[4] Wall Hours: Per Job","[16] Wall Hours: Per Job","[32] Wall Hours: Per Job","[11] Wall Hours: Per Job","[60] Wall Hours: Per Job","[8] Wall Hours: Per Job","[33] Wall Hours: Per Job","[31] Wall Hours: Per Job","[36] Wall Hours: Per Job","[14] Wall Hours: Per Job","[5] Wall Hours: Per Job","[22] Wall Hours: Per Job","[56] Wall Hours: Per Job","[28] Wall Hours: Per Job","[35] Wall Hours: Per Job","[29] Wall Hours: Per Job","[18] Wall Hours: Per Job","[108] Wall Hours: Per Job","[19] Wall Hours: Per Job","[63] Wall Hours: Per Job","[21] Wall Hours: Per Job","[17] Wall Hours: Per Job","[90] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[100] Wall Hours: Per Job","[42] Wall Hours: Per Job","[46] Wall Hours: Per Job","[50] Wall Hours: Per Job","[27] Wall Hours: Per Job"
2016-02-11,0,0,0,0.30905000,0,0,0,0,9.54820000,11.85875000,0,15.76815714,0,9.90955000,21.35526667,0,8.22570000,0,0,7.50093926,0,0.16620000,8.82890000,9.37842128,0,20.95947143,12.89038182,8.77306429,0,0,0,10.11118125,0,0,0,0,0.00330000,0,0,0,0,0,0,0,0,0,3.81670000,0,0,0,0,0,0,0,0,0
2016-02-12,0,0,0,0,0,0,0,0,11.77680000,0,0,10.40781429,0,0.93152105,4.45723000,0,8.38640000,0,0,5.32342560,1.68708333,0.93833333,4.79560000,3.22433838,0,7.47122222,9.21974286,2.95826667,0,0,0,4.90856316,0,0,0,0,0.37885472,0,0,0.01670000,0,0,0.24580000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-13,0,0,0,6.34420000,0,0,0,0,4.65250000,0,0,7.15622857,0,5.21283500,1.97503333,0,0,0,0,5.92116053,0,0,6.34250000,9.11973125,0,9.33187500,8.31769500,2.54324000,0,0,0,4.11620000,0,0,0,0,7.39455000,0,0,0.24360000,0,0,4.93890000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-14,0,0,0,24.00000000,0,0,0,0,0,0.16470000,0,24.00000000,0,9.86432500,5.06390000,0,0,0,0,9.06174353,0,0,11.59030000,10.54270682,0,24.00000000,21.11434286,5.73685714,0,0,0,5.98247143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-15,0,0,0,12.01110000,0,0,0,0,0,6.21640000,0,11.96503636,0,11.73566923,10.46850000,0,0,0,0,8.05990775,0,0.30506000,18.59640000,7.97658485,0,13.77080000,7.18685455,5.24527500,0,0,0,17.13940000,0,0,0,0,0,0,0,7.25485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,0,0,0,22.68140000,0,0,0,0,2.17984000,0.96937500,0,18.10785455,0,12.02307500,7.65041818,0,0,0,0,6.13716520,0,1.20250000,13.95030000,9.67195000,0.00470000,7.20900000,9.59220930,9.24710000,0,0,0,4.82946250,0,0,0,0,0,0,0,13.22670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,0,0,0,5.61585000,0,0,0,0,13.18810000,0,0,14.75233125,0,10.68690000,7.57627000,0,0,0,0,8.24826062,0,0.43968333,5.83445000,7.16635369,0.01040000,13.17970000,11.02615238,6.57105000,2.59610000,0,0,4.33702727,0,0,0,0,19.93940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,0,0,0,5.67372000,0,0,0,0,12.97780000,0,0,15.29326250,0,16.95101111,6.40776250,0,0,0,0,6.64208656,0,0.77190000,22.44330000,8.48219018,0,0,8.42596078,4.59228000,3.01345000,0,0,5.23487857,0,0,0,0,24.00000000,0.13780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,0,0,0,13.82593333,0,0,0,0,11.99030000,0,0,12.69479615,0,10.29731818,8.95452000,0,12.05445000,0,0,5.54246183,0,0.25560000,17.23580000,7.54839080,0.46816667,0.15985000,3.96655283,4.64882500,0.00390000,0,0,6.56612400,0,0,0,0,1.38036667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-20,0,0,0,24.00000000,0,0,0,0,1.63750000,0,0,18.69250000,0,13.10616000,6.67330000,0,8.57290000,0,0,8.02699496,0,0,9.03405000,12.38382143,5.59560000,0.08038571,7.32676250,7.11685000,0,0,0,5.48783500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-21,0,0,0,14.49166667,0,0,0,0,0,0,0,10.56661250,0,10.14213333,4.36716000,0,0,0,0,5.87077263,0,0,12.67030000,3.43997750,13.53610000,22.37530000,4.08368148,9.45901111,0.01445000,0,0,4.47560000,0,0,0,0,0,0,0,3.63067500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,0,0,0,11.73790000,0,0,0,0,0,0,0,11.16696818,0,6.72245000,4.14730000,0,0,0,0,5.13097186,0,0.06100625,13.70720000,7.15362414,9.36835000,24.00000000,4.38533962,3.29392727,0.01541667,0,0,2.04378947,0,0,0,0,22.73530000,0,0,1.58265000,0,0,0.02000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,0,0,0,11.56610000,0,0,0,0,2.04417500,0.00860000,0,11.20320000,0,10.48500000,2.86803333,0,0,0,0,5.47193233,0,0,11.61305000,4.50163750,6.61582500,1.65500000,10.74909000,5.36516000,0,0,0,1.89879600,0,0,0,0,24.00000000,0,0,0.03860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,0,0,0,24.00000000,0,0,0,0,7.05945000,1.76353333,0,10.60218889,0,4.37465833,4.65240000,0,1.93515000,0,0,5.29907821,0,0,11.92155000,3.82361712,13.54943333,0.75920000,3.58533878,4.81901250,5.92611250,0,0,2.65414118,0,0,0,0,0.78272500,0,0,0.86945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,0,5.02000000,1.57757500,7.05202500,0,0,0,0,4.55090000,0.06670000,0,9.57312353,0,2.06112963,8.88000000,0,0,0,0,4.04071889,0,0,7.71380000,7.01218395,2.75471429,5.63656667,8.28361313,6.91518000,9.89954545,0,0,1.62673333,0,0,0,0,11.13210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,0,0,5.79640000,8.10443333,0,0,0,0,11.80735000,1.35985000,0,9.72028696,0,9.45391818,7.15722500,0,0,0,0,2.97329674,0,2.89500000,20.42405000,2.32362687,13.44945000,12.13805000,11.76818730,11.10712000,0.62300000,0,0,2.87026316,0,0,0,0,10.51683333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000
2016-02-27,0,0,0.36420000,24.00000000,0,0,0,0,16.89360000,3.01480000,0,14.73280000,1.25820000,12.56321250,4.60853333,6.55280000,3.77405000,0,0,4.70978013,0.02860000,9.17360000,0,3.94401311,3.39008000,6.21175000,8.27931481,5.94558000,7.59299545,0,0,3.00303000,0,0,0,0,0.78622000,0,0,0,6.39360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560000
2016-02-28,0,0,0.59062857,12.01110000,0,0,0,0,0,24.00000000,0,13.20314000,0,15.41272000,2.62694000,5.93805000,0,0,0,7.35887191,0,0,0.53140000,8.13667429,14.84385000,22.28853333,6.35779600,12.82737778,6.34970000,0,0,0.42253750,0,0,0,0,4.00737333,0,0,0.17478889,5.59220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,0,0,1.18375000,24.00000000,0,0,0,0,0,5.85100000,0,9.80993077,0.01220000,7.45169167,5.36266667,0,0.00720000,0,0,7.16701402,0,0,7.23863333,3.94373434,0,10.58875000,6.40266316,7.23763077,5.42672000,5.42460000,0,0.40763333,0,0,0,0,0.00970000,0,0,0.14945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,0,0,0,12.01835000,0,0,0,0,0,10.43545000,0,15.31591429,0,11.22165000,10.87915000,0,0,0,0,7.12589376,0,0,4.07015000,5.17665455,0,0.02720000,7.41172941,8.66454545,3.99624000,1.31500000,0,3.47277273,0,0,6.51170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,0,0,0,2.38640000,0,0,0,0,9.36920000,9.54360000,0,5.29394400,0,10.20187143,2.46780000,4.61598333,5.01015000,0,0,3.09111389,0,0,0.22140000,7.09587791,0,11.26608182,3.11578284,9.21330000,7.52611667,0,0,1.49119524,0,0,5.83830000,0.03530000,0.43170000,9.28250000,0,0,0,0,0.03940000,0,0,0,0,1.42595000,0,0,0,0,0,0,0,0
2016-03-03,0,0,0,0.99303333,0,0,0,0,14.65670000,14.47970000,0,8.93920000,0,22.40396667,3.83556667,20.25788000,14.84610000,0,0,7.78627951,8.81140000,0.51860000,0,4.21341667,0,4.02620000,10.94786087,11.31522727,12.29264667,0,0,0.23117000,0,0,0,0,0.51545000,14.84250000,0,2.12317500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,0,0,0,22.05436667,0,0,0,0,22.51500000,18.68455000,0,6.83054545,0,5.17270909,4.17526667,1.23500000,0,0,0,6.23409372,12.97690000,0.20526667,0,5.28545278,12.36310000,10.06900000,3.87538051,9.26620000,11.54583750,0,0,2.09223889,0,0,0,10.14180000,0.02750000,19.83780000,0,18.55055000,0,0,14.75665000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,0,0,0.07080000,11.99390000,0,0,0,0,1.52530000,7.86055000,0,15.52266667,0,6.44006000,4.69027500,0,14.82690000,0,0,5.19814915,0,0,19.76655000,8.83098293,9.16170000,0,11.07112319,8.15133571,0,0,0,5.52195333,0,0,0,13.88015000,3.23110000,4.18330000,0,0,0,0,9.28360000,0,0,0,0,0,0,0,0,0,0,0,0.00530000,0
2016-03-06,0,0,0,24.00000000,0,0,0,0,0,0,0,11.32327500,0,1.78250000,6.16000000,0,9.18860000,0,0,4.03327482,0,0,8.62110000,5.68428600,0,1.90656667,5.59543239,6.97390500,0,0,0,2.29784167,0,0,0,0,3.56015000,0,0,0.04742500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,0,0,0,19.22860000,0,0,0,0,0,2.68750000,0,11.16490417,0,1.23190000,7.34580000,0,0.12140000,0,0,5.89936332,0,0,2.00110000,2.57420588,0,24.00000000,4.31107500,5.34128611,0,0,0,3.42031538,0,0,0,0,10.30786667,0,0,2.45254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,0,0,0,0,0,0,0,0,0,5.99592500,0,6.83345313,0,1.79572308,4.07728462,0,0,0,0,4.44554730,0,0,0,3.52622093,0,14.16365714,3.77551304,5.07416250,0,0,0,1.84369600,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-09,0,2.84386667,0,0,0,0,0,0,0,4.07110000,0,15.32827037,0,4.83495161,6.03508750,0,0,0,0,3.11106675,0,0,0,3.50409535,0,0.00360000,3.79504483,3.89416389,0,0,0,2.07753125,0,0,0,0,7.24140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-10,0,13.75290000,0,5.93280000,0,0,0,0,0,4.78531667,0,14.24799730,0,18.62090000,10.27945000,0,0,0,0,4.47161838,0,0,0,2.10700769,0,1.64365714,4.85495294,9.34268750,1.13730000,0,0,4.28843636,0,0,0,0,12.90860000,0,0,0.01690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,0,19.00416000,0,24.00000000,0,0,0,0,0,8.20528333,0,12.97895161,0,13.14945000,15.32460000,0,0,0,0,5.56358171,0,0,0,3.09310411,17.04140000,0.04915000,3.14852105,6.69923125,7.97357500,0,0,2.61454545,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-12,0,12.49500000,0,18.13140000,0,0,0,0,0,6.37062000,0,10.21303684,0,0,6.99500000,0,0,0,0,7.71717126,0,0,0,1.13455116,0.51205000,7.63345000,7.58433478,8.49814667,0,0,0,2.50466667,0,0,0,0,2.42000000,0,0,0,0,0,2.04580000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-13,0,23.00000000,0,0,0,0,0,0,0,0,0,18.71772222,0,0,9.10750000,0,0,0,0,8.63046057,0,0,0,1.72805000,0,23.00000000,8.50153548,1.95646000,0,0,0,0.11357143,0,0,0,0,0,0,0,1.53750000,0,0,2.15850000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,0,16.30640000,0,0,0,0,0,0,0,0,0,7.77043056,0,13.98935000,6.19507500,0,0,0,0,6.26796423,0,0,0,4.60058571,1.21060000,3.44845000,8.61009667,5.64285294,0,0,0,0.08780000,0,0,0,0,0,0,21.02310000,4.13828333,0,0,3.99528333,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,0,0,0,0,0,0,0,0,0,0,0,9.66803014,0,24.00000000,13.73252500,0,0,0,0,5.84569541,0,0,0,0.85820317,24.00000000,1.81230000,8.38898148,9.44514118,0,0,0,1.00745000,0,0,0,0,0,0,1.53920000,14.82540000,0,0,3.69258333,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-16,0,5.95234000,0,0,0,0,0,0,0,0,0,7.85311143,0,11.56315000,9.07442500,0,0,0,0,5.12173401,0,0,0,3.98703279,5.87060000,9.37564483,3.44748714,3.60914545,0,0,0,0.50505556,0,0,0,0,0,0,0,0,0,0,3.99490000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-17,0,19.22145000,0,0,0,0,0,0,0,0,0,15.10472093,0,18.00257500,14.25000000,0,9.63790000,0,0,6.72204637,0,0,0,2.19724915,0,3.81392000,2.01325345,5.75020000,0.01500000,0,0,0.11281250,0,0,6.80560000,0,0,0,0,0,0,0,4.73444000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,0,17.28860000,0,0,0,0,3.95347500,22.24420000,0,10.04530000,0,8.39039130,0,10.14120714,9.37125000,0,24.00000000,0,0,6.73719856,0,0,0,1.03779028,0,12.33114667,3.67749189,5.35673810,0.34670000,0,0,1.48808125,0,0,0.79935000,0,0,0,0,0,0,0,3.88351667,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-19,0,0,0,0,0,0,11.98351667,11.99790000,0,0,0,19.96704762,0,18.27570000,12.65430000,0,14.23155000,0,0,6.18794696,0,0,0,1.56686667,15.63060000,0.75740000,2.11325294,8.87113125,0,0,0,4.73794000,0,0,0,0,0,0,0,0,0,0,3.87708333,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-20,0,0,0,0,0,0,11.34286667,11.93530000,0,0,0,9.98260476,0,12.99736667,12.88916667,0,20.90310000,0,0,6.92069592,0,0,0,5.14762273,0,13.16140000,3.11556585,9.50391667,0,0,0,4.78998000,0,0,0,0,3.50534286,0,0,0,0,0,3.99675000,0,0,0,0.86399091,0,0,0,0,0,0,0,0,0
2016-03-21,0,0.01055000,0,0,0,0,11.87528333,11.99750000,0,0.24980000,0,12.70459259,0,0,5.45453333,0,14.47500000,0,0,5.30804599,0,0,0,3.27090930,2.72000000,12.53855000,9.43562333,7.42025769,0.64360000,0,0,0.30700000,0,0,0,0,13.45992500,0,0,0,0,0,3.55768333,0,0,0,1.46928571,0,0,0,0,0,0,0,0,0
2016-03-22,0,4.33667273,0,0,0,0.08330000,11.85500000,11.88070000,0,4.75894444,0,19.39306818,0,0,12.54690000,0,15.46776667,0,0,5.76993483,0,0,0,4.84246377,19.31360000,0.77151111,3.71237500,8.30675000,0.66030000,0,0,0.19472308,0,0,0,0,6.36360000,0,0,0.05000000,0,0,3.68935000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,0,17.66797000,0,0,0,0,19.43770000,11.88250000,0,1.10860000,0,7.85654286,0,0.00340000,0,0,24.00000000,0,0,5.81652397,0,0,0,4.84020000,0,0.14679444,6.46642857,5.51020870,0,0,0,8.30285556,0,0,0,0,8.05323333,0,0,0,0,0,3.81366667,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-24,0,15.89597500,0,0,0,0,0,11.92470000,0,0,0,12.42119286,0,0.18453333,0,0,11.43220000,0,0,5.61112003,1.94940000,0,0,6.14776316,0,0.25796667,8.14717879,10.13495294,0,0,0,9.08427647,0,0,0,0,2.69422222,0,0,0,0,0.00530000,4.60872000,0,0.51780000,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,0,6.43835000,0,0,0,0,10.77670000,11.88375000,0,0,0,11.32940000,0,1.62960000,0,0,0,0,0,7.59885323,0.42847500,0,12.05560000,5.64327500,0,0.20945556,5.00753636,14.88313750,0,0,0,11.69997436,0,0,0,0,4.09415000,0,0,0,0,0,4.35134000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-26,0,20.48451111,0,0,0,0,13.24140000,3.18080000,0,0,0,7.05842500,0,2.45970000,0,0,10.94520000,0,0,12.35590297,0.27345000,0,16.22530000,8.65126250,0,0,4.72041026,9.05121875,0,0,0,7.05246563,0,0,0,0,0.48823333,0,0.01610000,0,0,0,0.72080000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,0,16.19384286,0,0,0,0,0,0,0,0,0,21.79367778,0,4.81666667,0,0,13.50480000,0,0,9.09489667,0,0,6.28580000,5.46378333,0,0,9.34066905,9.33991429,0,0,0,8.55518605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,0,0,0,0,0,0,0,0,0,0,0,11.84996667,0,15.31539643,0,0,9.60570000,0,0,5.57893397,0,0,7.05220000,4.96034750,0,0,4.18067708,11.89347778,0,0,0,7.04166471,0,0,0,0,0,0,1.89390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-29,0,7.58472500,0,0,0,0,0,0,0,0,0,0.23860000,0,8.22030909,0.23155000,0,11.09875000,0,0,3.75064291,0,0,12.04920000,3.80531111,0,0,3.10984595,10.25806190,0,0,0,8.63981200,0,0,0,0,0,0,0,0,0,0,0.43332500,0,0,0,0,0,0,0,0.23330000,0,0,0,0,0
2016-03-30,0,0.00330000,0,0,0,3.00166667,0,0,0,0,0,3.18152500,0,9.76037755,0,0,15.99130000,0,0,5.43467899,0.93970000,0,5.78360000,2.66171509,0,1.45702727,5.26306486,8.49972000,0.87530000,0,0,1.45313529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,0,0.26190000,0,0,0,9.96622857,0,0,0,0,0,3.09803750,0,2.06905714,0.01970000,0,4.57233333,0,0,3.66288762,0,0,0,2.47700267,7.17310000,4.82961000,4.45902424,3.71860556,0.96983333,0,0,10.82839231,0,0,0,0,0.30444000,0,0.03560000,0,0,0,0,0,0,0,0,0,0,0,0.02280000,0,0,0,0,0
2016-04-01,0,0.00360000,0,0,0,11.94731667,0,0,0,0,0,11.77215000,0,24.00000000,0.04607143,0,0,7.67030000,0,5.64509686,0,0,0,6.51786089,0,14.65842857,4.55982121,5.05757273,0.06220000,0,0,9.70837424,0,0,0,0,0,0,4.59496000,0,0,0,0.39110000,0,0,0,0,0,0,0,0.01235000,0,0,0,0,0
2016-04-02,0,0,0,0,0,22.67313333,0,0,0,0.36170000,0,6.50487500,0,16.79690000,0,0,0,11.60180000,0,6.37852485,0,0,0,8.87971521,0,1.12266667,3.50128333,6.14173750,0.82406667,0,0,2.15808500,0,0,0,0,11.25800000,0,0,0,0,0,1.21805000,0,0,0,0,0,0,0.23110000,0,0,0,0,0,0
2016-04-03,0,0,0,0,0,6.52647143,0,7.64970000,0,2.47810000,8.59210000,16.00230000,0,0,0.02366000,0,0,15.41985000,0,8.52751332,0,0,2.71440000,4.74835503,0,0.26280000,1.66915862,2.99043529,0.08488000,0,0,1.02196800,0,0,0,0,2.26250000,0,0,0,0,0,1.71560000,0,0,0,0,0,0,0,0.15806667,0,0,0,0,0
2016-04-04,0,0,0,0,0,16.40111667,0,12.43110000,0,0,15.44835000,3.15822727,0,0,0.40332000,0,1.59985000,0,0,4.79450323,0,0,13.04220000,4.69767556,0,2.17567500,1.98043462,3.49947895,0.01890000,0,0,1.36976129,0,0,0,0,0.00807500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15270000,0,0,0,0,0
2016-04-05,0,7.75500000,0,0,0,0,0,0,0,0,0,8.45204545,0,0,0,0,2.07015000,0,0,4.31008719,0,0,7.41737500,3.81071082,0,9.31305000,1.44552000,4.41026429,0.00335000,0,0,3.73192000,0,0,0,0,0.01250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29256000,0,0,0,0,0
2016-04-06,0,24.00000000,0,0,0,0,0,0,0,0,0,11.53238750,0,0,8.57320000,0,2.05110000,0,0,7.02142294,0,0,6.69518333,9.31121486,0,11.29485000,1.90367333,5.21777500,0,0,0,0.29390625,0,0,0,0,0.54885556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,0,13.06845000,0,0,0,0,0,0,0,0,0,10.40902500,0,0,21.79110000,0,1.69085000,0,0,7.58457121,0,0,24.00000000,11.33771806,0,7.63925000,2.07311333,4.76077000,0,0,0,0.22085517,0,0,0,0,0.14889091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
