90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
17:00:32,3988363,06:27:09,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,12:43:25,1285.3265759944916,900,385.3265759944916
0,3988659,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,13:04:54,916.8576998710632,900,16.857699871063232
0,3988783,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,13:35:51,924.6000621318817,900,24.600062131881714
0,3988975,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,13:51:18,932.6269788742065,900,32.62697887420654
0,3989019,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,14:06:54,971.8540239334106,900,71.85402393341064
0,3989911,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,14:23:09,970.0229489803314,900,70.02294898033142
01:28:30,3989947,00:36:08,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,14:39:19,1343.5905768871307,900,443.59057688713074
01:31:18,3990502,00:30:43,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,15:17:56,922.95081782341,900,22.950817823410034
0,3990534,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,15:33:22,934.9666578769684,900,34.966657876968384
0,3990564,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,15:48:58,906.5936388969421,900,6.593638896942139
01:47:50,3990617,00:46:55,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,16:04:07,959.9441299438477,900,59.944129943847656
01:50:50,3990892,00:48:11,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,16:35:38,957.4050018787384,900,57.4050018787384
01:36:03,3990976,01:04:39,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,16:51:37,962.6717641353607,900,62.67176413536072
01:56:07,3991030,01:27:24,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,17:07:42,968.3034172058105,900,68.30341720581055
01:56:07,3991070,01:27:14,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,17:23:53,942.5002400875092,900,42.500240087509155
0,3991109,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,17:39:37,914.4118688106537,900,14.411868810653687
0,3991285,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,17:54:54,940.5871319770813,900,40.5871319770813
0,3991409,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,18:10:36,914.9693348407745,900,14.969334840774536
0,3991725,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,18:25:54,909.0089859962463,900,9.008985996246338
0,3992045,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,18:41:05,908.8095750808716,900,8.809575080871582
0,3993069,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,19:11:43,908.7804138660431,900,8.78041386604309
0,3993232,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,19:26:54,916.2951428890228,900,16.295142889022827
0,3993248,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,19:42:13,926.6020829677582,900,26.60208296775818
0,3993270,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,19:57:41,913.490072965622,900,13.490072965621948
0,3993290,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,20:12:57,919.9059009552002,900,19.905900955200195
0,3993315,0,24,00:16:00,comet.sdsc.xsede.org,08/31/2016,20:28:19,909.2510240077972,900,9.251024007797241
0,3993343,0,48,00:16:00,comet.sdsc.xsede.org,08/31/2016,20:43:30,915.4306149482727,900,15.430614948272705
