90%_Confidence_Interval,Job_ID,Predicted_Wait_Time,Processors,Requested_Wall_Time,Resource,Submit_Date,Submit_Time_(CDT),Actual_Wait_Time,Actual_Execution_Time,Actual_Queue_Time
0,2676355,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,02:20:19,960.4021549224854,900,60.40215492248535
0,2676361,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,02:36:25,960.7782189846039,900,60.77821898460388
0,2676367,0,64,00:16:00,gordon.sdsc.xsede.org,08/31/2016,02:52:31,960.7060070037842,900,60.70600700378418
0,2676371,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,03:08:37,960.7704708576202,900,60.77047085762024
0,2676375,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,03:24:44,959.853581905365,900,59.85358190536499
0,2676379,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,03:40:49,960.8961379528046,900,60.896137952804565
0,2676381,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,03:56:56,960.8490700721741,900,60.84907007217407
0,2676384,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,04:13:02,960.7098038196564,900,60.70980381965637
0,2676389,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,04:29:08,959.8436870574951,900,59.84368705749512
0,2676394,0,64,00:16:00,gordon.sdsc.xsede.org,08/31/2016,04:45:13,960.3331940174103,900,60.33319401741028
0,2676397,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,05:01:19,960.7826030254364,900,60.7826030254364
0,2676403,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,05:17:26,960.7674169540405,900,60.76741695404053
0,2676410,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,05:33:32,960.1518881320953,900,60.15188813209534
0,2676414,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,05:49:38,960.7718510627747,900,60.77185106277466
0,2676419,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,06:05:44,960.7935569286346,900,60.793556928634644
0,2676422,0,64,00:16:00,gordon.sdsc.xsede.org,08/31/2016,06:21:51,960.7820150852203,900,60.78201508522034
05:48:04,2676434,35:09:02,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,06:37:57,961.051598072052,900,61.051598072052
06:04:33,2676440,33:09:30,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,07:10:10,1503.3921320438385,900,603.3921320438385
0,2676465,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,07:35:19,960.7886381149292,900,60.7886381149292
05:05:41,2676482,32:28:13,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,07:51:26,1502.802237033844,900,602.802237033844
0,2676508,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,08:16:34,960.7874040603638,900,60.78740406036377
0,2676533,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,08:32:41,959.7892370223999,900,59.7892370223999
0,2676548,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,08:48:47,960.6711161136627,900,60.67111611366272
0,2676584,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,09:04:53,960.7919960021973,900,60.791996002197266
0,2676637,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,09:21:00,960.8682358264923,900,60.86823582649231
0,2676647,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,09:37:06,960.5506870746613,900,60.550687074661255
0,2676653,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,09:53:11,960.7348248958588,900,60.734824895858765
0,2676674,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,10:09:19,960.5353698730469,900,60.535369873046875
0,2676686,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,10:25:24,960.1038110256195,900,60.10381102561951
0,2676717,0,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,10:57:36,959.8007748126984,900,59.800774812698364
05:46:12,2676730,36:48:10,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,11:13:41,959.928062915802,900,59.928062915802
04:29:44,2676767,32:47:38,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,11:29:47,960.1804361343384,900,60.18043613433838
06:30:14,2676794,71:05:49,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,11:45:52,960.7869760990143,900,60.78697609901428
06:30:14,2676802,71:05:43,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,12:01:59,960.7670450210571,900,60.76704502105713
0,2676827,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,12:34:12,960.7326729297638,900,60.732672929763794
0,2676850,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,12:50:18,960.7574210166931,900,60.757421016693115
0,2676870,0,64,00:16:00,gordon.sdsc.xsede.org,08/31/2016,13:06:25,960.7400188446045,900,60.74001884460449
0,2676883,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,13:22:31,960.7615089416504,900,60.76150894165039
0,2676903,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,13:38:37,960.7462868690491,900,60.74628686904907
0,2676921,0,64,00:16:00,gordon.sdsc.xsede.org,08/31/2016,13:54:44,960.7494640350342,900,60.74946403503418
0,2676933,0,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,14:10:50,960.7884540557861,900,60.78845405578613
0,2676949,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,14:26:56,960.7746179103851,900,60.77461791038513
0,2676966,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,14:43:02,960.7431790828705,900,60.74317908287048
0,2676995,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,14:59:09,960.7817950248718,900,60.781795024871826
0,2677046,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,15:15:15,960.7866649627686,900,60.786664962768555
0,2677066,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,15:31:22,960.7555139064789,900,60.75551390647888
0,2677084,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,15:47:30,959.8109750747681,900,59.810975074768066
0,2677097,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,16:03:35,960.4731409549713,900,60.47314095497131
0,2677118,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,16:19:41,960.2662169933319,900,60.26621699333191
06:43:42,2677131,146:03:49,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,16:35:47,960.9933891296387,900,60.99338912963867
06:43:42,2677141,146:03:43,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,16:51:54,960.8416848182678,900,60.84168481826782
06:54:25,2677156,146:25:40,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,17:08:00,961.0950150489807,900,61.09501504898071
16:52:12,2677167,116:25:00,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,17:24:07,3072.8054189682007,900,2172.8054189682007
0,2677192,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,18:15:26,960.7650349140167,900,60.765034914016724
0,2677196,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,18:31:32,960.7666389942169,900,60.76663899421692
0,2677203,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,18:47:38,960.7403619289398,900,60.74036192893982
06:55:34,2677241,146:24:12,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,19:03:44,961.0430688858032,900,61.04306888580322
16:51:38,2677254,116:23:14,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,19:19:51,2228.0603971481323,900,1328.0603971481323
0,2677274,0,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,19:57:05,959.9139380455017,900,59.91393804550171
0,2677284,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,20:13:11,960.7519648075104,900,60.751964807510376
16:14:43,2677313,125:55:08,32,00:16:00,gordon.sdsc.xsede.org,08/31/2016,20:29:17,1021.0816049575806,900,121.08160495758057
0,2677324,0,16,00:16:00,gordon.sdsc.xsede.org,08/31/2016,20:46:23,959.7717850208282,900,59.77178502082825
