Day,[1728] Wait Hours: Per Job,[112] Wait Hours: Per Job,[320] Wait Hours: Per Job,[224] Wait Hours: Per Job,[1440] Wait Hours: Per Job,[336] Wait Hours: Per Job,[384] Wait Hours: Per Job,[496] Wait Hours: Per Job,[448] Wait Hours: Per Job,[272] Wait Hours: Per Job,[720] Wait Hours: Per Job,[624] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[304] Wait Hours: Per Job,[256] Wait Hours: Per Job,[96] Wait Hours: Per Job,[768] Wait Hours: Per Job,[240] Wait Hours: Per Job,[32] Wait Hours: Per Job,[528] Wait Hours: Per Job,[512] Wait Hours: Per Job,[48] Wait Hours: Per Job,[64] Wait Hours: Per Job,[128] Wait Hours: Per Job,[16] Wait Hours: Per Job,[672] Wait Hours: Per Job,[576] Wait Hours: Per Job,[992] Wait Hours: Per Job,[144] Wait Hours: Per Job,[160] Wait Hours: Per Job,[736] Wait Hours: Per Job,[80] Wait Hours: Per Job,[640] Wait Hours: Per Job,[368] Wait Hours: Per Job,[480] Wait Hours: Per Job,[192] Wait Hours: Per Job,[208] Wait Hours: Per Job,[400] Wait Hours: Per Job,[288] Wait Hours: Per Job,[176] Wait Hours: Per Job,[8] Wait Hours: Per Job,[704] Wait Hours: Per Job
2011-08-11,0,156.65373200,0,0,0,0,0,0,0,0,0,0,0,0,0,22.20000000,0,0,3.62631304,0,0.00000000,0.00070000,12.50463929,0.00000000,2.90320677,0,0,0,1.82835000,34.65280000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-08-12,0,105.82132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02150909,0,0,1.48450541,0,12.43970000,0.00000000,4.57433333,0,0.55307902,0,0,0,8.37750000,0.16640000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-13,0,24.32148627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86015000,0,0,0.17526316,0,0,0,3.75416250,0,1.33943813,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-14,0,33.68921875,0,7.27242778,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,5.71679231,0,0,0.00080000,8.59370000,71.96250000,0.46442672,0,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-15,0,23.37453333,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28270000,0,0,1.84046923,0,0,0.00045000,5.09255263,0.25797500,3.59212152,0,0,0,7.74710000,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-16,0,0,0,23.17940000,0,0,0,0,0,0,0,0,0,0,0.00078000,0.00155000,0,0,0.05781951,0,0,0.15110000,1.08957632,2.82895000,1.13236688,0,0,0,0.00000000,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-17,0,0,0,43.91989315,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00320000,0,0,0.34027250,0,0,0.00710000,0.18071951,0.00000000,0.27385353,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-18,0,0,0,23.48790000,0,0,0,0,0,0,0,0,0,0,9.98600000,0.88985000,0,0,0.60239545,0,13.93610000,0.03771429,1.41722174,0.94220000,0.71420146,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-19,0,0,0,47.81350625,0,0,0,0,0,0,0,0,0,0,14.67780000,2.13480000,0,0,0.85382500,0,0.00080000,0.39080000,1.38390000,3.84965000,1.65638158,0,0,0,0,1.13630000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-20,0,0,0,65.26369259,0,0,0,0,0,0,0,0,0,0,0,3.00124000,0,0,0.58286667,0,25.25440000,2.27330000,9.71123182,23.29253333,0.65183529,0,0,0,0,2.26060000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-21,0,0,0,44.13860000,0,0,0,0,0,0,0,0,0,0,0,3.12000000,0,0,0.65641111,0,0.00000000,0.38810000,20.14034167,33.87810000,0.99413027,0,0,0,0,0.19330000,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-22,0,0,0,58.30407778,0,0,0,0,0,0,0,0,0,0,0.99790000,0.72694286,0,0,1.00038857,0,3.53165000,0.25186667,4.00963952,0.56985000,0.68936618,0,0,0,0,1.26276667,0,3.32500000,1.61690000,0,0,0.91203333,0,0,0,0,0,0
2011-08-23,0,0,0,68.37499048,0,0,0,0,0,0,0,0,12.92960000,0,11.61720000,3.79953000,0,0,0.24575000,0,0,1.28271250,2.00288481,0.71750000,0.64845689,0,0,0,0,3.11440000,0,3.88445000,0,0,0,11.29440000,0,0,0,0,0,0
2011-08-24,0,0,0,77.49220556,0,0,0,0,0,0,0,0,0,0,0.61640000,2.40612857,0,0,2.05192759,0,0,0.60188500,1.86269800,0.84011429,1.24484615,0,0,0,0,0.03390000,0,0.00000000,0,0,0,2.55280000,0,0,0,0,0,0
2011-08-25,0,0,0,69.59790952,0,0,0,0,0,0,0,0,0,0,31.70110000,1.49344000,0,0,2.66087857,0,0,0.32786667,5.83376667,0.17734444,0.92868317,0,0,0,0,0.40060000,0,0.00170000,0,0,0,2.33830000,0,0,0,0,0,0
2011-08-26,0,0,0,61.50671935,0,0,0,0,0,0,0,0,0,0,0.44280000,6.28270000,0,0,0.07182703,0,0,0.19570000,3.80473654,0.15090000,0.41400449,0,0,0,0,0.58040000,0,0.00000000,0,0,0,0.86220000,0,0,0,0,0,0
2011-08-27,0,0,0,35.92014783,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.16989375,0,0,2.34035882,15.53945385,12.12460000,0.88701975,0,0,0,0,0.24335000,0,0,0,0,0,1.94085000,0,0,0,0,0,0
2011-08-28,0,0,0,37.48310952,0,0,0,0,0,0,0,0,0,0,0,0.01265000,0,0,0.00110000,0,13.56260000,0.00470000,0.09355500,0.00000000,1.15226977,0,0,0,0,0.51680000,0,0,0,0,0,0.00426667,0,0,0,0,0,0
2011-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49632500,10.29080000,0,0,1.00220000,0,0.25520000,0.14214444,4.56445714,0.90729167,0.49684204,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2011-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74438333,0.00000000,0,0,0.79227083,0,0.00000000,7.31201818,1.43504762,0.17360000,2.55609037,0,0,0,0,2.76210000,0,2.42500000,0,0,0,0.53440000,0,0,0,0,0,0
2011-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13680000,15.32083333,0,0,1.10032414,0,3.41860000,1.31726000,9.69003600,8.99445000,8.00159600,0,0,0,0,1.03720000,0,1.52360000,0,0,0,1.28530000,0,0,0,0,0,0
2011-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95304000,0.00070000,0,0,2.60244151,0,0.34140000,0.65890000,1.68142667,5.34115000,1.22837500,0,0,0,0,0.00000000,0,0.65379500,0,0,0,0,0,0,0,0,0,0
2011-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22890000,0.19125000,0,0,8.15404359,0,0.00000000,3.92065714,7.90380000,0.39220000,1.50183649,0,0,0,0,0.48670000,0,1.83015000,0,0,0,0,0,0,0,0,0,0
2011-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53872000,0.00000000,0,0,13.96856471,6.20250000,0.00000000,12.49605714,16.92220323,6.86442500,2.10876691,0,0,0,1.32750000,27.81940000,0,3.81077500,0,0,0,0,0,0,0,0,0,0
2011-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,43.39440000,0,0,1.20434286,6.26370000,0,2.87455909,24.06630345,0.41280000,0.42704318,0,0,0,0.00000000,3.64750000,0,2.24445000,0,0,0,0,0,0,0,0,0,0
2011-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66205000,0.00000000,0,0,4.43676429,3.68156667,3.04390000,4.00393333,3.82289412,9.63695000,6.08238545,0,0,0,0.00000000,0.00000000,0,2.75781429,0,0,0,0,0,0,0,0,0,0
2011-09-06,0,0,0,1.48360000,0,0,0,0,0,0,0,0,0,0,6.34473333,2.02870000,0,0,2.43788947,0,6.00280000,7.26454118,2.39683200,4.48027500,2.43950783,0,0,0,0,0.32970000,0,0.62280000,0,0,0,0,0,0,0,0,0,0
2011-09-07,0,0,0,20.36011000,0,0,0,0,0,0,0,0,0,0,1.60110000,4.07250000,0,0,0.39795000,0,27.00750000,0.00140000,0.96447258,0.94520000,0.31141471,0,0,0,0,0.00000000,0,0.05905000,0,0,0,0,0,0,0,0,0,0
2011-09-08,0,9.64661143,0,36.76438696,0,0,0,0,0,0,0,0,0,0,1.42583333,6.63560000,0,0,0.97966111,0,0,0.16745714,0.85781379,2.86706667,0.15366512,0,0,0,0,0,0,0.42415000,0,0,0,0,0,0,0,0,0,0
2011-09-09,0,23.22250000,0,35.08330000,0,0,0,0,0,0,0,0,0,0,3.76800000,0.00000000,0,0,3.45458750,0,2.94713333,2.53707500,4.99576071,3.51935000,0.78125841,0,0,0,0,1.83810000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-09-10,0,37.61756000,0,0,0,0,0,0,0,0,0,0,0,0,20.34943333,11.51390000,0,0,9.48344211,0,9.47585000,0.87680000,3.64457500,3.28300000,5.16152069,0,0,0,0,12.98610000,0,14.34530000,0,0,0,0,0,0,0,0,0,0
2011-09-11,0,59.74231667,0,0,0,0,0,0,0,0,0,0,0,0,53.27190000,0.67670000,0,0,3.48616000,0,0,2.75936667,27.55557692,13.53280000,2.89489114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-12,0,81.15723500,0,0,0,0,0,0,0,0,0,0,0,0,31.94203333,0.17540000,0,0,5.07091600,0,1.45985000,3.03444000,13.36052553,9.41911111,0.74151057,0,0,0,0,3.10515000,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-13,0,99.19012500,0,134.94743571,0,0,0,0,0,0,0,0,0,0,13.67950000,3.59655000,0,0,3.46738750,0,0.00000000,0.88696667,1.22882368,1.35210000,0.32333149,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0.93230000,0,0
2011-09-14,0,0,0,13.09216667,0,0,0,0,0,0,0,0,0,0,0.43222500,0.32320000,0,0,1.77617778,0,0,0.20610000,1.37316167,0.48790000,0.49269912,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-15,0,13.01580000,2.45470000,45.79564211,0,0,0,0,0,0,0,0,0,0,1.22603750,5.87890000,0,0,2.82894419,0,0,6.79482000,5.12437917,3.87170000,1.09915429,0,0,0,0,0.00000000,0,6.36180000,0,0,0,0,0,0,0,0,0,0
2011-09-16,0,49.46140000,0,41.82030000,0,0,0,0,0,0,14.38530000,0,0,0,0.68780000,4.07360000,0,0,7.06492909,0,0,0.30835000,10.59531538,2.13293333,0.32704743,0,0,0,0,18.84420000,0,7.25540000,0,0,0,0,0,0,0,0,0,0
2011-09-17,0,60.14156667,21.29470000,65.05670000,0,0,0,0,0,0,0,0,0,0,14.76180000,5.74613333,0,0,11.66724615,0,0,0.59280000,2.28516875,1.77155000,0.48243820,0,0,0,0,4.15170000,0,1.69457500,0,0,0,0,0,0,0,0,0,0
2011-09-18,0,81.16067143,0,97.54088571,53.05000000,0,0,0,0,0,0,0,0,0,2.53220000,0.26735000,0,0,7.92206154,0,0,8.00500000,5.63468462,0.87142857,1.11596364,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-09-19,0,3.93360000,0,96.65445833,0,0,0,0,0,0,7.75170000,0,0,0,0.23445000,7.80651000,0,0,2.35449245,0,0,0.68700833,0.95194333,3.15951250,0.63185931,0,0,0,0,1.23430000,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-20,0,18.88861250,0,132.03735000,0,0,0,0,0,0,0,0,0,0,12.86182500,2.26585000,0,0,0.67814583,0,0,1.09721667,12.01122973,6.13414545,0.56770390,0,0,0,0,0.00000000,0,35.41790000,0,0,0,0,0,0,0,0,0,0
2011-09-21,0,35.17916667,0,0,0,0,0,0,0,0,0,0,0,0,2.40750000,14.27640000,0,0,2.49702791,0,0,2.90526667,4.13866774,6.83377500,0.24720075,0,0,0,0,1.28250000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-09-22,0,70.91298750,0,0,0,0,0,0,0,0,11.91860000,0,0,0,8.95500000,0.76640000,0,0,5.43986190,0,6.21140000,6.21775294,4.92120625,3.96712000,0.64685922,0,0,0,0,0.72500000,0,1.51670000,0,0,0,0,0,0,0,0,0,0
2011-09-23,0,86.04852000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,1.16610000,0.00000000,0,0,1.79633103,0,0,4.95060000,1.78149412,2.18712500,0.43707023,0,0,0,0,1.37170000,0,0.04110000,0,0,0,0,0,0,0,0,0,0
2011-09-24,0,111.33583889,0,0,0,0,0,0,0,0,0,0,0,0,5.33835000,32.48920000,0,0,3.42384904,0,0,3.45948571,0.05320000,2.87665000,2.61049118,0,0,0,0,8.18310000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-09-25,0,133.01052500,0,0,0,0,0,0,0,0,0,0,0,0,2.26730000,0.00000000,0,0,1.05361765,0,0,7.68890000,0.40781538,2.55970000,0.09892195,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-09-26,0,133.08500000,0,44.81719118,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00155000,0,0,5.32790698,0,0,6.91629412,0.85116957,1.71616667,0.91102771,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-27,0,141.49568000,0,92.12900909,0,0,0,0,0,0,0,0,0,0,12.48636667,0.00000000,0,0,7.84848152,0,0,5.61850000,1.28257333,5.73848571,1.16951538,0,0,0,0,0,0,0.43836667,0,0,0,0,0,0,0,0,0,0
2011-09-28,0,0.00000000,0,59.80463333,0,0,0,0,0,0,0,0,0,0,8.36185000,5.79984000,0,0,16.74241967,0,0,0.33310000,2.38665455,3.63780000,2.19963182,0,0,0,0,0,0,0.16016667,0,0,0,0,0,0,0,0,0,0
2011-09-29,0,0,0,99.17380000,0,0,0,0,0,0,0,0,0,0,10.19921667,22.19020000,0,0,36.20572424,0,0,19.50250000,6.92670952,16.30281250,0.83723590,0,0,0,0,19.75940000,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30,0,0,0,95.92322424,0,0,0,0,0,0,0,0,2.90556667,0,0.96625000,8.74176667,0,0,25.07219639,0,0.68915000,0.02550000,0.54237692,4.15917143,0.69448383,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,0,0,0,105.88187273,0,0,0,0,0,0,0,0,0,0,0.00000000,2.21646667,0,0,6.22068881,0,0,8.40151111,1.75022222,2.27535714,0.24360000,0,0,0,0,0,0,0.15580000,0,0,0,0,0,0,0,0,0,0
2011-10-02,0,152.23652500,0,131.92056282,0,0,0,0,0,0,0,0,0,0,150.58110000,19.00275000,0,0,8.89512514,0,0,12.98212308,0.98296000,4.06718000,1.06367379,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-10-03,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,32.25805000,7.75280000,0,0,1.32428750,0,0,0.60185333,0.36857500,0.66906875,0.73628395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-04,0,0,0,0,0,0,0,0,0,0,0,0,16.00180000,0,11.40835000,0,0,0,2.84277500,0,12.98750000,19.85526667,12.16896667,15.23963333,4.59181731,0,0,0,0,13.54040000,0,0,9.03310000,0,0,0,0,0,0,0,0,0
2011-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,1.61522500,34.90280000,0,0,1.81464125,0,1.89600000,11.21301233,10.21500444,4.73625000,16.88840372,0,0,0,0,2.00056000,0,7.63470000,0,0,0,0,0,0,0,0,0,0
2011-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08830000,0.00000000,0,0,2.95062424,0,1.50330000,2.15363750,2.16485000,0.32842500,0.20109416,0,0,0,0,1.60220000,0,1.39843333,0,0,0,0,0,0,0,0,0,0
2011-10-07,0,0,0,0,0,0,0,0,0,0,0,0,9.72195000,0,4.74690000,4.35420000,0,0,7.72897624,0,3.48970000,8.66992727,3.55685000,2.37956000,0.90231739,0,0,0,0,12.51920000,0,15.34560000,0,0,0,0,0,0,0,0,0,0
2011-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94094000,0.00000000,0,0,14.21491224,0,0.00000000,12.97369474,4.72045882,0.21942143,0.01965938,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080000,0.00000000,0,0,3.53917540,0,0.00100000,0.01278182,0.45651250,0.18325385,0.17172830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17710769,0,0,0,0.00591250,0.00600000,0.04019565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-10-12,0,0,0,0,0,0,2.18860000,0,0,0,0,0,0,0,8.32565000,14.13840000,2.18140000,0,13.68708222,0,1.69172000,12.10945484,12.60329412,3.09355000,3.10297182,0,0,0,0,30.65900000,0,2.63648000,0,0,5.14690000,1.09890000,0,0,0,0,0.00000000,0
2011-10-13,0,0.00125000,0,0,0,0,0,0,0,0,0,0,0,0,0.37030000,0.00000000,0,0,0.50799815,0,1.69335000,0.02780000,2.05305652,0.96185000,0.23533297,0,0,0,0,0,0,0.32513077,0,0,0.00080000,0,0,0,0,0,0,0
2011-10-14,0,0,0,0,0,0,0,0,0,0,0,0.00080000,0,0,0.00630000,0.00000000,0,0,0.04643500,0,0.00490000,0.00083333,0.06574145,0.09805548,0.01466406,0,0,0,0,0.00394444,0,0.00175000,0,0,0.00000000,0,0,0,0,0,0,0
2011-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00110000,0.00920500,0,0,1.10695000,0.01264286,0.01753529,0.00298671,0,0,0,0,0.00000000,0,0.00080000,0,0,0,0,0,0,0,0,0,0
2011-10-16,0,0,0,0,0,0,0,0,0,0,0,19.30320000,0.00060000,0,0.00127500,0.00110000,0,0.00072500,0.05966500,0,0.00066667,0.00071111,0.00493333,0.00176667,0.07348267,0,0,0,0,0.00060000,0,0.00080000,0,0,0,0,0,0,0,0,0,0
2011-10-17,0,0,0,0,0,0,0,0,0,0,0,0.00110000,0,0,0.00090000,0.00327500,0,0,0.15316000,0,0.00270000,0.00070000,0.00310000,0.00356000,0.03509006,0,0,0,0,0.00090000,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-10-18,0,0.00110000,0,0.00060000,0,0,0,0,0,0,0,0,0,0,3.66235000,0.00000000,0,0,0.00476429,0,0.00078000,0.00072500,0.03982381,0.00053333,0.00397007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,0,0,0,0.00242000,0,0,0,0,0,0,0,0,0,0,0.00396667,0.00110000,0,0,0.18534545,0,0,12.13923478,0.41699474,1.00600000,0.67808725,0,0,0,0,0,0,0,0,3.06530000,0,0,0,0,0,0,0,0
2011-10-20,0,0.90610000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,4.29390000,0.41431818,0,0,0.09468636,0,0.13830000,0.14166000,3.91615556,1.05186875,0.07724339,0,0,0,0,0,0,0,0,2.43030000,0,0.00250000,0,0,0,0,0,0
2011-10-21,0,0,0,1.12042500,0,0,0,0,0,0,0,0,0,0,0.00695000,0.00000000,0,0,0.36757692,0,3.90580000,1.11819545,0.12594000,0.42207222,0.25940119,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2011-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79565000,27.11690000,0,0,1.58224444,0,0.00093333,0.00140000,2.28285714,0.35945556,0.48612133,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2011-10-23,0,0.00075714,0,0.69056000,0,0,0,0,0,0,0,0,0,0,0.00060000,36.64193333,0,0,9.24056667,0,0.00060000,0.00000000,24.52363333,36.71530000,0.63460444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-24,0,23.28330000,0,13.70250000,0,0,0,0,0,0,0,0,0,0,0.56970000,1.02730000,0,0,4.19852727,0,12.19670000,3.00874000,7.58784000,9.95544000,5.24413929,0,0,0,0,4.29690000,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26535000,3.79713333,0,1.97890000,1.47205000,0,0.02830000,1.19100000,1.14573333,5.08777500,1.07806319,0,0,0,0,2.68485000,0,0.29725000,0,0,0,0,0,0,0,0,0,0
2011-10-26,0,0.00063333,0,0,0,0,0,0,0,0,0,0,0,0,6.07337778,0.00000000,0,0,0.78460323,0,0,6.01378750,6.04239310,4.85230000,1.16556517,0,0,0,1.73420000,3.37230000,0,0.87515000,0,0,0,0,0,0,0,0,0,0
2011-10-27,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,21.31905000,0.12765000,0,0,5.93601236,0,0,0.90632857,2.90117333,0.43369000,0.12733649,0,0,0,0.00000000,0.08662000,0,1.51086667,0,0,0,0,0,0,0,0,0,0
2011-10-28,0,0,0,3.26190000,0,0,0,0,0,0,0,0,0,0,2.63945000,5.82773077,0,0,0.29697632,0,0,0.54019091,2.47719444,0.18067778,0.28170054,0,0,0,1.89640000,0.29140000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-10-29,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,4.85920000,35.74860000,0,0,0.04551667,0,0,4.07343636,6.30895143,0.76257500,0.15136000,0,0,0,0.00000000,0.58695000,0,3.27030000,0,0,0,0,0,0,0,0,0,0
2011-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39900000,0,0,0,0.17921786,0,1.73070000,0.69191176,2.50965556,0.84926667,0.30641316,0,0,0,0,1.65170000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04996444,0,0.00000000,0.99970000,0.61476500,0.86910455,0.01626040,0,0,0,0.00060000,0.00080000,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-11-01,0,0,3.02186667,8.87406667,0,0,0,0,0,0,0,0,0,0,2.04944000,3.78640000,0,0,1.90659130,0,1.74040000,4.46265000,0.81054118,6.59375000,0.04892911,0,0,0,0.69985000,0.71231111,0,0,0,0,0,0,0,0,0.37680000,0,0,0
2011-11-02,0,0,18.00220000,39.79875000,0,0,0,0,14.55930000,0,0,0,0,0,26.95310000,0,0,22.37250000,12.46586667,0,20.57420000,18.77871111,8.35362500,49.67030000,4.78288846,0,0,0,10.03000000,16.00610000,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2011-11-03,0,0,0.00000000,59.02595000,0,0,0,0,0.00000000,0,0,0,0,0,4.69301429,121.50206000,0,0,6.22840000,0,9.76750000,3.15679091,5.74952727,57.71057143,2.86670429,0,0,0,0.33665000,3.70488000,0,0,0,0,0,0,0,0,2.48830000,0,0,0
2011-11-04,0,0,4.90640000,76.58080000,0,0,11.10605000,0,10.02470000,0,0,0,0,0,11.56675000,5.24410000,0,0,4.47003750,0,5.78945000,6.77213750,5.98575862,53.37194000,0.64534068,0,0,0,1.38215000,5.33733333,0,0,0,0,0,0,0,0,1.85420000,0,0,0
2011-11-05,0,0,6.18843333,100.44286667,0,0,30.65640000,0,0.00000000,0,0,0,0,0,4.96405000,7.59922500,0,0,7.37292581,0,7.25070000,3.13305000,2.93943333,47.39885000,0.97879079,0,0,0,0,3.38235000,0,0,0,0,0,0,0,0,0,0,0,0
