title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2012-02-01,2012-07-31
---------
Day,"[14] Wait Hours: Per Job","[32] Wait Hours: Per Job","[11] Wait Hours: Per Job","[17] Wait Hours: Per Job","[8] Wait Hours: Per Job","[1] Wait Hours: Per Job","[10] Wait Hours: Per Job","[6] Wait Hours: Per Job","[15] Wait Hours: Per Job","[9] Wait Hours: Per Job","[19] Wait Hours: Per Job","[16] Wait Hours: Per Job","[2] Wait Hours: Per Job","[7] Wait Hours: Per Job","[13] Wait Hours: Per Job","[4] Wait Hours: Per Job","[20] Wait Hours: Per Job","[30] Wait Hours: Per Job","[64] Wait Hours: Per Job","[3] Wait Hours: Per Job","[18] Wait Hours: Per Job","[24] Wait Hours: Per Job","[12] Wait Hours: Per Job","[5] Wait Hours: Per Job","[48] Wait Hours: Per Job"
2012-02-20,0,1.57772778,0,0,0.92706000,0.37657382,0,0,0,0,0,0.14360000,0.08694468,0,0,0.19495000,0,0,0,0.00640000,0,0,0,0,0
2012-02-21,0,1.03030000,0,0,1.79007143,7.22553969,0,0,0,0,0,12.78760000,0.12005283,0,0,3.09496000,0,0,0,1.11352857,0,0,0,0,0
2012-02-22,0,4.57496429,0,0,2.97392857,2.91375855,0,0,0,2.79180000,0,21.53547500,0.77214747,0,0,0.31390435,0,0,0,2.60200000,0,0,0,0,0
2012-02-23,0,1.58502381,0,0,1.00611818,1.45219593,0,0,0,0.00000000,0,27.58855714,0.44083093,0,0,0.40941222,0,0,0,0.20565000,0,0,0,0,0
2012-02-24,0,1.40262500,0,0,0.68956000,0.84573094,0,0,0,0.25560000,0,11.62825000,0.46008387,0,0,0.20975275,0,0,0,0.00930000,0.01000000,0,0,0,0
2012-02-25,0,7.79455714,0,0,4.26808065,2.01866912,0,0,0,0.00000000,0,0.26390000,4.96759130,0,0,2.38484286,0,0,0,0.02210000,0,0,0,0,0
2012-02-26,0,10.65428780,0,0,3.93772500,1.92930998,0,0,0,2.47530000,0,1.60000000,6.35467130,0,0,0.25478958,0,0,0,1.62336923,0,0,0,0,0
2012-02-27,0,2.18454286,0,0,0.11957500,2.04766880,0,0,0,0.00000000,0,0.06970000,0.19044568,0,0,0.37377255,0,0,0,0.16701667,0,0,0,0,0
2012-02-28,0,0.71000000,0,0,0.12340000,1.52572068,0,0,0,0.00000000,0,0,0.09597000,0,0,0.33614947,0,0,0,0.97657273,0,0,0,0,0
2012-02-29,0,0.68190000,0,0,0.84570000,3.80594665,0,0,0,0.00280000,0,5.17360000,0.36523226,0,0,1.05475128,0,0,0,3.17121250,0,0,0,0,0
2012-03-01,0,0.01571429,0,0,0.09702857,0.22491203,0,0,0,0.00000000,0,0.09382727,0.11716897,0,0,0.02742667,0,0,0,0.04668077,0,0,0,0,0
2012-03-02,0,5.63080000,0,0,3.47310000,2.08661506,0,0,0,5.65670000,0,3.89070000,4.08960169,0,0,10.78850000,0,0,0,4.56933333,0,0,0,0,0
2012-03-03,0,0,0,0,0.91681667,4.20510236,0,0,0,3.19110000,0,0.74810000,5.17007593,0,0,0.83777143,0,0,0,1.21555556,0,0,0,0.07610000,0
2012-03-04,0,0,0,0,0.06421667,0.75663533,0,0,0,0.00000000,0,0.00000000,5.37722727,0,0,0.02891667,0,0,0,0.01567419,0,0,0,0.00000000,0
2012-03-05,0,0.73240000,0,0,0.88745000,1.19775602,0,0,0,0,0,0,1.76370309,0,0,0.10455938,0,0,0,0.02979118,0,0,0,0,0
2012-03-06,0,1.84234194,0,0,1.43772105,4.71404676,0,0,0,0,0,1.08782727,2.50072692,0,0,1.39587500,0,0,0,4.47806000,0,0,0,0,0
2012-03-07,0,1.50070000,0,0,0.39737222,3.57379161,0,0,0,0,0,1.40560000,0.07502273,0,0,0.39198696,0,0,0,0.01437778,0,0,0,0,0
2012-03-08,0,1.27188000,0,0,4.14169730,4.25052815,0,0,0,0,0,0.25021667,0.11735692,0,0,0.04443600,0,0,0,1.05806000,0,0,0.11420000,0,0
2012-03-09,0,0.00000000,0,0,3.83562069,1.06279500,0,0,0,0,0,0.16725000,0.65857526,0,0,0.32166042,0,0,0,0.14623333,0,0,0,0,0
2012-03-10,0,2.27000000,0,0,2.77465748,2.33048151,0,0,0,0,0,0.00000000,1.58273860,0,0,0.02720000,0,0,0,1.42140000,0,0,0,0,0
2012-03-11,0,0.01610000,0,0,1.97246500,3.26461657,0,0,0,0,0,0,1.68340000,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2012-03-12,0,0.15440000,0,0,5.09326310,8.57896107,0,0,0,0,0,0,0.74306889,0,0,0.08985556,0,0,0,0,0,0,0,0,0
2012-03-13,0,1.44085000,0,0,7.25686515,6.04382704,0,0,0,0,0,0.96060000,1.49426389,0,0,0.07095714,0,0,0,9.94843333,0,0,0,0,0
2012-03-14,0,3.22450000,0,0,18.33899444,7.32347777,0,0,0,0,0,5.85280000,3.93336170,0,0,0.07397500,0,0,0,24.24375000,0,5.10860000,0,0,0
2012-03-15,0,2.12230000,0,0,7.97945593,9.13363367,0,0,0,0,0,1.68310000,7.99689592,0,0,0.62095625,0,0,0,9.59885000,0,0,0,0,0
2012-03-16,0,2.21333333,0,0,2.16757333,5.67424111,0,0,0,0,0,0,1.44084333,0,0,1.59280833,0,0,0,10.72860000,0,0,0,0,0
2012-03-17,0,0.00000000,0,0,1.69305882,4.04775461,0,0,0,0,0,0,0.77058909,0,0,0.60295714,0,0,0,2.06347500,0,0,0,0.19750000,0
2012-03-18,0,4.00440000,0,0,2.81216212,16.39756251,0,0.65470000,0,0,0,0,0.92931778,0,0,0.17686667,0,0,0,1.43555000,0,0,0,0.41920000,0
2012-03-19,0,2.62936667,0,0,2.39583200,15.55410501,0,0.97140000,0,0,0,0.06905000,0.35190309,0,0,0.23581250,0,0,2.01310000,1.44390000,0,0,0,0,0.40515000
2012-03-20,0,2.03710000,0,0,1.91804138,26.48954756,0,0.00000000,0,0,0,1.65103333,0.14577160,0,0,0.13610588,0,0,0,0.00000000,0,0,0,0,0
2012-03-21,0,2.26062500,0,0,2.50328163,3.86349189,0,0.03440000,0,1.45420000,0,1.20670000,0.19814096,0,0,0.22660000,0,0,0,3.81662000,0,0,0,0,0
2012-03-22,0,8.79640000,0,0,2.63384578,12.73445719,0,3.63500000,0,0.00000000,0,2.64757500,0.95328440,0,0,0.41181111,0,0,0,6.88825000,0,0.16330000,0,0,0
2012-03-23,0,6.74193333,0,0,2.06409189,10.88641436,0,10.92060000,0,0.52220000,0,1.93151429,2.02403662,2.49806667,0,4.80456429,0,0,0,2.12558000,0,0,0,0.73860000,0
2012-03-24,0,1.92640000,0,0,1.42605000,24.64612665,0.80720000,1.01890000,0,0.09500000,0,0.00000000,1.34644722,0,0,3.35438000,0,0,0,0.45620204,0,0,0,1.53060000,0
2012-03-25,0,0.00000000,0,0,4.19628000,26.83789392,0.75440000,0.00000000,0,0.61220000,0,2.71480000,0.26423590,0.69625000,0,0.30981875,0,0,0,0.55014348,0,0,0,0.53416667,0
2012-03-26,0,0,0,0,1.06572059,6.47532970,0,0.01060000,0,0.00000000,0,2.12110000,0.15284578,0.62290000,0,0.16574444,0,0,0,0.15940000,0,0.02693333,0,0.00000000,0
2012-03-27,0,16.28076667,0,0,7.72081429,16.30771958,0,9.05405000,0,1.65080000,0,14.39577500,3.52041889,10.64320000,0,3.15565385,0,0,0,2.75348214,0,0,0,0,0
2012-03-28,0,3.11103333,0,0,8.75668889,29.87856355,0,0.00000000,0,3.69810000,0,2.12210000,0.49882763,3.37833333,0,1.08098000,0,0,0,0.42462273,0,4.75640000,0,0,0
2012-03-29,0,1.41233333,0,0,2.85758750,19.43891812,0,2.01060000,0,0.00000000,0,2.13128000,0.10556044,0.00000000,0,0.59112903,0,0,0,0.20954884,0,0,0,0,0
2012-03-30,0,1.53985000,0,0,13.13170000,2.43320847,0,5.18360000,0,0.00000000,0,1.37906667,0.72247308,0,0,1.19677143,0,0,0,0.94035714,0,0,0,0,0
2012-03-31,0,4.63236250,0,0,18.73517778,19.64159676,0,0.32680000,0,0,0,0.00000000,0.21216462,0,0,0.26874074,0,0,0,0.36615783,0,0,0,0,0
2012-04-01,0,0.00000000,0,0,35.11932857,17.04343322,0,0.25265000,0,0.40390000,0,0.99780000,0.27621148,0.18280000,0,1.65431064,0,0,0,0.38968310,0,0,0,0,0
2012-04-02,0,1.48765000,0,0,1.92574444,22.47665783,0,0.00000000,0,0.00000000,0,1.09277500,6.61149714,0,0,1.23155263,0,0,0,1.14360000,0,0,0,0,0
2012-04-03,0,10.85676471,0,0,16.01901364,11.03735394,0,16.82710000,0,2.74330000,0,0.39281429,1.26974113,0,0,2.76242400,0,0,0,2.04492941,0,0,0,0,0
2012-04-04,0,1.86187500,0,0,9.42648228,5.07961974,0,0.00000000,0,0.00000000,0,1.33271250,1.56239909,0,0,6.26335143,0,0,0,1.87461081,0,0,0,0,0
2012-04-05,0,2.04435000,0,0,7.51572750,11.21210374,0,0,0,0.00000000,0,0.83425714,1.24025225,0,0,2.16442593,0,0,0,0.84328947,0,0,0,0,0
2012-04-06,0,3.73740000,0,0,1.13291176,13.30513942,0,0,7.26530000,0,0,0.78224167,0.49637822,0,0,2.96373500,0,0,0,0.63652192,0,0,0,0,0
2012-04-07,0,8.15975000,0,0,8.14045714,4.64326211,0,0,0,0,0,1.80053000,3.47084444,0,0,11.12218462,0,0,0,1.09095882,0,0,0,0,0
2012-04-08,0,4.43158750,0,0,1.95025000,11.06352606,0,0,0,0,0,1.94975714,1.18198182,0,0,5.03699091,0,0,0,0.59462857,0,0,0,0,0
2012-04-09,0,2.41025000,0,0,0.63329000,13.57191055,0.01060000,0,0,1.58546000,0,0.55240000,0.36652391,0,0,0.69807959,0,0,0,0.67816364,0,0,0,0.01250000,0
2012-04-10,0,0.00000000,0,0,2.45555000,2.74288996,0.00000000,0,0,1.34345000,0,1.25828000,1.87341667,0,0,3.77434783,0,0,0,1.80501220,0,0,0,0.01680000,0
2012-04-11,0,5.71390000,0,0,1.37586111,5.08058969,0,0,0,0.00000000,0,1.00982500,0.36888187,0,0,1.10458889,0,0,0,0.65283250,0,0,0,0.00000000,0
2012-04-12,3.34360000,4.19640000,5.39890000,0,5.75503548,3.37443248,5.44940000,5.87830000,3.25560000,3.12186667,0,2.10795000,1.15679700,5.82810000,5.13580000,2.27388000,0,0,0,1.06295641,0,0,5.18940000,6.16440000,0
2012-04-13,2.47210000,10.92000000,0,0,13.41209600,3.41535826,0,0,2.37710000,0.00000000,0,1.34305000,2.69304250,0,0,0.58170159,0,0,0,1.78923636,0,0,0,0,0
2012-04-14,0,0.00000000,10.16970000,0,26.81442000,7.70493750,10.22250000,11.96250000,0,11.68330000,3.94830000,11.99360000,4.76048966,11.91140000,6.01750000,0.84907500,3.69420000,0,0,3.13338214,3.48030000,0,6.01860000,12.01280000,0
2012-04-15,11.87220000,0.00000000,12.28810000,9.14330000,23.56458182,21.98686568,13.36610000,7.81345000,10.77250000,18.90640000,0,10.70670000,10.69557714,14.10310000,11.94640000,1.14156000,0,0,0,2.15496471,3.43640000,0,7.31625000,14.89310000,0
2012-04-16,0,4.30825714,0,0,3.78840714,17.89589792,0,0.00000000,0,0.00000000,0,1.50737692,0.84028322,0,0,22.48897000,0,0,0,1.13682941,0.00000000,0,11.95250000,0,0
2012-04-17,0,5.69910000,0,0,49.69316667,4.34131866,0,0.00000000,0,0,0,4.45820000,1.11050306,0,0,8.23195833,0,0,0,16.86110000,0.00000000,0,0,0,0
2012-04-18,0,7.11132500,0,0,7.62918571,6.95959434,0,13.98530000,0,0,0,2.31850909,0.77396850,0,0,11.37132105,0,0,0,1.60693333,0.00000000,0,0,14.21720000,0
2012-04-19,4.73330000,11.24776667,0,0,5.94091250,1.29657438,0,0.00000000,0,0,0,2.29370000,0.98585260,0,0,75.86188000,0,0,0,4.03050000,0.00000000,0,0,0,0
2012-04-20,2.37530000,0.00000000,0,0,20.17309444,6.29696871,0,0,0,0,0,10.90930000,3.17513864,0,0,42.51264167,0,0,0,2.63624000,0.00000000,0,0,0,0
2012-04-21,0.00000000,0.00000000,0,0,17.48043333,7.88908307,0,24.48750000,0,0,0,35.73034000,11.65172609,0,0,36.49484500,0,0,0,0.61176842,0.00000000,0,0.08060000,0,0
2012-04-22,0,19.33696667,0,0,0.05278750,14.75942997,0,0.00580000,0,0,0,0,1.76532500,0,0,2.05256486,0,0,0,0.25183818,0.00000000,0,0,0,0
2012-04-23,0.00500000,0.06780000,0,0,0.80485000,0.58052108,0.00810000,0.00000000,0,0,0,109.20125000,0.02893036,0,0,0.89498333,0,0,0,0.02381579,0.00000000,0,0,0,0
2012-04-24,2.61470000,32.25225000,0,0,4.50532381,2.09473103,0.00000000,15.13207500,0,0,0,42.24055000,4.17581781,0,0,2.08726122,0,0,0,14.91480000,0,0.00500000,0,0,0
2012-04-25,5.27000000,3.75130000,0,0,4.62321765,1.53524891,0,6.32330000,0,0,0,3.19975000,0.52275667,0,0,3.04633571,0,0,0,5.96130000,0,0,0,0,0
2012-04-26,2.44030000,4.13582000,0,0,6.28825294,3.44772099,0,15.11665000,0,0,0,2.54830000,1.73041545,0,0,2.96130909,0,0,0,13.44045000,0,0,0,24.64470000,0
2012-04-27,0,4.36625000,0,0,1.75529333,4.51976752,0,15.32470000,0,0,0,0.90456667,1.09013388,0,0,0.30413947,0,0,0,5.74256000,0,0,0,0.00000000,0
2012-04-28,0,12.87030000,0,0,10.21598571,4.79082902,0,28.29546000,0,17.86375000,0,3.73530000,10.83896667,0,0,3.87641875,0,0,0,27.14186667,0,0,0,0,0
2012-04-29,7.44220000,3.43735000,0,0,6.68732667,4.33331627,0,25.40620000,0,0.00000000,0,0,17.32325517,0,0,0.50805667,0,0,0,15.87560000,0,0,0,0,0
2012-04-30,0.00000000,0.00000000,0,0,5.01141250,2.62442881,0,2.36790000,0,1.12680000,0,0.25166667,9.83551129,0,0,0.47344524,0,0,0,0.61192000,0,0.06070000,0,0,0
2012-05-01,0.00000000,0.52546667,0,0,1.70586400,1.62034005,0,0.68635000,0,0.00170000,0,0.35349091,5.18868018,0,0.33852500,0.63656552,0,0,0,0.10640000,0,0,0,0,0
2012-05-02,0.00000000,1.17937500,0,0,2.23545333,1.83729380,0,1.50125000,0,3.89546667,0,1.16042353,0.79886045,0,1.90887500,0.82808986,0,0,0,1.24185556,0,0,0,4.73915000,0
2012-05-03,0,2.05555455,0,0,1.22520385,3.00407175,0,2.25920000,0,0.00000000,0,1.25410000,0.93693182,0,3.66070000,0.90462437,0,0,0,3.40122000,0,0,0,1.41945000,0
2012-05-04,0,5.89156667,0,0,9.25780333,5.42652460,0,16.30445000,0,1.88110000,0,0.01610000,4.33932273,0,11.46970000,2.56845000,0,5.15060000,0,0.00000000,0,0.04805000,0,7.49390000,0
2012-05-05,4.21250000,0.00000000,0,0,4.02713846,5.78839606,0,11.70820000,0,0.00000000,0,1.40610000,6.78506190,0,0.00000000,6.37237778,0,0,0,14.50175000,0,0,0,0.00000000,0
2012-05-06,0.00000000,0.00000000,0,0,0.07450000,0.96156225,0.05379000,0.00000000,0,0.00000000,0,0.06593333,0.00865882,0,0,0.08617500,0,0,0,0.00000000,0,0,0,0,0
2012-05-07,0.00000000,5.53266000,0,0,7.95001852,34.50602248,3.46153125,6.64060000,0,0,0,8.14587778,47.84317500,0,0,8.09206053,0,2.32585000,0,22.32853333,0,0,0,39.48020000,0
2012-05-08,6.76220000,2.82990000,0,0,2.42252353,0.85205590,1.43060000,0.99640000,0,0,0,0.53347857,1.25923279,0,0,0.38080930,0,0,0,3.93703333,0,0.03235000,0.20426667,0.00000000,0
2012-05-09,0.00000000,3.26665000,0,0,3.65974138,0.63811792,1.23080000,7.14250000,0,0.62370000,0,0.50867000,2.16750964,0,0,4.73770328,0,0,0,3.04435455,0,0,0,0.00000000,0
2012-05-10,7.52810000,4.47270000,0,0,3.77314000,2.08912312,0,19.81390000,0,0.00000000,0,3.71426667,11.93174595,0,0,1.17214400,0,0,0,2.20351818,0,0,0,7.04203333,0
2012-05-11,1.63725000,0.00000000,0,0,2.91311538,1.47050974,4.85665342,0.00000000,0,0.00000000,0,1.95316000,0.52085455,0,0,0.30866017,0,0,0,0.63156250,0,0,0,0.00000000,0
2012-05-12,1.86945000,0.00000000,0,0,1.41488667,29.97821634,6.17995610,29.44780000,0,0,0,0.46475000,9.51410000,0,0,16.42205882,0,0,0,7.62140000,0,0,0,0.00000000,0
2012-05-13,0.00000000,0,0,0,4.62768667,17.68380431,5.04841414,91.15330000,0,0,0,0.19762000,2.82482625,0,0,34.97035714,0,0,0,1.37596250,0,0,0,0.00000000,0
2012-05-14,0.00000000,5.68556667,0,0,1.84209474,6.74859642,4.33819000,0.00000000,0,5.49932500,0,0.25905000,0.18804434,0,7.65195000,1.93941111,0,0,0,0.06807895,0,0,0,0.00000000,0
2012-05-15,7.95110000,15.12963333,0,0,5.45608571,4.14367124,23.68221667,13.40595000,0,20.87810000,0,2.43876667,1.52794902,0,0,4.42991646,0,0,0,0.42696667,0,0,0,0.00000000,0
2012-05-16,0.00000000,0.20370000,0,0,5.17869500,7.97071681,20.84913913,0.50196000,0,0.00000000,0,0.52650000,10.59351042,0,0,12.67339444,0,0,0,15.53008333,0,0,0,1.39250000,0
2012-05-17,0.90640000,0.00000000,0,0,2.28022667,2.50281413,12.68356290,0.10500000,0,0,0,0.66000000,1.25770142,0,0,4.68280000,0,0,0,0.48023750,0,0,0,8.78420000,0
2012-05-18,0.00000000,2.00945000,0,0,1.66464762,1.32298789,0.00000000,22.44960000,0,0,0,2.10833333,2.08338977,0,3.05540000,27.24566667,0,0,0,4.26801875,0,0,0,2.45830000,0
2012-05-19,2.63750000,5.91592667,0,0,3.08616364,0.79196765,0,39.28095000,0,0,0,3.77624444,2.54821209,0,2.80905000,28.22370000,0,0,0,2.31942000,0,0,0,0.00000000,0
2012-05-20,0,3.95078000,0,0,7.81555806,0.14425833,0,0.00140000,0,0,0,9.19570000,0.07654000,0,0,8.96480976,0,0,0,0.00170000,0,0,0,0.00000000,0
2012-05-21,0,5.73747692,0,0,8.19314286,0.13679645,0,1.42670000,0,0,0,8.52176875,0.22982292,0,0,8.78453448,0,0,0,0.00190000,0,0,0.00190000,0.00000000,0
2012-05-22,5.73940000,24.54034324,0,0,2.47839333,2.45529318,1.20640000,0.00000000,0,0,0,1.95960000,0.88758909,0,0,5.54646667,0,0,0,0.00000000,0,0,0,0.09580000,0
2012-05-23,0.27483333,3.32767222,0,0,0.65464444,0.92936157,0,1.24805000,0,0,0,0.38864286,0.35648351,0,0.02750000,0.90785517,0,0,0,1.88806000,0,0,0.05500000,1.19625000,0
2012-05-24,0.00000000,22.57088519,0,0,1.16290000,1.62114555,0,0.48220000,0,0,0,0.60625000,0.18529770,0.00156667,0,1.32922143,0,0,0,0.23970000,0,0,0,0.80085000,0
2012-05-25,0.00000000,46.36021538,0,0,0.91811429,1.10614435,1.04420000,0.00000000,0,0,0,0.36550000,0.10161753,0,0,4.14685000,0,0,0,0.41610000,0,0,0,0.00000000,0
2012-05-26,0,59.78420000,0,0,0.00000000,0.34085935,0,0.90190000,0,0,0,0.06440000,0.00750000,0,0,0.00470000,0,0,0,0,0,0,0,0,0
2012-05-27,0,23.82664167,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-28,0,0,0,0,0.00562857,0.38123682,0,1.79286667,0,0,0,0.00390000,0.78929765,0,0,0.30414167,0,0,0,0.00286667,0,0,0,0,0
2012-05-29,0.00440000,4.45285000,0,0,0.19463784,2.20937025,0,0.04000000,0,0,0,0.05962000,0.23496250,0.00080000,0,0.85789394,0,0,0,0.00190000,0,0,0.43860000,0.00470000,0
2012-05-30,0.00000000,24.15642182,0,0,5.40997987,3.98104010,0,0.38150833,0,0,0,0.34666154,0.39824382,0.00000000,0,1.27956176,0,0,0,1.14298750,0,0,0.00000000,0,0
2012-05-31,0.04310000,0.02662500,0,0,1.13305556,4.11665517,0,0.01066667,0,0,0,0.04134211,0.02560000,0.00000000,0,0.12111333,0,0,0,0.03328667,0,0,0,0,0
2012-06-01,0.00000000,0.00250000,0,0,0.08601111,5.90849517,0,0.00390000,0,0,0,0.18885833,2.92034564,0.00280000,0,0.09692381,0,0,0,0.02060000,0.34640000,0,0,0.02148333,0
2012-06-02,2.36560000,14.86180000,0,0,2.14144000,0.41985069,0,0.00000000,0,0,0,1.40732222,12.33969474,0.00000000,0,1.25924167,0,0,0,4.09720000,0.00000000,0,4.88140000,0,0
2012-06-03,0.00000000,37.28163810,0,0,3.73468571,8.55144475,0,3.13760000,0,0,0,0.55746000,5.44706400,0.00000000,0,0.53278000,0,0,0,10.78963333,0.00000000,0,0.00000000,0,0
2012-06-04,16.30060000,61.78290625,0,0,1.40312500,21.55039920,0,6.37008571,0,0,0,1.67117143,4.83158889,0.00000000,0,3.49952500,0,0,0,3.37970000,0.00000000,0,11.22235000,0,0
2012-06-05,0.10810000,74.45068000,0,0,0.24361818,5.66548730,0,0.20470000,0,0,0,0.25731538,17.75776301,0.00000000,0,0.25772143,0,0,0,0.01000000,0,0,1.81310000,0,0
2012-06-06,0.00000000,0,0,0,2.25602222,1.48270301,0.28885000,1.32574444,0,0,0,0.25584286,2.41720537,0.00000000,0,0.25731818,0,0,0,0.62105000,0.00190000,0,0.00000000,0,0
2012-06-07,47.82780000,0,0,0,0.06421667,0.36100115,0.30557083,0.13455000,0,0,0,0.04725652,0.04084618,0.00000000,0,0.00778125,0,0,0,0.00170000,0.00000000,0,0.75878889,0.00173333,0
2012-06-08,0.00000000,13.16996842,0,0,9.53598333,1.01343919,4.48720000,2.79595000,0,0,0,1.42222500,2.03212714,0.00000000,0,2.02712308,0,0,0,3.64463333,0.00000000,0,3.60080000,1.12070000,0
2012-06-09,100.82080000,37.48984348,0,0,1.53784000,2.94733499,6.75788947,2.62920000,0,0,0,0.67013750,1.89710867,0,0,1.66935000,0,0,0,5.72240000,0.00000000,0,0,1.08330000,0
2012-06-10,0.00000000,59.92990000,0,0,9.60661667,2.16829832,13.36908333,1.17286667,0,0,0,0.39484286,1.09747786,0,0,0.47661250,0,0,0,0.32430000,0.00000000,0,0,0,0
2012-06-11,0.09750000,74.69950000,0,0,0.12111212,0.11736802,3.18310000,0.00190000,0,1.93180000,0,0.94090000,0.01170391,0,0,0.12083571,0,0,0,0.02640000,0.00000000,0,0,0.00250000,0
2012-06-12,0.00000000,0.00265000,0,0,0.14206154,0.19830284,0.11430000,0.00055000,0,0,0,0.11722500,0.01920873,0,0,0.01132703,0,0,0,0.00185714,0,0,0,0.00170000,0
2012-06-13,0,0.00000000,0,0,0.28672381,21.07161766,2.18280000,19.00472500,0,0,0,3.78810000,1.92748485,0,0,10.13589091,0,0,0,8.56718571,0,0,0,0.49438000,0
2012-06-14,0.00420000,0,0,0,0.09365833,2.76624354,0.00250000,0.06315600,0,0,0,0.07328182,0.04311641,0,0,0.04316000,0,0,0,0.03034000,0,0,0,0.08462407,0
2012-06-15,0.00000000,0.37305000,0,0,0.68520000,0.50610770,0.13985075,0.30796667,0,0,0,0.61731667,0.05389416,0,0,0.18876111,0,0,0,0.03385000,0,0,0,0.08086712,0
2012-06-16,8.00670000,0,0,0,0.38960000,1.48763057,0.10627053,0.00000000,0,0,0,0.06937500,0.01128361,0,0,0.00390000,0,0,0,0.00235000,0,0,0,0.00473333,0
