title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-08-01,2016-01-31
---------
Day,"[11] Wait Hours: Per Job","[99] Wait Hours: Per Job","[33] Wait Hours: Per Job","[2] Wait Hours: Per Job","[19] Wait Hours: Per Job","[100] Wait Hours: Per Job","[1] Wait Hours: Per Job","[14] Wait Hours: Per Job","[64] Wait Hours: Per Job","[16] Wait Hours: Per Job","[25] Wait Hours: Per Job","[8] Wait Hours: Per Job","[15] Wait Hours: Per Job","[65] Wait Hours: Per Job","[4] Wait Hours: Per Job","[10] Wait Hours: Per Job","[18] Wait Hours: Per Job","[20] Wait Hours: Per Job","[12] Wait Hours: Per Job","[32] Wait Hours: Per Job","[6] Wait Hours: Per Job","[62] Wait Hours: Per Job","[57] Wait Hours: Per Job","[9] Wait Hours: Per Job","[21] Wait Hours: Per Job","[45] Wait Hours: Per Job","[30] Wait Hours: Per Job","[17] Wait Hours: Per Job","[13] Wait Hours: Per Job","[36] Wait Hours: Per Job","[5] Wait Hours: Per Job","[114] Wait Hours: Per Job","[29] Wait Hours: Per Job","[7] Wait Hours: Per Job","[128] Wait Hours: Per Job","[59] Wait Hours: Per Job","[26] Wait Hours: Per Job","[48] Wait Hours: Per Job","[3] Wait Hours: Per Job","[43] Wait Hours: Per Job","[24] Wait Hours: Per Job","[126] Wait Hours: Per Job","[40] Wait Hours: Per Job","[63] Wait Hours: Per Job","[96] Wait Hours: Per Job","[60] Wait Hours: Per Job","[47] Wait Hours: Per Job","[28] Wait Hours: Per Job","[52] Wait Hours: Per Job","[56] Wait Hours: Per Job","[35] Wait Hours: Per Job","[50] Wait Hours: Per Job","[34] Wait Hours: Per Job","[22] Wait Hours: Per Job","[55] Wait Hours: Per Job","[23] Wait Hours: Per Job","[38] Wait Hours: Per Job","[27] Wait Hours: Per Job","[120] Wait Hours: Per Job"
2015-08-11,0,0,0,33.77669600,10.96047500,0,47.77806406,0,2.78345000,12.99870000,0,2.73796667,0,0,50.95270198,0,0,0,1.39500000,0.26810000,0,0,4.28810000,0,0,0,0,0,0,0,2.53553333,0,0,0,0,0,0,0,3.38612586,0,0,0,0,0,1.62332500,0,0,0,0,0,0,0,0,0.44170000,0,0,0,0,0
2015-08-12,0,0,0,2.22967922,34.14786667,0,33.17042911,0,0.04060000,14.03820000,0,2.00206923,0,0,4.20650000,4.09095000,0,0,9.16750000,0.42832000,4.35440000,0,0,0,0,0,0,0,0,0,0.42205714,3.63420000,0,7.31940000,3.10110000,0,0,0,2.81168095,3.96585000,0,0,0,0,2.19333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,0,0,0,2.35372439,62.54270000,0,45.27739970,0,1.15814286,12.23827500,0,1.59895556,3.69810000,0,2.09866071,2.65750000,0,0,2.47756667,5.30961333,3.61940000,0,0,18.30950000,0,0,9.23830000,0,12.72110000,0,1.53086000,0,9.42440000,0.00000000,0,0,0,0,0.12380952,0,0.09250000,0,0,0,2.37655000,1.90190000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,0,0,0,0.62928293,79.10570000,0,85.65448970,0,0,26.90610000,0,0.99656364,0.00000000,0,0.64566275,0.10790000,0,0,0,0.00000000,0.65620000,0,0,14.98558889,0,0,0.00000000,0,0,0,0.53365882,0,0,4.31125000,0,0,0,0,0.39899091,0,0.00000000,0,0,0,0.56742500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,0,0,0,0.00555333,0.00640000,0,0.08207261,0,0,0.12286667,0,0.04500000,0.00000000,0,0.02624595,0.00545000,0,0,0,0.00945000,0.00757500,0,0,0.00470000,0,0,0,0,0,0,0.01716000,0,0,0.00000000,0,0,0,0,0.06103333,0,0.00000000,0,0,0,0.01480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,0,0,0,0.01389706,12.32490000,0,0.04064045,0,0,0.01286667,0.35060000,0.12441250,0.05830000,0,0.01215556,0.00670000,0,0.38890000,0.05890000,0,0.00648000,0,0,0.00733000,0,0.04440000,0.34970000,0.05780000,0,0,0.01364545,0,0,0.05940000,0,0,0,0,0.01170000,0,0,0,0.34890000,0,0.00830000,0.04280000,0,0,0,0,0.34940000,0.04420000,0,0,0.04330000,0,0,0,0
2015-08-17,0,0,0,0.14566765,41.57753750,0,1.11520369,0,0,0.00843333,0,0.57948125,0,0,0.23873636,0.00970000,0,0,0,0,0.83523333,0,0,0.00890000,0.01530000,0,0,0,0,0,1.50771000,0,0.56463333,0,0,0,0.00560000,0,0.13633333,0,0.01220000,0,0,0,0,0,0,0.00810000,0,0,0,0.02080000,0,0.01360000,0,0.01310000,0,0.00860000,0
2015-08-18,0,0,0,0.21559310,0,0,2.96658714,0,0.01666667,0.00000000,0,0.81416500,0,0,0.14664167,2.05447000,0,0.09095000,0,0,0.34615714,0,0,0.06920000,0,0,0,0,0,0,0.34420000,0,0,0,0,0,0,0,0.26236250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,0,0,0,5.43433333,0.06500000,0,6.83242492,0,2.17463333,24.04962000,0,4.10171364,0,0,5.50163333,2.08741111,0,0.00000000,0,0,0.79194286,0,0,0.02190000,0,0,0,0,0,0,5.29290000,0,0,0,0,0,0,0,0.36493043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,0,0,0,0.43434063,0,0,9.08544751,0,0.62784000,11.97407500,0,12.25916962,0,0,2.50010000,2.65123333,0,0.19000000,4.77500000,0.04080000,0.74666667,0,0,0,0,0,0,0,0,0,21.61515000,0,0,0,0,0,0,0,0.16615000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-21,0,0,0,0.46277500,0.24816667,0,10.06820313,0,2.79110000,22.36082000,0,10.07915091,0,0,0.60399688,0.38030000,0,0,0.00000000,0.46780000,2.97170000,0,0,0,0,0,0,0,0,0,0.13880000,0,0,0,0,0,0,0,0.30915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-22,0,0,0,5.16145294,0.07015000,0,24.45952368,0,0.75445000,17.47624000,0,19.04936933,0,0,0.71340000,12.04642667,0,0.02461429,4.81022857,0.01900000,2.25916667,0,0,0,0,0,0.09640000,0,0,0,0.01470000,0,0,0,0,0,0,0,0.05215200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-23,0,0,0,0.01193448,6.59213333,0,0.02302668,0,0.00000000,19.08828333,0,31.10763000,0,0,0.09288947,0.00845000,0,0.00580000,3.97720000,0.12165000,0.00640000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.01360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580000
2015-08-24,0,0,0,0.11113750,5.02313333,0,0.09793477,0,1.15670000,18.14353333,0,1.92826579,0,0,0.11762000,0.23534444,0,0.00000000,3.82110000,0.06480000,0.17030000,0,0,0.00485000,0,0,0,0,0,0,0.18440000,0,0,0,0,0,0,0,0.10294026,0,0,0,0,0,0.78170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000
2015-08-25,0,0,0,0.40344333,19.47786667,0,0.49616793,0,0.01310000,15.77245000,0,7.77195000,0,0,0.18130000,0.48634000,0,0,0,3.67823333,0.15428000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31426667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,0,0,0,7.90657083,48.29375000,0,10.93816406,0,1.02060000,26.30570000,0,5.81546800,0,0,7.50711034,16.10500000,0,0,0,20.32933810,0,0,0,0,0,0,0,2.06060000,0,0,0,0,0,0,0,0,0,0,1.33611053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,0,0,0,10.02530952,71.69805000,0,5.03435172,0,2.56170000,30.32050000,0,18.77972571,24.69920000,0,11.63624865,29.74742500,0,0,0,16.48504167,2.71182143,0,0,0,0,0,0,0,0,0,24.29110000,0,0,0,0,0,0,0,0.21395833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,0,0,0,6.45885946,98.66055000,0,5.69594980,0,0.00000000,46.82167500,0,28.88492353,0.00000000,0,4.30560000,46.17720000,0,0,0,14.40686429,0,0,0,0,0,0,0,0,0,0,1.19890000,0,0,0,0,0,0,0,0.30640000,0,0,0,0,0,0,0,0,0,0.81375000,0,0,0,0,0,0,0,0,0,0
2015-08-29,0,0,0,10.00975360,115.30170000,0,10.45999589,0,0,12.82290000,37.93720000,19.72793200,0.00000000,0,20.14726316,59.24746667,0,0,48.50170000,15.54411429,13.04610625,0,0,0,0,0,0,0,0,1.08530000,9.78595000,0,0,0,0,0,0,0,8.61115000,0,0.79560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,0,0,0,16.21010000,0,0,16.70745203,0,0,6.52030000,0,44.92077619,0,0,5.53101111,0.00000000,0,0,0.00000000,11.32554400,111.95220000,0,0,0.53610000,0,0,0,0,0,0.00000000,23.28920000,0,0,0.02310000,0,0,0,0,0.02500000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,0.07390000,0,0,14.20507358,0,0,25.56794323,0,1.14305000,12.67860000,41.06080000,70.94471556,9.33195000,0,18.27276786,23.02234167,0,20.95685000,23.03390000,11.39955789,0,0,0,0,0,0,0,0,0.50060000,0,11.00765000,0,0,0,0,0,0,0,0.08456667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,0,0,0,17.77131818,0,0,43.41549897,0,0.00000000,16.00000000,0.00000000,108.79815068,0.00000000,0,11.66950800,12.32036667,0,0.00000000,0.00000000,0,17.50725000,0,0,0,0.13670000,0,0,0.46687500,0,0,0.00000000,0,0,7.39750000,0,0,0,0,0.01665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,0,0,0,12.95769375,0,5.81921875,41.21395249,0,0,16.94535000,0,73.76282778,0.00000000,0,21.54974000,38.69220000,0,0,0.00000000,7.99580000,187.23000000,0,0,0,0,0,0,0.00000000,0,0,9.76443333,0,0,0.00000000,0,0,0,0,0.09966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,0,0,0,29.95866129,2.22440000,23.11794167,9.30567040,0,0,2.97317500,0,64.66610000,11.27000000,0,23.36406111,19.14197778,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,20.03060000,0,0,0.00000000,0,0,0,0,2.67903333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,0,0,0,22.25766176,19.96015000,45.38764667,9.49064222,0,0,0.93843333,0,37.00547857,0.00000000,0,7.16495294,11.21670000,0,0,0,0,40.01435000,0,0,0,0,0,0,0,0,0,24.05750000,0,0,0,0,0,0,0,13.58125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-05,0,0,0,41.84835000,42.75056667,67.41976667,21.17935000,0,0,3.97730000,0,10.39602381,0,0,23.77767576,28.59330000,0,0,0,30.02655000,91.37723333,0,0,0,0,0,0,0,0,0,5.18060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,0,70.51560000,0,113.29331277,69.51000000,45.23622857,63.42024075,0,0,11.46437500,0,10.79461591,0,0,14.44068255,26.40180000,0,0,0,5.44007500,0,0,0,37.62140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02540000,0,0,0,0,0,0,0,1.27055000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,0,0,0,27.51678065,88.74915000,0.00000000,74.92237632,0,0,6.45890000,0,7.55109333,0,0,23.74642411,0.00000000,0,0,0,0.00000000,1.43044000,0,0,7.84720000,0,0,0,0,0,0,0.99190000,0,0,0,0,0,0,0,0.16152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,0,0,0,74.59274111,0,0,42.29914904,0,0,2.38465000,0,5.95250000,0,0,5.94195680,0.30463077,0,0,0,0.32790000,0.51316000,0,0,3.18640000,0,0,0,0,0,0,0.51358571,0,0,0,0,0,0,0,0.43925556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,0,0,0.01100000,26.63284103,0,0,0.09304738,0,0,0.23222500,0,8.00501282,0.10470000,0,3.67515769,1.53782727,0,0,0.01405000,0.06000000,0.01360000,0,0,0.00000000,0,0,0,0,0,0,0.01128333,0,0,0,0,0,0,0,0.01302000,0,0,0,0,0,0,0,0.01280000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,0,0,24.61360000,153.63644423,0,0,0.64390422,0,0,13.13652500,0,4.26558065,0.00000000,0,8.76997968,2.49861250,0,0,0.01810000,0.37280000,0.25196000,0,0,5.16640000,0,0,0,0,0,0,1.01297500,0,0,0,0,0,0,0,0.08365000,0,0,0,0,0,0,0,0,0.04470000,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,0,0,0.00000000,48.42424231,0,0,1.28151510,0,1.42530000,6.53210000,0,17.14029783,0.00000000,0,2.11246522,4.65348182,0,0.59530000,0.00000000,3.12030000,0.00000000,0,0,0.16190000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.24970000,0,0,0,1.38945000,0,0,0,0,0.48280000,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,0,0,15.15810000,199.34838723,0,0,8.21474355,0,0,16.09466667,0,30.70868537,0,0,34.19884800,14.46430000,0,0.00000000,13.30390000,0.22860000,0,0,0,10.60420000,0,0,0.57021667,3.85580000,0,0,0,0,0,10.54640000,0,0,0,0,0.03416667,0,0,0,0,0,0,0,0,0.78030000,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,0,0,39.66440000,60.65258333,0,0,22.00352151,0,1.59060000,20.65974444,0,25.14235882,40.90500000,0,0.75973000,21.60573529,0,0,0.00000000,2.34305000,4.32920000,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0,1.34128000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,0,0,32.50585000,45.80547205,0,0,8.61612240,0,1.36666000,14.34458333,0,22.43322903,0.00000000,0,3.14269752,6.47162000,0,0,0.00000000,2.02360000,13.51837143,0,0,0.00000000,0,0,0,0.75317500,0,0,0,0,0,2.89000000,0,0,0,0,1.07496429,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,0,0,13.41195000,50.38045814,0,0,1.33806068,0,1.01215714,15.05587143,0,14.17574848,0.00000000,0,1.12785000,8.99412000,0,0.21360000,0,1.47695000,0.20280000,0,0,2.34666000,0,0,0,1.37106667,0,0,14.67940000,0,0,0,0,0,0,0.03240000,0.06353750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,0,0,2.76585000,111.04183780,0,0,2.00386341,0,0.01060000,31.60478000,0,19.21530000,0,0,2.86804848,9.41477143,0.87135000,0.00000000,0,3.48080000,14.14073333,0,0,0.55810000,0,0,0,0.00853333,0,0,0,0,0,0,0,0,0,0.61156667,0.58877143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,0,0,12.94415000,117.84178049,0,0,2.77783650,0,1.57810000,19.74873333,0,1.62561000,0,0,0.30583333,14.98324000,0,0,0,6.76010000,5.19084000,0,0,2.35010000,0,0,0,6.82070000,0,0,0,0,0,0,0,0,0,3.30440000,4.70770000,0,0,0,0,0,0,3.11810000,0,0,0,0,0,0.87220000,0,0,0,0,0,0,0
2015-09-18,0,0,26.58650000,28.63947449,0,0,6.28237864,0,2.87733333,41.05503333,0,3.42521250,0,0,9.69622609,22.84440000,0,0,0,5.89541667,15.61215000,0,0,13.78417500,0,0,0,14.24330000,0,0,24.50080000,0,0,0,0,0,0,4.21806667,1.59906154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-19,0,0,56.70922500,161.94544458,0,0,20.84200218,0,1.61540000,59.99277500,0,10.57077143,0,0,7.66361538,17.91750000,0,0,0,1.50737500,6.68105000,0,0,0.00000000,0,0,0,0.78613333,0,0,0.00000000,0,0,0,0,0,0,0.53420000,1.04861667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,0,0,79.58796667,78.13977059,0,0,0.06659240,0,0.00000000,77.61833333,0,27.89508846,0,0,2.67108182,7.96940000,0,0,0,0.00000000,0.00000000,0,0,6.74585000,0,0,0,0.00845000,0,0,0,0,0,0,0,0,0,0.00000000,0.00867500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-21,0,0,99.44140000,208.75698571,0,0,0.80256540,0,2.53705000,35.81750000,0,27.58041500,0,0,1.61895000,5.65365000,0,0,0,1.99190000,0.00940000,0,0,0.00000000,0,0,0,0.98805000,0,0,0,0,0,0,5.03780000,0,0,3.44940000,0.01585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-22,0,0,85.49505000,33.70556170,0,0,2.27649879,0,0.00000000,50.51020000,0,44.08541176,0,0,6.56338462,30.15526667,0,2.50220000,0,1.69970000,6.21445000,0,0,0.00000000,0,0,0,7.04620000,0,0,0,0,0,0,3.34390000,0,0,0.00000000,0.42886000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,0,0,135.39916667,81.63889559,0,0,3.29209979,0,0.00000000,7.81526000,0,45.57325556,0.22940000,0,1.28315000,37.74471818,0,0,12.71610000,1.28640000,7.64576667,0,0,12.56220000,0,0,0,0.37780000,0,0,0,0,0,0,0,0,0,0.00000000,0.17750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,0,0,169.97562500,30.12595826,0,0,4.66368030,0,0,7.92792500,0,45.89650667,0.00000000,0,0.98795294,64.20701667,0,0.13670000,0,0.53885000,2.55323529,0,0,11.78610000,0,0,0,0.02210000,0,0,0.43112727,0,0,0,0,0,0,2.01470000,0.03888000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,0,0,190.74026667,165.14846262,0,0,8.55078090,0,4.22000000,6.80992500,0,1.95584000,0.00000000,0,3.34645926,12.81750000,0,0.03650000,0,0.00000000,2.41690000,0,0,0,0,0,0,1.24055000,0,0,7.84430000,0,0,0,0,0,0,0.00000000,4.70610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,0,0,243.76220000,176.72906000,0,0,16.65172552,0,2.56256000,21.88555714,0,4.11923636,0,0,0.97463333,93.75980000,0,0,0,0.19190000,7.96830000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27,0,0,0.00000000,440.87637073,0,0,12.88151464,42.02280000,0.63780000,24.16748000,0,21.51753000,0,0,1.22598182,113.77677500,0,1.14915000,0,0.41690000,0.00000000,0,0,0,0,0,0,0.55750000,0,0,0,0,0,0,0,0,0,0,0.41422000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,0,0,0,94.92662083,0,0,1.28319134,0,0.16242500,14.03788750,0,36.59433684,0,0,0.78578621,56.47534286,0,0.26144000,0,0.00000000,51.04019286,0,0,0,0,0,0,0.17220000,0,0,0.24374000,0,0,0,0,0,0.01000000,0.29920000,15.22310000,0,0,0,0.32698333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,0,0,0,215.38490769,0,0,0.14971697,0,0.03063333,6.10861667,0.01390000,0.16160000,0,0,1.08368913,0.03352500,0,0.04000000,0,0.74670000,0.01066667,0,0,0,0,0,0,0.00000000,0.01310000,0,0.01090000,0,0,0.01250000,0,0,0.01310000,0.00000000,0.01158571,0,0,0,0.07832857,0,0,0,0,0,0,0,0,0.01220000,0,0,0,0,0.01440000,0,0
2015-09-30,0,0,0,84.55636296,0,0,0.03876729,0,0.03780000,9.43824375,0,0.50552667,4.32920000,0,0.09408750,0.22386667,0,0.07970000,0,0,0.30722000,0,0,0,0,0,0,0.00000000,0,0,0.95780000,0,0,0,0,0,0,0.00750000,0.03125000,0,0,0,0.26460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,0,0,0,373.56768519,0,0,0.29950499,0,1.05606923,0.05277500,0,0.14046923,0.00000000,0,5.23415385,0.13488000,0,0.01810000,0,0,0.04406000,0,0,0,0,0,0,0,0,0,0.06780000,0,0,0,0,0,0,0.00000000,0.55702500,0,0,0,0.35110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,0,0,0,102.74723636,0,0,0.17563508,0,14.26693333,15.15610714,0,0.14149231,0.00000000,0,0.05562222,0.67982857,0,0,0,0.05890000,0.04150833,0,0,0,0,0,0,0,0,0,0.29985000,0,0,0,0,0,0,0.00000000,0.03860000,0,0.02385000,0,0,0,0,0,0,0.07266667,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,0,0,0,385.82443922,0,0,0.10501606,0,16.46070000,16.17680000,0,0.03284444,0,0,10.28815000,0.03425000,0,0,0,0.00000000,4.47916000,0,0,0,0,0,0,0,0,0,0.02510000,0,0,0,0,0,0,0,0.02690000,0,0.08166667,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-10-04,0,0,0,247.47117097,0,0,0.05570992,0,50.74510000,0.02896667,0,0.03142000,0,0,0.04517692,0.03313333,0,0,0,0.01670000,0.02530000,0,0,0,0,0,0,0,0,0,0.03332667,0,0,0,0,0,0,0,0.00000000,0,0.03530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
