Day,[48] Wait Hours: Per Job,[17] Wait Hours: Per Job,[25] Wait Hours: Per Job,[22] Wait Hours: Per Job,[75] Wait Hours: Per Job,[34] Wait Hours: Per Job,[20] Wait Hours: Per Job,[113] Wait Hours: Per Job,[80] Wait Hours: Per Job,[8] Wait Hours: Per Job,[9] Wait Hours: Per Job,[5] Wait Hours: Per Job,[39] Wait Hours: Per Job,[6] Wait Hours: Per Job,[14] Wait Hours: Per Job,[64] Wait Hours: Per Job,[7] Wait Hours: Per Job,[12] Wait Hours: Per Job,[45] Wait Hours: Per Job,[250] Wait Hours: Per Job,[136] Wait Hours: Per Job,[3] Wait Hours: Per Job,[4] Wait Hours: Per Job,[15] Wait Hours: Per Job,[32] Wait Hours: Per Job,[192] Wait Hours: Per Job,[13] Wait Hours: Per Job,[224] Wait Hours: Per Job,[50] Wait Hours: Per Job,[160] Wait Hours: Per Job,[152] Wait Hours: Per Job,[36] Wait Hours: Per Job,[120] Wait Hours: Per Job,[10] Wait Hours: Per Job,[35] Wait Hours: Per Job,[100] Wait Hours: Per Job,[11] Wait Hours: Per Job,[200] Wait Hours: Per Job,[2] Wait Hours: Per Job,[24] Wait Hours: Per Job,[19] Wait Hours: Per Job,[16] Wait Hours: Per Job,[132] Wait Hours: Per Job,[208] Wait Hours: Per Job,[216] Wait Hours: Per Job,[40] Wait Hours: Per Job,[18] Wait Hours: Per Job,[168] Wait Hours: Per Job,[21] Wait Hours: Per Job,[256] Wait Hours: Per Job,[30] Wait Hours: Per Job,[512] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[54] Wait Hours: Per Job,[150] Wait Hours: Per Job,[60] Wait Hours: Per Job,[1] Wait Hours: Per Job,[23] Wait Hours: Per Job,[128] Wait Hours: Per Job,[68] Wait Hours: Per Job,[31] Wait Hours: Per Job,[28] Wait Hours: Per Job,[106] Wait Hours: Per Job,[66] Wait Hours: Per Job,[71] Wait Hours: Per Job,[96] Wait Hours: Per Job,[181] Wait Hours: Per Job,[51] Wait Hours: Per Job,[46] Wait Hours: Per Job,[85] Wait Hours: Per Job,[210] Wait Hours: Per Job,[27] Wait Hours: Per Job,[49] Wait Hours: Per Job,[63] Wait Hours: Per Job,[65] Wait Hours: Per Job,[67] Wait Hours: Per Job,[70] Wait Hours: Per Job,[72] Wait Hours: Per Job,[84] Wait Hours: Per Job,[86] Wait Hours: Per Job,[90] Wait Hours: Per Job,[110] Wait Hours: Per Job,[129] Wait Hours: Per Job,[140] Wait Hours: Per Job,[165] Wait Hours: Per Job,[175] Wait Hours: Per Job,[183] Wait Hours: Per Job,[194] Wait Hours: Per Job,[213] Wait Hours: Per Job,[225] Wait Hours: Per Job,[230] Wait Hours: Per Job,[232] Wait Hours: Per Job
2013-01-17,0,0,0.00000000,0,10.76560000,28.57220000,14.80170833,0,0,12.06737619,7.36884000,9.12224259,0,9.42390000,3.56412000,0.11515000,9.36625000,9.39771667,11.57640000,0,0.27250000,11.55635000,4.71934762,2.01687500,0.00000000,0,8.33840000,2.28573333,0,0,0,10.82323333,0,6.43792857,11.75750000,9.81670000,8.93765000,0,4.25490313,0,0,2.71718462,9.26280000,0,0,0,0,0,0,6.58566429,0,0,2.13030000,0,0,0,0.34685655,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-18,0,1.44645000,0,0.51687500,4.83690000,6.89080000,10.49494286,0,0,10.58811111,0.93875000,2.00784000,0,3.49258889,2.85647000,0.24637500,1.30028000,4.69531500,6.97140000,0,0,3.06875882,3.05990000,0.07527500,0.00000000,0,0.44882500,0,0,0,0,9.06750000,0,2.52441250,6.82195000,8.98080000,0.88910000,0,0.81662295,0.35410000,1.28582500,0.44885625,0.80457500,0,0,0,1.34297500,0,0.77070000,3.57071429,0,0,1.22250000,0,0,0,0.35223056,0.43917500,0.58720000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-19,0,0,0,0,0.00000000,0.00000000,0.00000000,0,0,5.03986914,0,0.00000000,0,0.00000000,0.00000000,0.00000000,0,0.96437500,0.00000000,0,0,0.00000000,0.40583333,0.00000000,0.00000000,0,0,0,0,0,0,0.00000000,0,0.00000000,0.00000000,0,0,0,0.00000000,4.53190000,0,0.00000385,0.00000000,0,0,0,0,0,0,0.00001429,0.00000000,0.00000000,0.00000000,0,0,0,0.00453948,0,0.00000000,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2013-01-20,0,0,0,0,0,0,0,0,0,3.60179155,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,0,0,0.00000000,0.14269462,0,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0.00000000,0,0.00000732,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0.00000000,0,0,0,0.00022748,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-21,0,0,0,0,0,0,0.00220000,0,0,4.12955873,0.00430000,0,0,0.00985000,0.00000000,0,0,0.00000000,0,0,0,0.00071250,0.00423651,0,0,0,0,0,0,0,0,0,0,0.00421250,0.00155000,0,0,0,0.00218276,0.00690000,0,0.00645574,0,0,0,0,0,0,0,0.00345000,0,0,0,0,0,0,0.00758752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-23,0,0,0,0,13.49070000,0,43.09796667,0,0,30.11556364,16.96484286,12.16360000,0,37.28266000,38.13697143,7.23330000,13.41191111,39.14423333,56.53930000,4.22215000,0,13.80476667,41.12144909,10.84250000,20.72322000,0.30420000,10.07985000,0,0,0,0,0.00000000,0,5.69625000,13.42890000,0,10.11875000,0,19.27360000,9.65860000,0,18.28378750,0,0,0,0,0,0,0,0.37483333,8.53183333,0,0,0,0,0,3.10733027,0,0,0,0.10940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-24,0.09610000,0.97026667,0.00000000,0.43896667,0.03070000,0,0.44446364,2.48420000,3.99020000,5.16698351,0.83444000,0.79796667,0,0.20179091,0.36715000,1.21866400,0.28028000,0.10075294,0.05702500,0.00000000,0.73585000,0.23669153,0.03963750,0.34965000,0.04521707,0.00000000,0.93406000,0,0,0.13330000,0,0.00000000,0,0.15375000,0.00000000,0,0.55860000,0,0.00852047,0.27000000,1.20845000,0.05376264,0,0,0,0,1.24640000,0,0.45784000,0.21155500,0.23878519,0,0,0,0,0.00000000,0.01904288,0.55452500,0,0,0.00000000,0,0.06718889,0.00000000,0,0,0.00000000,0,0,0,0.00015000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2013-01-25,0.00000000,0,0,0.00000000,0,0.00000000,0.22538696,0.00000000,15.98870000,4.13724844,0.00000000,0.00000000,3.84670000,0.64526176,0.48535714,1.38372459,0.00010000,0.32699130,0.00000000,0,2.74976667,0.10678261,0.66938889,1.43092500,0.78440000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0,0.00000000,0.00280000,0,0.00010000,0,0.04389907,0.11590000,0,0.51836512,0,0,0,0,0,0.00000000,0,0.09248684,0.14365319,0,0,0,0,0,0.02056856,0,0.02003043,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-26,0.01030000,0,0,0,0,0.00000000,0.00000000,0,0.02810000,6.34282364,5.67500000,5.99146667,2.40040000,3.59411000,0.00000000,5.70322500,1.71162857,0.04540000,0,0,0.96312857,1.28174000,0.99639254,4.55000000,6.88203333,0,0,0,0.00000000,0.00890000,0,0,0,3.26925000,0,0.01508000,0,0,0.25682614,0.00000000,0,3.04323000,0,0,0,0,0,0,0,0,1.37000000,0,0,0.92440000,0,0,0.10704627,0,0.00000000,0,0,0,0,0,0,0.04060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-27,17.64300000,9.48310000,0,0,0,0,6.41506000,10.00440000,5.60866667,13.26848421,6.29060000,5.12604872,6.01150000,1.52488889,5.84530000,17.35605714,0,6.42212667,0,0,4.87250000,1.38231429,5.46498850,12.19612500,20.44058750,1.31190000,0,0,11.41233333,0,0,0,6.01835000,0.00000000,0,4.10810000,0,0,0.68255294,0,0,4.85824167,0,0,0,0,0,0,0,2.52193333,3.05580000,1.16430000,2.98655000,0.00000000,1.75915000,0,0.43762003,0,0.76780000,0,0,0,1.98170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-28,36.86138000,0.00000000,0,0,0,0,0.01666667,0,0.00000000,4.83698235,0.00000000,0.07857143,0,26.55330000,1.63720000,28.52206000,0.02470000,1.63186667,0,0,4.78040000,1.64000000,2.28341034,2.33075714,43.72035714,5.24416667,0,0,0.37640000,4.64520000,4.20820000,0,0,1.44960345,0,0,0,4.24470714,0.13342500,0,0,0.34911538,0,2.84161667,2.37765000,0.66080000,0,0,0,1.09680000,0.00000000,1.78860000,5.59720000,0.42970000,0.00000000,0,0.27105212,0,0.11960000,0.18226667,0,0,0,0.40170000,0.09960000,0,0,0.11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-29,73.43135000,37.89375000,0,37.35746667,0,0,33.52044000,0,49.30810000,12.74784405,29.79000000,14.52825714,37.23250000,27.48985862,4.57858889,46.17140000,22.60046667,26.24010000,33.61530000,0.00000000,7.73305000,27.64576500,26.27357193,4.50858077,15.56617500,9.80097500,15.26795000,0,9.88140000,5.14404000,1.67335000,0,0,0.85063095,0,14.29680000,0,1.47245000,5.53776628,0,0,17.93203500,0,0.18995000,0.21765000,0,0,1.33390000,0,0,0,0,0,0.64110000,0,0,1.51214740,0,0,0.28430000,0,0,0,0,0.07070000,0,0.00000000,0.00000000,0,0.01765000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000
2013-01-30,92.08665000,61.42070000,0,0.29364000,0,0,9.59027778,0,0.00000000,6.70990303,0.00000000,0.00000000,0.00005000,0.02139756,0.01016000,9.86935000,0.00000000,0.66237442,0.00000000,0.00000000,0.77257500,0.31896364,0.02836688,6.83094000,4.30592500,0.17633000,0.00000000,0,0.04222143,0.75913333,0.75092500,0,0,0.00000000,0,0.00000000,0,0.35519655,0.01579023,0.00000000,0,0.02986774,0,0.09810833,0.26235000,0,0.00000000,0.71335000,0,0.00030000,0.00000000,0,0,0.00000000,0.00000000,0,0.00652061,0,0.00000000,0.00000000,0,0,0.00000000,0,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0,0.00000000,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0.00000000
2013-01-31,0.00000000,86.62970000,0,0.00000000,0,0,0.65740833,0,24.00330000,0.93613608,0.11796923,0,0,0.63232500,1.47640000,1.30035122,0.00000000,0.38880260,0.00000000,0,0.00000000,0.16883810,0.36528237,0.00987059,2.46683704,1.56190000,0.00000000,0,0.64021111,0,0,0.00000000,0,0.03426667,0,0,0.00659091,0.18958333,0.14992590,0.00000000,0,0.10610732,0,0,0,0,0.00000000,0,0,0.67212083,0.00000000,0,0,0,0,0,0.06012726,0,0.48504815,0,0,0,0.00000000,0,0,0,0.08880000,0.00000000,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0
