Day,[208] Wait Hours: Per Job,[176] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[800] Wait Hours: Per Job,[96] Wait Hours: Per Job,[160] Wait Hours: Per Job,[480] Wait Hours: Per Job,[112] Wait Hours: Per Job,[48] Wait Hours: Per Job,[256] Wait Hours: Per Job,[80] Wait Hours: Per Job,[512] Wait Hours: Per Job,[768] Wait Hours: Per Job,[960] Wait Hours: Per Job,[384] Wait Hours: Per Job,[128] Wait Hours: Per Job,[64] Wait Hours: Per Job,[16] Wait Hours: Per Job,[320] Wait Hours: Per Job,[32] Wait Hours: Per Job,[144] Wait Hours: Per Job,[192] Wait Hours: Per Job,[752] Wait Hours: Per Job,[1104] Wait Hours: Per Job,[240] Wait Hours: Per Job,[224] Wait Hours: Per Job,[368] Wait Hours: Per Job,[976] Wait Hours: Per Job
2014-08-21,0,0,0.00000000,0,0.00000000,0,0,0,0.00000000,1.00140000,0,0,0,0,0,0.00000000,38.99297500,9.06364865,1.00060000,11.43017500,0,0.00000000,0,0,0,0,0,0
2014-08-22,0,0,0.00000000,0,30.06953333,0,50.80030000,0,6.98920000,0.00000000,0,0,0,0,0,20.78030000,36.96493077,25.76062778,0.00000000,22.95250000,0,0,0,0,0,0,0,0
2014-08-23,0,0,0.00000000,0,35.38740000,0,0.00000000,0,8.88610000,11.35750000,0,0,0,0,0,25.17882500,7.33320000,18.99776591,0.00000000,3.60764000,0,0,0,0,0,0,0,0
2014-08-24,0,0,0.00000000,0,24.29670000,0,0,0,12.49875000,88.45566667,0,0,0,0,0,7.85470000,12.26454286,17.48712381,1.00030000,11.71855455,0,0,0,0,0,0,0,0
2014-08-25,0,0,0,0,108.56310000,0,0,0,0.00000000,41.97466000,1.11140000,107.89190000,0,0,0,3.12225000,5.27790000,2.45693889,0.00000000,4.16769459,0,0,0,0,0,0,0,0
2014-08-26,1.00080000,0,0,0,0.00000000,24.72720000,0,0,4.40420000,0.00000000,0.00000000,0,0,0,0,0.00000000,4.13667500,4.15701579,0.00000000,5.60456667,0,0,0,0,0,0,0,0
2014-08-27,0,0,37.69170000,0,0,0.00000000,0,0,4.15577500,12.63055000,5.86125000,0,0,0,0,0.00000000,11.03471579,6.04764300,0.00000000,7.13858462,0,0,0,0,0,0,0,0
2014-08-28,0,0,0,0,0,0.00000000,0,0,7.91366000,0,0.00000000,0,0,0,0,0.00000000,1.00322000,9.17853182,0.00000000,4.12086522,0,0,0,0,0,0,0,0
2014-08-29,0,0,0,0,0,0.00000000,0,0,1.00060000,80.33280000,0,0,0,0,0,17.59735000,1.00062500,8.04409630,0.00000000,3.86087727,0,0,0,0,0,0,0,0
2014-08-30,0,0,0,0,0,0.00000000,0,0,4.53360000,0.00000000,0,0,0,0,0,0.00000000,9.64850000,3.75783548,0.00000000,11.00957500,0,0,0,0,0,0,0,0
2014-08-31,0,0,0,0,0,0,0,0,2.62669091,1.04295000,0,1.00110000,0,0,0,0.00000000,1.00090000,3.96631500,1.00455000,1.96116250,0,1.00170000,0,0,0,0,1.00170000,0
2014-09-01,0,0,0,0,0,0,0,0,7.05672000,4.75930000,0,0,0,0,0,0,3.35650000,1.17390541,2.86960000,1.70817407,0,0,0,0,1.52905000,0,0.00000000,0
2014-09-02,0,0,0,0,12.03190000,1.00080000,0,0,4.70480000,13.65280000,0,8.52170000,0,0,0,0,5.93965000,2.55832676,11.87920000,8.62797895,0,0,0,0,0,0,0,0
2014-09-03,0,0,0,0,0.00000000,0,0,0,8.72774444,7.42860000,0,0.00000000,0,0,0,0,16.07583333,2.65561579,4.47323333,4.26035172,0,0,0,0,0,0,0,0
2014-09-04,0,0,0,0,0.00000000,0,0,0,10.43165000,4.64570000,0,0.00000000,0,0,0,0,28.99688214,2.23321481,0.00000000,4.24373824,0,0,0,0,0,0,0,0
2014-09-05,0,0,0.00000000,0,7.50530000,0,0,0,2.77361818,7.05810000,0,12.89030000,0,0,0,0,41.73456667,1.64282436,0.00000000,1.61281667,0,0,0,0,0,0,0,0
2014-09-06,0,0,14.88415000,0,4.45120000,0,0,0,4.51360000,4.37532000,2.85120000,0.00000000,0,0,0,2.58000000,3.57320909,3.16551905,0.00000000,2.82174444,0,0,0,0,0,0,0,0
2014-09-07,0,0,0.00000000,0,0.00000000,0,0,0,5.48410000,2.92360000,0.00000000,0,0,0,0,2.05385000,1.79390000,1.99914151,1.01190000,1.73732308,0,0,0,0,0,0,0,0
2014-09-08,0,0,0,0,0.00000000,0,0,0,8.67285000,7.54593333,0,14.00690000,0,0,0,9.07828571,5.04515000,4.14984167,0.00000000,2.72265366,0,0,0,0,0,0,0,0
2014-09-09,0,0,0,0,6.15195000,0,0,0,1.46885000,15.89970000,0,0.00000000,0,0,0,11.96810000,4.56916250,2.04274643,50.99890000,1.59035227,0,0,0,0,0,0,0,0
2014-09-10,0,0,67.76110000,0,5.32360000,0,0,0,5.40266190,6.42097500,0,0.00000000,0,0,0,2.50322000,7.73130000,1.79871912,41.22555000,3.81733696,0,0,0,0,0,0,0,0
2014-09-11,0,0,0,0,5.11030000,0,0,0,1.58000000,1.79830000,0,0.00000000,0,0,0,0,3.21218889,2.76490000,3.32190000,3.21840833,0,0,0,0,0,0,0,0
2014-09-12,0,0,0,0,0.00000000,16.78640000,0,0,1.05534000,0.00000000,0,0.00000000,0,0,0,12.84126667,1.63835000,3.82584000,0.00000000,1.82130000,0,1.00060000,0,0,0,1.00060000,0,0
2014-09-13,0,0,0,0,7.10885000,0,0,0,1.10544000,46.18083333,0,0.00000000,0,0,0,12.37220000,5.76810000,15.94656400,0.00000000,1.92344571,0,0,0,0,0,1.69860000,0,0
2014-09-14,0,0,0,0,5.66750000,0,0,0,1.00060000,12.86425000,0,0,0,0,0,2.70333333,2.21694286,2.96137000,0.00000000,1.08667368,0,0,0,0,0,0.00000000,0,0
2014-09-15,0,0,0,0,10.45320000,0,0,0,12.29100000,27.28943333,0,0,0,0,0,4.25262000,9.36009286,1.43449753,0.00000000,2.09918710,0,1.00030000,0,0,0,0.00000000,0,0
2014-09-16,0,0,0,0,2.86078000,15.46780000,0,0,17.85577500,0.00000000,0,0,0,0,0,9.28695000,10.67840000,1.69091000,0,6.07494118,0,0.00000000,0,0,0,0.00000000,0,0
2014-09-17,0,0,0,0,17.44920000,0.00000000,0,0,4.28393333,80.78640000,8.63580000,0,0,0,0,7.34110000,26.82436667,3.34706232,71.52310000,3.02182857,0,0.00000000,0,0,0,0.00000000,0,0
2014-09-18,0,0,0,0,28.78500000,0.00000000,0,0,3.14030000,51.17940000,4.39530000,50.61970000,0,0,0,20.01870000,10.19157500,3.35534865,84.02560000,10.22900000,0,1.25190000,0,0,0,0,0,0
2014-09-19,0,0,0,0,64.64742500,0.00000000,0,26.81390000,42.20360000,120.39282727,25.19243333,0,0,0,0,36.99722500,8.65526364,1.71617687,0.00000000,30.33509091,0,0.00000000,0,0,0,1.57750000,0,0
2014-09-20,0,0,0,0,73.52136667,0,0,0,15.08270000,133.85811667,0,0,0,0,0,1.00110000,2.86730000,1.14932262,0,1.62786154,0,0.00000000,0,0,0,0.00000000,0,0
2014-09-21,0,0,0,0,0.00000000,0,0,0,1.80010000,181.18347500,0,0,0,0,0,4.59225000,16.32690000,2.88985682,0,2.65818571,0,0.00000000,0,0,0,0.00000000,0,0
2014-09-22,0,0,0,0,2.18080000,0,0,0,12.44373333,171.30930000,0,0,0,0,0,7.19000000,5.38371667,4.06446792,0,5.07483182,0,0.00000000,0,0,0,0.00000000,0,0
2014-09-23,0,0,0,0,0.00000000,0,0,0,11.63684000,45.36166000,0,0,0,0,0,4.13814286,5.39398000,3.19484333,0,4.52781250,0,1.00563333,0,0,0,1.00125000,0,0
2014-09-24,0,0,0,0,12.18490000,53.48780000,0,0,8.78762000,74.19877143,2.43577500,0,0,0,0,9.26182000,6.80916250,5.43330130,0,1.53976842,0,0.00000000,0,0,0,0,0,0
2014-09-25,0,0,0,0,9.75292500,7.54920000,0,0,9.11420000,27.82530000,3.83085000,0,0,0,0,8.93865556,2.09457647,13.01451364,0,1.37076875,0,0.00000000,0,0,0,0,0,0
2014-09-26,0,0,0,0,2.53600000,7.40000000,0,0,0.00000000,37.07238000,1.00068889,0,0,0,0,4.19055000,1.71632222,11.14444590,0,2.44588750,0,0.00000000,0,0,0,0,0,0
2014-09-27,0,0,0,0,0,0,0,0,0.00000000,69.81242500,1.04440000,0,0,0,0,11.99900000,1.96334286,4.57720370,0,1.29915000,0,0.00000000,0,0,0,0,0,0
2014-09-28,0,0,0,0,4.43930000,0,0,0,0,65.56353333,3.46965000,0,0,0,0,11.98262000,5.77375000,1.33159361,0,1.13218750,0,0.00000000,0,0,0,0,0,0
2014-09-29,0,0,0,0,0,0,0,0,7.16920000,6.90545000,5.84233333,0,0,0,0,3.80936667,4.40515000,4.27982358,0,4.83037143,0,0.00000000,0,0,0,0,0,0
2014-09-30,0,0,0,0,0,0,0,0,0,24.30890000,0.00000000,0,0,0,0,17.54720000,4.97530000,8.47131837,0,2.80530000,0,0.00000000,0,0,0,0,0,0
2014-10-01,0,0,0,0,16.67000000,20.28832500,0,0,43.37470000,17.67930000,47.46180000,0,0,0,0,23.91330000,17.37320000,3.97592174,0,5.89175714,0,0.00000000,0,0,0,0,0,0
2014-10-02,0,0,0,0,0.00000000,0.00000000,0,0,0,0.00000000,69.05220000,0,0,0,0,86.70655000,18.17612500,11.91980000,0,21.04011333,0,0.00000000,0,0,0,0,0,0
2014-10-03,0,0,0,0,0,72.86920000,0,0,0,0.00000000,35.67036667,0,0,0,0,69.22000000,14.99320000,50.09536667,0,2.16210000,0,0.00000000,0,0,0,0,0,0
2014-10-04,0,0,0,0,0,0.00000000,0,0,0,0.00000000,1.08193333,111.31430000,0,0,0,39.69445000,10.91017778,55.49028167,1.00060000,2.81557500,0,0.00000000,0,0,0,0,0,0
2014-10-05,0,0,0,0,0,0.00000000,0,0,1.00060000,0.00000000,0.00000000,0.00000000,0,0,0,1.01812857,1.01300000,13.58878750,1.01690000,1.00080000,0,0.00000000,0,0,0,0,0,0
2014-10-06,0,0,0,0,0,0,0,0,4.07620000,0.00000000,0,0,0,0,0,1.58296667,1.85290833,27.12217805,6.54813333,3.53645238,0,0.00000000,0,0,0,0,0,0
2014-10-07,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,1.00060000,1.00905000,15.36783421,0.00000000,4.57472857,0,0.00000000,0,0,0,0,0,0
2014-10-08,0,0,25.73500000,0,6.50055000,0,0,0,22.87063333,0,10.42375000,0,0,0,0,13.24896667,27.72186111,25.48311538,0.00000000,9.63732174,0,0.00000000,0,0,0,0,0,0
2014-10-09,0,0,0,0,0.00000000,0,0,1.03330000,37.90775000,0,0.00000000,0,0,0,0,1.00060000,17.87406667,14.21483667,0,3.50205714,0,0.00000000,0,0,0,0,0,0
2014-10-10,0,0,34.27080000,0,0.00000000,65.94940000,0,0.00000000,31.59223333,0,33.65183333,0,0,0,0,35.91475000,28.64011429,13.42793125,0,14.37730625,0,0.00000000,0,0,0,0,0,0
2014-10-11,0,0,0,0,0.00000000,0.00000000,0,0.00000000,19.69061000,16.93386667,74.32820000,0,0,0,0,0.00000000,59.39252000,17.33831765,0,16.86367778,0,0.00000000,0,0,0,0,0,0
2014-10-12,0,0,0,0,98.94055000,0,0,0.00000000,30.62360000,0,0.00000000,0,0,0,0,52.99805000,34.62404000,42.01919524,0,2.22906000,0,0.00000000,0,0,0,0,0,0
2014-10-13,0,0,0,0,0.00000000,0,0,1.00030000,19.78745000,0,0.00000000,0,0,0,0,1.00036667,0.00000000,1.06814444,0,1.96656667,0,1.00040000,0,0,0,0,0,0
2014-10-14,0,0,2.37360000,0,0.00000000,0,0,0,11.74431429,14.83690000,0,0,0,0,0,10.76650000,8.50617273,20.19982653,0,8.23662143,0,0.00000000,0,0,0,0,0,0
2014-10-15,0,0,0.00000000,0,16.23080000,16.16640000,0,0,36.73984545,0,0,0,0,0,0,11.73980000,10.43605000,9.84488000,0,4.60077857,0,0,0,0,0,0,0,1.00066000
2014-10-16,0,0,0,0,0.00000000,0.00000000,0,3.97305000,36.12852500,15.88775000,0,0,0,0,0,3.93305000,2.56920000,11.42518542,0,3.47402143,0,0,0,0,0,0,0,1.00060000
2014-10-17,0,0,53.54170000,0,0.00000000,0.00000000,0,0.00000000,34.24860000,0.00000000,0,0,0,0,0,29.79920000,8.12275000,22.24264906,0,7.34683636,0,0,0,0,0,0,0,0.00000000
2014-10-18,0,0,0.00000000,0,0,0,0,0.00000000,79.00335000,0.00000000,0,0,0,0,0,54.28440000,20.74280000,48.47199259,0,10.02602727,0,0,0,0,0,0,0,0.00000000
2014-10-19,0,0,0.00000000,0,0,0,0,0.00000000,104.24360000,0.00000000,0,0,0,0,0,0.00000000,0.00000000,35.15166176,0,9.39539167,0,0,0,0,0,0,0,1.00060000
2014-10-20,0,0,0.00000000,0,0,0,0,0.00000000,47.35723333,0.00000000,0,0,0,0,0,0.00000000,12.39100000,1.06025135,0,2.50703636,0,3.23606000,0,0,0,0,0,0.00000000
2014-10-21,0,0,0.00000000,0,0,0,0,0,100.35510000,0.00000000,0,0,0,0,0,0,4.66390000,5.39398596,0,5.87028571,0,0.00000000,0,0,0,0,0,0.00000000
2014-10-22,0,0,0.00000000,0,0,0,0,0,100.61542500,0.00000000,0,0,0,0,0,0,21.45310000,7.09767308,0,10.47614211,0,0,0,0,0,0,0,0.00000000
2014-10-23,0,0,0.00000000,0,0,0,0,0,60.90410000,0.00000000,0,0,0,0,0,1.00060000,45.05230000,36.58375135,0,13.25702500,0,0,0,0,0,0,0,0.00000000
2014-10-24,0,0,0.00000000,0,0,0,0,0,176.19093333,219.04690000,0,0,0,0,0,1.00080000,50.03735000,12.98042034,0,15.67290000,0,0,0,0,0,0,0,0.00000000
2014-10-25,0,0,0.00000000,0,0,83.56560000,0,0,123.71155000,0.00000000,0,0,0,0,0,82.38945000,43.52605000,16.65754211,0,10.50121053,0,0,0,0,0,0,0,0.00000000
2014-10-26,0,0,0.00000000,0,0,0,0,0,217.20646667,208.89860000,0,0,0,0,0,1.00110000,54.17166000,8.52869750,0,23.06443750,0,0,0,0,0,0,0,0.00000000
2014-10-27,0,0,0.00000000,0,0,0,0,0,216.37166667,0.00000000,0,0,0,0,0,1.00060000,11.14750000,80.58702917,0,13.03554348,0,1.00060000,0,0,0,0,0,0.00000000
2014-10-28,0,0,0.00000000,0,0,0,0,0,313.72195000,1.00060000,177.12690000,0,0,0,0,0.00000000,0.00000000,42.74641667,0,15.77811053,0,1.00057500,0,0,0,0,0,0.00000000
2014-10-29,0,0,0.00000000,0,192.44500000,0,0,0,273.84906667,0.00000000,185.38580000,0,0,0,0,256.71110000,17.15350000,19.71044423,0,20.06941111,0,0.00000000,0,0,0,0,0,0.00000000
2014-10-30,0,0,0.00000000,0,210.27140000,0,0,0,200.02165000,0,0.00000000,0,0,0,0,2.12323333,0.00000000,13.99017966,0,16.68808621,0,7.62330000,0,0,0,0,0,0.00000000
2014-10-31,0,0,327.07860000,0,0.00000000,0,0,0,378.67360000,0,0,0,0,0,0,129.58820000,41.30830000,34.27552000,0,32.40873000,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-01,0,0,0.00000000,0,0,270.27080000,0,0,418.06157778,111.33330000,153.05089000,0,0,0,0,264.04220000,0.00000000,111.00012941,0,13.40908824,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-02,0,0,0,0,0,0.00000000,0,0,365.94742500,26.47150000,0.00000000,0,0,0,0,0.00000000,29.66126667,137.83906000,0,0.00000000,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-03,0,0,0,0,0,0.00000000,0,0,34.47957500,0.64280000,0,0,0,0,0,0.09160870,0.07730769,8.61903111,0,4.41135938,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-04,0,0,0,0,0,0,0,0,0.00000000,0.70060000,0,15.64362000,0,0,0.00080000,0.82835833,0.52681111,44.78555714,0,0.40433333,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-05,0,0,0,0,5.00420000,0,0,0,5.66867500,7.04940000,0,11.72056667,0,0,0.09695000,1.93909091,8.80203778,39.47191071,0,1.61874630,0,5.35780000,0,0,0,0,0,0.00000000
2014-11-06,0,0,0,0,0,0,0,0,24.70875000,0.00000000,0,32.46796667,0,0,8.48525000,28.56015000,6.99888261,32.16519200,0,4.75207838,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-07,0,0,0,0,0,0,0,0,8.82257500,0.00000000,3.91750000,14.52265000,0,0,2.95820000,1.38886947,2.95289086,72.34067500,0,1.85975310,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-08,0,0,0,0,0.00310000,0,0,0,0.00110000,6.36665000,0.00080000,0,0,0,0.00000000,0.31068852,0.54829375,27.45604211,0,0.19378220,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-09,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0.00000000,0.00108125,62.28096000,0,0.00322000,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-10,0,0,0,0,7.18942500,0,0,0,3.01175517,4.27128000,20.00250000,20.06305000,0,0,0,3.71930000,1.62162928,67.40657447,0,1.60764088,0,0.31875000,0,0,0,0,0,0.00000000
2014-11-11,0,0,0,0,0.94405000,0,0,0,1.19501875,8.19006000,0,16.49905000,0,0,0,1.39416667,0.30005210,76.00919583,0,0.26141332,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-12,0,0,0,0,14.91123333,0,0,0,8.55735000,18.61372000,0,48.09640000,0,0,0,1.40980000,1.58880000,32.40877143,0,1.75850952,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-13,0,0,0,0,12.93125000,0,0,0,31.64570000,12.96120000,0,0,0,0,0,6.03820000,1.94418889,0.01703462,0,1.65876331,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-14,0,0,0,0,37.21640000,0,0,0,52.20366364,6.11525000,0,0,0,0,0,0.97453333,0.48472605,110.34331429,0,3.19292333,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-15,0,0,0,0,0.00000000,0,0,0,60.68296667,16.37616667,0,0,0,0,0,7.21546667,10.94622381,103.35512500,0,2.67229130,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-16,0,0,0,0,0,0,0,0,88.93285000,7.11140000,0,0,0,0,0,5.53140000,0.79957626,27.01526500,0,0.61444186,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-17,0,0,0,0,2.39435556,0,0,0,1.29115385,2.72442727,0,2.69530000,0,0,0,1.81212500,1.05751911,49.43348710,0,0.41530313,0.00080000,0.00060000,0,0,0,0,0,0.00060000
2014-11-18,0,0,0,0,6.76233333,0,0,0,4.51960000,7.66500000,0,0,0,0,0,4.11470000,5.03229000,88.14935385,0,2.00187233,0,0.00000000,0,0,0,0,0,0.00000000
2014-11-19,0,0,0,0,42.30555000,0,0,0,0.00000000,12.04780000,0,0,0,0,0,0.00000000,23.65628333,34.65091471,0,9.14682813,0,0,0,0,0,0,0,0.00000000
2014-11-20,0,0,0,0,24.77690000,0,0,0,10.17406000,12.76666667,0,0,0,0,23.37580000,0.00000000,7.84881250,11.65263125,0,8.86397037,0,0,0,0,0,0,0,0.00000000
2014-11-21,0,0,0,0,0.00000000,0,0,0,3.08270000,2.31500833,0,15.14470000,0,0,0,1.14991053,6.50869286,93.38920222,0,1.83807143,0,0,0,0,0,0,0,0.00000000
2014-11-22,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,21.34060000,0,0.45026667,18.17762143,110.91831000,0,0.91789286,0,0,0,0,0,0,0,0.00000000
2014-11-23,0,0,0,0,0,0,0,0,12.09915000,0.00000000,0,0,0,0.00000000,0,0.00083333,0.00080000,210.76485000,0,1.44607857,0,0,0,0,0,0,0,0.00000000
2014-11-24,0,0,0.01980000,0,0,0,0,0,0.00074286,0.00180000,0,0,0,0,0,0.00080000,0.00380909,124.37021250,0,0.00721277,0,0,0,0,0,0,0,0.00000000
2014-11-25,0,0,0,0,0,0,0,0,0.04150625,0.75742500,0,0,0,0,0,0.00095000,0.06997273,3.72755000,0,0.23106923,0,0.00110000,0,0,0,0,0,0.00000000
2014-11-26,0,0,0,0,0,0,0,0,0.71970000,0.51852500,0.00060000,0,0,0,0,0.00063333,0.00030000,59.25197407,0,0.87030000,0.00046667,0,0,0,0,0,0,0.00000000
2014-11-27,0,0,0,0,0,0,0,0,2.74521818,9.23250000,0,0,0,0,0,1.44225000,0.00170000,59.04170000,0,5.45341481,0.00036000,0,0,0,0,0,0,0.00000000
2014-11-28,0,0,0,0,0.38596667,0,0,0,1.90816667,0.00076667,0,0,0,0,0,0.00060000,0.00058000,38.65585000,0,0.49393571,0.00000000,0,0,0,0,0,0,0.00000000
2014-11-29,0,0,0,0,16.59200000,0,0,0,0.20792500,0.00000000,0,0.00170000,0,0,0.00060000,0.00080000,1.55040000,0.00045000,0,2.18725714,0,0,0,0,0,0,0,0.00000000
2014-11-30,0,0,8.26330000,0,0,0,0,0,0.00066667,0.00195000,0,0,0,0,0,0.00070000,0.00060000,94.98467619,0,0.00064167,0,0,0,0,0,0,0,0.00000000
2014-12-01,0,0,0,0,0,0,0,0,0.00052000,0.00000000,0,0,0,0,0,0.00060000,0.00610000,35.13112388,0,0.02249259,0,0,0,0,0,0,0,0.00000000
2014-12-02,0,0,0,0,0.00046667,0,0,0,0.23840000,0.00000000,0,0,0,0,0,0.00141250,0.82868750,1.67751702,0,0.02664615,0,0,0,0,0,0,0,0.00000000
2014-12-03,0,0,0,0,0.00000000,0,0,0,5.25947000,0.00000000,0,0,0,0,0,0,5.90141000,1.69939286,0,2.21236875,0,0.86040000,0,0,0,0,0,0.00000000
2014-12-04,0,0,0,0,9.71070000,0,0,0,8.79865714,0.00000000,0,0,0,0,0,0,10.79556000,3.48372941,0,5.21526000,0,0.00030000,0,0,0,0,0,0.00000000
2014-12-05,0,0,0,0,14.28290000,0,0,0,18.75825000,0.00000000,0,0,0,0,0,32.00200000,0.00000000,4.58014048,0,5.22333077,0,0.17720000,0,0,0,0,0,0.00000000
2014-12-06,0,0,0,0,0.00000000,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0.00000000,0.00000000,0,0.00000000,0,0.00000000,0,0,0,0,0,0.00000000
2014-12-07,0,0,63.45720000,0,67.33220000,0,0,0,60.04570000,85.44725000,0,0,0,0,51.09330000,17.71102069,67.82180000,24.15558675,0,18.10380385,0,29.20570000,0,0,0,0,0,0
2014-12-08,0,0,0,0,74.56860000,0,0,0,84.00390000,12.51170000,0,0,0,0,0.00000000,44.35762000,21.18983333,2.00639811,0,43.96580938,0,0.00030000,0,0,0,0,0,0
2014-12-09,0,0,110.41210000,0,4.79244545,167.07095000,0,0,48.60645000,12.84140000,0,0,0,0,0,27.38251304,6.50194545,2.39147226,0,2.47891707,0,0.00000000,0,0,0,0,0,0
