title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2012-02-01,2012-07-31
---------
Day,"[1920] Wait Hours: Per Job","[208] Wait Hours: Per Job","[1248] Wait Hours: Per Job","[1040] Wait Hours: Per Job","[912] Wait Hours: Per Job","[320] Wait Hours: Per Job","[608] Wait Hours: Per Job","[240] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[80] Wait Hours: Per Job","[176] Wait Hours: Per Job","[448] Wait Hours: Per Job","[288] Wait Hours: Per Job","[640] Wait Hours: Per Job","[96] Wait Hours: Per Job","[384] Wait Hours: Per Job","[16] Wait Hours: Per Job","[160] Wait Hours: Per Job","[112] Wait Hours: Per Job","[480] Wait Hours: Per Job","[224] Wait Hours: Per Job","[64] Wait Hours: Per Job","[128] Wait Hours: Per Job","[512] Wait Hours: Per Job","[576] Wait Hours: Per Job","[768] Wait Hours: Per Job","[352] Wait Hours: Per Job","[32] Wait Hours: Per Job","[256] Wait Hours: Per Job","[144] Wait Hours: Per Job","[272] Wait Hours: Per Job","[48] Wait Hours: Per Job","[304] Wait Hours: Per Job","[192] Wait Hours: Per Job","[400] Wait Hours: Per Job","[528] Wait Hours: Per Job","[8] Wait Hours: Per Job","[1536] Wait Hours: Per Job","[816] Wait Hours: Per Job","[848] Wait Hours: Per Job"
2012-02-12,0,0,0,0,0,78.71448462,0,0,0,0.00000000,0,0,0,0,0,0,43.91607571,0.75750000,0.00000000,0,0,26.81233333,13.41972500,0,0,0,0,5.33266522,10.48378333,0,0.00000000,5.88215000,0,2.02030000,0,0,0,0,0,0
2012-02-13,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,2.04890000,0,34.31053333,0.00000000,0,0,0,17.75538333,1.22940000,0,0,0,0,2.67806216,10.42813333,0,0,2.87922000,0,0,0,0,0,0,0,0
2012-02-14,0,0,0,0,0,0,0,7.99470000,0,2.07666667,13.83720000,0,0,0,0,0,26.03059200,49.39330000,0,0,0,17.52211707,22.27642857,0,0,0,0,15.80551458,46.60693333,14.93890000,13.00500000,18.88815714,0,14.45750000,0,0,0,0,0,0
2012-02-15,0,0,0,0,0,0,0,30.93245000,0,3.31690000,0.00000000,0,0,0,0,0,54.20710641,9.59915000,0,0,0,32.80454737,12.89830000,0,0,0,0,21.45988286,9.74463333,0.00000000,0.00000000,6.54470000,0,7.33030000,0,0,0,0,0,0
2012-02-16,0,0,0,0,0,0,0,62.97790000,0,0,0.00000000,12.14970000,0,0,5.09190000,0,22.70342188,0.00000000,0,0,0,11.59183261,6.91567500,0,0,10.38250000,0,12.08830196,41.72686667,0.00000000,7.97830000,1.78496923,0,6.50470000,0,0,0,0,0,0
2012-02-17,0,0,0,0,0,0,0,82.14360000,0,0,0,0,0,0,0,0,32.60079157,5.95095000,4.35390000,0,0,16.30877143,29.17134000,0,0,0,0,14.79445263,51.38973333,0,0.00000000,1.12674545,0,0,0,0,0.01320000,0,0,0
2012-02-18,0,0,0,0,0,19.01088000,0,2.02860000,0,0,0,0,0,0,0,0,27.82908125,22.94750000,7.44135000,0,0,23.53822381,31.46222500,0,0,0,0,46.84786774,0.00000000,0,0,6.22890000,0,0,0,0,0.86570000,0,0,0
2012-02-19,0,0,0,0,0,44.81062500,0,16.55930000,0,0,0,0,0,0,0,0,70.73557458,8.13390000,0.00000000,0,0,19.94060741,6.72485000,0,0,0,0,7.71151750,89.91110000,0,0,1.25875455,0,0,0,0,0.00000000,0,0,0
2012-02-20,0,0,0,0,0,63.17121250,0,41.09665000,0,0.62003333,0,0,0,0,0.00580000,0,6.54124286,8.41780000,0,0,0,0.28592692,0.45828000,0,0,0,0,1.65740656,0.59245000,0,8.41670000,2.81765714,0,27.55180000,0,0,0.00000000,0,0,0
2012-02-21,0,0,0,0,0,50.56206667,0,61.09940000,0,0,0,32.44030000,0,0,0,0,9.66354335,0.00000000,0,0,0,3.06900000,0.63110000,0,0,0,0,3.08361136,0.00000000,0,0.00000000,2.52634545,0,0,0,0,2.09676667,0,0,0
2012-02-22,0,0,0,0,0,35.79340000,0,78.69185000,0,0.99183333,0,0.00000000,0,0,0.00220000,0,21.25051864,15.67790000,0,0,0,0.40219032,3.25885000,0,0,0,0,3.16107347,4.13345000,0,4.36295000,2.00037273,0,3.34765000,0,0,5.59071429,0,0,0
2012-02-23,0,0,0,0,0,66.59826250,0,0,0,7.55860000,0,0,0,0,0,0,17.98186463,8.52110000,10.89170000,0,0,3.39007895,13.45985000,0,0,0,0,1.80180000,21.56555000,0,2.40310000,1.02959000,0,0,0,0,10.90060000,0,0,0
2012-02-24,0,0,0,0,0,85.71293333,0,6.92720000,0,4.45095000,0,13.51060000,0,0,0,0,16.22162656,8.51993333,0,0,0,18.36280000,5.60085000,8.66060000,0,0,0,3.41342273,4.01820000,4.55926667,0.00000000,1.10923750,0,0,0,0,0.00000000,0,0,0
2012-02-25,0,0,0,0,0,111.42277143,0,20.08766667,0,0,0,0,0,0,0,0,48.75250769,0.00000000,1.19260000,0,0,4.13607857,4.30981667,0,0,0,0,0.36146111,3.46610000,5.15750000,0,0.10350000,0,0,0,0,0.83380000,0,0,0
2012-02-26,0,0,0,0,0,0,0,44.73116000,0,1.26250000,0,0,0,0,0,0,53.81343529,0.00000000,18.08480000,0,0,1.81893529,0.00000000,0,0,0,0,7.65915000,6.54250000,0.00000000,0.51920000,9.00265000,0,0,0,0,7.50323333,0,0,0
2012-02-27,0,0,0,0,0,163.84358000,0,0.00000000,0,3.58978000,0,0,0,0,38.70335000,0,36.65889091,31.42688000,21.31512857,0,0,3.68766207,6.40939091,0,0,0,0,7.03044918,0.78136667,2.14750000,1.40670000,7.48713333,0,0,0,0,6.44540000,0,0,0
2012-02-28,0,0,0,0,0,111.23210000,0,5.01933333,0,3.12810000,0,0,0,0,6.91000000,0,22.20638288,11.06280000,0.00000000,0,0,2.50629804,5.27801250,0,0,0,0,18.44005833,3.49078571,14.22360000,0.00000000,1.43718333,0,0,0,0,0.00000000,0,0,0
2012-02-29,0,0,0,0,0,29.95625000,0,21.60625000,0,0.00000000,0,0,0,0,0.00000000,0,8.57410629,19.95210000,0,0,0,0.55847353,17.38768333,0,0,0,0,6.26133667,9.49275000,0.00000000,11.18190000,7.01994000,0,0,0,0,0,0,0,0
2012-03-01,0,0,0,0,0,5.93951250,0,43.75253333,0,0.00000000,0,0,0,0,0.00000000,0,17.33727172,30.37140000,0,0,0,2.67065333,20.06685000,0,0,0,0,13.95671064,15.37435000,8.59690000,0,1.46560000,0,0,0,0,0,0,0,0
2012-03-02,0,0,0,0,0,32.88178000,0,4.26555556,0,0.00000000,0,0,0,0,0,0,30.01227024,24.90875000,0,0,0,14.48411250,17.98019000,0,0,0,0,9.46823191,17.57437143,2.06060000,0,5.71633333,0,0,0,0,0.49360000,0,0,0
2012-03-03,0,0,0,0,0,17.73407143,0,11.12260000,0,0,0,0,0,0,0,0,24.00821102,3.36570000,0,0,0,1.12480000,15.26931667,0.74220000,0,0,0,0.85864800,1.18647170,10.90090000,0,2.11435000,0,0,0,0,0.00000000,0,0,0
2012-03-04,0,0,0,0,0,8.36659565,0,0,7.63176667,0,0,0,0,0,0,0,5.96485101,0.05105000,0.66997727,0,0,1.67406000,1.42315000,0.01032500,0,0,0,0.16299016,1.80722500,2.43190000,0,0.08695000,0,0,0,0,0.00000000,0,0,0
2012-03-05,0,0,0,0,0,16.11724762,0,0,0,0,0,0,0,0,0,0,2.92839492,0.00250000,0,0,0,18.80208333,2.15217500,0.00861667,0,0,0,2.62589423,7.75302667,4.12390000,0,31.82951250,0,0,0,0,0.00000000,0,0,0
2012-03-06,0,0,0,0,0,36.59541053,0,16.55220000,0,6.59330000,0,0,0,0,0,0,1.08720088,10.40890000,0,0,0,6.70884000,5.68403571,21.88295000,0,0,0,20.14579000,0.72904000,0.00000000,0,4.33102857,0,21.34060000,0,0,19.94890000,0,0,0
2012-03-07,0,0,0,0,0,60.53363636,0,33.99040000,0,0.00000000,0,0,0,0,0,0,1.80525811,36.87955000,0,0,0,0.29800769,3.18688182,10.62387778,0,0,0,11.12392326,1.79188788,38.26140000,0,3.20913333,0,6.41640000,0,0,0.00000000,0,0,0
2012-03-08,0,0,0,0,0,17.51071579,0,58.20280000,0,7.50695000,0,0,0,0,0,0,3.76291770,48.67440000,0,0,0,13.96417273,15.02695000,20.11053333,0,0,0,10.31617059,15.87811000,0.00000000,0,11.01670000,0,23.69220000,0,0,0,0,0,0
2012-03-09,0,0,0,0,0,19.97715238,0,82.90730000,0,0.00000000,0,0,0,0,40.14140000,0,4.48289237,40.31220000,0,0,0,1.04994444,3.90638889,16.60440000,0,0,0,18.78895606,10.35322500,0.00000000,0,26.22213333,0,0.00000000,0,0,0,0,0,0
2012-03-10,0,0,0,0,0,45.18916000,0,48.01323333,0,0.00000000,0,0,0,0,48.08750000,0,22.76418608,27.15235000,0,0,0,21.35512727,30.14092500,20.31000000,0,0,0,14.51092609,23.13358889,0,0,0.00000000,0,22.77625000,0,0,0.00000000,0,0,0
2012-03-11,0,0,0,0,0,58.15344444,0,19.79593333,0,25.06810000,0,0,0,0,38.39485000,0,7.91813716,3.27860000,1.55540000,0,0,17.23040000,36.35248750,0,0,0,0,1.09488235,3.72875000,0,0,6.83100625,0,32.26030000,0,0,0.00000000,0,0,0
2012-03-12,0,0,0,0,0,66.98506154,0,4.94310000,0,0.00000000,0,0,0,0,2.16530000,8.62305000,5.83841888,7.37580000,0.00000000,0,0,7.60729429,1.16185000,0,0,0,11.49860000,0.81698382,6.37390000,0,0,18.59644000,0,0,0,0,0,0,0,0
2012-03-13,0,0,0,0,0,8.02384167,0,16.01100000,0,0,0,0,0,0,2.24878750,0.00000000,4.35323410,17.65735000,0,0,0,0.60157288,38.89075556,18.51500000,0,0,24.62580000,1.21801852,5.81006154,0.78690000,0,3.61235000,0,11.23170000,0,0,3.07345000,0,0,0
2012-03-14,0,0,0,0,0,15.48306818,0,34.15145000,0,6.45583333,0,0,0,0,15.04960000,0,7.67407050,4.41445000,0,0,0,4.33537250,5.67344667,0,0,0,0,4.06100789,15.53511667,0.00000000,0,4.44923750,0,19.77085000,0,0,0.00000000,0,0,0
2012-03-15,0,0,0,0,0,13.09455000,0,55.91925000,0,15.76006000,0,0,0,0,64.00000000,0,7.48585867,11.14000000,0,0,0,10.23478000,3.93142500,19.31390000,0,0,0,3.47648800,15.29566364,0.00000000,0,11.19370000,24.41390000,61.66940000,0,0,0.00000000,0,0,0
2012-03-16,0,0,0,0,0,21.69655294,0,65.12790000,0,5.54973333,0,0,0,0,30.66560000,0,7.25057128,24.67385000,0,0,0,19.80120000,14.23139000,0,0,0,0,2.75044444,7.13205000,56.14530000,0,9.90202500,0,0.00000000,0,0,0.10710000,0,0,0
2012-03-17,0,0,0,0,0,9.90572000,0,46.53120000,0,35.95080000,0,0,0,0,58.01117500,0,6.01730414,0.00000000,2.05250000,0,0,5.19867500,5.89645455,27.82830000,0,0,0,7.33704419,13.49022000,0.00000000,0,0.00000000,0,0,0,0,1.47170000,0,0,0
2012-03-18,0,0,0,0,0,0,0,47.76560000,0,0.00000000,0,0,0,0,62.55290000,0,2.41131260,0,0.00000000,0,0,9.93481111,7.62967500,0,0,0,0,4.78298571,9.63625000,0.00000000,0,0.00000000,0,0,0,0,14.08810000,0,0,0
2012-03-19,0,0,0,0,0,63.18706000,0,87.68883750,0,9.15250000,0,0,0,0,1.69080000,0,14.56476224,11.36440000,37.10250000,0,0,8.49793929,6.46279565,3.45170000,0,0,17.05491818,10.46843235,7.92641000,0,0,0.75980000,0,0,0,0,16.31560000,0,0,0
2012-03-20,0,0,0,0,0,10.83979167,0,117.98110000,4.85923333,0.00190952,0,0,0,0,17.76913333,0,3.63570000,0.00000000,0.00000000,0,0,1.04074444,0.94258750,1.97710000,0,0,11.17609167,364.70369859,0.95123333,0,0,3.55863636,0,0,0,0,0.00000000,0,0,0
2012-03-21,0,0,0,0,0,0,0,16.55680000,0,0,0,0,0,55.30110000,0,0,41.03578732,30.61940000,0,0,0,68.98515833,0.00000000,100.23080000,0,0,0.27690000,62.89537193,8.62806000,0,0,8.97393333,0,0,0,0,0,0,0,0
2012-03-22,0,0,0,0,0,20.35297000,0,32.26073333,0,24.61666667,0,0,0,0,11.22590909,0,20.76454333,0.00000000,0,0,0,9.00427333,61.95995000,0.00000000,0,0,7.70463333,8.87249574,2.97860000,0,0,1.85726522,0,0,0,0,0,0,0,0
2012-03-23,0,0,0,0,0,7.18201212,0,6.87750000,0,0.60416667,0,0,0,0,7.35000000,0,8.70440686,6.11405000,0,0,0,5.12806250,0.00000000,0,0,0,0,3.32397778,6.62280000,0,0,3.62981111,0,0,17.64610000,0,0,0,0,0
2012-03-24,0,0,0,0,0,13.89784500,0,24.48731667,0,0.67190000,0,0,0,0,24.29131667,0,7.29708000,0.00000000,0,0,0,8.35975333,0.00000000,0,0,0,0,5.71197885,8.71105000,0,0,6.93943333,32.54360000,0,0.00000000,0,0,0,0,0
2012-03-25,0,0,0,0,0,22.42437368,0,47.50416667,0,0.00000000,0,0,0,0,34.73385000,2.78190000,4.96157070,6.64960000,0,0,0,7.13761200,90.80126667,0,0,0,0,3.80840230,4.31250000,0,0,18.78120000,0,0,0,0,0,0,0,0
2012-03-26,0,0,0,0,0,21.97592667,0,2.93125000,0,0,0,0,0,0,46.72705000,0.00000000,6.13560058,0.00110000,0.00170000,0,0,0.72511818,13.95060833,0.08110000,0,0,0,0.67769310,3.79465000,0,0,0.52406667,0,0.03835000,0,0,0,0,0,0
2012-03-27,0,0,0,0,0,0,0,7.18603333,0,0.00140000,0,0,0,0,0.61416667,0,3.65986667,0.00000000,0,0,0,4.53962000,0.85810000,0,0,0,0,5.54651818,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2012-03-28,0,0,0,0,0,0,0,0,0,5.69310000,0,0,0,0,6.84290000,5.25920000,1.40313246,6.86780000,0,0,0,1.58317000,0.61975000,0.00140000,0,0,0,1.34306500,0.79544000,0,0,5.17048000,0,0,0,0,0,0,0,0
2012-03-29,0,0,0,0,0,0,0,5.83593750,0,1.06750000,0,0,0,0,14.42090000,8.68360000,1.19332072,11.14985000,0,0,0,0.61941842,3.97500000,23.05015000,0,0,0,0.36828807,9.50836471,0,0,0.90554000,0,0,8.16830000,0,0,0,0,0
2012-03-30,0,0,0,0,0,0,0,23.75875000,0,2.69776667,0,0,0,0,2.05766667,0,0.78000695,4.26390000,14.56720000,0,0,6.53369492,5.54165000,0.00000000,0,0,0,0.89353684,9.92393333,0,0,5.31962727,0,4.50360000,0,0,0,0,0,0
2012-03-31,0,0,0,0,0,0,0,0,0,0.44580000,0,0,0,0,25.25985000,18.74560000,2.00066502,0,0.00000000,0,0,9.93398966,6.06740000,21.24250000,0,0,0,2.33995000,13.39651250,0,0,0.02148333,0,0,0,0,0,0,0,0
2012-04-01,0,0,0,0,0,0,0,0,0,3.13170000,0,0,0,0,6.26296667,0,5.64904870,4.28680000,7.31886667,0,0,1.44774912,1.97531538,0,0,0,0,1.32900678,2.42319722,0,0,3.47960000,0,0,0,0,0,0,0,0
2012-04-02,0,0,0,0,0,0,0,0,0,0.57340000,0,0,0,0,2.86750000,0,2.53014286,0.00000000,15.75124444,0,0,0.80841935,14.34170000,0,0,0,0,0.69075814,3.95178000,0,0,0.85225714,2.70280000,0,0,0,0,0,0,0
2012-04-03,0,0,0,0,0,0,0,11.93027000,0,0,0,0,0,0,20.04528000,0,3.23969714,0.00000000,23.15715000,0,0,2.25951774,4.45030000,0,0,0,0,3.10109756,11.99083333,0,0,5.81684000,0.00000000,0,0,0,0,0,0,0
2012-04-04,0,0,0,0,0,0,0,18.43494444,0,0.84375000,0,0,0,0,8.11230000,5.75970000,24.86471889,0.65670000,30.67610000,0,0,7.33810000,8.23990000,5.79330000,0,0,0,3.24204167,6.64575000,0.00415000,0,5.38998667,0,0.44918537,0,0,0,0,0,0
2012-04-05,0,0,0,0,0,0,0,4.17778000,7.29420000,0.00170000,0,0,0,0,3.81068333,0,4.94618986,0.00000000,19.17140000,0,0,32.17202500,34.26973333,0,0,0,0,1.54503846,19.89326667,23.83206667,0,4.05916667,0,0.00178889,0,0,0,0,0,0
2012-04-06,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,12.11419000,0,5.27042857,10.87060000,0.00000000,0,0,33.60054211,4.16004000,0,0,0,0,2.84820000,6.10640000,18.32396667,0,3.67079091,0,20.61920000,0,0,0,0,0,0
2012-04-07,0,0,0,0,0,0,0,0,0,0.00155000,0,0,0,0,1.43430000,0,24.62146522,0.00000000,27.25140000,0,0,11.88404545,0.00000000,0,0,0,0,0.25410000,0,6.93290000,0,1.07995000,0,0.00000000,0,0,0,0,0,0
2012-04-08,0,0,0,0,46.53110000,0,0,2.71470000,0,0.59430000,0,0,0,0,0.00000000,0,10.58588182,0,40.08500000,0,0,21.99884737,0.00000000,0,0,0,0,3.13275652,0,11.24676667,0,4.50591429,0,0,0,0,0,0,0,0
2012-04-09,0,0,0,0,0,0,0,19.83453333,0,2.03500000,0,0,0,0,9.17510000,0,8.84757460,23.24810000,0.00000000,0,0,7.86555000,0.00000000,3.86580000,0,0,0,2.14649778,10.05235000,0.00000000,10.49750000,15.16185000,0,3.48470000,0,0,0,0,0,0
2012-04-10,0,0,0,0,0,0,0,37.11570000,0,0.26250000,0,0,0,0,3.20500000,0,6.25379448,6.98475000,0.00000000,2.01330000,0,11.14018125,36.49440000,0,0,0,0,3.50047170,5.83606000,0.00236667,19.59500000,7.41733077,0,0.00000000,0,0,0,0,0,0
2012-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31310000,0,5.01611013,0.92676667,0,29.47500000,0,1.51122222,3.46906000,8.54605000,0,0,0,0.23011961,9.17775000,0.00000000,0,2.11308462,0,0.00000000,0,0,0,0,0,0
2012-04-12,0,0,0,0,0,0,0,0,0,10.62250000,0,0,0,0,19.22978000,0,14.02937759,2.26750000,0,18.63885000,0,22.02267083,1.60360000,4.65545000,0,0,0,4.78435968,1.96460000,0.00000000,0,2.53874286,0,0,0,0,0,0,0,0
2012-04-13,0,0,0,0,0,0,0,0,0,0.00171667,0,0,0,0,36.71710000,0,13.77714634,0.00975000,0,0,0,4.16793333,0.01574444,0,0,0,0,1.51888533,0.83170000,0,0,0.52023721,0,0,0,0,0,0,0,0
2012-04-14,0,0,0,0,0,0,0,0,0,0.00156250,0,0,0,0,27.95515000,0,9.95861429,0.00000000,0,0,0,21.49857143,3.95871538,0,0,0,0,5.39971132,0.00310000,0,0,4.32777500,0,0,0,0,0,0,0,0
2012-04-15,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,34.04730769,0,0,0,0,85.59406250,0,0,0,0,0,3.47556429,0.00000000,0,0,0.00146364,0,0,0,0,0,0,0,0
2012-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2012-04-17,0,0,0,0,0,0,0,29.53706000,0,22.38127143,0,0,0,0,0.47860000,0,11.45545082,10.17180000,0,0,0,43.25042500,12.07316667,19.79360000,0,0,0,9.27530370,0,0,0,2.53754000,0,0,0,0,0,0,0,0
2012-04-18,0,0,0,0,0,4.14566250,0,0,0,1.08438750,0,0,0,0,0,0,7.21734795,6.60556667,0,0,0,20.83180000,1.41036667,9.88570000,0,0,0,0.39658980,0.31322000,0,0,2.83776667,0,0,0,0,0,0,0,0
2012-04-19,0,0,0,0,0,15.42462105,0,4.97560000,0,4.71670000,0,0,0,21.41780000,0.75970000,0,29.10656744,0,0,0,0,2.58656667,10.26390000,3.57853333,0,5.47310000,0,0.74831944,4.64360000,0,0,1.46810000,0,0,0,0,0,0,0,0
2012-04-20,0,0,0,0,0,0,0,21.91765000,15.93810000,12.82030000,0,0,0,0,28.36670000,0,7.00538174,0,0,0,0,28.42492000,10.74560000,35.32830000,0,0.00000000,0,3.58082075,9.07987500,0,0,1.28092222,0,0,0,0,0,0.63060000,0,0
2012-04-21,0,0,0,0,0,0,0,43.03415000,0,9.84552500,0,0,0,0,49.17330000,42.56860000,28.80311053,0,0,0,0,7.08140000,12.39463333,0,0,14.51445000,0,3.67272667,11.20025000,16.49580000,0,6.55812500,0,0,0,0,0,0.00000000,0,0
2012-04-22,0,0,0,0,0,0,0,0,98.99750000,0.00000000,0,0,0,0,41.34580000,0.00000000,51.59195472,0,0,0,0,25.82800000,12.48402500,78.41830000,0,5.67625000,0,17.86841765,12.90211000,0,0,13.18533333,0,0,0,0,0,0,0,0
2012-04-23,0,0,0,0,0,0,0,0,42.57560000,1.76155000,0,0,0,0,61.89343333,0,15.61405604,43.85780000,0,0,0,6.08461250,0.37460000,15.74810000,0,8.19420000,0,8.08382549,1.73395000,10.82420000,0,3.19588333,0,0,0,0,0,0,0,0
2012-04-24,0,0,0,0,0,0,0,0,0,0.12416667,0,0,0,0,34.83560000,0,34.87570233,0,0,0,0,8.76310000,0.76875000,0.00000000,0,0,0,14.67047308,21.51112000,6.02525000,0,0.00172000,0,0.07140000,0,0,0,0,0,0
2012-04-25,0,0,0,0,0,0,0,1.14905000,0,0.13660000,0,0,0,0,15.15375000,0,31.44707500,0,0,0,0,18.71862963,1.76060000,0,0,0,0,3.12775278,6.36116667,0.48110000,0,3.18379375,0,0,0,0,0,0,0,0
2012-04-26,0,0,0,0,0,0,0,22.85415000,0,0.11460000,0,0,0,0,37.88890000,0,33.19581519,0,0,0,0,6.22383182,0.61485000,0,0,0,0,8.95057059,12.01990000,4.39036667,0,1.83237778,0,1.20830000,0,0,0,0,0,0
2012-04-27,0,0,0,0,0,0,0,4.38980000,78.86470000,0.07470000,0,0,0,0,57.46330000,16.88250000,22.98478710,0,37.94380000,0,9.04140000,15.53915581,12.04044286,37.31862000,0,0,0,5.49952817,5.74030000,26.00970000,0,8.46144375,0,0,0,0,0.00000000,0,0,0
2012-04-28,0,15.52170000,0,0,0,0,0,7.87376667,23.56670000,0,0,0,0,0,0.00000000,0,18.33472000,0,61.71675000,0,0,2.45411875,20.14275000,16.96870000,0,0,0,1.70720000,2.29650000,4.31146667,0,6.03794167,0,0,0,0,0.00000000,0,0,0
2012-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.46060435,0,0.00000000,0,0,2.17342500,33.75500000,0,0,0,0,1.78910435,0.00421250,0.00000000,0,4.53845217,0,0,0,0,0,0,0,0
2012-04-30,0,0,0,0,0,0,0,0.00570000,0,0.20360000,0,0,0,0,0.00140000,0,11.90784706,0,0,0,0,17.95778667,0.35325714,0.57285000,0,0,0,0.00698571,0.00444286,0,0,0.00755000,0,0,0,0,0.00000000,0,0,0
2012-05-01,0,0,0,0,0,0,0,1.52945000,5.02250000,0.05310000,0,0,0,0,0,0,18.87851310,0,0,0,0,2.49207273,3.14542500,8.76860000,0,0,0,0.49338194,1.44330000,0,0,1.84296061,0,0,0,0,0,0,0,0
2012-05-02,0,0,0,0,0,0,0,0.00000000,11.87890000,0.00173500,0,0,0,0,0.00190000,0,57.78934286,0,0.00250000,0,0,0.39191429,0.03905385,1.36456000,0,0,0,10.34006897,1.44289333,0,0,0.13126364,0,0.06030000,0,0,0,0,0,0
