title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2014-02-01,2014-07-31
---------
Day,"[31] Wait Hours: Per Job","[12] Wait Hours: Per Job","[16] Wait Hours: Per Job","[8] Wait Hours: Per Job","[4] Wait Hours: Per Job","[15] Wait Hours: Per Job","[20] Wait Hours: Per Job","[14] Wait Hours: Per Job","[10] Wait Hours: Per Job","[32] Wait Hours: Per Job","[26] Wait Hours: Per Job","[1] Wait Hours: Per Job","[6] Wait Hours: Per Job","[18] Wait Hours: Per Job","[22] Wait Hours: Per Job","[19] Wait Hours: Per Job","[25] Wait Hours: Per Job","[27] Wait Hours: Per Job","[5] Wait Hours: Per Job","[3] Wait Hours: Per Job","[61] Wait Hours: Per Job","[7] Wait Hours: Per Job","[38] Wait Hours: Per Job","[2] Wait Hours: Per Job","[11] Wait Hours: Per Job","[13] Wait Hours: Per Job","[128] Wait Hours: Per Job","[63] Wait Hours: Per Job","[120] Wait Hours: Per Job","[9] Wait Hours: Per Job","[30] Wait Hours: Per Job","[24] Wait Hours: Per Job","[60] Wait Hours: Per Job","[23] Wait Hours: Per Job","[64] Wait Hours: Per Job","[81] Wait Hours: Per Job","[28] Wait Hours: Per Job","[71] Wait Hours: Per Job","[100] Wait Hours: Per Job","[37] Wait Hours: Per Job","[43] Wait Hours: Per Job","[72] Wait Hours: Per Job","[50] Wait Hours: Per Job","[56] Wait Hours: Per Job","[42] Wait Hours: Per Job","[73] Wait Hours: Per Job","[78] Wait Hours: Per Job","[52] Wait Hours: Per Job","[75] Wait Hours: Per Job","[40] Wait Hours: Per Job","[102] Wait Hours: Per Job","[45] Wait Hours: Per Job","[33] Wait Hours: Per Job","[96] Wait Hours: Per Job","[48] Wait Hours: Per Job","[21] Wait Hours: Per Job","[74] Wait Hours: Per Job","[17] Wait Hours: Per Job","[49] Wait Hours: Per Job","[35] Wait Hours: Per Job","[44] Wait Hours: Per Job","[58] Wait Hours: Per Job","[80] Wait Hours: Per Job","[84] Wait Hours: Per Job","[36] Wait Hours: Per Job","[90] Wait Hours: Per Job"
2014-02-11,0,92.54336000,13.05590000,3.14791724,6.11692286,11.98470000,0.00000000,0,0.00000000,0.86691429,0,3.42980301,0,0,0,0,0,0,2.75750000,2.36027778,0,0,0,4.32203750,0,0,0,0,0,0,1.46540000,0,0.00000000,0,1.92004286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-12,0,89.54000000,82.57105000,9.70086053,12.72173077,20.98440000,3.33670000,0,0,0.41760000,0,8.08047757,0,0,0,0,0,0,5.51440000,11.39295000,0,0,0,7.71035000,0,0,0,0,0,0,0.00000000,0,3.44810000,0,0.72920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-13,0,196.22483333,15.07910000,13.43565000,19.47048824,25.21530000,0.53670000,0,0,0.00000000,0,18.39503601,0,0,0,0,0,0,7.71920000,5.42861429,0,0,0,4.00238806,0,0,0,0,0,0,0.36235000,0,1.10016667,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,0,123.76806667,9.19478571,37.72475306,30.17115455,0.00000000,0.00000000,0,0,0,0,17.85929190,0,0,0,0,0,0,0.95055000,7.69980000,0,0,0,6.99479208,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,0,144.13640000,17.39020909,74.84584545,19.80414783,11.99860000,0.00000000,0,0,0,0,54.54626495,0.38390000,0.18720000,0,0.01890000,0,0,0.68026667,1.68728889,0,8.95940000,0,1.72463600,0,0,0,0,0,0,0.87280000,0,0.00000000,0,1.70905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,0,14.71110000,33.10990822,101.54843253,11.78481143,0.00000000,0.29790000,0,0.47220000,0,0,51.33745553,2.45095000,0.01610000,0.03860000,0.16330000,0,0,1.50210000,0.04647143,0,2.40710000,0,0.72698525,0,0,0,0,0,0,0.65190000,0,0.72882500,0,1.49694000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,0,8.19280000,5.01237333,0.98315172,5.21322987,0,0.01166667,0,0,0.01610000,0,34.20951345,0.00000000,0.02030000,0,0,0,0,0.97962500,0.00000000,0,0,0,0.58466471,0,0,0,0,0,0,0.61945000,0,0.00000000,0,0.01875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01250000,0
2014-02-18,0,0.00000000,18.03734286,4.76259333,4.79392692,0,0.00000000,0,2.59110000,0,0,5.58624667,1.26235333,0.00000000,0,0,0,0,2.89395000,0.91665000,0,0,0,2.10397241,0,0,0,0,0,0,0.00000000,0,1.66042500,0,0.70102000,0,0,0,0,0,0.22033750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,0,57.37420000,39.42970000,13.46666667,8.70010444,25.09080000,0,0,0.00000000,0.85930000,0,5.86854474,3.46386897,1.68970000,0,0,0,0,2.90765000,15.32508235,0,0,0,5.25313256,0,0,0,0,0,0,0.76890000,0,3.17250000,0,2.54220000,0,0,0,0,0,0.13750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,0,13.93500000,40.73143636,5.21147778,8.71644375,43.46220000,1.06140000,0,3.45360000,1.01386923,0,11.62073072,43.31000000,1.59530000,0,0,0,0,4.50203333,8.64381250,0,8.63360000,0,3.25668491,0,0,0,0,0,0,0.87000000,0,1.69875000,0,0.00000000,0,0,0,0,0,1.20426667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28390000,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,0,101.57560000,34.74655000,19.72930909,25.23918276,0.00000000,0.00000000,0,0.00000000,4.65917500,0,15.21329152,45.01570000,0.02530000,0,0,0,0,21.79940000,10.70218000,0,0.00000000,0,3.16767857,0,0,6.16500000,0,0,0,0.00000000,0,3.12323333,1.27940000,0,0,0,0,0,0,1.09890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-22,0,39.18495000,60.24750000,13.19722000,22.65614865,26.50420000,0.00000000,0,0.00000000,2.40440000,0,51.11571098,68.91250000,0.00000000,0,0,0,0,0.00000000,8.26802500,0,0.00000000,0,3.60211176,0,0,0,0,0,0,2.63440000,0,4.96500000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23,0,5.97386667,87.03860000,9.12012222,40.75699825,0.00000000,0,0,0,0.00000000,0,52.63648435,83.50240000,0.76080000,0,0,0,0,1.73640000,2.35182000,0,0,0,8.89918095,0,0,0,0,0,0.05340000,0.00000000,0,3.16530000,0.00000000,0,0,0,0,0,0,0,2.52240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,0,18.49560000,117.13046667,8.29990000,19.62504706,72.02060000,0.67722857,0,0,0.19566667,0,43.92743632,89.19390000,0.50920000,0,0,0,0,4.66276000,6.47693333,0,0,0,2.69962203,0,0,0,0,0,0.07542500,2.53290000,0,0.06440000,0,2.68095000,1.88896667,0,0,0,0,0,0.89720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,0,17.78390000,190.89310000,3.51025000,2.37971860,0,0.50720000,0,0,0.38436667,0,33.00406982,56.12390000,0.52230000,0,0,0,0,2.24872000,3.19250385,0,0,0,3.95926265,0,0,0,0,0,0,0.00000000,0,0.16610000,0,1.01487778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,0,29.54030000,225.12810000,3.13314000,6.17625641,31.77540000,17.03220000,0,1.00210000,0.76470000,0,27.09292581,0.00000000,0,0,0,0,0,1.81250000,12.23585455,0,0,0,5.17590680,0,0,0,0,0,1.22390000,0.00000000,0,0.00000000,0,4.54623750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,0,24.91320000,87.16664286,17.33746667,8.54718333,0.00000000,9.29670000,0,0.08765000,12.56000000,0,5.43940323,9.43144000,7.35890000,0,10.82030000,0,0,0.07936667,28.31873333,0,0,0,7.55615263,0,0,0,0,0,4.49360000,0.34026667,19.04060000,16.16080000,0,3.73807500,3.95320000,0,0,0,0,0,0,0,0,0,1.00080000,0,0,0,0,0,3.94560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,0,51.88940000,114.75956000,21.85425263,28.23625833,0,12.06472857,0,0.45426667,5.40970000,0,42.92923367,34.25333333,0.00000000,0,7.32390000,0,0,22.15540000,50.65777500,0,0,0,21.31265000,0,0,0,0,0,6.28790000,0,0.00000000,0.00000000,0,7.16170000,3.80500000,0,0,0,0,0,0,0,0,0,2.69330000,0,0,0,0,0,7.25310000,0,0,0,0,0,9.11190000,0,0,0,0,0,0,0,0
2014-03-01,0,47.85310000,81.82961333,30.65510000,20.56894000,0,40.11610000,0,0,0.00000000,0,11.03062077,64.72593333,4.62360000,0,6.64720000,0,0,0.00000000,74.72535714,0,0,0,25.59596061,0,0,0,0,0,3.79796667,0,0.00000000,8.32060000,0,2.07468000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-03-02,0,81.87485000,77.61955882,46.98481667,40.87133333,0,54.65463333,0,0,0,0,12.38716555,55.39223333,0.00000000,0,4.36360000,0,0,19.16210000,17.22569000,0,0,0,47.24027143,0,0,0,0,0,4.88220000,0,5.38940000,0.00000000,0,2.75022000,0,0,0,0,0,0.49360000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-03-03,0,113.85250000,44.50653333,67.73270833,61.93600000,0,65.31062000,0,0,0,0,7.80888975,13.38860000,0.50335000,0,1.44030000,0,0,15.82770000,63.10203333,0,0,0,31.42562069,0,0,0,0,0,4.82720000,0,0.83625000,1.14110000,0,0.38438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,0,0.00000000,72.98886667,39.36180000,37.81928500,82.74625000,101.91370000,0,0,1.38731667,0,6.65457866,24.69360000,0.28670000,0,1.05680000,0,0,4.13720000,113.00750000,0,0,0,11.44120811,0,0,0,0,0,7.08665000,0,0.21190000,0.00000000,0,0.90605556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-05,0,90.16430000,68.27005000,64.02519565,46.51231071,61.28896364,60.83805000,90.25060000,0,0.30978000,0,14.31795146,32.99490000,0.00000000,0,1.61080000,0,0,9.10830000,52.28845556,0,18.57280000,0,14.96377115,0,0,0,0,0,4.89585000,0,0.00000000,1.22335000,0,1.12478000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06,0,57.75250000,71.06473333,72.55605000,31.83932500,0,83.80492500,0,0,0,0,10.65786445,20.40085000,0,0,1.21793333,0,0,21.85570000,54.58233333,0,0,2.05725000,7.91155758,0,0,0,0,0,4.62970000,0,0.18500000,2.79780000,0,0.41634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-07,0,104.94845000,69.24620702,63.04802692,33.60931429,5.54030000,87.66522000,5.75500000,0,0,0,10.58326020,23.03690000,0.89670000,0,0.41165000,0,0,0.56896667,49.14612500,0,0,1.81083333,19.42464359,0,5.96110000,0,0,0,5.09795000,0,0.56415000,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09580000,0,0,0,0,0,0,0,0
2014-03-08,0,81.51542500,182.93474615,204.52552222,102.14436190,0,64.74170000,0,0,0,0,9.62341645,0,0,0,0,0,0,0,0.00000000,0,0,0,0.05116000,0,0,0,0,0,2.14790000,0,0.04473333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-09,0,0.00000000,0,224.58500000,0,0,0.00000000,0,3.14610000,0,0,1.53423774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-11,0,0,0,0,102.32385000,0,0,0,0,0,0,86.26022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-12,0,0,0,0,2.55361667,0,0,0,0,0,0,1.10518775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-13,0,177.47536667,216.59416667,140.40119143,75.29531591,88.06920000,127.60440000,0,0,0,0,41.34887640,0.08445000,0,90.50500000,0,0.30390000,0,86.65436667,89.68291818,0,0,79.94972000,77.55730233,0,0,0,0,0,2.49405000,0,90.05915000,66.60500000,0,83.30483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-14,0,133.47862500,184.37995000,164.62665185,68.50091231,0,0.00000000,0,0,7.20803333,0,27.94119351,10.93551429,10.68335000,11.19593333,0,8.89765000,0,28.67670000,2.56184000,0,0,14.30555000,10.38274928,0,0,11.48580000,0,0,4.38026667,0,0.00000000,0.00000000,0,12.28060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-15,0,156.00390000,229.56434000,333.26852692,117.44231667,0,3.57470000,0,0,6.15000000,0,0.22967024,0.00000000,35.45060000,27.73170000,0,0,0,0.00000000,0.00000000,0,0,8.01980000,2.34667895,0,0,9.26390000,0,0,5.90985000,0,0,5.12430000,0,0,0,0,0,0,0,2.82500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-16,0,17.47806667,28.39592857,354.55005000,51.61295224,0,0.00000000,0,0,1.36277500,0,0.32965657,9.13162000,8.10030000,0.00000000,0,0,0,0.00000000,0.00000000,0,0,6.72510000,0.06567083,0,0,0,0,0,0.00000000,0,0.01470000,0.00000000,0,4.20820000,0,0,0,0,0,1.19640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52360000,0,0,0,0,0,0,0,0
2014-03-17,0,24.38140000,67.27681818,333.59648231,27.19056250,0,1.20500000,0,0.89710000,5.17636667,0,2.99685717,4.79752500,0.00000000,0,0,1.46780000,0,0,0.00920000,0,0.91360000,1.88570000,7.01071333,0,0,0,0,0,1.41915000,0,2.32310000,2.79210000,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,0,159.14515000,210.91106667,5.28128182,22.75586923,0,0.00000000,0,0.00853333,0.70420000,0,2.62741069,4.99107778,0.00000000,0,0,0.00000000,0,0.22015000,0.01146250,0,0.04920000,6.78860000,1.70340270,0,0,0,0,0,0.01110000,0,0.00000000,0.00000000,0,10.11860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,0,190.52750000,43.43694167,7.06538571,30.07488448,0,3.07560000,0,0,13.98860000,0,9.22202931,9.46130000,74.57030000,0,0,24.99085000,0,22.29350000,0,0,0,15.01430000,11.68454478,0,0,0,0,0,0.95343750,0.04420000,10.29830000,14.75440000,0,3.95120000,0,0,0,0,0,6.18250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,0,7.57530000,158.47158333,11.20597619,45.52624237,0.01220000,0.00000000,0,0,2.53610000,0,3.05983926,2.35440000,0.00000000,0,0,0.00000000,0,0.00000000,0.02218000,0,0,1.74277500,0.62417547,0,0,0,0,0,0.96573333,0,0.63440000,0,0,0.00000000,0,0,0,5.87560000,0,1.11845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-21,0,78.94620000,327.11623636,19.87782593,30.98216087,0,0.00000000,0,15.71445000,0.37580000,0,1.63075468,2.50830000,89.76405000,0,0,0,0,0.00000000,2.36796667,0,0,3.03178000,8.56873913,0,0,0,0,0,0,0,0.26140000,1.90720000,0,1.63310000,0,0,0,1.09500000,0,0.78416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-22,0,0.00000000,66.81562381,32.32181176,41.04917239,0.06405000,0,0,0.00000000,0.00000000,0,4.93313774,2.29726667,0.00000000,0,0,0,0,1.87697000,0.01297500,0,0,0.92672000,5.35202174,0,0,0,0,0,3.22077500,0,0.74750000,0.71710000,0,0.59805000,0,0,0,0,0,0.72360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-23,0,76.84000000,111.66664889,59.78931818,72.44254830,0.14573333,0.17530000,0,50.82250000,1.04110000,0,2.45046027,4.13000000,113.67250000,0,0,0,0,0.00000000,0,0,0,0.90756000,16.80640667,15.97170000,0,0,0,0,0,0,0.03420000,0.47250000,0,0.21810000,0,0,0,0,0,0.85760000,0,0,0,0,0,0,0,0,0.22890000,0,0.22220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-24,0,0.00000000,15.22036341,111.64088179,56.32159910,0,0.00000000,0,42.23280000,0.22375000,0,1.03903005,4.22570000,0.00000000,0,0,0,0,0.00000000,3.37145000,0,0,0.45640000,2.04031463,0,0,0,0,0,2.90140000,0,0.51250000,1.07500000,0,0.01945000,0,0,0,0,0,0.08055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-25,0,0,107.66047500,61.64847667,10.19181008,0.01330000,1.60390000,0,0.00000000,0,0,4.07107801,0.00000000,135.61345000,0,0,0,0,0,0.04536667,0,2.23040000,0.70390000,5.08264324,0,0,0,0,0,6.61630000,0,0.00000000,0.00000000,0,0,0,0,0,0,1.96810000,1.39435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41170000,0,0,0,0,0,0
2014-03-26,0,0,0.00000000,11.06202188,15.73775667,0,0.00000000,0,111.12670000,0,0,7.68396191,0.00000000,0.00000000,0,0,0,0,3.67110000,0,0,0.00000000,0.00000000,3.95398125,0,0,0,0,0,0.00000000,0,0.52060000,0.00000000,0,0,0,0,0,0,0,0.29140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38830000,0,0,0,0,0,0
2014-03-27,0,0,53.61000000,0.00000000,16.22911875,0,0.00000000,0,147.85500000,29.40920000,0,27.35525347,0,0.00000000,0,0,0,0,5.43610000,22.94610000,0,0.00000000,0.00000000,9.87492727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.93360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-28,0,0,0,0.00000000,0.14356000,0.02040000,0,0,0.00000000,0,0,45.41157733,0,0,0,0,0,0,0.00000000,0.51367500,0,0,0,0.17330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-29,0,0,191.49937500,19.34918750,2.09573588,0.00000000,0,0,0,0.69710000,0,15.96495362,0.33610000,0.81305000,0,0,0,0,0.00973333,0.01050000,0,21.57500000,0,18.95033571,0,0,0,0,0,0.03161818,0,1.55940000,0,0,70.80530000,0,0,0,0,0,1.90595000,0,0,0,0,0,0,0,0,1.19640000,0,0,0,0,0,0,0,0,0,0.00640000,0,0,0,0,0.12265000,0
2014-03-30,0,0,0.01970000,3.14920000,6.34277061,0,0,0,0,0.03860000,0,0.45995080,0.02360000,0.95580000,0,0.77190000,0,0,0.03080000,0,0,0.00000000,2.17750000,0.56298864,0,0,0,0,0,0.00000000,0.20560000,2.17330000,1.77360000,0.50830000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01280000,0,0,0,0,0,0.74720000,0,0,0,1.12250000,0,0,0,0,0,0
