title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-COMET"
start,end
2015-08-01,2016-01-31
---------
Day,"[43] Wait Hours: Per Job","[40] Wait Hours: Per Job","[55] Wait Hours: Per Job","[15] Wait Hours: Per Job","[20] Wait Hours: Per Job","[67] Wait Hours: Per Job","[7] Wait Hours: Per Job","[4] Wait Hours: Per Job","[5] Wait Hours: Per Job","[1] Wait Hours: Per Job","[18] Wait Hours: Per Job","[3] Wait Hours: Per Job","[22] Wait Hours: Per Job","[8] Wait Hours: Per Job","[30] Wait Hours: Per Job","[70] Wait Hours: Per Job","[14] Wait Hours: Per Job","[72] Wait Hours: Per Job","[9] Wait Hours: Per Job","[27] Wait Hours: Per Job","[17] Wait Hours: Per Job","[6] Wait Hours: Per Job","[28] Wait Hours: Per Job","[25] Wait Hours: Per Job","[65] Wait Hours: Per Job","[42] Wait Hours: Per Job","[12] Wait Hours: Per Job","[29] Wait Hours: Per Job","[13] Wait Hours: Per Job","[16] Wait Hours: Per Job","[48] Wait Hours: Per Job","[24] Wait Hours: Per Job","[10] Wait Hours: Per Job","[32] Wait Hours: Per Job","[64] Wait Hours: Per Job","[58] Wait Hours: Per Job","[21] Wait Hours: Per Job","[2] Wait Hours: Per Job","[19] Wait Hours: Per Job","[49] Wait Hours: Per Job","[33] Wait Hours: Per Job","[26] Wait Hours: Per Job","[36] Wait Hours: Per Job","[11] Wait Hours: Per Job","[57] Wait Hours: Per Job","[50] Wait Hours: Per Job","[34] Wait Hours: Per Job","[41] Wait Hours: Per Job","[46] Wait Hours: Per Job","[60] Wait Hours: Per Job","[71] Wait Hours: Per Job","[52] Wait Hours: Per Job","[56] Wait Hours: Per Job","[35] Wait Hours: Per Job","[54] Wait Hours: Per Job","[38] Wait Hours: Per Job","[44] Wait Hours: Per Job","[39] Wait Hours: Per Job","[66] Wait Hours: Per Job","[51] Wait Hours: Per Job","[31] Wait Hours: Per Job","[45] Wait Hours: Per Job","[68] Wait Hours: Per Job","[23] Wait Hours: Per Job","[37] Wait Hours: Per Job","[63] Wait Hours: Per Job"
2015-08-16,0,0,0,0.00155000,68.43720000,0,0.00113333,18.54868462,1.84786154,1.60594991,0,0.00087368,0,0.00159200,0.00000000,0,0,0.00000000,0,0,0,0.00195319,0,0,0,0,0.00265000,0,0.00187500,2.97640769,0.00000000,0.00000000,0.03688182,0.00085000,0.00010000,0,0,0.00183487,0,0,0,0,0,0,0,0,0,0,0,0.00063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,0,0.00220000,0,0.00000000,0.00000000,0,0.00000000,10.29741369,1.18056897,0.29857590,0,0.00114842,0,0.08512444,0.00030000,0.00190000,0,0.06604545,0,0,0.00265000,0.21393667,0,0.00000000,0,0,0.00225714,0,0,0.77982000,0,0.00166667,0.00188000,0.00030000,0,0,0.00470000,0.00121977,0,0,0,0,0,0.00390000,0,0.00206000,0,0,0,0.00195000,0,0,0,0.00140000,0,0,0,0,0,0,0,0.00020000,0,0,0,0
2015-08-18,0,0.00000000,0,0.00000000,0,0,0.00160909,11.85659580,1.76161333,0.17896343,0.00420000,0.00145283,0,0.00604516,0.00110000,0.00000000,0,0.00153333,0,0,0.00110000,0.00168529,0,0.00080000,0,0,0.00361000,0,0.00186667,0.00125833,0,0,0.00292917,0.00206667,0.00060000,0,0.00324286,0.00422278,0,0,0,0,0.00530000,0.00000000,0,0,0,0,0,0.00000000,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,0,0.00527500,0,0.00236250,0.00223750,0,0.00030000,2.35633851,1.23843333,0.06744740,0.00095000,0.01288750,0,0.63271892,0.00420000,0,0,0.65181667,0.00440000,0,0.00060000,1.31664242,0,0,0,0,0.02356667,0,0.00500000,1.53981429,4.13451250,0,0.00252632,0.00103333,0,0,3.59737500,0.01809192,0,0,0,0,0.00060000,0.00140000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,0,0.40260000,0,0.08558000,0.20757000,0,0.00000000,2.60846305,0.12738333,1.14299573,0.21335000,0.07981034,0.00420000,0.03993636,0.50110000,0,0,0.72017500,0.00500000,0,0,0.38545660,0,0,0,0.01290000,0.20015714,0,0.00000000,0.28276000,2.90079048,0,0.28890769,0,0,0.00610000,0.35470000,0.21212911,0.16810000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.00485000,0,0,0,0,0,0,0,0.00310000,0,0,0,0,0
2015-08-21,0,0.00000000,0,0.00000000,0.00197500,0,0.00280000,5.81133553,0.18390000,0.60814097,0,0.50678800,0,1.29955405,0.00060000,0,0,9.73233333,0.08550000,0,0,2.41114242,0,0,0,0,0.04917143,0,0.01500000,0.01388462,6.91922500,0.00170000,0.09687500,0,0,0,7.83860000,1.20239672,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-22,0,0.00310000,0,0.00000000,0.00325714,0,0.00000000,11.81351524,0.00045000,1.66573788,0.00047500,0.00204545,0.00110000,0.12786667,0.00242500,0,0,0.00000000,0.00276250,0,0,0.00181429,0,1.12656667,0,0,0.00220000,0,0.00000000,0.00140000,0,0.00110000,0.00103333,0,0,0,5.40720000,1.08740568,0,0,0,0,0,0.00250000,0,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0
2015-08-23,0,0.00140000,0,0.00000000,0.00166667,0,0.00250000,11.71000451,0.00270000,8.70844605,0.00000000,0.00127143,0,0.00079091,0.00045000,0,0,0,0,0,0,1.03704857,0,19.34580000,0,0,0.47357500,0,0.00000000,0.00161667,0,0.00000000,0,0,0,0,0.00000000,1.12521481,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,0,0.00000000,0,0.00088333,0.00000000,0,0.00274444,3.00281733,0.51379429,2.27746023,0.00503750,0.00214615,0,0.38170182,0.00230000,0,0.00134000,0.00300000,0.00130000,0,0,0.78112778,0,19.50500000,0,0,0.00368462,0,0.00140000,0.00188333,0,0.00316667,0.01735000,0.00030000,0,0,0,0.11156817,0,0,0,0.00330000,0.00090000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,0,3.85797500,0,0.00330000,0.00230000,0,0.00096154,1.14892262,0.00201250,0.26560460,0.00140000,0.00163529,0.00333333,0.18620741,0.00081429,0,0.00190000,5.64682857,0,0.00080000,0.00178571,0.00230000,0,15.87170000,0,0,0.00230417,0,0,0.00242500,0,0.00211667,2.44560000,0.00235000,0,0,0,0.13881122,0.00140000,0,0,0.00000000,0.00030000,0,0,0,0,0,0,0.00083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,0,0.00000000,0.00665000,0.00625000,0.00055000,0,0.00260000,2.13107471,0.00234444,0.83761699,0,0.00240000,0.00305000,0.27427692,0.00297174,0,0.00595000,38.33650000,0.00250000,0,0.00335000,0.00015000,0,0.00470000,0,0,0.00263333,0,0.00060000,0.00213659,0.00500000,1.09368571,0.01609565,0.00202857,0.00230000,0,0.00473333,0.04616731,0.00390000,0,0,0,0.00000000,0,0,0.00207143,0,0,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,0,0.00342222,0,0,5.15045185,0,0.00000000,1.91066429,0.54102571,0.58779107,0,0.00219412,0.00000000,0.30016267,0.00000000,0,0.00351667,17.98833333,0.00272500,0,0,0.77690455,0,19.53890000,0,0,0.05899412,0,0.00155000,0.00360417,0.00000000,0.00542500,0.03606000,0.00385714,0,0,0,0.01987788,0.02040000,0,0,0.00735000,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,0,0.00563333,0,0,24.94040000,0,0,6.83337925,1.76534490,27.94727141,0,3.33400000,0,1.40419778,0.00110000,0,0.00640000,9.81820000,0.00000000,0,0,2.97921765,0,26.82170000,0,0,0.02204286,0,0.00080000,0.00287778,0.02835000,0.00288000,0.00633000,0.73045833,0,0,0,0.00558082,0.00530000,0,0,0.00000000,0.00000000,0.00210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-29,0,0.00000000,0,0.00530000,49.91580000,0,0.00310000,9.44708163,0.00230909,1.17052401,0,0.23144390,0,0.11198246,0.00360000,0,0,19.38485000,0.00000000,0,0.00250000,0.00265714,0,60.60670000,0,0,0.00246000,0,0,0.00364706,0.00000000,0.12114286,0.05410250,0.01067000,0,0,0,0.00168170,0.00420000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,0,0.00015000,0,0.00000000,67.82630000,0,0,2.80970889,0.00218571,11.56635075,0.00306667,0.00081538,0,0.00201250,0.00030000,0,0,43.31460000,0,0,0.00176667,0.00015000,0,0.00000000,0,0,0.00156923,0,0.00093333,0.00105556,0,2.26400000,0.00276364,0.00060000,0,0,0,2.96853038,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0.00125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,0,0.00180000,0,0.00184000,14.93145000,0,0.00640000,4.85444426,0.60155500,23.07566650,0.00000000,0.00055000,0,0.00218966,0.00050000,0.00125000,0,67.29125000,0.00280000,0,0,0.00148182,0,17.68810000,0,0,0.00170000,0,0,0.00984118,0,0,0.00114000,0.03791212,0,0,0,0.20147917,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0.00063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0
2015-09-01,0,0.00208333,0,0.00000000,0.00110000,0,0.00281429,1.38401801,3.06613333,7.61104086,0.00055000,0.00265556,0,1.37530964,0.00147500,0,0,16.85690000,0.00000000,0,0,0.00232727,0,42.58110000,0,0,0.00190000,0,0.00190000,0.00294000,0.00090000,0,0.00055000,0.00073333,0,0,0,0.37502462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,0,0.00101667,0,0,4.84196667,0,0.00165000,0.00239825,2.00333333,15.91573964,0.00360000,3.98319630,0.00330000,17.73365000,0.00255556,0,0,0.00055000,0,0,0.00110000,0.00222500,0,0.00140000,0,0,0.00040000,0,0.00140000,0.00215000,0.00245000,0,0.00155000,0.00258571,0,0,0,1.69766267,0,0,0,0.00015000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,0,0.00080000,0,0,7.32531250,0,0.00190000,0.00148727,2.00562500,12.46740346,0.00070000,0.00090625,0,1.86284706,0.34572667,0,0,12.63430000,0.00143333,0,0,0.00030000,0,28.88140000,0,0.00218000,0.00182500,0,0.00470000,0.00000000,0.86226667,0.00610000,0.00173333,0.00140000,0,0,0.00110000,0.62981438,0,0,0,0,0.00093636,0,0,0,0,0,0,0,0,0,0,0.00015000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,0,0.00000000,0,0.12103333,4.77520435,0,0.00000000,0.00805714,0.00250000,17.27534771,0.00000000,0.01083333,0.02670000,6.74461250,0.01195000,0,0,12.71520000,0.00305000,0,0.13140000,0.00046667,0,0.04750000,0,0.00330000,0.00055000,0,0,0.00000000,0.00270000,0,0.00475000,0.00093333,0,0,0,0.86706690,0,0,0,0,0.00153333,0,0,0,0,0,0,0,0,0,0,0.00570000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-05,0,0.00170000,0,0,16.42472500,0,0.00000000,0.00292871,0.00250000,15.89679627,0.00030000,0.00460000,0,11.39869412,0.00000000,0,0,13.49830000,1.43990000,0,0,0.00030000,0,0.00000000,0,0,0.00110000,0,0,0.00193333,1.01382500,0.00060000,0.00167500,0.00195000,1.26894000,0,0,2.85191765,0,0,0,0,0.00150000,0.00192000,0,0,0,0,0,0.00690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,0,0,0,0,0.00162500,0,0,0.00313381,0.00000000,29.33222131,0.00000000,0.00080000,0,1.31679524,0,0,0,0.00000000,9.01305000,0,0,0.00000000,0,0.00000000,0,0.00100000,0.00190000,0,0,0.00000000,0.00000000,0,0.00195455,0,1.47840000,0,0,0.53482241,0.00000000,0,0,0,0,0.00202500,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030000,0
2015-09-07,0,0.00500000,0,0,0.00610000,0,0,0.00248182,0,13.72262083,0.00218571,0,0,0.00298000,0,0,0,0.00228000,0.00305000,0,0,0,0,0.00000000,0,0,0.00060000,0,0,0.00306667,0.00030000,0.00210000,0.00183750,0.00030000,0.00116667,0,0,0.25046006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2015-09-08,0,0,0,0,9.73848333,0,0,38.28603529,0,24.34791627,0,52.23042500,0,9.97524286,0,0,0,0,33.43945000,0,0,29.09310000,0,0,0,0.00382000,33.74276667,0,0,0,0,0,18.49015000,0,0,0,0,8.34199616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,0,0.00280000,0,0.00182500,16.13217895,0,0,0.01128000,0.00280000,5.88071615,0.00085000,0.00093333,0,0.04991875,0.00306667,0,0,0.00187500,13.18333333,0,0,0.00015000,0,0,0,0.00120000,0.00140000,0,0,0.00256667,0,0.00110000,0.00205714,0,0.00120000,0,0,2.89995724,0,0,0,0,0.00130000,0.00094000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,0,0.00000000,0,0.88880000,3.76473333,0,0,0.16871895,0.00178000,10.72144269,0,0.00084286,0,1.46120000,0.00306667,0,0,0.00000000,0.02494000,0,0.00121111,0.00207500,0.00460000,0,0,0,0.00224615,0,0,0.00143333,0,0,0.00373333,0.00420000,0.00030000,0,0.00110000,2.42863968,0,0,0,0,0,0.00060000,0,0.00276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,0,0,0,0.00055000,0.00015000,0,0,0.21520496,7.34351111,1.37680779,0,0.00240000,0,0.00149756,0,0,0,0.00277500,22.44792500,0,0.00000000,0.00206667,29.57060000,0,0,0.00151429,0.00240000,0,0.00125000,0.00110000,0.01680000,0.00010000,0.00213571,0.00195000,0.00165000,0,0.00030000,2.75779591,0,0,0,0,0,0.00120000,0,0,0,0,0,0.00055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,0,0,0,0.00030000,0.00305000,0,0,0.07980505,0.00000000,0.62810863,0,0.00495000,0,2.27278750,0.00060000,0,0,9.19984000,17.32438000,0,0,0.00153000,0.00000000,0,0,0,0.00124615,0,0,0.00555000,0.00030000,0,0.61318235,0,0.00316000,0,0,0.66641965,0,0,0,0,0,0.00172500,0,0.00250000,0,0,0,0.00401111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,0,0.00080000,0,0.00000000,0.00610000,0,0,3.10112661,0.00083333,15.47982752,0,0.00000000,0,0.00168000,0.00000000,0,0,19.27150000,45.04730000,0,0,1.23890000,0.00170000,0,0,0,0.00220000,0,0,2.40090000,0,0,0.00170000,0,0.62405000,0,0,0.32231634,0,0,0,0,0,0.00030000,0,0.00040000,0,0,0,0.00000000,0,0.00073333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,0,0.00155000,0,1.12860000,0.00030000,0,0,0.90627551,0.00540000,0.57565316,0.00220000,0.00308889,0,0.00347143,0.00360000,0,0,0.00415000,66.93010000,0,0.00182500,0.00035000,0.00000000,0.00186667,0,0,0.00197000,0,0,0.00414667,0,0,0.00350000,0,0,0,0,0.62968242,0.00000000,0,0,0,0,0.00030000,0,0,0,0,0,0.00030000,0.00000000,0.00560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,0,0,0,4.61030000,0.31805385,0,0,0.32758267,0.00417143,1.24088012,0,0.09515000,0,0.00475517,0.00684444,0,0,0.00305000,9.59715000,0,0.00000000,0.00500000,4.52110000,0,0,0,0.00365000,0,0,0.00330833,0,0.00860000,0.00482500,0,0.00306667,0,0,0.01279976,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,0,0,0,6.21710000,5.06640000,0,0,0.25800839,0.00244167,0.56167587,0.00190000,0.00425714,0,2.88714000,0.00530000,0,0,0.00575000,31.49722500,0,0,0.00419167,0.00000000,0,0,0.00496000,0.08530909,0,0,1.13691176,0,0.00970000,0.00382917,0,0.00375000,0,0,0.54687927,0,0,0,0,0,0.00333333,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,0,0.00304211,0,13.02190000,8.01591538,0,0,0.75188000,0.00176000,1.75190569,0.00320000,6.80512857,0,0.00217222,0.00125000,0,0,0.00335000,53.73945000,0,0,0.00361250,0,0,0,0,0.00147143,0,0,0.02504286,0,0.00085000,0.00161875,0.00840000,0.02155000,0,0,0.08886595,0,0,0,0,0,0.00765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,0,0.00250000,0,0.00830000,4.93295000,0,0,1.68339444,0.01000800,3.87027252,0.00140000,11.30362222,0,0.51946522,0.00070000,0.00062500,0,0.00417500,37.77820000,0,0,0.02473571,0,0,0,0.00112000,0.14137500,0,0,2.48028043,0,0,0.00069091,2.42431944,0.00230000,0,0,0.67229325,0,0,0,0,0,0.00280000,0,0,0.00030000,0,0,0,0,0,0,0.00133000,0,0.00080000,0,0,0,0,0,0,0.00030000,0,0,0
2015-09-19,0,0,0,0.00000000,0.00250000,0,0,3.24538125,0.00250000,11.40521653,0,0.00170000,0,2.29815625,0.00280000,0.00000000,0,0.00140000,0.00000000,0,0,0.00045000,0.00125000,0,0,0.00166667,0.00000000,0,0,0.00296667,0,0,0.00030000,0,0.00000000,0,0.00015000,0.00154728,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,0,0,0,0,0.00060000,0,0,0.05380674,0.00191250,12.15326895,0,0.03237500,0,0.00183256,0.00000000,47.03580000,0,0.00230000,0.00360000,0,0.00110000,0.00103333,0.00220000,0,0,0.00437500,0.00158571,0,0,0.00250000,0,0,0.00242500,0,0.00162000,0,0.00000000,1.71179106,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
