title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2014-02-01,2014-07-31
---------
Day,"[352] Wait Hours: Per Job","[176] Wait Hours: Per Job","[480] Wait Hours: Per Job","[688] Wait Hours: Per Job","[640] Wait Hours: Per Job","[800] Wait Hours: Per Job","[288] Wait Hours: Per Job","[208] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[448] Wait Hours: Per Job","[400] Wait Hours: Per Job","[512] Wait Hours: Per Job","[416] Wait Hours: Per Job","[768] Wait Hours: Per Job","[256] Wait Hours: Per Job","[384] Wait Hours: Per Job","[320] Wait Hours: Per Job","[224] Wait Hours: Per Job","[304] Wait Hours: Per Job","[112] Wait Hours: Per Job","[160] Wait Hours: Per Job","[48] Wait Hours: Per Job","[240] Wait Hours: Per Job","[192] Wait Hours: Per Job","[128] Wait Hours: Per Job","[32] Wait Hours: Per Job","[16] Wait Hours: Per Job","[96] Wait Hours: Per Job","[496] Wait Hours: Per Job","[64] Wait Hours: Per Job","[144] Wait Hours: Per Job","[80] Wait Hours: Per Job","[976] Wait Hours: Per Job","[880] Wait Hours: Per Job","[272] Wait Hours: Per Job","[368] Wait Hours: Per Job","[576] Wait Hours: Per Job","[848] Wait Hours: Per Job","[1600] Wait Hours: Per Job","[1360] Wait Hours: Per Job","[672] Wait Hours: Per Job","[1840] Wait Hours: Per Job","[336] Wait Hours: Per Job","[960] Wait Hours: Per Job","[1872] Wait Hours: Per Job","[1904] Wait Hours: Per Job","[1520] Wait Hours: Per Job","[1760] Wait Hours: Per Job","[912] Wait Hours: Per Job","[1312] Wait Hours: Per Job","[1680] Wait Hours: Per Job","[1856] Wait Hours: Per Job","[1776] Wait Hours: Per Job"
2014-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33940000,0.00000000,0,0,0,0,0,0,14.50266000,0,0,15.82713333,6.42420000,8.85256429,0.00000000,0,9.33202308,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,25.47720000,1.85940000,0,0,0,0,0,0,0.02627500,0,0,0.96023750,4.25291875,2.08779057,0.00000000,0,2.66253077,0,0.00060000,0,0,0,0,7.04810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,0,0,0,0,0,0,0,0,0,0,0,14.58530000,0,17.11640000,0,0,0,0,0,0,0,0.00170000,0,0,1.61478750,0.46825172,0.34203733,0.00000000,0,1.11573396,0,0.08680000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,0,0,0,0,0,0,0,0,0,0,0,0.05970000,0,0.00000000,0,0.11016667,0,0,0,0,0,6.79500000,0,0,3.25248462,0.71434615,0.59272985,0.00000000,0,1.49801364,0,2.18070000,0,0,0,0,4.71690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,1.84640000,0,0,2.38968763,1.77151628,0.97273662,1.07813333,0,0.69637241,0.36530000,1.32337500,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,0,0,0,0,0,0,0,0,0,0,0,2.98310000,0,0,6.74830000,0.00000000,0,0,0,3.03000000,0,1.41884000,0,0,17.34022785,0.35277059,2.74710179,2.18437500,0,2.15773333,0,2.75398750,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0,4.45440000,0,2.50242857,0,0,1.66541429,0.68926970,1.27601475,0,0,0.07306667,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,0,0,0,0,0,0,0,0,0,0,0,23.67835000,0,0,17.14170000,0.00000000,0,0,0,0.00000000,0,0.00110000,0,0,0,0.41152500,1.18823636,0,0,5.55290000,0,8.23640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-22,0,0,0,0,0,0,0,0,0,0,0,30.26640000,0,0,0.00000000,0.00000000,0,0,0,0.00000000,0,10.05170000,0,0,0,0.76649091,5.01168571,0,0,20.81355000,0,17.06423333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23,0,0,0,40.76080000,0,0,0,0,0,0,0,11.72530000,0,0,4.17030000,0.00000000,0,0,0,30.26360000,0,0.40280000,0,0,10.67910500,2.01767333,24.01913252,30.20170000,0,0.69004583,0,11.79220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,0,0,0,0,0,0,0,0,0,0,0,25.56015000,0,0,17.71030000,0.00000000,0,0,0,0.00000000,0,0.00000000,0,0,0.34493333,0.92593636,3.85152477,0,0,0.02503750,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,3.90140000,0,0,0,0,0,0.00000000,0,0,4.95270909,5.37085172,2.41895030,0,0,4.18221379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,0,0,0,0,0,0,0,0,0,0,0,16.70035000,0,0,0,0.00030000,0,0,0,0,0,0.19372000,0,0,0.35440430,0.08629792,0.41708060,0.00080000,0,0.19109326,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,6.30415000,0.00000000,0,0,0.00195000,0,0,0.16702500,0,0,1.51867429,0.10495862,0.65561692,0.00000000,0,0.36906190,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30173333,0.00000000,0,0,0,95.53055000,0,31.70062857,0,0.00170000,0.09297407,2.85241639,4.43207614,0,0,7.88058710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0.23253000,0,0.00000000,1.44399231,1.63909491,0.30682610,0,0,1.15028039,0,0.28160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49693333,0,0,0,0,0.00000000,0,0.00000000,0,0.00000000,0.50606486,0.02650296,0.01450856,0.05356000,0,0.07133129,0,0.56330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76015000,0,0,0,0,0.30452857,0,0.21122000,0,0,0.89291250,0.14240463,1.25815544,0,0,0.28328077,0,1.79670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,20.62500000,0,3.00440000,0,0.01682000,1.24139398,1.15400822,1.00970974,2.10676667,0,1.07173233,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,1.95725556,0,0.00000000,2.47572826,0.85298595,0.78710399,0.06965000,0,1.04070076,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63390000,13.64588333,0,3.81446667,0,0.00000000,4.23139405,2.03629789,1.38561383,16.19640000,0,3.31976774,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89670000,0,0,0,17.56666667,0.00610000,0,2.65182000,0,0,6.68443232,6.21579808,7.55062293,6.30590000,0,4.88835909,0,0.00000000,69.87640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0,0,23.41360000,10.18252222,0,1.55832000,0,0,3.41572105,7.95761622,24.93894364,25.70810000,0,3.46368889,0.00610000,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-09,0,1.00210000,0,0,0,0,0,0,0,0,0,0,0,0,0.80044000,0,0,0,0,31.14457500,1.00180000,1.00422500,0,2.12335000,1.00110000,9.55365000,29.80545556,0,0,17.70025000,1.00167500,1.15702500,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-10,0,0,0,0,0,0,0,1.38000000,0,0,0,0,0,0,1.00030000,0,0,1.00110000,0,1.21340000,0,1.30112222,1.00110000,0,1.98401667,1.06674167,18.94421700,0,0,1.32561000,1.00152500,1.63146667,1.00083750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-11,0,0,0,0,0,0,0,0,0,0,0,5.62360000,0,0,1.19640000,0,0,0,0,1.00452500,0,1.00130000,0,0,1.68973333,1.00113750,15.36102133,0,0,1.07011429,1.34812500,1.00140000,1.00108500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64240000,0,0,0,0,1.00165000,1.00060000,1.23911053,0,0,1.14076250,1.56833333,32.05952553,2.18153636,0,1.00085000,1.72706000,1.00166667,1.00097778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-13,0,0,0,0,0,0,0,0,0,0,0,21.29250000,0,0,4.19640000,0,0,0,0,1.00155000,0,2.82946667,0,0,3.07546667,1.87919091,1.36911667,1.41190000,0,1.36470000,4.71280000,1.69780000,1.00086250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-14,0,0,0,0,0,0,0,0,0,0,0,1.00060000,0,0,1.15390000,0,0,0,0,0,0,16.30430000,0,0,0,23.51176250,9.02683286,0,0,0,0,0,1.00097000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-15,0,0,0,0,0,0,0,0,0,0,0,40.74780000,0,0,6.91883333,0,0,0,0,1.00140000,0,4.99135000,0,0,8.21345000,2.42810000,5.71745000,36.88890000,0,15.33452000,39.93140000,4.37780000,1.00069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-16,0,0,0,0,0,0,0,0,0,0,0,13.38280000,0,0,3.41495000,0,0,0,0,1.00165000,0,1.00230000,0,0,0,1.00176667,28.03740000,0,0,1.58010000,4.46426667,1.00156667,1.00628333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-17,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,1.00060000,8.99040000,0,0,0,0,4.03676667,0,2.85741667,0,0,0,1.78836441,27.48897432,0,0,1.12906667,2.35470000,1.00186667,1.00074000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,14.83140000,0,0,0,0,1.18360000,0,12.62317143,0,0,2.11170000,15.64479306,10.62318434,1.00250000,0,2.37220000,1.18310000,1.00140000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,0,0,0,0,0,0,0,0,0,0,0,0,3.08896667,0.00000000,3.24470000,0,0,10.58750000,0,1.94810000,0,2.56187500,0,0,2.58310000,33.49691803,20.10676212,7.27195000,0,1.68036667,1.36970000,3.27940000,1.00705556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,0,0,0,0,0,0,0,0,0,0,0,18.09860000,0.00000000,0.00000000,3.43190000,0,0,0,0,0,0,1.68510000,0,0,7.09135000,51.39076364,19.21074000,14.35921667,0,4.94382500,0,0,1.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-21,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,7.21390000,0,0,20.98920000,64.02972857,37.15176875,11.15573333,0,14.90720000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-22,0,0,0,0,0,0,0,0,0,0,0,0.00000000,40.82720000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,27.74518000,159.96272500,8.61560000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-23,0,0,0,0,0,0,0,0,0,0,0,5.96790000,0,0,2.12490000,0,0,0,0,0,0,1.05922000,1.01310000,0,2.67265000,2.26684000,1.55800870,2.59985000,0,1.25647143,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-24,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,1.00030000,0,0,0,0,1.06190000,0,1.35832000,0,0,1.00110000,2.01906667,8.44483284,1.00052857,0,2.78805000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-25,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,19.76625000,0,0,0,0,27.45345000,0,2.09510000,0,0,12.56835000,5.59592222,2.91741367,6.68546667,0,14.73485000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-26,0,0,0,0,0,0,0,0,0,0,0,0,20.25985000,0,1.00230000,0,0,0,0,0.00000000,0,1.54212857,0,0,1.00080000,4.48599167,9.38824412,11.43930000,0,1.29718750,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,4.88110000,0,0,0,0,0.00000000,0,3.68079091,4.03640000,0,17.33500000,10.43695455,2.80576791,1.00066667,0,1.83932353,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-28,0,0,0,0,0,0,0,0,0,0,0,0,12.63920000,0,13.69890000,0,0,0,0,0.00000000,0,4.80560000,0,0,0.00000000,3.29648750,4.44461508,7.21570000,0,7.16819000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73985000,0,0,0,0,0.00000000,0,12.78040000,18.44750000,0,6.04335000,9.68890000,2.26569211,0.00000000,0,7.01073333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58090000,0,0,0,0,0.00000000,0,5.77848333,1.00120000,0,7.14773000,10.46480286,6.03007779,1.00316667,0,1.56524118,0,1.00062000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16878571,0,0,0,0,0,0,1.24424048,0.00000000,0,1.05525333,1.07508000,9.81611234,1.00060000,0,1.07637778,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1.00070000,0,1.00060000,0,0,0,0,0,0,1.11994500,0,0,0,1.00160714,1.04447530,0.00000000,0,1.02640000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-02,0,0,0,0,0,0,0,0,0,0,0,0,1.00080000,0,0.00000000,0,0,0,0,0,0,1.00532258,0,0,0,1.13139677,1.09817195,1.00080000,0,1.00710000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14317778,1.00060000,0,0,0,0,0,1.00148000,0,0,1.00093333,6.14160417,1.02483222,1.00170000,0,1.76460588,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-04,0,0,0,0,0,0,0,0,0,0,0,5.53195000,0,1.00030000,2.46842727,0,0,0,0,0,0,9.14120000,0,0,1.00170000,8.20582500,2.11638857,1.46220000,0,2.43707500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-05,0,0,0,0,0,0,0,0,0,0,0,1.00080000,0,0,5.89581538,0,0,0,0,0,0,0.00000000,0,0,0,6.53386667,10.59773143,12.47040000,0,3.44590000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-06,0,0,0,0,0,0,0,0,0,0,0,4.21920000,0,0,0,0,0,0,0,0,1.10833333,0,0,0,1.00105000,1.24242500,1.10228065,1.00070000,0,1.00081429,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87780000,0,0,0,0,0,1.00220000,0,1.20180000,0,0,0.00000000,1.29269008,1.12307711,1.00600000,0,1.02181176,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00030000,21.22376667,1.00030000,0,1.00030000,0,1.00030000,0,3.28754000,0,0,5.90183333,10.43099286,1.25303975,0.00000000,0,6.37990000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75444000,0.00000000,0,0.00000000,0,0.00000000,0,1.40981111,0,0,1.45310000,16.52146154,1.23067624,1.01335263,0,8.06579286,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-10,0,0,0,0,0,0,0,0,0,0,0,1.04390000,0,0,0.00000000,0,0,0.00000000,0,1.00030000,0,1.39475000,0,0,1.00070000,1.38972903,1.40574057,7.25194000,0,4.09174000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45890000,0,1.61833333,0.00000000,0,0,0,1.55975000,0,0,1.00250000,6.48232500,4.27601282,1.27255000,0,3.38475556,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-13,0,0,0,0,0,0,0,0,0,0,0,38.63750000,0,0,22.74320000,0,44.48810000,0.00000000,0,0,0,23.88375000,0,0,43.50735000,15.23510500,17.42725946,29.25956250,0,18.10983333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62380000,0,1.27920000,0.00000000,0,0,1.00110000,1.00066667,0,0,0,2.87291169,1.13361957,67.53190000,0,3.25000833,0,1.00080000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-15,0,0,0,0,0,0,0,0,0,0,0,7.33720000,0,0,0.00000000,0,0,0,0,0,11.96920000,9.65062500,0,0,0,10.39765000,4.61929048,0.00000000,0,8.73545000,0,11.85690000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-16,0,0,0,0,31.18220000,0,0,0,0,0,0,1.40500000,0,0,13.52593333,0,27.16060000,0,0,0,24.56170000,30.33392000,0,0,10.75093333,9.95822778,4.12453636,16.10333333,0,14.73883333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-17,0,0,0,0,0,1.00030000,0,0,0,0,0,2.43930000,0,0,1.11390000,0,0,0,0,0,0,5.56194667,0,0,11.28687500,11.52998214,1.30209429,26.67190000,0,28.49992500,0,1.27595000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27855000,0,0,26.95360000,16.03894000,2.85504286,27.00257500,0,14.10165000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00080000,12.13156667,0,0,26.42540000,25.62337273,14.16939512,0.00000000,0,10.01332500,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-20,0,0,0,0,0,0,0,0,0,0,0,15.37693333,0,0,2.95500000,0,0,0,0,0,0.00000000,3.88900000,0,0,2.05940000,4.69862500,1.64056630,44.64426667,0,3.83056667,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-21,0,0,0,0,0,0,0,0,0,0,0,7.72250000,0,0,1.00600000,0,0,0,0,0,0,3.75547692,0,0,0.00000000,3.05920667,1.39697500,0.00000000,0,1.49074000,12.30375000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
