Day,[40] Wait Hours: Per Job,[67] Wait Hours: Per Job,[64] Wait Hours: Per Job,[22] Wait Hours: Per Job,[52] Wait Hours: Per Job,[48] Wait Hours: Per Job,[12] Wait Hours: Per Job,[58] Wait Hours: Per Job,[53] Wait Hours: Per Job,[7] Wait Hours: Per Job,[39] Wait Hours: Per Job,[24] Wait Hours: Per Job,[55] Wait Hours: Per Job,[26] Wait Hours: Per Job,[3] Wait Hours: Per Job,[15] Wait Hours: Per Job,[56] Wait Hours: Per Job,[31] Wait Hours: Per Job,[35] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[8] Wait Hours: Per Job,[42] Wait Hours: Per Job,[16] Wait Hours: Per Job,[20] Wait Hours: Per Job,[50] Wait Hours: Per Job,[6] Wait Hours: Per Job,[32] Wait Hours: Per Job,[18] Wait Hours: Per Job,[28] Wait Hours: Per Job,[60] Wait Hours: Per Job,[21] Wait Hours: Per Job,[30] Wait Hours: Per Job,[13] Wait Hours: Per Job,[14] Wait Hours: Per Job,[38] Wait Hours: Per Job,[19] Wait Hours: Per Job,[43] Wait Hours: Per Job,[49] Wait Hours: Per Job,[9] Wait Hours: Per Job,[11] Wait Hours: Per Job,[17] Wait Hours: Per Job,[46] Wait Hours: Per Job,[25] Wait Hours: Per Job,[54] Wait Hours: Per Job,[2] Wait Hours: Per Job,[70] Wait Hours: Per Job,[72] Wait Hours: Per Job,[45] Wait Hours: Per Job,[41] Wait Hours: Per Job,[1] Wait Hours: Per Job,[36] Wait Hours: Per Job,[27] Wait Hours: Per Job,[62] Wait Hours: Per Job,[34] Wait Hours: Per Job,[57] Wait Hours: Per Job,[44] Wait Hours: Per Job,[65] Wait Hours: Per Job,[29] Wait Hours: Per Job,[23] Wait Hours: Per Job,[63] Wait Hours: Per Job,[59] Wait Hours: Per Job,[10] Wait Hours: Per Job,[61] Wait Hours: Per Job,[47] Wait Hours: Per Job,[68] Wait Hours: Per Job,[37] Wait Hours: Per Job,[33] Wait Hours: Per Job,[66] Wait Hours: Per Job
2016-02-22,3.13560000,0,0.02720000,5.71830000,0,27.45327500,18.17222000,0,0,0,0,3.42455000,0,0.02940000,0.39871200,4.20473333,0,0,0,5.88609296,1.69926000,0.45474815,0,0.62341429,2.73914286,0.51920000,4.12690000,1.44408000,0,0,0,1.90136667,5.87566000,0,5.88000000,0,0,0.29060000,0,0.88105000,3.92410000,0,0,0,0,0.69437356,0,4.20704000,0,0,3.18777415,0,5.45780000,0,0,0,0,0,0,0,0,0,0.57260625,0,0,0,0,0,0
2016-02-23,1.79845000,0,3.72190000,0.00207500,0,1.85296667,15.30977143,0,0,0,0,1.62040000,0,0.00030000,0.20175294,17.98875000,0,3.94500000,0,4.30486075,0.60373846,1.51491429,0.00670000,0.99920000,1.56315000,0.00000000,1.02319286,1.55445000,0,0,0,0.00000000,1.29384000,0,6.60103333,4.11920000,0,0,0,0.63250000,0.00110000,0,0,0.13978000,0,0.47480662,0,0,0,0,2.58187566,0.30530000,0.00830000,0,0,0,0,0,0,0,0,0,0.62354474,0,0,0,0,0,0
2016-02-24,0.00000000,0,0.11810000,0.48517143,0,18.11347692,4.91537200,0,0,2.43865000,0,21.17328000,0,0,2.38861724,16.24353333,0,0,0,5.31084272,3.08283500,1.81858387,0,2.23068571,4.85460000,2.77060000,6.12075714,2.72410000,0,0,10.00673000,0.00000000,2.67710000,0,2.07080000,0,0,0,0,0.00360000,0.00030000,0,0,1.07960435,1.16940000,1.16056403,0,0,0,0,1.63720144,0,0.00000000,0,0,0,0,0,0,0,0,0,2.83393000,0,0,0,0,0,0
2016-02-25,2.94948333,0,0.01220000,3.50338571,0,9.48727692,8.08273816,0,0,23.12220000,0,0,0,0,3.97693333,6.25845000,0,0,0,7.28792105,6.85025882,1.78741667,0,1.46847333,0.00000000,0.00000000,0.30350000,0,0,0,0.00000000,5.11735000,2.11390000,0,0.00000000,0,0,0,0,2.59580000,3.75560000,0,0,5.03036667,2.36500000,1.52476809,0,2.19744545,0,0,4.76805310,0,0.00000000,0,0,0,0,0,0,0,0,0,4.01805455,0,0,0,0,0,0
2016-02-26,3.73095000,0,3.73310000,12.77055000,0,14.00702857,0.49976000,0,0,6.33720000,0,0.57540000,0,0,11.82738462,4.76943333,0,0,0,1.81529318,11.07018182,1.51215833,0,0.49602308,6.61563333,1.97555000,2.76101176,0.41132857,0,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0,0,0.46007500,0,4.98750000,0.00000000,0,0,2.57073333,0.00000000,14.98666113,0,1.22103333,0,0,19.66170492,0,0,0,0,0,0,0,0,0,0,0,0.31047600,0,0,0,0,0,0
2016-02-27,0.00000000,0,0.00000000,10.73792500,0,40.10546429,2.38035000,0,0,4.82695000,0,2.48860000,0,0,2.39861795,0.00030000,0,0,0,9.28330465,7.21970857,2.92772059,0,1.35685000,0.01918333,0.00250000,6.85465000,0.00030000,0,0,0,8.66796667,0.00040000,0,0,0,0,0.38560000,0,0,0.03085000,0,0,0.00928000,3.47915000,0.75569683,0,0.25687778,0,0,13.31216655,0.00242500,0,0,0,0,0,0,0,0,0,0,7.86168000,0,0,0,0,0,0
2016-02-28,0.00000000,0,0.08722500,0.00140000,0,30.04970000,5.04511333,0,0,0.03220000,0,50.14093226,0,0,0.00174412,0.00000000,0,0,0,0.00132623,16.52466316,0.00154286,0,0.02640769,0.00000000,0,0.00190000,0,0,0,0,0,0.00000000,0,0.00095000,0,0,0,0,0,0.00000000,0,0,0.00000000,0.00030000,0.00374054,0,0.00145000,0,0,4.52361975,0.00110000,0,0,0,0,0,0,0,0,0,0,0.00062222,0,0,0,0,0,0
2016-02-29,0.00140000,0,0.00640000,0.00055000,0,0.00110000,3.43475385,0,0,0.00250000,0,1.29640152,0,0,0.00255818,0.00000000,0,0,0,8.82962778,18.68481875,0.00500286,0,0.00191923,0.00390000,0.00140000,0.00200000,0.00085000,0,0,0.00235000,0,0.00000000,0,0.00060000,0,0,0,0,0,0.00297500,0,0,0.00176667,0.00765000,0.00189715,0.01080000,0.00416000,0,0,5.42260713,0.00000000,0,0,0,0,0,0,0,0,0,0,0.21321364,0,0,0,0,0,0
2016-03-01,3.35470000,0,0.19170000,3.88706667,0,0,1.80030741,0,0,0,0,9.26477143,0,0.26250000,0.36253778,0.30352000,0,0,0,0.26313373,0.26531333,0.00824935,0,0.11570303,0.20110000,0.07927500,1.41282000,0.24858485,0,2.94280000,0.00000000,0,0,0,0.00000000,0,0,2.20500000,0,0.00126364,0.53963333,0.00015000,0,4.46860000,0.15460000,0.15626279,0.18606667,0.06951071,0,0,2.60439497,0,0,0,0,0,0,0,0,0,0,0,0.27548500,0,0,0,0,0,0
2016-03-02,3.87136667,0,0.00000000,33.96420000,0,0,4.56106500,0,0,5.28310000,0,4.41546410,0,0.00000000,1.63412626,0.98333000,0,0,0,4.15184556,6.28692000,0.92695938,0,1.95180667,0.08939091,1.37416667,5.07543077,2.02660000,0,0,1.85560000,0,0,0,0,0,0,0.15930000,0,0,3.62404000,0,0,3.91515000,3.80000000,1.08742062,2.12500000,1.54003000,0,0,9.99163793,0,0,0,0,0,0,0,0,0,0,0,2.72310000,0,0,0,0,0,0
2016-03-03,0.26946000,0,0.22430000,0.23667500,0,0.08595000,11.16776429,0,0,0,0,1.17113333,0,1.06510000,1.78554706,0,0,0,0,0.73796429,2.58421053,0.41236512,0,3.20520690,0.97364000,0.32351667,0.29464286,0.96250000,0,0.44830000,0.00000000,0,3.30360000,0,0,0,0,0.92220000,0,1.87372000,0.74437500,0.06220000,0,0.83840000,0.00000000,0.66161081,0.00000000,0.83199091,0.59630000,0,1.87357526,0,0,0,0.07240000,0,0,0,0,0,0,0,0.85429231,0,0,0,0,0,0
2016-03-04,3.87010000,0,0,0.08360000,0,1.91040000,23.13897778,0,0,0,0,4.72470000,0,0.00000000,4.45329677,0,0,0,0,4.89166447,4.49896000,4.66988462,0,3.45421250,2.22618000,5.89160556,7.15313571,3.40091622,0,0,0.62000000,0,0,0,0,0,0,0,0,5.38380000,7.91766667,7.29000000,0,1.20440000,0,0.82326189,0,1.16458750,3.76155000,0,6.81262402,0,0,0,0,0,0,0,0,0,0,0,3.63635000,0,0,0,0,0,0
2016-03-05,0.64142857,0,0.30780000,2.71330000,0,14.85298750,15.46847333,0,0,0,0,0.02500000,0,0,1.51897143,0,0,0,0,1.42543725,2.03824545,0.84754348,0,0.45989032,1.39555000,0.02827500,2.79388438,0,0,0,0.09125000,0,0,0,0.00470000,0,0,0,0,1.11766667,10.05625000,0.00000000,0,0.00000000,0,0.92665492,0.42215000,0,0.00000000,0,3.42243985,0.69761579,0,0,0,0,0,0,0,0,0,0,1.02500000,0,0,0,0,0,0
2016-03-06,0.00030000,0,0.00000000,0.68461818,0,1.21338333,24.38387692,0,0,0,0,0.04766667,0,0,2.98807351,0,0,0,0,1.17739077,0.00693077,0.20274681,0,0.29934000,0.02097000,0.00000000,1.12477500,0,0,0,0.24567500,0,0,0,0.00000000,0,0,0,0,0.95972500,0.00360000,0.00000000,0,0.00140000,0,0.45166589,0,0,0,0,3.01170520,0.52396000,0,0,0,0,0,0,0,0,0,0,1.21940000,0,0,0,0,0,0
2016-03-07,0.49676667,0,0,2.37866667,0,10.39596667,8.01630435,0,0,0,0,2.41910000,0,0.41735000,7.36704059,0,0,0,0,3.53903051,0.97888824,4.32443804,0,3.72514103,0.59483889,0.77611429,3.00500370,3.01268947,0,0,2.05384000,0,0,0,2.10330000,0,0,0,0,4.91723333,0.00030000,3.82560000,0,0.03655000,0,1.09518892,0,0,0,0,6.85718820,1.68648333,0,0,0,0,0,0,0,0,0,0,1.05303529,0,0,0,0,0,0
2016-03-08,0.25690000,0,0.15085000,0.18213333,0,24.24110000,3.71577561,9.65580000,0,0,0,0.16183333,0,0.00000000,2.41561026,0.06946667,1.91526667,0,0,1.25909231,0.47775000,3.31581957,0,1.98208077,0.35333333,0.01595000,0.00750000,0.25110000,2.24250000,0,1.09889091,0,2.13930000,0,1.36890000,0,0,0.08390000,0,3.79421818,2.16310000,4.99780000,0,0.34092222,0,0.75919497,0,0.17536667,0,0,2.26546401,0.23687500,0,0,0,0,0,0,0,0,0,0.40640000,0.43287143,0,0,0,0,0,0
2016-03-09,0.11816154,0,0.05420000,7.61558182,0,10.64825000,0.92675663,0.00000000,3.59720000,0,0,0.00500000,0,0.00190000,2.29388611,0.05805000,3.50080000,0,0,2.72369286,0.13022000,0.26419333,0,0.31367955,0.00116667,0.00000000,0.81706563,0.91560000,1.56935000,0,0.00000000,0.00190000,0.00030000,0,0.00000000,0,0,0,0,4.69805000,0.00470000,0.00460000,0,0.00967692,0.00690000,1.25938899,0,0.19460909,0,0,2.39677121,0.00757500,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2016-03-10,1.30507500,0,0.00190000,1.81478571,0,18.43040000,0.75342941,0,0,0,0,22.01193333,0,0,0.77898519,0.87086667,0,0,0,0.09220952,0.16619333,2.73759143,0,0.49029231,0.27011667,0,1.22620000,0.03815000,0.00183333,0,0.00295000,0,0,0,1.71720000,0,0,0,0,5.76158235,0,0.00060000,0,0.00378889,1.46830000,0.20808183,0,0.00332000,0.17546667,0,1.61696715,0.65295714,0,0,0,0,0,0,0,0,0,0,1.69766000,0,0,0,0,0,0
2016-03-11,0.14220000,23.46080000,0,5.18500000,0,0.00070000,2.50207805,0,0,0,0,0.21810000,0,0,0.03305769,0.15555000,0,0,0,0.32003125,0.55192632,0.47124000,0,0.19609375,0.26653684,0,0.04030000,0,0,0,0.00000000,0,0.09740000,0,0.00000000,0,0,0,0,0.36247436,0,0.54310000,0,0.11457500,0.00000000,0.13275604,0,13.71216000,0.00146667,0,2.79024894,0.37288182,0,0,0,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0
2016-03-12,0.00125000,0.00000000,0,12.49040000,0,0,5.66448966,0,0,0,0,0.00000000,0,0,0.00808989,0.00625000,0,0,0,0.00296346,0.00212000,0.10602348,0,0.00234286,0,0,0.00030000,0,0,0,0,0,0.00405000,0.00160000,0,0,0,0,0,0.00233333,0.00640000,0.00000000,0,0.00359091,0,0.37160370,0,0.00000000,0,0,1.22622480,0.00363000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2016-03-13,0.00560000,0,0,12.97416000,0,0,0,0,0,0,0,0,0,0,0.00304286,0.00810000,0,0,0,18.46600909,0.00560000,0.00304444,0,0.00355000,0,0,0,0,0,0,0,0,0,0.00640000,0,0,0,0,0,0,0,0,0,0,0,3.97656286,0,0.00740000,0,0,10.36223495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,0.00000000,0,0,0.04325789,0,0,2.26148824,0,0,0,0,0.00160000,0,0,0.12365965,1.78995517,0,0,0,0.29807581,0.00156000,0.00188182,0,1.22060833,0,0,0.00213333,0.00081111,0.66945000,0,0.01290000,0,0.00015000,3.35975556,0,0,0,0,0,0,2.08536667,0,0,0,0.00000000,0.00341093,0,0.00055000,0,0,0.71916773,0.00105000,0,0,0,0,0,0,0,0,0,0,0.59006071,0,0,0,0,0,0
2016-03-15,0.39580000,0,0,1.29147143,0,0.01220000,2.50270588,0,7.95813333,0.02930000,0,0.17438000,0,0,2.43181034,0.00930000,0,0,0,2.88701442,0.09700000,0.33030286,0,0.20620588,0.38801818,0.36360000,0.35080000,0.11950000,0.00262222,0.00170000,0.33080000,0,1.45205000,9.20683750,0.00030000,0,0,0,0,0.12187500,0.00140000,0,0,0.08597778,0,0.03443042,0.26690000,0.33485000,0,0,0.98638544,0,0,0,0,0,0.00000000,0,0,0,0,0,0.10592500,0,0,0,0,0.00137333,0
2016-03-16,0.57455000,0,0.37083333,3.58385333,17.40190000,0,5.14141935,0,13.31375000,0.00265000,0,4.13231667,0,0,1.34343471,1.21433750,0,0,0,0.34294419,1.54250000,0.84474643,0,0.52655909,1.53573333,0.10915000,0.95450000,0.51776000,3.81575000,0,0.12695000,0,0.93062500,0,0,0,0,0,0,2.14401667,1.41640000,0,0,0.44856000,0.50940000,0.62870645,0.09140000,0.06750000,0,0,0.10331777,1.41714545,0,0,0,0,0,0,0,0,0,0,0.24954074,0,0,0,0,0,0
2016-03-17,0.10934000,0,0.32277000,8.31353750,0,0.00000000,7.58156026,0,0,47.88920000,0,0.00420000,0,15.57267273,0.02606117,0.11736111,0.66080000,0.00190000,0,0.06247143,0.02802857,0.08715588,0,0.12802500,0.04251765,0.14160000,0.00707273,0.13059375,19.16713333,0.00040000,0.13501667,0.01805000,0.42747143,0,0,0,0,0.00140000,0,0.01486000,0.00117500,0,0,0,0,0.71829533,0.15394000,0.11330000,0.00835000,0,0.45963201,0.09000000,0,0,0,0,0,0,0,0,0,0,0.06459444,0,0,0,0,0,0
2016-03-18,0,0,0,13.63220000,0,0,2.31231429,0,0,48.24522000,0,0.00241667,0,31.86096000,3.15522699,0.21136875,0,0,0,1.51104167,0.10648889,0.27880909,0,0.06010526,0.00151429,0,0.00166667,0.00197500,9.78921667,0,0.00905000,0.00890000,0.00000000,0,0,0,0,0,0,8.11226667,0.03703333,0,0,0,0.00640000,0.15440056,0,0.01785000,0.00000000,0,1.13502439,0.00000000,0.00121667,0,0,0,0,0,0,0,0,0,0.01285000,0,0,0,0,0,0
