Day,[12] Wait Hours: Per Job,[43] Wait Hours: Per Job,[5] Wait Hours: Per Job,[40] Wait Hours: Per Job,[96] Wait Hours: Per Job,[14] Wait Hours: Per Job,[15] Wait Hours: Per Job,[16] Wait Hours: Per Job,[18] Wait Hours: Per Job,[33] Wait Hours: Per Job,[11] Wait Hours: Per Job,[1] Wait Hours: Per Job,[9] Wait Hours: Per Job,[3] Wait Hours: Per Job,[10] Wait Hours: Per Job,[25] Wait Hours: Per Job,[8] Wait Hours: Per Job,[32] Wait Hours: Per Job,[128] Wait Hours: Per Job,[64] Wait Hours: Per Job,[41] Wait Hours: Per Job,[62] Wait Hours: Per Job,[20] Wait Hours: Per Job,[4] Wait Hours: Per Job,[2] Wait Hours: Per Job,[48] Wait Hours: Per Job,[38] Wait Hours: Per Job,[30] Wait Hours: Per Job,[6] Wait Hours: Per Job,[35] Wait Hours: Per Job,[91] Wait Hours: Per Job,[72] Wait Hours: Per Job,[7] Wait Hours: Per Job,[24] Wait Hours: Per Job,[31] Wait Hours: Per Job,[93] Wait Hours: Per Job,[106] Wait Hours: Per Job,[108] Wait Hours: Per Job,[60] Wait Hours: Per Job,[110] Wait Hours: Per Job,[98] Wait Hours: Per Job,[112] Wait Hours: Per Job,[100] Wait Hours: Per Job,[19] Wait Hours: Per Job,[21] Wait Hours: Per Job,[13] Wait Hours: Per Job,[36] Wait Hours: Per Job,[45] Wait Hours: Per Job,[23] Wait Hours: Per Job,[44] Wait Hours: Per Job,[22] Wait Hours: Per Job,[57] Wait Hours: Per Job,[28] Wait Hours: Per Job,[69] Wait Hours: Per Job,[104] Wait Hours: Per Job,[26] Wait Hours: Per Job
2013-02-11,0,0,0,0,0,0,0,32.81308571,0,0,2.41256000,17.33012395,6.16052143,0,0,0,1.08776667,4.25248333,0.01390000,18.99674000,0,0,10.86180000,2.99785246,17.70329231,0,0,0,0.81390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-12,0,0,0,0,0,0,0,0.00000000,0,0,20.25250000,1.88484502,10.85765000,0,0,0,1.45060000,18.65963333,0,9.25395385,0,0,0.00000000,7.97189394,0.20578000,0,0,0,0,0,0,0,0,4.35500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-13,0,0,0,0,0,0,18.46890000,8.35855385,0,0,8.12007000,0.86641742,15.24566000,0.01812000,0,0,0.50975000,19.25630000,0.04350000,0.17277143,0,0,0.00280000,0.86308000,0.03932308,0,0,0,0.12110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-14,0,0,0,0,0,0,18.62225000,0.00220000,0,0,0.00060000,0.29753190,37.60570000,0,0.01288000,0,0.00000000,3.40780000,0.03460000,0.84686667,0,0,0,0.11135088,0.03334400,0.00080000,0,0,0,0,0,0,0,0.80820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-15,0,0,0,0,0,0,0,12.32830000,0,0,3.85708750,2.45524259,10.71346250,0.09066000,0.00172500,0,0.00000000,5.48460000,0,6.95003235,0,0,0,2.86867333,0.13478421,3.65170000,0,0,0.00522000,0,0,0,0,0.44143333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-16,0,0,0,0,0,0,1.80720000,10.05475000,0,0,9.67625000,5.12624571,46.09085000,5.55310000,0,0,9.95000000,13.86900000,6.68110000,10.50413125,0,0,0,4.98146571,2.04219677,7.40250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-17,0.00075000,0,0,0,0,0,10.40640000,1.92167500,0,0,50.45923333,4.16781507,0.00030000,0.00000000,0,0,0.94365000,9.70290000,0,0.43605294,0,0,0,0.08378649,0.00920099,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-18,0.77720000,0,0,0,0,0,0.00250000,0.00151818,0,0,0.00105000,0.00782143,16.00192000,0,0.00190000,0,0.00250000,0.00125000,0,0.02661429,0,0,0,0.12680714,0.02791504,0,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-19,0.00460000,0,0,0,0,0,0.00110000,0.04691667,0.00346364,0,0.01265714,0.04351169,0.00250000,0.00272000,0.20850667,0,0.00401429,0.01740000,0,0.00261429,0,0,0,0.00377500,0.00930267,0,0,0,0.00286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01135556,0,0,0,0,0,0,0,0,0,0,0
2013-02-20,13.42370000,0,0,0,0,0,0.00000000,0.07045000,0,0,5.09623333,0.56976996,0.79981000,1.82765000,0.00508333,0,2.34511379,0.00656667,0,0.10469231,0,0,0,0.02075714,0.35166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59457143,0,0,0,0,0,0,0,0,0,0,0
2013-02-21,46.26210000,0,0,0,0,0,14.79830000,8.79945000,0,0,12.68830000,4.43538087,25.48944000,1.51408333,12.68720000,0,1.97335833,5.20064286,0.68387500,0.92862941,0,0,0,1.47002500,3.46243140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52830000,0,0,0,0,0,0,0,0,0,0,0
2013-02-22,66.10786667,0,0,0,0,0,14.63820000,12.96610000,0,0,42.35845000,2.03352839,33.35652500,0.27428000,0,0,0.00000000,0.64098462,1.35484000,1.24897222,0,0,0,0.33360000,1.05349091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-23,0,0,0,0,0,0,0.00000000,19.54713333,0,0,68.60640000,9.66184912,0.00000000,0.01901818,0,0,9.42321429,33.11305000,3.12055000,14.87538462,0,0,0,7.24978750,5.02203103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-24,69.22405000,0,0,0.30445000,0,0,46.83970000,4.39522000,0,0,0.00000000,15.05945962,0,0.10860000,0,0,0.00000000,59.91860000,4.56265000,0.27150500,0,0,0.43263667,0.11195000,0.23940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-25,92.93836667,0,0,0.00000000,0,0,87.04036667,19.63903846,0,0,0,11.56967195,51.04560000,0,0,0,0,105.24890000,5.73420000,0.84780833,0,0,0,7.49584000,2.02906190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-26,54.83053333,0,0,0,0,0,71.27266667,0.22055532,0,0,0,2.00678333,1.59280000,0,0,0,0.48062778,0.33430556,2.02830000,0.50308571,0,0,0,0.63270000,0.38036854,0,0,0,0.03115385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-27,107.51055000,0,0,0,0,0,0.00000000,5.05595000,0,0,0,9.19556450,0.00000000,0,0,0,2.05875000,1.51062500,8.15030000,2.87490000,0,0,0,0.27844286,1.05278000,0,0,0,1.66170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-28,26.05735000,0,0,0,0,0,50.44905000,9.30707273,0,0,0,12.58901734,0.00000000,0.15725000,0,0,6.15415833,5.06788000,2.32080000,2.62650000,0,0,0,6.72912222,2.89753333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,110.47445000,0,0.06915000,0.13286667,0,0,14.38040000,0.48960000,0,0,0,1.98757327,0,0.00220000,0.00190000,0,0.41620000,0.00170000,0.00640000,1.95939167,0,0,0,0.00470000,0.25818493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-02,38.63220000,0,0.00130000,13.56420000,0,0,18.72595000,2.71612000,0,0,0,6.18298931,0,0,9.55310000,0,0.17577000,0.00190000,0,5.19558824,0,0,0,0.66195000,5.96949792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-03,22.55845000,0,0.00093333,0,0,0,0.29082500,0.76445000,0,0,0,1.40333220,0,0,0.00000000,0,0.00719000,0.00220000,0,0.24802222,0,0,0,0.02390000,0.32338462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-04,45.06810000,0,0,0,0,0,9.48845000,0.19987500,0,0,0,0.51644041,0,0.00250000,0.00190000,0,1.41567143,0.43275833,0,1.35950417,0,0,0,0.00170667,0.26358913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-05,0.00000000,0,0,0,0,0,3.35985000,7.87187692,0,0,0,4.32019811,0,0.00000000,6.69470000,0,1.47183953,0.01131429,0,5.58681176,0,0,0,1.60405000,0.93703168,0,0,0,0.48145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-06,0,0,0,7.04610000,0,0,6.26805556,3.33496000,0,0,0,0.98798888,0,0.00360000,0.01530000,0,0.72355263,8.46272000,0,0.00000000,0,0,0,0.45938182,1.63400847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-07,0.00310000,0,0,0,0,0,5.95703333,13.96170000,0,0,0,2.75277205,0,0.00000000,0.40970000,0,0.00795000,0.18275000,0,3.58948333,0,0,0,3.32050000,2.79360882,0,0,0,2.78012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-08,0,0,1.32444000,0,0,0,0.00000000,0.00000000,0,0,0,5.12352134,0,0.04860000,8.12085000,0,0.92892500,0.00000000,6.82560000,3.89695000,0,0,0,1.27850769,1.95983750,0,0,0,1.44890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-09,0,0,0.89610000,0,0,0,49.19610000,1.13789000,0,0,0,4.24325510,0,0.02170000,2.22103333,0,24.21780000,0,0.07860000,1.34101250,0,0,0,0.01158421,0.00211429,0,0,0,7.84790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-10,0.94940000,0,0.00110000,0,0,0,0.00000000,0.00000000,0,0,0,0.03210000,0,0.00750000,2.13110000,0,2.81570000,0,0,0.33577500,0,0,0,0.37660000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-11,0.00000000,0,0.00875000,0.17750000,0,0,0.00000000,7.17386250,0,0,0,0.66455726,0,0.00695000,13.41860000,4.64190000,2.24365882,0,0.11990000,3.50312857,0,0,0,1.07461250,4.45303182,0,0,0,0.16690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-12,7.73530000,0,2.33788000,0.31000000,0,0,0,1.55643333,0,0,0,10.25745388,0,0.62570000,8.48572000,0.79366000,2.37501176,0,0.00000000,2.59465000,0,0,0,3.57567000,5.14649545,0,0,0,1.85250000,0,0,0,0.94280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-13,2.58930000,0,3.84012222,0.00360000,0,0,0,9.67708000,0,0,0,0.81281387,0,0.00860000,28.23640000,0.33835000,1.50242113,0.00330000,0,0.06500000,0,0,0,4.11854400,7.19493182,0,0,0,14.13250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04655000,0,0,0,0
2013-03-14,15.79440000,0,2.23522222,0,0,0,0,19.96086667,0,0,0,2.94996110,0,0.00000000,68.72750000,4.14920000,2.07132381,0.00000000,0,5.42125333,0,0,0,5.89272000,2.86264286,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-15,0,0,9.34282500,29.64780000,0,0,0,0.00000000,0,0,0,3.61984818,0,0.00000000,0.00000000,29.77030000,6.44433696,24.41280000,0,13.94491429,0,0,0,36.11722500,5.43831429,0,0,0,5.82280000,0,0,0,3.44000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-16,47.31000000,0,10.14776667,0,0,6.90640000,0,19.68808333,0,0,0,11.11857478,0,0,4.55450000,0.00000000,5.76370000,0,0,2.78825000,0,0,0,0.20250000,1.91257500,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-17,0,0,0,0.02860000,0,0.00000000,0,0.00000000,0,0,0,14.12691898,0,0,17.60280000,0,9.99781714,0.50860000,0,7.51520000,0,0,0,3.28470000,4.15937368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-18,94.97060000,0,0,0,0,3.64330000,0,2.77585000,0,0,0,3.24535455,0,1.75097500,0,1.25296667,6.80128000,0.00000000,0,7.07380000,0,0,0,5.62585000,1.71251136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-19,67.91725000,0,0,0,0,25.48563333,0,0.01875000,0,0,0,6.41755959,0,0.72358000,0,0.02818571,0.35345882,0.00000000,4.10110000,24.67560000,0,0,0,3.29896667,0.04827097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-20,0.00000000,0,4.62970000,0,0,0.00000000,0,37.15725000,0,0,0,20.00539202,0,21.76556667,0,7.43595000,8.46460000,4.32600000,0.00000000,14.98395000,0,0,0,2.26917857,3.64153571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-21,172.87860000,0,12.13680000,2.12853333,0,33.78235000,0,24.07830000,0,0,0,23.20273615,0,19.81796667,0,4.81360000,9.01937500,5.72257143,5.57780000,7.10655000,0,0,0,9.68127000,2.00307576,3.43765000,0,0,0.77360000,0,0,0,0,2.73556667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-22,0.00000000,0,0.00000000,0,0,0.00000000,18.92390000,20.07415000,0,0,0,30.21951608,0,4.67790000,0,0,9.54681667,8.06875000,0.35310000,6.23320000,0,0,8.15890000,1.74283750,3.38438571,7.17390000,0,0,9.51735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-23,35.57970000,0,19.65590000,0,0,30.70360000,0,27.79936667,0,0,0,35.93157756,0,8.22965000,19.72470000,0,16.03020000,10.81720000,10.42860000,10.44440000,0,0,0.00000000,8.24101429,2.95172432,0,0,0,0.29915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-24,56.88060000,0,0,0,0,0.00000000,0,55.55115000,0,0,0,33.57992366,0,2.57375000,0,0.40655000,5.16582500,0.66046667,0,1.23786667,0,0,0.59110000,0.79598000,2.92250000,0,0,0,1.62290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-25,6.86360000,0,0,0,0,0.00000000,0,11.89683333,0,0,0,25.22960168,0,0.26871176,0,1.04638000,6.72331667,0.79760000,0,0.00000000,0,0,4.84305000,4.49720000,1.22233953,2.55720000,0,0,6.50980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-26,102.10690000,0,0,1.63140000,0,33.19080000,24.92720000,22.47246667,0,0,0,22.60581162,0,0.98343333,0,0.78038182,10.55579000,0.00000000,0,1.53190000,0,0,7.83443333,0.68698333,2.10930606,0.00000000,0,0,9.29970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-27,78.43375000,0,16.37485000,0.00000000,0,0.00000000,3.43690000,25.01760000,0,0,0,12.07633699,0,19.85030000,0,0.71368000,18.51132222,7.55097500,0,12.47515000,0,0,39.98296667,3.37160000,5.80632308,3.43940000,0,0,1.06670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-28,152.70780000,0,2.52024000,5.70195000,0,0.00000000,0,32.26282000,0,0,0,24.38593449,0.34335000,0.31045000,0,0,4.17957500,0.00000000,0,0.30030000,0,0,0.00000000,0.52842500,9.09041494,0.00000000,0,0,7.13106667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96416667,0,0,0,0,0,0,0,0,0
2013-03-29,6.59310000,0,0.00000000,0.50920000,0,0,0,59.31225000,0,0,0,34.26971370,0,0.06990000,0,1.28310000,0.97715000,0.04470000,0,0.89810000,0,0,0,14.00629841,0.07504167,0,0,0,1.51470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41560000,0,0,0,0,0,0,0,0,0
2013-03-30,0,0,0,0.00000000,0,10.28440000,0,82.72776667,0,0,0,43.94842708,0,0.00000000,0,0,15.08203333,0.00000000,0,0.00000000,0,0,0,0.38728889,1.43494444,0,0,0,4.36926000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-31,0,0,0,0.06890000,0,0.00000000,0,87.90862174,0,0,0,0.27022634,0,0,0,0,0.01012500,0.01110000,0,0.08265000,0,0,0,0.04936032,0.18167500,0,0,0,0.00000000,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,0,0.00670000,0.00000000,0,0,0,1.38573333,0,0,0,1.30035763,0,0.13875000,0,0.13102222,1.24655200,0.30548750,0,3.87940000,0,0,0,1.06146250,0.06410000,0.12360000,0,0,0.96680000,0,0,0,0,0.00440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-02,0.28780000,0,0.00000000,47.43390000,0,0,0,0.01220000,0,0,0,7.29385576,0,1.93695882,0,1.95395000,4.96843333,1.56905000,0,0.84580000,0,0,2.60515000,7.24109286,2.76814328,0.50140000,0,0,0.31985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,17.11670000,0,0,0.00000000,0,0,0,21.05691250,0,0,0,0.69887546,0,1.40307222,0,0.00000000,4.51269333,0.88780000,0,0.00000000,0,0,0.26430000,0.55078125,0.50612742,0.00000000,0,0,0.01030000,0,0,0,0,0.02035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-04,20.91055000,0,2.64344000,47.81810000,0,0,0,8.44786667,0,0,0,8.02484774,0,1.42994783,0,0.18402500,0.58408750,0.00000000,0,0.85655000,0,0,1.37140000,1.85638961,0.86797031,0.00000000,0,0,2.82880845,0,0,0,0,2.71485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-05,31.16240000,0,4.41595263,0.00000000,0,0,0,9.20140000,0,0,0,7.08306189,0,2.33819333,0,0.39058571,2.74070000,0.57238000,7.94750000,0.00000000,0,0,0.00000000,3.40260000,4.99509197,0.08401429,0,0,4.68701500,0,0,0,0,0.66632500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-06,28.09176667,0,1.12447778,44.52530000,0,0,0,9.95602000,0,0,0,5.78551457,0,0.67434545,1.85524667,0,0.27730000,0.23725000,0,0.00000000,0,0,0,0.79919091,0.31970556,0,0,0,1.06684545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-07,106.15190000,0,0,0.00000000,0,0,0,0.20815000,0,0,0,1.44217490,0,0,0.00000000,0,0.52556000,0.06940000,0.25920000,0,0,0,0,0.04800000,0.04682143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-08,142.00170000,0,0,0,0,0,0,3.97450000,0,0,0,3.53465208,0,1.13860000,0.00000000,0,2.35947778,47.08500000,18.80616000,0,0,0,0,0.20026667,4.73870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-09,164.08920000,0,0,3.86390000,0,0,0,10.11680000,0,0,0,3.15015615,0,1.11573333,4.63220000,0,3.74294615,3.30510000,0,0,0,0,0,4.29369231,0.84769200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-10,186.29830000,0,0,0.00000000,0,0,0,7.64730000,0,0,0,1.58075442,0,0.03320000,0.17420000,0,1.12750000,0.21741538,0,0,0,0,0,0.10180000,0.22780000,0,0,0,0.47240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04046667,0,0,0,0,0,0,0,0,0,0
2013-04-11,104.27015000,0,0,19.97220000,0,0,0,8.69000000,0,0,0,1.78243874,0,0.32446667,0.69823333,0,0.41278750,0.57140000,0,0.71206000,0,0,0,0.07631667,0.02337727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-12,229.49940000,0,0,0.00000000,0,0,0,5.48281667,0,0,0,4.06152162,0,0.04305000,0.00000000,0,0.78403333,1.24145000,0,0.00000000,0,0,0,0.30695385,0.37828095,1.17330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
