Day,[8] Wait Hours: Per Job,[32] Wait Hours: Per Job,[1] Wait Hours: Per Job,[6] Wait Hours: Per Job,[13] Wait Hours: Per Job,[9] Wait Hours: Per Job,[16] Wait Hours: Per Job,[4] Wait Hours: Per Job,[10] Wait Hours: Per Job,[21] Wait Hours: Per Job,[7] Wait Hours: Per Job,[20] Wait Hours: Per Job,[2] Wait Hours: Per Job,[24] Wait Hours: Per Job,[3] Wait Hours: Per Job,[5] Wait Hours: Per Job,[11] Wait Hours: Per Job,[26] Wait Hours: Per Job,[12] Wait Hours: Per Job,[30] Wait Hours: Per Job,[14] Wait Hours: Per Job,[15] Wait Hours: Per Job,[18] Wait Hours: Per Job,[23] Wait Hours: Per Job,[27] Wait Hours: Per Job
2013-02-12,0.00000000,2.28538571,3.22268283,0.01250000,0,0.03946667,0,1.50948000,0.00000000,0.00000000,0,0,0.23441949,0.00000000,0.00905000,0,0,0,0,0,0,0,0,0,0
2013-02-13,17.04416667,1.28381667,2.03099351,1.69311000,0,0,0.83612500,0.88559231,0.00000000,0.00000000,0,0,0.08652571,2.39805000,0.39895000,0.55250000,0,0.55213333,0,0,0,0,0,0,0.01470000
2013-02-14,0.46735000,17.10810000,1.33342141,24.62853333,0,0.15898000,4.57290000,0.77159375,13.49165000,0,0,0,2.37878129,0,15.27500000,0.00000000,0,0,0.13567143,0,0,0,0,0,0.05235000
2013-02-15,0.00570000,2.51670000,4.01432735,8.65295676,0,0.04040000,0,1.24558750,0.91805000,0.39347500,0,0,0.37717629,0,1.18384000,0,0,0,0.56465000,0,0,0,0,0,0
2013-02-16,0.00310000,0.00610000,8.67547833,0.00000000,0,0,0,0.07597692,0.00000000,0.00676667,0,0,0.13875484,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-02-17,0.00000000,0.01385000,0.02000991,0,0,0,0,0.03559375,0.00265000,0.00000000,0,0,0.00537097,0,0.00000000,0,0,0,0.00390000,0,0,0,0,0,0
2013-02-18,1.47155000,0.03085000,1.45701257,3.07030000,0,0.00882500,0,0.19470000,0.01670000,4.16970000,2.32110000,0,0.06530526,0,1.34310000,2.17390000,0,0,0.00000000,0,0,0,0,0,0
2013-02-19,0.14060000,0.53440000,1.80472359,2.43240385,0,0.02334000,0,0.26734000,0,0.00860000,0,0,0.03655748,0,0.02302500,0,0,0,0,0,0,0,0,0,0
2013-02-20,1.05670000,2.13365000,2.89530191,8.00796667,0,0.00795000,0,0.55488571,0,2.33250000,0,6.30830000,0.18214750,0,0.07451818,0,0,0,0,0,0,0,0,0,0
2013-02-21,3.48150000,2.32195000,3.21370487,0.08556667,0,0.10820000,0,0.49360000,3.06815000,0,0,0.00000000,1.67160276,0,0.30400000,2.90083333,0,0,0,0,0,0,0,0,0
2013-02-22,0.14936667,0,1.90389197,3.63176154,0,0.01056667,0,0.50410000,0.00000000,0,0,0,0.09496786,0,0.49756000,0.00000000,0,0,0,0,0,0,0,0,0
2013-02-23,0.06685000,0,3.13060039,0.00000000,0,0,0,0.02491429,0,0,0,0,0.03174211,0,0.01415000,0.00000000,0,0,0,0,0,0,0,0,0
2013-02-24,0.00000000,0,9.42099546,0.00000000,0,0,0,0.01060000,0,0,0,0,0.02229180,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-02-25,8.87580000,12.28092500,5.51496923,6.25268333,0,0,0,18.17704667,0,0,0,0,0.08538163,0,7.00168000,35.56000000,0,0,0,0,0,0,0,0,0
2013-02-26,0.06030000,0.00000000,0.72922434,0.00000000,0,0,0,0.02362500,0,0,0,0,0.00742766,0,0.00390000,0.00690000,0,0,0,0,0,0,0,0,0
2013-02-27,7.59580000,0.19830000,2.30184313,0.00000000,0,0,0,0.05585429,0,0,0,0,0.01728182,0,0.03260000,0.00000000,0,0,0,0,0,0,0,0,0
2013-02-28,0.01420000,0.00000000,1.21966483,0.00810000,0,0,0,0.03335333,0,0,0,0,0.01120105,0,0.00985000,0,0,0,0,0,0,0,0,0,0
2013-03-01,3.38262000,0.00000000,2.82594383,0.07000000,0,0,0,0.27897692,0,0,0,0,0.02278333,0,0.01750000,0.14665000,0,0,0,0,0,0,0,0,0
2013-03-02,0.05676667,0.06390000,2.52504613,0.03195000,0,0,0,0.01392857,0,0,0,0,0.01443077,0,0.00140000,0.00000000,0,0,0,0,0,0,0,0,0
2013-03-03,0.00140000,0.05750000,0.36563704,0.02850000,0,0,0,0.01241250,0,0,0.00310000,0,0.00924271,0,0.00000000,0.24940000,0,0,0,0,0,0,0,0,0
2013-03-04,0.01460000,0.00000000,0.00820587,0.00140000,0,0,0,0.01392250,0,0,0.00000000,0,0.00560807,0,0.00156667,0,0,0,0,0,0,0,0,0,0
2013-03-05,0.03411176,0.05670000,0.00497773,0,0,0,0,0.00668919,0,0,48.07280000,0,0.00903955,0,0.00786667,0,0,0,0,0,0,0,0,0,0
2013-03-06,5.96108750,0,0.00876678,0,0,0,0.05500000,0.00990000,0,0,69.28110000,0,0.01189157,0,0.00235000,0,0,0,0,0,0,0,0,0,0
2013-03-07,0.00455000,0.00280000,0.01494513,0,0,0,0.00290000,0.00910000,0,0,0,0,0.00937619,0,0.00207500,0,0,0,0,0,0,0,0,0,0
2013-03-08,0.03167143,0.01245000,0.03645264,0,0,0,0.02960000,0.02572500,0.11250000,0,0,0,0.00519048,0,0.00420000,0,0,0,0,0,0,0,0,0,0
2013-03-09,0.00370000,0,0.01277811,0,0,0,0.00690000,0.04343333,0,0,0,0,0.04048167,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-10,0.03180000,0,0.14420769,0,0,0,0,1.30900000,0,0,0,0,0.01095455,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-11,0.04550000,0.00317500,0.09340297,0,0,0,0.10946667,0.01424000,0.00330000,0,0,0,0.03813070,1.57250000,0.00936667,0.00360000,0,2.33530000,0,0,0,0,0,0,0
2013-03-12,0.10824444,0,0.02551818,0,0,0,0,0.01975625,0.05810000,0,0,0,0.04583974,0.00410000,0.05720000,0.00500000,0,0,0,0,0,0,0,0,0
2013-03-13,0.01815000,0,0.23818070,0,0,0,0,0.02339706,0.00580000,0,0,0,0.03697027,0.80140000,0.00560000,0.03095000,0,0,0,0,0,0,0,0,0
2013-03-14,0.04307647,0,0.67587985,0.00640000,0,0,0.16235000,0.07075217,3.07060000,0,0.00890000,0,0.13244264,0,0.26353333,0,0,0,0.09445000,0,0,0,0,0,0
2013-03-15,0.11430870,0,1.32688371,0,0,0,1.58780000,0.03074483,0.00640000,0,0.00690000,0,0.04209137,0,0.16562500,0,0,0,0.00000000,0,0,0,0,0,0
2013-03-16,0.03480000,0,2.31821429,0,0,0,0,0.19170667,0,0,0,0,0.02647667,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-03-17,0.31666000,0,16.41797358,0,0,0,6.25420000,0.04843750,0,0,0,0,0.04392903,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-03-18,0.23458333,0,26.99330164,0,0,0,0.09830000,0.24628333,0.15360000,0,0,0,0.08778846,0,0.16510000,0,0,0,0,0,0,0,0.94000000,0,0
2013-03-19,2.45956190,0,1.65627574,0,0,0,0.93583333,0.08318276,0.01670000,0,0,0,0.03998833,0,0.01370000,0,0,0,0,0,0,0,0,0,0
2013-03-20,0.41472000,0,5.16536339,0,0,0,5.37310000,1.00008571,0.11810000,0,0,0,16.91955828,0,0.22675000,0,0,0,0,0,0,0,1.31890000,0,0
2013-03-21,23.76445000,0,2.29069353,0,0,0,8.23920000,0.90820000,3.95440000,0,0,0,0.16283333,0,0.86333333,0,0,0,0,0,0,0,0,0,0
2013-03-22,14.92176667,0,7.35247867,0,0,0,7.07310000,42.88415000,1.78080000,0,2.04360000,0,1.40025185,0,2.75923750,0,0,0,0,0,0,0,0,0,0
2013-03-23,8.63540909,0,5.27567159,0,0,0,0.00000000,0.00000000,0,0,0,0,0.34239674,0,5.11806667,0,0,0,0,0,0,0,0,0,0
2013-03-24,1.81514000,0,1.74572129,0,12.59390000,0,39.87930000,0,0,0,0,0,0.18264066,0,0.23290000,0,0,0,6.43940000,0,0,0,0,0,0
2013-03-25,3.69821429,0,2.29873614,0,1.43670000,0,0.00000000,12.40722667,1.81780000,0,0,0,0.83412887,0,0.49366000,0,0,0,0.00000000,0,1.56750000,0,0,0,0
2013-03-26,3.69938750,0,1.84003077,0,0.00000000,0,3.99060000,1.40850667,6.87970000,0,0,0,0.21613929,0,0.64830000,0,0,0,0,0,2.64860000,0,0,0,0
2013-03-27,4.16828947,9.67940000,6.26530656,0.90000000,4.49970000,0,8.80760000,2.96828710,1.43140000,0,0,0,1.06918641,0,1.52193333,0,0,0,2.76080000,0,2.93140000,0,0,0,0
2013-03-28,1.63898750,34.54610000,7.16158929,0,0.00000000,0,0,0.39665294,0.05810000,0,0,0,0.13627047,0,0.40367778,1.32926667,0,0,0,0,0,0,0,0,0
2013-03-29,5.10906190,21.41985000,12.86640000,0,0,0,4.58716250,2.50497368,6.69790000,0,0,0,1.23230759,0,4.32250000,0.00000000,0,0,0,0,0,0,0,0,0
2013-03-30,16.19544027,10.35780000,15.47881566,0,0,0,16.12481389,16.29259954,0,0,0,0,13.60824595,0,0.00000000,0.28010000,0,0,0,0,0,0,0,0,0
2013-03-31,0.02829545,0.05655000,1.38126996,0,0,0,0.08807778,0.14456667,0,0,0,0,0.15437018,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-04-01,5.70057333,0.05720000,0.76864348,0,0,0.02940000,0.03496000,0.00887500,0.02780000,0,0,0,0.02276693,0.02905000,0.07060000,0.08500000,0,0,0,0,0,0,0,0,0
2013-04-02,0.03740000,0,0.82388817,0,0,0,0,0.00520652,0.05390000,0,0,0,0.00893672,0,0.01983333,0.00125000,0,0,0,0,0,0,0,0,0
2013-04-03,0.02975000,0,0.58672000,0,0,0,0,0.01267188,0.10970000,0,0,0,0.00627006,0.05640000,0.00125000,0.00233333,0,0,0,0,0,0,0,0,0
2013-04-04,0.34266000,0.04610000,1.00304860,0,0,0,0,0.03786667,0.00440000,0,0,0,0.00769244,0,0.00215000,0.02000000,0,0,0,0,0.03270000,0,0,0,0
2013-04-05,9.41786667,0,0.98067884,0,0,0,0.03070000,0.01530000,0,0,0,0,0.00815059,0,0.00195000,0.02148333,0,0,0,0,0,0,0,0,0
2013-04-06,0.00500000,0.13720000,0.73476198,0,0,0,0.00470000,0.00767083,0,0,0,0,0.00926563,0,0.00415000,0.00320000,0,0,0,0,0,0,0.02894000,0,0
2013-04-07,19.00715000,0.00360000,0.37327485,0,0,0,0.03277500,0.02555263,0,0,0,0,0.00754253,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0
2013-04-08,0.05031250,0,0.31494803,0,0,0,0.01808333,0.05445882,0.06440000,0,0,0,0.01354752,0,0.01881250,0,0,0,0,0,0,0,0,0,0
2013-04-09,5.76983077,0.02940000,1.10270067,0,0,0,0.15966667,0.05321622,0.01190000,0,0,0,0.02611180,0,0.01351667,0.21000000,0,0,0,0,0,0,0,0,0
2013-04-10,0.02830769,0.07607143,0.43822250,0,0,0,0.13046667,0.01844167,0.01080000,0,0,0,0.02183881,0,0.04280000,0,0,0,0,0,0,0,0,0,0
2013-04-11,0.03483333,0.13300000,6.64630262,0,0,0,0.02000000,0.03856000,0.11530000,0,0,0,0.04919695,0,0.17310000,0,0,0,0,0,0,0,0,0,0
2013-04-12,0.04239000,0,20.90055942,0,0,0,1.85280000,1.54819000,0.10250000,0,0,0,0.10083041,0,0.03335000,0,0,0,0,0,0.72940000,0,0,0,0
2013-04-13,0.03680000,0,56.52166989,0,0,0,0.07380000,0.07617000,0,0,0,0,0.02142000,0,0,0,0,0,0,0,0.02155000,0,0,0,0
2013-04-14,0.02283333,0,50.99237239,0,0,0,0.03040000,0.01828750,0.00890000,0,0,0,0.01624308,0,0.01095000,0,0,0,0,0,0,0,0,0,0
2013-04-15,0.19116364,0,0.32189004,0.07530000,0,0,0.03182500,0.05681111,0,0,0,0,0.02648563,0,0.09080000,0,0,0,0,0,0,0,0,0,0
2013-04-16,0.03590000,0,0.30734258,0.01280000,0,0,0.01492500,0.01859375,0,0,0,0,0.04730815,0,0.01773333,0,0,0,0.01190000,0,0.03056000,0,0,0,0
2013-04-17,0.13728333,0,0.95813917,0.00930000,0,0,0.05985000,0.01330000,0,0,0,0,0.02637112,0,0.00921429,0.07610000,0.00470000,0,0.01250000,0.01060000,0,0,0,0,0
2013-04-18,0.54022000,0,1.10885541,0.06420000,0,0.55834000,0.04905000,0.00920000,2.52470000,0,0,0,0.08724615,0,0.60430000,0.00000000,1.37000000,0,0,0,0,0,0,0,0
2013-04-19,0.00812000,0,0.92889888,0.04880000,0,0.00000000,0.00720000,0.02110000,0.01110000,0,0,0,0.02178273,0,0.00666667,0.01000000,0.01470000,0,0,0,0,0,0,0,0
2013-04-20,0.24452500,0,1.35305956,0,0,0.00000000,0.00000000,0.04065000,0,0,0,0,0.05603750,0,0.01635000,0,0.00000000,0,0,0,0,0,0,0,0
2013-04-21,0.00690000,0,0.52386725,0,0,0.00000000,0.07060000,0.04232000,0.00890000,0,0,0,0.01840208,0,0.01070000,0,0,0,0,0,0,0,0,0,0
2013-04-22,0.05453636,0,0.69801472,0.03230000,0,0.00000000,0.06710000,0.01676429,0.00000000,0,0.00960000,0,0.13220793,0,0.01656667,0,0,0,0,0,0,0,0,0,0
2013-04-23,0.07928438,0.02555000,1.19044735,0,0,0.00000000,0.05433333,0.07335238,0.08110000,0,0.05585000,0,0.02760274,0,0.03000000,0,0,0,0,0,0,0,0.01850000,0,0
2013-04-24,0.02667500,0.02060000,0.50198767,0,0,0,0,0.12143333,0,0,0.38207500,0,0.03912850,0,0.02640000,0,0,0,0.01920000,0,0,0,0,0,0
2013-04-25,2.20844722,3.57580000,0.48943903,4.26970000,0,0.10170000,1.98570000,1.53122727,0,0,0.00000000,0,0.16005000,0,0.87769286,0,0,0,0,0,0,0,0,0,0
2013-04-26,6.82999167,1.88282500,2.66298903,0.00000000,0,2.27902500,1.78110000,2.03949167,0,0,0.50384286,0,0.20255974,0,1.59375000,0,0,0,0,0,0,0,0,0,0
2013-04-27,0.11038750,0.01000000,1.12135565,0.00000000,0,0.00000000,0.00780000,0.32588333,0,0,0.01310000,0,0.02022346,0,0.05240000,0,0,0,0,0,0,0,0,0,0
2013-04-28,0.02634000,0.07670000,1.72354363,0,0,0,0.06226729,0.11682632,0,0,1.10375000,0,0.00679767,0,0.00354000,0,0,0,0,0,0,0,0,0,0
2013-04-29,0.04289167,0,0.87058240,0.00485000,0,0.06110000,0.35296190,0.02131000,0,0,0.00830000,0,0.01103981,0,0.01778333,0.00470000,0,0,0.00280000,0,0,0,0,0,0
2013-04-30,0.03434762,0,1.28377789,0.00530000,0,0.00570000,0.31577000,0.01678000,0,0,0.00610000,0,0.16124565,0,0.00440000,1.04805000,0,0,0,0,0.00610000,0,0,0,0
2013-05-01,0.45157727,0,1.10096291,0.00000000,0,0.00000000,0.02443333,0.01937500,0,0,0.06390000,0,0.02219420,0,0.00485000,0.00000000,0,0,0,0,0,0,0,0,0
2013-05-02,0.02616667,0.05093333,1.97258647,0.00000000,0,0.01030000,0.02926667,0.02944000,0,0,0.06515000,0,0.01323446,0,0.02520000,0,0,0,0,0,0,0,0,0,0
2013-05-03,0.01296667,0.04006000,1.31501960,0.00330000,0,0.00310000,0.02480000,0.02614630,0,0,0.00390000,0,0.00855455,0,0.03210000,0,0,0,0,0.03430000,0,0,0,0.06280000,0.00440000
2013-05-04,0.06245833,0.52792500,1.16358191,0.00000000,0,1.71345000,0.00000000,0.91343750,0,0,1.33180000,0,0.12211179,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-05-05,7.80201818,6.38280000,2.59013722,0.00000000,0,17.59153846,15.55360000,7.08436667,0,0,2.66380000,0,0.79368222,0,3.28310000,0,0,0,0,0,0,0,0,0,0
2013-05-06,5.47455000,4.21610000,5.05034873,0.40695000,0,36.35722857,0,0.72843333,0,0,0.00000000,0,0.60494872,0,4.88670000,0,0,0,0,0,0,0,0,0,0
2013-05-07,2.38765625,0.00000000,4.27980897,0.00000000,0,0.55227333,0,5.82992500,0,0,0.00000000,0,0.16114066,0,0.65430000,0,0,0,0,0,0,0,0,0,0
2013-05-08,0.43736000,0.32335000,2.33845284,0.00000000,0,5.96830000,0,0.21461111,0,0,0.28210000,0,0.08489643,0,2.66658000,0,0,0,0,0,0,0,0,0,0
2013-05-09,7.01972500,5.30440000,2.51038684,4.47220000,0,0,10.05605000,3.19938421,0,0,3.90875000,0,0.51846917,0,2.46870000,0,0,0,7.02926667,0,0,0,0,0,0
2013-05-10,5.56115652,0.65290000,2.36724913,6.34890000,0,0,8.82760000,1.97482403,0,0,0.76845000,0,1.27356750,0,0.45343333,0,0,0,0.01750000,0,0.01250000,0.83560000,0,0,0
2013-05-11,0.55186667,0.01730000,3.40194807,0.20420000,0.00890000,0,0.05515000,1.61160833,0,0,0.04750000,0,0.02060154,0,0,0,0,0,0.05110000,0,0.08156667,0,0,0,0
2013-05-12,0.04955000,0.02849412,7.44049603,0.00750000,0.00000000,0,0.08286667,0.01950625,0,0,0.00000000,0,0.01531618,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0
2013-05-13,0.06077778,0.06604000,2.07905506,0.05320000,0.00000000,0.05530000,0.05800000,0.04578571,0,0,0.02015000,0,0.02545364,0,0.03852500,0,0,0,0,0,0,0,0,0,0
2013-05-14,0.14719565,0.19225556,3.54494417,0.01310000,0,0.99640000,3.71301739,0.25992609,0,0,0.00000000,0,0.08895100,0,0.26530909,0,0,0,0,0,0,0.64625000,0,0,0
2013-05-15,0.21610000,0.00860000,1.01552123,0.01670000,0,0.00000000,1.99351944,0.20268500,0.00670000,0,0.08220000,0,0.04605794,0,0.11472000,0,0,0,1.74280000,0,0,0.01055000,0,0,0
2013-05-16,4.26807500,0,0.30353972,0.00000000,0,2.19675789,5.88507500,4.61966667,0.00000000,0,0.00000000,0,0.55276851,0,0.90544444,0,0,0,0.00000000,0,0,0,0,0,0
2013-05-17,1.36061860,3.51690000,2.00442791,1.29780000,0,3.48027500,0.88203333,2.27730000,0.02330000,0,0.03110000,0,0.44985049,0,1.57940000,0,0,0,0.00000000,0,0,0.01000000,0,0,0
2013-05-18,19.18057500,0.00000000,7.17450320,0.00000000,0,0,1.86920000,2.65213333,0.00000000,0,0.00000000,0,1.78936667,0,0.48310000,0,0,0,0,0,0,0,0,0,0
2013-05-19,39.37846279,0.00000000,3.08084545,0.00000000,0,0,1.77250000,0.24603333,0.00000000,0,0.45080000,0,0.57553750,0,2.14440000,0,0,0,0,0,0,0,0,0,0
2013-05-20,37.68674600,13.81841429,1.60184959,0.00000000,0,0,23.37740833,24.69007407,0,0,0.00000000,0,5.14618134,0,2.31390000,2.39030000,0,0,0,0,0,0,0,0,0
2013-05-21,35.39545806,37.87020000,1.87594097,1.25860000,0,2.89330000,20.62656250,13.86782500,5.25670000,0,3.93080000,0,0.61666692,0,1.33807500,0.00000000,0,0,0,0,0,0,0,0,0
2013-05-22,41.79685000,54.15055714,1.66814976,2.83580000,0,3.59500000,44.26872857,19.93444545,0,0,0.00000000,0,0.70934583,0,2.67194000,0,0,0,0,0,0,0,0,0,0
2013-05-23,74.24573448,3.03580000,0.63134601,1.66940000,0,5.46420000,5.70415000,3.99436667,0,0,0.00000000,0,0.91462154,0,1.45022727,0,0,0,0,0,0,0,0,0,0
2013-05-24,123.24346765,7.96780000,0.83717080,0.00000000,0,0,3.55410000,2.27362000,0,0,0,5.46720000,0.28890748,0,0.62894000,0,0,0,0,0,0,0,0,0,0
2013-05-25,141.89455000,0,1.70032831,0.52335000,0,0,0.00000000,1.66675385,0,0,0,0,0.28164127,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-05-26,123.65100161,10.98370667,0.93277163,0.00000000,0,0,11.82538276,8.50020833,0,0,0,0,2.04063151,0,0,0,0,0,0.38890000,0,0,0,0,0,0
2013-05-27,0.10310385,0.54238462,0.49920691,0.00000000,0,0.01757500,0.19072917,0.07985636,0,0,0,0.10536667,0.01993196,0,0.00390000,0,0,0,0.00000000,0,0,0,0,0,0
2013-05-28,0.34810000,2.75483571,1.51666876,0.00000000,0,0.00000000,1.06987000,0.54351905,0,0,0,0.00000000,0.04789320,0,0.00000000,0,0,0,0.00640000,0,0,0,0,0,0
2013-05-29,0.20394000,0,0.21825789,0.00835000,0,0,0.34354299,0.02484667,0,0,0,0,0.01943821,0,0.06770000,0,0,0,0.00000000,0,0,0,0,0,0
2013-05-30,0.05045000,5.90653000,0.19257925,0.00000000,0,0,0.78638413,0.65912222,0,0,0,0,0.02669259,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-05-31,1.70097500,24.58638293,0.92334317,0.00000000,0,0,1.27858387,0.44555357,0,0,0,0,0.13260000,0,0.01585000,0,0,0,0,0,0.15136000,0,0,0,0
2013-06-01,0.17572000,0.02320000,1.30141390,0.00000000,0,0,0.01515000,0.03611333,0,0,0,0,0.02910676,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-02,0.06528000,0,3.06800083,0.10805000,0,0,0.05316000,0.03717692,0,0,0,0,0.03027333,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-03,0.05853750,0,4.44448304,0.00000000,0,0,0.18567143,0.09843448,0,0,0,0,0.16904468,0,0.09353333,0.12546667,0,0,0,0,0,0,0,0,0
2013-06-04,0.89342500,0,4.37278921,0.69320000,0,0,1.04060000,0.45424000,0,0,0,0,0.13329753,0,0,0.24555000,0,0,0,0,0,0,0,0,0
2013-06-05,4.81891905,4.46268750,12.20111710,15.41030000,0,0,3.96231765,4.07900238,0,0,0,0,22.32880612,0,2.66270000,0,0,0,0,0,0,0,0,0,0
2013-06-06,7.62849167,24.38625000,1.40914691,0.00000000,0,0,21.28834000,20.92228750,0,0,0,5.37030000,0.20891755,0,0.00000000,0,0,0,0,2.40960000,0,0,0,0,0
2013-06-07,21.22828333,17.04558824,6.00138720,0.00000000,0,0,16.51122500,6.51931250,0,0,0,0.00000000,0.13964444,0,0.54016667,0,0,0,0,0.00000000,0,0,0,0,0
2013-06-08,0.01605000,0.35011667,0.14135366,0,0,0,0.00000000,0.12571250,0,0,0,0,0.24520762,0,0.04285000,0,0,0,0,0.00000000,0,0,0,0,0
2013-06-09,0.25526667,7.49118571,0.34452482,1.73720000,0,0,0.00000000,0.42802727,0,0,0,0,0.01311324,0,0.00110000,0,0,0,0,0,0,0,0,0,0
2013-06-10,0.04235385,0,0.12935508,0.00000000,0,0,0.00310000,0.02524412,0,0,0,0,0.01185157,0,0.00000000,0,0,0,0,0.07850000,0,0,0,0,0
2013-06-11,0.04190000,0.04256250,0.16595931,0.00000000,0,0,0.11220000,0.03301026,0,0,0,0,0.01423468,0,0.01384000,0,0,0,0,0.00000000,0,0,0,0,0
2013-06-12,0.01397857,0,0.82614633,0.00280000,0,0,0.08475000,0.04836400,0.03566667,0,0,0,0.00859246,0,0.00240000,0,0,0,0,0.05920000,0,0,0,0,0
2013-06-13,0.11678000,1.08200385,0.63173163,0.00000000,0,0,0.05560000,0.07442308,0.00000000,0,0,0,0.00998200,0,0.00250000,0,0,0,0,0.15125000,0,0,0,0,0
2013-06-14,1.60500000,3.60811000,3.10230351,0.00000000,0,0,0.05670000,0.70600000,0.00000000,0,0,0,0.08932630,0,0.03155000,0,0,0,0,0.00000000,0,0,0,0,0
2013-06-15,2.49040000,27.32605000,0.31419309,0,0,0,0.00000000,1.46103571,0,0,0,0,0.30768611,0,0.00000000,0,0,0,0,0.00125000,0,0,0,0,0
2013-06-16,0.00000000,0,0.00667917,0,0,0,0.00000000,0.03000000,0,0,0,0,0.31075254,0,0.00220000,0,0,0,0,0.00000000,0,0,0,0,0
2013-06-17,0.01614375,0,0.10153211,0,0,0,0.00000000,0.02262727,0,0,0,0,0.04605758,0,0.00080000,0,0,0,0,0.05580000,0,0,0,0,0
2013-06-18,0.10762500,0,0.05463323,0,0,0,0.01030000,0.02231389,0,0,0,0,0.00904408,0,0.01707500,0,0,0,0.03516000,0.00000000,0,0,0,0,0
2013-06-19,0.01735000,0,0.38042115,0,0,0,0.00360000,0.01934667,0,0,0,0,0.01069217,0,0.00610000,0,0,0,0.00500000,0.00000000,0,0,0,0,0
2013-06-20,0.03165000,0,0.10837805,0,0,0,0.00280000,0.02135000,0,0,0,0,0.00569024,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0
2013-06-21,1.07957500,4.09717273,1.06663775,0,0,0,6.56360000,0.65956000,0,0,0,0,0.08550072,0,1.38544000,0.40000000,0,0,0.00000000,0,0,0,0,0,0
2013-06-22,2.29625000,9.99622093,0.98217202,0,0,0,0.00000000,0.67461333,0.41507500,0,0,0,0.05142917,0,0.00000000,0,0,0,0.03125000,0,0,0,0,0,0
