title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2012-08-01,2013-01-31
---------
Day,"[976] Wait Hours: Per Job","[640] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[464] Wait Hours: Per Job","[720] Wait Hours: Per Job","[608] Wait Hours: Per Job","[448] Wait Hours: Per Job","[128] Wait Hours: Per Job","[656] Wait Hours: Per Job","[1008] Wait Hours: Per Job","[384] Wait Hours: Per Job","[1440] Wait Hours: Per Job","[800] Wait Hours: Per Job","[576] Wait Hours: Per Job","[480] Wait Hours: Per Job","[512] Wait Hours: Per Job","[256] Wait Hours: Per Job","[208] Wait Hours: Per Job","[16] Wait Hours: Per Job","[64] Wait Hours: Per Job","[672] Wait Hours: Per Job","[1040] Wait Hours: Per Job","[1200] Wait Hours: Per Job","[32] Wait Hours: Per Job","[192] Wait Hours: Per Job","[160] Wait Hours: Per Job","[144] Wait Hours: Per Job","[560] Wait Hours: Per Job","[48] Wait Hours: Per Job","[112] Wait Hours: Per Job","[688] Wait Hours: Per Job","[400] Wait Hours: Per Job","[1296] Wait Hours: Per Job","[80] Wait Hours: Per Job","[1968] Wait Hours: Per Job","[848] Wait Hours: Per Job","[496] Wait Hours: Per Job","[96] Wait Hours: Per Job","[240] Wait Hours: Per Job","[176] Wait Hours: Per Job","[304] Wait Hours: Per Job","[272] Wait Hours: Per Job","[336] Wait Hours: Per Job","[224] Wait Hours: Per Job","[320] Wait Hours: Per Job","[8] Wait Hours: Per Job","[1312] Wait Hours: Per Job","[368] Wait Hours: Per Job","[912] Wait Hours: Per Job","[544] Wait Hours: Per Job"
2012-08-16,0,0,0.00000000,0,0,0,0,169.29390000,0,0,0,0,0,0,0,0.00000000,37.47280000,0,21.26290000,204.28880000,0,0,0,19.33642857,0,0,0,0,17.39980000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-08-17,0,0,0.00000000,0,0,0,0,39.20360000,0,0,0,0,0,0,0,0.00000000,0,0,33.28154000,50.04958750,0,0,0,61.68293333,0,0.00170000,0,0,18.58116667,0,0,0,5.61610000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-08-18,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,75.92970000,0,68.57176316,62.58613750,0,0,0,74.99057083,0,0.27360000,0,0,50.33210000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-08-19,0,0,0,0,0,0,0,0.00000000,0,18.95250000,0,0,0,0,0,0,113.95140000,0,29.40761200,60.56713333,0,0,0,78.72373500,0,0.10375000,0,0,43.41860000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-08-20,0,125.87390000,0,0,0,0,0,161.49616667,0,21.84970000,0,0,0,0,0,0,26.27867500,0,53.06841212,38.35100500,0,0,0,46.61734082,0,0.00107143,0,0,36.22497727,34.51305000,0,0,0,0.28440000,0,0,0,0,0,0.00170000,0.00110000,0,0,0,0,0.00000000,0,0,0,0
2012-08-21,0,0,0,0,0,0,0,86.17320000,0,0,0,0,0,0,0,0,95.77580000,0,25.62123596,41.84365625,0,0,0,31.01651667,0,0,0,0,2.04418000,0.00180000,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04420000,0,0,0,0
2012-08-22,0,0,0,0,0,0,0,48.09055000,0,35.43030000,0,0,0,0,0,0,37.67083333,0,59.44108400,109.83612273,0,0,0,55.17646296,0,0.15715000,0,0,2.08807500,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18830000,14.95580000,0,0,0,0
2012-08-23,0,0,0,0,0,0,0,3.39933333,0,0,0,0,0,0,0,0,1.91255000,0,47.56865361,38.27540526,0,0,0,17.11401731,0,0.90963333,0,0,0.42418095,0.00000000,0,18.93690000,0,0,0,0,0,0.39518333,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-08-24,0,0,0,0,0,0,0,1.87445000,0,0,0,0,0,0,0,7.19445000,9.36500000,0,20.47196875,3.93051579,0,0,0,14.26763617,0,0,0,0,0.36413333,0.00000000,0,0,0,0,0,0,0,0.00233333,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-25,0,0,0,0,0,0,0,60.78115000,0,0,0,0,0,0,0,0,22.11408571,0,28.66030415,26.09945625,0,0,0,39.40276667,0,0,0,0,6.50934375,0,0,30.88110000,0,0,0,0,0,0.03500000,0,0,0,0,0,0,0.00190000,0,0,0,0,0
2012-08-26,0,0,0,0,0,0,0,11.47917143,0,0,0,0,0,0,0,0,4.58860000,0,7.44134505,4.62683750,0,0,0,4.38736222,0,0,0,0,14.44075000,0,0,0,0,0,0,0,0,6.18943333,0.00190000,0,0,0,0,0,0,0,0,0,0,0
2012-08-27,0,0,0,0,0,0,0,9.16463333,0,0,0,0,0,0,0,0,35.13978000,0,7.07143491,19.71277727,0,0,0,11.09257969,0,0,0,0,7.26196316,0,0,0,0,0,0,0,0,20.77000000,5.74100000,0,5.02690000,0,0,0,0,0.00000000,0,0,0,0
2012-08-28,0,0,0,0,0,0,0,32.02510000,0,0,0,0,0,0,0,0,6.79690000,0,12.30184103,17.80699259,0,0,0,13.46602131,0,0,0,0,1.96015714,0,0,0,0,0,0,0,0,9.02875000,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0
2012-08-29,0,0,0,0,0,0,0,10.16115000,0,0,0,0,0,0,0,0,24.16210000,0,7.70621709,13.98051111,0,0,0,21.27040476,0,0,0,0,1.59726897,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0
2012-08-30,0,0,0,0,0,0,0,26.53880000,0,0,0,0,0,0,0,35.62530000,6.05365000,0,10.20990267,21.90520000,0,0,0,10.32941618,0.58080000,0,0,0,12.62525000,0,0,0,0,0,0,0,0,0.50070000,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0
2012-08-31,0,0,0,0,0,0,0,1.13745000,0,0,0,0,0,0,0,0,6.77940000,0,15.13423000,7.37413158,0,0,0,22.68934667,0,0,0,0,0.00112000,0,0,0,0,0,0,0,0,0.00110000,0,0,6.90580000,0,0,1.89530000,0,0.00000000,0,0,0,0
2012-09-01,0,0,0,0,0,0,0,11.54260769,0,0,0,0,0,0,0,0,7.78000000,0,21.64836939,10.47419130,0,0,0,9.41957292,0,2.97830000,0,0,11.71284444,5.21310000,0,0,0,0,0,0,0,0.00000000,0,0,1.32940000,0,0,0,0,0.00000000,0,0,0,0
2012-09-02,0,0,0,0,0,0,0,1.94652500,0,0,0,0,0,0,0,11.02860000,4.79500000,0,0.18323651,13.72266154,0,0,0,10.49729846,0,0,0,0,0.02490000,0.64546667,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2012-09-03,0,0,0,0,0,0,0,0.76722308,0,0,0,0,0,0,0,7.48690000,13.49780000,0,0.10408375,6.92990909,0,0,0,2.43829643,0,0,0,0,2.90532500,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2012-09-04,0,0,0,0,0,0,0,2.61035882,0,0,0,0,0,0,0,0,4.46975000,0,0.67162111,3.77086000,0,0,0,1.19782500,12.78080000,0,0,0,3.54973333,0,0,0,0,0.00250000,0,0,0.00470000,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0
2012-09-05,0,0,15.10390000,0,0,0,0,9.16837143,0,64.35280000,0,0,0,0,0,2.20020000,23.56780000,0,15.15210811,45.84277143,0,0,0,45.86324706,0,0,0,0,30.76754286,0,0,0,0,0,0,0,0.00000000,70.75060000,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0
2012-09-06,0,0,0,0,0,0,0,11.08978000,0,0,0,0,0,0,0,0,23.39610000,0,2.14798209,6.51920000,0,0,0,17.38486154,0,0,0,0,5.67085000,0,0,0,0,0,0,0,13.25690000,7.32875000,0,0,16.88190000,0,0,0,0,0,0,0,0,0
2012-09-07,0,0,0.04053333,0,0,0,0,13.64090000,0,0,0,0,0,0,0,3.50765000,2.44362000,0,4.78436761,12.53445455,0,0,0,23.19328182,0,0,0,0,30.99652500,0,0,0,0,0,0,0,0,6.96832500,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2012-09-08,0,0,0,0,0,0,0,17.76085000,0,0,0,0,0,0,0,17.87500000,167.09780000,0,15.94963256,10.27420000,0,0,0,25.04063243,0,0,0,0,16.99583333,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-09,0,0,0,0,0,0,42.80530000,0.00000000,0,0,0,0,0,0,0,0.00000000,26.62890000,0,39.37350000,7.26274800,0,0,0,55.26547619,0,0,0,0,10.89595000,0,0,0,0,0,0,0,0,21.57686667,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-10,0,0,0,65.60690000,0,0,0,0.00142857,0,0,0,0,0,0,0,0.00000000,10.19341429,0,15.31985556,45.09220000,0,0,0,47.87610000,0,0,0,0,35.05750000,0,0,0,0,0,0,0,0,0.00130000,0,0,0,0.00280000,0,0,0,0,0,0,0,0
2012-09-11,0,0,0,0,0,0,0,42.38747500,0,0,0,0,0,0,0,0,133.77465000,0,22.43339565,47.13003750,0,0,0,64.34578696,0,0,0,0,23.51257500,0,0,0,0,0,0,0,0,1.06970000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-12,0,0,0,0,0,0,0,136.40150000,0,0,0,0,0,0,0,0,122.30841667,0,47.40883647,51.25774828,0,0,0,92.51374808,0,0,0,0,30.10972857,0,0,0,0,0,0,0,0,4.99380000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-13,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,14.15722000,0,11.92112055,48.37877200,0,0,0,29.29088298,0,0,0,0,9.44795385,0,0,0,0,0,0,0,0,6.08504000,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-09-14,0,0,0,0,0,0,0,28.91207143,0,0,0,0,0,0,0,0.00110000,1.29054545,0,15.83935714,18.03343778,0,0,0,20.64853333,47.87722500,0,0,0,6.23134074,0,0,0,0,1.91333333,0,0,0,24.66008333,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2012-09-15,0,0,0,0,0,0,0,64.66215556,0,0,0,0,0,0,0,0,67.66237500,0,33.93955327,62.11670000,0,0,0,12.64368659,76.00555000,0,0,0,13.86886364,0,0,0,0,0.00000000,0,0,0,75.79390000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-16,0,0,0,0,0,0,0,2.81572000,0,0,0,0,0,0,0,16.77530000,3.81973333,0,1.85539919,6.72982727,0,0,0,1.72921111,0,0,0,0,7.20310000,0,0,0,0,2.64835000,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-17,0,0,0,0,0,0,0,1.13790000,0,0,0,0,0,0,0,31.38170000,2.10060000,0,4.86911021,4.35696250,0,0,0,4.15322439,0,0,0,0,6.16372308,0,0,0,0,0.00390000,0,0,0,2.65875000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,0,0,0,0,0,0,0,4.52681250,0,0,0,0,0,0,0,0.00000000,12.03032000,0,2.00740156,3.99900000,0,0,0,6.16680652,1.43500000,0,0,0,13.69073000,0,0,0,0,0.00000000,0,0,0,3.11565000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-19,0,0,0,0,0,0,0,4.47709231,0,0,0,0,0,0,0,0.00000000,13.56706000,0,3.12826890,8.94524000,0,0,0,4.13108319,0.07970000,0,0,0,6.45446429,0,0,0,0,0,0,0,0,0.00715000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-20,0,0,0,0,0,0,0,9.53340000,0,0,18.00830000,0,0,0,0,0.00000000,10.44762000,0,3.33800750,19.56739231,0,0,0,7.68835902,14.61665000,0,0,0,13.59316250,0,0,0,0,0,0,0,0,4.29638333,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-21,0,0,0,0,0,0,0,15.12945000,0,0,49.88470000,0,0,0,0,50.76750000,5.87244000,0,17.10319789,13.98224167,0,0,0,11.51374341,0,0,0,0,5.14738125,0,0,0,0,0,0,0,0,0.00225000,0,0,0,0,0,3.93470000,0,0,0,0,0,0
2012-09-22,0,0,0,0,0,0,0,18.33381667,0,0,0.00000000,0,0,0,0,0,22.75250000,0,19.57598037,15.44698000,0,0,0,16.58604677,0,0,0,0,0.00143333,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2012-09-23,0,0,0,0,0,0,0,8.52576667,0,0,0.00000000,0,0,0,0,21.76220000,13.63855000,0,7.80772348,1.99236316,0,0,0,9.85565676,0,0,0,0,22.56390000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-24,0,0,0,0,0,0,0,5.45710000,0,0,0.00000000,0,0,0,0,0.00000000,26.63500000,0,4.27233670,3.29789167,0,0,0,8.13296327,0,0,0,0,6.18200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-25,0,0,0,0,0,0,0,7.52548667,0,0,0.00000000,0,0,0,0,0.00000000,12.85882000,0,3.07993770,28.08821667,0,0,0,17.65650545,0,0,0,0,11.55398333,0.00170000,0,0,0,0,0,0,0,0.00995000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-26,0,0,0,0,0,0,0,1.34667500,0,0,0.00000000,0,0,0,0,0.00000000,0,0,10.06141449,12.45497857,0,0,0,36.89201918,11.19180000,0,0,0,27.32703333,0.00000000,0,0,0,2.29905000,0,0,0,0.02362000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-27,0,0,0,0,0,0,0,9.57127273,0,0,4.43080000,0,0,0,0,0.00000000,6.21500000,0,8.36895077,11.34577222,0,0,0,4.51281136,11.49963333,0,0,0,12.43703636,0,0,0,0,0,0,0,0,0.38246667,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,0,0,0,0,0,0,0,8.77212222,0,0,0,0,0,0,0,0,2.36500000,0,22.58506818,2.23120000,0,0,0,4.79105333,1.47175000,0.00316667,0,0,4.72572667,0,0,0,0,0,0,0,0,0.30175000,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-29,0,0,0,0,0,0,0,37.27026667,0,0,0,0,0,0,0,0,15.56140000,0,36.69939167,8.35510769,0,0,0,2.79296667,0.00070000,0.00340000,0,0,0.00170667,0,0,0,0,0,0,0,0,0.00763636,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-30,0,0,0,0,0,0,0,29.23500000,0,0,0,0,0,0,0,0,0,0,20.41374265,2.55594444,0,0,0,0.01193636,0.00195455,0.00130000,0,0,0.00239231,0.00170000,0,0,0,0,0,0,0,0.18905000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,0,0,0,0,0,0,0,0.06019091,0,0,0,0,0,0,0,2.22250000,0.00095000,0,9.59753067,5.27036250,0,0,0,0.07978617,1.43524444,0.46190000,0,0,0.00162222,0.00000000,0,0,0,0,0,0,0,0.23583000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-02,0,0,0,0,0,0,0,6.17981111,0,0,0,0,0,0,0,0.00000000,0,0,2.37995841,13.40301429,0,0,0,2.19645185,0.00000000,0,0,0,0.23887500,0,0,0,0,0,0,0,0,0.67492143,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-03,0,0,0,0,0,0,0,27.54367500,0,0,0,0,0,0,0,0.00170000,0.00367143,0,2.75394752,7.78800455,0,0,0,1.12002989,0,0,0,0,0.03666667,0,0,0,0,0,0,0,0,0.32864348,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-04,0,0,0,0,0,0,0,13.08531429,0,0,0,0,0,0,0,3.56805000,0.07922000,0,15.39198448,3.44005000,0,0,0,4.24287391,0.10000000,0,0.00726250,0,0.20920000,0,0,0,0,0,0,0,0,0.82832222,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,0,0,0,0,0,0,0,48.06271111,0,0,0,0,0,0,0,1.48562500,8.65407273,0,14.12872740,15.78101250,0,0,0,5.84424757,0,0,1.26683750,0,0.04544000,0,0,0,0,0,0,0,0,3.37451429,0,0,0,0,6.02280000,1.72720000,0,0,0,0,0,0
2012-10-06,0,0,0,0,0,0,0,31.14158750,0,0,0,0,0,0,0,0.58055000,17.09634000,0,22.04398667,29.77335556,0,0,0,8.52806602,0,0,0.03734000,0,0.00080000,0,1.61420000,0,0,0,0,0,0,0.00115833,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-07,0,0,0,0,0,0,0,24.41453333,0,0,0,0,0,0,0,2.01785000,1.13799167,0,11.43647115,0.10195217,0,0,0,0.18742037,0,0,0.81015000,0,0.74055000,0,9.13155000,0,0,0,0,0,0,1.03540000,0,0,0,0,0.00080000,0,0,0,0,0,0,0
2012-10-08,0,0,0,0,0,0,0,152.81765761,0,0,0,0,0,0,0,0,3.10300000,0,5.03028000,0.36587000,0,0,0,3.92379310,0,0,0,0,0.62160000,0,0,0,0,0,0,0,0,0.00100000,0,0,0,0,0,0.00088000,0.00080000,0,0,0,0,0
2012-10-09,0,0,0,0,0,0,0,0.00531429,0,0,0,0,0,0,0,0,0.00531000,0,21.86904545,0.00187273,0,0,0,0.00092381,0.02000000,0,0,0,0.00680000,0,0,0,0,0,0,0,0,0.03246364,0,0,0,0,0,0.00080000,0,0,0,0,0,0
2012-10-10,0,0,0,0,0,0,0,12.01306000,0,0,0,0,0,0,0,0,15.39617778,0,110.08848387,7.17034333,0,0,0,20.26131324,0.10720000,37.59640000,0,0,13.39920000,0,0,0,0,0,0,0,0,5.22043158,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-11,0,0,0,0,0,0,0,0.00643333,0,0,0,0,0,0,0,0,0.00816154,0,12.57809701,11.69025556,0,0,0,3.02496667,0,0.00000000,0,0,0.00142857,0,0,0,0,0,0,0,0,0.00070000,0,0,0,0,0,0.01765000,0,0,0,0,0,0
2012-10-12,0,0,0,0,0,0,0,0.11547059,0,0,0,0,0,0,0,0,0.04533846,0,13.95762212,0.64552000,0,0,0,2.99933544,0,0,0,0,0.00111667,0,0,0,0,0,0,0,0,0.09646667,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2012-10-13,0,0,0,0,0,0,0,0.00407059,0,0,0,0,0,0,0,0,0.00133333,0,10.21177973,0.00151667,0,0,0,1.48339861,0.00205000,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-14,0,0,0,0,0,0,0,2.13248000,0,0,0,0,0,0,0,0,6.98638889,0,12.06492933,2.19658387,15.83280000,0,0,3.04342321,0,0,0,0,1.76245714,0.00110000,0,0,0,0,0,0,0,6.05850000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,0,0,0,0,0,0,0,1.15257143,0,0,0,0,0,0,0,0,1.33578333,0,4.12913960,1.76713793,0,0,0,3.31314722,0,0,0,0,0.05750000,0,0,0,0,0,0,0,0,0.36760000,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,0,0,0,0,0,0,0,4.56371111,0,0,0,0,0,0,0,0,8.58330000,0,8.02208514,3.51320714,0,0,0,8.52536596,0,3.64920000,0,0,1.18516667,0,0,0,0,0,0,0,0,0.62917143,0,0,0,0,0,10.53780000,0,0,0,0,0,0
2012-10-17,0,0,0,0,0,0,0,26.92067500,0,0,0,0,0,0,21.38940000,0,16.86630000,0,12.10417119,7.93791875,0,0,0,10.33473509,0,10.04125000,0,0,2.02972222,0,0,0,0,0.26140000,0,0,0,4.22392222,0,0,0,0,0,13.57280000,0,0,0,0,0,0
2012-10-18,0,0,0,0,0,0,0,22.54976667,0,0,0,0,0,0,0.00000000,0,7.22607500,0,15.73602439,12.66949167,0,0,0,5.36670169,0,21.36545000,0,0,5.20270000,0,0,0,0,1.22500000,0,0,0,3.62448571,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2012-10-19,0,0,0,0,0,0,0,42.96730000,0,0,0,0,0,0,0,0,7.50644000,0,13.46290563,10.07427143,0,0,0,8.60959200,0,0.00000000,0,0,6.79568235,0,0,0,0,5.15885000,0,0,0,2.05646667,0,0,0,0,0,14.54030000,0,0,0,0,0,0
2012-10-20,0,0,0,0,0,0,0,25.52500000,0,0,0,0,0,0,0,0,33.33860000,0,18.79783563,33.69150714,0,0,0,10.15010549,0,8.20430000,0,0,22.27573333,0,0,0,0,0,0,0,0,7.62866667,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2012-10-21,0,0,0,0,0,0,0,28.73633333,0,0,0,0,0,0,0,0,4.13978000,0,14.32420492,16.10951250,0,0,0,3.70887284,0,12.51280000,0,0,0.17083571,0,0,0,0,0,0,0,0,0.32211250,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2012-10-22,0,0,49.05030000,0,0,0,0,8.56168750,0,0,0,0,0,0,0,0,7.79992500,0,9.89602917,9.56572917,0,0,0,2.51463014,0,0.00000000,0,0,0.80923636,0,0,0,0,0.64110000,0,0,0,0.87647500,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,0,0,22.82345000,0,0,0,0,29.99361429,0,0,0,0,0,0,0,0,4.81615833,0,12.83944070,8.10737500,0,0,0,2.26053148,0,36.18500000,0,9.21680000,1.19825833,0,0,0,0,0,0,0,0,2.32897500,0,0,0,0,0,0,0,0,0,0,0,0
