title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-02-01,2011-07-31
---------
Day,"[208] Wait Hours: Per Job","[768] Wait Hours: Per Job","[1440] Wait Hours: Per Job","[800] Wait Hours: Per Job","[240] Wait Hours: Per Job","[224] Wait Hours: Per Job","[112] Wait Hours: Per Job","[192] Wait Hours: Per Job","[160] Wait Hours: Per Job","[320] Wait Hours: Per Job","[1024] Wait Hours: Per Job","[512] Wait Hours: Per Job","[144] Wait Hours: Per Job","[480] Wait Hours: Per Job","[384] Wait Hours: Per Job","[256] Wait Hours: Per Job","[64] Wait Hours: Per Job","[128] Wait Hours: Per Job","[80] Wait Hours: Per Job","[48] Wait Hours: Per Job","[288] Wait Hours: Per Job","[400] Wait Hours: Per Job","[96] Wait Hours: Per Job","[16] Wait Hours: Per Job","[32] Wait Hours: Per Job","[1008] Wait Hours: Per Job"
2011-02-27,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.41971250,0.52511250,0,0.00000000,0,0,9.91000000,0.07220980,0.21711176,0
2011-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45334167,2.92580000,0,0,0,0,14.88580000,0.36971310,0.60494348,0
2011-03-01,0,0,0,0,0,0,0,0,0,0,0.00056667,0,0,0,0,0,0.15050000,1.00874286,0,0.05111250,0,0,0.94491481,0.00152411,0.04652857,0
2011-03-02,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,3.61918000,14.08955000,0,0.00000000,0,0,0,0.90194000,0.00080000,0
2011-03-03,0,0,0,0,0,0,0,0,0,0,0.02970000,0,0.40860000,0,0,0,1.66815625,7.47965714,0,0.00000000,0,0,0,0.07490909,0.26113636,0
2011-03-04,0,0,0,0,0,0,0,0,0,0.00060000,3.76560000,0,0,0,0,0,2.15938235,0.72826000,0,0,0,0,0,0.47490541,0.05145000,0
2011-03-05,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.82703333,0.51848750,0,0,0,0,0,1.28679259,0.00087333,0
2011-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67670000,0.00067778,0,0,0,0,0,0.04583171,0.00000000,0
2011-03-07,0,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0.00055714,0.03037778,0.00540000,0,0,0,0,0.00705208,0.00047143,0
2011-03-08,0,0,0,0,0,0,0,0,0,0,0.00045000,0.00060000,0,0,0,0.00030000,0.00060000,0.00046667,0,0,0,0,0,0.00123846,0.00073333,0
2011-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12392857,10.94435455,0,0,0,0,0,7.40722500,0.57173320,0
2011-03-10,0,0,0,0,0,6.29640000,0,0,0,0,1.31855000,0.00060000,0,0,0,0.00060000,2.16757143,2.19565714,0,0,0,0,13.27190000,1.73681111,0.80782231,0
2011-03-11,0,0,0,0,0,0.00000000,0,0,0.87312500,0,0.15810000,0,0,0,0,0,0.30144000,1.95087000,0,0,0,0,0,0.05229500,0.06628333,0
2011-03-12,0,0,0,0,0,58.38080000,0,0,0,0,0.00000000,0,0,0,0,0,32.22390000,31.01345000,0,0,0,0,0,13.37642000,14.12540000,0
2011-03-13,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00058000,0.00109545,0,0,0,0,0,0.68288065,0.04084781,0
2011-03-14,0,0,0,0,0,0,0,0,0,0,10.55440000,0,0,0,0,0,0.76475385,1.55268571,0,0.25380000,0,0,0,0.07523630,0.28017000,0
2011-03-15,0,0,0,0,0,0,0,0,0,0,1.07220000,0,0,0,0,0,0.40837368,0.35597500,0,0.31610000,0,0,0,0.06058198,0.06896471,0
2011-03-16,0,0,0,0,0,153.20920000,0,0,0,0,5.62720000,0,0,0,0,0,3.73887778,13.39827778,0,0,0,0,0,1.82906977,9.32606000,0
2011-03-17,0,0,0,0,0,0.00060000,0,0,0,0,0.15190000,0,0,0,0,0.06166000,0.09417333,1.11401053,0,0,0,0,0,0.07474468,0.02692134,0
2011-03-18,0,0,0,0,0,0.00000000,0,0,0,0,0.14170000,0,0,0,0,0.91690000,0.29261818,0.23674500,0,0,0,0,0,0.01156944,0.01830339,0
2011-03-19,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0.00046667,0.00063000,0,0,0,0,0,1.21634000,1.39987273,0
2011-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048333,0.00052857,0,0,0,0,0,0.23968333,0.00000000,0
2011-03-21,0,0,0,0,0,0,0,0,0,0,1.87560000,0,0,0,0,0.00046667,0.11545556,0.10248235,0,0,0,0,0,0.02364667,0.34825781,0
2011-03-22,0,0,0,0,0,0,0,0,0,0,0.00045000,0,0,0,0,0.00045000,0.00053889,0.00050000,0,0,0,0,0,0.00963846,0.10993285,0
2011-03-23,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,94.48190000,9.82256000,6.49213333,0,0,0,0,0,20.71052500,8.95415313,0
2011-03-24,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0,0.23280000,0.71197778,0.00040000,0,0,0,0,0,4.11183333,1.39362000,0
2011-03-25,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0,0.00000000,0.00051000,0.01166667,0,0,0,0,0,0.00057059,0.00804754,0
2011-03-26,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.03855000,0.00040000,0,0,0,0,0,0.12120278,0.01554215,0
2011-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0.00056667,0,0,0,0,0,0.00053571,0.00000000,0
2011-03-28,0,0,0,0,0,0,0,0,0,0,0.16470000,0,0,0,0,0.02527500,0.19861961,0.42713333,0,0,0,0,0,0.25537733,0.37121394,0
2011-03-29,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00060000,0.01125946,0.00070000,0,0,0,0,0,0.01053333,0.05239412,0
2011-03-30,0,0,0,0,0,0,0,0,0,0,6.52890000,0,0,0,0,0,18.86834286,26.51500000,0,0,0,0,0,20.68913710,2.95244878,0
2011-03-31,0,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0.31930000,0.00060000,0,0,0,0,0.00036667,0.03533488,0.05309531,0
2011-04-01,0,0,0,0,0,0,0,0,0,0,1.54170000,0,0,0,0,0.00060000,14.93676000,0.12130000,0,0,0,0,0,0.32204000,0.00058333,0
2011-04-02,0,0,0,0,0,0,0,0,0,0,0.00000000,0,17.10890000,0,0,0,2.94570000,3.20333333,0,0,0,0,0,0.07472500,0.00000000,0
2011-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00080000,0.00058000,0.00076667,0,0,0,0,0,0.00075000,0.14421429,0
2011-04-04,0,0,0,0,0,0,0,0,0,0,8.51110000,0,0.00000000,0,0,0.00063333,0.36888000,0.24040000,0,0,0,0,0,0.46469375,0.00080000,0
2011-04-05,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,95.55780000,11.77256000,3.74763333,0,0,0,0,0,0.76288000,0.00890000,0
2011-04-06,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0.00000000,0,0,0.00070000,14.06305000,19.13324000,0,0,0,0.03920263,0,0.00051250,0.00056667,0
2011-04-07,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,4.73988837,12.50080000,0,0,0,0,0,0.00210833,0.00000000,0
2011-04-08,0,0,0,0,0,0,0,0,0,0,20.25000000,0,0,0,0,0,0.50941579,4.22140000,0,0,0,9.84893333,0,0.03185294,0.00000000,0
2011-04-09,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.22408333,2.33695000,0,0,0,0,0,0.00080000,0.00000000,0
2011-04-10,0,0,0,0,0,0,0,0,8.61038750,0,0,0,0,0,0,15.43500000,0.00000000,14.86670000,0,0,0,0,0,2.61114118,0,0
2011-04-11,0,0,0,0,0,0,0,0,0.00000000,0,1.12670000,0,0,0,0,2.43233333,17.47017692,6.45066250,0,0,0,0,0,9.52017917,0,0
2011-04-12,0,0,0,17.52341667,0,0,0.00046667,0,0.00835000,0,4.79530000,0,0,0,0,3.14030000,1.98023636,2.26705714,0,1.18453333,0,0,0,0.02829588,0.03674308,0
2011-04-13,0,0,0,48.99170000,1.92970000,0,0.30706667,0,5.98855789,0,0.00000000,0,0,0,0,0.00060000,0.64851000,0.30234000,0.02616667,1.02862000,0,0,0,0.22981607,0.07323864,0
2011-04-14,0,0,0,0.00000000,0,0,9.01208571,0,10.57094167,0,8.62060000,0,0,0,0,0,1.79739000,3.66452857,3.69980000,3.73945000,0,0,0,0.15130714,0.53929565,0
2011-04-15,0,0,0,0,0,0,1.74910000,0,8.10395000,0,0,0,0,0,0,0,0.00634259,11.45871667,0,0.00080000,0,0,0,0.07863846,1.17823462,0
2011-04-16,0,0,0,0,0,0,0.00625000,0,20.24571304,0,1.97670000,0,0,0,0,0,9.36240000,2.26460000,0,0,0,0,0,0.26930800,1.44457179,0
2011-04-17,1.89833333,0,0,0,0,0,16.37732222,0,16.19086875,0,0,0,0,0,0,0,8.47121304,0.23019167,13.09973333,0.22067143,0,0,0,0.02030909,0.04788750,0
2011-04-18,21.28510000,0,0,0,0,0,6.32866000,0,8.06880000,0,4.21780000,0,0,0,0,6.35060000,6.47064333,0.42417500,0,7.10696364,0,0,6.86190000,1.22256923,0.71263333,0
2011-04-19,14.01905000,0,0,0,0,0,18.38080000,0,5.58460000,0,0.00000000,0,0,0,0,0.78080000,20.05881538,12.74150000,0,15.11705385,0,0,17.76860000,0.66818440,2.71098788,0
2011-04-20,21.53536000,0,24.09140000,0,0,0,0.00000000,0,19.16546667,0,19.06640000,0,0,0,0,0,18.15355714,0.00000000,0,3.83078571,0,0,0,2.60371053,3.79262667,0
2011-04-21,59.17360000,0,0.00000000,0,0.01022000,0,74.84360000,0,31.49550000,0,4.58220000,0,0,0,0,1.38250000,2.88034583,4.80843333,0,0.00132500,0,0,0.02453333,0.57245564,1.08069483,0
2011-04-22,0,0,23.13580000,0,0,0,103.29810000,0,0.00780000,0,0.00000000,0,0,0,0,0.00233333,5.01342500,8.89470000,31.64060000,0.03420000,0,0,0,0.26505745,2.13352308,0
2011-04-23,137.09220000,0,52.08140000,0,0,0,119.45213333,0,0,0,0,0,0,0,0,0.00000000,5.11220000,52.62101250,0.00000000,0.01084286,0,0,0,0.27991739,0.03390000,0
2011-04-24,165.49825000,0,0.00000000,0,0,90.06750000,88.17007273,0,0,0,0,0,0,0,0,0.00060000,3.73832308,21.59813636,0,0.00000000,0,0,0,1.30353000,0.62580000,0
2011-04-25,0.00000000,0,0,0,0,0.00705000,3.17398182,0,0,0,0,0,0,0,0,21.94250000,3.41392917,1.26466429,0.00373333,0,0,0,0,1.65270000,3.22808182,0
2011-04-26,17.36720000,0,0,0,0,0.00000000,0.00000000,0,0,18.66210000,21.95420000,0,0,0,0,9.84125000,3.53249714,3.72486364,0.63935000,0,0,0,0,0.17422222,0.81992857,0
2011-04-27,0,0,0,0,0,11.57220000,13.39335000,0,0,0,0.60690000,0,0,0,0,6.50663333,0.33570000,0.10676250,2.33930000,0,0,0,1.34720000,0.07720080,0.39561111,0
2011-04-28,0,0,0,0,0,6.93960000,5.16487857,0,0,0,9.66030000,5.12610000,0,0,0,2.13240000,1.13446522,1.60958500,0.00000000,0,0,0,2.50500000,0.05217547,0.46918250,0
2011-04-29,0,0,0,0,0,7.12170000,3.58472222,0,0,0,0.00000000,0,0,0,0,7.90890000,1.70401429,2.37960000,0,0,0,0,0.00000000,0.26938000,0.75075385,0
2011-04-30,17.08134000,0,0,0,0,9.52720000,7.13362941,0,0,0,6.22890000,0,0,0,0,21.45140000,1.82670000,13.16445000,0,0,0,0,0.00000000,0.21148571,0.42893077,0
2011-05-01,16.48460000,0,0,0,0,0.00030000,1.86287500,0,8.17890000,0,0,0,0,0,0,2.26265000,1.28655000,0.46650000,0,0,0,0,0,0.07253125,0.00060000,0
2011-05-02,3.98330000,0,0,0,0,16.13640000,0.00000000,0,0,0,0,0,0,0,0,0,1.86621333,0.89655000,0,0,0,0,0.21780000,1.04108868,0.34218750,0
2011-05-03,8.06796000,0,0,0,0,28.34260000,4.63405000,0,0.00046667,0,16.22280000,0,0,0,0,34.02030000,0.17910800,0.43740500,0.00060000,0,0,0,0,0.00176774,0.00052857,0
2011-05-04,0.00000000,0,0,0,0,0.00000000,18.81130000,0,0,0,0,0,0,0,0,0.00000000,0.36223125,3.05452500,0,0,0,0,1.97250000,1.59544706,2.31863333,0
2011-05-05,0.00000000,0,0,0,0,41.29274444,0.76155000,0,0.00060000,0,11.14470000,0,0,0,0,0,1.21551250,1.35528571,0,0,0,0,2.68390000,2.24199355,1.60501818,0
2011-05-06,6.18030000,0,0,0,0,0.40207500,0.00000000,0,0.39170000,0,0,0,0,0,0,7.01860000,1.22636923,4.29424000,0,0,0,0,0.00080000,0.01289398,0.08451765,0
2011-05-07,40.55310000,0,0,0,0,5.15193333,0.00000000,0,0.98120000,0,0,0,0,0,0,16.12073333,1.88830000,9.80041667,0,0,0,0,0.00060000,0.00532857,0.00851111,0
2011-05-08,70.11665000,48.07940000,0,0,0,4.12710000,0.00000000,0,0.00000000,0,58.67040000,46.21780000,0,0,0,0.00000000,0.00000000,29.11670000,0,0,0,0,0.00000000,0.00045000,27.70834000,0
2011-05-09,5.78810000,48.97085000,0,0,0,0,0.00060000,0,0,0,24.17685000,54.47930000,0,0,0,0.00110000,0.04296667,7.85823333,0,0,0,0,0,0.00308824,0.00301250,0
2011-05-10,0.00000000,0,0,0,0,0.00085000,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0.00091429,0.33840000,0,0.00090000,0,0,0,0.36759759,0.07496129,0
2011-05-11,0.00000000,0,0,0,0,48.04320000,0,0,0,0,8.85530000,0,0,0,0,0,23.02495000,6.65060000,0,11.50880000,0,0,46.67720000,13.69911605,4.50236250,0
2011-05-12,0,0,0,0,0,4.44273333,0,0,0,0,0.00000000,0,0,0,0,0,0.00057500,3.19770000,0,0.04625000,0,0,0.13000000,0.56692299,0.01252903,0
2011-05-13,0,0,0,0,0,3.94045000,0,0,0.29305000,0,9.59970000,0,0,0,0,0,0.00060000,0.33670000,0,0.00030000,0,0,0.00060000,0.09261473,0.10277500,0
2011-05-14,0,0,0,0,0,0.00060000,0,0,0.00000000,0,0,0,0,0,0,0,0.00030000,0.00060000,0,0.00060000,0,0,0,0.06227866,0.00243667,0
2011-05-15,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0,2.50860000,0.00055714,0,0,0,0,1.05184000,0.17600813,0.95810000,0
2011-05-16,0,0,0,0,0,0.00060000,0,0,1.61587143,0,0.00030000,0,0,0,0,0,0.78028000,0.00055000,0.98470000,0,0,0,0.00082500,0.01954189,0.00971905,0
2011-05-17,0,0,0,0,0,0,0,0,0.00000000,5.36750000,5.25922500,0,0,0,0,0,0.00053333,0.00056667,0.00030000,0,0,0,0.00000000,0.00087541,0.00048333,0
2011-05-18,0,0,0,0,0,0,0,0,0.00000000,7.59810000,0.00000000,0,0,0.18420000,0,0,3.05345000,0.00055000,0,0.00085000,0,0,2.23935000,1.12609821,0.24687500,0
2011-05-19,0,0,0,0,0,1.05540000,0,0,0.00063333,0.00000000,7.87845000,0,0,0.00000000,0,0,0.00055000,0.00080000,0,0,0,0,1.05310000,0.14511833,0.19663750,0
2011-05-20,0,0,0,0,0,5.01706364,2.09940000,0,0,0.00000000,12.24625000,0,0,0.00000000,0,0,0.86670000,1.71140000,0,0,0,0,0.00040000,0.20661507,0.04307000,0
2011-05-21,0,0,0,0,0,0.00000000,0.00030000,0,13.79640000,0,0.00000000,0,0,8.47870000,0,0.00100000,0.00000000,0,0,0,0,0,0.00000000,0.00075128,0.01069355,0
2011-05-22,0,0,0,0,0,7.51250000,0,0,0,0,0,0,0,0.00000000,0,0.00060000,0.00060000,0.00056000,0,0,0,0,0.00000000,0.00057679,0.00039231,0
2011-05-23,0,0,0,0,0,0.00000000,0,0,0.00100000,0,0,0,0,0.00000000,0,0.00000000,0.00062000,0.00066667,0,0,0,0,0.00056250,1.35054375,0.00072632,0
2011-05-24,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00000000,0.00000000,0,0
2011-05-25,0,0,0,0,0,0.38080000,0,0,0,0,0.00030000,0,0,0.00722500,0,0,0.00110000,0.05406000,0,0.00030000,0,0,0.00056667,0.00062000,0.02219500,0
2011-05-26,0,0,0,0,0,0,0,0,0.02545000,0,0.00000000,0,0,18.96970000,0,6.17170000,3.12920000,0.02777500,0,0,0,0,0.00070000,0.33792813,3.99393286,0
2011-05-27,0,0,0,0,0,0,0,0,0.00000000,0,12.33360000,6.38890000,0,0.00000000,0,0,0.00000000,4.93727500,0,0,0,0,0.00056667,0.51595882,0.52719308,0
2011-05-28,0,0,0,0,0,0.00060000,0,0,0,0,0.00000000,0,0,16.15026667,0,0,0.00080000,1.80940000,0,7.67140000,0,0,0.00000000,6.74195000,4.50387442,0
2011-05-29,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0.11838889,0,0,0,0,0.00140000,0.00060000,0.13877561,0
2011-05-30,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00382308,0,0,0.00060000,0.15902222,0,0,0,0,0.00000000,0.00071667,0.00894444,0
2011-05-31,0,0,0,0,0,0,0.00060000,0,0.05140000,0,11.41330000,0.00060000,0,0.00000000,0,0,0.56152593,0.00000000,0,0.00050000,0,0,0.00000000,0.07546977,0.00054444,0
2011-06-01,0,0,0,0,0,0.00030000,0,0,7.70436667,0,24.10920000,0,0,2.73155000,0,0,7.36433333,12.27178000,0,0.00000000,0,0,24.70610000,3.31964912,1.58558000,0
2011-06-02,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0.00060000,0,0,0.00000000,0,0,0.58222500,0.00947500,0,0,0,0,0.22986667,0.06043719,0.00066667,0
2011-06-03,0,0,0,0,0,0,0,0,0.00060000,0,0.00000000,0,0,1.86411818,0,0,0.37015000,0.00060000,0,0.00077500,0,0,4.09340000,0.11459066,0.00060000,0
2011-06-04,0,0,0,0,0,0,0,0,0,0,22.49030000,0,0,0.00000000,0,0,0.00046667,0.00000000,0.04106667,0.00030000,0,0,2.17110000,0.08719826,0.01702500,0
2011-06-05,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00490000,0,0,0.00046000,0.00100000,0.08511250,0.13705000,0,0,0.00056667,0.04965349,0.00045000,0
2011-06-06,0,0,0,0,0,0,0,0,1.33985000,0,9.77860000,0,0,0,0,0,2.20055556,1.15086667,0.63113333,0.05470000,0,0,0.30777333,0.02332478,0.64027907,0
2011-06-07,0,0,0,0,0,0,0,0,3.43125000,0,0.00000000,0,0,0,0,0,0.30570000,0.00000000,0.08030000,0.00062000,0,0,0.53310000,0.26500000,0.01702750,0
2011-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389167,0.00062222,0.00083333,0.00140000,0,0,0.00113333,0.00094815,0.01630557,0
2011-06-09,0,0,0,0,0,0,0.00045000,0,0,0,0,0,0,0,0,0,0.00072727,0.00076667,0.00000000,0,0,0,0.00063333,0.00068118,0.01434301,0
2011-06-10,0,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0.09453000,0,0,0.00072727,0.00055000,0.00000000,0,0,0,0.00067500,0.00097895,0.23545340,0
2011-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00056000,0.00060000,0.00170000,0.00040000,0,0,0.00040000,0.00062338,0.00065000,0
2011-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073333,0,0,0.00050526,0.00060000,0.00000000,0,0,0,0.00000000,0.00060000,0.01319180,0
2011-06-13,0,0,0,0,0,0,0.11250000,0,0,0,0,0,0,0.00000000,0,0,0.00080000,0.00718667,0.00000000,0.01281000,0,0,0.00115000,0.01820256,0.14484971,0
2011-06-14,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.02250000,0,2.78030000,0.07555455,0.00728333,0.00000000,0.93328333,0,0,0.00056667,0.07115507,0.32028391,0
2011-06-15,0,0,0,0,0,0,0,0,1.06953333,0,0,0,0,3.02140000,0,0.00000000,1.46365714,3.47912000,0,0.00000000,0,0,0.00000000,0.21040222,0.45229400,0.00100000
2011-06-16,0,0,0,0,0,0,0,0.45483333,1.16435000,0,0,0,0,1.36415000,0,0,0.52597619,3.52388333,0,0.08742500,0,0,5.84542500,1.13345000,0.50914932,0.00000000
2011-06-17,0,0,0,0,0,0,0,2.59453333,0,0,0,0,0,1.81000000,0,0,1.45636667,2.22972500,0,0,0,0,0.00000000,0.25538750,0.19278800,0.00000000
2011-06-18,0,0,0,0,0,0,0.66780000,0,0,0,0,0,0,2.71890000,0,0,17.17997692,0.00000000,8.25180000,0,0,0,36.80680000,0.25893333,5.81922619,0.00000000
2011-06-19,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,5.58945000,0,0,0.00000000,0.00230000,0,0,0,0,4.56394000,0.00222917,0.30373708,0.00080000
2011-06-20,0,0,0,0,0,0,0.00000000,0,0,0,0,0,1.20203333,0.00000000,0,0,1.51716429,0.20470000,0,0,0,0,1.28810000,0.94234857,5.15160125,1.44820000
2011-06-21,0,0,0,0,0,0,0.00000000,0,0,0,0,0,3.99750000,11.14810000,0,0,0.07603333,0.56110000,0,0,0,0,0.00030000,2.45795806,2.18369714,0.00060000
2011-06-22,0,0,0,0,0,0,0.00000000,0,5.99170000,0,0,0,2.30426667,14.52713333,0,0,16.72095455,17.48196667,0,0.00085000,0,0,5.14033333,1.09959800,2.64528261,0.46170000
2011-06-23,0,0,0,0,0,0,0,0,9.63110000,0,0,0,3.17860000,5.99046667,0,11.94080000,1.17922500,0.00000000,0,3.74490000,0,0,0.00000000,3.08893333,1.48043478,0.00080000
2011-06-24,0,0,0,0,0,0,0,0,0,0,0,0,11.27030000,6.40000000,0,0.00000000,2.54092500,3.13640000,10.53360000,22.67343333,0,0,0,13.26743714,9.71975714,0.02140000
2011-06-25,0,0,0,0,0,0,0,0,0,0,0,0,23.37375000,0.00000000,0,0,27.02820000,0.00060000,0,17.17573333,0,0,31.18810000,0.06781250,2.43470000,0.00000000
