Day,[25] Wait Hours: Per Job,[10] Wait Hours: Per Job,[1] Wait Hours: Per Job,[20] Wait Hours: Per Job,[2] Wait Hours: Per Job,[16] Wait Hours: Per Job,[32] Wait Hours: Per Job,[4] Wait Hours: Per Job,[8] Wait Hours: Per Job,[6] Wait Hours: Per Job,[3] Wait Hours: Per Job,[5] Wait Hours: Per Job,[12] Wait Hours: Per Job,[7] Wait Hours: Per Job,[24] Wait Hours: Per Job,[26] Wait Hours: Per Job,[23] Wait Hours: Per Job,[18] Wait Hours: Per Job,[15] Wait Hours: Per Job,[9] Wait Hours: Per Job,[30] Wait Hours: Per Job,[11] Wait Hours: Per Job,[13] Wait Hours: Per Job,[14] Wait Hours: Per Job,[28] Wait Hours: Per Job,[22] Wait Hours: Per Job
2011-02-26,0,0,0.00118571,0,0.88349565,0.00000000,0,0.00100000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-27,0,0,6.75952857,0,2.22366615,0.00000000,0,0.00085000,0.00000000,0.00000000,3.07330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-28,0,0,0.00089632,0,0.00131139,0,0,0.00112500,0.00095000,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,0,0,0.04007308,0,0.00601000,0,0,0.00000000,0.00060000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-02,0,0,0.00107963,0,0.00078205,0.00057500,0.00030000,0.00000000,0.00067500,0.00060000,0.00055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-03,0,0,0.10072170,0,0.15590000,0.02765000,0.00070000,0,0.29400000,0.00030000,1.67900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-04,0,0,0.00085628,0,0.00293111,0.00000000,0.02250000,0,0.00000000,0.00045000,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-05,0,0,0.00115152,0,0.00078571,0,0.01150000,0.00040000,0.01843333,0.00060000,0.00056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-06,0,0,0.03423750,0,0.05267667,0,0.00060000,0,0.00000000,0.00060000,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-07,0,0,0.00124000,0,0.00258852,0,0.00120000,0.00093333,0.00110000,0.00085000,0.00070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-08,0,0,0.00077083,0,0.00195000,0,0.02072500,0,0.00080000,0.00000000,0.05305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-09,0,0,0.00085161,0,0.00354898,0.00051667,0.01656000,0.00073333,0.00070000,0.00045000,0.00063750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-10,0,0.00110000,0.00172115,0,0.00170714,0.00070000,0.01056667,0,0.00082500,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-11,0,0.00060000,0.00089130,0,0.00074516,0,0.00082500,0,0.00093333,0.00030000,0.00120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-12,0,0.00000000,0.00088125,0,0.00067619,0,0.00125000,0,0,0,0.00066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-13,0,0.00080000,0.04745000,0,0.01402500,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-14,0,0.00000000,0.03576000,0,0.00086667,0.00110000,0,0.00068000,0.03498000,0.04860000,0.00318333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-15,0,0,0.56038864,0,0.00085694,0,0,0.00510000,0.00060000,0.00000000,0.00067500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-16,0,0,0.00107895,0,0.00115714,0,0.00070000,0.00550833,0.00130000,0.00000000,0.00368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-17,0,0,0.00109091,0.00180000,0.00092500,0,0.05390000,0.00333333,0.18208846,0,0.00120000,0,0.00978333,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-18,0,0.00090000,0.00346548,0,0.00110417,0.00110000,0.00140000,0.00180000,0.00150000,0.00060000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-19,0,0,0.00119259,0,0.00099583,0,0.00000000,0,0.00000000,0.00000000,0.00115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-20,0,0,0.00844648,0.00083333,0.00199231,0,0,0,0.00125556,0.00140000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-21,0,0,0.00126522,0.00060000,0.00106528,0,0.01194000,0.00112000,0.00110000,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-22,0,0,0.00234769,0,0.07983409,0,0.01105000,0.00171111,0.00190000,0.05420000,0.00166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-23,0,0,0.17101290,0,0.05411591,0,0,0.00000000,0.03640769,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-24,0,0,0.00313333,0,0.00282069,0,0.05860000,0.00202857,0.00360000,0.00180000,0.00415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-25,0,0,0.11298913,0,0.00275333,0.03115000,0.01231667,0.00301429,3.16079091,0.00330000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-26,0,0,0.00320000,0,0.00840909,0.00306667,0.00275000,0.00300833,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-27,0,0,0.00958333,0,0.01455882,0.00000000,0.03176667,0.01535000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-28,0,0,26.16645135,0,49.08200811,0,0.00000000,3.08128571,16.17093333,48.77190000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-29,0,0,0.24821011,0,0.86085106,0.00060000,0,0.00262000,0.74420000,0.00000000,14.27415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-30,0,0,0.00090103,0,0.00083636,0.00080000,0.00108571,0,0.00080000,0.05390000,0.00070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-31,0,0,0.00070926,0.00060000,0.00078182,0,0.00030000,0,0.00000000,0.00000000,0.00000000,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,0,0,0.00081746,0.00000000,0.00075909,0,0.11220000,0,0.05420000,0.00080000,0.00000000,0,0.00093333,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-02,0,0,0.00070556,0,0.00030000,0,0.05390000,0,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-03,0,0,0.00074286,0,0.00000000,0,0,0,0.00060000,0.00000000,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-04,0,0,0.00091667,0,0.00000000,0,0,0,0.00456429,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-05,0,0,0.00090909,0.00060000,0.00060000,0.00070000,0.02730000,0.00110000,0.00576364,0.00060000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-06,0,0,0.02922778,0.00000000,0.01657250,0.16027500,0.00050000,0,0.00172500,0.03340000,0.00000000,0,0.02234000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-07,0,0,0.00083421,0.03527500,0.00686275,0.00000000,0.05473333,0,0.16110000,0.00110000,0.00083333,0,0.03790000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-08,0,0,0.05620400,1.44556667,0.01670968,0,0.00000000,0.28330000,0.06950000,0,0.02984000,0,0.00083333,0,0,0,0,0,0,0,0,0,0,0.00080000,0.00080000,0
2011-04-09,0,0,0.00160260,0.00000000,0.00445000,0,0,0.00077500,0.60900000,0,0.00000000,0,0.70655000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0.02760270,0.00000000,0.00081333,0,0,0.00110000,0.02690000,0.00080000,0.00110000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-11,0,0,0.00094889,0,0.00360000,0,0.00170000,0.00095000,0.00060000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-12,0,0,0.25180213,0,0.27038158,0.00070000,0.02481667,0.93756000,2.46223333,0.03666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-13,0,0,0.21178344,0,0.00596154,0.02875000,0.00165000,1.52065556,1.13435455,0.00000000,0,0,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0
2011-04-14,0.05470000,0,0.00151017,0,0.00447872,0.01205000,0,0.00102500,0.00123750,0.00080000,0.00097500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,0,0.00149835,0,0.00620000,0.00163333,0,0.01614286,0.01926667,0.00000000,0.01266000,0,0,0,0,0,0,0.02890000,0,0,0,0,0,0.00220000,0,0.00080000
2011-04-16,0,0,0.00110638,0,0.00101250,0.02770000,0.04505000,0.01990000,0.00100000,0.00000000,0.00872857,0,0,0,0,0,0,0.00095000,0,0,0,0,0,0,0,0
2011-04-17,0,0,0.00224524,0,0.21512222,0.00190000,0.77686667,0.00000000,0.01896667,0.00080000,0.01194000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2011-04-18,0,0,0.00161034,0,0.00489130,0,0.02820000,0.00116000,0.00090000,0.00000000,0.00083333,0,0,0,0,0.05560000,0,0.05545000,0,0,0,0,0,0,0.00190000,0
2011-04-19,0,0,0.00138833,0,0.00278529,0,0.00220000,0.00000000,0.01933333,0.00000000,0.00148750,0,0,0,0,0.00000000,0,0.05500000,0,0,0,0,0,0,0,0
2011-04-20,0,0,0.00176667,0,0.00371579,0,0.00120000,0.00170000,0.00207500,0.05470000,0.00178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-21,0,0,0.00910153,0,0.00321556,0,0.01548750,0,0.00217500,0.00146667,0.01786667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180000,0
2011-04-22,0,0,0.00251304,0,0.00480769,0,0,0.02492500,0.00243333,0.00000000,0.00273333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-04-23,0,0,0.01704163,0,0.00337778,0,0,0.00375000,0.00335000,0.00420000,0.00344000,0,0,0.00310000,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-04-24,0,0,0.01346298,0,0.00694737,0,0.06170000,0.00000000,0.00415000,0.00000000,0.00872857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-04-25,0,43.21390000,20.42150919,0,18.21954848,0,0.00140000,0,0.79584364,0.00000000,1.46582500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0
2011-04-26,0,0.00000000,0.00588681,0,0.00093478,0,0.00000000,0.00095000,0.00105833,0.00170000,0.00084000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-27,0,0,0.00355749,0,0.00129029,0,0.00060000,0.00134000,0.00113182,0.00080000,0.00101667,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-28,0,0,0.00488739,0,0.00280308,0.00140000,0.01911667,0,0.00213333,0.00060000,0.00167500,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-29,0,0,0.00885158,0,0.00597407,0.00080000,0.00846364,0.05420000,0.00176667,0.00000000,0.00165333,0.00753333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,0,0,0.00940456,0,0.00142353,0,0,0,0.00000000,0.00110000,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,0,0,0.00737882,0,0.00227317,0,0,0.00125000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-02,0,0,0.00598516,0,0.00135938,0,0.00180000,0.00080000,0.00150000,0.00000000,0.00146667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-03,0,0,0.00827225,0,0.00177727,0,0.07964667,0.01016667,0.02519000,0.00110000,0.00357073,0.00167500,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-04,0,0,0.08647505,0,0.00438382,0,0.31570000,0.00140000,0.31439333,0.00130000,0.04416250,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-05,0,0,0.00805308,0,0.00419405,0,0.04355000,0.00080000,0.00102500,0.00140000,0.00177857,0.00812500,0.00000000,0.00132500,0,0,0,0,0,0,0,0.00220000,0.00210000,0,0,0
2011-05-06,0,0,0.00865177,0,0.00497500,0,0.00970000,0.00204375,0.08000000,0.00000000,0.00166250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-07,0,0,0.00840872,0,0.00139464,0,0,0.00623846,0.00000000,0.00140000,0.00151111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,0,0,0.00693592,0,0.00098478,0,0,0.00100000,0.00110000,0.00080000,0.07125000,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-09,0,0,0.00372054,0,0.00348182,0,0,0.00588333,0.00125000,0.00000000,0.00958333,0.00000000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-10,0,0,0.03031686,0,0.00547439,0,0,0.00196667,0.00158571,0.00125000,0.00180000,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-11,0,0,0.02384966,0.78785000,0.08642286,1.43260000,1.21993333,0.02819286,0.00190000,0.00190000,0.07895556,0,0,0.00165000,0,0,0,0.00250000,0,0,0,0,0,0,0,0
2011-05-12,0,0,0.44069211,1.39970000,0.08370548,0.00000000,0,0.62578235,0.00210000,0.00000000,0.01566000,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-13,0,0,0.45563689,3.46830000,0.01009412,0.00000000,0,0.00241111,0.02076667,0,0.00265000,0,0,0.55093333,0,0,0,0,0.00140000,0,0,0,0,0,0,0
2011-05-14,0,0,0.56159260,0,0.01584848,0.00170000,0,0.44360000,0.19890000,0,0.50810000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,0,0,0.01435594,0,0.00604595,0.39548571,0,0.00436842,0.01497500,0.00110000,0.00170000,0,0,0.00620000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-16,0,0,0.27708818,0,0.05008721,0.00000000,0,0.05386154,0.16530000,0.00220000,0,0,5.23640000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-17,0,0.00580000,2.42096771,0,0.25040238,0.00000000,0,1.94426000,2.06148000,2.68156667,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-18,0,0,0.02290400,0,0.01504375,0.00000000,0,0.00423636,0.03794211,0.00330000,0.00580000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-19,0,0,0.03267154,0,0.03514000,0.00000000,0,0.02412500,0.01439412,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-20,0,0,0.02674416,0,0.01392881,0.05350000,0,0.01255789,0.07742500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-21,0,0,0.02528898,0,0.00712278,0,0.02460000,0.00752857,0.02187273,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-22,0,0,0.02900881,0,0.00730000,0,0.02312500,0.03276000,0.00630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-23,0,0,0.02196250,0,0.00930000,0,0,0,0.00670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-24,0,0,8.80883900,0,92.88609630,0,18.00165000,10.15290000,16.71750000,0.00080000,0,0.00156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-25,0,0,0.01121333,0,0.00341538,0,0.00257333,0.00158000,0.00574000,0.00530000,0.00166667,0.00170000,0,0,0,0,0,0,0,0,0.00265000,0,0,0,0,0
2011-05-26,0,0,0.01073132,0,0.00239515,0,0,0.00127000,0.00204615,0.00125000,0.00220000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-27,0,0.04088333,0.00920227,0.00110000,0.00653474,0,0,0.00156250,0.00133500,0.00000000,0.03704375,0.00182857,0.00220000,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0
2011-05-28,0,0.00125000,0.00922565,0.00110000,0.00125143,0,0,0.00148571,0.00372174,0.00000000,0.00155000,0.00130000,0,0,0.00155000,0,0,0,0,0,0,0,0,0,0,0
2011-05-29,0,0,0.00821734,0,0.00337857,0,0,0.00071429,0.00165000,0.00000000,0.00190000,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-30,0,0.00080000,0.00774335,0,0.00166563,0,0,0.00114286,0.00626000,0.00000000,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,0,0,0.00716437,0,0.00190972,0.00105000,0.00082500,0.00742500,0.00098889,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,0,0,0.04431577,0,0.00090000,0.00170000,0,0.00080000,0.00110000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-02,0,0,0.03661942,0.00110000,0.00111429,0,0.00146000,0.01900000,0.00170000,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-03,0,0,1.71388818,0,0.00119091,0,0.00213333,0.00000000,0.00118182,0.00000000,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-04,0,0,0.46548182,0,0.00100938,0,0.02215000,0.00000000,0.00459333,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-05,0,0,0.14473189,0,0.00397206,0,0.00097500,0.00095000,0.00102000,0,0.00085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-06,0,0,0.33609957,0,0.00263485,0,0.00916923,0.01326667,0.00180500,0,0.00000000,0,0,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-07,0,0,0.66661008,0,0.00521609,0.01138750,0.01835429,0.00900000,0.01786444,0,0.00180000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-08,0,0,0.56546761,0,0.17876782,0,0.10320357,0.00265000,0.00467358,0,0.00250000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-09,0,0,0.42536532,0,0.00666026,0,0.04201034,0.02056000,0.00236129,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-10,0,0.02830000,0.66469994,0.08528000,0.00505094,0.31610000,0.01620000,0.05905000,0.03703607,0.26930000,0.04140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-11,0,0,0.79506025,0.00000000,0.00713462,0.01528000,0.11610000,0,0.00895833,0.00682857,0.00720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-12,0,0,0.60815718,0,0.00459211,0.01610000,0.04604615,0,0.00787308,0,0.01195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-13,0,0,0.57919338,1.14281429,0.05090341,0.21670000,0.34835833,0.02481667,0.05639620,0,0.02950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-14,0,0,1.00416553,1.67131429,0.10622703,0.00000000,0.90587143,0.12088235,0.17541429,2.21860000,0.00000000,0.04690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-15,0,0,0.58000547,0.00000000,0.14877843,0,0.58372778,0.00672500,0.13885625,0.00000000,0.32810000,0.26390000,0.02102500,0,0,0,0,0,0,0.00560000,0,0,0,0,0,0
2011-06-16,0,0.02420000,0.64760736,1.29360000,0.28098597,0,0.70282500,0.00920833,0.32656316,0.45443333,0.03757500,0.11970000,0,0.16280000,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-17,0,0.00220000,1.71705058,5.57468750,0.43932256,0.00310000,0.66007143,0.19803000,0.00060000,0.00130000,0.61585000,0.67880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-18,0,0,3.35833548,0,0.01462778,0.79173750,2.47764286,1.60890000,0.95868462,0.00220000,0.00000000,0.70220000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-19,0,0,1.64749429,0,2.95313333,3.93610769,0.87000909,4.66770000,3.16713846,0.00098000,0.98220000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-20,0,0,1.64145360,0.00170000,1.68222609,6.42965455,0.60342778,4.78648947,8.44670000,0.00000000,0.00187500,0.33820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-21,0,0,0.41099757,0.03973333,0.00209545,0.00140000,0.00921364,0.00170000,0.00097500,0.00000000,0.00203333,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-22,0,0,0.39272343,0,0.00419000,0.01435000,0.01378462,0.00110000,0.00490784,0.03944000,0.00180769,0.24000000,0,0.00060000,0.00140000,0,0,0,0,0,0,0,0,0,0,0
2011-06-23,0,0,1.95476817,0,0.03086262,0,0,0.00126667,0.10342500,0.00000000,0.13820000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-24,0,0,1.99504576,0,0.07835000,0,0,0.18810000,0.10829286,0.02890000,0.00195000,0.32765000,0,0,0.01890000,0,0,0,0,0,0,0,0,0,0,0
2011-06-25,0,0,1.26629751,0,0.02698548,0,0,0.00160000,0.00250000,0.02199167,0.00000000,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-26,0,0,6.57439532,0,0.06875417,0,0,0.01036667,0.03860000,0.00985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-27,0,0,1.58316662,0,7.35867436,0,0,0.00000000,0,0.01033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-28,0,0,7.03571934,0,0.02117111,0.02700000,0,0.00462000,0.06278333,0.03404167,0.00910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-29,0,0,0.49927000,0,0.14604722,0.63401429,0.40198333,0.03143333,0.27104400,0.04171667,0.00140000,0.01375714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-30,0,0,0.75973671,0,0.00929206,0.61623333,0.24881818,0.00135000,0.12438065,0.05873333,0.23420000,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
