title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2012-02-01,2012-07-31
---------
Day,"[16] Wait Hours: Per Job","[24] Wait Hours: Per Job","[1] Wait Hours: Per Job","[63] Wait Hours: Per Job","[14] Wait Hours: Per Job","[32] Wait Hours: Per Job","[20] Wait Hours: Per Job","[64] Wait Hours: Per Job","[3] Wait Hours: Per Job","[10] Wait Hours: Per Job","[5] Wait Hours: Per Job","[15] Wait Hours: Per Job","[13] Wait Hours: Per Job","[6] Wait Hours: Per Job","[11] Wait Hours: Per Job","[4] Wait Hours: Per Job","[30] Wait Hours: Per Job","[35] Wait Hours: Per Job","[50] Wait Hours: Per Job","[36] Wait Hours: Per Job","[2] Wait Hours: Per Job","[9] Wait Hours: Per Job","[40] Wait Hours: Per Job","[8] Wait Hours: Per Job","[7] Wait Hours: Per Job","[12] Wait Hours: Per Job","[25] Wait Hours: Per Job","[18] Wait Hours: Per Job","[29] Wait Hours: Per Job","[38] Wait Hours: Per Job","[51] Wait Hours: Per Job","[60] Wait Hours: Per Job","[26] Wait Hours: Per Job","[48] Wait Hours: Per Job","[21] Wait Hours: Per Job","[17] Wait Hours: Per Job","[33] Wait Hours: Per Job","[31] Wait Hours: Per Job","[57] Wait Hours: Per Job","[28] Wait Hours: Per Job"
2012-03-15,0.00027143,0.00036667,0.00173913,0,0,0.00030000,0,0,0,0.00000000,0,0,0,0,0,0.00030000,0,0,0,0,0.00022500,0,0,0.05280000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-16,0.00038182,0.00030000,0.00161071,0,0,0.01770000,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0.00031818,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-17,0.00042857,0.00000000,0.14392857,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025556,0,0,0.00027500,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-18,0.00791538,0,0.13183214,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0.00028000,0,0,0,0,0.03962000,0,0,0.02475000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-19,0.00048333,0,0.13067750,0,0,0.00035000,0,0.00035000,0,0,0,0,0,0,0,0.00028889,0,0,0,0,0.00028333,0,0,0.00070000,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-20,0.00103333,0,0.28119667,0,0,0.00035000,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,1.12827692,0,0,0.00085000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-21,0.00000000,0,0.00830890,0,0,0.00000000,0,0,0,0.00015000,0,0,0,0,0,0.00030000,0,0,0,0,0.00040769,0,0,0.00000000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-22,0.00030000,0.00078000,0.01888576,0,0,0.00044000,0,0.12750000,0,0,0,0,0,0,0,0.00031875,0,0,0,0,0.00047619,0,0,0.00050000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-23,0.00030000,0.00190000,0.15896079,0,0,0.02764615,0,0.05703333,0,0,0,0,0,0,0,0.00048333,0,0,0,0,0.00085000,0,0,0.00022500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-24,0.00056250,0.00060000,0.03584953,0,0,0,0,0.16940000,0,0,0,0,0,0,0,0.00329763,0,0,0,0,0.00047051,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-25,0.00042188,0.00060000,0.02867063,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0.00092809,0,0,0.00046667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-26,0.00058000,0.00030000,0.04282487,0,0,0,0,0,0.00064286,0.00077500,0,0,0,0,0,0.00176944,0.00080000,0,0,0,0.00039094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-27,0.00049231,0.00030000,0.01846642,0,0,0,0,0,7.81591429,0,0.00000000,0,0,0,0,0.01452549,0.00000000,0,0.01823333,0,1.56449570,0,0,0.00015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-28,0.00040000,0.00060000,0.00172903,0,0,0.00030000,0.00039231,0.00030000,18.25265000,0,0,0,0,0,0,0.83144242,0,0,0.00045000,0,0.90487222,0,0,0.00040000,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-29,0.00705000,0.00030000,0.54669300,0,0,0,0.00041250,0,10.23345000,0,0,0,0,0,0,17.76881429,0.00030000,0,0.00045000,0,0.00207867,0,0,0.00000000,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-30,0.00061176,0.00000000,0.25756259,0,0,0.00060000,0.00050000,0,0,0,0,0,0,0,0,4.33543077,0.02195000,0,0.00000000,0,0.00050850,0,0,0.00015000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-31,0.00055263,0,0.00178500,0,0,0.00055000,0,0,0,0,0,0,0,0,0,0.00065000,0,0,0,0,0.00047058,0,0,0.00046667,0,0.00060000,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,0.00042667,0,0.00184706,0,0,0.00055000,0,0.00030000,0,0,0,0,0,0.00030000,0,0.00036875,0,0,0,0,0.00038119,0,0,0.00015000,0,0.00042727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-02,0.16549600,0,1.45798777,0,0.00670000,0.00060000,0,0.00390000,0,0,0,0,0,0,0,0.00560000,0,0,0,0,0.00081351,0,0,0.00360000,0,0.18796667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-03,0.00122500,0,0.20996220,0,0,0.02900000,0.00071429,0.00100000,0.00728113,0.00030000,0,0,0,0,0,0.00261111,0.50940000,0,0.05330000,0,0.00129254,0,0,0.05688000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-04,0.00384000,0,0.31390885,0,0,0.00093333,0,0,0,0,0,0,0,0,0,0.00375625,0,0,0,0,0.02260533,0,0,0,0,0.06199091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-05,0.02513667,0,4.94139192,0,0,0.00370588,0.03164091,0.01421765,0.00360000,0,0,0,0,0,0,0.01022381,0,0,0,0,0.13724194,0,0,0.01117619,0,0.00970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-06,0.01707273,0,24.52609953,0,0,2.05563333,0.05093750,0.01640000,0,0,0,0.02727778,0,0,0,0.01973333,0,0,0,0,0.12079478,0,0,0,0,0.01197143,0,0,0,0,0,0,0,0,0,0,0.03140000,0,0,0
2012-04-07,0.00083636,0,0.64776281,0,0,0.00113333,0.00205000,0.00080000,0,0.00060000,0,0.00087500,0,0,0,0.00000000,0,0,0,0,0.00070435,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,0.01227778,0,0.21852007,0,0,0.01234667,0.00000000,0.16507027,0,0.00000000,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0.01203892,0,0,0,0,0.00063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-09,0.03589091,0,0.19351408,0,0,0.00245263,0.00110000,0,0.00102500,0.00090714,0,0.00055000,0,0,0.00080000,0.00068000,0,0,0,0,0.00126250,0,0,0.00134000,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-10,0.00122000,0,0.33647778,0,0,0.00498148,0,0,2.01813704,0.00247297,0,0.00000000,0,0,0.00000000,0,0.00080000,0,0,0,2.51290370,0,0,0.00000000,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-11,0.00103000,0,0.81668647,0,0,0.01136129,0.00150000,0.00110000,15.68292500,0.00067000,0,0.00082500,0,0,0.05310000,0.00102857,0.00055000,0,0,0,5.29218980,0,0,0.00083333,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-12,0.00055000,0,4.47256977,0,0,0.01131000,0.00060000,0.05555000,37.38666667,0.00094286,0,0,0,0.00056000,0.00000000,0.00083333,0,0,0,0,1.46228903,0,0,0.03201429,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-13,0.00062000,0,0.04859573,0,0,0.00776522,0.00340417,0.00030000,0.00155000,0.00096667,0,0,0,0.00000000,0,0,0.00080000,0,0,0,0.00135625,0,0,0.00056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,0.00170000,0,1.71450857,0,0,0.01041667,0.00646735,0,13.36346667,0,0,0,0,0.00220000,0,0,0,0,0,0,13.36353214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,5.84810000,0,21.15382414,0,0,3.25150000,0,0,0.00000000,0,0,0,0,0.00140000,0.91420000,0,0,0,0,0,0.00000000,0,0,0,0,2.35940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16,7.48392000,0,0.34938860,0,0,3.36835333,0.11010513,2.63331900,0,1.04668125,0.00060000,0,0,0.00102857,0.00000000,6.01446154,0,0,0,0,5.04732143,0,0.03685000,7.15889091,0,0.00000000,0,0,0,0.00073333,0,0,0,0,0,0,0,0,0,0
2012-04-17,0.00480000,0,0.11383590,0,0,0.10840000,0.24882222,0,0,0.22026471,0.00000000,0,0,0.00000000,0.00140000,0.00125000,0,0,0,0,0.00468125,0,0,0.01168000,0,0.00000000,0,0,0,0.18385000,0,0,0,0,0,0,0,0,0,0
2012-04-18,0,0,0.05013705,0,0,0.03486250,0.01184706,0,0,0.00102941,0.00095000,0,0,0,0,0.00085000,0,0,0,0,0.00119375,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2012-04-19,0.00176667,0,0.01989972,0,0,0.05133000,0.01134545,0.00235000,0,0.00148000,0.00000000,0,0,0,0,0.05390000,0.00210000,0,0,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-20,0.00290000,0,0.08668125,0,0,0.05832000,0.02140000,0,0.00240000,0.00000000,0.00000000,0,0,0,0,0,0.00250000,0,0,0,0.00844927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-21,0.00410400,0,0.00697857,0,0,0.00250000,0.05970000,0,0.00250000,0,0,0,0,0,0,0,0.00330000,0,0,0,0.01082315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-22,0.30332273,19.16335000,8.44971085,0,0,0.36708000,0.00115000,0,0,0,23.28585000,0,0,0,0,0.08630000,0.00000000,0,0,0,0.18152418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-23,0.10703750,0.00095000,0.27608279,0,0,1.46908571,0.59805000,0.00176667,0,0.00220000,0.00000000,0,0,0,0,0.26931500,0.00115000,0,0,0,0.07318000,0,0,1.16425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-24,9.15190000,0,2.71845564,0,0,3.72145714,2.46500000,0.00190000,5.43560000,0.00000000,2.41220000,0,0,0,0,0.89467500,0,0,0,0,0.39692857,0,0,0.00420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-25,2.87856250,0,5.44371452,0,0,1.09710625,0.01940000,0.00000000,0.03570000,0,0.71730000,0,0,0,0,0.02823125,12.68580000,0,0,0,0.08514712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-26,0.00343750,0,10.85933126,0,11.20030000,0.34910000,0.00156667,0,0.78810000,7.45030000,1.73390000,0,10.46830000,2.82970000,8.96830000,0.05399469,0,0,0,0,0.00890762,5.94390000,0,5.29530000,3.99500000,4.88875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-27,0.00081250,0,0.93462080,0,0,0.00135000,0.31935714,0,0,0,0.00110000,0,0,0,0,0.00070000,0,0,0,0,0.00530405,0,0,0,0,0.00060000,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-28,2.34952500,0,4.15962841,0,0,0,0.00060000,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0.18784637,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-29,0.00105625,0,0.44915007,0,0,0,0.00120000,0,0,0,0.00110000,0,0,0,0,0.00060000,0.00063333,0,0,0,0.00104877,0,0,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-30,0.01592121,0,0.86581478,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00140000,0,0,0,0,0.00123259,0,0,0.00176923,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,1.64362667,3.96469474,2.20347761,0,0.16100000,0.02257500,7.83646667,2.95200000,0.02960000,0.12205000,0.13095000,0.08266667,0.11140000,0.13095000,0.11670000,0.05100370,0,0,0,0,0.11837073,0.12335000,0,0.09060000,0.12735000,0.04718000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-02,0.00170000,0.00202727,0.91697623,0,0,0.01723333,0.03169111,0.11848750,0,0.00222000,0.00070000,0,0,0,0,0.32146809,0,0,0,0,0.06452944,0,0,0.03774286,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-03,0.02375000,0.00000000,0.88183519,0,0,0.06177778,0.00000000,0.34305000,0.00080000,0.00140000,0.00060000,0,0,0.00030000,0,0.04654375,0,0,0,0,0.00628207,0.00110000,0,0.00080000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-04,4.26066000,0,0.57804720,0,0,0.06582500,0,0.08625000,0,0.00330000,0.00110000,0,0,0,0,3.30990000,0,0,0,0,0.89428000,0,0,2.91805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-05,0.00107778,0,0.47492240,0,0,0.00235000,0,0.00100000,0,0,0.00000000,0,0,0,0,0.00190000,0,0,0,0,0.00270000,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-06,0.43468571,0.00198750,2.19457000,0,0,0.00246154,0,0.00103333,0,0,0.00070000,0,0,0,0,0.00106000,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-07,0.00000000,0.00000000,1.18235253,0,0,0.08630638,0.15106000,0.00695000,0.00168182,0.00080000,0.00000000,0,0,0,0,0.11595455,0,0,0,0,0.03134615,0,0,0.43832500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-08,0.04765000,0.67511000,5.87988960,0,0,0.00070000,0.00030000,2.30553333,0.23190000,0.00000000,0.00000000,0,0,0.00140000,0,3.30591667,0,0,0,0,0.09505455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-09,11.02060000,2.73678000,8.26233308,2.50056667,0,2.10673333,2.29320000,0.99538571,0.47164000,4.96140000,0.00720000,0,0,0.65735000,0,4.98568824,0,0,0,0,1.84418667,0,0,0.36195000,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-10,0.00000000,14.01180000,13.19853303,0,0,2.28892500,16.21983333,1.12166000,0,0,9.62555000,0,0,0.00440000,0,0.65610000,0,0,0,0,0.00000000,0,0,0.00770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-11,0,21.19261429,20.51763326,1.49625000,0,1.39889000,37.48174211,1.95532000,0,29.86525000,0.00000000,0,0,31.25470000,0,11.30471875,0,0,0,0,0,0,0,2.67000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-12,0.00203333,0.00250000,1.96819261,0,0,0.00147500,0,0.00000000,0,32.51265000,0.00210000,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,2.34422500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-13,0.00000000,0,1.52869496,0,0,0.00607273,0,0.00485000,0,0,0.00000000,0,0,0.00000000,0,0.00382500,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-14,5.92310000,12.89714545,8.37951218,0,0,2.46712000,13.03193333,0.59083077,0,0,1.61015000,0,0,26.64500000,0,0.65125000,0,0,0,0,0,0,0,1.59860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-15,3.07080000,25.62335000,13.48453855,0,0,4.52120000,0.01140000,3.13345714,0,4.14073333,0.00000000,0,0,0.00000000,0,0.80593333,0,0,0.33860000,0,0.00140000,0,0,1.66280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-16,1.97095000,2.86486429,1.84494306,0,0,0.00000000,3.08941429,0.39846667,0,0,0.25000000,0,0,0.00080000,0,0.17500000,0,0,0.00213333,0,1.33830286,0,0,0.98280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-17,20.26796667,4.11085000,10.99606798,0,0,0,13.11570000,1.95568333,0,27.53676667,0,0,0,0.33332000,0,1.94040000,0,0,0,0,0.04808250,0,3.01625000,0.08030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-18,8.51264000,0.00000000,3.45934523,0,0,0,0.01740000,1.02115000,0,0.02823333,0,0,0,0.01220000,0,0.76607969,0,0,0,0,0.01629500,0,0,0.00956667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-19,7.96710000,0,3.71227569,0,0,0,0.02430000,1.99805000,0.00972000,0.16540000,0,1.71440000,0,0.04444000,0,0.36639725,0,0,0,0,0.04250000,0,0,0.74100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-20,5.81941818,0,3.33199319,0,0,0,0.04948462,0.01400000,0,0.00095000,0,6.55970000,0,0.00000000,0,0.38568898,0,0,0,0,0.00178173,0,0.00220000,0.00162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-21,9.84231739,0,10.94395517,0,0,0,0.00082500,0.00068571,0.00036667,0.00110000,0,0.00110000,0,0.00170000,0,2.15262000,0.00000000,0,0,0,0.00076235,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-22,16.49124500,0,1.04861630,0,0,0.00135000,0,0.00127143,0.00000000,0,0,0,0,0.00000000,0,0.00137500,0.00000000,0,0,0,0.00090909,0,0,0.00106000,0,0,0,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-23,31.54152500,0,2.75181485,0,0,0.00070000,0.00190000,4.38390000,0.00166667,0,0.00118750,0,0,0.00000000,0,0,0,0,0,0.00195000,0.00241667,0,0,0.00085000,0,0,0,0.42545000,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-24,23.87179091,0,0.48245254,0,0,0.00262000,0.00000000,42.93420000,0.00000000,0,0.00030000,0,0,0.00242500,0,0.00281667,0,0,0,0.00170000,0.00210417,0,0.00070000,0.00294286,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-25,17.40685833,0,0.99496038,0,0,0,0,63.29310000,0.00000000,0,0.00000000,0,0,0.00000000,0,0.00161818,0,0,0,0.00000000,0.05300000,0,0,0,0,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-26,0,0,4.56763333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-30,0.41888333,0,0.41476602,0,0,9.71481667,0.05832500,0.42848000,2.04780000,0,0.30835000,0,0,0.73582500,0,0.69898864,0,0,0,0.01860000,0.28101667,0,0,0.00371667,0,0,0,0.02830000,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-31,12.95620000,0,0.36158439,0,0,0.02080000,0.16720000,6.36485000,0.00000000,0,0.00000000,0.98210000,0,0.12573333,0,0.15979751,0,0,0,2.43500000,0.00180000,0,0,0.48848182,0,0.00140000,0,0.00250000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,39.12640000,0,0.19647934,0,0,0.06600000,0.00320000,31.10780000,0.00290000,5.25060000,0.00095000,0.00170000,0,0.00125000,0,2.82399412,0,0,0,0.68685000,0.17969167,0,0.05230000,0.00220000,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-02,69.60338333,0,0.34115824,0,0,0.00000000,0.05090000,52.87335000,0.00000000,5.74000000,0.00640000,1.03046667,0,0.01970000,0,1.69332842,0,0,0,0.00000000,0.00000000,0,0.00000000,0,0,0,0,0.00860000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-03,96.42828000,0,0.50717972,0,0,0.05690000,0.07066667,0.00000000,0.00095000,0.06306667,0.00125000,0.00110000,0,0.00000000,0,1.22673480,0,0,0,0.00110000,0.00170000,0,0.13150000,0.01968000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-04,118.88375000,0,0.71894947,0,0,0.00250000,0.00160000,0,0.00000000,0.00000000,0.00839000,0.00000000,0,0.00045000,0,2.93122755,0.00165000,0,0,0.00000000,0.00584375,0,0.00000000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-05,25.52083333,0,0.71574238,0,0,0.00280000,0.00000000,0.04587143,0.00290000,0,0.00426667,0,0,0.00310000,0,0.11118781,0.00610000,0,0,0.00000000,0.23619286,0,0.00830000,0.00828235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-06,88.71548750,0,2.31602081,0,0,0.02094500,0.63658824,0,0.00000000,0.00110000,0.00000000,0,0,0,0,0.50375921,0.00000000,0,0,0.00140000,0.00150000,0,0.00000000,0.18844667,0,0,0,0.32060000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-07,69.93353750,0,1.68768914,0,0,2.83965000,1.26417143,0,0.00000000,0,0.70125000,0.90280000,0,0,0,1.47665280,0,0,0,0.68375000,0.26365714,0,0.52680000,0.49925385,0,0,0,0.23390000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-08,70.28225000,0,1.03415498,0,0,14.07504167,0.37386111,0.31420000,0.01940000,0.76560000,0.00000000,0.00000000,0,0.00250000,0,1.36561966,0,0,0,0.00000000,0.19208000,0,0.02290000,0.26478571,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-09,28.73008182,0,0.83377405,0,0,30.07495714,0.00164167,0,0,0.10654000,0.00700000,0,0,0.01109167,0,1.15119840,0,0,0,0.00110000,0.00161667,0.15320556,0.00110000,0.02438065,0.02815714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-10,27.86836667,0,0.93445289,0,0,17.25583750,0.09655152,0,0,0,0.00110000,0,0,0,0,0.56345197,0,0,0,0.00000000,0.00683077,0,0.00140000,0.00157143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-11,67.02142414,0,0.88321640,0,1.17638667,23.91785000,0.26971364,0,0.46713333,0,0.00000000,1.08487500,0.02035714,0,0.01652308,1.55712935,0.54890000,0.42545556,0.49041373,0.32470000,0.09875000,0,0.19979756,0.16112000,0,0.01063846,0.14089615,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-12,1.11456667,0,0.19279339,0,0,0.29996000,0,0.57534000,0,0,0.00125000,0,0,0.15470000,0,0.13019787,0,0,0,0.29890000,0.02903333,0,0,0.08680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
