title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2014-08-01,2015-01-31
---------
Day,"[15] Wait Hours: Per Job","[1] Wait Hours: Per Job","[16] Wait Hours: Per Job","[3] Wait Hours: Per Job","[32] Wait Hours: Per Job","[12] Wait Hours: Per Job","[8] Wait Hours: Per Job","[28] Wait Hours: Per Job","[24] Wait Hours: Per Job","[17] Wait Hours: Per Job","[4] Wait Hours: Per Job","[6] Wait Hours: Per Job","[7] Wait Hours: Per Job","[2] Wait Hours: Per Job","[5] Wait Hours: Per Job","[31] Wait Hours: Per Job","[14] Wait Hours: Per Job","[20] Wait Hours: Per Job","[9] Wait Hours: Per Job","[10] Wait Hours: Per Job","[22] Wait Hours: Per Job","[18] Wait Hours: Per Job","[11] Wait Hours: Per Job","[13] Wait Hours: Per Job","[26] Wait Hours: Per Job","[30] Wait Hours: Per Job","[25] Wait Hours: Per Job"
2014-09-28,0,58.98227767,5.97680000,0,8.37750000,37.30530000,4.30243636,0,8.98817500,0,1.76831429,0,0,17.49434390,0,0,0,0,0.58726000,0,0,0,0,0,0,0,0
2014-09-29,0,11.70760707,3.89530000,0,0,14.05556000,2.60921818,0,8.90006667,0,1.82216667,0,0,20.45025469,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-30,0,39.37430916,9.16250000,2.49553333,11.43970000,7.31754286,7.03785000,0,8.71450000,0,3.57810667,5.25683333,0,3.47442955,0,0,0,0,1.36730000,0,0,0,0,0,0,0,0
2014-10-01,0,17.64356757,12.29638000,1.13367879,0.00000000,11.38142857,5.73727273,0,0.00000000,0,7.33329000,1.24940000,0,0.53075250,2.80065000,0,0,0,1.45660000,1.50665000,0,0,0,0,0,0,0
2014-10-02,0,104.18163671,0.76465556,1.94434000,2.50030000,1.81137500,0.84731667,0,0.00000000,0,0.55925000,1.53611667,0,0.07631401,0.00000000,0,0,0,0.69875000,0,0,0,0,0,0,0,0
2014-10-03,0,0.15108700,0.05041667,0.00238750,0.21097500,0.27727895,0.11474737,0,0,0,0.10310303,0.14561053,0,0.15333417,0.00220000,0,0,0.12573333,0.53587500,0,0,0,0,0,0,0,0
2014-10-04,0,1.97667244,0.00000000,0,0.37278000,3.53826250,1.60680000,0,0,0,0.00761667,0.00000000,0,0.03146809,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-05,0,0.12886763,0.00220000,0,0.00195000,0.00325000,0.17860000,0,0,0,0.06042222,0,0,0.00826327,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-06,0,0.18106243,0.00000000,0,1.04090000,4.89763333,0.91727333,0,0,0,0.52961000,0.20953333,0,0.07026612,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-07,0,2.78038395,0.41038571,0.12973333,2.97380000,0.00000000,0.40113333,0,0,0,0.51607857,1.81906429,0,0.16184855,0.31220000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-08,0,0.31076227,0.66550000,19.78350000,0.49155000,0.00890000,0.01616000,0,0,1.58280000,0.64793333,0.00727857,0,0.01475839,0,0,0,0.39885000,0,1.44690000,0,0,0,0,0,0,0
2014-10-09,0,0.00687746,0.00210000,11.72132500,0,0.00810000,0.01088750,0,0,0.00000000,0.00735909,0.00170968,0,0.00430265,0.01460000,0,0,0.00170000,0,0.00202857,0,0,0,0,0,0.00207500,0
2014-10-10,0,0.01174523,0.00000000,12.03758889,0.62170000,0.00000000,0.05645333,0,0,0.60890000,0.05891250,0.00211250,0.00500000,0.03844153,0.00198333,0,0,0.00196000,0.91360000,0.00250000,0,0,0,0,0,0.00155000,0
2014-10-11,0,0.00917197,0.00190000,6.10523750,0,0.00890000,0.07393333,0,0,0.00000000,0.30079000,0.00193333,0,0.01643256,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-12,0,0.00882664,0.00000000,4.79291429,0,0.00860000,0.05121250,0,0,0.00140000,0.13705000,0.00207500,0,0.00502879,0,0,0,0,0,0.00220000,0,0,0,0,0,0,0
2014-10-13,0,0.03299478,0.16440000,0.00300000,0,0.00860000,0.20344545,0,0,0.86040000,0.00221429,0.00213333,0,0.03199744,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-14,0,0.45132155,0.00000000,4.13269167,0,2.45220000,1.13620000,0,0,0.26940000,0.07455000,0.09882500,0,0.13051436,0,0,0,0,0,0.00610000,0,0,0,0,0,0,0
2014-10-15,0,2.23072855,0,24.97707500,3.97530000,4.15640000,1.22713333,0,0,4.60170000,1.55317000,0.56506000,0,0.47798967,0,0,0,0,0.00390000,0,0,0,0,0,0,0,0
2014-10-16,0,4.05907100,0,29.48936667,2.30740000,3.43616000,2.46064545,0,0,1.43985000,1.61397222,0.76720000,0,0.39021875,0.89750000,0,0,0,0,0.00420000,0,0,0,0,0,0,0
2014-10-17,0,0.95729340,0,33.44140000,0.44954444,1.01360000,0.50343750,0,0,0.00000000,1.46450870,0.00000000,0.40360000,0.18250180,1.29530000,0,0,0,0,0.00000000,0,0,0,0,0,0,0
2014-10-18,0,8.79384550,0,113.48750000,0.74615000,0.00000000,0.13985000,0,0,0.00000000,0.02876000,0,0.06900000,0.00407115,0.00000000,0,0,0,0,0.00250000,0,0,0,0,0,0,0
2014-10-19,0,0.00663902,0,132.54140000,0.00212500,0.01098889,0.00000000,0,0,0,0.00228000,0,0.00000000,0.00554545,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-20,0,0.05810637,0.00300000,0.00250000,0.00190000,0.04030000,0.06593846,0,0,0,0.15414390,0,0.00220000,0.00559177,0.00140000,0,0,0,0,0.00140000,0,0,0,0,0,0,0
2014-10-21,0,0.18831236,0,0.82538000,3.66093636,0.15610000,1.86694667,0,0,0,1.10184545,0,1.07940000,0.13273616,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-22,0,3.38969609,0,0.24305000,3.41930000,3.96330000,6.34920000,0,0,0,2.10080556,0.89330000,1.72110000,0.56751217,0.00000000,0,0,0,0,6.66690000,0,0,0,0,0,0,0
2014-10-23,0,3.26211715,0,0.00213333,0,0,0.37428000,0,0,0,0.14466000,0.06275882,1.65750000,0.09676224,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0
2014-10-24,0,2.97635156,0,0.52940000,4.89220000,0,0.96695000,0,0,0,2.73614286,1.96090000,0.00000000,0.64262438,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-25,0,6.70703304,0,2.31936667,9.29906667,0,6.59077500,0,0,0,15.31074737,5.86000000,0,0.94236032,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-26,0,20.31765778,0,0.00000000,5.31078000,0,0.74171667,0,0,0,6.29235294,1.82665000,5.67780000,2.71933571,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-27,0,0.24047232,0,0.29568889,0.21857500,0,1.47071429,0,0,0,0.00537000,0.12422500,0.00000000,0.17089021,0.26322000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-28,0,1.99553682,0.03832500,0.00000000,0.74315000,0,0.87737647,0,0.22436667,0,0.13306000,0.65592500,0.94670000,0.09082529,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-29,0,0.01536300,0.09056667,0,0.41640000,0,0.10877273,0,0,0,0.01407917,0.00000000,0.00250000,0.00505459,0.08573333,0.25432500,0,0,0,0,0,0,0,0,0,0,0
2014-10-30,0,0.01972599,0,0,0.00188000,0.00851667,0.00386000,0,0,0,0.00325600,0.00340000,0,0.00511931,0.00890000,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,0,0.09372912,0,0,0.64737500,0.00791250,0.00812941,0,0,0,0.01611170,0.02097000,0,0.00629706,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,0,0.10452414,0,0.21890000,0.88830000,0,0.08336000,0,0,0,0.09019211,0.00780000,0,0.17326462,0.00833333,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,0,0.06575110,0,0,0,0.00890000,0.04750000,0,0,0,0.00347500,0.00545000,0,0.00809000,0,0,0,0,0,0.00165556,0,0,0,0,0,0,0
2014-11-03,0,0.00963791,0.00190000,0.00216667,0.03280000,0.00860000,0.00506000,0,0,0,0.00688000,0.00555000,0,0.00685210,0,0.00245000,0,0,0,0.00000000,0,0,0,0,0,0,0
2014-11-04,0.08360000,0.53525242,0,0.00000000,0.21323333,0.39830000,0.88140000,0,0,0,0.21491818,0.01155000,0,0.13239023,0.00853333,0.20580000,0,0,0,0.07058889,0,0,0,0,0,0,0
2014-11-05,0,0.10016098,0,0.00250000,0.26810714,0.00830000,0.51051765,0,0,0,0.22287333,2.76190000,0,0.07106703,0,0.02180000,0,0,0,0.20156667,0,0,0,0,0,0,0
2014-11-06,0.00250000,0.01465532,0,0.00000000,0.00215000,0.00000000,0.00491538,0,0,0,0.00306818,0.00190000,0,0.00568494,0,0.00000000,0,0,0,0.00195000,0,0,0,0,0,0.13310000,0
2014-11-07,0,0.57409465,0,0.00678000,0.00223333,0,0.17549565,0,0,0,0.05125000,0.00360000,0,0.05760294,0,0.00250000,0,0,0,0.44896667,0,0,0,0,0,0,0
2014-11-08,0,0.92856770,0.28784474,0.00220000,0,0,0.02552857,0,0,0,0.42390556,0.00000000,0,0.00592830,0,0.00000000,0,0,0,0.00000000,0,0,0,0,0,0,0
2014-11-09,0,1.34591708,0.03832000,0,0.00280000,0,0.00890000,0,0,0,0.00875946,0,0,0.00711905,0,0.00190000,0,0,0,0.00215000,0,0,0,0,0,0,0
2014-11-10,0,1.14169352,0.48640000,1.91796667,0.00265000,0,1.77013333,0,0,0,7.77200492,0.98065000,0,0.44825771,0,0.00000000,0,0,0,0.21500000,0,0.00170000,0,0,0,0,0
2014-11-11,0,0.30194203,0,0.00223333,0.00330000,0,0.00390833,0,0,0,0.00507500,0.04067500,0,0.00671793,0,0.65280000,0,0.00198333,0,0,0,0.01089000,0,0,0,0,0
2014-11-12,0,0.00680054,0,0.00295000,0,0,0.01423889,0,0,0,0.01065625,0.03943333,0,0.00481801,0,0.00000000,0,0,0,0.00167500,0,0,0,0,0,0,0
2014-11-13,0,0.03409118,0,0.00000000,0.27176667,0,0.00297273,0,0,0,0.00566000,0.00468000,0,0.00908446,0,0.09690000,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,0,0.00899570,0,0.00220000,0.00170000,0,0.03489483,0,0,0,0.03401111,0.00890000,0.00190000,0.00459841,0.00805000,0.00576667,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,0,0.01243166,0.00080000,0.00620000,0.00222500,0,0.00267500,0,0,0,0.00440313,0,0,0.00548125,0.00140000,0.00170000,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,0,0.00706782,0,0.00750000,0.00210000,0,0.00525000,0,0,0.03675000,0.00475000,0,0,0.00233723,0,0.00220000,0,0,0,0.00228800,0,0,0,0,0,0,0
2014-11-17,0,0.00966370,0,0.00000000,0,0,0.00742000,0,0,0,0.03193750,0.00218571,0,0.01880738,0,0.00420000,0,0,0.01023333,0.00187500,0,0,0,0,0,0,0.01105000
2014-11-18,0,0.37851821,0,0,0.56895000,0,0.03146923,0,0,0,0.46222000,0.00234444,0.05655000,0.02797468,0,0.00170000,0,0.55060000,0.01276667,0.27110000,0,0.05522000,0,0,0,0,0
2014-11-19,0,0.05361617,0,0.12562000,0.01118000,0,0.00823043,0,0,0,0.01327143,0.00917500,0.07830000,0.01061277,0,0,0,0.01467778,0.01345000,0,0,0.00705000,0,0,0,0,0
2014-11-20,0,0.32269679,0,0.02159286,0.00000000,0,0.01086667,0,0,0,0.00938333,0.00862500,0,0.01700950,0.00690000,24.79940000,0,0.00000000,0,0.00735000,0,0,0,0,0,0,0
2014-11-21,0,0.14358042,0,0.00792500,0.00722500,0,0.01511579,0,0,0,0.01000000,0,0,0.01561202,0,0.00810000,0,0.02250000,0,0.00666667,0,0,0,0,0,0,0
2014-11-22,0,0.31375377,0,0.00650000,0.00000000,0,1.41979061,0,0,0,0.01681538,0,0,0.02010847,0.01125000,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,0,0.03299366,0,0.00810000,0.03772000,0,0.00978000,0,0,0,0.01170000,0,0,0.00912545,0.01220000,0,0,0.01420000,0,0,0,0,0,0,0,0,0
2014-11-24,0,0.23850402,0.00670000,0.02298889,0.00665000,0,0.01227500,0,0,0,0.01588696,0,0,0.00865302,0.01182000,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-25,0,0.69355106,0,0.00600000,0,0,0.00807500,0,0,0,0.02274444,0.01310000,0,0.01617805,0.00810000,0,0,0.01420000,0,0,0,0,0,0,0,0,0
2014-11-26,0,0.02792943,0,24.82500000,0.00420000,0,0.00784000,0,0,0,0.00532143,0.00765000,0,0.00827722,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,0,0.02504271,0,49.52430000,0.00560000,0,0.00611429,0,0,0,0.00581538,0,0,0.00917480,0.00915000,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,0,0.03034513,0.00430000,52.44077500,0,0,0.00915000,0,0,0,0.00595714,0,0,0.01293250,0.00835000,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-29,0,0.04038838,0.00470000,95.98436667,0,0,0.19232424,0,0,0,0.01073750,0,0,0.00766735,0.02360909,0,0,0,0,0.01671765,0,0,0,0,0,0,0
2014-11-30,0,0.02577232,0.00580000,116.70320000,0.28657317,0,0.00948000,0,0,0,0.01672000,0.01280000,0.00530000,0.01060183,0.08680000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,0,0.77035708,0,140.28940000,0.62027500,0,0.29377349,0,0,0,0.41853846,0,0,0.04023875,0.07640000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-02,0,1.26799679,0.33361429,158.90390000,0.46640000,0,0.02341852,0,0,0,0.00727500,0,0,0.04336311,0.01156667,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-03,0,5.86681561,0,191.65210000,4.09680000,0,0.03155000,0,0,0,0.06212857,0,0,8.03263233,4.12695000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-04,0,0.12617700,0.01810000,217.78000000,0.01390000,0,0.02898182,0,0,0,0.02617500,0,0,0.03016359,0.03000000,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-05,0,33.82020702,1.20950000,47.70260000,3.74820000,0.05240000,0.98198824,0,0,0,0.56480000,0,0,0.25863489,0.01437500,0.54640000,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,0,40.12979991,0.02710000,131.16132500,0.05550000,0.00000000,0.04940000,0,0,0,6.27646667,5.43402500,0,0.04030596,0.03470000,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,0,34.51063802,0.43526667,0.46320000,0.52670000,0,0.25831667,0,1.44320000,0,3.93834167,16.08760000,0,0.26416878,0.02095000,0,0,0,0.01970000,0,0,0,0,0,0,0,0
2014-12-08,0,9.79868503,2.76860000,1.06500000,0.00000000,3.81470000,1.08241429,0,0,0,2.08845556,0.00000000,0,0.17216911,0.02890000,0,0,0,0,5.02030000,0,0,0,0,0,0,0
2014-12-09,0,31.21465160,2.35621667,0.01220000,2.56300000,0.19083333,2.66287600,0,0,0,2.58364118,0.47378000,0,0.14289553,1.84993333,0,0,0,0,0.02170000,0,0,0,0,0,0,0
2014-12-10,0,49.41838190,0.18110000,0.02310000,1.84955000,0.00000000,0.55540909,0,0,0,2.53698077,7.22306667,0,0.04796184,0.42305833,0,0,0,0,0.01670000,0,0,0,0.03940000,0,0,0
2014-12-11,0,118.48713569,2.90070000,1.90753333,4.77512500,0,10.51079479,0,0,0,3.01855652,25.65945000,0,0.18032330,3.05430000,0,0,0,0,0,0,0,0,0,0,0,0
