title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2011-08-01,2012-01-31
---------
Day,"[6] Wait Hours: Per Job","[1] Wait Hours: Per Job","[4] Wait Hours: Per Job","[8] Wait Hours: Per Job","[7] Wait Hours: Per Job","[24] Wait Hours: Per Job","[5] Wait Hours: Per Job","[16] Wait Hours: Per Job","[13] Wait Hours: Per Job","[30] Wait Hours: Per Job","[32] Wait Hours: Per Job","[20] Wait Hours: Per Job","[10] Wait Hours: Per Job","[2] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[27] Wait Hours: Per Job","[22] Wait Hours: Per Job","[11] Wait Hours: Per Job","[19] Wait Hours: Per Job","[21] Wait Hours: Per Job","[3] Wait Hours: Per Job","[12] Wait Hours: Per Job","[14] Wait Hours: Per Job","[23] Wait Hours: Per Job","[15] Wait Hours: Per Job","[18] Wait Hours: Per Job","[17] Wait Hours: Per Job","[9] Wait Hours: Per Job","[25] Wait Hours: Per Job","[31] Wait Hours: Per Job","[29] Wait Hours: Per Job"
2011-09-19,0.00000000,31.68387500,118.93110000,0,0,0,0,0,0,0,0,0,0,11.79439500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-20,0,36.50653690,36.98430000,30.73450169,0,0,0,0,0,0,13.30170000,0,0,2.20375775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-21,3.84940000,1.47985544,6.00509091,1.01244211,0,0,0,0,0,0,7.38920000,0,0,0.31015393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-22,0.00000000,0.51514364,0.00546667,2.10921667,0,0,0,1.23916667,0,0,0.00000000,0,0,0.21023605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-23,0.00000000,0.81541299,0.25297619,0.00608182,0,0,0,0.00070000,0,0,0.00070000,0,0,0.09098750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-24,0.00000000,0.00196131,0.00898571,0.00125000,0,0,0,0.05440000,0,0,0.00080000,0,0,0.00913889,0,0,0,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0
2011-09-25,0,0.01887266,0.01988049,0.08725556,0,0,0,0,0,0,0.02000000,0,0,0.00871667,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,0,0
2011-09-26,0,0.02019672,0.00861429,0.00130000,0,0,0,0.00130000,0,0,0.00170000,0,0,0.00997328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-27,0,0.11089311,0.09484000,0.97430714,0,0,0,0.00160000,0,0,0.73016667,0,0,0.09690992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-28,0,1.61598436,0.04923333,3.01726000,0,0,0,0.00234000,0,0,0,0,0,0.22294000,0,0,0,0,0,0,0,0.13000000,0,0,0,0,0,0,0,0,0,0
2011-09-29,0,9.37750769,0.00215000,1.37767500,0,0,0,0.24110000,0,0,8.07110000,0,0,0.79582727,0,0,0,0,0,0,0,1.06235000,0.02915000,0,0,0,0,0,0,0,0,0
2011-09-30,0.02890000,4.20584462,0.00235000,1.96280909,0,0,0,0.02233000,0,0,5.68393333,0,0,1.76888983,0,0,0,0,0,0,0,2.83890000,0,0,0,0,0,0,0,0,0,0
2011-10-01,0.03920000,0.84299350,0,0.00060000,0,0,0,6.42890000,0,0,0.02860000,0,0,0.07340213,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00125000,0,0,0
2011-10-02,0,0.02726730,0,0.00166667,0,0.00080000,0,0.00085000,0,0,0.00000000,0,0,0.00562549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2011-10-03,0,0.00205000,0,0.00563333,0,0,0,0.00000000,0,0,0.07888571,0,0,0.00546579,0,0,0,0,0,0,0,0.00280000,0,0,0,0,0,0,0.01632500,0,0,0
2011-10-04,0,0.01146650,0.00130000,0.00816250,0,0,0,0,0,0,0.00265000,0,0,0.00920764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-05,0,0.00985143,0.13085000,2.08785000,0,0,0,1.42534000,0,0,4.32186667,0,0,0.01171538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-06,0,0.00131304,0.00000000,0.01885000,0,0,0,0.00000000,0,0,0.78265000,0,0,0.00364222,0,0,0,0,0,0,0,0.00125000,0,0,0,0,0,0,0,0,0,0
2011-10-07,0.00140000,0.00847976,0.00110000,0.10819000,0,0.00140000,0,0.02882500,0,0,0.00062500,0,0,0.33637105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-08,0.00156667,0.37071861,0.00030000,0.01585000,0,0,0,0.47305000,0,0,0.00000000,0,0,0.02727206,0,0,0,0,0,0,0,0.31130000,0,0,0,0,0,0,0,0,0,0
2011-10-09,0.00140000,1.72610532,1.51140000,0.00060000,0,0.00240000,0,1.13690000,0,0,0.03620000,0,0,0.23851364,0,0,0,0,0,0,0,0.00000000,0.14235000,0,0,0,0,0,0,0,0,0
2011-10-10,0,0.00370000,0.00030000,0.00000000,0,0,0,0.01088182,0,0,0.05640000,0,0,0.00473099,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-10-11,0,0.00101307,0.00539167,0.00155000,0,0,0,0.01302222,0,0,0.02234000,0,0,0.00244813,0,0,0,0,0,0,0,0.00000000,0.00060000,0,0,0,0,0,0,0,0,0
2011-10-12,0,0.08582464,0.02187500,0.05154444,0,0,0,0.09545000,0,0,1.31661667,0,0.03670000,0.01747368,0,0,0,0,0,0,0,0.00000000,0.00110000,0,0,0,0,0,0.00170000,0,0,0
2011-10-13,0,0.64540248,0.00140000,0.00156000,0,0,0,0.67580000,0,0,11.83610000,0,0.00000000,0.34339126,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0
2011-10-14,0,0.26106852,0,0.01817500,0,0,1.30360000,4.26290000,0,0,5.05265000,0.86560000,1.30170000,0.08980330,0,0,0,0,0,0,0,1.36390000,0.00280000,0,0,0,0,0,0,0,0,0
2011-10-15,0.00180000,0.76296091,0,0.00330000,0,0.01630000,0,0.00000000,0,0,3.05182000,0,0,0.04005333,0,0,0,0,0,0,0,0,0.02020000,0,0,0,0,0,0,0,0,0
2011-10-16,3.28810000,9.22224309,0,0,0,0.01852857,0,1.28360000,0,0,6.97605000,0,0,1.10542647,0,0,0,0,0,0,0,0,15.92390000,0,0,0,0,0,0,0,0,0
2011-10-17,0,0.98569398,0,0.03723333,0,0,0,0.02890000,0,0,0.45112000,0,0,0.07230330,0,0,0,0,0,0,0,0,0.00180000,0,0,0,0,0,0,0,0,0
2011-10-18,0,1.32919375,0,0,0,0,0,13.38610000,0,0,0.00060000,0,0,1.03332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,0.01486250,0.76560538,0.00250000,0.00125000,0,0,0,0.00000000,0,0,1.43052222,0,0,0.01365300,0,0,0,0,0,0,0,0,0.01943333,0,0,0,0,0,0,0,0,0
2011-10-20,0.08993846,4.30190623,0.00155000,0.03646667,0,0,0,0.89110000,0,0,0.04765714,0.73030000,0,0.08007323,0,0,0,0,0,0,0,0,0.32805000,0,0,0,0,0,0,0,0,0
2011-10-21,0,0.90550973,0.00140000,0.00000000,0,0,0,0.00000000,0,0,5.62238000,4.76330000,0,0.54665195,1.61265000,0,0,0,0,0,0,0,0.07082414,0,0,0,0,0,0,0,0,0
2011-10-22,0.00190000,3.35272611,0.03740000,0.00000000,0,0,0,0.00165000,0,0,0.04640000,0,0,0.00797600,0,0,0,0,0,0,0,0,0.00820000,0,0,0,0,0,0,0,0,0
2011-10-23,0,1.94624364,0.01805000,0.00000000,0,0,0,0.00000000,0,0,0.02792500,0,0,0.03690435,0,0,0,0,0,0,0,0,0.03087273,0,0,0,0,0,0,0,0,0
2011-10-24,0,3.19565423,0.00345000,6.09406250,0,0,0,0.00000000,0,0,6.18060000,0,0,0.35479870,0,0,0,0,0,0,0,0,0.81905294,0,0,0,0,0,0,0,0,0
2011-10-25,0.58390000,3.69644197,0.00265000,20.40975625,0,0,0,0.00000000,0,0,27.96845000,0.19250000,0,3.41620349,0,0,0,0,0,0,0,0,0.66430833,0,0,0,0,0,0,0,0,0
2011-10-26,0,7.64570544,3.17350000,15.78041667,0,1.39970000,0,0.25390000,0,0,4.31600000,11.28390000,0,1.50042913,0,0.94580000,0,0,0,0,0,0,0.29521176,0,0,0,0,0,0,0,0,0
2011-10-27,0.11940000,9.47059833,0.35338333,0.00000000,0,0,0.35715000,0.13330000,0,0,0.00000000,0,0,0.28757021,0,0.00000000,0,0,0,0,0,0,0.32516667,0,0,0,0,0,0,0,0,0
2011-10-28,0.01362000,3.56552257,0.49798750,1.02106000,0,0,0,0.00170000,0,0,0.11165000,0,0,0.27429191,0,0,0,0,0,0,0,0.00165000,0.15175000,0,0,0,0,0,0,0,0,0
2011-10-29,0.00000000,2.92527068,0.12015000,0.14187500,0,0,0,0.00000000,0,0,0.00000000,0,0,0.14509032,0,0,0,0,0,0,0,0,1.03630000,0,0,0,0,0,0,0,0,0
2011-10-30,0,4.17522212,0.01863750,1.73440000,0,0,0,0,0,0,0,0,0,3.28561071,0,0,0,0,0,0,0,0,1.14173333,0,0,0,0,0,0,0,0,0
2011-10-31,27.39515000,7.79016427,0.07708333,3.13090000,0,0,0,0,0,0,22.66833333,0,0,1.31769322,0,22.63920000,0,0,0,0,0,0.00080000,0.10750000,0,0,0,0,0,0,0,0,0
2011-11-01,0.00223333,0.72356441,1.06307500,0.02046667,0,0,0,0.00228000,0,0,0.00000000,0,0,0.06210633,0,0.00000000,0,0,0,0,0,0.00000000,0.14933462,0,0,0,0,0,0,0,0,0
2011-11-02,3.82240000,0.89637128,0.41605000,0.58857500,0,0,0,0.32000000,0,0,3.74580000,0,0,0.14076518,0,0,0,0,0,0,0,0.00000000,0.37808182,0,0,0,0,0,0,0,0,0
2011-11-03,0.09573333,0.93825860,0.30165385,0.36708333,0,0,0,0.39030000,0,0,0.00000000,0,0,0.07716198,0,0,0,0,0,0,0,0.00000000,0.20325714,0,0,0,0,0,0,0,0,0
2011-11-04,16.69080000,1.35467366,0.94123636,2.66842353,0,0,0,0.53970000,0,0,1.71220000,0,0,0.10327949,0,0,0,0,0,0,0,0.00000000,0.24620000,0,0,0,0,0,0,0,0,0
2011-11-05,0.00000000,0.08816667,0.01196000,0.66277333,0,0,0,0.00080000,0,0,0.39288000,0,0,0.00909565,0,0,0,0,0,0,0,0.00000000,0.04167500,0,0,0,0,0,0,0,0,0
2011-11-06,44.37770000,1.89748625,0.02920000,0.05470000,0,0,0,7.20440000,0,0,0.00000000,0,0,0.32770000,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0
2011-11-07,46.41945000,2.57126943,0.26964118,0.48086667,0,0,0,5.00640000,0,0,0.05390000,0,0,0.11399155,0,0,0,0,0,0,0,0.00000000,2.01820000,0,0,0,0,0,0,0,0,0
2011-11-08,18.31222857,1.14330860,0.12753333,0.79655000,0,0,0,1.77890000,0,0,0.23622000,0,0,0.17367627,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-09,137.80750000,0.81676682,5.64707500,0.00000000,0,0,0,0.00000000,0,0,14.83360000,0,0,0.76084085,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-10,116.51556667,4.41151383,20.70312000,16.59047143,20.30000000,0,0,13.11890000,0,0,16.31135000,0,11.76280000,3.08055000,0,0,0,0,0,0,0,23.37970000,0,0,0,0,0,0,0,0,0,0
2011-11-11,82.89942500,4.66951978,1.01333333,13.48661667,0.00000000,0,0,0.00000000,0,0,5.29430000,0,0,20.48193077,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-12,99.92510000,31.94486429,0.07070000,0.00000000,0,0,0,0.00000000,0,0,1.13189000,0,0,3.40041250,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-13,90.22632500,22.11293389,0.08890000,1.66690000,0,0,0,2.17750000,0,0,3.05547500,0,0,8.54888667,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-14,0.04650000,10.23484033,1.62083333,0.00000000,0,0,0,0.89470000,0,0,3.47220000,0,0,0.18182447,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-15,0.00945000,1.52953149,0.00160000,0.00280000,0,0,0,0.00155000,0,0,3.24536667,0,0,0.04788533,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-16,0.09490000,1.05837081,0.08636667,0.01935000,0,0,0,0.00000000,0,0,0.02281667,0,0.00170000,0.05077179,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-17,0.04105455,3.38080634,0.19164375,0.00500000,0,0.58290000,0,0.00000000,0,0,0.00000000,0,0.61405000,0.11032615,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-18,0,6.85778350,0.31147222,0.00580000,0,0,0,0,0,0,0.00000000,0,0,0.22831310,0,0,0,0,0,0,0,0.91440000,0,0,0,0,0,0,0,0,0,0
2011-11-19,0,10.15859266,0.95277273,0,0,0,0,1.02212667,0,0,4.33440000,0,0,0.71520000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-20,0.64530000,23.79733316,0.17446957,0,0,0,0,0.10710000,0,0,0.28250000,0,0,0.12283125,0,0,0,0,0,0,0,0.00000000,0.13195000,0,0,0,0.12780000,0,0,0,0,0
2011-11-21,0,21.62291628,0.34245000,0.21422500,0,0,0.21810000,0.05720000,0,0,0.21690000,0,0,0.11560952,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2011-11-22,0.09812857,38.80794439,0.15295263,0.28881429,0,0,0.09390000,0.18352500,0,0,0.30213333,0,0,0.12991111,0,0,0,0,0,0,0,0.10140000,0,0,0,0,0,0,0,0,0,0
2011-11-23,0.20840000,49.56289916,0.11258636,0.12558182,0,0.08178000,0.00000000,0.14282727,0,0,0.08853333,0.11080000,0.07875000,0.15204433,0,0,0,0,0,0,0,0.02860000,0.10970000,0,0,0,0,0,0,0,0,0
2011-11-24,0,82.17537047,0.26950769,0.07606667,0,0,0,0.10607778,0,0,0.29250000,0.07027500,0,0.06909615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-25,0,65.53580367,0.19020833,0.14111538,0,0,0,0.11762000,0,0,0.00000000,0.19276667,0,0.17691525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-26,0,42.23144116,0.01220741,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0.13383250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-27,0,5.19300653,0.02201579,0.06737500,0,0.01250000,0,0.00920000,0,0,0.08305455,0,0,0.05753544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-28,0,1.35556266,0.06806000,0.28442000,0,0,0,0,0,0,0.00000000,0,0,0.09362444,0,0,0,0,0,0,0,0,0,0,0,0,0.07307500,0,0,0,0,0
2011-11-29,5.26110000,1.29157579,0.16630000,4.41462353,0,0,0,0,0,0,2.16370000,0,0,0.09875570,0,0,0,0,0,0,0,0.01560000,0,0,0,0,0.00000000,0,0,0,0,0
2011-11-30,0.00000000,2.12411280,0.06882500,0.01750000,0,0,0,0,0,0,0.14830000,0,0,0.04611200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,7.59412000,1.34144492,0.01085000,0.00936667,0,0,0,0.01756471,0,0,0.00720000,0,0,0.03002692,0,0,0,0,0,0,0,0,0.01326250,0,0,0,0,0,0,0,0,0
2011-12-02,70.68420000,2.16788884,0.00710000,0.01195000,0,0,0,0.02614444,0,0,0.00000000,0,0,0.01323906,0,0,0,0,0,0,0,0,0.01635897,0,0,0,0,0,0,0,0,0
2011-12-03,0.00000000,0.01135500,0.00960000,0.03035455,0,0,0,0.00970000,0,0,0,0,0,0.01451579,0,0,0,0,0,0,0,0,0.01753571,0,0,0,0,0,0,0,0,0
