Day,[1536] Wait Hours: Per Job,[448] Wait Hours: Per Job,[368] Wait Hours: Per Job,[144] Wait Hours: Per Job,[1024] Wait Hours: Per Job,[800] Wait Hours: Per Job,[112] Wait Hours: Per Job,[496] Wait Hours: Per Job,[336] Wait Hours: Per Job,[256] Wait Hours: Per Job,[288] Wait Hours: Per Job,[1440] Wait Hours: Per Job,[128] Wait Hours: Per Job,[96] Wait Hours: Per Job,[240] Wait Hours: Per Job,[480] Wait Hours: Per Job,[32] Wait Hours: Per Job,[80] Wait Hours: Per Job,[208] Wait Hours: Per Job,[192] Wait Hours: Per Job,[16] Wait Hours: Per Job,[48] Wait Hours: Per Job,[320] Wait Hours: Per Job,[64] Wait Hours: Per Job,[960] Wait Hours: Per Job,[512] Wait Hours: Per Job,[160] Wait Hours: Per Job,[768] Wait Hours: Per Job,[1920] Wait Hours: Per Job,[352] Wait Hours: Per Job,[384] Wait Hours: Per Job,[304] Wait Hours: Per Job,[272] Wait Hours: Per Job,[176] Wait Hours: Per Job,[224] Wait Hours: Per Job,[1968] Wait Hours: Per Job
2013-08-31,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0.00000000,0,0,0.00000000,0,0,0,0.00000000,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0.00000000,0,0,0.00000000,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,0,0,0,0,0,0,0,0,0,30.84344286,0,0,28.44222500,98.83680000,0,0,52.33176579,0,0,0,45.59338462,0,0,52.08308571,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,0,0,0,0,0,0,0,0,0,7.25922000,0,0,4.04666667,0.00000000,0,0,10.10400968,0,0,7.67468333,12.46829149,0,0,5.55306571,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,0,0,0,0,0,0,0,0,0,9.97350000,0,0,1.93886667,0,0,0,1.52699524,1.55190000,0,10.55426875,15.28505909,1.77667500,0,1.66474583,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,0,0,0,0,0,0,0,0,0,9.60080000,0,0,2.92827500,8.60280000,0,0,3.46210000,0,0,13.02738333,3.83087857,3.22756667,0,4.72125000,0,0,8.60830000,0,0,0,0,0,0,0,0,0
2013-09-06,0,0,0,0,0,0,7.47345000,0,0,16.90870000,0,0,11.18800000,0,0,0,20.73218846,0,0,20.44516000,9.86101026,1.73216000,0,3.31588182,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2013-09-07,0,0,0,10.92720000,0,0,4.91570000,0,0,30.80527143,0,0,8.42852857,0,0,0,21.27995000,0.03750000,0,23.36580000,17.66384615,91.26975000,21.18420000,0.69958571,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2013-09-08,0,0,0,13.83940000,0,0,1.27500000,0,0,6.64992222,0,0,3.28970000,0,0.77170000,0,0.00153333,1.72676667,0,4.14428000,27.85336161,0.00000000,11.11530000,1.16540833,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-09,0,0,0,146.80530000,0,0,0,25.27060000,0,0.00080000,0,0,13.29360000,0,1.59250000,0,2.63484762,0,0,14.30507500,25.75117798,130.26860000,0.00000000,3.48693333,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-10,0,0,0,16.46600000,0,0,0,0,0,21.33650000,0,0,5.81536667,2.04470000,15.47470000,0,1.52082941,0,0,0.00000000,38.61843226,83.43688182,14.10875000,2.28628571,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,0,0,0,0.00140000,0,0,0.00155000,0,0,50.02046667,0,0,99.30703333,0.94350000,8.23443333,0,8.79901429,0.53760000,0,1.70273333,40.41137091,0.00177500,0.00000000,10.09311000,0,0,7.38220000,0,0,0,0,0,0,0,0.00080000,0
2013-09-12,0,0,0,0,0,0,0,0,0,2.35032500,0,0,0.02015000,0.00000000,0,0,2.97043077,0,0,7.08260000,0.07668485,0.02377143,0.07943333,0.17044545,0,0,0,0,0,0,0.93000000,0,0,0,0.00000000,0
2013-09-13,0,0,0,6.07730000,0,0,4.58080000,0,0,12.75617500,0,0,4.45542500,3.26390000,8.44780000,0,1.53922188,4.57835000,8.44440000,4.22610000,49.91114400,1.92762727,16.23120000,4.57093571,0,0,8.46470000,0,0,0,14.74555000,0,8.43220000,8.04875000,8.45000000,0
2013-09-14,0,0,0,0.08332500,0,0,0.07910000,0,0,12.09195455,2.23806000,0,0.06082000,0.08980000,0.01930000,8.47000000,0.47373333,0.11812500,0.07472500,0.04864286,39.33651667,0.02038750,0.01412857,0.04734000,0,0,0.00430000,0,0,0,3.11585000,2.23266000,0.03375000,0.05455714,0.05617500,0
2013-09-15,0,0,0,0,0,0,0,0,0,0.00000000,0,0,58.91695000,0,0,0.84796667,16.46441000,0.10213333,0,0.00000000,105.51417407,0.00156667,0,0.00137500,0,0,0,0,0,0,0.00180000,0,0,0.24156667,0,0
2013-09-16,0,0,0,0,0,0,0,0,0,0.00250000,0,0,0.45786522,0.00140000,0,19.50690000,0.00459167,0.00000000,0,0.00000000,48.61712128,0,0,0.65875000,0,0,0,0,0,0,0.00095000,0,0,1.45833333,0,0
2013-09-17,0,0,0,0,0,0,0,0,0,0.44375000,0,0,20.07781250,0.00000000,0,0.00000000,3.70865000,3.45640000,0,0.00213333,69.24429853,0.00110000,0,0.00125000,0,0,0,0,0,0.00060000,5.53190000,0,0,2.69310000,0,0
2013-09-18,0,0,0,0,0,0,0,0,0,0.26675714,0,0,5.97103226,0.00000000,0,0.00000000,6.66856667,0.00000000,0,0,78.71346970,0.79916667,0,0.00125714,0,8.12920000,0,0,0,0.00000000,0.00000000,0,0,0,0,0
2013-09-19,0,0,0,0,0,0,0.00140000,0,0,0.00183333,0,0,0.00140000,0,0,0,13.05370000,0,0,0,13.35365620,0.00166154,0,0.00140000,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0
2013-09-20,0,0,0,0,0,0,0,0,0,0.00140000,0,0,1.43837500,0,0,0,1.43400000,0,0,4.08500000,38.45213524,0.00110000,0,0.02579000,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0
2013-09-21,0,0,0,0,0,0,0,0,0,6.27681667,0,0,0.00110000,0,0,0,1.10822857,0,0,0.00000000,20.70904563,0.00000000,0,1.04228000,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0.00060000,0
2013-09-22,0,0,0,0,0,6.75560000,0,0,0,1.41190000,0,0,3.99596667,0,0,4.92690000,1.08051818,0,0,0.72046667,18.85324107,0.00000000,0,1.66871818,8.04330000,7.93080000,0,0,0,0.00000000,0.00000000,0,0,0,0,0
2013-09-23,0,0,0,0,0,0,0,0,0,8.84310000,0,0,4.62906667,1.69760000,0,0,0.85147857,0,0,9.22360000,6.48870707,0.00000000,0,2.69690000,0,0,0.00130000,0,0,0.00030000,0.00030000,0,0,0,0,0
2013-09-24,0,0,0,0,0,0,0,0,0,9.14627500,0,0,5.81265000,0.30720000,0,0,0.84341739,0.00140000,0,38.97280000,7.82812364,0.00390000,0,1.82753529,0,0,0.00000000,0,0,0.00000000,0.00000000,0,0,0,0,0
2013-09-25,0,0,0,0,0,63.56560000,0,0,0,2.70810000,0,0,2.83435000,0,0,32.14530000,1.36673704,0,0,6.57555000,17.19169787,0.00000000,0,1.23884286,0,11.95030000,0.00000000,0,0,0.03420000,0.00000000,0,0,0,0,0
2013-09-26,0,0,0,0,0,0,0,0,0,0.00000000,0,0,5.47280000,0,0,0,0.78726250,0,0,14.09796667,24.22181053,0.00000000,0,1.76397500,0,0,0.00000000,0,0,0.00000000,9.69190000,0,0,0,0,0
2013-09-27,0,0,0,0,0,0,0,0,0,32.35225000,0,0,14.91575714,0,0,0,14.43047297,0,0,0.00000000,46.08728197,8.34400000,0,9.91843571,0,0,0,0,0,24.24640000,0.00000000,0,0,0,0,0
2013-09-28,0,0,0,0,0,0,0,0,0,16.04800000,0,0,22.79601250,2.88860000,0,0,8.67530000,11.17610000,0,19.08190000,29.72277143,0.00000000,0,19.53069524,0,24.19830000,23.61940000,0,0,0.00000000,0.00000000,0,0.00080000,0,0,0
2013-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0.00087500,0,0,0,3.18087500,0.00000000,0,0.00060000,9.35922586,0.00078333,0,2.14180000,0,0,0.00000000,0,0,0,0.00000000,0,0.00000000,0,0,0
2013-09-30,0,0,0,0,0,0,0,0,0,3.90823333,0,0,0.00058750,10.70360000,0,0,0.29716780,9.78920000,0,0.00000000,1.89123778,1.17598571,0,1.45341176,0,1.86310000,10.99470000,0,0,0,0,0,0,0,0,0
2013-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0.00080000,0,0,0,0.04163261,0,0,0,0.28398152,0.00117500,0,0.40167143,0,0,0.00000000,0,0,0,0,0,0,0,0,0
2013-10-02,0,0,0,0,0,0,2.70140000,0,0,20.72795000,0,0,11.06906250,0,0,0,4.11507736,3.62220000,0,0,3.74187394,12.75606667,0,2.20660000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0.37912222,0,0,0,0.04827632,0.00110000,0,0,0.07883833,0.00074118,0,0.07335000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-04,0,0,0,0,9.00170000,0,0.00070000,0,0,0.00112500,0,0,0.00080000,0.00060000,0,0,0.40758571,0.00000000,0,0,0.88995421,4.93576667,0,3.18722000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-05,0,0,0,0,0.00060000,0,0,0,0,0.00070000,0,0,0.00065714,0,0,0,0.00082500,0,0,0,0.10180351,0.00060000,0,0.00066667,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-06,0,0,0,0,1.17465000,0,0.37826000,0,0,0.00057500,0,0,0.52767241,0,0,0,0.00047222,0,0,0,0.80735625,0.00000000,0,1.05513333,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-07,0,0,0,0,0,0,0,0,0,0.00110000,0,0,0.00066667,0,0,0,0.00187606,0.00060000,0,0,0.41556134,0.32425000,0,1.98107500,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-08,0,0,0,0,0,0,0,0,0,0.49792500,0,0,8.34105000,0,0,0,3.26245843,0.00000000,0,0,1.24939755,2.76673333,0,1.81111538,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,0,0,0,0,0,0,0,0,0,5.00406667,0,0,12.30000000,0.00560000,0,0,8.98659512,0,0,0,2.62575306,10.98875000,0.07991000,2.45316604,0,0.00076667,0.00155000,0,0,0,0,0,0,0,0,0
2013-10-10,0,0,0,0,0,0,0,0,0,0.41472857,0,0,0.10780000,0,0,0,12.48092368,0,0,0,2.10634088,1.08177500,0,0.00471818,0,1.12105000,0,0,0,0,0,0,0,0,0,0
2013-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,29.74766081,0,0,0,3.78068088,28.13510000,0,26.69556000,0,0,0,0,17.68310000,0,0,0,0,0,0,0
2013-10-12,0,0,0,0,0,0,0,0,0,0,0,0,40.16055000,0,0,0,21.76068000,0,0,0,6.82420392,0.00000000,0,26.15634000,0,0,0,0,0.00000000,0,0,0,0,0,0,0
2013-10-13,0,0,0,0,0,0,0,0,0,44.39735000,0,0,36.73117500,0,0,0,38.70150606,0,0,0,0.18792222,0.00000000,0,10.37190000,0,0,0,0,0.00000000,0,0,0,0,0,0,0
2013-10-14,0,0,0,0,0,0,0,0,0,8.40860000,0,0,32.26786667,0,0,0,39.68785846,0,0,0,24.31528689,27.03306667,0,31.48320000,0,0.00045000,0,0,0.00915000,0,0,0,0,0,0,0
2013-10-15,0,0,0,0,95.57720000,0,0,0,0,0,0,0,71.72750000,0,0,0,18.61714155,7.15000000,0,0.21390000,16.48246286,21.65146667,0,18.57840000,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0
2013-10-16,0,0,0,0,22.54250000,0,0,0,0,0.00220000,0,0,0.00640000,0,0,0,21.57846569,6.84720000,0,0,24.28113661,11.30140000,0,4.59254545,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-17,0,0,0,0,0.00000000,0,0,0,0,38.05678000,0,0,0.99360000,0,0,0,41.42557755,16.74810000,0,9.12860000,7.68882308,0.00000000,0,9.88904000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-18,0,0,0,0,0,0,0,0,0,23.91815000,0,0,32.41240000,67.00310000,0,0,34.55937280,22.21930000,0,0,15.34315688,36.72000000,0,16.71973636,0,0.00140000,0,0,0,0,0,0,0,0,0,0
2013-10-19,0,0,0,0,26.75810000,0,0,0,0,6.39437500,0,0,0.00250000,0.00000000,0,0,21.08749576,0,0,0,36.87025735,0.00000000,0,0.00130714,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-20,0,0,0,0,0,0,0,0,0,13.01070000,0,0,0.00080000,0.00000000,0,0,8.02196500,0,0,0,10.66210556,42.15780000,0,9.99492667,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-21,114.95560000,0,0,0,0,0,0,0,0,24.24440000,0,0,0.00110000,0,0,0,8.62005833,0,0,93.75920000,11.09982264,0.00000000,0,8.02740000,0,0.00030000,0,0,0,0,0,0,0,0,0,0
2013-10-22,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0,0,18.10940000,0,0,0,14.69512381,0,0,0.00000000,17.62514651,0,0,20.42460000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-23,0.00000000,0,0,0,0,0,0,0,0,36.11810000,0,0,12.86660000,0,0,0,3.96381923,0,0,0.00000000,27.37675960,13.06155000,18.69695000,9.81977143,0,0.00000000,15.28720000,0,0,0,0,0,0,0,0,0
2013-10-24,0.00000000,0,0,0.00833333,0,0,0.00190000,0,0,17.07610000,0,0,6.62720000,7.26665000,0,0,4.89807952,0,0,0.00000000,15.55846531,0.00000000,19.07180000,3.92056667,0,0,2.11465000,0,0,0,0,0,0,0,0,0
2013-10-25,0,0,0,6.69735000,85.27830000,0,7.24390000,0,0,6.13890000,0,0,36.18013333,44.48765000,0,0,11.35029262,0,0,0,5.00961176,27.10256667,0,16.14606429,0,4.39280000,0,0,0,0,0,0,0,0,0,0
2013-10-26,0,0,0,0.00140000,0,0,0,0,0,0.62125000,0,0,1.56080000,0.00000000,0,0,15.85323000,0,0,0,1.63315606,0.00125000,0,0.42001053,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-27,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,2.21166667,0,0,0,3.69853023,0,0,0,2.93032647,0.00090000,0,1.69187500,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-28,0,0,0,0.00080000,0,0,0.00080000,0,0,0.89110000,0,0,0.14036667,0,0,0,11.56544278,0,0,0,1.62608933,0.00266667,0,0.15530417,0,4.14610000,0,0,0,0,0,0,0,0,0,0
2013-10-29,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,1.89219167,0,0,0,10.26285204,0,0,0,4.81624800,0.63222857,0,9.72312000,0,0.00000000,0,0,0,0,0,0,0,0,0,0
2013-10-30,0,0,0,0,0,0,0.31665000,0,0,0.21250000,0,0,1.28893333,0,0,0,11.07157166,0,0,0,3.74845102,0.00206667,0,0.08706136,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,0,0,0,0,0,0,0,0,0,6.88111667,0,0,3.22645000,0,0,0,2.86702800,2.03030000,0,0,2.42173788,2.61250000,0,6.92325000,0,0,0,58.17890000,0,0,0,0,0,0,0,0
2013-11-01,0,0,0,0,34.83960000,0,0,0,0,2.19000000,0,0,0.74381613,0,0,0,2.55353846,8.10970000,0,0,1.50348696,0.45854000,0,6.83711667,0,0,0,0.00000000,0,0,0,0,0,0,0,0
2013-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0.00120000,0,0,0,3.26276897,0,0,0,1.65239697,0.00060769,0,0.00061429,0,0,0,0.00080000,0,0,0,0,0,0,0,0
2013-11-03,0,0,0,0,9.01280000,0,0,0,0,3.01377500,0,0,2.18903571,0,0.00080000,0,0.25725667,0,0,0,0.18139677,0.00000000,0,0.27427658,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-04,0,0,0,0,0,0,0,0,0,32.49396667,0,0,19.87691250,0,17.45830000,0,14.78810833,0,0,0,4.10238333,17.56044000,0,6.11110909,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-05,0,0,0,0,0,0,0,0,0,16.04187143,0,0,4.55564615,0,0.00000000,0,5.57314878,0,0,0,2.71785652,7.45023333,0,3.15214000,0,37.34470000,0,0,0,0,0,0,0,0,0,0
2013-11-06,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.77781739,0,0,0,2.31855000,0,0,0,1.10659497,0.00080000,0,1.42226176,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-07,0,0,0,0,0,0,0,0,0,5.59796667,0,0,6.31065000,0.53170000,0,0,5.90773934,0,0,0,0.30879266,8.43138000,0,2.30703500,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-08,0,0,0,0,0,0,0,0,0,6.43000000,0,0,10.18297273,6.01500000,0,0,7.44315278,0,0,0,2.50920902,6.07390000,0,3.22826667,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-09,0,0,0,0,0,0,0,0,0,9.28670000,0,0,0.00000000,0.00000000,0,0,0.00000000,0,10.19610000,0,0.00112000,0.00000000,0,0.23882500,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-10,0,0,0,0,0,0,0,0,0,54.13580000,0,0,26.10634000,0,0,0,13.27788571,0,16.07335000,0,7.88231429,52.29460000,0,12.97083582,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-11,0,0,0,0,97.34640000,0,0,0,0,7.41585000,0,0,3.41105000,0,0,0,6.27383265,0,0,0,2.21368925,4.56540000,0,4.91093288,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-12,0,0,0,31.03212000,0,0,0,0,0,62.93320000,0,0,16.17934000,0,0,0,4.19272667,0,18.36330000,0,2.72983776,6.40256000,0,14.52664286,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-13,0,0,0,47.80520000,0,0,0,0,0,8.42310000,0,0,5.11185000,0,0,0,3.92071034,0,0,0,1.71148483,3.79190000,0,4.81721887,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-14,0,0,0,81.29930000,0,0,0,0,0,0,0,0,4.19121250,5.45610000,0,0,3.10222857,0,0,0,3.24476065,3.56545000,0,5.10803590,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-15,0,0,0,98.05964286,0,0,0,0,0,3.69360000,0,0,3.19125000,0.00000000,0,0,3.18600256,0,0,0,3.01272925,3.41030000,0,9.06079048,0,0,4.00880000,0,0,0,0,0,0,0,0,0
2013-11-16,0,0,0,117.03766000,0,0,0,0,0,0,0,0,0.54340000,0,0,0,6.74220000,0,0,0,5.65971222,39.83890000,0,9.06911000,0,0,6.14000000,0,0,0,0,0,0,0,0,0
2013-11-17,0,0,0,153.37080000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,2.50477500,0,0,0,7.51399714,0.00000000,0,27.11336667,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-18,0,0,0,163.13896667,0,0,0,0,0,45.33220000,0,0,28.28135000,0,0,0,22.26345455,0,0,0,4.80953092,9.26860000,0,19.85020000,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-19,0,0,0,190.14583333,0,0,0,0,0,2.70220000,0,0,3.68970000,0,0,0,23.28202778,0,0,0,5.04181096,33.94036667,0,45.86542222,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-20,0,0,0,0.00000000,174.68945000,0,0,0,0,0,0,0,56.96330000,0,0,0,11.75925455,0,0,0,5.86430299,27.94333333,0,30.51216316,0,0,0,0,0,0,0,0,0,0,0,0
