Day,[14] Wait Hours: Per Job,[7] Wait Hours: Per Job,[8] Wait Hours: Per Job,[25] Wait Hours: Per Job,[32] Wait Hours: Per Job,[1] Wait Hours: Per Job,[21] Wait Hours: Per Job,[19] Wait Hours: Per Job,[11] Wait Hours: Per Job,[24] Wait Hours: Per Job,[30] Wait Hours: Per Job,[16] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[28] Wait Hours: Per Job,[15] Wait Hours: Per Job,[10] Wait Hours: Per Job,[12] Wait Hours: Per Job,[20] Wait Hours: Per Job,[18] Wait Hours: Per Job,[3] Wait Hours: Per Job,[2] Wait Hours: Per Job,[26] Wait Hours: Per Job,[6] Wait Hours: Per Job,[13] Wait Hours: Per Job,[22] Wait Hours: Per Job,[9] Wait Hours: Per Job,[17] Wait Hours: Per Job
2012-08-11,0.05960000,0,0.00000000,0,0.02130000,0.13439380,0,0,0,0,0,0.05996667,0.00000000,0,0,0,0,0.06110000,0,0,0.00220000,0.00839655,0,0.00000000,0,0,0,0
2012-08-12,0.00000000,0,0.00220000,0,0.00296667,0.77087978,0,0,0,0,0,0.00343333,0.00000000,0,0,0,0,0.01235000,0,0,0.00280000,0.01131122,0,0.00000000,0,0,0,0
2012-08-13,47.32610000,0,0.02620000,0,0.06000000,0.22317038,0,0.39830000,0,0,0,0.03652222,0.01193333,0,0,0,0.00670000,0.00444000,0,0,0.01600000,0.01740047,0,0.00418000,0.08080000,0.16312500,0,0
2012-08-14,0.00000000,0,0.00420000,0,0.00000000,0.21996591,0,0.07796667,0,0,0,0.77861429,0.15320833,0,0,0,0.06430000,2.52110000,0,0,0.00000000,0.13776336,0,0.00000000,0.03570000,0.48000000,0,0
2012-08-15,72.87610000,0,1.45232000,0,6.70875000,0.34590186,0,0,0,9.32890000,0,4.43083333,0.57368571,0,9.87500000,0,0,1.50083333,7.07110000,0,1.08897500,0.31727750,0,8.95155000,0,0,0,0
2012-08-16,0.28830000,0,0.32045714,0,1.75436667,0.12171770,0,0,0,0,0,0.94811818,0.87448182,0,0,0,0.00530000,1.19516667,0,0,0.05782500,1.01013587,0,5.44670000,0,0,0,0
2012-08-17,68.87420000,0,0.63840000,0,0.00000000,1.15833559,0,0,0,6.89415000,0,5.57250000,2.11090000,0,0,0,0,3.53206000,0,0,0.55256000,0.27115133,0,0.24970000,0,0,0,0
2012-08-18,0.00000000,0,0.70595000,0,2.27950000,1.67716408,0,0,0,0,0,0.73342500,0.30923077,0,0,0,0,0,0,0,0.30826667,1.04065000,0,0.00210000,0,0,0,0
2012-08-19,91.78080000,0,0.03280000,0,0.19932000,0.13183574,0,0,0,0,0,0.00928889,0.05976452,0,0,0,0,0,0,0,0.00333333,0.01698837,0,0.20250000,0,0,0,0
2012-08-20,0.05780000,0,0.07995000,0,0.04472500,0.06700486,0,0,0,0.00345000,0,0.00640000,0.03683810,0,0,0,0,0,0,0,0.01095000,0.01884483,0,0.00600000,0,0,0,0
2012-08-21,0.00000000,0,1.17045000,0,0.00000000,0.05628527,0,0,0,0,0,0.01310000,1.13000682,0.17420000,0,0,0,0,0,0,0.10875000,0.15973667,0,0.00000000,0,0,0,0
2012-08-22,0.00000000,0,0.03229500,0,0.03347500,0.05280584,0,0,0,0.00250000,0,0.02080000,0.08947619,0.00360000,0,0,0,0,0,0,0.00306250,0.02586286,0,0.01720667,0,0,0,0
2012-08-23,33.33280000,0,0.01261667,0,0.11845000,0.90299421,0,0,0,0.00000000,0,0.09760000,0.11205600,0,0,0,0,0,0,0,0.08885556,0.02763804,0,0.05240000,0,0,0,0
2012-08-24,0.00000000,0,0.00240000,0,0.00000000,0.63986647,0,0,0,0.00000000,0,0.00000000,0.00639231,0,0,0,0,0,0,0,0.00200000,0.01286364,0,0.03896667,0,0,0,0
2012-08-25,81.17750000,0,0,0,0.10940000,1.03498114,0,0,0,0,0,0,0.03010000,0,0,0,0,0,0,0,0.00178571,0.01417708,0,0.00000000,0,0,0,0
2012-08-26,0.00000000,0,0.02421429,0,0.04895000,0.77915840,0,0,0,0.05500000,0,0.04276667,0.01618000,0,0,0,0,0,0,0,0.00000000,0.00723000,0,0.00000000,0,0,0,0
2012-08-27,128.96330000,0,0.03796667,0,0.11030000,0.96394782,0,0,0,0.00000000,0,0,0.02194857,0.00170000,0,0,0,0,0,0,0.00167500,0.00902935,0,0.00000000,0,0,0,0
2012-08-28,49.04280000,0,0.02766364,0,0,1.23396847,0,0,0,0.00000000,0,0.04113333,0.00820000,0,0,0,0,0,0,0,0.00305000,0.01358696,0,0.05945000,0,0,0,0
2012-08-29,0.00000000,0.00165000,0.13777059,0,0,0.28168263,0,0,0,0,0,0.00000000,0.04425000,0.05530000,0,0,0,0,0,0,0.03143571,0.07734721,0,0.02879286,0,0,0,0
2012-08-30,96.80720000,0,0.02697778,0,0,0.49009440,0,0,0,0.06250000,0,0.06030000,0.02030000,0.00000000,0,0,0,0.29190000,0,0,0.01404545,0.01415436,0,0.07965000,0,0,0,0
2012-08-31,0.00000000,0,0.01842941,0,0,0.70428805,0,0,0,0.00390000,0,0.00000000,0.01019000,0.00000000,0,0,0,0.00000000,0,0,0.00770000,0.01672025,0,0.00486667,0,0,0,0
2012-09-01,81.18940000,0,0.01617500,0,0,0.81138433,0,0,0,0,0,0.05990000,0.01302308,0.00000000,0,0,0,0,0,0,0.00000000,0.00509630,0,0,0,0,0,0
2012-09-02,0.00000000,0,0.04237500,0,0.05530000,0.04464583,0,0,0,0,0,0.05830000,0.01842000,0.00000000,0,0,0.00170000,0,0,0,0.00000000,0.02533000,0,0,0,0,0,0
2012-09-03,70.23060000,0,0.01926667,0,0.59349844,0.00652636,0,0,0,0,0,0.00000000,0.00115000,0,0,0,0,0.02790000,0,0,0.00195000,0.00629677,0,0.01196000,0,0,0,0
2012-09-04,0.00110000,0,0.09760000,0,0.02148750,0.03172636,0,0,0,0.02211250,0,0.18720000,0.00701111,0.00076667,0,0,0,0.05360000,0,0,0.00163333,0.00537320,0,0,0,0,0,0
2012-09-05,0.00000000,0.19670000,0.33430000,0,6.15516639,0.42198031,0,0,0,1.55908333,0,0.04845000,0.41847778,0.00000000,0,0,0,0,0,0,0.11375000,0.03611574,0,0.28486000,0,0,0,0
2012-09-06,0.00000000,0.00000000,5.06988810,0,10.70247857,10.57508764,0,0,0,3.79085000,0,1.68570000,0.85288571,0.00000000,0,0,0,4.20570000,0,0,0.63282000,0.18572955,0,0.65117778,0,0,0,0
2012-09-07,0,0.00000000,4.32792199,0,0.68095000,27.31118726,0,0,0,0.76820000,0,0.00000000,0.05352821,0.00000000,0,0,0,0,0,0,1.04346250,0.09295208,0,0.05025385,0,0,0,0
2012-09-08,0,0.00000000,1.20669452,0,0.00000000,3.05687126,0,0,0,0,0,0.02923333,0.00510000,0.80530000,0,0,0,0,0,0,0.00000000,0.14049000,0,0.15194000,0,0,0,0
2012-09-09,1.40970000,0.00000000,13.48766633,0,72.41911250,0.00793796,0,0,0,0,0,0.02256667,0.45028333,0.00000000,0,0,0,0.00170000,0,0,0,0.07920182,0,0.25452857,0,0,0,0
2012-09-10,0.00000000,0.00000000,0.57421875,0,0.05176667,0.85081354,0,0,0,0,0,0.13687273,0.01396585,0.00000000,0,0,0,0.00310000,0,0,0.00970000,0.02258729,0,0.06412500,0,0,0,0
2012-09-11,49.30330000,0.00000000,12.14586689,0,5.73225000,8.60892038,0,0,0,0,0,1.19500000,1.18244828,0.52690000,0,0,0,0.73647500,0,0,0.25100000,0.10754561,0,1.40475385,0,0,0,0
2012-09-12,0.00000000,0.00000000,31.91666211,0,20.99743846,17.87664580,0,0,0,0,0,0,1.61091471,0.00000000,0,0,0,0.42310000,0,0,2.26266000,0.28122184,0,1.39610000,0,0,0,0
2012-09-13,98.64080000,0,50.47195600,0,33.81665714,5.82567909,0,0,0,5.42882222,0,1.57225000,1.27051786,0.00000000,0,0,0,0,0,0,0.59592500,0.47402883,0,0.68513333,0,0,0,0
2012-09-14,0.00000000,0,2.45368000,0,60.81656316,18.09632822,0,0,0,0,0,3.22532000,0.74338929,0.00000000,0,0,0,0,0,0,0.14750000,0.68458125,0,5.96030000,0,0,0,0
2012-09-15,45.68765000,0,1.55550000,0,89.28162857,4.71297593,0,0,0,0,0,1.80568000,2.07615349,0.00000000,0,1.01525000,0,0,0,0,0.00805000,0.84669189,0,0.01190000,0,0,0,0
2012-09-16,0.00000000,0,0.02116667,0,0.00000000,3.04134265,0,0,0,0,0,0.00000000,0.44577143,0,0,0,0,0.00213333,0,0,0.00580000,0.07845303,0,0.00296667,0,0,0.01945000,0
2012-09-17,36.67030000,0,0.50381071,0,0,4.22166550,0,0,0,0,0,0.00000000,0.02365385,0,0,0,0.05683333,0.00560000,0.26970000,0,0.01901818,0.03775211,0,0.01875000,0,0,0.00000000,0
2012-09-18,0.00000000,0,9.66095263,0,0.59832500,12.08566167,0,0,0,0,0,0.86140000,0.03423913,0,0,0,0,0,0,0,0.06388333,0.04073007,0,0.05640000,0,0,0.00176667,0
2012-09-19,84.70310000,0,0.10260000,0,1.12875000,0.91647336,0,0,0,0,0,0,0.15247000,0,0,0.00310000,0,0.00560000,0,0,0.11416667,0.04042264,0,0.00330000,0,0,0,0
2012-09-20,0.00000000,0,0.33296000,0,1.31390000,0.85599215,0,0,0,0,0,0,0.50263953,0,0,0.00000000,0.16080000,0.95790000,0,0,0.71883529,0.07533958,0,0.40440000,0,0,0,0
2012-09-21,47.94080000,0,2.55901538,0,2.02693333,0.76321297,0,0,0,0,0,6.84345000,2.75758500,0.10310000,0,0,0,0.77530000,0,0,0.34565000,0.08480167,0,0.03030000,0,0,0,0
2012-09-22,0.00000000,0,16.83328523,0,3.01580000,2.84811462,0,0,0,0,0,0,10.26207091,1.41220000,0,0,0,1.12110000,0,0,0.00000000,0.35485667,0,0.00000000,0,0,0,0
2012-09-23,1.02000000,0,39.05367963,0,2.30690000,10.82065480,0,0,0,0,0,0,16.04237778,1.24790000,0,0,0,0.34810000,0,0,0.05154444,0.91652887,0,0.00000000,0,0,0,0
2012-09-24,0.00000000,0,0,0,0.03375000,0.05218119,0,0,0,0,0,0.07225000,0.66218812,0,0.11930500,0,0,0.00670000,0,0,0.00446667,0.06697653,0,0.00000000,0,0,0,0
2012-09-25,50.49170000,0.00720000,83.99735897,0,0.46530000,2.39724079,0,0,0,0,0,0,1.87829667,0,0.24137500,0,0,0.00000000,0,0,0.52888333,0.13363289,0,0,0,0,0,0
2012-09-26,0.59690000,0,105.06304608,0,0.00000000,0.07387432,0,0,0,0,0,0.40620000,4.05422308,0,1.49239000,0,0,0.00195000,0,0,0.73820000,0.07812135,0,0.75310000,0,0,0,0
2012-09-27,0.00140000,0.05570000,0.00110000,0,0.00170000,0.01288359,0,0,0,0,0,0.02847500,0.03267778,0,0,0,0,0.00095000,0,0,0.00000000,0.01424242,0,0,0,0,0,0
2012-09-28,0.00000000,0,0.56894000,0,0.00370000,0.03813257,0,0,0,0,0,0.58567778,0.06947755,0.19326667,0,0,0,0.00000000,0,0,0.06206000,0.03151646,0,1.91470000,0,0,0,0
2012-09-29,0,0,2.04160909,0,0.03384000,0.10282731,0,0,0,0,0,0.00000000,0.15075882,0,0,0,0,0.02312500,0,0,0.01228000,0.02071311,0,0.00110000,0,0,0,0
2012-09-30,0,0,0.01532500,0,0,0.06215292,0,0,0,0,0,0,0.01242000,0,0,0,0,0.00195000,0,0,0.00080000,0.00365484,0,0.00000000,0,0,0,0
2012-10-01,0.40370000,0.33390000,0.07332500,0,0,0.09430131,0,0,0,0,0,0.38950625,0.07637600,0.92390000,0,0,0,0.00136667,0,0,0.06123333,0.01025579,0,0.35895000,0,0,0,0
2012-10-02,0.00000000,0,0.05622000,0,0,0.61106893,0,0,0,0,0,2.13830000,0.39874815,0.02890000,0,0,0,0,0,0,2.73344000,0.27899785,0,0.00280000,0,0,0,0
2012-10-03,0.00000000,2.82575000,5.36211000,0,0,1.07479033,0,0,0,0,0,8.57993125,2.04360909,0,0,0,0,0,0,0,5.33471818,0.43724776,0,0.00000000,0,0,0,0
2012-10-04,4.56860000,0.00000000,3.26007857,0,0,0.20660654,0,0,0,0,0,11.58509375,3.33067872,0,0,0,0,0,0,0,0.00796667,0.50351643,0,0.00220000,0,0,0,0
2012-10-05,0.00265000,0.02915000,0.02314048,0,0,0.13331114,0,0,0,0,0,0.19869615,0.94201250,0,0,0,0,0,0,0,0.01290833,0.01766136,0,0,0,0,0,0
2012-10-06,0.00000000,0,5.58408421,0,0,1.02929124,0,0,0,0,0,8.96103333,24.15085000,0,0,0,0,0,0,0,0.25072000,0.07259000,0,0,0,0,0,0
2012-10-07,0.02396667,0,0.01910500,0,0,1.02197682,0,0,0,0,0,0.04323333,14.45396000,0,0,0,0,0,0,0,0.00000000,0.01193448,0,0,0,0,0,0
2012-10-08,0.51690000,0,0.05865263,0,0,5.40239191,0,0,0,0,0,0.49238571,0.01535556,0,0,0,0,0,0,0,0.03600000,0.03202258,0,0,0,0,0,0
2012-10-09,1.06095000,0,0.07950750,0,0,1.65583636,0,0,0,0,0,0.01500000,0.02810000,0,0,0,0,0,0,0,0.00000000,0.01871318,0,0,0,0,0,0
2012-10-10,0.00320000,0,0.84333571,0,5.09040000,3.45856217,0,0,0,0,0,3.97902500,0.12852500,0.48766667,0,0,0,0.06530000,0,0,0.12588000,0.59307809,0,0,0,0,0,0
2012-10-11,5.18583333,0,4.10193500,0,10.90420000,1.73977491,0,0,0,0,0,2.57390000,0.02322917,2.21932000,0,0,0,0,0.49000000,0,0.01710000,0.18044935,0,0.00500000,0,0,0,0
2012-10-12,0.00000000,0,0.69515909,0,0,0.15544529,0,0,0,0,0.41117500,2.40580000,0.55168293,0.00470000,0,0,0,0,0,0,0.02361667,0.01630729,0,0.02920000,0,0,0,0
2012-10-13,13.43760000,0,0.95626923,0,0,0.33258214,0,0,0,0,7.20030000,2.07672000,0.68133333,0.00720000,0,0,0,0,0,0,0.00000000,0.13830513,0,0,0,0,0,0
2012-10-14,0.00530000,0,0.25213333,0,3.06778333,0.70781795,0,0,0,0,0,0.17415000,0.02553000,0.00640000,0,0,0,0,0,0.01533333,0,0.01816875,0,0,0,0,0,0
2012-10-15,26.80000000,0,0.20907727,0,1.22878000,0.83051342,0,0,0,0,0,1.26210000,0.48724375,0.07720000,0,0,0,0,0,0.01125000,0.07810000,0.06681884,0,0,0,0,0,0
2012-10-16,0.00000000,0,1.59330000,0,3.73280000,2.93667046,0,0,0,0,0,2.84000000,4.30020000,0,0,0,0,0.71190000,0,0.10333333,0,0.13462524,0,0,0,0,0,0
2012-10-17,35.82390000,0,0.31388333,0,0.00000000,4.21164099,0,0,0,0,0,0.25290000,3.23302727,1.99443333,0,0,0,0,0,8.10810000,0.05178000,4.40996987,0,0,0,0,0,0
2012-10-18,0.13000000,0,0.66956429,0,0.00000000,2.33601540,0,0,0,0,0,0.10990000,22.40383158,0.02165000,0,0,0,0,0,0,0.04985000,0.04521691,0,0.11500000,0,0,0,0
2012-10-19,40.86030000,0,0.39475882,0,0.17500000,11.81721283,0,0,0,0,0,1.20975000,0.10694667,0,0,0,0,0,0,0.06750000,0,17.30376566,0,0.02580000,0,0,0,0
2012-10-20,0.00000000,0,0.01060000,0,0,13.28548630,0,0,0,0,0,0.00000000,0.09121538,0,0,0,0,0,0,0.47889286,0,0.26066182,0,0.00000000,0,0,0,0
2012-10-21,0.00000000,0,0.04976667,0,0,5.61206497,0,0,0,0,0,0,0.03930000,0,0,0,0,0,0,0,0,0.00791818,0,0,0,0,0,0
2012-10-22,130.23580000,301.72030000,21.20051667,0,0,16.25844729,0,0,0,0,0,29.10500000,62.90520833,0,0,0,0,45.30970000,0,0,54.91310000,11.63606897,0,0,0,0,0,0
2012-10-23,0.00000000,0.00000000,1.12570000,0,0,4.54523086,0,0,0,0,0,0.90165000,0.59630000,0,0,0,0,0.24180000,0,0,0.34530000,0.19917557,0,0,0,0,0,0
2012-10-24,32.29280000,0.00000000,0.21432500,0,0.78330000,6.06363738,0,0,0,0,0,0.09286667,0.01411667,0,0,0,0,0.00000000,0.02060000,0,0.01000000,0.02065865,0,0,0,0,0,0
2012-10-25,0.00000000,0.00000000,0.00000000,0,0,4.67544455,0,0,0,0,0,0.05697500,0.00185000,0,0,0.00710000,0,0.00220000,0.00766667,0,0.00190000,0.00290000,0,0,0,0,0,0
2012-10-26,80.05190000,0.00000000,0.00320000,0,0,0.99452061,0,0,0,0,0,0.00457500,0.00366667,0,0,0,0,0.00000000,0,0,0,0.02011125,0,0,0,0,0,0
2012-10-27,0.00000000,0.00000000,0,0,0,0.19740194,0,0,0,0,0,0.00125000,0.00000000,0,0,0,0,0.00125000,0,0,0,0.00204167,0,0,0,0,0,0
2012-10-28,127.84470000,0,0,0,0.03984000,1.37765983,0,0,0,0,0,0.00080000,0.02748788,0,0,0,0,0.01400000,0,0.04140000,0.14632500,0.01655172,0,0,0,0,0,0
2012-10-29,0.00000000,0,0.04720000,0,0.82640000,11.57919515,0,0,0,0,0,0.03690000,0.03674878,0,0,0.05750000,0.02690000,0.09225000,0,0.04860000,0.03396667,0.11820909,0,0,0,0,0,0
2012-10-30,0.00000000,0,0.20905000,0,0.28080000,2.88841866,0,0,0,0,0,0.00320000,0.01740000,0.00360000,0,0.01090000,0.00080000,0.00983333,0,0.00269375,0.00306667,0.01127197,0,0.00190000,0,0,0,0
2012-10-31,0,0.00220000,0.18190000,0,0,3.34560927,0,0,0,0,0,2.46203333,0.14384545,0.00080000,0,0.00000000,1.91110000,0.24360000,0.00280000,0.53530000,0.21962500,0.23680405,0,0.01694000,0,0,0,0
2012-11-01,0,0.01213333,0.01440667,0,0,1.59394921,0,0,0.00310000,0,0,0.04933846,0.00843600,0.00250000,0,0.00220000,0.00000000,0.00220000,0,0.12222000,0.00286154,0.19722200,0,0.18390000,0,0,0,0
2012-11-02,0,0.01080000,0.00330556,0,0,3.78889981,0,0,0,0,0,0.03276667,0.00615417,0,0,0.42000000,0.00735000,0.01027143,0,0,0,0.00436395,0,0.00000000,0,0,0,0
2012-11-03,0,0.00000000,0,0,0,2.53995280,0,0,0,0,0,1.20970000,1.46589138,0,0,0.00500000,0.00000000,0.00000000,0,0,0,0.01283824,0,0,0,0,0,0
2012-11-04,0,0.00000000,1.12720000,0,0,6.17081894,0,0,0,0,0,0.00000000,0.26599558,0,0,0.00000000,15.59250000,0,0,0,0,0.44898000,0,0,0,0,0,0
2012-11-05,0,0.00000000,0.01889000,0,0.01560000,5.06667801,0,0,0,0,0,0.19327500,0.10921250,0,0,0,0.00000000,0,0,0,0,0.02372188,0,0.00580000,0,0,0,0
2012-11-06,0,0,2.26175000,0,1.87805000,4.88322375,0,0,0,0,0,2.90310000,1.31099333,0,0,0,0.00000000,1.56025000,0,0,0,0.10852525,0,0.48853333,0,0,0,0
2012-11-07,0,0,0.91125000,0,5.83945000,8.98912801,0,0,0,4.72890000,0,0.32420000,1.04909697,0,0,0,4.04060000,0.00000000,0,0,0.03093333,0.11796027,0,1.51420000,0,0,0,0
2012-11-08,0,5.15390000,8.72050000,0,24.42030000,9.92440547,0,0,3.78330000,11.35860000,0,8.90140000,3.96618889,3.18963333,0,0,0.00000000,2.82670000,0,0,1.72960000,0.46872095,0,5.16570000,3.41440000,0,5.47940000,0
2012-11-09,0,0.00000000,0,8.05500000,4.94540000,24.31384355,12.57170000,12.70580000,0,0.65170000,0,2.25816667,1.46291875,0,0,12.81530000,0.00000000,0,0,0,0.56962000,0.08261266,0,0.00000000,0,0,0,0
2012-11-10,0,0.00000000,0,0,3.28250000,2.04277709,0,0,0,4.21780000,0,0.00870000,0.41821852,0,0,0,0,0.01190000,0,0,0.01220000,0.06010455,0,0,0,0,0,0
2012-11-11,0,0.00000000,0,0,0,2.61658015,0,0,0,0,0,0.03593333,0.06029107,0,0,0,0.12810000,0.00000000,0,0,0.23180000,0.05340000,0,0,0,0,0,0
2012-11-12,0,0.00000000,0.93016000,0,1.35280000,1.59550743,0,0,0,0.01280000,0,3.57235000,0.14749318,0,0,0,0.00000000,0.00000000,0,0,0.15463333,0.10269125,0,0.11547500,0,0,0,0
2012-11-13,0,0.00000000,1.25412857,0,0,7.54993095,0,0,0,0.00000000,0,0.80798571,0.31237895,0,0,0,0.00000000,0.02140000,0,0,0.56660000,0.21105508,0,0.12060000,0,0,0,0
2012-11-14,0,0.00000000,1.03790400,0,0,5.72548503,0,0,0,2.80860000,0,3.84181250,1.09653158,0,0,0,28.80170000,0.23890000,0,0,0.44645000,0.34524074,0,0.00000000,0,0,1.14095000,0
2012-11-15,0,0.00000000,3.51927857,0,3.22170000,5.64968838,0,0,0,0.00000000,0,2.88934286,1.64086923,0,0,0,0.00000000,5.02540000,0,0,0.19580000,0.20375887,0,0.69530000,0,0,0,0
2012-11-16,0,0.00000000,0.84798000,0,6.28845000,2.35306244,0,0,0,2.37480000,0,1.31758000,0.30333125,0,0,0,18.65445000,0.00000000,0,0,0.04425000,0.14522973,0,0.17830000,0,0,0,0
2012-11-17,0,0.00000000,0.00645000,0,0,1.68469162,0,0,0,0.00000000,0,0.00000000,0.17835000,0,0,0,0.00000000,0,0,0,0.00000000,0.03568710,0,0.74500000,0,0,0,0
2012-11-18,0,0,0.00000000,0,0,3.98139589,0,0,0,0.00000000,0,32.54720000,0.01175625,0,0,0,0.00000000,0.00920000,0,0,0.02460000,0.02148200,0,0.00000000,0,0,0,0
2012-11-19,0,0,0.03610000,0,0.09720000,0.50354955,0,0,0,0,0,0.01610000,0.08224222,0,0,0,0.00920000,0.05722857,0,0,0.35686667,0.07176538,0,1.72420000,0,0,0,0
2012-11-20,0,0,0.44498000,0,1.34890000,0.91831260,0,0,0,0,0,2.38814286,0.39896053,0,0,0,0,0.00000000,0,0,0.79922000,0.08813585,0,0.00000000,0,0,0,0
2012-11-21,0,0,0.02130000,0,0.04730000,0.38516452,0,0,0,0,0,0.09427500,0.04219756,0,0,0,0,0,0,0,0.01328333,0.02150092,0,0.02988333,0,0,0,0
2012-11-22,0,0,0.00000000,0,1.07553000,6.96669801,0,0,0,0.06973333,0,0.00000000,0.16727931,0,0,0,0,0,0,0,0,0.03917015,0,0.74765000,0,0,0,0
2012-11-23,0,0,0.15735000,0,4.41630000,25.86730300,0,0,0,0.16720000,0,0,0.13590370,0,0,0,0,0,0,0,0,0.13478955,0,0.18036000,0,0,0,0
2012-11-24,0,0,0.08426667,0,1.02250000,3.52376198,0,0,0,0.00000000,0,0,5.23301000,0,0,0,0.03420000,0.33890000,0,0,0.22080000,0.17899032,0,0.29878889,0,0,0,0
2012-11-25,0,0,0.16280000,0,2.05656667,0.50726718,0,0,0,0.00000000,0,0,2.60598884,0,0,0,0,0.00000000,0,0,0.25843333,0.07672449,0,0.00140000,0,0,0,0
2012-11-26,0,0,0.20780000,0,4.66190000,0.71713946,0,0,0,0,0,1.00940000,2.05389658,1.51076250,0,0,0,0.00000000,0,0,0.39930000,0.27333992,0,0.36515000,0,0,0,0
2012-11-27,0,0,0.99132500,0,3.11890000,0.66684054,0,0,0,0.05610000,0,0.94323333,3.49798261,0.00140000,0,0,0,0.00000000,0,0,0.87268889,0.17866000,0,0,0,0,0.10083333,0
2012-11-28,0,0,0.05652500,0,7.37586667,0.83153263,0,0,0,0.00000000,0,2.73330000,12.32469000,0,0,0,0,0.11920000,0,0,1.80285000,0.50615934,0,0,0,0,0,0
2012-11-29,0,0,0.30125000,0,0.79347500,0.13153324,0,0,0,2.48470000,0,0.59180000,11.16746364,0,0,0,0,0.00190000,0,0,0.21269286,0.06965474,0,0,0.07378750,0,0,0
2012-11-30,0,0,0.18788571,0,0.49500000,0.15993048,0,0,0,0.05690000,0,1.30486667,0.06088182,0.41110000,0,0,0,0.00000000,0,1.21870000,0.07445000,0.08325645,0,0,0.31312000,0,0.00265000,0
2012-12-01,0,0,0.07766429,0,0.04353333,0.04967413,0,0,0,0,0,0.00193333,0.12896000,0.00165000,0,0,0.03085000,0.00170000,0,0.02010000,0.11658125,0.10662262,0,0,1.52890000,0,0.09250000,0
2012-12-02,0,0,0.02910000,0,0.16512727,0.01114229,0,0,0,0,0,0,0.01617500,0.00000000,0,0,0,0,0,0,0.01460000,0.01941458,0,0.01270000,0,0,0.00230000,0.02343333
2012-12-03,0,1.68190000,0.05530000,0,2.31797143,1.05367871,0,0,0,0,0,2.30147500,0.51112000,0.57556000,0,0,0,0.05610000,0,0,0.71605455,0.17977059,0,0.13345000,0,0,0,0.32972000
2012-12-04,0,0,0.10445000,0,1.21022500,0.83937704,0,0,0,0,0,2.67000000,0.32451818,1.54500000,0,0,0,0.00000000,0,0,1.32301667,0.18908788,0,0.00305000,0,0,0,0
