Day,[60] Wait Hours: Per Job,[43] Wait Hours: Per Job,[35] Wait Hours: Per Job,[20] Wait Hours: Per Job,[30] Wait Hours: Per Job,[50] Wait Hours: Per Job,[8] Wait Hours: Per Job,[10] Wait Hours: Per Job,[64] Wait Hours: Per Job,[27] Wait Hours: Per Job,[41] Wait Hours: Per Job,[14] Wait Hours: Per Job,[39] Wait Hours: Per Job,[38] Wait Hours: Per Job,[15] Wait Hours: Per Job,[17] Wait Hours: Per Job,[46] Wait Hours: Per Job,[47] Wait Hours: Per Job,[29] Wait Hours: Per Job,[12] Wait Hours: Per Job,[4] Wait Hours: Per Job,[25] Wait Hours: Per Job,[42] Wait Hours: Per Job,[51] Wait Hours: Per Job,[19] Wait Hours: Per Job,[18] Wait Hours: Per Job,[61] Wait Hours: Per Job,[26] Wait Hours: Per Job,[57] Wait Hours: Per Job,[16] Wait Hours: Per Job,[21] Wait Hours: Per Job,[72] Wait Hours: Per Job,[1] Wait Hours: Per Job,[49] Wait Hours: Per Job,[24] Wait Hours: Per Job,[6] Wait Hours: Per Job,[65] Wait Hours: Per Job,[2] Wait Hours: Per Job,[33] Wait Hours: Per Job,[22] Wait Hours: Per Job,[37] Wait Hours: Per Job,[34] Wait Hours: Per Job,[32] Wait Hours: Per Job,[45] Wait Hours: Per Job,[44] Wait Hours: Per Job,[53] Wait Hours: Per Job,[48] Wait Hours: Per Job,[3] Wait Hours: Per Job,[69] Wait Hours: Per Job,[63] Wait Hours: Per Job,[11] Wait Hours: Per Job,[23] Wait Hours: Per Job,[58] Wait Hours: Per Job,[7] Wait Hours: Per Job,[59] Wait Hours: Per Job,[36] Wait Hours: Per Job,[55] Wait Hours: Per Job,[52] Wait Hours: Per Job,[66] Wait Hours: Per Job,[56] Wait Hours: Per Job,[5] Wait Hours: Per Job,[31] Wait Hours: Per Job,[54] Wait Hours: Per Job,[9] Wait Hours: Per Job,[67] Wait Hours: Per Job,[68] Wait Hours: Per Job,[28] Wait Hours: Per Job,[71] Wait Hours: Per Job,[13] Wait Hours: Per Job,[70] Wait Hours: Per Job,[40] Wait Hours: Per Job,[62] Wait Hours: Per Job
2015-06-24,0.00125000,0,0,0.00296034,0.00030000,0.00210000,0.00170357,0.04801940,0.00080000,0,0,0,0,0,0,0.00390000,0,0,0,3.88202941,4.30040353,6.98008182,0,0,0,0,0,0,0,6.09887222,0,0.30162000,1.08371851,0,0.00080000,0.60443913,0,0.04673529,0.23220000,0.00000000,0,0,0.01918750,0.00894000,0,0,0,0.00152500,0,0,0.00080000,0,0,0,0,0,0,0,0,0,0.00257500,0,0,0,0,0,0,0,0,0.00155000,0.00250000,0
2015-06-25,0,0,0,0.00209714,0,0,2.41534255,0.05222308,0.00500000,0,0,0,0,0,0,0,0,0,0,2.71395833,4.04117105,0,0,0,0,0,0,0,0,0.00062000,0,0.00126667,1.24725723,0,0.01671429,0.00180000,0,1.37084286,0,0.00000000,0,0,0.00294545,0.00350000,0,0,0,0.00316667,0,0,0,0,0,0,0,0,0,0,0,0,0.00690000,0,0,0,0,0,0,0,0.00461333,0.00327500,0.00000000,0
2015-06-26,0,0,0,0.01089643,0,0,1.97420000,0.00177551,0.00117500,0,0,0,0,0,0,0,0,0,0,3.10499375,10.60952647,0.00083333,0,0,0,0,0,0,0,0.88172000,0,0.00305000,0.00553623,0,0.00830000,0.00101538,0,0.00277455,0,0,0,0,0.00030000,0.00020000,0,0,0,0.00015000,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0.00236923,0,0,0,0,0,0,0,0,0.00255000,0,0
2015-06-27,0,0,0,4.67942308,0,0,6.61622000,0.71650303,0.00000000,0,0,0,0,0,0,0,0,0,0,12.31673750,8.01854348,0.00000000,0,0,0,0,0,0,0,0.00101818,0,0.00000000,0.13722642,0,0.00000000,0.00176667,0,0.00468571,0,0,0,0,1.09663333,0.00000000,0,0,0,0.00165758,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00030000,0,0,0.00000000,0.00640000,0
2015-06-28,0,0,0,6.65477826,0,0,4.71355600,0.03135281,0,0,0,0,0,0,0,0,0,0,0,0.00020000,24.03056774,0,0,0,0,0,0,0,0,0.00042500,0,0,0.10869981,0,0.00055000,0.00306250,0,0.00172308,0,0,0,0,11.17125000,0,0,0,0,0.00078000,0,0,0,0,0,0,0,0,0,0,0,0,2.05888750,0,0,0,0,0,0.00155000,0,0,0.00280000,0.00030000,0
2015-06-29,0,0,0,10.76390000,0,0,5.97010930,0.00110370,0,0,0,0,0,0,0,0,0,0,0,0.00057500,1.79881652,0,0,0,0,0,0,0,0,0.00182222,0,0.00610000,0.09023839,0,0.00000000,0.00223846,0,0.00161061,0,0,0,0,0.96869167,0,0,0,0,0.00082857,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0,1.14568000,0.00000000,0
2015-06-30,0,0,0,13.20264194,0,0,4.39870526,0.31340658,0,0,2.79706429,0,0,0,0,2.45047857,0,0,2.16908571,0.00373125,1.25015918,0.98513571,0,0,0,0,2.08977857,0,1.73283571,0.00107143,1.18309286,0.00360000,0.91885659,0.84520000,0.00015000,1.01609167,1.67349286,0.00218519,2.98505714,0,0.45226429,0,0.00000000,2.25405000,0,0.32277857,0,0.00194667,1.04615000,0,0,0,0,0.00093333,0,0,0,0,0,0,0.09637500,0,0,0.70458571,0,0,0,0,1.58829286,0.00030000,0.00000000,0
2015-07-01,0,0,0,14.31494595,0.00295000,0,6.71967143,0.93179545,0.00191250,0,0,0,0,0,0,0,0,0,0,0.00244507,0.56891125,0,0,0,0,0,0,0,0,0.00095714,0,1.71190000,0.41276996,0,0.00030000,22.10025333,0,0.00254400,0,0,0,0,0.00060000,0,0,0,0,0.00000000,0,0,0.00110000,0,0,0.00330000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0.00110000,0
2015-07-02,0.00276667,0,0,11.95269063,0.00225000,0,2.07752222,9.35905000,0.00030000,0,0,0,0,0,0,0,0,0,0,0.00326667,2.21861810,0,0,0,0,0.00000000,0,0,0,0.00212500,0,0.00225714,0.17171724,0,0.00026667,0.00172667,0,0.00264180,0,0,0,0,0.91514211,0,0,0,0,0.00219524,0,0,0,0,0,0.00470000,0,0.00080000,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0.00500000,0,0.00000000,0
2015-07-03,0,0,0,17.36843333,0.00000000,0,0.00064286,4.42947500,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00213696,0.00200461,0,0,0,0,0,0,0,0,0.00056000,0,0.00046667,1.96696699,0,0.00000000,0.00132500,0,1.85760667,0,0,0,0,2.06680000,0,0,0,0,0.00128000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00144000,0,0,0
2015-07-04,0,0,0,22.63354615,0.00182500,0,1.07631622,2.92861250,0.45798824,0,0,0,0,0,0,0,0,0,0,0.00220000,3.73971667,0,0,0,0,0,0,0,0,0.03442174,0,0.00000000,1.55493235,0,0.00030000,0.00203077,0,0.00380862,0,0,0,0,1.07262857,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445000,0,0.00000000,0,0,0
2015-07-05,0,0,0,14.15841429,0.00170000,0,1.38405902,0.00281429,0,0,0,0,0,0,0,0,0,0,0,0.00030000,0.86213021,0,0,0,0,0,0,0,0,0.00134000,0,0.00000000,0.20424815,0,0.00000000,0.00106364,0,0.00122121,0,0,0,0,10.01790000,0,0,0,0,0.00156000,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0.00024000,0,0,0,0,0,0.00000000,0,0,0,0.00080000,0
2015-07-06,0,0,0,3.49736000,0,0,4.01592500,0.00397778,0.00165000,0,0,0,0,0,0,0,0,0,0,0.00290000,1.28127988,0,0,0,0,0,0,0,0,0.70160000,0,0.00140000,0.01154138,0,0.00030000,0.00208788,0,0.00152069,0,0,0,0,17.70100000,0,0,0,0,0.00184545,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00235000,0,0.00184000,0.00220000,0.00140000,0.00204000
2015-07-07,0.00146667,0,0,10.60883571,0.00190000,0,11.59553103,0.00321250,0.00220000,0,0,0.00250000,0,0,0,0,0,0,0,0.00176667,2.22805853,0,0,0,0,0,0,0,0,0.00030000,0,0.00000000,0.07547843,0,0.00000000,0.00176667,0,0.00202149,0,0.00490000,0,0,0,0,0,0,0,0.00297000,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00000000,0,0.00190000,0.00720000,0.00156667,0
2015-07-08,0,0,0,8.13972500,0,0,1.80857976,1.54627727,0.00000000,0,0,0.00363333,0,0,0.00030000,0,0,0,0,0.00328462,0.38271204,0,0,0,0,0,0,0,0,0.15948333,0,0.00173333,0.18137607,0,0,0.00212000,0,11.43851457,0,0.00602222,0,0,0.00083333,0.00000000,0,0,0.00030000,0.38046875,0,0,0.00060000,0,0,0.00177692,0,0,0,0,0,0,0.00290667,0,0,0.00218571,0,0,0.00195000,0,0.00040000,0.00110000,0.00280000,0.00283333
2015-07-09,0,0,0,11.58593333,0.00030000,0,11.23978222,1.61506000,0.00470000,0,0,0.00000000,0,0,0,0,0,0,0,0.00135556,2.16087447,0,0,0,0,0,0,0,0,0.00201667,0.00690000,0.00155000,0.67512687,0,0,0.00136667,0,3.92992870,0,0.00000000,0,0,0.00280000,0.00203750,0,0,0,0.08331429,0,0,0,0,0,0.00072000,0,0,0,0,0,0,0.00036667,0,0,0.00155000,0,0,0.00000000,0,0.00360000,0.00250000,0.00238750,0
2015-07-10,0,0,0,6.44027619,0.00148235,0,3.92880938,0.82974211,0,0,0,0,0,0,0,0,0,0,0,0.00162667,0.00215465,0.00110000,0,0,0,0,0,0,0,0.00183333,0,0.00180000,0.27631722,0,0.00220000,0.00074444,0,0.00215578,0,0.00000000,0,0,0.00310000,0,0,0,0,0.44322778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0.42578000,0.00180000,0
2015-07-11,0,0,0,13.86273913,0.00219545,0,3.71667917,0.00902292,0.00140000,0,0,0,0,0,0,0,0,0,0,0.00095000,3.58296364,0.00190000,0,0,0,0,0,0,0,0.00066667,0,0.00000000,0.56183934,0,0.00010000,0.00312222,0,3.26109813,0,0,0,0,0.00060000,0,0,0,0,0.00083750,0,0,0,0,0,0.00140000,0,0,0,0,0,0,0.00240000,0,0,0,0,0,0,0,0,0,0.00190000,0
2015-07-12,0,0.00000000,0,3.36836667,0.00137692,0,0.93095000,0.00144310,0.00482500,0,0,0,0,0,0,0,0,0,0,0.46777500,0.00243311,0.00074615,0,0,0,0,0,0,0,0.00620800,0,0.00530000,1.76799030,0,0.00205385,0.44040000,0,0.09707544,0,0,0,0,0.01436667,0,0,0,0,0.00158889,0,0,0,0,0,0,0,0,0,0,0,0,0.00125000,0,0,0.00190000,0,0,0.00430000,0,0,0,0.00042500,0
2015-07-13,0,2.81781667,0,3.07720000,0.00101250,0,1.52811379,0.24191190,0.00106000,0,0,0.00100000,0,0,0.00360000,0,0,0,0,0.00227857,0.00173729,0.00310000,0,0,0,0,0,0,0,0.25500000,0,0.00106667,0.12236326,0,0.00141429,0.00170000,0,0.01026275,0,0.00140000,0,0,0.00248462,0,0,0,0,0.00148235,0,0,0.00180000,0,0,0,0,0,0,0,0,0,0.00366667,0,0,0.00030000,0,0,0.00000000,0,0,0,0.00000000,0
2015-07-14,0,2.28256000,0,2.30010000,0.00265714,0.00055000,2.24092258,0.00220244,0,0,0,0.00330000,0,0,0,0,0,0,0,0.00210400,0.01339794,0.00213333,0,0,0,0,0,0,0,0.96909286,0,0.00036667,0.72304031,0,0.00020000,0.00181667,0,2.51007857,0,0,0,0,0.00260000,0,0,0,0,0.85020000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00190000,0,0,0,0,0,0,0.00223750,0
2015-07-15,0,2.66367500,0,0.00185000,0.00077500,0,4.94074375,0.63838750,0,0,0,0,0,0,0.00235000,0,0,0,0,0.00283333,0.24686882,0.00030000,0,0,0,0,0,0,0,0.00172593,0,0.00000000,0.74149590,0,0,0.00167368,0,3.30723441,0,0,0,0,0.00253333,0,0,0,0,0.00139091,0,0,0,0,0,0.00210000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.00280000,0.00130714,0
2015-07-16,0,6.02172500,0,0.27672143,0.00065000,0,0.00164857,0.00130000,0,0,0,0,0,0,0.00000000,0,0,0,0,0.14119412,0.13047080,0.00176667,0,0,0,0,0,0,0,0.00100000,0,0.00110000,0.47966416,0,0.00130000,0.00195000,0,0.31630988,0.00320000,0.00080000,0,0,0.00415000,0,0,0,0,0.58002778,0,0,0,0,0,0,0,0,0,0,0,0,0.00202000,0,0,0.00236250,0,0,0,0,0,0,0.00161111,0
2015-07-17,0,0.91063333,0,22.98728000,0.00028000,0,5.43107333,0.00134242,0.00015000,0,0,0,0,0,0,0,0,0,0,9.72753019,10.53489231,0,0,0,0,0,0,0,0,0.00236250,0,0.00000000,0.39270118,0,0.00113333,0.00116154,0,0.87888242,0.00162000,0.00030000,0,0,0.00113000,0,0,0,0,0.00212222,0,0,0.00170000,0,0,0.00170000,0,0,0,0,0,0,0.00000000,0,0,0.00310000,0,0,0,0,0,0,0.00250000,0
2015-07-18,0,19.28750000,0,4.95377143,0.00015000,0,0.00137500,0.66964286,0,0,0,0,0,0,0,0,0,0,0,0.00292000,0.00036667,0,0,0,0,0,0,0,0,0.00286667,0,0,4.18754209,0,0.00000000,0.00154444,0,1.70984419,0.00170000,0,0,0,0.00044444,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,22.21235000,0,0,0,0,0,0.00000000,0,0,0,0.00035000,0
2015-07-19,0,0.00030000,0,0.00000000,0.00250000,0,0.00156842,0.00188571,0,0,0,0,0,0,0,0,0,0,0,0.00258889,0.00425435,0,0,0,0,0.00345000,0,0,0,0.00250000,0,0.00060000,1.01064756,0,0.00000000,0.00192500,0,0.45008771,0.00235000,0,0,0,0.00126364,0,0,0,0,0.00131429,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00290000,0,0,0,0,0.00330000,0,0,0,0.00152500,0
2015-07-20,0,2.45780000,0,0.00000000,0.00143333,0,3.94119677,0.00166829,0,0,0,0,0,0,0,0,0,0,0,0.00177368,1.30091935,0,0,0,0,0.00296667,0,0,0,0.00326250,0,0.00560000,1.85513514,0,0.00000000,0.00145385,0,1.44945581,0.00410000,0,0,0,0.00136667,0,0,0,0.00030000,0.00130000,0,0,0,0,0,0.00165000,0,0,0,0,0,0,0.00190000,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0
2015-07-21,0.00060000,26.45970000,0,2.18412000,0.00167500,0,2.84465556,0.00191250,0,0,0,0,0,0,0.00275000,0,0,0,0,1.97875179,1.81823636,0.00214286,0,0,0,0.00000000,0,0,0,0.00103750,0.00080000,0.00360000,0.19659138,0,0,0.00182308,0,2.91048269,0.00182500,0,0,0,0.00030000,0,0,0,0.00000000,10.34943333,0,0,0,0,0,0.00243333,0,0,0,0,0,0,0.00030000,0,0.13822000,0,0,0,0.00583333,0,0,0,0.00125000,0
2015-07-22,0,0.00341429,0,0,0.57444444,0,0.00205385,0.00293125,0.00220000,0,0,0.00165000,0,0,1.34905000,0,0,0,0,0.00288333,0.07170952,0.00713333,0,0,0,0.00000000,0,0,0,0.00110000,0.07110000,0.00000000,0.03341773,0,0.00295000,0.00393636,0,0.36248008,0.00000000,0.00278000,0,0,0.00275000,0,0,0,0.00000000,1.61602273,0,0,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0.41553333,0,0,0,0.00000000,0,0,0,0.00000000,0
2015-07-23,0,20.66417500,0,9.76906667,2.42715556,0.00305000,35.68488462,10.23758000,0.25577500,55.29810000,0,4.46970000,0,0,7.14055000,0,0,0,0,26.28199167,19.65237083,0.00366000,0,0,0,15.69220000,0,0,0,6.81546667,0,0.00390000,21.66858649,0,0.00000000,26.54134706,0,5.53007431,0,4.48928000,0,0,53.03805000,0,0,0,0,34.20448889,0,0,0,0,0,0,0,0,0,0,0,0,12.99150000,0,0,0,0,0,0.00000000,0,0,0.00390000,0.00250000,0
2015-07-24,0.50640000,0.00144000,0,15.90334444,0.77498571,0,0.07302647,0.09021429,10.75367500,0,0,0.00000000,0,0,12.60750000,0,0,0,0,7.56980000,0.42311072,0,0,0,0,0.00000000,0,0,0,0.06211250,0,3.36830000,0.86610713,0,0.03728333,0.00040000,0,0.85980114,0.93720000,0.05140000,0,0,0.00000000,0.00030000,0,0,0.00174286,0.00271765,0,0,0,0,0,0.04063333,0,0.00310000,0,0,0,0,0.00000000,0,0,0.03382500,0,0,0,0,0,0,0.42317500,0
2015-07-25,0,115.15580000,0,4.01776667,14.46467500,0,9.43690000,0.74697681,0.00310000,0,0,0,0,0,13.44695000,0,0,0,0,1.26737778,19.88493684,0,0,0,0,0,0,0,0,0.85600000,0,10.76870000,6.10081834,0,0,2.76824211,0,2.96693491,0.99610000,0,0,0,0.47769091,0,0,0,0.00000000,5.70490833,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.06853846,0,0,0,0,0,2.48220000,0,0,0,0.91430000,0
2015-07-26,0,57.30210000,0,2.92097500,0.00000000,0,4.47671200,0.79196479,22.91360000,0,0,0,0,0,0,0,0,0,0,4.76355333,3.40182237,0,0,0,0,0,0,0,0,0.00156000,0,0.00046667,2.05559591,0,0,0.00126667,0,0.00148029,0,21.01625000,0,0,0.00000000,0,0,0,0.00152500,0.00040000,0,0,0.00030000,0,0,0.00000000,0,0,0,0,0,0,0.00254615,0,0,0,0,0,0.00000000,0,0,0,0.00000000,0.00500000
2015-07-27,0,138.60670000,0,5.54167143,2.49305000,0,2.90354595,0.03787647,0.00000000,0,0,0,0,0,0,0,0,0,0,3.19300000,6.94414865,0,0,0,0,0,0,0,0,0.03121818,0,0.00030000,5.67180319,0,0.34780000,0.00848621,0,0.84333307,0,0.00110000,0,0,0.12554444,0,0,0,0,0.00108571,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0.48265833,0,0,0.00015000,0,0,0.30256667,0,0,0,0,0
2015-07-28,0.03000000,162.62170000,0,1.00452500,0.00140000,0.00305000,1.67296143,0.00096250,5.44380000,0,0,0,0,0,0.00166000,0,0,0,0,0.01945890,0.33995443,0,0.00085000,0,0,0.03580000,0,0,0,8.46953000,0.05140000,0.00390000,3.21939803,0,0.00170000,0.95607391,0,0.12475993,0,0.00225000,0,0.00390000,0.00470000,0,0.00170000,0,0.00390000,0.58811579,0,0,0.00000000,0,0.00210000,0.00235000,0,0.13610000,0,0.00220000,0.03360000,0.02440000,0.00696364,0.00292500,0,0.00000000,0,0.00125000,0.00095000,0,0,0,0.00132500,0.00134286
2015-07-29,0.30733333,62.20990000,0,16.26680000,0.02580000,0.00180000,2.95860930,0.02260455,0.15546667,0,0,0,0,0,0.00000000,0,0,0,0,5.03585313,1.96085263,0.00240000,0,0,0,0,0,0,0,0.34687500,0,0.00366667,1.93369866,0,0.00055000,0.11936154,0,1.85336641,0,0.24855000,0,0,0.06375000,0,0.00220000,0,0.03384000,0.14998000,0,0,0.00670000,0,0,0,0,0,0,0.10741667,0,0.02111667,0.00297143,0.00100000,0,0,0,0.22762500,0.00030000,0,0,0.00168000,0.07813571,0
2015-07-30,0.63068000,20.44210000,0,4.12118667,2.41355000,0,2.60673182,0.02887447,0.38570000,0,0,0,0,0,0,0,0,0,0,10.55911053,1.17880906,0,0,0,0,0,0,0,0,0.78937500,0,0.27570000,0.28140039,0,1.48513333,0.54770714,0,0.15253832,0,3.46420000,0,0,0.09438889,0,0.69735000,0,0.43083333,0.09380000,0,0,0.00000000,0,0,0.00740000,0,0.00310000,0,0.76320000,0,0.83203333,0.00150000,0.03492500,0,0.04626000,0,0.37700000,0.00280000,0,0,0,0.07567059,0
2015-07-31,0.74156667,63.86780000,0,0.01400000,0.00212222,0,0.46323148,0.08168667,0.24196667,0,0,0,0,0,0,0,0,0,0,9.83811429,1.10689755,0,0,0,0,0,0,0,0,0.07407500,0,0.03815000,0.77212756,0,0.01548333,0.11760000,0,0.81532411,0,0.00560000,0,0,0.00042000,0,0.27890000,0,0.46638000,0.04154444,0,0,0.00030000,0,0,0,0,0.00420000,0,0.51027500,0,0.18684000,0.01461667,0,0,0.04680000,0,0.33525000,0.03300000,0,0,0.00186667,0.11100000,0
