title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2012-08-01,2013-01-31
---------
Day,"[16] Wait Hours: Per Job","[100] Wait Hours: Per Job","[12] Wait Hours: Per Job","[2] Wait Hours: Per Job","[32] Wait Hours: Per Job","[38] Wait Hours: Per Job","[64] Wait Hours: Per Job","[20] Wait Hours: Per Job","[1] Wait Hours: Per Job","[11] Wait Hours: Per Job","[60] Wait Hours: Per Job","[30] Wait Hours: Per Job","[9] Wait Hours: Per Job","[35] Wait Hours: Per Job","[10] Wait Hours: Per Job","[17] Wait Hours: Per Job","[4] Wait Hours: Per Job","[39] Wait Hours: Per Job","[18] Wait Hours: Per Job","[22] Wait Hours: Per Job","[80] Wait Hours: Per Job","[3] Wait Hours: Per Job","[24] Wait Hours: Per Job","[15] Wait Hours: Per Job","[27] Wait Hours: Per Job","[8] Wait Hours: Per Job","[128] Wait Hours: Per Job","[6] Wait Hours: Per Job","[5] Wait Hours: Per Job","[36] Wait Hours: Per Job","[21] Wait Hours: Per Job","[19] Wait Hours: Per Job","[40] Wait Hours: Per Job","[23] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[14] Wait Hours: Per Job","[34] Wait Hours: Per Job","[31] Wait Hours: Per Job","[33] Wait Hours: Per Job","[37] Wait Hours: Per Job","[41] Wait Hours: Per Job","[44] Wait Hours: Per Job","[48] Wait Hours: Per Job","[46] Wait Hours: Per Job","[47] Wait Hours: Per Job","[45] Wait Hours: Per Job","[49] Wait Hours: Per Job","[51] Wait Hours: Per Job","[53] Wait Hours: Per Job","[25] Wait Hours: Per Job","[56] Wait Hours: Per Job","[50] Wait Hours: Per Job","[42] Wait Hours: Per Job","[43] Wait Hours: Per Job","[57] Wait Hours: Per Job","[63] Wait Hours: Per Job","[58] Wait Hours: Per Job","[59] Wait Hours: Per Job","[52] Wait Hours: Per Job","[54] Wait Hours: Per Job","[61] Wait Hours: Per Job","[13] Wait Hours: Per Job","[55] Wait Hours: Per Job","[29] Wait Hours: Per Job","[62] Wait Hours: Per Job","[7] Wait Hours: Per Job","[68] Wait Hours: Per Job"
2012-08-11,44.35468000,0,0,0.00255682,0,0,0,0.15905000,0.09986676,0,0,0,0.00060000,0,0.00560000,0,0.00137297,0,0,0,0,0.00172500,0.00060000,0,0,0.00140000,0,0.00345000,0.00192500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750000,0
2012-08-12,49.98334000,0,0,0.31612727,0,0,0,0.51696119,0.60388646,0,0,0,0.00060000,0,0.00127143,0,1.19794000,0,0,0,0,1.13188000,0.02875000,0,0,0.00000000,0,0.00030000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-13,82.86750000,0,0,0.32452692,0,0,0,27.48338667,6.89966578,0,0,0,0.00000000,0,0.00000000,0,3.63171667,0,0,0,0,0.00000000,0.00000000,0,4.12890000,0.37214000,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-14,43.92555000,0,0,0.09261154,0.00170000,0,0.11420000,4.32440000,1.28301114,0,0,0,12.10440000,0,4.88456000,0,0.20980000,0,0,0,0,13.13847500,0,13.13580000,0.00140000,0,0,0.18532973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-15,13.08366364,0,0,0.00164444,0.00000000,0,0.11760000,0.00000000,0.22835551,0,0,0,0.00000000,0,0.00000000,0,0.00060000,0,0,0,0,0.00000000,0,0.00000000,0,0.01364444,0,0.49646905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-16,27.87436923,0,0,0.00442979,0.05780000,0,0.38694490,0,0.64782399,0,0,0,0,0,0.01475000,0,0.00663333,0,0,0,0,0,0,0.00196667,0,0.00276667,0,0.28414063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-17,8.70846750,0,0,0.00736889,0.01860000,0,0.02150789,0,1.06046385,0,0,0,0,0,0.00593750,0,0.01820000,0,0,0,0,0,0,0.00990000,0,0.00777500,0,0.00345714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-18,18.55794545,0,0,0.00447143,0,0,0.02176667,0,1.03170495,0,0,0,0,0,0,0,0.00342500,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0.00000000,0,0,0,0,0.00750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-19,14.47561818,0,0,0.00555000,0,0,0.08250000,0,0.99852209,0,0,0,0,0,0,0,0.00745000,0,0,0,0,0.00830000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-20,16.02409333,0,0,0.01575294,0.00473333,0,0.01742000,0,2.52748616,0,0,0,0,0,0.00150000,0,0.00340000,0,0,0,0,0,0,0.00780000,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-21,14.41579000,0,0,0.01824444,2.02702162,0,0.26995385,0,6.66339624,0,0,0,0,0,0,0,0.01445000,0,0,0,0,0,0,0.00000000,0,0.01080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,31.96145000,0,0,1.69482857,3.21992143,0,1.08557778,0,11.73242619,0,0,0,0,0,3.84560000,0,0.32706667,0,0,0,0,0.53084286,0,0.00000000,0,1.06950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-23,14.05330000,0,0,0.15979474,13.32825227,0,0.69690000,0,11.35432440,0,0,0,0,0,4.20310000,0,1.36710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-24,38.34016667,0,0,0.01500000,10.95694884,0,0.59560000,0,19.57813716,0,0,0,0,0,0.00000000,0,2.95930000,0,5.80220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-25,53.20056667,0,0,12.49953065,12.36089375,0,0.01690000,0,55.26581739,0,0,0,0,0,0,0,6.21971765,0,23.88170000,0,0,0.02790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-26,34.33020000,0,0,0.43690000,7.14320000,0,1.62390000,0,53.98202263,0,0,0,0,0,0,0,2.75389091,0,0,0,0,12.25105000,0,0,0,0.05080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-27,80.29838000,0,0,0.00701622,0.00000000,0,168.51161667,0,40.37241596,0,0,0,0,0,0,0,0.02292381,0,0,0,0,30.61508571,0,0,0,0,0,0.05896667,0.00062500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-28,83.10638571,0,0.00250000,0.15192500,0.00110000,0,0.00150000,0,0.58946027,0,0,0,0,0,0,0,0.26000000,0,0,0,0,18.71027500,0,0,0,1.22560000,0,0,0.00107778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,53.82797143,0,0,0.00162857,0.00190000,0,0.08150000,0,0.43872219,0.00140000,0,0,0,0,0.02453333,0,0.00139000,0,0,0,0,41.70916667,0.00060000,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0.02055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-30,42.28857500,0,0,0.00232857,0,0,0.00690000,0,0.51080718,0,0,0,0,0,0.00000000,0,0.00157059,0,0,0,0,4.62775385,0,0,0,0.01036667,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-31,18.68849444,0,0.00151429,0.01897500,0.27478000,0,0.87582778,0,0.45222061,0,0,0,0,0,0,0,0.06391818,0,0,0,0,0.00282500,0,0,0,0.55147000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,12.68243478,0,0,0.00000000,0.00180000,0,0.00250000,0,0.58236618,0,0,0,0,0,0,0,0.00330000,0,0,0,0,0.00190000,0,0,0,0.00310000,0,0.00203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-02,24.06241429,0,0,0.00080000,0.11500000,0,0.05690000,0,0.06535067,0,0,0,0,0,0.03236000,0,0.00120000,0,0,0,0,0.00117500,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-03,34.30437500,0,0,0.00187600,0.00170000,0,0.02036667,0,0.61919978,0,0,0,0,0,3.57762308,0,0.02023333,0,0,0,0,0.00250000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-04,38.78445000,0,0,0.06879000,0.21046667,0,0.00000000,0,0.22439383,0,0,0.23500000,0,0,0,0.00250000,0.00614286,0,0.05780000,0,0,0.00220000,0.91540000,0,0,0.11735000,0,0.37219038,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,37.64055000,0,0,0.06010943,0.67406000,0,2.01015000,0,1.30157338,0,0,0,0,0,10.04151111,0,0.39952222,0,0,0,0,0.09265000,0,0,0,0.05810000,0,1.90004286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-06,34.29477778,0,0,0.01661481,0.00000000,0,0.06970000,0,6.38239555,0,0,0,0,0,16.14074167,0,0.07952857,0,0,0,0,0.47702500,0,0,0,1.47626667,0,0.00000000,0.00590000,0,0,0,0,0,0,0.03890000,0,0,0,0,0,0,0,0.00580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,89.10940000,0,0,0.00360000,0.13421000,0,1.45286667,0,3.47381556,0,0,0,0,0,0.00195000,0,0.00390000,0,0,0,0,0,0,0,0,0.00000000,0,0.00420000,0.52560000,0,0,0,0,0,0,0.07770000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-08,45.72492500,0,0,0.26458000,1.18598333,0,117.16300000,0,5.79864604,0,0,0,0,0,7.18970000,0,1.87690000,0,0,0,0,0.66687500,1.38060000,0,0,0,0,2.21030000,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-09,33.92980000,0,0,0.01960000,3.35922500,0,0.00000000,1.87360000,2.79931172,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0.00030000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-10,60.79343333,0,0,0.10811579,0.70539000,0,0.01440000,0,2.20475408,0,0,0,0,0,0.00000000,0,0.15560909,0,0,0,0,0.31841250,0.00080000,0,0,0.45280000,0,0,0,0,0,0,0.62330000,0,0,1.08575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-11,28.95830000,0,0,0.18862000,9.31730000,0,156.48888000,0.59875000,5.01304357,0,0,0,0,0,0,6.41500000,2.18565294,0,0,0,0,2.68532000,0,0,0,5.79810000,0,12.08540000,0,0,0,0,1.83830000,0,0,7.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-12,137.14560000,0,0,0.08021000,0.08444000,7.42415000,0.58548824,0.34470000,1.18384295,0,0,0.02690000,0,0,0,0.00000000,0.05448929,0,0,0,0,0.16133636,0.25656667,0,0,1.53213333,0,0.49456667,0.03705000,0,0,0,0.00580000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-13,161.28940000,0,0,0.06851034,0.76470000,3.04250000,0.08618333,0,3.16063558,0,0,1.37330000,0,0,0,0,2.47828000,0,0,0,0,0.78681875,7.89585000,0,0,4.07400000,0,0.00000000,1.60595000,0,0,0,0,0,0,0.00000000,0,0.19180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-14,42.36540000,0,0,0.10862593,0.24945000,0.00000000,0.08712000,0,0.67439387,0,0,0,0,0,0,0.01420000,1.21875000,0,0,0,0,0.27825789,0,0,0,0.46953333,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03220000,0,0,0,0,0,0,0
2012-09-15,37.84140000,0,0,3.49634444,0.43844000,0.00000000,0.06683333,0,7.74060745,0,0,0,0,0,8.33890000,0.00000000,0.00320000,0,0,0,0,0.37233571,0,0,0,1.36890000,0,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-16,81.89586667,0,0,0.06401579,0.00000000,0.04436667,0.27792500,0,1.80889760,0,0,0,0,0,0,0,0.03808696,0,0,0,0,0.00195000,0,0,0,0.00110000,0,0,0.11565000,0,0,0,0,0,0,0,0,0.20434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-17,0,0,0,1.17449394,0.21568125,0.00000000,0.07000000,0,1.59778301,0,0,0,5.63080000,0,0,0,0.41657200,0,0,0,0,0.22034167,0.00470000,0,0,1.07807500,0,0,1.49860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,0,0,0,3.96814375,10.64380000,1.00683333,0.17560000,0,4.65047233,0,0,0,0,0,0,0,2.20367143,0,0,0,0,3.95410833,0,0.00920000,0,9.03687500,0,1.03530000,0.84525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-19,0,0,0,0.61399286,1.92620000,5.22900000,0.71778333,0,25.99926418,18.37470000,0,0,0,0,0,0,6.54212500,0,0,0,0,6.33892000,0,0,0,1.52533906,0,3.25000000,1.86830000,0,0,0,0,0,0,0,0,1.90973333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-20,24.71436667,0,0,1.91813382,0.47210000,3.18695000,0,0,10.82367006,0,0,0,0,0,0,0,11.72302500,0,0,0,0,8.09718000,0,0,0,0.98313750,0,0.00750000,2.31125000,0,0,0,0,0,0,0,0,0.02584000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-21,0.00000000,0,0,0.34108636,0.00210000,42.91530000,0.16540000,0,0.41910051,0,0,0,0,0,0.01014286,0,8.21673636,0,0,0,0,16.59883333,0,0,0,0.01364000,0,0.01570000,0,0,0,0,0,0,0,0,0,0.06415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-22,0.00125000,0,0,0.01168333,0.00090000,0.06263333,0.17080000,0,0.33202172,0,0,0,0,0,0.00000000,0,8.33859355,0,0,0,0,0.01202222,0,0,0,0.11312000,0,0.00060000,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-23,0,0,0,0.02945000,0.00155000,0.00060000,0.02615000,0,0.17390606,0,0,0,0,0,0,0,36.51531000,0,0,0,0,0.01590000,0,0,0,0.01115000,0,0.01585000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-24,0,0,0,0.17615484,0.25241667,0.81868571,0.00110000,0.12090000,0.40100000,0,0,0,0,0,0.00163750,0,10.19665417,0,0,0,0,0.42150000,0,0,0,0.47611667,0,0.02836364,0.11916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11310000,0,0,0,0,0,0,0,0,0,0,0
2012-09-25,0,0,0,0.89844333,1.93557692,21.39030000,0.00000000,0.66000000,1.57586421,0,0,0,0,0,0.00000000,0,0.51124194,0,0,0,0,0.65899394,0,0,0,0.18125000,0,11.32330000,2.73371667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-26,0,0,3.12390000,2.75465156,0.83965000,20.30750000,1.59670000,3.66860000,0.18048176,0,0,0,0.00203333,0,1.13891111,0,0.22352143,0,0,0,0,0.00215455,0,0,0,0.54301538,0,0.32671429,0.00600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-27,0,0,0,0.00522667,0.03348000,0.00460000,0.02325714,0,0.06595702,0,0,0,0.00000000,0,1.76578000,0.00390000,0.00922857,0,0,0,0,0.00240000,0,0,0,0.12894286,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05860000,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,0,0,0,0.03886923,1.32195000,6.63786667,0.00295000,2.84000000,0.59713201,0,0,0,0.00000000,0,1.11380909,0.00000000,0.71416667,0,0,0,0,1.86875000,0,0,0,0.56861667,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-29,0,0,0,1.09050000,0.00000000,0.00000000,10.40580000,2.48723333,1.94664497,0,0,0,0.00000000,0,0.00000000,5.54560000,0.45080000,0,0,0,0,3.28000000,0,0,0,4.40180000,0,8.67140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-30,12.84000000,0,0.00170000,0.00226250,0,54.14360000,0.11330000,0,0.63003457,0,0,0,0.01580000,0,2.43435385,0.00000000,0.00000000,0,0,0,0,0.00551667,0,0,0,1.70526667,0,11.29220000,0,0,0,0,0,0,0,0,0.00030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
