title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[24] Wait Hours: Per Job","[18] Wait Hours: Per Job","[16] Wait Hours: Per Job","[10] Wait Hours: Per Job","[20] Wait Hours: Per Job","[3] Wait Hours: Per Job","[12] Wait Hours: Per Job","[1] Wait Hours: Per Job","[21] Wait Hours: Per Job","[108] Wait Hours: Per Job","[27] Wait Hours: Per Job","[19] Wait Hours: Per Job","[25] Wait Hours: Per Job","[14] Wait Hours: Per Job","[72] Wait Hours: Per Job","[4] Wait Hours: Per Job","[2] Wait Hours: Per Job","[13] Wait Hours: Per Job","[40] Wait Hours: Per Job","[33] Wait Hours: Per Job","[11] Wait Hours: Per Job","[7] Wait Hours: Per Job","[48] Wait Hours: Per Job","[44] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[8] Wait Hours: Per Job","[64] Wait Hours: Per Job","[15] Wait Hours: Per Job","[6] Wait Hours: Per Job","[22] Wait Hours: Per Job","[9] Wait Hours: Per Job","[32] Wait Hours: Per Job","[36] Wait Hours: Per Job","[34] Wait Hours: Per Job","[30] Wait Hours: Per Job","[17] Wait Hours: Per Job","[56] Wait Hours: Per Job","[31] Wait Hours: Per Job","[23] Wait Hours: Per Job","[128] Wait Hours: Per Job","[29] Wait Hours: Per Job","[38] Wait Hours: Per Job","[42] Wait Hours: Per Job","[5] Wait Hours: Per Job","[60] Wait Hours: Per Job","[55] Wait Hours: Per Job","[90] Wait Hours: Per Job","[50] Wait Hours: Per Job","[46] Wait Hours: Per Job","[63] Wait Hours: Per Job","[43] Wait Hours: Per Job","[86] Wait Hours: Per Job","[100] Wait Hours: Per Job","[35] Wait Hours: Per Job","[52] Wait Hours: Per Job"
2016-02-15,0,0,2.46676667,26.10340000,0.56530000,0.00000000,0,0.75371803,0,0,0,0,0,0,0,29.03409231,0.30148125,0,0,0,0,0,0,0,0.00310000,0.42665000,0.00275000,1.87237500,0,1.65861250,0,0.00000000,0,0,0,0,0,0,0,0.01656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,132.25822000,0,7.19070000,91.99360000,4.21286667,39.87210000,0,5.97485097,0,0,0,0,0,0,0,15.13318438,5.63109420,2.74530000,0,0,0,0,0,0,0.00000000,0.00000000,4.75464286,10.29656250,0,25.71726000,0,12.61190000,0,0,0,0,0,0,0,5.77693333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,0.00000000,0,27.44046667,11.76027500,0,0.00000000,0,4.87717911,0,0,0,0,0,0,0,22.55218261,0.84325204,19.72390000,0,0,0,0,0,0,2.99225000,0,7.26404286,7.81825000,0,6.35255000,0,8.65940000,0.77016667,0,0,0,0,0,0,1.12750000,0,0,0,0,3.65970000,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,0.34390000,0,16.28250000,78.98674000,0,0,0,2.61970218,0,0,0,0,0,0,0,3.94710667,1.44248592,0,0,0,0,0,0,0,0.13307500,0,3.91087143,21.66276000,0,3.95078571,0.84690000,0.00000000,0.24720000,0,0,0,0,0,0,0.14830000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,17.18360000,0,12.94462500,66.99855000,0,0.57985000,23.67937500,1.07569177,0,0,0,0,0,0,0,1.38215122,0.02522400,12.26043333,0,0,0,0,0,0,1.68845000,0,0.81396000,5.53230000,0,4.14202667,0,7.42080000,0.00985000,0,0,0,0,0,0,0.01220000,0,0,0,0,0.00680000,0,0,0,0,0,0,0,0,0,0,0
2016-02-20,0.00000000,0,19.60962000,0.00000000,0,0.05468571,0.01733333,1.60312968,0,0,0,0,0,0,0,0.41706000,0.02911111,2.08378000,0,0,0,0,0,0,0.00000000,0,0.01801429,0.01530000,0,0.02390000,0,0.01830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-21,0,0,23.26170000,188.55125000,0,0.01720000,0,0.69184501,0,0,0,0,0,0,0,2.43488696,0.06017321,0.02170000,0,0,0,0,0,0,0.02000000,0.61075000,0.33470667,1.05277500,0,0.01896250,0,0.00000000,0.47720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,0,0.03330000,2.70721176,208.15015000,0,0.00000000,0,0.13599793,0,0,0,0,0,0,0,0.04198936,0.02991228,0.01485000,0,0,0,0,0,0,0.01830000,0.02250000,0.02732286,0.02786667,0,0.05559375,0,0.09580000,0.02471667,0,0,0,0,0,0,0.02392500,0,0,0,0,0.02720000,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,0.53410000,0,13.71926667,0.03665000,0.06690000,0.00000000,0,0.29235502,0,0,0,0,0,0,0,1.23873333,0.43844886,0.27805000,0,0,0,0,0,0,0.43920000,0.02615000,0.93408478,0.52233333,0,2.29127500,0,0.03000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,4.63100000,0,6.45232000,47.14891000,0.04850000,0.58860000,0.07890000,0.62877878,0,0,0,0,0,0,0,1.05664407,0.41096387,0.05920000,0,0,0,0,0,0,0.00000000,0.04610000,0.13515000,0.44080000,0,0.46370714,0,0.04610000,1.14441250,0,0,0,0,0,0,0,0,0,0,0,0.40610000,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,26.40230000,0,9.81570000,15.47896522,0.08580000,0.98238000,0,3.19710676,0,0,0,0,4.33265000,0,0,16.50196866,1.86391071,3.12480000,0,0,0,8.16140000,0,0,6.11973333,0,2.73146364,3.57710000,0,5.76532857,0,7.64485000,9.82619286,0,0,0,0,0,0,0,0,0,0,0,1.66920000,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,23.71190000,0,25.29244000,56.08937778,0.04170000,0.04560000,0,7.98155288,0,0,0.27690000,0,0.00000000,0,0,7.91525500,0.04698710,0.00000000,0,0,0,0,0,0,0.24560000,0,0.44200000,0.05916667,0,0.79480714,0,0.00000000,0.10858966,0,0,0,0,0,0,0.26940000,0,0,0,0,0.94445000,0,0,0,0,0,0,0,0,0,0,0
2016-02-27,0.00000000,0,33.67031429,136.92917500,3.67952500,0.00473333,5.31305000,0.49651938,0,0,15.68670000,0,0.00440000,0,0,10.57956316,0.96605192,8.28028000,0,0,0,0,0,0,0.00000000,0,0.83080000,1.56830000,1.10455000,0.51323333,0,0,8.80840625,0,0.00500000,0.00670000,0,0,0,0.00000000,0,0,0,0,0.00544000,0,0,0,0,0,0,0,0,0,0.00690000,0
2016-02-28,0,0,51.42400000,0.00500000,0.00000000,0.00000000,0,1.01773761,0,0,0,0,0.00512857,0,0,0.01005625,0.01136364,0.00000000,0,0,0,0,0,0,0.00690000,0.00425556,0.00534375,0.00435000,0,0.00494000,0,0.00470000,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0.00494545,0,0,0,0,0,0,0,0,0,0.00000000,0
2016-02-29,0,0,39.23117778,0.00449000,0.00500000,0.00640000,0.00415000,0.33712531,0,0,0,0,0.00472222,0,0,7.77381613,0.01158519,0,0,0,0.00810000,0,0,0,0.00000000,0.00220000,4.87648333,0.00500000,0.00440000,0.00460000,0,0.00375000,0.00569000,0,0,0,0,0,0,0,0,0,0,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,0,0,65.15714286,0.00584000,0.00420000,4.27830000,0,0.34182380,0,0,0,0,0,0,0,0.74636316,0.09024057,0,0,0,0.00000000,0,0,0,0.00360000,0,0.09475000,0.00710000,0,0.00676667,0,0.16525000,1.71017000,0.17830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,0.18110000,0.32560000,41.46945714,9.87167500,0.00750000,0.66677273,0.33640000,3.85641096,0,0,0,0,0,0.39060000,0,2.31317722,2.85176935,0,0,0,0,0,0,0,0.14905000,0,1.17827500,0.52430000,0,0.70412500,0.26810000,0.00000000,0.00826250,0.00000000,1.67763333,0,0.01915000,0,0,0,0,0,0,0,1.57970000,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,0.00000000,0,47.26234286,0.00000000,0.00000000,7.35872500,0.00000000,2.16922467,0,0,0,0,0,0,0,5.11688636,3.98673529,0,0,0,0,0,0,0,20.03833333,17.23465000,6.67686000,4.25546667,0,1.36202500,0.00000000,0,15.59447500,0,2.60360000,16.74720000,0,0,0,1.11695000,0,0,0,0,1.76610000,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,27.04170000,34.83210000,56.66693750,4.97845556,23.18330000,6.29045000,0,10.63242648,0,0,0,0,0,39.43790000,0,25.83729184,11.68674444,16.83810000,0,0,0,0,0,0,0.00000000,0.00000000,7.91871111,2.11515000,0,9.73397000,29.71830000,0,0.00000000,0,0.00000000,0.00000000,0,0,0,0.41610000,0,0,0,0,21.69780000,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,0.00000000,0.00000000,45.85975556,20.79243333,0.00000000,0,58.72610000,35.34032274,0,0,0,0,0.31500000,0.00000000,0,1.47885532,2.39044839,0.00000000,0,0,0,0,0,0,0.04720000,0,5.37933636,4.04555000,0,9.95151429,0.00000000,11.47030000,0,0,0,0,0,0,0,0,0,0,0,0,1.46330000,0,0,0,0.41640000,0,0,0,0,0,0,0
2016-03-06,0,0,64.65545000,0.00000000,0,0.00414444,0.00000000,5.46085449,0,0,0,0,0,0,0,12.54621563,0.05576207,0,0,0,0,0,0,0,0.00000000,0.04492500,0.34548889,0.19560000,0,1.66433000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00345000,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,0,0,35.72368621,0.00250000,0.22095000,0.00000000,0.00250000,0.01094402,0,0,0,0,0,0,0,0.00383125,0.01360263,0,0,0,0,0,0,0,0.00000000,0.07625000,0.03960833,0.00615000,0,0.00428750,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0.00460000,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,0,0,45.67101176,1.10196667,14.42583333,0.00000000,0,0.37907771,0,0,0,0,0,0,0,24.89578824,0.05516053,0,0,0,0,0,0,0,0,0,0.02249524,0.00398182,0,0.16712857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-03-09,0,0,21.52392188,0.16283200,15.56323333,0.00720000,0,1.74702706,0,0,0,0,0,0,0,0.62781600,0.45917568,0,0,0,0,7.76130000,0,0,0,0,0.83124000,0.45895000,0,0.42887500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-03-10,0,0,88.00183333,0.00430000,13.67784000,0.15562143,0,0.72913700,0,0,0,0,0,0,0,35.00177857,0.65208596,0,0,0,0,0.12085000,0,0,0.09030000,1.04780000,2.46216667,0.00786667,0,0.08521429,0,0,1.63472500,0,0,0,0,0,0,0,0,0,0,0,0.00500000,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,0,0,37.33930833,0.00000000,27.39213333,0.50400000,0,0.63321657,0,0,0,0,0,0,0,3.03096667,0.82569524,11.41140000,0,0,0,10.24250000,0,0,0.00000000,0,3.95981111,0.30610000,0,0.50848750,0,0,0.10147500,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-03-12,0,2.44846667,16.71439000,0,45.73603333,0.00680000,0,0.00642127,0,0,0,0,0,0,0,29.65820500,0.01957792,7.84920000,0,0,0,0.00390000,0,0,0.00000000,0,0.13705000,0.00000000,0,0.00420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2016-03-13,0,0.00470000,35.90971667,0,0,0.00000000,0,0.00685000,0,0,0,0,0,0,0,0.00726818,0.00776000,0,0,0,0,0.00000000,0,0,0,0.00440000,0.01341429,0.05140000,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,0,6.59960000,12.26532857,0.00393333,0,0.00642857,0,0.04474901,0,0,0,0,0,0,0,51.58605455,0.01368182,0.00610000,0,0,0,0.00000000,0,0,0,0.00356000,0.00390000,0.00323333,0,0.00516071,0,0,0,0,0,0,0,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,0,26.29744000,21.28954444,0.00000000,0,0.07040500,0,0.10974679,0,0,0,0,0,0,0,0.56807826,0.22590862,0.00000000,0,0,0,0,0,0,0,0.00000000,1.60189000,0.00405000,0,4.80623750,0,0,0,0,0,0,0,4.09500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-16,0,39.61704000,12.55305000,0.00750000,0,0.01057500,0,0.16417566,0,0,0,0,0,0,0,2.03703333,0.06300392,0.00000000,0,0,0,3.18250000,0,0,0,0,0.07816250,1.90070000,0,1.24941395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-17,0,16.02895000,20.33154375,3.42805000,0,0.00615405,3.75625000,1.03226221,0,0,0,0,0,0,0,1.81436444,0.11230800,0,0,0,0,0.00000000,0,0,0,0,0.72201250,3.46780000,0,0.45514286,0,0,0.03305000,0.00560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,0,37.91762000,27.24500588,0.00457500,0.00500000,0.00500000,0.00000000,1.14623152,0,0,0,0,0,0,0.00560000,3.92672857,0.04551286,0,0,0,0,0.00000000,0,1.13672500,0,0,0.34458125,0.00420000,0,3.06487000,0,0,0.23560000,0.00580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-19,0,63.29472000,46.19489000,0.00460000,0,0.12420000,0.00000000,0.16625782,0,0,0,0,0,0,4.11890000,0.02454839,0.05450000,7.92530000,0,0,0,0,0,1.13223333,0,0,0.76262222,0.20110000,0,11.73570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-20,0,88.37556000,61.48282727,0.00000000,0,0.31573333,0.74830000,0.75462894,0.92952727,0,0,0,0,0,7.74500000,6.90513077,3.00038889,0,0,0,0,0,0,0.01370000,0,0,6.04617500,0.00500000,0,3.96772000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24960000,0,0,0,0,0,0,0,0,0,0,0
2016-03-21,0,88.46806000,44.78692778,0,0.43367500,0.42320000,0.00436667,0.46378951,4.41631429,0,0,0,0,0,5.39190000,0.61923529,0.26700000,0.62670000,0,0,0,3.64500000,0,8.51916667,0,0,0.35990000,0.00305000,0,0.53349167,0,0,0.39666667,0,0,0,0,0,0,0,0,0,0,0,2.82683333,0,0,0,0,0,0,0,0,0,0,0
2016-03-22,0,16.35010000,54.43217692,0,6.80771429,0.20237143,9.89670000,1.65555609,0,0,0,0,0,0,14.26310000,8.31732258,0.84913500,0.00000000,0.24360000,0,0,0.98170000,0,6.97573333,0,0.58830000,0.32161538,0.44530000,0,1.51125000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.29917500,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,0,23.40732000,40.49948750,0.61972500,0.00000000,0.28771176,0.00000000,2.88000162,0,0,0,0,0,0,13.75750000,3.05186129,0.38478571,0,0,0,0,0.18845000,0,0.00000000,0,0,11.48768788,0,0,2.74133077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31390000,0,0,0,0,0,0,0,0,0,0,0
2016-03-24,0,18.84965000,24.05129000,1.48370000,0,0.20796667,0.00000000,1.28020530,0,0,0,0.16750000,0,0,10.46440000,14.52408500,0.61166667,0,0,0,0,0.19690000,0,0,0,0,3.55153929,0,0,1.56052857,0,0,0,0,0,0.29940000,0,0,0,0,0,0.45920000,0,0,0.26603750,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,0,40.11437500,86.66868889,2.45545000,0,0.25774444,0,2.64041420,0,0,0,0,0,0,9.32000000,4.35712941,0.96024884,0,0,0,0,2.58555000,0,0.40500000,0,0,1.64697083,0,0,3.39807500,0,0.29810000,0,0,0,0.70473333,0,0,0,0,0,0,0,0,3.20440000,0,0,0,0,0,0,0,0,0,0,0
2016-03-26,0,0.21060000,102.17515714,0.00000000,0,0,7.36027500,1.91448008,0,0,0,0,0,0,0.00000000,10.34855152,0.29732500,0,0,0,0,0.00000000,0,0.00000000,0,0,0.30036800,0,0,0.21959231,0,3.27030000,0,0,0,0.18095000,0,0.18360000,0,0,0,0,0,0,0.19686667,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,0,0,90.41963000,0.73468333,0,0,0.00000000,2.50970250,0,0,0,0,0,0,0,2.75064800,0.33782069,0,0,0,0,0.00000000,0,0,0,0,4.36100741,0,0,0.00000000,0,0.26580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,0,0,30.59323333,16.68728333,0,0,4.08165000,3.15486771,0,0,0,0,0,0,0,9.92847250,0.23548621,0,0,0,0,0,0,0,0,0,8.50290556,0,0,0.19640000,0,0.22180000,0,0,0,0,0,0.25830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-29,0,0.10195000,103.95472000,40.99078571,0,0,1.72360000,3.91518653,0,0,0,0,0,0,0,0.58574615,0.38392609,0,0,0,0,6.03477500,0,0,0,0,10.37438667,1.48055000,0,5.95390000,0,0.00640000,0,0,0,0,0,0,0,0,4.70170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-30,0,0,88.24927692,57.96578621,0,0.23730000,0.10360000,0.84864167,0,0,0,0,0,0,0,15.37212143,0.07373265,0,1.38880000,0,0,2.92060000,0,0,0,0,1.23748571,0,0,0.02835000,0,0.00720000,0.98530000,0,0,0.00670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,0,0,34.66580667,0.05060000,0,0.84006667,0.00720000,1.87287881,0,0,0,0,0,0,0,1.23765556,0.55732609,3.40560000,7.01015000,0,0,6.34140000,0,0,0,0,13.21380500,3.65470000,0,2.29205333,0,0,0.89880000,0,0,0,0,2.03580000,0,0,5.12405000,0,0,0,0.40150000,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,0,0.46443333,46.95771250,0.00000000,0,2.34906667,0,8.42013110,0,0,0,0,0,0,0,17.04986552,1.60342251,0,0.76166667,0,0,1.14780000,0.13890000,0,0,0,11.15007200,0.64720000,0,7.43240000,0,0,0.32220000,0,0,0,0,0.89978000,0,0,0.00390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-02,0,0.77740000,20.37513333,0.00000000,0.00530000,0.00940000,0,5.87355668,0,0,0,0,0,0,0,0.60664545,11.77519183,0,0.00000000,0,0,0,19.18235000,0,0,0,0.50807778,0,0,0.00490000,0,0,2.02026667,0,0,0,0,0,0,0,0,0,0,0,0.36902500,0,0.45070000,0,0,0,0,0,0,0,0,0
2016-04-03,0,0.00920000,9.72550000,0,0.00640000,0.90890000,0,1.98472914,0,0,0,0,0,0,0.00360000,18.73545556,0.12930875,0,0.06838333,0,0,0,0.00000000,0,0,0,0.18277500,0.72166000,0,0.00690000,0,0.00750000,0.00600000,0,0,0,0,0,0,0,0.00510000,0,0,0,0.04473333,0,0,0,0,0,0,0,0,0,0,0.00585000
2016-04-04,0,0,13.86278235,0,0,0.39769167,0.00530000,0.93389167,0,0,0,0,0,0,0.00000000,2.19127083,1.83527383,0,0.00000000,0,0,0,0,0,0,0,1.48238000,0.79406000,0,0.53015556,0,0.00000000,0.56140000,0,0,0,0,0,0,0,0.00853636,0,0,0,0.03500000,0,0,0,0,0,0,0,0,0,0,0.00000000
2016-04-05,0,0,26.09325000,0,0,0.00375000,0.00540000,0.09237587,0,0,0,0,0,0,0,0.98729737,0.56109565,0,0,0,0,0.00416667,0,0,0,0,0.55213846,0,0,0.35225556,0,0.02847500,0.04610000,0,0,0,0,0,0,0,0.01128000,0,0,0,0.20178000,0,0,0,0,0,0,0,0,0,0,0
2016-04-06,0,0,31.51328333,0,0,0.00000000,10.37140000,4.84725337,0,0,0,0,0,0,0,0.78034615,10.47891632,0,0,0,0,0.00000000,0,0,0,0,0.85128667,3.92430000,0,1.29465000,0,0.15610000,0,0,0,0,0,0,0,0,0,0,0,0,0.44292222,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,0,0,31.59437778,0,0,1.19899231,13.17610000,4.66898047,0,0,0,0,0,0,0,7.18184286,0.81774493,0,0,0,0,0.00000000,0,0,0,0,1.11512759,0.00000000,0,1.92575455,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.39980000,0,0,0,0,0,0,0,0,0,0,0
