Day,[14] Wait Hours: Per Job,[1] Wait Hours: Per Job,[32] Wait Hours: Per Job,[26] Wait Hours: Per Job,[30] Wait Hours: Per Job,[22] Wait Hours: Per Job,[9] Wait Hours: Per Job,[13] Wait Hours: Per Job,[17] Wait Hours: Per Job,[4] Wait Hours: Per Job,[5] Wait Hours: Per Job,[16] Wait Hours: Per Job,[8] Wait Hours: Per Job,[6] Wait Hours: Per Job,[3] Wait Hours: Per Job,[19] Wait Hours: Per Job,[11] Wait Hours: Per Job,[2] Wait Hours: Per Job,[10] Wait Hours: Per Job,[24] Wait Hours: Per Job,[12] Wait Hours: Per Job,[20] Wait Hours: Per Job,[102] Wait Hours: Per Job,[7] Wait Hours: Per Job,[18] Wait Hours: Per Job,[15] Wait Hours: Per Job,[95] Wait Hours: Per Job,[27] Wait Hours: Per Job,[51] Wait Hours: Per Job,[28] Wait Hours: Per Job,[128] Wait Hours: Per Job,[64] Wait Hours: Per Job,[98] Wait Hours: Per Job
2013-09-29,0,8.89996832,0,0,0.03485000,0,0,0,0,0.06989697,0,0,0.00830000,0,0.01656667,0,0,0.01300488,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,0,3.33464750,0.00540000,0,0.00390000,0,0,0,0,0.02109091,0.68330000,0,0.23428000,0,0.03190000,0,0,0.03468716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,3.35409022,1.64757500,0,0,0,0,0,0,0.04889000,0.00000000,0,0.00540000,0,0.01425000,0,0,0.61126525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,0,0.20009154,0.26360000,0,0,0,0,0,0,0.02503636,0,0.31896667,0.32815000,0,0.00440000,0,0,0.01838835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,0,0.49708520,0.01545000,0,0,0,0,0,0,0.07938571,0,0.03665000,0.58378000,0,0,0,0,0.02884396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-04,0,1.60760016,0,0,0,0,0,0,0,0.18906842,0,0.12860000,0.40537143,0,0,0,0,0.05626593,0,0,0.08860000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-05,0,0.34903581,0.06330000,0,0,0,0,0,0,0.34966667,0,0.00530000,0.03430000,0,0.00440000,0,0,0.01697143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-06,0,0.86852415,0,0,0,0,0,0,0,0.26992500,0.03025000,1.87750000,0.01800000,0,0.00000000,0,0,0.04574571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-07,0,0.41228900,0,0,0,0,0,0,0,0.01723571,0.00000000,0.30138571,0.06180000,0,0,0,0,0.01661200,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-08,0,3.04530262,0,0,0,0,0,0,0,0.07031667,0,0.81978000,0.01188333,0,0,0,0,0.03439231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,0,0.35907616,0,0,0,0,0,0,0,0.10508750,0.00310000,0.04166471,0.08198125,0,0.02936667,0,0,0.20667574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-10,0,0.23136498,0,0,0,0,0,0,0,0.14450000,0.00000000,0,0.00861667,0,0.03425000,0,0,0.05158230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,0,0.11292441,0,0,0,0,0,0,0,0.05517857,0,0.00655000,0.73258571,0,0.00540000,0,0,0.02717073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-12,0,0.16737013,0,0,0,0,0,0,0,0.00286667,0.12166000,0.00000000,0.00167500,0.00126667,0.00280000,0,0,0.13462115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-13,0,0.20739623,0,0,0,0,0,0,0,0.03645000,0.04315000,0.00576667,0.29482000,0,0.00220000,0,0,0.00373462,0.08426667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-14,0,0.43843742,0,0,0,0,0,0,0,1.66213529,0.00000000,5.47890000,1.08383333,0,0.04670000,0,0,0.20972569,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-15,0,4.06892980,0,0,0,0,0,0,0,3.28576250,0.00000000,0.00000000,3.00423333,1.92250000,1.16810000,0,0.73560000,0.49294690,5.79310000,0,0,2.50970000,0,0,0,0,0,0,0,0,0,0,0
2013-10-16,0,0.52895189,0,0,0,0,0,0,0,1.23006000,0,0,1.81487000,0.00000000,0.62915000,0,0.00000000,0.74515181,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-17,0,4.06162036,0,0,0,0,0,0,0,4.41565000,0,16.88165000,7.36422000,0.00000000,1.02445000,0,0,1.80033588,14.89140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-18,0,1.94710891,27.97280000,0,0,0,0,0,0,1.43920769,0,0.00000000,3.82039091,0,1.91040000,0,0,1.27553158,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-19,0,1.13033514,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0.03085000,0,0,0.05911569,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-20,0,4.25546421,0,0,0,0,0,0,0,0.41282500,0,6.70940000,0.06750000,0,0.00000000,0,0,0.01686897,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-21,0,2.91168069,0,0,0,0,0,0,0,0.13452500,0,0.18902500,0.00422857,0,0.06030000,0,0,0.03736272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-22,0,0.48165575,0,0,0,0,0,0,0,0.83042500,0,0.00000000,0.06500000,1.12400000,0.33360000,0,0,0.06335962,0.24286364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-23,0,1.03840844,0,0,0,0,0,0,0,0.01727778,0,0,0.91675000,0.00000000,0.01080000,0,0,0.08117273,6.29640000,0,0.06500000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-24,0,0.89557668,4.45470000,0,0,0,0,0,0,1.26393333,0,9.71610000,0.24830000,0,3.30250000,0,0,0.07090696,0.06580000,0,0.01030000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-25,0,3.29929323,0,0,0,0,0,0,0,0.03790000,0,0,0.01505000,0,0.02306667,0,0,0.05531290,0,0,0.02317500,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-26,0,3.26855568,0,0,0,0,0,0,0,0.01020000,0,0,0.03445000,0.00711667,0.00560000,0,0,0.00903281,0,0,0.02896000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-27,0,4.06548746,0,0,0,0,0,0,0,0.27740714,0,0,0.01096000,0.38262353,0.00220000,0,0,0.01040943,0.00180000,0,0.00250000,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-28,0,6.82542397,0,0,0,0,0,0,0,0.31193939,0,0,0.83151667,0.19532500,0.00000000,0,0,0.01498641,0.05830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-29,0,16.34522435,0,0,0,0,0,0,0,0.01259091,0,0,0.53154000,0.00000000,0.00170000,0,0,0.01041854,2.23420000,0,0,0,0,0,0,1.08803333,0,0,0,0,0,0,0
2013-10-30,0,13.40670365,0.38012500,0,0,0,0,0,0,0.00440000,0,0.00250000,0.10466667,0.00000000,0.06500000,0,0,0.02775902,0.00585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,0,1.06318855,0,0,0,0,0,0,0,0.04285000,0,0.00845000,0.05562000,0,0.00780000,0,0,0.01435419,1.22580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,0,1.49000053,0,0,0,0,0,0,0,0.10232143,0,0,0.15218333,0,0.00000000,0,0,0.03355347,0.00560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-02,0,23.31053684,0,0,0,0,0,0,0,0.24926000,0,0,0.18097500,0,0.00000000,0,0,0.06981087,0.05780000,0,0,0,0,0,0,0.13055000,0,0,0,0,0,0,0
2013-11-03,0,2.26034948,0,0,0,0,0,0,0,0.14844000,0,0,0.05457500,0,0,0,0,0.10994412,0.06015000,0,0,0,0,0,0,0.03388667,0,0,0,0,0,0,0
2013-11-04,0,1.97712446,2.67930000,0,0,0,0,0,0,0.28812500,0.51320000,0.68638333,0.08940000,0,2.95110000,0,0,0.14265620,0.00440000,0,3.15720000,0.99636154,0,0,0,0.01995714,0,0,0,0,0,0,0
2013-11-05,0,12.88643945,0,0,0,0,0,0,0,0.25115714,0.00000000,0.03360000,0.31916667,0,0.37830000,0,0,0.03594198,0.03110000,0,0.05360000,0.25075455,0,0,0,0,0,0,0,0.00280000,0,0,0
2013-11-06,0,38.95631511,0,0,0,0,0,0,0,0.01004286,0.00265000,0.00280000,0,0.00080000,0.02945000,0,0,0.01256063,0.00250000,0,0.00140000,0.08390000,0,0,0,0,0,0,0,0,0,0,0
2013-11-07,0,36.84673924,0,0,0,0,0,0,0,0.00868750,0.09420000,0.00000000,0,0,0.24645000,0,0,0.15714538,0.00000000,0,0.00000000,0.05580000,0,0,0,0,0,0,0,0,0,0,0
2013-11-08,0,60.16443990,0,0,0,0,0,0,0,0.12678750,0.14060000,0,0.17760000,0.99037500,0.00170000,0,0,0.06049925,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-09,0,60.50205507,0,0,0,0,0,0,0,0.13540000,0,0,0.00000000,0.00190000,0,0,0,0.22160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-10,0,0.04200316,0,0,0,0,0,0,0,0.71314000,0,0,0.06823333,0.00167500,0.00110000,0,0,0.00193556,0,0,0,0.02805000,0,0,0,0,0,0,0,0,0,0,0
2013-11-11,0,0.05128838,0,0,0.05580000,0,0.00750000,0,0,0.05064500,0.05780000,0,0.01078696,0.00277500,0.00250000,0,0,0.00631136,0.00580000,0,0,0,0,0.00470000,0,0,0,0,0,0,0,0,0
2013-11-12,0,0.03244185,2.49849167,0,0,0,0,0,0,0.01663333,0,0.09470000,0.00190000,0,0.00915000,0,0,0.01456829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-13,0,0.53043395,0,0,0,0,0.85230000,0,0,0.09825000,0,0.00830000,0.54796000,0.67395556,0.03725000,0,0,0.06715926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-14,0,3.22419226,2.10860000,0,0,0,2.36944545,0,0,0.91648333,0,0.00000000,0.74958750,4.36750000,2.71412500,0,0,0.16882628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-15,0,0.27662906,0.02920000,0,0,0,0,0,0,0.05200000,0,0.05230000,0.03754286,0.00000000,0.05312500,0,0,0.05237263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-16,0,0.39421150,0,0,0,0,0,0,0,0.01684000,0.02000000,0.15690000,0,0,0.04695000,0,0,0.02716795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-17,0,0.19577436,0,0,0,0,0,0,0,0.01806667,0.00000000,0.00000000,0,0,0.01690000,0,0,0.04476389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-18,0,0.10279964,0,0,0,0,0.09470000,0,0,0.04460000,0.02580000,0.13500000,0.11491429,0.04326250,0.02785000,0,0,0.03849924,0,0,0,0,0,0.02080000,0,0,0,0,0,0,0,0,0
2013-11-19,0,0.07856250,0,0,0,0,0.10055000,0,0,0.04052222,0,0.06765000,0.02170000,0.07401429,0.07095000,0,0,0.04469455,0,0,0,0,0,2.06583333,0,0,0,0,0,0,0,0,0
2013-11-20,0,11.08141006,0,0,0,0,0.13471667,0,0,2.43390000,0,3.05543333,0.84042857,4.21812727,1.05000000,0,0,7.71112143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-21,0,5.23803895,0,0,0,0,0,0,0,0.10191176,0.24720000,0.01360000,35.44847500,7.14546667,0.04400000,0,0,0.39448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-22,0,0.32030665,0,0,0,0,0,0,0,0.43019000,0,0.00640000,7.95250000,0.03640000,0.00470000,0,0,0.24581727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-23,0,5.58582756,0.06530000,0,0,0,0,0,0,0.03666667,0.92860000,0.00000000,47.43797500,0.00000000,0.00752973,0,0,0.01506854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-24,0,0.03112915,0,0,0,0,0,0,0,0.02654545,0.00666667,0.01060000,0.00945000,0.00000000,0.00566667,0,0,0.01283538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-25,0,0.42481118,0,0,0,0,0,0,0,0.49860000,0.00860000,0.00000000,0.95511429,0.05606667,0,0,0,0.07691756,0.83945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,0,1.25708021,0,0,0,0,0,0,0,0.55890000,0.67065000,0.00000000,1.05048889,0.00000000,0,0,0,0.63804505,0.76530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,0,13.59325313,0,0,0,0,0,0,0,8.69364444,0,0,1.52960000,3.44033333,4.35683333,0,0,3.04696165,0.00000000,0,0.17920000,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-28,0,1.38701742,0,0,0,0,0,0,0,2.10591875,0,14.46720000,0.54015000,26.92560000,0.94670000,0,0,1.09190253,0.00000000,0,0,0,4.37750000,0,0,0,0,0,0,0,0,0,0
2013-11-29,0,7.93502410,0,0,0,0,0,0,0,2.58465455,0,0.00000000,0.00000000,0.00000000,12.14247500,0,0,2.13641589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,0,4.72257647,0,0,0,0,0,0,0,0.01530000,0,0.00000000,0,0.00000000,5.74920000,0,0,0.21746667,15.26060000,0,0,0,0.05073333,0,0,0,0,0,0,0,0,0,0
