title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-02-01,2015-07-31
---------
Day,"[9] Wait Hours: Per Job","[13] Wait Hours: Per Job","[10] Wait Hours: Per Job","[18] Wait Hours: Per Job","[5] Wait Hours: Per Job","[54] Wait Hours: Per Job","[16] Wait Hours: Per Job","[25] Wait Hours: Per Job","[46] Wait Hours: Per Job","[12] Wait Hours: Per Job","[8] Wait Hours: Per Job","[64] Wait Hours: Per Job","[23] Wait Hours: Per Job","[63] Wait Hours: Per Job","[15] Wait Hours: Per Job","[59] Wait Hours: Per Job","[1] Wait Hours: Per Job","[2] Wait Hours: Per Job","[69] Wait Hours: Per Job","[4] Wait Hours: Per Job","[61] Wait Hours: Per Job","[100] Wait Hours: Per Job","[6] Wait Hours: Per Job","[32] Wait Hours: Per Job","[19] Wait Hours: Per Job","[55] Wait Hours: Per Job","[118] Wait Hours: Per Job","[14] Wait Hours: Per Job","[7] Wait Hours: Per Job","[11] Wait Hours: Per Job","[79] Wait Hours: Per Job","[96] Wait Hours: Per Job","[31] Wait Hours: Per Job","[44] Wait Hours: Per Job","[42] Wait Hours: Per Job","[50] Wait Hours: Per Job","[20] Wait Hours: Per Job","[53] Wait Hours: Per Job","[93] Wait Hours: Per Job","[128] Wait Hours: Per Job","[113] Wait Hours: Per Job","[88] Wait Hours: Per Job","[34] Wait Hours: Per Job","[38] Wait Hours: Per Job","[51] Wait Hours: Per Job","[28] Wait Hours: Per Job","[24] Wait Hours: Per Job","[41] Wait Hours: Per Job","[21] Wait Hours: Per Job","[48] Wait Hours: Per Job","[90] Wait Hours: Per Job","[36] Wait Hours: Per Job","[30] Wait Hours: Per Job","[60] Wait Hours: Per Job","[35] Wait Hours: Per Job","[80] Wait Hours: Per Job","[74] Wait Hours: Per Job","[3] Wait Hours: Per Job","[43] Wait Hours: Per Job","[22] Wait Hours: Per Job","[37] Wait Hours: Per Job","[45] Wait Hours: Per Job","[70] Wait Hours: Per Job","[40] Wait Hours: Per Job","[26] Wait Hours: Per Job","[65] Wait Hours: Per Job","[68] Wait Hours: Per Job","[87] Wait Hours: Per Job","[33] Wait Hours: Per Job","[81] Wait Hours: Per Job","[29] Wait Hours: Per Job","[27] Wait Hours: Per Job","[17] Wait Hours: Per Job","[85] Wait Hours: Per Job","[52] Wait Hours: Per Job"
2015-02-14,0,0,0,0.00000000,3.92920000,0,13.74782778,0.46195000,0,0,9.24485000,21.78617500,0,0,0,0,2.29221748,6.65954194,0,5.50497333,0,0,1.41610000,3.43500000,0,0,0,0,6.43810000,0,0,0,0,0,0,0.69832500,1.26512000,0,2.99310000,3.73396667,0,0,0,0,0,0.00720000,0,4.93920000,0,0,0,0.00000000,0.32286667,0.32656667,0.51424286,0,0,0.91860000,0,0,0,0.69306667,0,0.59223333,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,0,0,1.20250000,0.14220000,0.00000000,0,6.14844667,0.73666364,0,0,0.66535882,2.03880000,0,0,0,0,0.59019898,0.27802632,0,1.04798030,0,0,2.42305714,1.19316667,0.11180000,0,0,0,0,0,0,0,0,0,0,0.47776667,0.50205333,0,0.00000000,0.00000000,0,0,0,0,0,0.35940000,0,0,0,0,0,0,0.87375714,0.49702500,0.97058571,0,0,0.38850000,0,0.72440000,0,0.78570000,0,0.64093333,0,0,0,0,0.08280000,0,0,0,0,0,0
2015-02-16,0,0,0.00765000,0.22851667,0.20515000,0,1.33130000,0.29786667,0,0,1.21830000,0.69580000,0.88330000,0,0,0,0.24206096,0.20857658,0,0.62744903,0,0,0.03976667,0,0.01060000,0,0,0.00780000,0,0,0,0,0,0,0,0.14111429,0.44587143,0,0.00610000,0.00000000,0,0,0,0,0,0.00000000,0.00580000,0,0,0,0,0,0.35263333,0.13444286,0.31755000,0,0,0.09182500,0,0,0,0.15812000,0,0.27731667,0.00750000,0,0,0,0,0,0,0,0,0,0
2015-02-17,0,0.00843333,0.00000000,0.40890000,0.03172500,0,0.20666000,0,0,0,3.08864615,0,0.00000000,0,0,0,0.39816079,0.13737013,0,0.44664839,0,0,0.10954444,0.03296667,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.03235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03122000,0,1.27940000,0,0.06806667,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,0,7.70199524,0,0.29890000,0.25096250,0,1.98310000,0,0,0,0.26245714,0.13867500,0,0,0,0,0.81462291,0.49507318,0,0.43975772,0,0,0.12227500,0.21265000,1.03237477,0,0,0,9.05372857,0,0,0,0,0,0,0,0,0,0.17220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69845714,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,0.85470000,0,1.41945000,0.00000000,0.52390000,0,4.07767241,2.62535833,0,0,2.42729231,0.59463333,0,0,0,0,1.23467484,0.95128549,0,1.11021019,0,0,3.65425333,0.37222500,0,0,0,4.40330000,0,0,0,0,0,0,0,0.63467600,2.72991200,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07116296,0.29530000,1.84711200,0,0,0.24935556,0,0.02530000,0,0.99606800,0,1.54218800,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,0,0,0,6.89430000,3.16756667,0,7.42051053,0.47406364,0,0,0.63283333,0.73852500,0,0,0,0,1.62085529,0.87403664,0,1.66134483,0,0,1.48675000,1.82938000,0,0,0,0,0,0,0,0,0,0,0,0.17713333,0.65630000,0,0,0,0,0,0,0,0,0,6.74420000,0,0,0,0,0,0.55667143,0.15774286,0.60013333,0,0,1.33887500,0,0.00000000,0,0.28263333,0,0.49721667,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,0,0,0,0.77335000,8.88222500,0,4.02939375,0.68970000,0,0,1.64562143,1.85110000,0,0,0,0,6.22921517,10.82044765,0,4.22093784,0,0,8.52982727,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.69560000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0.63170000,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22,0,0,0,0.43375000,1.23250000,0,5.59218571,0,0,0,0.81284444,0.61473333,0,0,0,0,6.18191834,2.47783657,0,11.18404643,0,0,3.09424286,0.39000000,0,0,0,0,0,0,0,0,0,0,0,0,0.53780000,0,0,13.32530000,0,0,0,0,0,0.46640000,0.46670000,0,0,0,0,1.07695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63250000,0,0,0,0,0,0,0,0,0
2015-02-23,0,0,0,0.00000000,1.72170000,0,4.51407895,0,0,0,4.23835556,2.07676842,0,0,0,0,4.92597788,2.52458806,0,4.84690761,0,0,10.32880000,2.90895625,0,0,0,0,0,0,0,0,0,0,0,0,3.03610000,0,0,0,0,0,0,0,0,1.69294000,3.46585000,0,0,0,0,0,0,0,0,0,0,0.84266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,0,0,0,0.83625000,0.00000000,0,11.06853333,0,0,5.71565000,0.69714000,1.87860000,0,0,0,0,3.06133388,1.93456866,0,3.40265429,0,0,0.98503846,0,0,0,0,0,0,0,0,0,2.66580000,0,0,0,2.79170000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.84826667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10890000,0,0,0
2015-02-25,0,0,0,0.00000000,0.04140000,0,12.91810000,0,0,0.00000000,6.73224286,0,0,0,0,0,1.41544627,0.40546970,0,0.41427895,0,0,8.77470000,1.26875000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,3.62620000,0.05190000,0,0,0,0,0,0,0,0,0,0,0.06170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0
2015-02-26,0,0,0,0.04305000,0.04515000,0,0.08402500,0,0,0,10.53478000,0.04562000,0,0,0,0,0.30963465,0.07726216,0,0.05862273,0,0,4.97614500,0.14797500,0,0,0,0,0.05137500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.03803333,0,0,0,0,0,0,0,0,0,0,0.03170000,0,0,0,0,0,0
2015-02-27,0,0,0,0.00000000,0.06676000,0,0.05026667,0,0,0.64364375,9.76629375,0.06485000,0,0,0,0,0.95619774,0.36550498,0,0.07373333,0,0,20.17980000,0.04985000,0,0,0,0,0.07392222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09780000,0.03560000,0,0,0,0,0.12310000,0,0,0,0,0,0.04873333,0,0,0,0,0,0,0,0,0.03810000,0,0.05780000,0,0,0,0,0,0
2015-02-28,0,0,0,0,0.06560000,0,22.40500000,0,0,1.32811818,19.56258378,0,0,0,0,0,0.80816779,0.07310000,0,6.56208276,0,0,14.00922143,0,0,0,0,8.65640000,0.00000000,0,0,0,0,0,0,0,0.07617000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,0,0,0.04640000,0,0.07610000,0,24.17733333,0,0,0,26.24489818,0,0,0,0,0,0.85837756,2.04207527,0,0.09170400,0,0,12.41473333,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.06835000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08743333,0,0,0,0.08890000,0,0
2015-03-02,0,0,0.00000000,0,0.27102500,0,0.12218235,0,0,0,5.06969189,0,0,0,0,0,0.73420090,0.24577391,0,0.12623043,0,0,0.08118571,0,0,0,0,0,0.20457500,0,0,0,0,0,0,0,0.09970000,0,0,0,0,0,0,0,0,0.06555000,0.13305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10890000,0,0,0,0.09450000,0,0
2015-03-03,0,0.05470000,0.00000000,0,1.24940000,0,3.87966250,0,0,0,8.55718462,0,0,0,0,0,11.22288245,1.11172981,0,0.14421250,0,0,0.62125714,0.41580000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.45920000,0,0,0,0,0,0,0,0,0,0,0.32850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,0,0,0,0,0.82390000,0,6.96336667,0,0,0,11.48096765,1.98875000,0,0,0,0,4.28717271,1.52415714,0,0.91577358,0,0,21.15750000,0.80240000,0,0,0,0,4.22280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46095000,1.74220000,0,0,0,0,0,0,0,0,0,0,1.68488571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,0,0.03780000,0.24690000,0,2.88305000,0,6.33945000,0,0,0,10.34079286,2.64306250,0,0,0,0,2.60344857,2.57895111,0,4.78261053,0,0,1.59407500,0.90154000,0,0,0,0,0.34530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14510000,0,0
2015-03-06,0,0.00000000,0.00000000,0,0.01766667,0,27.56527273,0,0,0.01310000,17.27784750,0.04414000,0,0,0,0,1.51335435,0.15966552,0,0.24218667,0,0,43.95765000,0.28890000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,1.10970000,0,0,0,0,0,0,0,0,0,0,0.02990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02530000,0,0
2015-03-07,0.11068462,11.22330000,0.07883889,0,0.27464286,0,6.72875000,0,0,0.06536667,13.41718571,0,0,0,0,0,1.61338186,0.89577260,0,1.43072857,0,0,7.28254211,0.09015000,0,0,0,0,0.20613333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.52516316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,0,0,1.26890000,0,0,0,41.73134000,0,0,0,5.19725000,0,0,0,0,0,1.91689732,3.06245000,0,0.52521176,0,0,0.01170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02560000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,0,0,2.75610000,0,0,0,12.24380000,0,0,0,27.28585714,0.01920000,0,0,0,0,0.31413729,0.02716379,0,0.09003974,0,0,0.13956250,0.01250000,0.03375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625000,0.00580000,0,0,0,0,0,0,0,0,0,0,0.42302273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,0,0,9.07538000,0,0,0,2.07337000,0,0,0,3.68971714,1.38420000,0,0,0,0,0.96431372,0.58442000,0,0.07193077,0,0,0.02406667,0.44016000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,1.33464000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09430000,0,0
2015-03-11,0,0,0.00000000,0,0.02640000,0,10.88140000,0,0,0,19.38130303,0,0,0,0,0,2.81093735,0.24858966,0,0.30658730,0,0,10.43485000,1.12933333,0.37919000,0,0,0,0,0,0,0,0,0,0,0,0.33890000,0,0,0,0,0,0,0,0,0.06810000,0.06640000,0,0,0,0,0,0,0,0,0,0,2.35329231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44335000,0,0
2015-03-12,0,0,4.66963333,0,0.00000000,0,12.00810909,0,0,0,2.96865000,1.31935000,0,0,0,0,3.35470498,4.64075278,0,8.50208182,0,0,12.17788000,2.03674667,12.92950652,0,0,0,0,2.06690000,0,0,0,0,0,0,0.39280000,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,1.04381429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28310000,0,0
2015-03-13,0,4.90285000,1.96050000,0,0,0,19.08886923,0,0,0,4.83897368,4.50875000,0,0,0,0,15.70227176,1.41238537,0,8.56437561,0,0,10.59872000,4.00224444,0.84905000,0,0,0,0.98140000,0.08220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15323333,0.18813333,0,0,0,0,0,0,0,0,0,0,2.63436667,1.77320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21658571,0,0
2015-03-14,0,17.03735333,2.66984000,0,4.82940000,0,50.53780909,0,0,0,3.80396667,0.91625000,0,0,0,0,8.14557056,3.21249375,0,2.24499535,0,0,3.11117500,0.59445000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02690000,1.57220000,0,0,0,0,0,0,0,0,0,0,0.00000000,0.03440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22046667,0,0
2015-03-15,0,0,1.10361111,0,0,0,58.82462000,0,0,0,15.23527674,1.59095000,0,0,0,0,2.06922756,5.52709444,0,0.22907586,0,0,17.74194000,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,10.80901765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02025000,0,0
2015-03-16,2.74310000,10.31560000,1.03886667,0,0.90422000,0,0.00762222,0,0,0,13.23743250,0.02724444,0,0,0,0,0.42819783,7.26534400,0,1.33282281,0,0,0.39864286,0.01830000,3.99514706,0,0,0,2.04500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04830000,0.04970000,0,0,0,0,0,0,0,0,0,0,3.29525333,0,0,0,0,0,0.64708000,0,0,0,0,0,0,0,0,0.17345714,0,0
2015-03-17,0.00463333,2.67470000,1.19480000,0,0.00433333,0,0.53442273,0,0,2.68780000,8.18421667,0.33968571,0,0,2.64915000,0,0.43151279,2.58239286,0,0.15171130,0,0,0.10304667,0.25727000,0.00000000,0,0,2.66250000,0.00363333,0.00360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00682500,0,0,0,0,0,0.16813846,0,0,0,0,0,0,0,0,0.12292500,0,0
2015-03-18,2.97585000,0.16830000,3.18032500,0,0.12305000,0,6.13485000,0,0,0.17610000,1.86392000,0.02257500,0,0,0.08580000,0,1.50167565,0.69374286,0,0.23214839,0,0,0.09870909,0.64662857,0,0,0,0.04720000,0.00710000,4.23113333,0,0,0,0,0,0,0,0,0,0.01845000,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.60855333,0.04080000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,0.00780000,0,0.72823333,1.23970000,1.00808462,0,7.66940000,0,0,0,7.34474412,1.20390000,0,0,3.26440000,0,1.59732523,3.74925507,0,0.62572857,0,0,8.65230000,0.00890000,0,0,0,13.41640000,0.58640000,0.01000000,0,0,0,0,0,0,0.01470000,0,0,0,0,0,0,0,0,0.11920000,0.27945000,0,0,0.56485000,0,0,0,0,0,0,0,0.72459231,0,0,0,0,0,0.53776667,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,15.94060000,14.17435000,2.19441250,0.00000000,1.16690000,0,3.19445455,1.29198333,0,14.77790000,7.29907705,0.13647500,0,0,7.79901667,0,2.05402574,1.85275126,0,0.63992500,0,0,2.73328000,0.01957500,0,0,0,13.50940000,4.37572000,15.45625000,0,0,0,0,0,0,0.87503333,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0.01235000,0,0,1.31753333,0,1.37510000,0,0,1.82618462,0,0,0,0,0,0.73800909,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,0,0,0.01340000,0,1.11875000,0,0.24850000,0,0,0,4.24997857,0,0,0,0,0,0.54105106,3.18246951,0,1.00817500,0,0,12.58773750,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.04765000,0,0,0,0,0,0,0,0,0.01140000,0.01690000,0,0,0,0,0,0,0,0,0,0,0.21712857,0,0,0,0,0,0.84292500,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,0,0,0.03682000,0,0.00672000,0,0.00410667,0,0,0,0.00487778,0,0,0,0,0,0.18272000,4.72379643,0,0.00639020,0,0,0.00485000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0.00397143,0,0,0,0,0,0,0,0,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00460833,0,0,0,0,0,0.02422000,0,0,0,0,0,0,0,0,0,0,0
